COMMAND: python3 /audit-output/evidence/rule_inventory.py
WORKDIR: /tmp/audit-work/27-flip-case
--- OUTPUT ---
id	location	kind	attributes	role_decision	entry_sha256	entry_preview
636	reference-semantics/semantics/float.k:195	syntax	function,no-evaluators,total	UNUSED_OR_STRUCTURAL_DECLARATION	4f21c29912e1361d8706f1bf1cde8207bd9e40372f9128ae77571effd103a990	syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]
637	reference-semantics/semantics/float.k:196	rule	concrete	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	389178d3dfd7c359c14f9336e08d770f7068b029dbbe053760f92d9769d2781f	rule intToF(I:Int) => Int2Float(I, 53, 11) [concrete]
638	reference-semantics/semantics/float.k:197	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	695a4d4bdd54bacc726be8bb1b947957b13ac3c1ea85079e6f37f176f5dd1e85	rule applyBin("+", I:Int, F:Float) => addF(intToF(I), F)
639	reference-semantics/semantics/float.k:198	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	8105c256a812da5488c816ddc234cc23a361eaea37ba294397ab351db64ecbe8	rule applyBin("+", F:Float, I:Int) => addF(F, intToF(I))
640	reference-semantics/semantics/float.k:199	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	7b68c306973586de958d305580b9863c51bc797c0632e645a8be0e4e94ab5f88	rule applyBin("-", I:Int, F:Float) => subF(intToF(I), F)
641	reference-semantics/semantics/float.k:200	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	1409954604e558d1e20ebb673b113bb4e753382700056a9bb050e2f5877f2435	rule applyBin("-", F:Float, I:Int) => subF(F, intToF(I))
642	reference-semantics/semantics/float.k:201	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	74e2f8b58bc61612bd447aba290b62193b7b0a596847a535cef8ecf17013ed6d	rule applyBin("*", I:Int, F:Float) => mulF(intToF(I), F)
643	reference-semantics/semantics/float.k:202	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	de611e1415d1413bffdbb0fc1e35fdc3143eee6a775b9cef2212242ec9d8114a	rule applyBin("*", F:Float, I:Int) => mulF(F, intToF(I))
644	reference-semantics/semantics/float.k:203	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	1714c1550770bc11884e259edb53966f4938fc04546dd96c773cabee38acab6c	rule applyCmp("<", I:Int, F:Float) => floatLt(intToF(I), F)
645	reference-semantics/semantics/float.k:204	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	a3b308b7b2c2e9343ae069b0a7bbe47498537cca6859ee92873552c2df50f105	rule applyCmp("<", F:Float, I:Int) => floatLt(F, intToF(I))
646	reference-semantics/semantics/float.k:205	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	fc6de3b7c2f96d950f9aaca9f5df3aed76102c3b005e86cef59e2d2bce19afcf	rule applyCmp(">", I:Int, F:Float) => gtF(intToF(I), F)
647	reference-semantics/semantics/float.k:206	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	fcf4563e15b1e0d933360363888b337b15cde5cbdfea8885c006cdbd12e2fc4a	rule applyCmp(">", F:Float, I:Int) => gtF(F, intToF(I)) // ---- conversions: int(float) truncates toward zero; float(int); round; math.sqrt ----
648	reference-semantics/semantics/float.k:209	syntax	function,no-evaluators,total	UNUSED_OR_STRUCTURAL_DECLARATION	11c17aa2d43131ae18ec1be82f27b6922d13447bcdad8aea53515aaf4222e7a0	syntax Int ::= truncF(Float) [function, total, symbol(truncF), no-evaluators]
649	reference-semantics/semantics/float.k:210	rule	concrete	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	bee730d1e87168f9dad702b1113b5a919a7ee189741db231857746a167529d25	rule truncF(F:Float) => #if F >=Float 0.0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi [concrete]
650	reference-semantics/semantics/float.k:211	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	651a7c3ee92f0a9635c032666a3452b3cfa8ca92836f167a48bc06274401d3e0	rule applyBuiltin("int", F:Float, .Vals) => truncF(F)
651	reference-semantics/semantics/float.k:213	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	d009baabfcf1f2b26f4113ab9512d85bfd29d32c1ad36850c876624d7b5201ae	rule applyBuiltin("float", I:Int, .Vals) => intToF(I)
652	reference-semantics/semantics/float.k:214	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	7daaf4f6f5055d6dd7e9badeaf949beacc771ff7e3701afc790072c793bde45d	rule applyBuiltin("float", F:Float, .Vals) => F // round: Python half-even (banker's); round(F, N) scales by 10^N
653	reference-semantics/semantics/float.k:217	syntax	function,no-evaluators,total	UNUSED_OR_STRUCTURAL_DECLARATION	d0b7f75c69f6a7f52a6d150fa1f859c9c843ffefeea29b68a7ef6d619f7a89ba	syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]
654	reference-semantics/semantics/float.k:218	rule	concrete	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	71a93adeb3de8a6b9ff6b8cc3a3405dbcfab47ff954a427d1980458854e0db88	rule roundF(F:Float) => #if (F -Float floorFloat(F)) ==Float 0.5 #then (#if Float2Int(floorFloat(F)) %Int 2 ==Int 0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi) #else Float2Int(floorFloat(F +Float 0.5)) #fi [concrete]
655	reference-semantics/semantics/float.k:223	syntax	function,no-evaluators,total	UNUSED_OR_STRUCTURAL_DECLARATION	73ff3255d50db9ef5ce4e5587a02f3727412ba9e564eb216091a4a44fea04c54	syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]
656	reference-semantics/semantics/float.k:224	rule	concrete	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	7dd52ea7b2ef06b6dd10b04df266737bc188824c30df132916d16144ad57f9d3	rule roundFN(F:Float, N:Int) => Int2Float(roundF(F *Float Int2Float(10 ^Int N, 53, 11)), 53, 11) /Float Int2Float(10 ^Int N, 53, 11) [concrete]
657	reference-semantics/semantics/float.k:227	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	a41ad11a3b0bf8c5d2bbad324162fd5a1d4948f425ad6862278978a3d7af5626	rule applyBuiltin("round", F:Float, .Vals) => roundF(F)
658	reference-semantics/semantics/float.k:228	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	053cb084a5421b38959bd6e86a7f16795e1408d819c3053e85c24ab6c9bd01f4	rule applyBuiltin("round", F:Float, N:Int, .Vals) => roundFN(F, N)
659	reference-semantics/semantics/float.k:230	syntax	function,no-evaluators,total	UNUSED_OR_STRUCTURAL_DECLARATION	ccbc575470399e30c153b9c247d480371d972bf5c6a908dd1deba29b7a3fb92e	syntax Float ::= sqrtF(Float) [function, total, symbol(sqrtF), no-evaluators]
660	reference-semantics/semantics/float.k:231	rule	concrete	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	6233ea5230d8583f4585636e51bd39d973ee97f98281d6711e369677f7fab7c2	rule sqrtF(F:Float) => sqrtFloat(F) [concrete]
661	reference-semantics/semantics/float.k:232	syntax	-	UNUSED_OR_STRUCTURAL_DECLARATION	cf723364ca5d681bba80f43226edcd7e8beea1e13bea0f107f710ad340966933	syntax KItem ::= "#mathSqrt"
662	reference-semantics/semantics/float.k:233	rule	priority	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	9708f9876df9bd54f74a36d6f213af9a101a9064261c6b8717ef86a520e5f151	rule <k> Call(Attribute(Name("math"), "sqrt"), (E:Expr, .Exprs)) => E ~> #mathSqrt ... </k> [priority(40)]
663	reference-semantics/semantics/float.k:234	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	7e79b6dbd8c07376bb029b374572020a5420a378a9c49c65d56f1567c002a4c0	rule <k> F:Float ~> #mathSqrt => sqrtF(F) ... </k>
664	reference-semantics/semantics/float.k:235	rule	concrete,priority	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	bf8709cfbb23e5d066ac27ac3afb563d7120f9afdfd4f0dfe7e7e1b2ec5890e2	rule <k> I:Int ~> #mathSqrt => sqrtF(intToF(I)) ... </k> // ---- min / max over a FLOAT list — FLOAT branch of the shared #minCont0/#maxCont0 folds (which // seed/step with `requires isInt(V)`, so they are STUCK on floats). These add the `requires // isFloat(V)` seed + a Float-accumulator fold via K's minFloat/maxFloat — concrete for krun. A proof // over a SYMBOLIC float list intercepts min/max problem-locally to an opaque minVF/maxVF (at // #applyK, priority 40, in its verification.k) BEFORE #minAcc0, so this fold is krun-only. Additive: // the isFloat guard is disjoint from the existing ...
665	reference-semantics/semantics/float.k:243	syntax	-	UNUSED_OR_STRUCTURAL_DECLARATION	a63f310fdba5a6f45aa19461da4b980cdebc96e73ac1a35a94f6c219c4f4ac1f	syntax KItem ::= #maxAccF(Iterable, Float) | #maxContF(Float)
666	reference-semantics/semantics/float.k:244	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	838b90fdad470a0cb9ec017aca4445c39c79d1400f0c8199bc5e379d1394c6ac	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAccF(R, {V}:>Float) ... </k> requires isFloat(V)
667	reference-semantics/semantics/float.k:245	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	dfa99d6b3002d3d181db1c1b740bbb0d365de00515a7b0da3d6ccd418d8ad5f0	rule <k> #maxAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #maxContF(M) ... </k>
668	reference-semantics/semantics/float.k:246	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	35a797d2ae5f80419d2f097787037eeac7ac26d46a573a396d00a2c237fe0902	rule <k> #iterDone ~> #maxContF(M:Float) => M ... </k>
669	reference-semantics/semantics/float.k:247	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	b631f5c2b84209a35aba1593afe4d93b90c4762b8cc8aaec977f8f695371bb5d	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #maxAccF(R, maxFloat(M, {V}:>Float)) ... </k>
670	reference-semantics/semantics/float.k:248	requires	-	MODULE_STRUCTURE	35f6a266290013d2879144a453be577930ed55d949ffad552e16d1571122501a	requires isFloat(V)
671	reference-semantics/semantics/float.k:250	syntax	-	UNUSED_OR_STRUCTURAL_DECLARATION	cd35b1a809162624d97017592cb4c67cfabdc4236752758dfc73e9223f535029	syntax KItem ::= #minAccF(Iterable, Float) | #minContF(Float)
672	reference-semantics/semantics/float.k:251	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	785007e31d6e0716e9e2c2607b7db6ddc091436f5499b86dd575c0fc5b1e1546	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAccF(R, {V}:>Float) ... </k> requires isFloat(V)
673	reference-semantics/semantics/float.k:252	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	6b8405dae8d41cf373535771fde16f1e70f4e5c27e9318ec9f469b6c95df0487	rule <k> #minAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #minContF(M) ... </k>
674	reference-semantics/semantics/float.k:253	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	700ae0c8579a15db7131fac162e19ae25bcac57d8cb38ce3275296d31d7d0441	rule <k> #iterDone ~> #minContF(M:Float) => M ... </k>
675	reference-semantics/semantics/float.k:254	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	faa7068f78cf6e6833eb8b841176f0315130da5ff41e409f56aa0a7dce322fe2	rule <k> #iterYield(V:Val, R:Iterable) ~> #minContF(M:Float) => #minAccF(R, minFloat(M, {V}:>Float)) ... </k>
676	reference-semantics/semantics/float.k:255	requires	concrete	MODULE_STRUCTURE	4c974ee8fe4c1f8b8e224c68904e3e539e61b77940039109cd598bf8848a0936	requires isFloat(V) // ---- sum over a float list (krun; mirrors the min/max float paths). The Int-only shared // #sumCont sticks on a Float yield; switch to a Float-headed fold via addF (concrete twin). // The switch guard carries the SYNTACTIC negation of the Int rule's guard so a symbolic proof // with isInt(V) in its path condition refutes this branch without sort reasoning.
677	reference-semantics/semantics/float.k:261	syntax	-	UNUSED_OR_STRUCTURAL_DECLARATION	0abd52ddf475c76be88e36b6ae667fa4b020f936fe9da72fa0159555df394556	syntax KItem ::= #sumAccF(Iterable, Float) | #sumContF(Float)
678	reference-semantics/semantics/float.k:262	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	41f595617df244d242b73f5a6a6f064dce5bfc6c71a8138c6aeceeaff3853f77	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int) => #sumAccF(R, addF(intToF(ACC), {V}:>Float)) ... </k>
679	reference-semantics/semantics/float.k:264	requires	-	MODULE_STRUCTURE	43eb50cc1b1c618a659df6f1aaa30ca9766a3fb6caa7396615c61f0d4c26aa34	requires isFloat(V) andBool notBool (isInt(V) orBool isBool(V))
680	reference-semantics/semantics/float.k:265	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	65c1e01d9cd3ba0608befb376b26333c0a382f6396af8fad36e39e1ea0018c6c	rule <k> #sumAccF(IT:Iterable, ACC:Float) => #iterNext(IT) ~> #sumContF(ACC) ... </k>
681	reference-semantics/semantics/float.k:266	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	a39fca22a1537ecfaa404ec9fe4c163ac7600183a1ac70ec53c1f71b2c0cd536	rule <k> #iterDone ~> #sumContF(ACC:Float) => ACC ... </k>
682	reference-semantics/semantics/float.k:267	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	11367c1827742b9e57c11edeb898a4be5708269172eb697033413b4eb16d2d3e	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, {V}:>Float)) ... </k>
683	reference-semantics/semantics/float.k:269	requires	-	MODULE_STRUCTURE	35f6a266290013d2879144a453be577930ed55d949ffad552e16d1571122501a	requires isFloat(V)
684	reference-semantics/semantics/float.k:270	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	915226bb087397cc8c31beb23e136630c0c0d8718c911e21246c74b00f4d36be	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, intToF(intOf(V)))) ... </k>
685	reference-semantics/semantics/float.k:272	requires	-	MODULE_STRUCTURE	b4a3ade7627a093c4e09ff813af212b8ae3f0a3073933007edfb0f84d39c2b4c	requires isInt(V) orBool isBool(V)
686	reference-semantics/semantics/float.k:273	endmodule	-	MODULE_STRUCTURE	4c5df27adc717388cee7175c70de02f160d4f9a8e25c48eb0fc23e1968ad13f4	endmodule
687	reference-semantics/semantics/functions.k:3	module	-	MODULE_STRUCTURE	443014fc63307393fbae4cefb1f0e0c1626a46f092c728c97ec64c4e2e9cc71d	module MPY-FUNCTIONS
688	reference-semantics/semantics/functions.k:4	imports	-	MODULE_STRUCTURE	e12c4f98e9599f655ee3340e926435e0396851d0faa6348ea5c831462018a688	imports MPY-CORE // call routing + callee/arg evaluation (#callee/#args/#argCont) live in call.k; // this module owns the frame lifecycle (bind params, return, pop).
689	reference-semantics/semantics/functions.k:8	syntax	-	USED_DECLARATION_OR_STRICTNESS	5654f2ffb4c0d740d48dc2d3b73ecba9ccb09e8063210f521a6fe9d4cfe0d219	syntax KItem ::= frame(continuation: K, callerEnv: Int, savedLoc: Int) | #bindP(ParamNames, Vals) | "#pop" | "#endcall" // ==== def / anonymous closure =============================================
690	reference-semantics/semantics/functions.k:14	rule	-	USED_OK_ON_EXACT_EXECUTION_PATH	3d9d7b82c79b4d528cd1f35df609190d7717ab53a16e49af50541a65fe23d874	rule <k> FuncDef(F:String, Params(PNS:ParamNames), BODY:Stmts) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureVal(PNS, BODY, L) ], _) ... </scopes>
691	reference-semantics/semantics/functions.k:18	syntax	-	UNUSED_OR_STRUCTURAL_DECLARATION	a6aeea98e7de047f34a60286bc922b09e47fb2b1ed36e387cb4dd043ab958d97	syntax Expr ::= closureExpr(ParamNames, Stmts)
692	reference-semantics/semantics/functions.k:19	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	880a8eac9cefa55032726a4024734661406ec2b2f6c1869d9e65f19172660faf	rule <k> closureExpr(PNS:ParamNames, BODY:Stmts) => closureVal(PNS, BODY, L) ... </k> <env> L:Int </env> // ==== annotated def/lambda (closure cells; spec 2.3) ====================== // closureValC(params, cellvars, body, captured-cells). No frame anchor: all // enclosing-local reads are freevars (symtable-complete) and go through the // captured cells; everything else is global/builtin, so the callee frame's // parent is the module scope (0) — sound after the defining frame dies.
693	reference-semantics/semantics/functions.k:27	syntax	-	UNUSED_OR_STRUCTURAL_DECLARATION	45a1d25378d800acbd129009901a8f0e354e1da75d144b198f5543d5fcd75f9b	syntax Val ::= closureValC(ParamNames, ParamNames, Stmts, Map) // capture: resolve each freevar to the enclosing frame's cellRef, then bind // (FuncDef) or yield (Lambda) the closure value.
694	reference-semantics/semantics/functions.k:31	syntax	-	UNUSED_OR_STRUCTURAL_DECLARATION	2874a00eb4f887256881e6957abe664f52a595925191bef800e552c039b38f2b	syntax KItem ::= #mkClosure(String, ParamNames, ParamNames, ParamNames, Stmts, Map) | #mkLambda(ParamNames, ParamNames, ParamNames, Stmts, Map)
695	reference-semantics/semantics/functions.k:33	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	eeed2278165438195a6be264a81d447882527d628007b5b99434ae560b811039	rule <k> FuncDef(F:String, Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), BODY:Stmts) => #mkClosure(F, PNS, CVS, FVS, BODY, .Map) ... </k>
696	reference-semantics/semantics/functions.k:36	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	97dffe7422156fb4a3e3465d9a9ee0bf8b0cafbdbdb4b9a10ff7a520b1bc7188	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkClosure(F, PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
697	reference-semantics/semantics/functions.k:41	requires	-	MODULE_STRUCTURE	8b903fb4094e0d9a4a9d764c38a6bb80ec91e7a44fdbea8155f0c8b26a5be390	requires FV in_keys(M)
698	reference-semantics/semantics/functions.k:42	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	1baa1ec6b80e3c50013bb2b480fd4be70f3bf6c4ac5eeb99778c38146dc30664	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureValC(PNS, CVS, BODY, CM) ], _) ... </scopes>
699	reference-semantics/semantics/functions.k:47	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	df3f1718f0fabb4d0e79fc09b1b1204c254b142da78ea188e02e6993cf99373f	rule <k> Lambda(Params(PNS:ParamNames), E:Expr) => closureVal(PNS, Return(E) .Stmts, L) ... </k> <env> L:Int </env>
700	reference-semantics/semantics/functions.k:50	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	23034bad30979b7fa3b1aef73bc2f1c145b94ed2accd837e7d9a8a4ddd0d9d0f	rule <k> Lambda(Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), E:Expr) => #mkLambda(PNS, CVS, FVS, Return(E) .Stmts, .Map) ... </k>
701	reference-semantics/semantics/functions.k:53	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	47d071a5d9e97ffa2bdddb43e6f96cf6d643227da7d559828622d78e07696129	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkLambda(PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
702	reference-semantics/semantics/functions.k:58	requires	-	MODULE_STRUCTURE	8b903fb4094e0d9a4a9d764c38a6bb80ec91e7a44fdbea8155f0c8b26a5be390	requires FV in_keys(M)
703	reference-semantics/semantics/functions.k:59	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	f74364e19bbe096c41d2a12bf283210597419892851d46b91cbdcaddbad6f19e	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => closureValC(PNS, CVS, BODY, CM) ... </k> // ==== bind params ========================================================
704	reference-semantics/semantics/functions.k:63	rule	-	USED_OK_ON_EXACT_EXECUTION_PATH	e3671d9bac62395286261253cedc1db6b2cc0499988e29cfc0fef9ecb270a51f	rule <k> #bindP(.ParamNames, .Vals) => .K ... </k>
705	reference-semantics/semantics/functions.k:64	rule	-	USED_OK_ON_EXACT_EXECUTION_PATH	00aa592629d2d2b222d81ff215fcc5374c8b1f688976e1add4b634caca3e135a	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ P <- V ], _) ... </scopes> // a param that is a cellvar was pre-bound to its cell at frame entry
706	reference-semantics/semantics/functions.k:68	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	7a2b43fe8f95a3d25e5491766693ae0530273c942820184a8b23478927d3ae30	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #cellW({M[P]}:>Val, V) ~> #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
707	reference-semantics/semantics/functions.k:72	requires	priority	MODULE_STRUCTURE	8a82d8d4097011383b71edc26130b13d8b456d369663adb2319947c6be6a9e6d	requires "$cells" in_keys(M) andBool pnMember(P, cellsOf({M["$cells"]}:>Val)) andBool P in_keys(M) andBool isCellRef({M[P]}:>Val) [priority(40)] // ==== return / pop the frame (the returned expr evaluates by strictness) ==
708	reference-semantics/semantics/functions.k:78	rule	-	USED_OK_ON_EXACT_EXECUTION_PATH	1c5a24070b0f22d091ba8fec858eba0b7ecc5b6f0a1322c34cc21e72d78f1a93	rule <k> Return(V:Val) ~> _ => #pop </k> <ret> noRet => retV(V) </ret>
709	reference-semantics/semantics/functions.k:80	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	50321bd01cb5b84f0494a1e3196f6cdcab093a8fdb57a393c1828f8ae451eeee	rule <k> #endcall => #pop ... </k> <ret> noRet => retV(noneV) </ret> // pop: restore env, DEALLOCATE the callee frame, and wind scopeLoc back (LIFO allocation // makes the saved loc the callee frame's own loc). Sound because no closureVal outlives its // defining frame (frontend subset: no returned/stored closures; module defs live in loc 0).
710	reference-semantics/semantics/functions.k:85	rule	-	USED_OK_ON_EXACT_EXECUTION_PATH	102fe224b1a3c24139eaeb7be2c86f8be5ba9bee68b44460f9da6bc6710edfde	rule <k> #pop => V ~> CONT </k> <ret> retV(V) => noRet </ret> <stack> ListItem(frame(CONT:K, CALLERL:Int, SAVEDL:Int)) => .List ... </stack> <env> L:Int => CALLERL </env> <scopes> SC:Map => SC [ L <- undef ] </scopes> <scopeLoc> _ => SAVEDL </scopeLoc>
711	reference-semantics/semantics/functions.k:91	endmodule	-	MODULE_STRUCTURE	4c5df27adc717388cee7175c70de02f160d4f9a8e25c48eb0fc23e1968ad13f4	endmodule
712	reference-semantics/semantics/int.k:4	module	-	MODULE_STRUCTURE	74fc45d7398a54f6acd3ef6f2de6e8aaaa5970993284ffc2414ef9b80f8ee099	module MPY-INT
713	reference-semantics/semantics/int.k:5	imports	-	MODULE_STRUCTURE	4258a966960e81238ac1318ebb92f5cd383bcf94ed5077b6dea55341a4254bfd	imports MPY-CORE
714	reference-semantics/semantics/int.k:7	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	bea824a9d0c76babe487fb83fc65f9325c396843c8776705ff5df097dcbe35ab	rule applyUn("-", I:Int) => 0 -Int I
715	reference-semantics/semantics/int.k:9	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	c1356f411510fd9881be531988387f8897f1dc6d3c9480dd793121a48783d0b3	rule applyBin("+", I1:Int, I2:Int) => I1 +Int I2 // Bool participates in int arithmetic (x += (a == b))
716	reference-semantics/semantics/int.k:11	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	161421e6a6967d356ac739b77ee8130aadce1cccdbd60eb39bbe2d09de0fc8f4	rule applyBin("+", I:Int, B:Bool) => I +Int #if B #then 1 #else 0 #fi
717	reference-semantics/semantics/int.k:12	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	aea33156fe56e41f55fde9df571d6a6ebc51d0db17e842f2ea668785f79ef67e	rule applyBin("+", B:Bool, I:Int) => #if B #then 1 #else 0 #fi +Int I
718	reference-semantics/semantics/int.k:13	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	3ed75ef0b6a51d6ae6b6d2d2789a09370509f3a7ceeab0c1954285debb169233	rule applyBin("-", I1:Int, I2:Int) => I1 -Int I2
719	reference-semantics/semantics/int.k:14	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	08fc0a4f5088a685dca4d1ae9955eeb1cc741b9285a3638e320d0534d159a2c6	rule applyBin("*", I1:Int, I2:Int) => I1 *Int I2
720	reference-semantics/semantics/int.k:15	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	b6d3e6ecd7f82dcce0a9e2c0d4bcaee810b8fc0dbc7848c3b48b6b7c7f6091b2	rule applyBin("%", I1:Int, I2:Int) => pyMod(I1, I2)
721	reference-semantics/semantics/int.k:16	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	85afa4d25d1446e6442d53737a36d1cc763b73b3fc78e5ee581835eea8b7b0f2	rule applyBin("//", I1:Int, I2:Int) => (I1 -Int pyMod(I1, I2)) /Int I2
722	reference-semantics/semantics/int.k:17	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	614ae406522ba61d5dafd570459dee468b49b861442a3c456ef857b36c41e18a	rule applyBin("**", I1:Int, I2:Int) => I1 ^Int I2 requires I2 >=Int 0
723	reference-semantics/semantics/int.k:19	syntax	function	UNUSED_OR_STRUCTURAL_DECLARATION	c131b0a212330737a12ec60d92eb60b3277a638e494ba82dba54d486be7e0c1a	syntax Int ::= pyMod(Int, Int) [function]
724	reference-semantics/semantics/int.k:20	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	e3bb9293bfdee6b979c9f707348dfd94cb34c6ea9cc50901bfde37efe127d5f7	rule pyMod(I1:Int, I2:Int) => ((I1 %Int I2) +Int I2) %Int I2
725	reference-semantics/semantics/int.k:22	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	060cdde574874cb412a1cb5ff05d44a0c1c9d1387d37158f1b1b61bb92b1a243	rule applyCmp("<", I1:Int, I2:Int) => I1 <Int I2
