id	file	line	module	kind	class	attributes	total	functional	text
455	reference-semantics/semantics/float.k	108	MPY-FLOAT	rule	ordinary_rule	concrete	no	no	rule divF(F1:Float, F2:Float) => F1 /Float F2 [concrete]
456	reference-semantics/semantics/float.k	109	MPY-FLOAT	rule	ordinary_rule		no	no	"rule applyBin(""/"", F1:Float, F2:Float) => divF(F1, F2)"
457	reference-semantics/semantics/float.k	111	MPY-FLOAT	syntax	opaque_symbol_declaration	function, total, symbol(addF), no-evaluators	yes	yes	syntax Float ::= addF(Float, Float) [function, total, symbol(addF), no-evaluators]
458	reference-semantics/semantics/float.k	112	MPY-FLOAT	rule	ordinary_rule	concrete	no	no	rule addF(F1:Float, F2:Float) => F1 +Float F2 [concrete]
459	reference-semantics/semantics/float.k	113	MPY-FLOAT	rule	ordinary_rule		no	no	"rule applyBin(""+"", F1:Float, F2:Float) => addF(F1, F2)"
460	reference-semantics/semantics/float.k	115	MPY-FLOAT	syntax	opaque_symbol_declaration	function, total, symbol(mulF), no-evaluators	yes	yes	syntax Float ::= mulF(Float, Float) [function, total, symbol(mulF), no-evaluators]
461	reference-semantics/semantics/float.k	116	MPY-FLOAT	rule	ordinary_rule	concrete	no	no	rule mulF(F1:Float, F2:Float) => F1 *Float F2 [concrete]
462	reference-semantics/semantics/float.k	117	MPY-FLOAT	rule	ordinary_rule		no	no	"rule applyBin(""*"", F1:Float, F2:Float) => mulF(F1, F2)"
463	reference-semantics/semantics/float.k	119	MPY-FLOAT	syntax	opaque_symbol_declaration	function, total, symbol(powF), no-evaluators	yes	yes	syntax Float ::= powF(Float, Float) [function, total, symbol(powF), no-evaluators]
464	reference-semantics/semantics/float.k	120	MPY-FLOAT	rule	ordinary_rule	concrete	no	no	rule powF(F1:Float, F2:Float) => F1 ^Float F2 [concrete]
465	reference-semantics/semantics/float.k	121	MPY-FLOAT	rule	ordinary_rule		no	no	"rule applyBin(""**"", F1:Float, F2:Float) => powF(F1, F2) // ---- the remaining comparisons (gtF promoted from find_zero — its summaries // case-split on the atom; >= / <= derive from the two opaque compares) ----"
466	reference-semantics/semantics/float.k	125	MPY-FLOAT	syntax	opaque_symbol_declaration	function, total, symbol(gtF), no-evaluators	yes	yes	syntax Bool ::= gtF(Float, Float) [function, total, symbol(gtF), no-evaluators]
467	reference-semantics/semantics/float.k	126	MPY-FLOAT	rule	ordinary_rule	concrete	no	no	rule gtF(F1:Float, F2:Float) => F1 >Float F2 [concrete]
468	reference-semantics/semantics/float.k	127	MPY-FLOAT	rule	ordinary_rule		no	no	"rule applyCmp("">"", F1:Float, F2:Float) => gtF(F1, F2)"
469	reference-semantics/semantics/float.k	128	MPY-FLOAT	rule	ordinary_rule		no	no	"rule applyCmp("">="", F1:Float, F2:Float) => notBool floatLt(F1, F2)"
470	reference-semantics/semantics/float.k	129	MPY-FLOAT	rule	ordinary_rule		no	no	"rule applyCmp(""<="", F1:Float, F2:Float) => notBool gtF(F1, F2) // ---- mixed Int/Float operators promote the Int side (n ** 0.5 etc.) ----"
471	reference-semantics/semantics/float.k	132	MPY-FLOAT	rule	ordinary_rule		no	no	"rule applyBin(""**"", I:Int, F:Float) => powF(intToF(I), F)"
472	reference-semantics/semantics/float.k	133	MPY-FLOAT	rule	ordinary_rule		no	no	"rule applyBin(""**"", F:Float, I:Int) => powF(F, intToF(I))"
473	reference-semantics/semantics/float.k	134	MPY-FLOAT	rule	ordinary_rule		no	no	"rule applyBin(""-"", I:Int, F:Float) => subF(intToF(I), F)"
474	reference-semantics/semantics/float.k	135	MPY-FLOAT	rule	ordinary_rule		no	no	"rule applyBin(""-"", F:Float, I:Int) => subF(F, intToF(I))"
475	reference-semantics/semantics/float.k	136	MPY-FLOAT	rule	ordinary_rule		no	no	"rule applyBin(""+"", I:Int, F:Float) => addF(intToF(I), F)"
476	reference-semantics/semantics/float.k	137	MPY-FLOAT	rule	ordinary_rule		no	no	"rule applyBin(""+"", F:Float, I:Int) => addF(F, intToF(I))"
477	reference-semantics/semantics/float.k	138	MPY-FLOAT	rule	ordinary_rule		no	no	"rule applyBin(""*"", I:Int, F:Float) => mulF(intToF(I), F)"
478	reference-semantics/semantics/float.k	139	MPY-FLOAT	rule	ordinary_rule		no	no	"rule applyBin(""*"", F:Float, I:Int) => mulF(F, intToF(I)) // ---- mixed Int == Float (shared eqF; opaque symbolic / concrete twin) ----"
479	reference-semantics/semantics/float.k	142	MPY-FLOAT	syntax	opaque_symbol_declaration	function, total, symbol(eqF), no-evaluators	yes	yes	syntax Bool ::= eqF(Float, Float) [function, total, symbol(eqF), no-evaluators]
480	reference-semantics/semantics/float.k	143	MPY-FLOAT	rule	ordinary_rule	concrete	no	no	rule eqF(F1:Float, F2:Float) => F1 ==Float F2 [concrete]
481	reference-semantics/semantics/float.k	144	MPY-FLOAT	rule	ordinary_rule		no	no	"rule applyCmp(""=="", I:Int, F:Float) => eqF(intToF(I), F)"
482	reference-semantics/semantics/float.k	145	MPY-FLOAT	rule	ordinary_rule		no	no	"rule applyCmp(""=="", F:Float, I:Int) => eqF(F, intToF(I))"
483	reference-semantics/semantics/float.k	146	MPY-FLOAT	rule	ordinary_rule		no	no	"rule applyCmp(""!="", I:Int, F:Float) => notBool eqF(intToF(I), F)"
484	reference-semantics/semantics/float.k	147	MPY-FLOAT	rule	ordinary_rule		no	no	"rule applyCmp(""!="", F:Float, I:Int) => notBool eqF(F, intToF(I))"
485	reference-semantics/semantics/float.k	148	MPY-FLOAT	rule	ordinary_rule		no	no	"rule applyCmp(""<"", I:Int, F:Float) => floatLt(intToF(I), F)"
486	reference-semantics/semantics/float.k	149	MPY-FLOAT	rule	ordinary_rule		no	no	"rule applyCmp(""<"", F:Float, I:Int) => floatLt(F, intToF(I))"
487	reference-semantics/semantics/float.k	150	MPY-FLOAT	rule	ordinary_rule		no	no	"rule applyCmp("">"", I:Int, F:Float) => gtF(intToF(I), F)"
488	reference-semantics/semantics/float.k	151	MPY-FLOAT	rule	ordinary_rule		no	no	"rule applyCmp("">"", F:Float, I:Int) => gtF(F, intToF(I)) // ---- x == None (promoted from 137; `is` cases live in operators.k) ----"
489	reference-semantics/semantics/float.k	154	MPY-FLOAT	rule	ordinary_rule		no	no	"rule applyCmp(""=="", V:Val, noneV) => V ==K noneV"
490	reference-semantics/semantics/float.k	155	MPY-FLOAT	rule	ordinary_rule		no	no	"rule applyCmp(""!="", V:Val, noneV) => notBool (V ==K noneV) // ---- float(str): decimal parse (promoted from 137's defined chain) ---- // digits '.' digits, optional leading '-'; concrete evaluation only (the // symbolic side stays an opaque decStrToF term a proof case-splits on)."
491	reference-semantics/semantics/float.k	160	MPY-FLOAT	syntax	opaque_symbol_declaration	function, total, symbol(decStrToF), no-evaluators	yes	yes	syntax Float ::= decStrToF(IntSeq) [function, total, symbol(decStrToF), no-evaluators]
492	reference-semantics/semantics/float.k	161	MPY-FLOAT	rule	ordinary_rule	concrete	no	no	rule decStrToF(iCons(45, CS:IntSeq)) => 0.0 -Float decStrToF(CS) [concrete]
493	reference-semantics/semantics/float.k	162	MPY-FLOAT	rule	ordinary_rule	concrete	no	no	rule decStrToF(CS:IntSeq) => intToF(intPart(CS)) +Float (intToF(fracPart(CS)) /Float intToF(fracScale(CS))) requires isLen(CS) >Int 0 andBool headIS(CS) =/=Int 45 [concrete]
494	reference-semantics/semantics/float.k	165	MPY-FLOAT	syntax	function_declaration	function	no	yes	syntax Int ::= headIS(IntSeq) [function]
495	reference-semantics/semantics/float.k	166	MPY-FLOAT	rule	ordinary_rule		no	no	rule headIS(iCons(C:Int, _:IntSeq)) => C
496	reference-semantics/semantics/float.k	167	MPY-FLOAT	syntax	function_declaration	function, total,function, total	yes	yes	syntax Int ::= intPart(IntSeq) [function, total] | intPartAcc(IntSeq, Int) [function, total]
497	reference-semantics/semantics/float.k	168	MPY-FLOAT	rule	ordinary_rule		no	no	rule intPart(CS:IntSeq) => intPartAcc(CS, 0)
498	reference-semantics/semantics/float.k	169	MPY-FLOAT	rule	ordinary_rule		no	no	rule intPartAcc(.IntSeq, A:Int) => A
499	reference-semantics/semantics/float.k	170	MPY-FLOAT	rule	ordinary_rule		no	no	rule intPartAcc(iCons(46, _:IntSeq), A:Int) => A
500	reference-semantics/semantics/float.k	171	MPY-FLOAT	rule	ordinary_rule		no	no	rule intPartAcc(iCons(C:Int, R:IntSeq), A:Int) => intPartAcc(R, A *Int 10 +Int (C -Int 48)) requires C =/=Int 46
501	reference-semantics/semantics/float.k	173	MPY-FLOAT	syntax	function_declaration	function, total,function, total	yes	yes	syntax Int ::= fracPart(IntSeq) [function, total] | fracAcc(IntSeq, Int) [function, total]
502	reference-semantics/semantics/float.k	174	MPY-FLOAT	rule	ordinary_rule		no	no	rule fracPart(.IntSeq) => 0
503	reference-semantics/semantics/float.k	175	MPY-FLOAT	rule	ordinary_rule		no	no	rule fracPart(iCons(46, R:IntSeq)) => fracAcc(R, 0)
504	reference-semantics/semantics/float.k	176	MPY-FLOAT	rule	ordinary_rule		no	no	rule fracPart(iCons(C:Int, R:IntSeq)) => fracPart(R) requires C =/=Int 46
505	reference-semantics/semantics/float.k	177	MPY-FLOAT	rule	ordinary_rule		no	no	rule fracAcc(.IntSeq, A:Int) => A
506	reference-semantics/semantics/float.k	178	MPY-FLOAT	rule	ordinary_rule		no	no	rule fracAcc(iCons(C:Int, R:IntSeq), A:Int) => fracAcc(R, A *Int 10 +Int (C -Int 48))
507	reference-semantics/semantics/float.k	179	MPY-FLOAT	syntax	function_declaration	function, total,function, total	yes	yes	syntax Int ::= fracScale(IntSeq) [function, total] | fscAcc(IntSeq, Int) [function, total]
508	reference-semantics/semantics/float.k	180	MPY-FLOAT	rule	ordinary_rule		no	no	rule fracScale(.IntSeq) => 1
509	reference-semantics/semantics/float.k	181	MPY-FLOAT	rule	ordinary_rule		no	no	rule fracScale(iCons(46, R:IntSeq)) => fscAcc(R, 1)
510	reference-semantics/semantics/float.k	182	MPY-FLOAT	rule	ordinary_rule		no	no	rule fracScale(iCons(C:Int, R:IntSeq)) => fracScale(R) requires C =/=Int 46
511	reference-semantics/semantics/float.k	183	MPY-FLOAT	rule	ordinary_rule		no	no	rule fscAcc(.IntSeq, A:Int) => A
512	reference-semantics/semantics/float.k	184	MPY-FLOAT	rule	ordinary_rule		no	no	rule fscAcc(iCons(_:Int, R:IntSeq), A:Int) => fscAcc(R, A *Int 10)
513	reference-semantics/semantics/float.k	185	MPY-FLOAT	rule	ordinary_rule		no	no	"rule applyBuiltin(""float"", str(CS:IntSeq), .Vals) => decStrToF(CS)"
514	reference-semantics/semantics/float.k	186	MPY-FLOAT	rule	ordinary_rule		no	no	"rule applyBuiltin(""float"", I:Int, .Vals) => intToF(I)"
515	reference-semantics/semantics/float.k	187	MPY-FLOAT	rule	ordinary_rule		no	no	"rule applyBuiltin(""float"", F:Float, .Vals) => F // ---- float / int division (promoted from mean_absolute_deviation) ----"
516	reference-semantics/semantics/float.k	190	MPY-FLOAT	syntax	opaque_symbol_declaration	function, total, symbol(divFloatIntV), no-evaluators	yes	yes	syntax Float ::= divFloatIntV(Float, Int) [function, total, symbol(divFloatIntV), no-evaluators]
517	reference-semantics/semantics/float.k	191	MPY-FLOAT	rule	ordinary_rule	concrete	no	no	rule divFloatIntV(F:Float, I:Int) => F /Float Int2Float(I, 53, 11) [concrete]
518	reference-semantics/semantics/float.k	192	MPY-FLOAT	rule	ordinary_rule		no	no	"rule applyBin(""/"", F:Float, I:Int) => divFloatIntV(F, I) // ---- int -> float promotion for the remaining mixed arithmetic/compares ----"
519	reference-semantics/semantics/float.k	195	MPY-FLOAT	syntax	opaque_symbol_declaration	function, total, symbol(intToF), no-evaluators	yes	yes	syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]
520	reference-semantics/semantics/float.k	196	MPY-FLOAT	rule	ordinary_rule	concrete	no	no	rule intToF(I:Int) => Int2Float(I, 53, 11) [concrete]
521	reference-semantics/semantics/float.k	197	MPY-FLOAT	rule	ordinary_rule		no	no	"rule applyBin(""+"", I:Int, F:Float) => addF(intToF(I), F)"
522	reference-semantics/semantics/float.k	198	MPY-FLOAT	rule	ordinary_rule		no	no	"rule applyBin(""+"", F:Float, I:Int) => addF(F, intToF(I))"
523	reference-semantics/semantics/float.k	199	MPY-FLOAT	rule	ordinary_rule		no	no	"rule applyBin(""-"", I:Int, F:Float) => subF(intToF(I), F)"
524	reference-semantics/semantics/float.k	200	MPY-FLOAT	rule	ordinary_rule		no	no	"rule applyBin(""-"", F:Float, I:Int) => subF(F, intToF(I))"
525	reference-semantics/semantics/float.k	201	MPY-FLOAT	rule	ordinary_rule		no	no	"rule applyBin(""*"", I:Int, F:Float) => mulF(intToF(I), F)"
526	reference-semantics/semantics/float.k	202	MPY-FLOAT	rule	ordinary_rule		no	no	"rule applyBin(""*"", F:Float, I:Int) => mulF(F, intToF(I))"
527	reference-semantics/semantics/float.k	203	MPY-FLOAT	rule	ordinary_rule		no	no	"rule applyCmp(""<"", I:Int, F:Float) => floatLt(intToF(I), F)"
528	reference-semantics/semantics/float.k	204	MPY-FLOAT	rule	ordinary_rule		no	no	"rule applyCmp(""<"", F:Float, I:Int) => floatLt(F, intToF(I))"
529	reference-semantics/semantics/float.k	205	MPY-FLOAT	rule	ordinary_rule		no	no	"rule applyCmp("">"", I:Int, F:Float) => gtF(intToF(I), F)"
530	reference-semantics/semantics/float.k	206	MPY-FLOAT	rule	ordinary_rule		no	no	"rule applyCmp("">"", F:Float, I:Int) => gtF(F, intToF(I)) // ---- conversions: int(float) truncates toward zero; float(int); round; math.sqrt ----"
531	reference-semantics/semantics/float.k	209	MPY-FLOAT	syntax	opaque_symbol_declaration	function, total, symbol(truncF), no-evaluators	yes	yes	syntax Int ::= truncF(Float) [function, total, symbol(truncF), no-evaluators]
532	reference-semantics/semantics/float.k	210	MPY-FLOAT	rule	ordinary_rule	concrete	no	no	rule truncF(F:Float) => #if F >=Float 0.0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi [concrete]
533	reference-semantics/semantics/float.k	211	MPY-FLOAT	rule	ordinary_rule		no	no	"rule applyBuiltin(""int"", F:Float, .Vals) => truncF(F)"
534	reference-semantics/semantics/float.k	213	MPY-FLOAT	rule	ordinary_rule		no	no	"rule applyBuiltin(""float"", I:Int, .Vals) => intToF(I)"
535	reference-semantics/semantics/float.k	214	MPY-FLOAT	rule	ordinary_rule		no	no	"rule applyBuiltin(""float"", F:Float, .Vals) => F // round: Python half-even (banker's); round(F, N) scales by 10^N"
536	reference-semantics/semantics/float.k	217	MPY-FLOAT	syntax	opaque_symbol_declaration	function, total, symbol(roundF), no-evaluators	yes	yes	syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]
537	reference-semantics/semantics/float.k	218	MPY-FLOAT	rule	ordinary_rule	concrete	no	no	rule roundF(F:Float) => #if (F -Float floorFloat(F)) ==Float 0.5 #then (#if Float2Int(floorFloat(F)) %Int 2 ==Int 0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi) #else Float2Int(floorFloat(F +Float 0.5)) #fi [concrete]
538	reference-semantics/semantics/float.k	223	MPY-FLOAT	syntax	opaque_symbol_declaration	function, total, symbol(roundFN), no-evaluators	yes	yes	syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]
539	reference-semantics/semantics/float.k	224	MPY-FLOAT	rule	ordinary_rule	concrete	no	no	rule roundFN(F:Float, N:Int) => Int2Float(roundF(F *Float Int2Float(10 ^Int N, 53, 11)), 53, 11) /Float Int2Float(10 ^Int N, 53, 11) [concrete]
540	reference-semantics/semantics/float.k	227	MPY-FLOAT	rule	ordinary_rule		no	no	"rule applyBuiltin(""round"", F:Float, .Vals) => roundF(F)"
541	reference-semantics/semantics/float.k	228	MPY-FLOAT	rule	ordinary_rule		no	no	"rule applyBuiltin(""round"", F:Float, N:Int, .Vals) => roundFN(F, N)"
542	reference-semantics/semantics/float.k	230	MPY-FLOAT	syntax	opaque_symbol_declaration	function, total, symbol(sqrtF), no-evaluators	yes	yes	syntax Float ::= sqrtF(Float) [function, total, symbol(sqrtF), no-evaluators]
543	reference-semantics/semantics/float.k	231	MPY-FLOAT	rule	ordinary_rule	concrete	no	no	rule sqrtF(F:Float) => sqrtFloat(F) [concrete]
544	reference-semantics/semantics/float.k	232	MPY-FLOAT	syntax	syntax_declaration		no	no	"syntax KItem ::= ""#mathSqrt"""
545	reference-semantics/semantics/float.k	233	MPY-FLOAT	rule	priority_rule	priority(40)	no	no	"rule <k> Call(Attribute(Name(""math""), ""sqrt""), (E:Expr, .Exprs)) => E ~> #mathSqrt ... </k> [priority(40)]"
546	reference-semantics/semantics/float.k	234	MPY-FLOAT	rule	ordinary_rule		no	no	rule <k> F:Float ~> #mathSqrt => sqrtF(F) ... </k>
547	reference-semantics/semantics/float.k	235	MPY-FLOAT	rule	ordinary_rule		no	no	rule <k> I:Int ~> #mathSqrt => sqrtF(intToF(I)) ... </k> // ---- min / max over a FLOAT list — FLOAT branch of the shared #minCont0/#maxCont0 folds (which // seed/step with `requires isInt(V)`, so they are STUCK on floats). These add the `requires // isFloat(V)` seed + a Float-accumulator fold via K's minFloat/maxFloat — concrete for krun. A proof // over a SYMBOLIC float list intercepts min/max problem-locally to an opaque minVF/maxVF (at // #applyK, priority 40, in its verification.k) BEFORE #minAcc0, so this fold is krun-only. Additive: // the isFloat guard is disjoint from the existing isInt one.
548	reference-semantics/semantics/float.k	243	MPY-FLOAT	syntax	syntax_declaration		no	no	syntax KItem ::= #maxAccF(Iterable, Float) | #maxContF(Float)
549	reference-semantics/semantics/float.k	244	MPY-FLOAT	rule	ordinary_rule		no	no	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAccF(R, {V}:>Float) ... </k> requires isFloat(V)
550	reference-semantics/semantics/float.k	245	MPY-FLOAT	rule	ordinary_rule		no	no	rule <k> #maxAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #maxContF(M) ... </k>
551	reference-semantics/semantics/float.k	246	MPY-FLOAT	rule	ordinary_rule		no	no	rule <k> #iterDone ~> #maxContF(M:Float) => M ... </k>
552	reference-semantics/semantics/float.k	247	MPY-FLOAT	rule	ordinary_rule		no	no	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #maxAccF(R, maxFloat(M, {V}:>Float)) ... </k> requires isFloat(V)
553	reference-semantics/semantics/float.k	250	MPY-FLOAT	syntax	syntax_declaration		no	no	syntax KItem ::= #minAccF(Iterable, Float) | #minContF(Float)
554	reference-semantics/semantics/float.k	251	MPY-FLOAT	rule	ordinary_rule		no	no	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAccF(R, {V}:>Float) ... </k> requires isFloat(V)
555	reference-semantics/semantics/float.k	252	MPY-FLOAT	rule	ordinary_rule		no	no	rule <k> #minAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #minContF(M) ... </k>
556	reference-semantics/semantics/float.k	253	MPY-FLOAT	rule	ordinary_rule		no	no	rule <k> #iterDone ~> #minContF(M:Float) => M ... </k>
557	reference-semantics/semantics/float.k	254	MPY-FLOAT	rule	ordinary_rule		no	no	rule <k> #iterYield(V:Val, R:Iterable) ~> #minContF(M:Float) => #minAccF(R, minFloat(M, {V}:>Float)) ... </k> requires isFloat(V) // ---- sum over a float list (krun; mirrors the min/max float paths). The Int-only shared // #sumCont sticks on a Float yield; switch to a Float-headed fold via addF (concrete twin). // The switch guard carries the SYNTACTIC negation of the Int rule's guard so a symbolic proof // with isInt(V) in its path condition refutes this branch without sort reasoning.
558	reference-semantics/semantics/float.k	261	MPY-FLOAT	syntax	syntax_declaration		no	no	syntax KItem ::= #sumAccF(Iterable, Float) | #sumContF(Float)
559	reference-semantics/semantics/float.k	262	MPY-FLOAT	rule	ordinary_rule		no	no	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int) => #sumAccF(R, addF(intToF(ACC), {V}:>Float)) ... </k> requires isFloat(V) andBool notBool (isInt(V) orBool isBool(V))
560	reference-semantics/semantics/float.k	265	MPY-FLOAT	rule	ordinary_rule		no	no	rule <k> #sumAccF(IT:Iterable, ACC:Float) => #iterNext(IT) ~> #sumContF(ACC) ... </k>
561	reference-semantics/semantics/float.k	266	MPY-FLOAT	rule	ordinary_rule		no	no	rule <k> #iterDone ~> #sumContF(ACC:Float) => ACC ... </k>
562	reference-semantics/semantics/float.k	267	MPY-FLOAT	rule	ordinary_rule		no	no	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, {V}:>Float)) ... </k> requires isFloat(V)
563	reference-semantics/semantics/float.k	270	MPY-FLOAT	rule	ordinary_rule		no	no	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, intToF(intOf(V)))) ... </k> requires isInt(V) orBool isBool(V)
564	reference-semantics/semantics/functions.k	8	MPY-FUNCTIONS	syntax	syntax_declaration		no	no	"syntax KItem ::= frame(continuation: K, callerEnv: Int, savedLoc: Int) | #bindP(ParamNames, Vals) | ""#pop"" | ""#endcall"" // ==== def / anonymous closure ============================================="
565	reference-semantics/semantics/functions.k	14	MPY-FUNCTIONS	rule	ordinary_rule		no	no	rule <k> FuncDef(F:String, Params(PNS:ParamNames), BODY:Stmts) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureVal(PNS, BODY, L) ], _) ... </scopes>
566	reference-semantics/semantics/functions.k	18	MPY-FUNCTIONS	syntax	syntax_declaration		no	no	syntax Expr ::= closureExpr(ParamNames, Stmts)
567	reference-semantics/semantics/functions.k	19	MPY-FUNCTIONS	rule	ordinary_rule		no	no	rule <k> closureExpr(PNS:ParamNames, BODY:Stmts) => closureVal(PNS, BODY, L) ... </k> <env> L:Int </env> // ==== annotated def/lambda (closure cells; spec 2.3) ====================== // closureValC(params, cellvars, body, captured-cells). No frame anchor: all // enclosing-local reads are freevars (symtable-complete) and go through the // captured cells; everything else is global/builtin, so the callee frame's // parent is the module scope (0) — sound after the defining frame dies.
568	reference-semantics/semantics/functions.k	27	MPY-FUNCTIONS	syntax	syntax_declaration		no	no	syntax Val ::= closureValC(ParamNames, ParamNames, Stmts, Map) // capture: resolve each freevar to the enclosing frame's cellRef, then bind // (FuncDef) or yield (Lambda) the closure value.
569	reference-semantics/semantics/functions.k	31	MPY-FUNCTIONS	syntax	syntax_declaration		no	no	syntax KItem ::= #mkClosure(String, ParamNames, ParamNames, ParamNames, Stmts, Map) | #mkLambda(ParamNames, ParamNames, ParamNames, Stmts, Map)
570	reference-semantics/semantics/functions.k	33	MPY-FUNCTIONS	rule	ordinary_rule		no	no	rule <k> FuncDef(F:String, Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), BODY:Stmts) => #mkClosure(F, PNS, CVS, FVS, BODY, .Map) ... </k>
571	reference-semantics/semantics/functions.k	36	MPY-FUNCTIONS	rule	ordinary_rule		no	no	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkClosure(F, PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires FV in_keys(M)
572	reference-semantics/semantics/functions.k	42	MPY-FUNCTIONS	rule	ordinary_rule		no	no	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureValC(PNS, CVS, BODY, CM) ], _) ... </scopes>
573	reference-semantics/semantics/functions.k	47	MPY-FUNCTIONS	rule	ordinary_rule		no	no	rule <k> Lambda(Params(PNS:ParamNames), E:Expr) => closureVal(PNS, Return(E) .Stmts, L) ... </k> <env> L:Int </env>
574	reference-semantics/semantics/functions.k	50	MPY-FUNCTIONS	rule	ordinary_rule		no	no	rule <k> Lambda(Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), E:Expr) => #mkLambda(PNS, CVS, FVS, Return(E) .Stmts, .Map) ... </k>
575	reference-semantics/semantics/functions.k	53	MPY-FUNCTIONS	rule	ordinary_rule		no	no	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkLambda(PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires FV in_keys(M)
576	reference-semantics/semantics/functions.k	59	MPY-FUNCTIONS	rule	ordinary_rule		no	no	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => closureValC(PNS, CVS, BODY, CM) ... </k> // ==== bind params ========================================================
577	reference-semantics/semantics/functions.k	63	MPY-FUNCTIONS	rule	ordinary_rule		no	no	rule <k> #bindP(.ParamNames, .Vals) => .K ... </k>
578	reference-semantics/semantics/functions.k	64	MPY-FUNCTIONS	rule	ordinary_rule		no	no	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ P <- V ], _) ... </scopes> // a param that is a cellvar was pre-bound to its cell at frame entry
579	reference-semantics/semantics/functions.k	68	MPY-FUNCTIONS	rule	priority_rule	priority(40)	no	no	"rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #cellW({M[P]}:>Val, V) ~> #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires ""$cells"" in_keys(M) andBool pnMember(P, cellsOf({M[""$cells""]}:>Val)) andBool P in_keys(M) andBool isCellRef({M[P]}:>Val) [priority(40)] // ==== return / pop the frame (the returned expr evaluates by strictness) =="
580	reference-semantics/semantics/functions.k	78	MPY-FUNCTIONS	rule	ordinary_rule		no	no	rule <k> Return(V:Val) ~> _ => #pop </k> <ret> noRet => retV(V) </ret>
581	reference-semantics/semantics/functions.k	80	MPY-FUNCTIONS	rule	ordinary_rule		no	no	rule <k> #endcall => #pop ... </k> <ret> noRet => retV(noneV) </ret> // pop: restore env, DEALLOCATE the callee frame, and wind scopeLoc back (LIFO allocation // makes the saved loc the callee frame's own loc). Sound because no closureVal outlives its // defining frame (frontend subset: no returned/stored closures; module defs live in loc 0).
582	reference-semantics/semantics/functions.k	85	MPY-FUNCTIONS	rule	ordinary_rule		no	no	rule <k> #pop => V ~> CONT </k> <ret> retV(V) => noRet </ret> <stack> ListItem(frame(CONT:K, CALLERL:Int, SAVEDL:Int)) => .List ... </stack> <env> L:Int => CALLERL </env> <scopes> SC:Map => SC [ L <- undef ] </scopes> <scopeLoc> _ => SAVEDL </scopeLoc>
583	reference-semantics/semantics/int.k	7	MPY-INT	rule	ordinary_rule		no	no	"rule applyUn(""-"", I:Int) => 0 -Int I"
584	reference-semantics/semantics/int.k	9	MPY-INT	rule	ordinary_rule		no	no	"rule applyBin(""+"", I1:Int, I2:Int) => I1 +Int I2 // Bool participates in int arithmetic (x += (a == b))"
585	reference-semantics/semantics/int.k	11	MPY-INT	rule	ordinary_rule		no	no	"rule applyBin(""+"", I:Int, B:Bool) => I +Int #if B #then 1 #else 0 #fi"
586	reference-semantics/semantics/int.k	12	MPY-INT	rule	ordinary_rule		no	no	"rule applyBin(""+"", B:Bool, I:Int) => #if B #then 1 #else 0 #fi +Int I"
