id	scope	file	line	module	kind	classification	attributes	assessment	text
reference-semantics/semantics/float.k:253	launcher-trusted-supplied-semantics	reference-semantics/semantics/float.k	253	MPY-FLOAT	rule	operational-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule <k> #iterDone ~> #minContF(M:Float) => M ... </k>
reference-semantics/semantics/float.k:254	launcher-trusted-supplied-semantics	reference-semantics/semantics/float.k	254	MPY-FLOAT	rule	operational-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule <k> #iterYield(V:Val, R:Iterable) ~> #minContF(M:Float) => #minAccF(R, minFloat(M, {V}:>Float)) ... </k> requires isFloat(V)
reference-semantics/semantics/float.k:261	launcher-trusted-supplied-semantics	reference-semantics/semantics/float.k	261	MPY-FLOAT	syntax	constructor/control-syntax		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	syntax KItem ::= #sumAccF(Iterable, Float) | #sumContF(Float)
reference-semantics/semantics/float.k:262	launcher-trusted-supplied-semantics	reference-semantics/semantics/float.k	262	MPY-FLOAT	rule	operational-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int) => #sumAccF(R, addF(intToF(ACC), {V}:>Float)) ... </k> requires isFloat(V) andBool notBool (isInt(V) orBool isBool(V))
reference-semantics/semantics/float.k:265	launcher-trusted-supplied-semantics	reference-semantics/semantics/float.k	265	MPY-FLOAT	rule	operational-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule <k> #sumAccF(IT:Iterable, ACC:Float) => #iterNext(IT) ~> #sumContF(ACC) ... </k>
reference-semantics/semantics/float.k:266	launcher-trusted-supplied-semantics	reference-semantics/semantics/float.k	266	MPY-FLOAT	rule	operational-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule <k> #iterDone ~> #sumContF(ACC:Float) => ACC ... </k>
reference-semantics/semantics/float.k:267	launcher-trusted-supplied-semantics	reference-semantics/semantics/float.k	267	MPY-FLOAT	rule	operational-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, {V}:>Float)) ... </k> requires isFloat(V)
reference-semantics/semantics/float.k:270	launcher-trusted-supplied-semantics	reference-semantics/semantics/float.k	270	MPY-FLOAT	rule	operational-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, intToF(intOf(V)))) ... </k> requires isInt(V) orBool isBool(V)
reference-semantics/semantics/functions.k:8	launcher-trusted-supplied-semantics	reference-semantics/semantics/functions.k	8	MPY-FUNCTIONS	syntax	constructor/control-syntax		reachable-proof-slice; ACCEPT_FIXED_REACHABLE: intact supplied rule/declaration; manual control/evaluation/state review found no mismatch on the target's integer-list execution slice	"syntax KItem ::= frame(continuation: K, callerEnv: Int, savedLoc: Int) | #bindP(ParamNames, Vals) | ""#pop"" | ""#endcall"""
reference-semantics/semantics/functions.k:14	launcher-trusted-supplied-semantics	reference-semantics/semantics/functions.k	14	MPY-FUNCTIONS	rule	operational-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule <k> FuncDef(F:String, Params(PNS:ParamNames), BODY:Stmts) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureVal(PNS, BODY, L) ], _) ... </scopes>
reference-semantics/semantics/functions.k:18	launcher-trusted-supplied-semantics	reference-semantics/semantics/functions.k	18	MPY-FUNCTIONS	syntax	constructor/control-syntax		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	syntax Expr ::= closureExpr(ParamNames, Stmts)
reference-semantics/semantics/functions.k:19	launcher-trusted-supplied-semantics	reference-semantics/semantics/functions.k	19	MPY-FUNCTIONS	rule	operational-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule <k> closureExpr(PNS:ParamNames, BODY:Stmts) => closureVal(PNS, BODY, L) ... </k> <env> L:Int </env>
reference-semantics/semantics/functions.k:27	launcher-trusted-supplied-semantics	reference-semantics/semantics/functions.k	27	MPY-FUNCTIONS	syntax	constructor/control-syntax		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	syntax Val ::= closureValC(ParamNames, ParamNames, Stmts, Map)
reference-semantics/semantics/functions.k:31	launcher-trusted-supplied-semantics	reference-semantics/semantics/functions.k	31	MPY-FUNCTIONS	syntax	constructor/control-syntax		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	syntax KItem ::= #mkClosure(String, ParamNames, ParamNames, ParamNames, Stmts, Map) | #mkLambda(ParamNames, ParamNames, ParamNames, Stmts, Map)
reference-semantics/semantics/functions.k:33	launcher-trusted-supplied-semantics	reference-semantics/semantics/functions.k	33	MPY-FUNCTIONS	rule	operational-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule <k> FuncDef(F:String, Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), BODY:Stmts) => #mkClosure(F, PNS, CVS, FVS, BODY, .Map) ... </k>
reference-semantics/semantics/functions.k:36	launcher-trusted-supplied-semantics	reference-semantics/semantics/functions.k	36	MPY-FUNCTIONS	rule	operational-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkClosure(F, PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires FV in_keys(M)
reference-semantics/semantics/functions.k:42	launcher-trusted-supplied-semantics	reference-semantics/semantics/functions.k	42	MPY-FUNCTIONS	rule	operational-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureValC(PNS, CVS, BODY, CM) ], _) ... </scopes>
reference-semantics/semantics/functions.k:47	launcher-trusted-supplied-semantics	reference-semantics/semantics/functions.k	47	MPY-FUNCTIONS	rule	operational-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule <k> Lambda(Params(PNS:ParamNames), E:Expr) => closureVal(PNS, Return(E) .Stmts, L) ... </k> <env> L:Int </env>
reference-semantics/semantics/functions.k:50	launcher-trusted-supplied-semantics	reference-semantics/semantics/functions.k	50	MPY-FUNCTIONS	rule	operational-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule <k> Lambda(Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), E:Expr) => #mkLambda(PNS, CVS, FVS, Return(E) .Stmts, .Map) ... </k>
reference-semantics/semantics/functions.k:53	launcher-trusted-supplied-semantics	reference-semantics/semantics/functions.k	53	MPY-FUNCTIONS	rule	operational-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkLambda(PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires FV in_keys(M)
reference-semantics/semantics/functions.k:59	launcher-trusted-supplied-semantics	reference-semantics/semantics/functions.k	59	MPY-FUNCTIONS	rule	operational-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => closureValC(PNS, CVS, BODY, CM) ... </k>
reference-semantics/semantics/functions.k:63	launcher-trusted-supplied-semantics	reference-semantics/semantics/functions.k	63	MPY-FUNCTIONS	rule	operational-rule		reachable-proof-slice; ACCEPT_FIXED_REACHABLE: intact supplied rule/declaration; manual control/evaluation/state review found no mismatch on the target's integer-list execution slice	rule <k> #bindP(.ParamNames, .Vals) => .K ... </k>
reference-semantics/semantics/functions.k:64	launcher-trusted-supplied-semantics	reference-semantics/semantics/functions.k	64	MPY-FUNCTIONS	rule	operational-rule		reachable-proof-slice; ACCEPT_FIXED_REACHABLE: intact supplied rule/declaration; manual control/evaluation/state review found no mismatch on the target's integer-list execution slice	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ P <- V ], _) ... </scopes>
reference-semantics/semantics/functions.k:68	launcher-trusted-supplied-semantics	reference-semantics/semantics/functions.k	68	MPY-FUNCTIONS	rule	operational-rule+priority	priority	unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	"rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #cellW({M[P]}:>Val, V) ~> #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires ""$cells"" in_keys(M) andBool pnMember(P, cellsOf({M[""$cells""]}:>Val)) andBool P in_keys(M) andBool isCellRef({M[P]}:>Val) [priority(40)]"
reference-semantics/semantics/functions.k:78	launcher-trusted-supplied-semantics	reference-semantics/semantics/functions.k	78	MPY-FUNCTIONS	rule	operational-rule		reachable-proof-slice; ACCEPT_FIXED_REACHABLE: intact supplied rule/declaration; manual control/evaluation/state review found no mismatch on the target's integer-list execution slice	rule <k> Return(V:Val) ~> _ => #pop </k> <ret> noRet => retV(V) </ret>
reference-semantics/semantics/functions.k:80	launcher-trusted-supplied-semantics	reference-semantics/semantics/functions.k	80	MPY-FUNCTIONS	rule	operational-rule		reachable-proof-slice; ACCEPT_FIXED_REACHABLE: intact supplied rule/declaration; manual control/evaluation/state review found no mismatch on the target's integer-list execution slice	rule <k> #endcall => #pop ... </k> <ret> noRet => retV(noneV) </ret>
reference-semantics/semantics/functions.k:85	launcher-trusted-supplied-semantics	reference-semantics/semantics/functions.k	85	MPY-FUNCTIONS	rule	operational-rule		reachable-proof-slice; ACCEPT_FIXED_REACHABLE: intact supplied rule/declaration; manual control/evaluation/state review found no mismatch on the target's integer-list execution slice	rule <k> #pop => V ~> CONT </k> <ret> retV(V) => noRet </ret> <stack> ListItem(frame(CONT:K, CALLERL:Int, SAVEDL:Int)) => .List ... </stack> <env> L:Int => CALLERL </env> <scopes> SC:Map => SC [ L <- undef ] </scopes> <scopeLoc> _ => SAVEDL </scopeLoc>
reference-semantics/semantics/int.k:7	launcher-trusted-supplied-semantics	reference-semantics/semantics/int.k	7	MPY-INT	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	"rule applyUn(""-"", I:Int) => 0 -Int I"
reference-semantics/semantics/int.k:9	launcher-trusted-supplied-semantics	reference-semantics/semantics/int.k	9	MPY-INT	rule	equational-or-macro-rule		reachable-proof-slice; ACCEPT_FIXED_REACHABLE: intact supplied rule/declaration; manual control/evaluation/state review found no mismatch on the target's integer-list execution slice	"rule applyBin(""+"", I1:Int, I2:Int) => I1 +Int I2"
reference-semantics/semantics/int.k:11	launcher-trusted-supplied-semantics	reference-semantics/semantics/int.k	11	MPY-INT	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	"rule applyBin(""+"", I:Int, B:Bool) => I +Int #if B #then 1 #else 0 #fi"
reference-semantics/semantics/int.k:12	launcher-trusted-supplied-semantics	reference-semantics/semantics/int.k	12	MPY-INT	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	"rule applyBin(""+"", B:Bool, I:Int) => #if B #then 1 #else 0 #fi +Int I"
reference-semantics/semantics/int.k:13	launcher-trusted-supplied-semantics	reference-semantics/semantics/int.k	13	MPY-INT	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	"rule applyBin(""-"", I1:Int, I2:Int) => I1 -Int I2"
reference-semantics/semantics/int.k:14	launcher-trusted-supplied-semantics	reference-semantics/semantics/int.k	14	MPY-INT	rule	equational-or-macro-rule		reachable-proof-slice; ACCEPT_FIXED_REACHABLE: intact supplied rule/declaration; manual control/evaluation/state review found no mismatch on the target's integer-list execution slice	"rule applyBin(""*"", I1:Int, I2:Int) => I1 *Int I2"
reference-semantics/semantics/int.k:15	launcher-trusted-supplied-semantics	reference-semantics/semantics/int.k	15	MPY-INT	rule	equational-or-macro-rule		reachable-proof-slice; ACCEPT_FIXED_REACHABLE: intact supplied rule/declaration; manual control/evaluation/state review found no mismatch on the target's integer-list execution slice	"rule applyBin(""%"", I1:Int, I2:Int) => pyMod(I1, I2)"
reference-semantics/semantics/int.k:16	launcher-trusted-supplied-semantics	reference-semantics/semantics/int.k	16	MPY-INT	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	"rule applyBin(""//"", I1:Int, I2:Int) => (I1 -Int pyMod(I1, I2)) /Int I2"
reference-semantics/semantics/int.k:17	launcher-trusted-supplied-semantics	reference-semantics/semantics/int.k	17	MPY-INT	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	"rule applyBin(""**"", I1:Int, I2:Int) => I1 ^Int I2 requires I2 >=Int 0"
reference-semantics/semantics/int.k:19	launcher-trusted-supplied-semantics	reference-semantics/semantics/int.k	19	MPY-INT	syntax	equational-symbol-declaration	function	reachable-proof-slice; ACCEPT_FIXED_REACHABLE: intact supplied rule/declaration; manual control/evaluation/state review found no mismatch on the target's integer-list execution slice	syntax Int ::= pyMod(Int, Int) [function]
reference-semantics/semantics/int.k:20	launcher-trusted-supplied-semantics	reference-semantics/semantics/int.k	20	MPY-INT	rule	equational-or-macro-rule		reachable-proof-slice; ACCEPT_FIXED_REACHABLE: intact supplied rule/declaration; manual control/evaluation/state review found no mismatch on the target's integer-list execution slice	rule pyMod(I1:Int, I2:Int) => ((I1 %Int I2) +Int I2) %Int I2
reference-semantics/semantics/int.k:22	launcher-trusted-supplied-semantics	reference-semantics/semantics/int.k	22	MPY-INT	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	"rule applyCmp(""<"", I1:Int, I2:Int) => I1 <Int I2"
reference-semantics/semantics/int.k:23	launcher-trusted-supplied-semantics	reference-semantics/semantics/int.k	23	MPY-INT	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	"rule applyCmp(""<="", I1:Int, I2:Int) => I1 <=Int I2"
reference-semantics/semantics/int.k:24	launcher-trusted-supplied-semantics	reference-semantics/semantics/int.k	24	MPY-INT	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	"rule applyCmp("">"", I1:Int, I2:Int) => I1 >Int I2"
reference-semantics/semantics/int.k:25	launcher-trusted-supplied-semantics	reference-semantics/semantics/int.k	25	MPY-INT	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	"rule applyCmp("">="", I1:Int, I2:Int) => I1 >=Int I2"
reference-semantics/semantics/int.k:26	launcher-trusted-supplied-semantics	reference-semantics/semantics/int.k	26	MPY-INT	rule	equational-or-macro-rule		reachable-proof-slice; ACCEPT_FIXED_REACHABLE: intact supplied rule/declaration; manual control/evaluation/state review found no mismatch on the target's integer-list execution slice	"rule applyCmp(""=="", I1:Int, I2:Int) => I1 ==Int I2"
reference-semantics/semantics/int.k:27	launcher-trusted-supplied-semantics	reference-semantics/semantics/int.k	27	MPY-INT	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	"rule applyCmp(""!="", I1:Int, I2:Int) => I1 =/=Int I2"
reference-semantics/semantics/iter.k:8	launcher-trusted-supplied-semantics	reference-semantics/semantics/iter.k	8	MPY-ITER	syntax	constructor/control-syntax		reachable-proof-slice; ACCEPT_FIXED_REACHABLE: intact supplied rule/declaration; manual control/evaluation/state review found no mismatch on the target's integer-list execution slice	"syntax KItem ::= #iterNext(Iterable) | ""#iterDone"" | #iterYield(Val, Iterable)"
reference-semantics/semantics/list.k:9	launcher-trusted-supplied-semantics	reference-semantics/semantics/list.k	9	MPY-LIST	rule	operational-rule		reachable-proof-slice; ACCEPT_FIXED_REACHABLE: intact supplied rule/declaration; manual control/evaluation/state review found no mismatch on the target's integer-list execution slice	rule <k> #iterNext(list(.ValSeq)) => #iterDone ... </k>
reference-semantics/semantics/list.k:10	launcher-trusted-supplied-semantics	reference-semantics/semantics/list.k	10	MPY-LIST	rule	operational-rule		reachable-proof-slice; ACCEPT_FIXED_REACHABLE: intact supplied rule/declaration; manual control/evaluation/state review found no mismatch on the target's integer-list execution slice	rule <k> #iterNext(list(vCons(V:Val, R:ValSeq))) => #iterYield(V, list(R)) ... </k>
reference-semantics/semantics/list.k:13	launcher-trusted-supplied-semantics	reference-semantics/semantics/list.k	13	MPY-LIST	syntax	constructor/control-syntax		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	"syntax ApplyK ::= ""toList"""
reference-semantics/semantics/list.k:14	launcher-trusted-supplied-semantics	reference-semantics/semantics/list.k	14	MPY-LIST	rule	operational-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule <k> ListExpr(ES:Exprs) => #evalArgs(ES, .Vals, toList) ... </k>
reference-semantics/semantics/list.k:15	launcher-trusted-supplied-semantics	reference-semantics/semantics/list.k	15	MPY-LIST	rule	operational-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule <k> #applyK(toList, ACC:Vals) => #alloc(list(vals2valSeq(ACC))) ... </k>
reference-semantics/semantics/list.k:18	launcher-trusted-supplied-semantics	reference-semantics/semantics/list.k	18	MPY-LIST	syntax	equational-symbol-declaration	function,total	unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	syntax ValSeq ::= valSeqConcat(ValSeq, ValSeq) [function, total]
reference-semantics/semantics/list.k:19	launcher-trusted-supplied-semantics	reference-semantics/semantics/list.k	19	MPY-LIST	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule valSeqConcat(.ValSeq, T:ValSeq) => T
reference-semantics/semantics/list.k:20	launcher-trusted-supplied-semantics	reference-semantics/semantics/list.k	20	MPY-LIST	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule valSeqConcat(vCons(V:Val, S:ValSeq), T:ValSeq) => vCons(V, valSeqConcat(S, T))
reference-semantics/semantics/list.k:24	launcher-trusted-supplied-semantics	reference-semantics/semantics/list.k	24	MPY-LIST	rule	operational-rule+priority	priority	unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	"rule <k> BinOp(""+"", list(A:ValSeq), list(B:ValSeq)) => #alloc(list(valSeqConcat(A, B))) ... </k> [priority(45)]"
reference-semantics/semantics/list.k:27	launcher-trusted-supplied-semantics	reference-semantics/semantics/list.k	27	MPY-LIST	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	"rule applyCmp(""=="", list(A:ValSeq), list(B:ValSeq)) => A ==K B"
reference-semantics/semantics/list.k:28	launcher-trusted-supplied-semantics	reference-semantics/semantics/list.k	28	MPY-LIST	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	"rule applyCmp(""!="", list(A:ValSeq), list(B:ValSeq)) => notBool (A ==K B)"
reference-semantics/semantics/list.k:33	launcher-trusted-supplied-semantics	reference-semantics/semantics/list.k	33	MPY-LIST	syntax	equational-symbol-declaration	function,total	unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	syntax Bool ::= hasRefVS(ValSeq) [function, total]
reference-semantics/semantics/list.k:34	launcher-trusted-supplied-semantics	reference-semantics/semantics/list.k	34	MPY-LIST	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule hasRefVS(.ValSeq) => false
reference-semantics/semantics/list.k:35	launcher-trusted-supplied-semantics	reference-semantics/semantics/list.k	35	MPY-LIST	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule hasRefVS(vCons(V:Val, R:ValSeq)) => isRefV(V) orBool hasRefVS(R)
reference-semantics/semantics/list.k:37	launcher-trusted-supplied-semantics	reference-semantics/semantics/list.k	37	MPY-LIST	syntax	equational-symbol-declaration	function	unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	syntax Bool ::= deepEqVS(ValSeq, ValSeq, Map) [function] | deepEqV(Val, Val, Map) [function]
reference-semantics/semantics/list.k:39	launcher-trusted-supplied-semantics	reference-semantics/semantics/list.k	39	MPY-LIST	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule deepEqVS(.ValSeq, .ValSeq, _:Map) => true
reference-semantics/semantics/list.k:40	launcher-trusted-supplied-semantics	reference-semantics/semantics/list.k	40	MPY-LIST	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule deepEqVS(.ValSeq, vCons(_:Val, _:ValSeq), _:Map) => false
reference-semantics/semantics/list.k:41	launcher-trusted-supplied-semantics	reference-semantics/semantics/list.k	41	MPY-LIST	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule deepEqVS(vCons(_:Val, _:ValSeq), .ValSeq, _:Map) => false
reference-semantics/semantics/list.k:42	launcher-trusted-supplied-semantics	reference-semantics/semantics/list.k	42	MPY-LIST	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule deepEqVS(vCons(A:Val, As:ValSeq), vCons(B:Val, Bs:ValSeq), HP:Map) => deepEqV(A, B, HP) andBool deepEqVS(As, Bs, HP)
reference-semantics/semantics/list.k:45	launcher-trusted-supplied-semantics	reference-semantics/semantics/list.k	45	MPY-LIST	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule deepEqV(ref(H:Int), B:Val, HP:Map) => deepEqV({HP[H]}:>Val, B, HP) requires H in_keys(HP)
reference-semantics/semantics/list.k:47	launcher-trusted-supplied-semantics	reference-semantics/semantics/list.k	47	MPY-LIST	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule deepEqV(A:Val, ref(H:Int), HP:Map) => deepEqV(A, {HP[H]}:>Val, HP) requires notBool isRefV(A) andBool H in_keys(HP)
reference-semantics/semantics/list.k:49	launcher-trusted-supplied-semantics	reference-semantics/semantics/list.k	49	MPY-LIST	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule deepEqV(list(A:ValSeq), list(B:ValSeq), HP:Map) => deepEqVS(A, B, HP)
reference-semantics/semantics/list.k:50	launcher-trusted-supplied-semantics	reference-semantics/semantics/list.k	50	MPY-LIST	rule	equational-or-macro-rule+owise	owise	unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule deepEqV(A:Val, B:Val, _:Map) => A ==K B [owise]
reference-semantics/semantics/list.k:53	launcher-trusted-supplied-semantics	reference-semantics/semantics/list.k	53	MPY-LIST	rule	operational-rule+priority	priority	unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	"rule <k> #applyK(toCall(boundMethodV(ref(H:Int), ""append"")), (V:Val, .Vals)) => noneV ... </k> <heap> ... H |-> list(VS:ValSeq => valSeqConcat(VS, vCons(V, .ValSeq))) ... </heap> [priority(40)]"
