Script started on 2026-07-26 16:23:43-05:00 [<not executed on terminal>]
source_file_count=26
entry_count=950
kind_counts={'rule': 707, 'context': 5, 'syntax': 234, 'configuration': 1, 'claim': 3}
attribute_entry_counts={'function': 148, 'functional': 0, 'total': 108, 'symbol': 25, 'no-evaluators': 22, 'priority': 29, 'simplification': 1, 'concrete': 32, 'owise': 26, 'macro': 7, 'macro-rec': 1}

ID	LOCATION	KIND	ATTRIBUTES	DECLARATION_OR_RULE
K0368	reference-semantics/semantics/core.k:238	rule	-	rule setVSAt(VS:ValSeq, I:Int, _:Val)             => VS
K0369	reference-semantics/semantics/dict.k:20	syntax	-	syntax Val ::= dictV(ValSeq, ValSeq)
K0370	reference-semantics/semantics/dict.k:23	syntax	-	syntax KItem ::= #dictAcc(Entries, ValSeq, ValSeq) | #dictKey(Expr, Entries, ValSeq, ValSeq) | #dictVal(Val, Entries, ValSeq, ValSeq)
K0371	reference-semantics/semantics/dict.k:26	rule	-	rule <k> DictExpr(ES:Entries) => #dictAcc(ES, .ValSeq, .ValSeq) ... </k>
K0372	reference-semantics/semantics/dict.k:27	rule	-	rule <k> #dictAcc(.Entries, KS:ValSeq, VS:ValSeq) => dictV(KS, VS) ... </k>
K0373	reference-semantics/semantics/dict.k:28	rule	-	rule <k> #dictAcc((Entry(K:Expr, V:Expr), REST:Entries), KS:ValSeq, VS:ValSeq) => K ~> #dictKey(V, REST, KS, VS) ... </k>
K0374	reference-semantics/semantics/dict.k:30	rule	-	rule <k> KV:Val ~> #dictKey(V:Expr, REST:Entries, KS:ValSeq, VS:ValSeq) => V ~> #dictVal(KV, REST, KS, VS) ... </k>
K0375	reference-semantics/semantics/dict.k:32	rule	-	rule <k> VV:Val ~> #dictVal(KV:Val, REST:Entries, KS:ValSeq, VS:ValSeq) => #dictAcc(REST, dPutK(KS, KV), dPutV(KS, VS, KV, VV)) ... </k>
K0376	reference-semantics/semantics/dict.k:37	syntax	function,total	syntax Bool ::= dHasKey(ValSeq, Val) [function, total]
K0377	reference-semantics/semantics/dict.k:38	rule	-	rule dHasKey(.ValSeq, _:Val)                => false
K0378	reference-semantics/semantics/dict.k:39	rule	-	rule dHasKey(vCons(A:Val, _:ValSeq), K:Val) => true          requires A ==K K
K0379	reference-semantics/semantics/dict.k:40	rule	-	rule dHasKey(vCons(A:Val, R:ValSeq), K:Val) => dHasKey(R, K) requires notBool (A ==K K)
K0380	reference-semantics/semantics/dict.k:43	syntax	function,total	syntax ValSeq ::= dPutK(ValSeq, Val) [function, total]
K0381	reference-semantics/semantics/dict.k:44	rule	-	rule dPutK(KS:ValSeq, K:Val) => KS                                  requires dHasKey(KS, K)
K0382	reference-semantics/semantics/dict.k:45	rule	-	rule dPutK(KS:ValSeq, K:Val) => valSeqConcat(KS, vCons(K, .ValSeq)) requires notBool dHasKey(KS, K)
K0383	reference-semantics/semantics/dict.k:49	syntax	function,total	syntax ValSeq ::= dPutV(ValSeq, ValSeq, Val, Val) [function, total]
K0384	reference-semantics/semantics/dict.k:50	rule	-	rule dPutV(vCons(A:Val, _:ValSeq), vCons(_:Val, VR:ValSeq), K:Val, V:Val)  => vCons(V, VR)
K0385	reference-semantics/semantics/dict.k:52	rule	-	rule dPutV(vCons(A:Val, KR:ValSeq), vCons(B:Val, VR:ValSeq), K:Val, V:Val) => vCons(B, dPutV(KR, VR, K, V))
K0386	reference-semantics/semantics/dict.k:54	rule	owise	rule dPutV(_KS:ValSeq, VS:ValSeq, _K:Val, V:Val) => valSeqConcat(VS, vCons(V, .ValSeq)) [owise]
K0387	reference-semantics/semantics/dict.k:58	rule	priority	rule <k> #applyK(toCall(boundMethodV(dictV(KS:ValSeq, _:ValSeq), "keys")), .Vals) => #alloc(list(KS)) ... </k> [priority(40)]
K0388	reference-semantics/semantics/dict.k:63	rule	-	rule applyIndexD(dictV(KS:ValSeq, VS:ValSeq), K:Val) => dGet(KS, VS, K)
K0389	reference-semantics/semantics/dict.k:64	syntax	function	syntax Val ::= applyIndexD(Val, Val) [function]
K0390	reference-semantics/semantics/dict.k:65	rule	priority	rule <k> Subscript(dictV(KS:ValSeq, VS:ValSeq), K:Val) => applyIndexD(dictV(KS, VS), K) ... </k> [priority(45)]
K0391	reference-semantics/semantics/dict.k:70	syntax	function	syntax Val ::= dictSet(Val, Val, Val) [function]
K0392	reference-semantics/semantics/dict.k:71	rule	-	rule dictSet(dictV(KS:ValSeq, VS:ValSeq), K:Val, V:Val) => dictV(dPutK(KS, K), dPutV(KS, VS, K, V))
K0393	reference-semantics/semantics/dict.k:76	syntax	-	syntax KItem ::= #dsetK(String, Val)
K0394	reference-semantics/semantics/dict.k:77	rule	-	rule <k> Assign(Subscript(Name(X:String), K:Expr), VV:Val) => K ~> #dsetK(X, VV) ... </k>
K0395	reference-semantics/semantics/dict.k:78	rule	-	rule <k> KV:Val ~> #dsetK(X:String, VV:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- dictSet({M[X]}:>Val, KV, VV) ], _) ... </scopes>
K0396	reference-semantics/semantics/dict.k:82	rule	-	rule <k> KV:Val ~> #dsetK(X:String, VV:Val) => #dsetV({M[X]}:>Val, KV, VV) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
K0397	reference-semantics/semantics/dict.k:86	syntax	-	syntax KItem ::= #dsetV(Val, Val, Val)
K0398	reference-semantics/semantics/dict.k:87	rule	-	rule <k> #dsetV(ref(H:Int), I:Int, VV:Val) => .K ... </k> <heap> ... H |-> list(VS:ValSeq => setVSAt(VS, normIdxD(I, vsLen(VS)), VV)) ... </heap>
K0399	reference-semantics/semantics/dict.k:90	syntax	function,total	syntax Int ::= normIdxD(Int, Int) [function, total]
K0400	reference-semantics/semantics/dict.k:91	rule	-	rule normIdxD(I:Int, LEN:Int) => I +Int LEN requires I  <Int 0
K0401	reference-semantics/semantics/dict.k:92	rule	-	rule normIdxD(I:Int, _:Int)   => I          requires I >=Int 0
K0402	reference-semantics/semantics/dict.k:95	rule	-	rule applyCmp("==", dictV(KS1:ValSeq, VS1:ValSeq), dictV(KS2:ValSeq, VS2:ValSeq)) => (vsLen(KS1) ==Int vsLen(KS2)) andBool dSubset(KS1, VS1, KS2, VS2)
K0403	reference-semantics/semantics/dict.k:97	syntax	function	syntax Bool ::= dSubset(ValSeq, ValSeq, ValSeq, ValSeq) [function]
K0404	reference-semantics/semantics/dict.k:98	rule	-	rule dSubset(.ValSeq, .ValSeq, _:ValSeq, _:ValSeq) => true
K0405	reference-semantics/semantics/dict.k:99	rule	-	rule dSubset(vCons(K:Val, KR:ValSeq), vCons(V:Val, VR:ValSeq), KS2:ValSeq, VS2:ValSeq) => dHasKey(KS2, K) andBool (dGet(KS2, VS2, K) ==K V) andBool dSubset(KR, VR, KS2, VS2)
K0406	reference-semantics/semantics/dict.k:101	syntax	function	syntax Val ::= dGet(ValSeq, ValSeq, Val) [function]
K0407	reference-semantics/semantics/dict.k:102	rule	-	rule dGet(vCons(A:Val, _:ValSeq), vCons(B:Val, _:ValSeq), K:Val) => B                requires A ==K K
K0408	reference-semantics/semantics/dict.k:103	rule	-	rule dGet(vCons(A:Val, KR:ValSeq), vCons(_:Val, VR:ValSeq), K:Val) => dGet(KR, VR, K) requires notBool (A ==K K)
K0409	reference-semantics/semantics/float.k:20	syntax	-	syntax Val ::= Float
K0410	reference-semantics/semantics/float.k:21	rule	-	rule <k> Float(F:Float) => F ... </k>
K0411	reference-semantics/semantics/float.k:24	syntax	function,total,symbol,no-evaluators	syntax Float ::= intFloatDiv(Int, Float) [function, total, symbol(intFloatDiv), no-evaluators]
K0412	reference-semantics/semantics/float.k:25	rule	concrete	rule intFloatDiv(I:Int, F:Float) => Int2Float(I, 53, 11) /Float F [concrete]
K0413	reference-semantics/semantics/float.k:27	rule	-	rule applyBin("/", I:Int, F:Float) => intFloatDiv(I, F)
K0414	reference-semantics/semantics/float.k:30	syntax	function,total,symbol,no-evaluators	syntax Float ::= divII(Int, Int) [function, total, symbol(divII), no-evaluators]
K0415	reference-semantics/semantics/float.k:31	rule	concrete	rule divII(I1:Int, I2:Int) => Int2Float(I1, 53, 11) /Float Int2Float(I2, 53, 11) [concrete]
K0416	reference-semantics/semantics/float.k:32	rule	-	rule applyBin("/", I1:Int, I2:Int) => divII(I1, I2)
K0417	reference-semantics/semantics/float.k:37	syntax	function,total,symbol,no-evaluators	syntax Float ::= floatMod(Float, Float) [function, total, symbol(floatMod), no-evaluators]
K0418	reference-semantics/semantics/float.k:38	rule	concrete	rule floatMod(F1:Float, F2:Float) => F1 -Float (floorFloat(F1 /Float F2) *Float F2) [concrete]
K0419	reference-semantics/semantics/float.k:39	rule	-	rule applyBin("%", F1:Float, F2:Float) => floatMod(F1, F2)
K0420	reference-semantics/semantics/float.k:43	rule	-	rule applyCmp("==", F1:Float, F2:Float) => F1 ==Float F2
K0421	reference-semantics/semantics/float.k:44	rule	-	rule applyCmp("!=", F1:Float, F2:Float) => notBool (F1 ==Float F2)
K0422	reference-semantics/semantics/float.k:50	syntax	function,total,symbol,no-evaluators	syntax Bool ::= floatLt(Float, Float) [function, total, symbol(floatLt), no-evaluators]
K0423	reference-semantics/semantics/float.k:51	rule	concrete	rule floatLt(F1:Float, F2:Float) => F1 <Float F2 [concrete]
K0424	reference-semantics/semantics/float.k:52	rule	-	rule applyCmp("<", F1:Float, F2:Float) => floatLt(F1, F2)
K0425	reference-semantics/semantics/float.k:54	syntax	function,total,symbol,no-evaluators	syntax Float ::= absF(Float) [function, total, symbol(absF), no-evaluators]
K0426	reference-semantics/semantics/float.k:55	rule	concrete	rule absF(F:Float) => absFloat(F) [concrete]
K0427	reference-semantics/semantics/float.k:56	rule	-	rule applyBuiltin("abs", F:Float, .Vals) => absF(F)
K0428	reference-semantics/semantics/float.k:61	rule	-	rule <k> Import(_:String) => .K ... </k>
K0429	reference-semantics/semantics/float.k:65	syntax	-	syntax KItem ::= "#mathCeil"
K0430	reference-semantics/semantics/float.k:66	rule	priority	rule <k> Call(Attribute(Name("math"), "ceil"), (E:Expr, .Exprs)) => E ~> #mathCeil ... </k> [priority(40)]
K0431	reference-semantics/semantics/float.k:67	rule	-	rule <k> V:Val ~> #mathCeil => ceilF(V) ... </k>
K0432	reference-semantics/semantics/float.k:70	syntax	-	syntax KItem ::= "#mathFloor"
K0433	reference-semantics/semantics/float.k:71	rule	priority	rule <k> Call(Attribute(Name("math"), "floor"), (E:Expr, .Exprs)) => E ~> #mathFloor ... </k> [priority(40)]
K0434	reference-semantics/semantics/float.k:72	rule	-	rule <k> V:Val ~> #mathFloor => floorFI(V) ... </k>
K0435	reference-semantics/semantics/float.k:73	syntax	function,total,symbol	syntax Int ::= floorFI(Val) [function, total, symbol(floorFI)]
K0436	reference-semantics/semantics/float.k:74	rule	concrete	rule floorFI(I:Int)   => I                        [concrete]
K0437	reference-semantics/semantics/float.k:75	rule	concrete	rule floorFI(F:Float) => Float2Int(floorFloat(F)) [concrete]
K0438	reference-semantics/semantics/float.k:78	rule	-	rule applyBuiltin("floor", V:Val, .Vals) => floorFI(V)
K0439	reference-semantics/semantics/float.k:79	rule	-	rule applyBuiltin("ceil",  V:Val, .Vals) => ceilF(V)
K0440	reference-semantics/semantics/float.k:82	syntax	-	syntax KItem ::= #mathPow1(Expr) | #mathPow2(Val)
K0441	reference-semantics/semantics/float.k:83	rule	priority	rule <k> Call(Attribute(Name("math"), "pow"), (E1:Expr, E2:Expr, .Exprs)) => E1 ~> #mathPow1(E2) ... </k> [priority(40)]
K0442	reference-semantics/semantics/float.k:84	rule	-	rule <k> V1:Val ~> #mathPow1(E2:Expr) => E2 ~> #mathPow2(V1) ... </k>
K0443	reference-semantics/semantics/float.k:85	rule	-	rule <k> V2:Val ~> #mathPow2(V1:Val) => powF(toF(V1), toF(V2)) ... </k>
K0444	reference-semantics/semantics/float.k:86	syntax	function,total,symbol	syntax Float ::= toF(Val) [function, total, symbol(toF)]
K0445	reference-semantics/semantics/float.k:87	rule	concrete	rule toF(F:Float) => F        [concrete]
K0446	reference-semantics/semantics/float.k:88	rule	concrete	rule toF(I:Int)   => intToF(I) [concrete]
K0447	reference-semantics/semantics/float.k:93	syntax	function,total,symbol	syntax Int ::= ceilF(Val) [function, total, symbol(ceilF)]
K0448	reference-semantics/semantics/float.k:94	rule	concrete	rule ceilF(I:Int)   => I                       [concrete]
K0449	reference-semantics/semantics/float.k:95	rule	concrete	rule ceilF(F:Float) => Float2Int(ceilFloat(F)) [concrete]
K0450	reference-semantics/semantics/float.k:99	rule	-	rule applyUn("-", F:Float) => 0.0 -Float F
K0451	reference-semantics/semantics/float.k:103	syntax	function,total,symbol,no-evaluators	syntax Float ::= subF(Float, Float) [function, total, symbol(subF), no-evaluators]
K0452	reference-semantics/semantics/float.k:104	rule	concrete	rule subF(F1:Float, F2:Float) => F1 -Float F2 [concrete]
K0453	reference-semantics/semantics/float.k:105	rule	-	rule applyBin("-", F1:Float, F2:Float) => subF(F1, F2)
K0454	reference-semantics/semantics/float.k:107	syntax	function,total,symbol,no-evaluators	syntax Float ::= divF(Float, Float) [function, total, symbol(divF), no-evaluators]
K0455	reference-semantics/semantics/float.k:108	rule	concrete	rule divF(F1:Float, F2:Float) => F1 /Float F2 [concrete]
K0456	reference-semantics/semantics/float.k:109	rule	-	rule applyBin("/", F1:Float, F2:Float) => divF(F1, F2)
K0457	reference-semantics/semantics/float.k:111	syntax	function,total,symbol,no-evaluators	syntax Float ::= addF(Float, Float) [function, total, symbol(addF), no-evaluators]
K0458	reference-semantics/semantics/float.k:112	rule	concrete	rule addF(F1:Float, F2:Float) => F1 +Float F2 [concrete]
K0459	reference-semantics/semantics/float.k:113	rule	-	rule applyBin("+", F1:Float, F2:Float) => addF(F1, F2)
K0460	reference-semantics/semantics/float.k:115	syntax	function,total,symbol,no-evaluators	syntax Float ::= mulF(Float, Float) [function, total, symbol(mulF), no-evaluators]
K0461	reference-semantics/semantics/float.k:116	rule	concrete	rule mulF(F1:Float, F2:Float) => F1 *Float F2 [concrete]
K0462	reference-semantics/semantics/float.k:117	rule	-	rule applyBin("*", F1:Float, F2:Float) => mulF(F1, F2)
K0463	reference-semantics/semantics/float.k:119	syntax	function,total,symbol,no-evaluators	syntax Float ::= powF(Float, Float) [function, total, symbol(powF), no-evaluators]
K0464	reference-semantics/semantics/float.k:120	rule	concrete	rule powF(F1:Float, F2:Float) => F1 ^Float F2 [concrete]
K0465	reference-semantics/semantics/float.k:121	rule	-	rule applyBin("**", F1:Float, F2:Float) => powF(F1, F2)
K0466	reference-semantics/semantics/float.k:125	syntax	function,total,symbol,no-evaluators	syntax Bool ::= gtF(Float, Float) [function, total, symbol(gtF), no-evaluators]
K0467	reference-semantics/semantics/float.k:126	rule	concrete	rule gtF(F1:Float, F2:Float) => F1 >Float F2 [concrete]
K0468	reference-semantics/semantics/float.k:127	rule	-	rule applyCmp(">",  F1:Float, F2:Float) => gtF(F1, F2)
K0469	reference-semantics/semantics/float.k:128	rule	-	rule applyCmp(">=", F1:Float, F2:Float) => notBool floatLt(F1, F2)
K0470	reference-semantics/semantics/float.k:129	rule	-	rule applyCmp("<=", F1:Float, F2:Float) => notBool gtF(F1, F2)
K0471	reference-semantics/semantics/float.k:132	rule	-	rule applyBin("**", I:Int, F:Float) => powF(intToF(I), F)
K0472	reference-semantics/semantics/float.k:133	rule	-	rule applyBin("**", F:Float, I:Int) => powF(F, intToF(I))
K0473	reference-semantics/semantics/float.k:134	rule	-	rule applyBin("-",  I:Int, F:Float) => subF(intToF(I), F)
K0474	reference-semantics/semantics/float.k:135	rule	-	rule applyBin("-",  F:Float, I:Int) => subF(F, intToF(I))
K0475	reference-semantics/semantics/float.k:136	rule	-	rule applyBin("+",  I:Int, F:Float) => addF(intToF(I), F)
K0476	reference-semantics/semantics/float.k:137	rule	-	rule applyBin("+",  F:Float, I:Int) => addF(F, intToF(I))
K0477	reference-semantics/semantics/float.k:138	rule	-	rule applyBin("*",  I:Int, F:Float) => mulF(intToF(I), F)
K0478	reference-semantics/semantics/float.k:139	rule	-	rule applyBin("*",  F:Float, I:Int) => mulF(F, intToF(I))
K0479	reference-semantics/semantics/float.k:142	syntax	function,total,symbol,no-evaluators	syntax Bool ::= eqF(Float, Float) [function, total, symbol(eqF), no-evaluators]
K0480	reference-semantics/semantics/float.k:143	rule	concrete	rule eqF(F1:Float, F2:Float) => F1 ==Float F2 [concrete]
K0481	reference-semantics/semantics/float.k:144	rule	-	rule applyCmp("==", I:Int, F:Float) => eqF(intToF(I), F)
K0482	reference-semantics/semantics/float.k:145	rule	-	rule applyCmp("==", F:Float, I:Int) => eqF(F, intToF(I))
K0483	reference-semantics/semantics/float.k:146	rule	-	rule applyCmp("!=", I:Int, F:Float) => notBool eqF(intToF(I), F)
K0484	reference-semantics/semantics/float.k:147	rule	-	rule applyCmp("!=", F:Float, I:Int) => notBool eqF(F, intToF(I))
K0485	reference-semantics/semantics/float.k:148	rule	-	rule applyCmp("<",  I:Int, F:Float) => floatLt(intToF(I), F)
K0486	reference-semantics/semantics/float.k:149	rule	-	rule applyCmp("<",  F:Float, I:Int) => floatLt(F, intToF(I))
K0487	reference-semantics/semantics/float.k:150	rule	-	rule applyCmp(">",  I:Int, F:Float) => gtF(intToF(I), F)
K0488	reference-semantics/semantics/float.k:151	rule	-	rule applyCmp(">",  F:Float, I:Int) => gtF(F, intToF(I))
K0489	reference-semantics/semantics/float.k:154	rule	-	rule applyCmp("==", V:Val, noneV) => V ==K noneV
K0490	reference-semantics/semantics/float.k:155	rule	-	rule applyCmp("!=", V:Val, noneV) => notBool (V ==K noneV)
K0491	reference-semantics/semantics/float.k:160	syntax	function,total,symbol,no-evaluators	syntax Float ::= decStrToF(IntSeq) [function, total, symbol(decStrToF), no-evaluators]
K0492	reference-semantics/semantics/float.k:161	rule	concrete	rule decStrToF(iCons(45, CS:IntSeq)) => 0.0 -Float decStrToF(CS) [concrete]
K0493	reference-semantics/semantics/float.k:162	rule	-	rule decStrToF(CS:IntSeq) => intToF(intPart(CS)) +Float (intToF(fracPart(CS)) /Float intToF(fracScale(CS)))
K0494	reference-semantics/semantics/float.k:165	syntax	function	syntax Int ::= headIS(IntSeq) [function]
K0495	reference-semantics/semantics/float.k:166	rule	-	rule headIS(iCons(C:Int, _:IntSeq)) => C
K0496	reference-semantics/semantics/float.k:167	syntax	function,total	syntax Int ::= intPart(IntSeq) [function, total] | intPartAcc(IntSeq, Int) [function, total]
K0497	reference-semantics/semantics/float.k:168	rule	-	rule intPart(CS:IntSeq) => intPartAcc(CS, 0)
K0498	reference-semantics/semantics/float.k:169	rule	-	rule intPartAcc(.IntSeq, A:Int) => A
K0499	reference-semantics/semantics/float.k:170	rule	-	rule intPartAcc(iCons(46, _:IntSeq), A:Int) => A
K0500	reference-semantics/semantics/float.k:171	rule	-	rule intPartAcc(iCons(C:Int, R:IntSeq), A:Int) => intPartAcc(R, A *Int 10 +Int (C -Int 48))
K0501	reference-semantics/semantics/float.k:173	syntax	function,total	syntax Int ::= fracPart(IntSeq) [function, total] | fracAcc(IntSeq, Int) [function, total]
K0502	reference-semantics/semantics/float.k:174	rule	-	rule fracPart(.IntSeq) => 0
K0503	reference-semantics/semantics/float.k:175	rule	-	rule fracPart(iCons(46, R:IntSeq)) => fracAcc(R, 0)
K0504	reference-semantics/semantics/float.k:176	rule	-	rule fracPart(iCons(C:Int, R:IntSeq)) => fracPart(R) requires C =/=Int 46
K0505	reference-semantics/semantics/float.k:177	rule	-	rule fracAcc(.IntSeq, A:Int) => A
K0506	reference-semantics/semantics/float.k:178	rule	-	rule fracAcc(iCons(C:Int, R:IntSeq), A:Int) => fracAcc(R, A *Int 10 +Int (C -Int 48))
K0507	reference-semantics/semantics/float.k:179	syntax	function,total	syntax Int ::= fracScale(IntSeq) [function, total] | fscAcc(IntSeq, Int) [function, total]
K0508	reference-semantics/semantics/float.k:180	rule	-	rule fracScale(.IntSeq) => 1
K0509	reference-semantics/semantics/float.k:181	rule	-	rule fracScale(iCons(46, R:IntSeq)) => fscAcc(R, 1)
K0510	reference-semantics/semantics/float.k:182	rule	-	rule fracScale(iCons(C:Int, R:IntSeq)) => fracScale(R) requires C =/=Int 46
K0511	reference-semantics/semantics/float.k:183	rule	-	rule fscAcc(.IntSeq, A:Int) => A
K0512	reference-semantics/semantics/float.k:184	rule	-	rule fscAcc(iCons(_:Int, R:IntSeq), A:Int) => fscAcc(R, A *Int 10)
K0513	reference-semantics/semantics/float.k:185	rule	-	rule applyBuiltin("float", str(CS:IntSeq), .Vals) => decStrToF(CS)
K0514	reference-semantics/semantics/float.k:186	rule	-	rule applyBuiltin("float", I:Int, .Vals)          => intToF(I)
K0515	reference-semantics/semantics/float.k:187	rule	-	rule applyBuiltin("float", F:Float, .Vals)        => F
K0516	reference-semantics/semantics/float.k:190	syntax	function,total,symbol,no-evaluators	syntax Float ::= divFloatIntV(Float, Int) [function, total, symbol(divFloatIntV), no-evaluators]
K0517	reference-semantics/semantics/float.k:191	rule	concrete	rule divFloatIntV(F:Float, I:Int) => F /Float Int2Float(I, 53, 11) [concrete]
K0518	reference-semantics/semantics/float.k:192	rule	-	rule applyBin("/", F:Float, I:Int) => divFloatIntV(F, I)
K0519	reference-semantics/semantics/float.k:195	syntax	function,total,symbol,no-evaluators	syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]
K0520	reference-semantics/semantics/float.k:196	rule	concrete	rule intToF(I:Int) => Int2Float(I, 53, 11) [concrete]
K0521	reference-semantics/semantics/float.k:197	rule	-	rule applyBin("+", I:Int, F:Float) => addF(intToF(I), F)
K0522	reference-semantics/semantics/float.k:198	rule	-	rule applyBin("+", F:Float, I:Int) => addF(F, intToF(I))
K0523	reference-semantics/semantics/float.k:199	rule	-	rule applyBin("-", I:Int, F:Float) => subF(intToF(I), F)
K0524	reference-semantics/semantics/float.k:200	rule	-	rule applyBin("-", F:Float, I:Int) => subF(F, intToF(I))
K0525	reference-semantics/semantics/float.k:201	rule	-	rule applyBin("*", I:Int, F:Float) => mulF(intToF(I), F)
K0526	reference-semantics/semantics/float.k:202	rule	-	rule applyBin("*", F:Float, I:Int) => mulF(F, intToF(I))
K0527	reference-semantics/semantics/float.k:203	rule	-	rule applyCmp("<", I:Int, F:Float) => floatLt(intToF(I), F)
K0528	reference-semantics/semantics/float.k:204	rule	-	rule applyCmp("<", F:Float, I:Int) => floatLt(F, intToF(I))
K0529	reference-semantics/semantics/float.k:205	rule	-	rule applyCmp(">", I:Int, F:Float) => gtF(intToF(I), F)
K0530	reference-semantics/semantics/float.k:206	rule	-	rule applyCmp(">", F:Float, I:Int) => gtF(F, intToF(I))
K0531	reference-semantics/semantics/float.k:209	syntax	function,total,symbol,no-evaluators	syntax Int ::= truncF(Float) [function, total, symbol(truncF), no-evaluators]
K0532	reference-semantics/semantics/float.k:210	rule	concrete	rule truncF(F:Float) => #if F >=Float 0.0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi [concrete]
K0533	reference-semantics/semantics/float.k:211	rule	-	rule applyBuiltin("int", F:Float, .Vals) => truncF(F)
K0534	reference-semantics/semantics/float.k:213	rule	-	rule applyBuiltin("float", I:Int, .Vals)   => intToF(I)
K0535	reference-semantics/semantics/float.k:214	rule	-	rule applyBuiltin("float", F:Float, .Vals) => F
K0536	reference-semantics/semantics/float.k:217	syntax	function,total,symbol,no-evaluators	syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]
K0537	reference-semantics/semantics/float.k:218	rule	concrete	rule roundF(F:Float) => #if (F -Float floorFloat(F)) ==Float 0.5 #then (#if Float2Int(floorFloat(F)) %Int 2 ==Int 0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi) #else Float2Int(floorFloat(F +Float 0.5)) #fi [concrete]
K0538	reference-semantics/semantics/float.k:223	syntax	function,total,symbol,no-evaluators	syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]
K0539	reference-semantics/semantics/float.k:224	rule	concrete	rule roundFN(F:Float, N:Int) => Int2Float(roundF(F *Float Int2Float(10 ^Int N, 53, 11)), 53, 11) /Float Int2Float(10 ^Int N, 53, 11) [concrete]
K0540	reference-semantics/semantics/float.k:227	rule	-	rule applyBuiltin("round", F:Float, .Vals)        => roundF(F)
K0541	reference-semantics/semantics/float.k:228	rule	-	rule applyBuiltin("round", F:Float, N:Int, .Vals) => roundFN(F, N)
K0542	reference-semantics/semantics/float.k:230	syntax	function,total,symbol,no-evaluators	syntax Float ::= sqrtF(Float) [function, total, symbol(sqrtF), no-evaluators]
K0543	reference-semantics/semantics/float.k:231	rule	concrete	rule sqrtF(F:Float) => sqrtFloat(F) [concrete]
K0544	reference-semantics/semantics/float.k:232	syntax	-	syntax KItem ::= "#mathSqrt"
K0545	reference-semantics/semantics/float.k:233	rule	priority	rule <k> Call(Attribute(Name("math"), "sqrt"), (E:Expr, .Exprs)) => E ~> #mathSqrt ... </k> [priority(40)]
K0546	reference-semantics/semantics/float.k:234	rule	-	rule <k> F:Float ~> #mathSqrt => sqrtF(F) ... </k>
K0547	reference-semantics/semantics/float.k:235	rule	-	rule <k> I:Int ~> #mathSqrt => sqrtF(intToF(I)) ... </k>
K0548	reference-semantics/semantics/float.k:243	syntax	-	syntax KItem ::= #maxAccF(Iterable, Float) | #maxContF(Float)
K0549	reference-semantics/semantics/float.k:244	rule	-	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAccF(R, {V}:>Float) ... </k> requires isFloat(V)
K0550	reference-semantics/semantics/float.k:245	rule	-	rule <k> #maxAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #maxContF(M) ... </k>
K0551	reference-semantics/semantics/float.k:246	rule	-	rule <k> #iterDone ~> #maxContF(M:Float) => M ... </k>
K0552	reference-semantics/semantics/float.k:247	rule	-	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #maxAccF(R, maxFloat(M, {V}:>Float)) ... </k>
K0553	reference-semantics/semantics/float.k:250	syntax	-	syntax KItem ::= #minAccF(Iterable, Float) | #minContF(Float)
K0554	reference-semantics/semantics/float.k:251	rule	-	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAccF(R, {V}:>Float) ... </k> requires isFloat(V)
K0555	reference-semantics/semantics/float.k:252	rule	-	rule <k> #minAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #minContF(M) ... </k>
K0556	reference-semantics/semantics/float.k:253	rule	-	rule <k> #iterDone ~> #minContF(M:Float) => M ... </k>
K0557	reference-semantics/semantics/float.k:254	rule	-	rule <k> #iterYield(V:Val, R:Iterable) ~> #minContF(M:Float) => #minAccF(R, minFloat(M, {V}:>Float)) ... </k>
K0558	reference-semantics/semantics/float.k:261	syntax	-	syntax KItem ::= #sumAccF(Iterable, Float) | #sumContF(Float)
K0559	reference-semantics/semantics/float.k:262	rule	-	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int) => #sumAccF(R, addF(intToF(ACC), {V}:>Float)) ... </k>
K0560	reference-semantics/semantics/float.k:265	rule	-	rule <k> #sumAccF(IT:Iterable, ACC:Float) => #iterNext(IT) ~> #sumContF(ACC) ... </k>
K0561	reference-semantics/semantics/float.k:266	rule	-	rule <k> #iterDone ~> #sumContF(ACC:Float) => ACC ... </k>
K0562	reference-semantics/semantics/float.k:267	rule	-	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, {V}:>Float)) ... </k>
