id	file	line	kind	attributes	target_scope	disposition	source
I0488	reference-semantics/semantics/float.k	151	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	"rule applyCmp("">"", F:Float, I:Int) => gtF(F, intToF(I)) // ---- x == None (promoted from 137; `is` cases live in operators.k) ----"
I0489	reference-semantics/semantics/float.k	154	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	"rule applyCmp(""=="", V:Val, noneV) => V ==K noneV"
I0490	reference-semantics/semantics/float.k	155	rule	concrete	TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	"rule applyCmp(""!="", V:Val, noneV) => notBool (V ==K noneV) // ---- float(str): decimal parse (promoted from 137's defined chain) ---- // digits '.' digits, optional leading '-'; concrete evaluation only (the // symbolic side stays an opaque decStrToF term a proof case-splits on)."
I0491	reference-semantics/semantics/float.k	160	syntax	function,no-evaluators,total	TARGET_UNUSED	ACCEPT_FIXED_OPAQUE_TARGET_UNUSED	syntax Float ::= decStrToF(IntSeq) [function, total, symbol(decStrToF), no-evaluators]
I0492	reference-semantics/semantics/float.k	161	rule	concrete	TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule decStrToF(iCons(45, CS:IntSeq)) => 0.0 -Float decStrToF(CS) [concrete]
I0493	reference-semantics/semantics/float.k	162	rule	concrete	TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule decStrToF(CS:IntSeq) => intToF(intPart(CS)) +Float (intToF(fracPart(CS)) /Float intToF(fracScale(CS))) requires isLen(CS) >Int 0 andBool headIS(CS) =/=Int 45 [concrete]
I0494	reference-semantics/semantics/float.k	165	syntax	function	TARGET_UNUSED	ACCEPT_FIXED_DECLARATION	syntax Int ::= headIS(IntSeq) [function]
I0495	reference-semantics/semantics/float.k	166	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule headIS(iCons(C:Int, _:IntSeq)) => C
I0496	reference-semantics/semantics/float.k	167	syntax	function,total	TARGET_UNUSED	ACCEPT_FIXED_DECLARATION	syntax Int ::= intPart(IntSeq) [function, total] | intPartAcc(IntSeq, Int) [function, total]
I0497	reference-semantics/semantics/float.k	168	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule intPart(CS:IntSeq) => intPartAcc(CS, 0)
I0498	reference-semantics/semantics/float.k	169	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule intPartAcc(.IntSeq, A:Int) => A
I0499	reference-semantics/semantics/float.k	170	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule intPartAcc(iCons(46, _:IntSeq), A:Int) => A
I0500	reference-semantics/semantics/float.k	171	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule intPartAcc(iCons(C:Int, R:IntSeq), A:Int) => intPartAcc(R, A *Int 10 +Int (C -Int 48)) requires C =/=Int 46
I0501	reference-semantics/semantics/float.k	173	syntax	function,total	TARGET_UNUSED	ACCEPT_FIXED_DECLARATION	syntax Int ::= fracPart(IntSeq) [function, total] | fracAcc(IntSeq, Int) [function, total]
I0502	reference-semantics/semantics/float.k	174	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule fracPart(.IntSeq) => 0
I0503	reference-semantics/semantics/float.k	175	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule fracPart(iCons(46, R:IntSeq)) => fracAcc(R, 0)
I0504	reference-semantics/semantics/float.k	176	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule fracPart(iCons(C:Int, R:IntSeq)) => fracPart(R) requires C =/=Int 46
I0505	reference-semantics/semantics/float.k	177	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule fracAcc(.IntSeq, A:Int) => A
I0506	reference-semantics/semantics/float.k	178	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule fracAcc(iCons(C:Int, R:IntSeq), A:Int) => fracAcc(R, A *Int 10 +Int (C -Int 48))
I0507	reference-semantics/semantics/float.k	179	syntax	function,total	TARGET_UNUSED	ACCEPT_FIXED_DECLARATION	syntax Int ::= fracScale(IntSeq) [function, total] | fscAcc(IntSeq, Int) [function, total]
I0508	reference-semantics/semantics/float.k	180	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule fracScale(.IntSeq) => 1
I0509	reference-semantics/semantics/float.k	181	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule fracScale(iCons(46, R:IntSeq)) => fscAcc(R, 1)
I0510	reference-semantics/semantics/float.k	182	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule fracScale(iCons(C:Int, R:IntSeq)) => fracScale(R) requires C =/=Int 46
I0511	reference-semantics/semantics/float.k	183	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule fscAcc(.IntSeq, A:Int) => A
I0512	reference-semantics/semantics/float.k	184	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule fscAcc(iCons(_:Int, R:IntSeq), A:Int) => fscAcc(R, A *Int 10)
I0513	reference-semantics/semantics/float.k	185	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	"rule applyBuiltin(""float"", str(CS:IntSeq), .Vals) => decStrToF(CS)"
I0514	reference-semantics/semantics/float.k	186	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	"rule applyBuiltin(""float"", I:Int, .Vals) => intToF(I)"
I0515	reference-semantics/semantics/float.k	187	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	"rule applyBuiltin(""float"", F:Float, .Vals) => F // ---- float / int division (promoted from mean_absolute_deviation) ----"
I0516	reference-semantics/semantics/float.k	190	syntax	function,no-evaluators,total	TARGET_UNUSED	ACCEPT_FIXED_OPAQUE_TARGET_UNUSED	syntax Float ::= divFloatIntV(Float, Int) [function, total, symbol(divFloatIntV), no-evaluators]
I0517	reference-semantics/semantics/float.k	191	rule	concrete	TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule divFloatIntV(F:Float, I:Int) => F /Float Int2Float(I, 53, 11) [concrete]
I0518	reference-semantics/semantics/float.k	192	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	"rule applyBin(""/"", F:Float, I:Int) => divFloatIntV(F, I) // ---- int -> float promotion for the remaining mixed arithmetic/compares ----"
I0519	reference-semantics/semantics/float.k	195	syntax	function,no-evaluators,total	TARGET_UNUSED	ACCEPT_FIXED_OPAQUE_TARGET_UNUSED	syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]
I0520	reference-semantics/semantics/float.k	196	rule	concrete	TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule intToF(I:Int) => Int2Float(I, 53, 11) [concrete]
I0521	reference-semantics/semantics/float.k	197	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	"rule applyBin(""+"", I:Int, F:Float) => addF(intToF(I), F)"
I0522	reference-semantics/semantics/float.k	198	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	"rule applyBin(""+"", F:Float, I:Int) => addF(F, intToF(I))"
I0523	reference-semantics/semantics/float.k	199	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	"rule applyBin(""-"", I:Int, F:Float) => subF(intToF(I), F)"
I0524	reference-semantics/semantics/float.k	200	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	"rule applyBin(""-"", F:Float, I:Int) => subF(F, intToF(I))"
I0525	reference-semantics/semantics/float.k	201	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	"rule applyBin(""*"", I:Int, F:Float) => mulF(intToF(I), F)"
I0526	reference-semantics/semantics/float.k	202	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	"rule applyBin(""*"", F:Float, I:Int) => mulF(F, intToF(I))"
I0527	reference-semantics/semantics/float.k	203	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	"rule applyCmp(""<"", I:Int, F:Float) => floatLt(intToF(I), F)"
I0528	reference-semantics/semantics/float.k	204	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	"rule applyCmp(""<"", F:Float, I:Int) => floatLt(F, intToF(I))"
I0529	reference-semantics/semantics/float.k	205	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	"rule applyCmp("">"", I:Int, F:Float) => gtF(intToF(I), F)"
I0530	reference-semantics/semantics/float.k	206	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	"rule applyCmp("">"", F:Float, I:Int) => gtF(F, intToF(I)) // ---- conversions: int(float) truncates toward zero; float(int); round; math.sqrt ----"
I0531	reference-semantics/semantics/float.k	209	syntax	function,no-evaluators,total	TARGET_UNUSED	ACCEPT_FIXED_OPAQUE_TARGET_UNUSED	syntax Int ::= truncF(Float) [function, total, symbol(truncF), no-evaluators]
I0532	reference-semantics/semantics/float.k	210	rule	concrete	TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule truncF(F:Float) => #if F >=Float 0.0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi [concrete]
I0533	reference-semantics/semantics/float.k	211	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	"rule applyBuiltin(""int"", F:Float, .Vals) => truncF(F)"
I0534	reference-semantics/semantics/float.k	213	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	"rule applyBuiltin(""float"", I:Int, .Vals) => intToF(I)"
I0535	reference-semantics/semantics/float.k	214	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	"rule applyBuiltin(""float"", F:Float, .Vals) => F // round: Python half-even (banker's); round(F, N) scales by 10^N"
I0536	reference-semantics/semantics/float.k	217	syntax	function,no-evaluators,total	TARGET_UNUSED	ACCEPT_FIXED_OPAQUE_TARGET_UNUSED	syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]
I0537	reference-semantics/semantics/float.k	218	rule	concrete	TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule roundF(F:Float) => #if (F -Float floorFloat(F)) ==Float 0.5 #then (#if Float2Int(floorFloat(F)) %Int 2 ==Int 0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi) #else Float2Int(floorFloat(F +Float 0.5)) #fi [concrete]
I0538	reference-semantics/semantics/float.k	223	syntax	function,no-evaluators,total	TARGET_UNUSED	ACCEPT_FIXED_OPAQUE_TARGET_UNUSED	syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]
I0539	reference-semantics/semantics/float.k	224	rule	concrete	TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule roundFN(F:Float, N:Int) => Int2Float(roundF(F *Float Int2Float(10 ^Int N, 53, 11)), 53, 11) /Float Int2Float(10 ^Int N, 53, 11) [concrete]
I0540	reference-semantics/semantics/float.k	227	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	"rule applyBuiltin(""round"", F:Float, .Vals) => roundF(F)"
I0541	reference-semantics/semantics/float.k	228	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	"rule applyBuiltin(""round"", F:Float, N:Int, .Vals) => roundFN(F, N)"
I0542	reference-semantics/semantics/float.k	230	syntax	function,no-evaluators,total	TARGET_UNUSED	ACCEPT_FIXED_OPAQUE_TARGET_UNUSED	syntax Float ::= sqrtF(Float) [function, total, symbol(sqrtF), no-evaluators]
I0543	reference-semantics/semantics/float.k	231	rule	concrete	TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule sqrtF(F:Float) => sqrtFloat(F) [concrete]
I0544	reference-semantics/semantics/float.k	232	syntax		TARGET_UNUSED	ACCEPT_FIXED_DECLARATION	"syntax KItem ::= ""#mathSqrt"""
I0545	reference-semantics/semantics/float.k	233	rule	priority	TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	"rule <k> Call(Attribute(Name(""math""), ""sqrt""), (E:Expr, .Exprs)) => E ~> #mathSqrt ... </k> [priority(40)]"
I0546	reference-semantics/semantics/float.k	234	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule <k> F:Float ~> #mathSqrt => sqrtF(F) ... </k>
I0547	reference-semantics/semantics/float.k	235	rule	concrete,priority	TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule <k> I:Int ~> #mathSqrt => sqrtF(intToF(I)) ... </k> // ---- min / max over a FLOAT list — FLOAT branch of the shared #minCont0/#maxCont0 folds (which // seed/step with `requires isInt(V)`, so they are STUCK on floats). These add the `requires // isFloat(V)` seed + a Float-accumulator fold via K's minFloat/maxFloat — concrete for krun. A proof // over a SYMBOLIC float list intercepts min/max problem-locally to an opaque minVF/maxVF (at // #applyK, priority 40, in its verification.k) BEFORE #minAcc0, so this fold is krun-only. Additive: // the isFloat guard is disjoint from the existing isInt one.
I0548	reference-semantics/semantics/float.k	243	syntax		TARGET_UNUSED	ACCEPT_FIXED_DECLARATION	syntax KItem ::= #maxAccF(Iterable, Float) | #maxContF(Float)
I0549	reference-semantics/semantics/float.k	244	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAccF(R, {V}:>Float) ... </k> requires isFloat(V)
I0550	reference-semantics/semantics/float.k	245	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule <k> #maxAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #maxContF(M) ... </k>
I0551	reference-semantics/semantics/float.k	246	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule <k> #iterDone ~> #maxContF(M:Float) => M ... </k>
I0552	reference-semantics/semantics/float.k	247	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #maxAccF(R, maxFloat(M, {V}:>Float)) ... </k> requires isFloat(V)
I0553	reference-semantics/semantics/float.k	250	syntax		TARGET_UNUSED	ACCEPT_FIXED_DECLARATION	syntax KItem ::= #minAccF(Iterable, Float) | #minContF(Float)
I0554	reference-semantics/semantics/float.k	251	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAccF(R, {V}:>Float) ... </k> requires isFloat(V)
I0555	reference-semantics/semantics/float.k	252	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule <k> #minAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #minContF(M) ... </k>
I0556	reference-semantics/semantics/float.k	253	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule <k> #iterDone ~> #minContF(M:Float) => M ... </k>
I0557	reference-semantics/semantics/float.k	254	rule	concrete	TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule <k> #iterYield(V:Val, R:Iterable) ~> #minContF(M:Float) => #minAccF(R, minFloat(M, {V}:>Float)) ... </k> requires isFloat(V) // ---- sum over a float list (krun; mirrors the min/max float paths). The Int-only shared // #sumCont sticks on a Float yield; switch to a Float-headed fold via addF (concrete twin). // The switch guard carries the SYNTACTIC negation of the Int rule's guard so a symbolic proof // with isInt(V) in its path condition refutes this branch without sort reasoning.
I0558	reference-semantics/semantics/float.k	261	syntax		TARGET_UNUSED	ACCEPT_FIXED_DECLARATION	syntax KItem ::= #sumAccF(Iterable, Float) | #sumContF(Float)
I0559	reference-semantics/semantics/float.k	262	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int) => #sumAccF(R, addF(intToF(ACC), {V}:>Float)) ... </k> requires isFloat(V) andBool notBool (isInt(V) orBool isBool(V))
I0560	reference-semantics/semantics/float.k	265	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule <k> #sumAccF(IT:Iterable, ACC:Float) => #iterNext(IT) ~> #sumContF(ACC) ... </k>
I0561	reference-semantics/semantics/float.k	266	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule <k> #iterDone ~> #sumContF(ACC:Float) => ACC ... </k>
I0562	reference-semantics/semantics/float.k	267	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, {V}:>Float)) ... </k> requires isFloat(V)
I0563	reference-semantics/semantics/float.k	270	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, intToF(intOf(V)))) ... </k> requires isInt(V) orBool isBool(V)
I0564	reference-semantics/semantics/functions.k	8	syntax		TARGET_MATERIAL	ACCEPT_FIXED_DECLARATION	"syntax KItem ::= frame(continuation: K, callerEnv: Int, savedLoc: Int) | #bindP(ParamNames, Vals) | ""#pop"" | ""#endcall"" // ==== def / anonymous closure ============================================="
I0565	reference-semantics/semantics/functions.k	14	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule <k> FuncDef(F:String, Params(PNS:ParamNames), BODY:Stmts) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureVal(PNS, BODY, L) ], _) ... </scopes>
I0566	reference-semantics/semantics/functions.k	18	syntax		TARGET_UNUSED	ACCEPT_FIXED_DECLARATION	syntax Expr ::= closureExpr(ParamNames, Stmts)
I0567	reference-semantics/semantics/functions.k	19	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule <k> closureExpr(PNS:ParamNames, BODY:Stmts) => closureVal(PNS, BODY, L) ... </k> <env> L:Int </env> // ==== annotated def/lambda (closure cells; spec 2.3) ====================== // closureValC(params, cellvars, body, captured-cells). No frame anchor: all // enclosing-local reads are freevars (symtable-complete) and go through the // captured cells; everything else is global/builtin, so the callee frame's // parent is the module scope (0) — sound after the defining frame dies.
I0568	reference-semantics/semantics/functions.k	27	syntax		TARGET_UNUSED	ACCEPT_FIXED_DECLARATION	syntax Val ::= closureValC(ParamNames, ParamNames, Stmts, Map) // capture: resolve each freevar to the enclosing frame's cellRef, then bind // (FuncDef) or yield (Lambda) the closure value.
I0569	reference-semantics/semantics/functions.k	31	syntax		TARGET_UNUSED	ACCEPT_FIXED_DECLARATION	syntax KItem ::= #mkClosure(String, ParamNames, ParamNames, ParamNames, Stmts, Map) | #mkLambda(ParamNames, ParamNames, ParamNames, Stmts, Map)
I0570	reference-semantics/semantics/functions.k	33	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule <k> FuncDef(F:String, Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), BODY:Stmts) => #mkClosure(F, PNS, CVS, FVS, BODY, .Map) ... </k>
I0571	reference-semantics/semantics/functions.k	36	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkClosure(F, PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires FV in_keys(M)
I0572	reference-semantics/semantics/functions.k	42	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureValC(PNS, CVS, BODY, CM) ], _) ... </scopes>
I0573	reference-semantics/semantics/functions.k	47	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule <k> Lambda(Params(PNS:ParamNames), E:Expr) => closureVal(PNS, Return(E) .Stmts, L) ... </k> <env> L:Int </env>
I0574	reference-semantics/semantics/functions.k	50	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule <k> Lambda(Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), E:Expr) => #mkLambda(PNS, CVS, FVS, Return(E) .Stmts, .Map) ... </k>
I0575	reference-semantics/semantics/functions.k	53	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkLambda(PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires FV in_keys(M)
I0576	reference-semantics/semantics/functions.k	59	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => closureValC(PNS, CVS, BODY, CM) ... </k> // ==== bind params ========================================================
I0577	reference-semantics/semantics/functions.k	63	rule		TARGET_MATERIAL	ACCEPT_FIXED_RULE_TARGET_MATERIAL	rule <k> #bindP(.ParamNames, .Vals) => .K ... </k>
I0578	reference-semantics/semantics/functions.k	64	rule		TARGET_MATERIAL	ACCEPT_FIXED_RULE_TARGET_MATERIAL	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ P <- V ], _) ... </scopes> // a param that is a cellvar was pre-bound to its cell at frame entry
I0579	reference-semantics/semantics/functions.k	68	rule	priority	TARGET_MATERIAL	ACCEPT_FIXED_RULE_TARGET_MATERIAL	"rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #cellW({M[P]}:>Val, V) ~> #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires ""$cells"" in_keys(M) andBool pnMember(P, cellsOf({M[""$cells""]}:>Val)) andBool P in_keys(M) andBool isCellRef({M[P]}:>Val) [priority(40)] // ==== return / pop the frame (the returned expr evaluates by strictness) =="
I0580	reference-semantics/semantics/functions.k	78	rule		TARGET_MATERIAL	ACCEPT_FIXED_RULE_TARGET_MATERIAL	rule <k> Return(V:Val) ~> _ => #pop </k> <ret> noRet => retV(V) </ret>
I0581	reference-semantics/semantics/functions.k	80	rule		TARGET_MATERIAL	ACCEPT_FIXED_RULE_TARGET_MATERIAL	rule <k> #endcall => #pop ... </k> <ret> noRet => retV(noneV) </ret> // pop: restore env, DEALLOCATE the callee frame, and wind scopeLoc back (LIFO allocation // makes the saved loc the callee frame's own loc). Sound because no closureVal outlives its // defining frame (frontend subset: no returned/stored closures; module defs live in loc 0).
I0582	reference-semantics/semantics/functions.k	85	rule		TARGET_MATERIAL	ACCEPT_FIXED_RULE_TARGET_MATERIAL	rule <k> #pop => V ~> CONT </k> <ret> retV(V) => noRet </ret> <stack> ListItem(frame(CONT:K, CALLERL:Int, SAVEDL:Int)) => .List ... </stack> <env> L:Int => CALLERL </env> <scopes> SC:Map => SC [ L <- undef ] </scopes> <scopeLoc> _ => SAVEDL </scopeLoc>
I0583	reference-semantics/semantics/int.k	7	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	"rule applyUn(""-"", I:Int) => 0 -Int I"
I0584	reference-semantics/semantics/int.k	9	rule		TARGET_MATERIAL	ACCEPT_FIXED_RULE_TARGET_MATERIAL	"rule applyBin(""+"", I1:Int, I2:Int) => I1 +Int I2 // Bool participates in int arithmetic (x += (a == b))"
I0585	reference-semantics/semantics/int.k	11	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	"rule applyBin(""+"", I:Int, B:Bool) => I +Int #if B #then 1 #else 0 #fi"
I0586	reference-semantics/semantics/int.k	12	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	"rule applyBin(""+"", B:Bool, I:Int) => #if B #then 1 #else 0 #fi +Int I"
I0587	reference-semantics/semantics/int.k	13	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	"rule applyBin(""-"", I1:Int, I2:Int) => I1 -Int I2"
I0588	reference-semantics/semantics/int.k	14	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	"rule applyBin(""*"", I1:Int, I2:Int) => I1 *Int I2"
I0589	reference-semantics/semantics/int.k	15	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	"rule applyBin(""%"", I1:Int, I2:Int) => pyMod(I1, I2)"
I0590	reference-semantics/semantics/int.k	16	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	"rule applyBin(""//"", I1:Int, I2:Int) => (I1 -Int pyMod(I1, I2)) /Int I2"
I0591	reference-semantics/semantics/int.k	17	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	"rule applyBin(""**"", I1:Int, I2:Int) => I1 ^Int I2 requires I2 >=Int 0"
I0592	reference-semantics/semantics/int.k	19	syntax	function	TARGET_UNUSED	ACCEPT_FIXED_DECLARATION	syntax Int ::= pyMod(Int, Int) [function]
I0593	reference-semantics/semantics/int.k	20	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule pyMod(I1:Int, I2:Int) => ((I1 %Int I2) +Int I2) %Int I2
I0594	reference-semantics/semantics/int.k	22	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	"rule applyCmp(""<"", I1:Int, I2:Int) => I1 <Int I2"
I0595	reference-semantics/semantics/int.k	23	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	"rule applyCmp(""<="", I1:Int, I2:Int) => I1 <=Int I2"
I0596	reference-semantics/semantics/int.k	24	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	"rule applyCmp("">"", I1:Int, I2:Int) => I1 >Int I2"
I0597	reference-semantics/semantics/int.k	25	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	"rule applyCmp("">="", I1:Int, I2:Int) => I1 >=Int I2"
I0598	reference-semantics/semantics/int.k	26	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	"rule applyCmp(""=="", I1:Int, I2:Int) => I1 ==Int I2"
I0599	reference-semantics/semantics/int.k	27	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	"rule applyCmp(""!="", I1:Int, I2:Int) => I1 =/=Int I2"
I0600	reference-semantics/semantics/iter.k	8	syntax		TARGET_MATERIAL	ACCEPT_FIXED_DECLARATION	"syntax KItem ::= #iterNext(Iterable) | ""#iterDone"" | #iterYield(Val, Iterable)"
