file	kind	start_line	end_line	disposition	reason	source
reference-semantics/semantics/float.k	rule	117	118	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	"rule applyBin(""*"", F1:Float, F2:Float) => mulF(F1, F2)"
reference-semantics/semantics/float.k	syntax	119	119	INSPECTED_FIXED_OPAQUE_UNREACHED	Opaque supplied declaration does not occur on the submitted program path.	syntax Float ::= powF(Float, Float) [function, total, symbol(powF), no-evaluators]
reference-semantics/semantics/float.k	rule	120	120	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	rule powF(F1:Float, F2:Float) => F1 ^Float F2 [concrete]
reference-semantics/semantics/float.k	rule	121	124	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	"rule applyBin(""**"", F1:Float, F2:Float) => powF(F1, F2)"
reference-semantics/semantics/float.k	syntax	125	125	INSPECTED_FIXED_OPAQUE_UNREACHED	Opaque supplied declaration does not occur on the submitted program path.	syntax Bool ::= gtF(Float, Float) [function, total, symbol(gtF), no-evaluators]
reference-semantics/semantics/float.k	rule	126	126	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	rule gtF(F1:Float, F2:Float) => F1 >Float F2 [concrete]
reference-semantics/semantics/float.k	rule	127	127	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	"rule applyCmp("">"",  F1:Float, F2:Float) => gtF(F1, F2)"
reference-semantics/semantics/float.k	rule	128	128	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	"rule applyCmp("">="", F1:Float, F2:Float) => notBool floatLt(F1, F2)"
reference-semantics/semantics/float.k	rule	129	131	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	"rule applyCmp(""<="", F1:Float, F2:Float) => notBool gtF(F1, F2)"
reference-semantics/semantics/float.k	rule	132	132	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	"rule applyBin(""**"", I:Int, F:Float) => powF(intToF(I), F)"
reference-semantics/semantics/float.k	rule	133	133	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	"rule applyBin(""**"", F:Float, I:Int) => powF(F, intToF(I))"
reference-semantics/semantics/float.k	rule	134	134	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	"rule applyBin(""-"",  I:Int, F:Float) => subF(intToF(I), F)"
reference-semantics/semantics/float.k	rule	135	135	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	"rule applyBin(""-"",  F:Float, I:Int) => subF(F, intToF(I))"
reference-semantics/semantics/float.k	rule	136	136	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	"rule applyBin(""+"",  I:Int, F:Float) => addF(intToF(I), F)"
reference-semantics/semantics/float.k	rule	137	137	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	"rule applyBin(""+"",  F:Float, I:Int) => addF(F, intToF(I))"
reference-semantics/semantics/float.k	rule	138	138	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	"rule applyBin(""*"",  I:Int, F:Float) => mulF(intToF(I), F)"
reference-semantics/semantics/float.k	rule	139	141	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	"rule applyBin(""*"",  F:Float, I:Int) => mulF(F, intToF(I))"
reference-semantics/semantics/float.k	syntax	142	142	INSPECTED_FIXED_OPAQUE_UNREACHED	Opaque supplied declaration does not occur on the submitted program path.	syntax Bool ::= eqF(Float, Float) [function, total, symbol(eqF), no-evaluators]
reference-semantics/semantics/float.k	rule	143	143	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	rule eqF(F1:Float, F2:Float) => F1 ==Float F2 [concrete]
reference-semantics/semantics/float.k	rule	144	144	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	"rule applyCmp(""=="", I:Int, F:Float) => eqF(intToF(I), F)"
reference-semantics/semantics/float.k	rule	145	145	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	"rule applyCmp(""=="", F:Float, I:Int) => eqF(F, intToF(I))"
reference-semantics/semantics/float.k	rule	146	146	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	"rule applyCmp(""!="", I:Int, F:Float) => notBool eqF(intToF(I), F)"
reference-semantics/semantics/float.k	rule	147	147	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	"rule applyCmp(""!="", F:Float, I:Int) => notBool eqF(F, intToF(I))"
reference-semantics/semantics/float.k	rule	148	148	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	"rule applyCmp(""<"",  I:Int, F:Float) => floatLt(intToF(I), F)"
reference-semantics/semantics/float.k	rule	149	149	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	"rule applyCmp(""<"",  F:Float, I:Int) => floatLt(F, intToF(I))"
reference-semantics/semantics/float.k	rule	150	150	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	"rule applyCmp("">"",  I:Int, F:Float) => gtF(intToF(I), F)"
reference-semantics/semantics/float.k	rule	151	153	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	"rule applyCmp("">"",  F:Float, I:Int) => gtF(F, intToF(I))"
reference-semantics/semantics/float.k	rule	154	154	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	"rule applyCmp(""=="", V:Val, noneV) => V ==K noneV"
reference-semantics/semantics/float.k	rule	155	159	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	"rule applyCmp(""!="", V:Val, noneV) => notBool (V ==K noneV)"
reference-semantics/semantics/float.k	syntax	160	160	INSPECTED_FIXED_OPAQUE_UNREACHED	Opaque supplied declaration does not occur on the submitted program path.	syntax Float ::= decStrToF(IntSeq) [function, total, symbol(decStrToF), no-evaluators]
reference-semantics/semantics/float.k	rule	161	161	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	rule decStrToF(iCons(45, CS:IntSeq)) => 0.0 -Float decStrToF(CS) [concrete]
reference-semantics/semantics/float.k	rule	162	164	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	rule decStrToF(CS:IntSeq)
reference-semantics/semantics/float.k	syntax	165	165	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	syntax Int ::= headIS(IntSeq) [function]
reference-semantics/semantics/float.k	rule	166	166	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	rule headIS(iCons(C:Int, _:IntSeq)) => C
reference-semantics/semantics/float.k	syntax	167	167	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	syntax Int ::= intPart(IntSeq) [function, total] | intPartAcc(IntSeq, Int) [function, total]
reference-semantics/semantics/float.k	rule	168	168	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	rule intPart(CS:IntSeq) => intPartAcc(CS, 0)
reference-semantics/semantics/float.k	rule	169	169	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	rule intPartAcc(.IntSeq, A:Int) => A
reference-semantics/semantics/float.k	rule	170	170	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	rule intPartAcc(iCons(46, _:IntSeq), A:Int) => A
reference-semantics/semantics/float.k	rule	171	172	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	rule intPartAcc(iCons(C:Int, R:IntSeq), A:Int) => intPartAcc(R, A *Int 10 +Int (C -Int 48))
reference-semantics/semantics/float.k	syntax	173	173	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	syntax Int ::= fracPart(IntSeq) [function, total] | fracAcc(IntSeq, Int) [function, total]
reference-semantics/semantics/float.k	rule	174	174	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	rule fracPart(.IntSeq) => 0
reference-semantics/semantics/float.k	rule	175	175	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	rule fracPart(iCons(46, R:IntSeq)) => fracAcc(R, 0)
reference-semantics/semantics/float.k	rule	176	176	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	rule fracPart(iCons(C:Int, R:IntSeq)) => fracPart(R) requires C =/=Int 46
reference-semantics/semantics/float.k	rule	177	177	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	rule fracAcc(.IntSeq, A:Int) => A
reference-semantics/semantics/float.k	rule	178	178	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	rule fracAcc(iCons(C:Int, R:IntSeq), A:Int) => fracAcc(R, A *Int 10 +Int (C -Int 48))
reference-semantics/semantics/float.k	syntax	179	179	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	syntax Int ::= fracScale(IntSeq) [function, total] | fscAcc(IntSeq, Int) [function, total]
reference-semantics/semantics/float.k	rule	180	180	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	rule fracScale(.IntSeq) => 1
reference-semantics/semantics/float.k	rule	181	181	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	rule fracScale(iCons(46, R:IntSeq)) => fscAcc(R, 1)
reference-semantics/semantics/float.k	rule	182	182	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	rule fracScale(iCons(C:Int, R:IntSeq)) => fracScale(R) requires C =/=Int 46
reference-semantics/semantics/float.k	rule	183	183	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	rule fscAcc(.IntSeq, A:Int) => A
reference-semantics/semantics/float.k	rule	184	184	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	rule fscAcc(iCons(_:Int, R:IntSeq), A:Int) => fscAcc(R, A *Int 10)
reference-semantics/semantics/float.k	rule	185	185	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	"rule applyBuiltin(""float"", str(CS:IntSeq), .Vals) => decStrToF(CS)"
reference-semantics/semantics/float.k	rule	186	186	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	"rule applyBuiltin(""float"", I:Int, .Vals)          => intToF(I)"
reference-semantics/semantics/float.k	rule	187	189	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	"rule applyBuiltin(""float"", F:Float, .Vals)        => F"
reference-semantics/semantics/float.k	syntax	190	190	INSPECTED_FIXED_OPAQUE_UNREACHED	Opaque supplied declaration does not occur on the submitted program path.	syntax Float ::= divFloatIntV(Float, Int) [function, total, symbol(divFloatIntV), no-evaluators]
reference-semantics/semantics/float.k	rule	191	191	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	rule divFloatIntV(F:Float, I:Int) => F /Float Int2Float(I, 53, 11) [concrete]
reference-semantics/semantics/float.k	rule	192	194	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	"rule applyBin(""/"", F:Float, I:Int) => divFloatIntV(F, I)"
reference-semantics/semantics/float.k	syntax	195	195	INSPECTED_FIXED_OPAQUE_UNREACHED	Opaque supplied declaration does not occur on the submitted program path.	syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]
reference-semantics/semantics/float.k	rule	196	196	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	rule intToF(I:Int) => Int2Float(I, 53, 11) [concrete]
reference-semantics/semantics/float.k	rule	197	197	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	"rule applyBin(""+"", I:Int, F:Float) => addF(intToF(I), F)"
reference-semantics/semantics/float.k	rule	198	198	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	"rule applyBin(""+"", F:Float, I:Int) => addF(F, intToF(I))"
reference-semantics/semantics/float.k	rule	199	199	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	"rule applyBin(""-"", I:Int, F:Float) => subF(intToF(I), F)"
reference-semantics/semantics/float.k	rule	200	200	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	"rule applyBin(""-"", F:Float, I:Int) => subF(F, intToF(I))"
reference-semantics/semantics/float.k	rule	201	201	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	"rule applyBin(""*"", I:Int, F:Float) => mulF(intToF(I), F)"
reference-semantics/semantics/float.k	rule	202	202	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	"rule applyBin(""*"", F:Float, I:Int) => mulF(F, intToF(I))"
reference-semantics/semantics/float.k	rule	203	203	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	"rule applyCmp(""<"", I:Int, F:Float) => floatLt(intToF(I), F)"
reference-semantics/semantics/float.k	rule	204	204	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	"rule applyCmp(""<"", F:Float, I:Int) => floatLt(F, intToF(I))"
reference-semantics/semantics/float.k	rule	205	205	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	"rule applyCmp("">"", I:Int, F:Float) => gtF(intToF(I), F)"
reference-semantics/semantics/float.k	rule	206	208	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	"rule applyCmp("">"", F:Float, I:Int) => gtF(F, intToF(I))"
reference-semantics/semantics/float.k	syntax	209	209	INSPECTED_FIXED_OPAQUE_UNREACHED	Opaque supplied declaration does not occur on the submitted program path.	syntax Int ::= truncF(Float) [function, total, symbol(truncF), no-evaluators]
reference-semantics/semantics/float.k	rule	210	210	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	rule truncF(F:Float) => #if F >=Float 0.0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi [concrete]
reference-semantics/semantics/float.k	rule	211	212	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	"rule applyBuiltin(""int"", F:Float, .Vals) => truncF(F)"
reference-semantics/semantics/float.k	rule	213	213	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	"rule applyBuiltin(""float"", I:Int, .Vals)   => intToF(I)"
reference-semantics/semantics/float.k	rule	214	216	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	"rule applyBuiltin(""float"", F:Float, .Vals) => F"
reference-semantics/semantics/float.k	syntax	217	217	INSPECTED_FIXED_OPAQUE_UNREACHED	Opaque supplied declaration does not occur on the submitted program path.	syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]
reference-semantics/semantics/float.k	rule	218	222	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	rule roundF(F:Float)
reference-semantics/semantics/float.k	syntax	223	223	INSPECTED_FIXED_OPAQUE_UNREACHED	Opaque supplied declaration does not occur on the submitted program path.	syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]
reference-semantics/semantics/float.k	rule	224	226	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	rule roundFN(F:Float, N:Int)
reference-semantics/semantics/float.k	rule	227	227	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	"rule applyBuiltin(""round"", F:Float, .Vals)        => roundF(F)"
reference-semantics/semantics/float.k	rule	228	229	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	"rule applyBuiltin(""round"", F:Float, N:Int, .Vals) => roundFN(F, N)"
reference-semantics/semantics/float.k	syntax	230	230	INSPECTED_FIXED_OPAQUE_UNREACHED	Opaque supplied declaration does not occur on the submitted program path.	syntax Float ::= sqrtF(Float) [function, total, symbol(sqrtF), no-evaluators]
reference-semantics/semantics/float.k	rule	231	231	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	rule sqrtF(F:Float) => sqrtFloat(F) [concrete]
reference-semantics/semantics/float.k	syntax	232	232	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	"syntax KItem ::= ""#mathSqrt"""
reference-semantics/semantics/float.k	rule	233	233	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	"rule <k> Call(Attribute(Name(""math""), ""sqrt""), (E:Expr, .Exprs)) => E ~> #mathSqrt ... </k> [priority(40)]"
reference-semantics/semantics/float.k	rule	234	234	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	rule <k> F:Float ~> #mathSqrt => sqrtF(F) ... </k>
reference-semantics/semantics/float.k	rule	235	242	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	rule <k> I:Int ~> #mathSqrt => sqrtF(intToF(I)) ... </k>
reference-semantics/semantics/float.k	syntax	243	243	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	syntax KItem ::= #maxAccF(Iterable, Float) | #maxContF(Float)
reference-semantics/semantics/float.k	rule	244	244	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAccF(R, {V}:>Float) ... </k> requires isFloat(V)
reference-semantics/semantics/float.k	rule	245	245	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	rule <k> #maxAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #maxContF(M) ... </k>
reference-semantics/semantics/float.k	rule	246	246	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	rule <k> #iterDone ~> #maxContF(M:Float) => M ... </k>
reference-semantics/semantics/float.k	rule	247	249	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #maxAccF(R, maxFloat(M, {V}:>Float)) ... </k>
reference-semantics/semantics/float.k	syntax	250	250	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	syntax KItem ::= #minAccF(Iterable, Float) | #minContF(Float)
reference-semantics/semantics/float.k	rule	251	251	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAccF(R, {V}:>Float) ... </k> requires isFloat(V)
reference-semantics/semantics/float.k	rule	252	252	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	rule <k> #minAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #minContF(M) ... </k>
reference-semantics/semantics/float.k	rule	253	253	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	rule <k> #iterDone ~> #minContF(M:Float) => M ... </k>
reference-semantics/semantics/float.k	rule	254	260	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	rule <k> #iterYield(V:Val, R:Iterable) ~> #minContF(M:Float) => #minAccF(R, minFloat(M, {V}:>Float)) ... </k>
reference-semantics/semantics/float.k	syntax	261	261	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	syntax KItem ::= #sumAccF(Iterable, Float) | #sumContF(Float)
reference-semantics/semantics/float.k	rule	262	264	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int)
reference-semantics/semantics/float.k	rule	265	265	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	rule <k> #sumAccF(IT:Iterable, ACC:Float) => #iterNext(IT) ~> #sumContF(ACC) ... </k>
reference-semantics/semantics/float.k	rule	266	266	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	rule <k> #iterDone ~> #sumContF(ACC:Float) => ACC ... </k>
reference-semantics/semantics/float.k	rule	267	269	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float)
reference-semantics/semantics/float.k	rule	270	272	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float)
reference-semantics/semantics/float.k	endmodule	273	273	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	endmodule
reference-semantics/semantics/functions.k	module	3	3	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	module MPY-FUNCTIONS
reference-semantics/semantics/functions.k	imports	4	7	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	imports MPY-CORE
reference-semantics/semantics/functions.k	syntax	8	13	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	syntax KItem ::= frame(continuation: K, callerEnv: Int, savedLoc: Int)
reference-semantics/semantics/functions.k	rule	14	17	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule <k> FuncDef(F:String, Params(PNS:ParamNames), BODY:Stmts) => .K ... </k>
reference-semantics/semantics/functions.k	syntax	18	18	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	syntax Expr ::= closureExpr(ParamNames, Stmts)
reference-semantics/semantics/functions.k	rule	19	26	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule <k> closureExpr(PNS:ParamNames, BODY:Stmts) => closureVal(PNS, BODY, L) ... </k>
reference-semantics/semantics/functions.k	syntax	27	30	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	syntax Val ::= closureValC(ParamNames, ParamNames, Stmts, Map)
reference-semantics/semantics/functions.k	syntax	31	32	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	syntax KItem ::= #mkClosure(String, ParamNames, ParamNames, ParamNames, Stmts, Map)
reference-semantics/semantics/functions.k	rule	33	35	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule <k> FuncDef(F:String, Params(PNS:ParamNames), CellVars(CVS:ParamNames),
reference-semantics/semantics/functions.k	rule	36	41	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames,
reference-semantics/semantics/functions.k	rule	42	46	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames,
reference-semantics/semantics/functions.k	rule	47	49	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule <k> Lambda(Params(PNS:ParamNames), E:Expr)
reference-semantics/semantics/functions.k	rule	50	52	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule <k> Lambda(Params(PNS:ParamNames), CellVars(CVS:ParamNames),
reference-semantics/semantics/functions.k	rule	53	58	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames,
reference-semantics/semantics/functions.k	rule	59	62	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map)
reference-semantics/semantics/functions.k	rule	63	63	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule <k> #bindP(.ParamNames, .Vals) => .K ... </k>
reference-semantics/semantics/functions.k	rule	64	67	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #bindP(PS, VS) ... </k>
reference-semantics/semantics/functions.k	rule	68	77	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals))
reference-semantics/semantics/functions.k	rule	78	79	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule <k> Return(V:Val) ~> _ => #pop </k>
reference-semantics/semantics/functions.k	rule	80	84	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule <k> #endcall => #pop ... </k>
reference-semantics/semantics/functions.k	rule	85	90	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule <k> #pop => V ~> CONT </k>
reference-semantics/semantics/functions.k	endmodule	91	91	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	endmodule
reference-semantics/semantics/int.k	module	4	4	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	module MPY-INT
reference-semantics/semantics/int.k	imports	5	6	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	imports MPY-CORE
reference-semantics/semantics/int.k	rule	7	8	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	"rule applyUn(""-"", I:Int) => 0 -Int I"
reference-semantics/semantics/int.k	rule	9	10	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	"rule applyBin(""+"",  I1:Int, I2:Int) => I1 +Int I2"
reference-semantics/semantics/int.k	rule	11	11	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	"rule applyBin(""+"",  I:Int, B:Bool) => I +Int #if B #then 1 #else 0 #fi"
