file	line	module	kind	attributes	statement
reference-semantics/semantics/core.k	107	MPY-CORE	syntax	function	syntax ParamNames ::= cellsOf(Val) [function]
reference-semantics/semantics/core.k	108	MPY-CORE	rule		rule cellsOf(cellsMark(CVS:ParamNames)) => CVS
reference-semantics/semantics/core.k	109	MPY-CORE	syntax	function,total	syntax Bool ::= pnMember(String, ParamNames) [function, total]
reference-semantics/semantics/core.k	110	MPY-CORE	rule		rule pnMember(_:String, .ParamNames) => false
reference-semantics/semantics/core.k	111	MPY-CORE	rule		rule pnMember(X:String, (P:String, R:ParamNames)) => X ==String P orBool pnMember(X, R)
reference-semantics/semantics/core.k	113	MPY-CORE	syntax		syntax KItem ::= #cellW(Val, Val)
reference-semantics/semantics/core.k	114	MPY-CORE	rule		rule <k> #cellW(cellRef(H:Int), V:Val) => .K ... </k> <heap> ... H |-> cellV(_:Val => V) ... </heap>
reference-semantics/semantics/core.k	117	MPY-CORE	syntax		syntax KItem ::= #alloc(Val)
reference-semantics/semantics/core.k	118	MPY-CORE	rule		rule <k> #alloc(V:Val) => ref(N) ... </k> <heap>    H:Map => (N |-> V) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc> requires notBool N in_keys(H)
reference-semantics/semantics/core.k	124	MPY-CORE	syntax		syntax KItem ::= #loadAll(Module)
reference-semantics/semantics/core.k	125	MPY-CORE	rule		rule <k> #loadAll(Module(SS:Stmts)) => SS ... </k>
reference-semantics/semantics/core.k	126	MPY-CORE	rule		rule <k> (S:Stmt SS:Stmts):Stmts => S ~> SS ... </k>
reference-semantics/semantics/core.k	127	MPY-CORE	rule		rule <k> .Stmts => .K ... </k>
reference-semantics/semantics/core.k	130	MPY-CORE	syntax		syntax KItem ::= #look(String, Int)
reference-semantics/semantics/core.k	131	MPY-CORE	rule		rule <k> Name(X:String) => #look(X, L) ... </k> <env> L:Int </env>
reference-semantics/semantics/core.k	132	MPY-CORE	rule		rule <k> #look(X:String, L:Int) => {M[X]}:>Val ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> requires X in_keys(M)
reference-semantics/semantics/core.k	145	MPY-CORE	rule	priority	"rule <k> #look(X:String, L:Int) => V ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires X in_keys(M) andBool ""$cells"" in_keys(M) andBool pnMember(X, cellsOf({M[""$cells""]}:>Val)) andBool {M[X]}:>Val ==K cellRef(H) [priority(40)]"
reference-semantics/semantics/core.k	152	MPY-CORE	rule		rule <k> #look(X:String, L:Int) => #look(X, P) ... </k> <scopes> ... L |-> scope(M:Map, parent(P:Int)) ... </scopes> requires notBool (X in_keys(M))
reference-semantics/semantics/core.k	157	MPY-CORE	syntax	function,total	"syntax Scope ::= ""builtinsScope"" [function, total]"
reference-semantics/semantics/core.k	158	MPY-CORE	rule		"rule builtinsScope => scope(.Map [ ""len""    <- builtinV(""len"")    ] [ ""set""    <- builtinV(""set"")    ] [ ""sum""    <- builtinV(""sum"")    ] [ ""abs""    <- builtinV(""abs"")    ] [ ""min""    <- builtinV(""min"")    ] [ ""max""    <- builtinV(""max"")    ] [ ""ord""    <- builtinV(""ord"")    ] [ ""chr""    <- builtinV(""chr"")    ] [ ""range""  <- builtinV(""range"")  ] [ ""all""    <- builtinV(""all"")    ] [ ""any""    <- builtinV(""any"")    ] [ ""zip""    <- builtinV(""zip"")    ] [ ""isinstance"" <- builtinV(""isinstance"") ] [ ""sorted"" <- builtinV(""sorted"") ] [ ""list""   <- builtinV(""list"")   ] [ ""round""  <- builtinV(""round"")  ] [ ""bin""    <- builtinV(""bin"")    ] [ ""enumerate"" <- builtinV(""enumerate"") ] [ ""map""    <- builtinV(""map"")    ] [ ""eval""   <- builtinV(""eval"")   ] [ ""int""    <- typeV(""int"")       ] [ ""str""    <- typeV(""str"")       ] [ ""float""  <- typeV(""float"")     ], root)"
reference-semantics/semantics/core.k	185	MPY-CORE	syntax		syntax ApplyK ::= toCall(Val)
reference-semantics/semantics/core.k	186	MPY-CORE	syntax		syntax KItem  ::= #evalArgs(Exprs, Vals, ApplyK) | #evalArgCont(Exprs, Vals, ApplyK) | #applyK(ApplyK, Vals)
reference-semantics/semantics/core.k	189	MPY-CORE	rule		rule <k> #evalArgs((A:Expr, REST:Exprs), ACC:Vals, K:ApplyK) => A ~> #evalArgCont(REST, ACC, K) ... </k>
reference-semantics/semantics/core.k	190	MPY-CORE	rule		rule <k> V:Val ~> #evalArgCont(REST:Exprs, ACC:Vals, K:ApplyK) => #evalArgs(REST, appendVal(ACC, V), K) ... </k>
reference-semantics/semantics/core.k	191	MPY-CORE	rule		rule <k> #evalArgs(.Exprs, ACC:Vals, K:ApplyK) => #applyK(K, ACC) ... </k>
reference-semantics/semantics/core.k	194	MPY-CORE	rule		rule <k> Int(I:Int)   => I ... </k>
reference-semantics/semantics/core.k	195	MPY-CORE	rule		rule <k> Bool(B:Bool) => B ... </k>
reference-semantics/semantics/core.k	196	MPY-CORE	rule		rule <k> NoneVal      => noneV ... </k>
reference-semantics/semantics/core.k	199	MPY-CORE	syntax	function	syntax Bool ::= truthy(Val) [function]
reference-semantics/semantics/core.k	200	MPY-CORE	rule		rule truthy(B:Bool)          => B
reference-semantics/semantics/core.k	201	MPY-CORE	rule		rule truthy(noneV)           => false
reference-semantics/semantics/core.k	202	MPY-CORE	rule		rule truthy(I:Int)           => I =/=Int 0
reference-semantics/semantics/core.k	203	MPY-CORE	rule		rule truthy(str(S:IntSeq))   => notBool (S ==K .IntSeq)
reference-semantics/semantics/core.k	204	MPY-CORE	rule		rule truthy(list(V:ValSeq))  => notBool (V ==K .ValSeq)
reference-semantics/semantics/core.k	205	MPY-CORE	rule		rule truthy(tuple(V:ValSeq)) => notBool (V ==K .ValSeq)
reference-semantics/semantics/core.k	208	MPY-CORE	syntax	function	syntax Val  ::= applyUn(String, Val) [function]
reference-semantics/semantics/core.k	209	MPY-CORE	syntax	function	syntax Val  ::= applyBin(String, Val, Val) [function]
reference-semantics/semantics/core.k	210	MPY-CORE	syntax	function	syntax Bool ::= applyCmp(String, Val, Val) [function]
reference-semantics/semantics/core.k	213	MPY-CORE	syntax	function,total	syntax Vals ::= appendVal(Vals, Val) [function, total]
reference-semantics/semantics/core.k	214	MPY-CORE	rule		rule appendVal(.Vals, V:Val)              => V , .Vals
reference-semantics/semantics/core.k	215	MPY-CORE	rule		rule appendVal((V0:Val, VS:Vals), V:Val)  => V0 , appendVal(VS, V)
reference-semantics/semantics/core.k	217	MPY-CORE	syntax	function,total	syntax ValSeq ::= vals2valSeq(Vals) [function, total]
reference-semantics/semantics/core.k	218	MPY-CORE	rule		rule vals2valSeq(.Vals)            => .ValSeq
reference-semantics/semantics/core.k	219	MPY-CORE	rule		rule vals2valSeq((V:Val, VS:Vals)) => vCons(V, vals2valSeq(VS))
reference-semantics/semantics/core.k	223	MPY-CORE	syntax	function,total	syntax Int ::= vsLen(ValSeq) [function, total]
reference-semantics/semantics/core.k	224	MPY-CORE	rule		rule vsLen(.ValSeq)                => 0
reference-semantics/semantics/core.k	225	MPY-CORE	rule		rule vsLen(vCons(_:Val, S:ValSeq)) => 1 +Int vsLen(S)
reference-semantics/semantics/core.k	227	MPY-CORE	syntax	function,total	syntax Int ::= isLen(IntSeq) [function, total]
reference-semantics/semantics/core.k	228	MPY-CORE	rule		rule isLen(.IntSeq)                => 0
reference-semantics/semantics/core.k	229	MPY-CORE	rule		rule isLen(iCons(_:Int, S:IntSeq)) => 1 +Int isLen(S)
reference-semantics/semantics/core.k	233	MPY-CORE	syntax	function,total	syntax ValSeq ::= setVSAt(ValSeq, Int, Val) [function, total]
reference-semantics/semantics/core.k	234	MPY-CORE	rule		rule setVSAt(.ValSeq, _:Int, _:Val)               => .ValSeq
reference-semantics/semantics/core.k	235	MPY-CORE	rule		rule setVSAt(vCons(_:Val, S:ValSeq), 0, V:Val)    => vCons(V, S)
reference-semantics/semantics/core.k	236	MPY-CORE	rule		rule setVSAt(vCons(W:Val, S:ValSeq), I:Int, V:Val) => vCons(W, setVSAt(S, I -Int 1, V)) requires I >Int 0
reference-semantics/semantics/core.k	238	MPY-CORE	rule		rule setVSAt(VS:ValSeq, I:Int, _:Val)             => VS requires I <Int 0
reference-semantics/semantics/core.k	240	MPY-CORE	endmodule		endmodule
reference-semantics/semantics/dict.k	13	MPY-DICT	module		module MPY-DICT
reference-semantics/semantics/dict.k	14	MPY-DICT	imports		imports MPY-CORE
reference-semantics/semantics/dict.k	15	MPY-DICT	imports		imports MPY-ITER
reference-semantics/semantics/dict.k	16	MPY-DICT	imports		imports MPY-METHODS
reference-semantics/semantics/dict.k	17	MPY-DICT	imports		imports MPY-LIST
reference-semantics/semantics/dict.k	20	MPY-DICT	syntax		syntax Val ::= dictV(ValSeq, ValSeq)
reference-semantics/semantics/dict.k	23	MPY-DICT	syntax		syntax KItem ::= #dictAcc(Entries, ValSeq, ValSeq) | #dictKey(Expr, Entries, ValSeq, ValSeq) | #dictVal(Val, Entries, ValSeq, ValSeq)
reference-semantics/semantics/dict.k	26	MPY-DICT	rule		rule <k> DictExpr(ES:Entries) => #dictAcc(ES, .ValSeq, .ValSeq) ... </k>
reference-semantics/semantics/dict.k	27	MPY-DICT	rule		rule <k> #dictAcc(.Entries, KS:ValSeq, VS:ValSeq) => dictV(KS, VS) ... </k>
reference-semantics/semantics/dict.k	28	MPY-DICT	rule		rule <k> #dictAcc((Entry(K:Expr, V:Expr), REST:Entries), KS:ValSeq, VS:ValSeq) => K ~> #dictKey(V, REST, KS, VS) ... </k>
reference-semantics/semantics/dict.k	30	MPY-DICT	rule		rule <k> KV:Val ~> #dictKey(V:Expr, REST:Entries, KS:ValSeq, VS:ValSeq) => V ~> #dictVal(KV, REST, KS, VS) ... </k>
reference-semantics/semantics/dict.k	32	MPY-DICT	rule		rule <k> VV:Val ~> #dictVal(KV:Val, REST:Entries, KS:ValSeq, VS:ValSeq) => #dictAcc(REST, dPutK(KS, KV), dPutV(KS, VS, KV, VV)) ... </k>
reference-semantics/semantics/dict.k	37	MPY-DICT	syntax	function,total	syntax Bool ::= dHasKey(ValSeq, Val) [function, total]
reference-semantics/semantics/dict.k	38	MPY-DICT	rule		rule dHasKey(.ValSeq, _:Val)                => false
reference-semantics/semantics/dict.k	39	MPY-DICT	rule		rule dHasKey(vCons(A:Val, _:ValSeq), K:Val) => true          requires A ==K K
reference-semantics/semantics/dict.k	40	MPY-DICT	rule		rule dHasKey(vCons(A:Val, R:ValSeq), K:Val) => dHasKey(R, K) requires notBool (A ==K K)
reference-semantics/semantics/dict.k	43	MPY-DICT	syntax	function,total	syntax ValSeq ::= dPutK(ValSeq, Val) [function, total]
reference-semantics/semantics/dict.k	44	MPY-DICT	rule		rule dPutK(KS:ValSeq, K:Val) => KS                                  requires dHasKey(KS, K)
reference-semantics/semantics/dict.k	45	MPY-DICT	rule		rule dPutK(KS:ValSeq, K:Val) => valSeqConcat(KS, vCons(K, .ValSeq)) requires notBool dHasKey(KS, K)
reference-semantics/semantics/dict.k	49	MPY-DICT	syntax	function,total	syntax ValSeq ::= dPutV(ValSeq, ValSeq, Val, Val) [function, total]
reference-semantics/semantics/dict.k	50	MPY-DICT	rule		rule dPutV(vCons(A:Val, _:ValSeq), vCons(_:Val, VR:ValSeq), K:Val, V:Val)  => vCons(V, VR) requires A ==K K
reference-semantics/semantics/dict.k	52	MPY-DICT	rule		rule dPutV(vCons(A:Val, KR:ValSeq), vCons(B:Val, VR:ValSeq), K:Val, V:Val) => vCons(B, dPutV(KR, VR, K, V)) requires notBool (A ==K K)
reference-semantics/semantics/dict.k	54	MPY-DICT	rule	owise	rule dPutV(_KS:ValSeq, VS:ValSeq, _K:Val, V:Val) => valSeqConcat(VS, vCons(V, .ValSeq)) [owise]
reference-semantics/semantics/dict.k	58	MPY-DICT	rule	priority	"rule <k> #applyK(toCall(boundMethodV(dictV(KS:ValSeq, _:ValSeq), ""keys"")), .Vals) => #alloc(list(KS)) ... </k> [priority(40)]"
reference-semantics/semantics/dict.k	63	MPY-DICT	rule		rule applyIndexD(dictV(KS:ValSeq, VS:ValSeq), K:Val) => dGet(KS, VS, K)
reference-semantics/semantics/dict.k	64	MPY-DICT	syntax	function	syntax Val ::= applyIndexD(Val, Val) [function]
reference-semantics/semantics/dict.k	65	MPY-DICT	rule	priority	rule <k> Subscript(dictV(KS:ValSeq, VS:ValSeq), K:Val) => applyIndexD(dictV(KS, VS), K) ... </k> [priority(45)]
reference-semantics/semantics/dict.k	70	MPY-DICT	syntax	function	syntax Val ::= dictSet(Val, Val, Val) [function]
reference-semantics/semantics/dict.k	71	MPY-DICT	rule		rule dictSet(dictV(KS:ValSeq, VS:ValSeq), K:Val, V:Val) => dictV(dPutK(KS, K), dPutV(KS, VS, K, V))
reference-semantics/semantics/dict.k	76	MPY-DICT	syntax		syntax KItem ::= #dsetK(String, Val)
reference-semantics/semantics/dict.k	77	MPY-DICT	rule		rule <k> Assign(Subscript(Name(X:String), K:Expr), VV:Val) => K ~> #dsetK(X, VV) ... </k>
reference-semantics/semantics/dict.k	78	MPY-DICT	rule		rule <k> KV:Val ~> #dsetK(X:String, VV:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- dictSet({M[X]}:>Val, KV, VV) ], _) ... </scopes> requires X in_keys(M) andBool notBool isRefV({M[X]}:>Val)
reference-semantics/semantics/dict.k	82	MPY-DICT	rule		rule <k> KV:Val ~> #dsetK(X:String, VV:Val) => #dsetV({M[X]}:>Val, KV, VV) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires X in_keys(M) andBool isRefV({M[X]}:>Val)
reference-semantics/semantics/dict.k	86	MPY-DICT	syntax		syntax KItem ::= #dsetV(Val, Val, Val)
reference-semantics/semantics/dict.k	87	MPY-DICT	rule		rule <k> #dsetV(ref(H:Int), I:Int, VV:Val) => .K ... </k> <heap> ... H |-> list(VS:ValSeq => setVSAt(VS, normIdxD(I, vsLen(VS)), VV)) ... </heap>
reference-semantics/semantics/dict.k	90	MPY-DICT	syntax	function,total	syntax Int ::= normIdxD(Int, Int) [function, total]
reference-semantics/semantics/dict.k	91	MPY-DICT	rule		rule normIdxD(I:Int, LEN:Int) => I +Int LEN requires I  <Int 0
reference-semantics/semantics/dict.k	92	MPY-DICT	rule		rule normIdxD(I:Int, _:Int)   => I          requires I >=Int 0
reference-semantics/semantics/dict.k	95	MPY-DICT	rule		"rule applyCmp(""=="", dictV(KS1:ValSeq, VS1:ValSeq), dictV(KS2:ValSeq, VS2:ValSeq)) => (vsLen(KS1) ==Int vsLen(KS2)) andBool dSubset(KS1, VS1, KS2, VS2)"
reference-semantics/semantics/dict.k	97	MPY-DICT	syntax	function	syntax Bool ::= dSubset(ValSeq, ValSeq, ValSeq, ValSeq) [function]
reference-semantics/semantics/dict.k	98	MPY-DICT	rule		rule dSubset(.ValSeq, .ValSeq, _:ValSeq, _:ValSeq) => true
reference-semantics/semantics/dict.k	99	MPY-DICT	rule		rule dSubset(vCons(K:Val, KR:ValSeq), vCons(V:Val, VR:ValSeq), KS2:ValSeq, VS2:ValSeq) => dHasKey(KS2, K) andBool (dGet(KS2, VS2, K) ==K V) andBool dSubset(KR, VR, KS2, VS2)
reference-semantics/semantics/dict.k	101	MPY-DICT	syntax	function	syntax Val ::= dGet(ValSeq, ValSeq, Val) [function]
reference-semantics/semantics/dict.k	102	MPY-DICT	rule		rule dGet(vCons(A:Val, _:ValSeq), vCons(B:Val, _:ValSeq), K:Val) => B                requires A ==K K
reference-semantics/semantics/dict.k	103	MPY-DICT	rule		rule dGet(vCons(A:Val, KR:ValSeq), vCons(_:Val, VR:ValSeq), K:Val) => dGet(KR, VR, K) requires notBool (A ==K K)
reference-semantics/semantics/dict.k	104	MPY-DICT	endmodule		endmodule
reference-semantics/semantics/float.k	14	MPY-FLOAT	module		module MPY-FLOAT
reference-semantics/semantics/float.k	15	MPY-FLOAT	imports		imports MPY-OPERATORS
reference-semantics/semantics/float.k	16	MPY-FLOAT	imports		imports MPY-BUILTINS
reference-semantics/semantics/float.k	17	MPY-FLOAT	imports		imports FLOAT
reference-semantics/semantics/float.k	20	MPY-FLOAT	syntax		syntax Val ::= Float
reference-semantics/semantics/float.k	21	MPY-FLOAT	rule		rule <k> Float(F:Float) => F ... </k>
reference-semantics/semantics/float.k	24	MPY-FLOAT	syntax	function,total	syntax Float ::= intFloatDiv(Int, Float) [function, total, symbol(intFloatDiv), no-evaluators]
reference-semantics/semantics/float.k	25	MPY-FLOAT	rule	concrete	rule intFloatDiv(I:Int, F:Float) => Int2Float(I, 53, 11) /Float F [concrete]
reference-semantics/semantics/float.k	27	MPY-FLOAT	rule		"rule applyBin(""/"", I:Int, F:Float) => intFloatDiv(I, F)"
reference-semantics/semantics/float.k	30	MPY-FLOAT	syntax	function,total	syntax Float ::= divII(Int, Int) [function, total, symbol(divII), no-evaluators]
reference-semantics/semantics/float.k	31	MPY-FLOAT	rule	concrete	rule divII(I1:Int, I2:Int) => Int2Float(I1, 53, 11) /Float Int2Float(I2, 53, 11) [concrete]
reference-semantics/semantics/float.k	32	MPY-FLOAT	rule		"rule applyBin(""/"", I1:Int, I2:Int) => divII(I1, I2)"
reference-semantics/semantics/float.k	37	MPY-FLOAT	syntax	function,total	syntax Float ::= floatMod(Float, Float) [function, total, symbol(floatMod), no-evaluators]
reference-semantics/semantics/float.k	38	MPY-FLOAT	rule	concrete	rule floatMod(F1:Float, F2:Float) => F1 -Float (floorFloat(F1 /Float F2) *Float F2) [concrete]
reference-semantics/semantics/float.k	39	MPY-FLOAT	rule		"rule applyBin(""%"", F1:Float, F2:Float) => floatMod(F1, F2)"
reference-semantics/semantics/float.k	43	MPY-FLOAT	rule		"rule applyCmp(""=="", F1:Float, F2:Float) => F1 ==Float F2"
reference-semantics/semantics/float.k	44	MPY-FLOAT	rule		"rule applyCmp(""!="", F1:Float, F2:Float) => notBool (F1 ==Float F2)"
reference-semantics/semantics/float.k	50	MPY-FLOAT	syntax	function,total	syntax Bool ::= floatLt(Float, Float) [function, total, symbol(floatLt), no-evaluators]
reference-semantics/semantics/float.k	51	MPY-FLOAT	rule	concrete	rule floatLt(F1:Float, F2:Float) => F1 <Float F2 [concrete]
reference-semantics/semantics/float.k	52	MPY-FLOAT	rule		"rule applyCmp(""<"", F1:Float, F2:Float) => floatLt(F1, F2)"
reference-semantics/semantics/float.k	54	MPY-FLOAT	syntax	function,total	syntax Float ::= absF(Float) [function, total, symbol(absF), no-evaluators]
reference-semantics/semantics/float.k	55	MPY-FLOAT	rule	concrete	rule absF(F:Float) => absFloat(F) [concrete]
reference-semantics/semantics/float.k	56	MPY-FLOAT	rule		"rule applyBuiltin(""abs"", F:Float, .Vals) => absF(F)"
reference-semantics/semantics/float.k	61	MPY-FLOAT	rule		rule <k> Import(_:String) => .K ... </k>
reference-semantics/semantics/float.k	65	MPY-FLOAT	syntax		"syntax KItem ::= ""#mathCeil"""
reference-semantics/semantics/float.k	66	MPY-FLOAT	rule	priority	"rule <k> Call(Attribute(Name(""math""), ""ceil""), (E:Expr, .Exprs)) => E ~> #mathCeil ... </k> [priority(40)]"
reference-semantics/semantics/float.k	67	MPY-FLOAT	rule		rule <k> V:Val ~> #mathCeil => ceilF(V) ... </k>
reference-semantics/semantics/float.k	70	MPY-FLOAT	syntax		"syntax KItem ::= ""#mathFloor"""
reference-semantics/semantics/float.k	71	MPY-FLOAT	rule	priority	"rule <k> Call(Attribute(Name(""math""), ""floor""), (E:Expr, .Exprs)) => E ~> #mathFloor ... </k> [priority(40)]"
reference-semantics/semantics/float.k	72	MPY-FLOAT	rule		rule <k> V:Val ~> #mathFloor => floorFI(V) ... </k>
reference-semantics/semantics/float.k	73	MPY-FLOAT	syntax	function,total	syntax Int ::= floorFI(Val) [function, total, symbol(floorFI)]
reference-semantics/semantics/float.k	74	MPY-FLOAT	rule	concrete	rule floorFI(I:Int)   => I                        [concrete]
reference-semantics/semantics/float.k	75	MPY-FLOAT	rule	concrete	rule floorFI(F:Float) => Float2Int(floorFloat(F)) [concrete]
reference-semantics/semantics/float.k	78	MPY-FLOAT	rule		"rule applyBuiltin(""floor"", V:Val, .Vals) => floorFI(V)"
reference-semantics/semantics/float.k	79	MPY-FLOAT	rule		"rule applyBuiltin(""ceil"",  V:Val, .Vals) => ceilF(V)"
reference-semantics/semantics/float.k	82	MPY-FLOAT	syntax		syntax KItem ::= #mathPow1(Expr) | #mathPow2(Val)
reference-semantics/semantics/float.k	83	MPY-FLOAT	rule	priority	"rule <k> Call(Attribute(Name(""math""), ""pow""), (E1:Expr, E2:Expr, .Exprs)) => E1 ~> #mathPow1(E2) ... </k> [priority(40)]"
reference-semantics/semantics/float.k	84	MPY-FLOAT	rule		rule <k> V1:Val ~> #mathPow1(E2:Expr) => E2 ~> #mathPow2(V1) ... </k>
reference-semantics/semantics/float.k	85	MPY-FLOAT	rule		rule <k> V2:Val ~> #mathPow2(V1:Val) => powF(toF(V1), toF(V2)) ... </k>
reference-semantics/semantics/float.k	86	MPY-FLOAT	syntax	function,total	syntax Float ::= toF(Val) [function, total, symbol(toF)]
reference-semantics/semantics/float.k	87	MPY-FLOAT	rule	concrete	rule toF(F:Float) => F        [concrete]
reference-semantics/semantics/float.k	88	MPY-FLOAT	rule	concrete	rule toF(I:Int)   => intToF(I) [concrete]
reference-semantics/semantics/float.k	93	MPY-FLOAT	syntax	function,total	syntax Int ::= ceilF(Val) [function, total, symbol(ceilF)]
reference-semantics/semantics/float.k	94	MPY-FLOAT	rule	concrete	rule ceilF(I:Int)   => I                       [concrete]
reference-semantics/semantics/float.k	95	MPY-FLOAT	rule	concrete	rule ceilF(F:Float) => Float2Int(ceilFloat(F)) [concrete]
reference-semantics/semantics/float.k	99	MPY-FLOAT	rule		"rule applyUn(""-"", F:Float) => 0.0 -Float F"
reference-semantics/semantics/float.k	103	MPY-FLOAT	syntax	function,total	syntax Float ::= subF(Float, Float) [function, total, symbol(subF), no-evaluators]
reference-semantics/semantics/float.k	104	MPY-FLOAT	rule	concrete	rule subF(F1:Float, F2:Float) => F1 -Float F2 [concrete]
reference-semantics/semantics/float.k	105	MPY-FLOAT	rule		"rule applyBin(""-"", F1:Float, F2:Float) => subF(F1, F2)"
reference-semantics/semantics/float.k	107	MPY-FLOAT	syntax	function,total	syntax Float ::= divF(Float, Float) [function, total, symbol(divF), no-evaluators]
reference-semantics/semantics/float.k	108	MPY-FLOAT	rule	concrete	rule divF(F1:Float, F2:Float) => F1 /Float F2 [concrete]
reference-semantics/semantics/float.k	109	MPY-FLOAT	rule		"rule applyBin(""/"", F1:Float, F2:Float) => divF(F1, F2)"
reference-semantics/semantics/float.k	111	MPY-FLOAT	syntax	function,total	syntax Float ::= addF(Float, Float) [function, total, symbol(addF), no-evaluators]
reference-semantics/semantics/float.k	112	MPY-FLOAT	rule	concrete	rule addF(F1:Float, F2:Float) => F1 +Float F2 [concrete]
reference-semantics/semantics/float.k	113	MPY-FLOAT	rule		"rule applyBin(""+"", F1:Float, F2:Float) => addF(F1, F2)"
reference-semantics/semantics/float.k	115	MPY-FLOAT	syntax	function,total	syntax Float ::= mulF(Float, Float) [function, total, symbol(mulF), no-evaluators]
reference-semantics/semantics/float.k	116	MPY-FLOAT	rule	concrete	rule mulF(F1:Float, F2:Float) => F1 *Float F2 [concrete]
reference-semantics/semantics/float.k	117	MPY-FLOAT	rule		"rule applyBin(""*"", F1:Float, F2:Float) => mulF(F1, F2)"
reference-semantics/semantics/float.k	119	MPY-FLOAT	syntax	function,total	syntax Float ::= powF(Float, Float) [function, total, symbol(powF), no-evaluators]
reference-semantics/semantics/float.k	120	MPY-FLOAT	rule	concrete	rule powF(F1:Float, F2:Float) => F1 ^Float F2 [concrete]
reference-semantics/semantics/float.k	121	MPY-FLOAT	rule		"rule applyBin(""**"", F1:Float, F2:Float) => powF(F1, F2)"
reference-semantics/semantics/float.k	125	MPY-FLOAT	syntax	function,total	syntax Bool ::= gtF(Float, Float) [function, total, symbol(gtF), no-evaluators]
reference-semantics/semantics/float.k	126	MPY-FLOAT	rule	concrete	rule gtF(F1:Float, F2:Float) => F1 >Float F2 [concrete]
reference-semantics/semantics/float.k	127	MPY-FLOAT	rule		"rule applyCmp("">"",  F1:Float, F2:Float) => gtF(F1, F2)"
reference-semantics/semantics/float.k	128	MPY-FLOAT	rule		"rule applyCmp("">="", F1:Float, F2:Float) => notBool floatLt(F1, F2)"
reference-semantics/semantics/float.k	129	MPY-FLOAT	rule		"rule applyCmp(""<="", F1:Float, F2:Float) => notBool gtF(F1, F2)"
reference-semantics/semantics/float.k	132	MPY-FLOAT	rule		"rule applyBin(""**"", I:Int, F:Float) => powF(intToF(I), F)"
reference-semantics/semantics/float.k	133	MPY-FLOAT	rule		"rule applyBin(""**"", F:Float, I:Int) => powF(F, intToF(I))"
reference-semantics/semantics/float.k	134	MPY-FLOAT	rule		"rule applyBin(""-"",  I:Int, F:Float) => subF(intToF(I), F)"
reference-semantics/semantics/float.k	135	MPY-FLOAT	rule		"rule applyBin(""-"",  F:Float, I:Int) => subF(F, intToF(I))"
reference-semantics/semantics/float.k	136	MPY-FLOAT	rule		"rule applyBin(""+"",  I:Int, F:Float) => addF(intToF(I), F)"
reference-semantics/semantics/float.k	137	MPY-FLOAT	rule		"rule applyBin(""+"",  F:Float, I:Int) => addF(F, intToF(I))"
reference-semantics/semantics/float.k	138	MPY-FLOAT	rule		"rule applyBin(""*"",  I:Int, F:Float) => mulF(intToF(I), F)"
reference-semantics/semantics/float.k	139	MPY-FLOAT	rule		"rule applyBin(""*"",  F:Float, I:Int) => mulF(F, intToF(I))"
reference-semantics/semantics/float.k	142	MPY-FLOAT	syntax	function,total	syntax Bool ::= eqF(Float, Float) [function, total, symbol(eqF), no-evaluators]
reference-semantics/semantics/float.k	143	MPY-FLOAT	rule	concrete	rule eqF(F1:Float, F2:Float) => F1 ==Float F2 [concrete]
reference-semantics/semantics/float.k	144	MPY-FLOAT	rule		"rule applyCmp(""=="", I:Int, F:Float) => eqF(intToF(I), F)"
reference-semantics/semantics/float.k	145	MPY-FLOAT	rule		"rule applyCmp(""=="", F:Float, I:Int) => eqF(F, intToF(I))"
reference-semantics/semantics/float.k	146	MPY-FLOAT	rule		"rule applyCmp(""!="", I:Int, F:Float) => notBool eqF(intToF(I), F)"
reference-semantics/semantics/float.k	147	MPY-FLOAT	rule		"rule applyCmp(""!="", F:Float, I:Int) => notBool eqF(F, intToF(I))"
reference-semantics/semantics/float.k	148	MPY-FLOAT	rule		"rule applyCmp(""<"",  I:Int, F:Float) => floatLt(intToF(I), F)"
reference-semantics/semantics/float.k	149	MPY-FLOAT	rule		"rule applyCmp(""<"",  F:Float, I:Int) => floatLt(F, intToF(I))"
reference-semantics/semantics/float.k	150	MPY-FLOAT	rule		"rule applyCmp("">"",  I:Int, F:Float) => gtF(intToF(I), F)"
reference-semantics/semantics/float.k	151	MPY-FLOAT	rule		"rule applyCmp("">"",  F:Float, I:Int) => gtF(F, intToF(I))"
reference-semantics/semantics/float.k	154	MPY-FLOAT	rule		"rule applyCmp(""=="", V:Val, noneV) => V ==K noneV"
reference-semantics/semantics/float.k	155	MPY-FLOAT	rule		"rule applyCmp(""!="", V:Val, noneV) => notBool (V ==K noneV)"
reference-semantics/semantics/float.k	160	MPY-FLOAT	syntax	function,total	syntax Float ::= decStrToF(IntSeq) [function, total, symbol(decStrToF), no-evaluators]
reference-semantics/semantics/float.k	161	MPY-FLOAT	rule	concrete	rule decStrToF(iCons(45, CS:IntSeq)) => 0.0 -Float decStrToF(CS) [concrete]
