id	file	lines	kind	attributes	disposition	rationale
K0476	reference-semantics/semantics/float.k	137-137	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0477	reference-semantics/semantics/float.k	138-138	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0478	reference-semantics/semantics/float.k	139-139	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0479	reference-semantics/semantics/float.k	142-142	syntax	function,total,symbol,no-evaluators	ACCEPTED_UNUSED_PROOF_OPAQUE_BASELINE	Supplied proof-side opaque primitive with a concrete-only implementation; unreachable from this integer-only program.
K0480	reference-semantics/semantics/float.k	143-143	rule	concrete	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0481	reference-semantics/semantics/float.k	144-144	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0482	reference-semantics/semantics/float.k	145-145	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0483	reference-semantics/semantics/float.k	146-146	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0484	reference-semantics/semantics/float.k	147-147	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0485	reference-semantics/semantics/float.k	148-148	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0486	reference-semantics/semantics/float.k	149-149	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0487	reference-semantics/semantics/float.k	150-150	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0488	reference-semantics/semantics/float.k	151-151	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0489	reference-semantics/semantics/float.k	154-154	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0490	reference-semantics/semantics/float.k	155-155	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0491	reference-semantics/semantics/float.k	160-160	syntax	function,total,symbol,no-evaluators	ACCEPTED_UNUSED_PROOF_OPAQUE_BASELINE	Supplied proof-side opaque primitive with a concrete-only implementation; unreachable from this integer-only program.
K0492	reference-semantics/semantics/float.k	161-161	rule	concrete	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0493	reference-semantics/semantics/float.k	162-164	rule	concrete	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0494	reference-semantics/semantics/float.k	165-165	syntax	function	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0495	reference-semantics/semantics/float.k	166-166	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0496	reference-semantics/semantics/float.k	167-167	syntax	function,total	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0497	reference-semantics/semantics/float.k	168-168	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0498	reference-semantics/semantics/float.k	169-169	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0499	reference-semantics/semantics/float.k	170-170	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0500	reference-semantics/semantics/float.k	171-172	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0501	reference-semantics/semantics/float.k	173-173	syntax	function,total	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0502	reference-semantics/semantics/float.k	174-174	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0503	reference-semantics/semantics/float.k	175-175	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0504	reference-semantics/semantics/float.k	176-176	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0505	reference-semantics/semantics/float.k	177-177	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0506	reference-semantics/semantics/float.k	178-178	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0507	reference-semantics/semantics/float.k	179-179	syntax	function,total	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0508	reference-semantics/semantics/float.k	180-180	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0509	reference-semantics/semantics/float.k	181-181	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0510	reference-semantics/semantics/float.k	182-182	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0511	reference-semantics/semantics/float.k	183-183	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0512	reference-semantics/semantics/float.k	184-184	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0513	reference-semantics/semantics/float.k	185-185	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0514	reference-semantics/semantics/float.k	186-186	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0515	reference-semantics/semantics/float.k	187-187	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0516	reference-semantics/semantics/float.k	190-190	syntax	function,total,symbol,no-evaluators	ACCEPTED_UNUSED_PROOF_OPAQUE_BASELINE	Supplied proof-side opaque primitive with a concrete-only implementation; unreachable from this integer-only program.
K0517	reference-semantics/semantics/float.k	191-191	rule	concrete	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0518	reference-semantics/semantics/float.k	192-192	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0519	reference-semantics/semantics/float.k	195-195	syntax	function,total,symbol,no-evaluators	ACCEPTED_UNUSED_PROOF_OPAQUE_BASELINE	Supplied proof-side opaque primitive with a concrete-only implementation; unreachable from this integer-only program.
K0520	reference-semantics/semantics/float.k	196-196	rule	concrete	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0521	reference-semantics/semantics/float.k	197-197	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0522	reference-semantics/semantics/float.k	198-198	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0523	reference-semantics/semantics/float.k	199-199	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0524	reference-semantics/semantics/float.k	200-200	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0525	reference-semantics/semantics/float.k	201-201	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0526	reference-semantics/semantics/float.k	202-202	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0527	reference-semantics/semantics/float.k	203-203	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0528	reference-semantics/semantics/float.k	204-204	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0529	reference-semantics/semantics/float.k	205-205	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0530	reference-semantics/semantics/float.k	206-206	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0531	reference-semantics/semantics/float.k	209-209	syntax	function,total,symbol,no-evaluators	ACCEPTED_UNUSED_PROOF_OPAQUE_BASELINE	Supplied proof-side opaque primitive with a concrete-only implementation; unreachable from this integer-only program.
K0532	reference-semantics/semantics/float.k	210-210	rule	concrete	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0533	reference-semantics/semantics/float.k	211-211	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0534	reference-semantics/semantics/float.k	213-213	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0535	reference-semantics/semantics/float.k	214-214	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0536	reference-semantics/semantics/float.k	217-217	syntax	function,total,symbol,no-evaluators	ACCEPTED_UNUSED_PROOF_OPAQUE_BASELINE	Supplied proof-side opaque primitive with a concrete-only implementation; unreachable from this integer-only program.
K0537	reference-semantics/semantics/float.k	218-222	rule	concrete	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0538	reference-semantics/semantics/float.k	223-223	syntax	function,total,symbol,no-evaluators	ACCEPTED_UNUSED_PROOF_OPAQUE_BASELINE	Supplied proof-side opaque primitive with a concrete-only implementation; unreachable from this integer-only program.
K0539	reference-semantics/semantics/float.k	224-226	rule	concrete	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0540	reference-semantics/semantics/float.k	227-227	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0541	reference-semantics/semantics/float.k	228-228	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0542	reference-semantics/semantics/float.k	230-230	syntax	function,total,symbol,no-evaluators	ACCEPTED_UNUSED_PROOF_OPAQUE_BASELINE	Supplied proof-side opaque primitive with a concrete-only implementation; unreachable from this integer-only program.
K0543	reference-semantics/semantics/float.k	231-231	rule	concrete	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0544	reference-semantics/semantics/float.k	232-232	syntax	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0545	reference-semantics/semantics/float.k	233-233	rule	priority	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0546	reference-semantics/semantics/float.k	234-234	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0547	reference-semantics/semantics/float.k	235-235	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0548	reference-semantics/semantics/float.k	243-243	syntax	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0549	reference-semantics/semantics/float.k	244-244	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0550	reference-semantics/semantics/float.k	245-245	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0551	reference-semantics/semantics/float.k	246-246	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0552	reference-semantics/semantics/float.k	247-248	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0553	reference-semantics/semantics/float.k	250-250	syntax	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0554	reference-semantics/semantics/float.k	251-251	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0555	reference-semantics/semantics/float.k	252-252	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0556	reference-semantics/semantics/float.k	253-253	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0557	reference-semantics/semantics/float.k	254-255	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0558	reference-semantics/semantics/float.k	261-261	syntax	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0559	reference-semantics/semantics/float.k	262-264	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0560	reference-semantics/semantics/float.k	265-265	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0561	reference-semantics/semantics/float.k	266-266	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0562	reference-semantics/semantics/float.k	267-269	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0563	reference-semantics/semantics/float.k	270-272	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0564	reference-semantics/semantics/functions.k	8-11	syntax	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0565	reference-semantics/semantics/functions.k	14-16	rule	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0566	reference-semantics/semantics/functions.k	18-18	syntax	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0567	reference-semantics/semantics/functions.k	19-20	rule	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0568	reference-semantics/semantics/functions.k	27-27	syntax	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0569	reference-semantics/semantics/functions.k	31-32	syntax	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0570	reference-semantics/semantics/functions.k	33-35	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0571	reference-semantics/semantics/functions.k	36-41	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0572	reference-semantics/semantics/functions.k	42-45	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0573	reference-semantics/semantics/functions.k	47-49	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0574	reference-semantics/semantics/functions.k	50-52	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0575	reference-semantics/semantics/functions.k	53-58	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0576	reference-semantics/semantics/functions.k	59-60	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0577	reference-semantics/semantics/functions.k	63-63	rule	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0578	reference-semantics/semantics/functions.k	64-66	rule	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0579	reference-semantics/semantics/functions.k	68-75	rule	priority	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0580	reference-semantics/semantics/functions.k	78-79	rule	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0581	reference-semantics/semantics/functions.k	80-81	rule	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0582	reference-semantics/semantics/functions.k	85-90	rule	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0583	reference-semantics/semantics/int.k	7-7	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0584	reference-semantics/semantics/int.k	9-9	rule	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0585	reference-semantics/semantics/int.k	11-11	rule	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0586	reference-semantics/semantics/int.k	12-12	rule	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0587	reference-semantics/semantics/int.k	13-13	rule	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0588	reference-semantics/semantics/int.k	14-14	rule	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0589	reference-semantics/semantics/int.k	15-15	rule	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0590	reference-semantics/semantics/int.k	16-16	rule	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0591	reference-semantics/semantics/int.k	17-17	rule	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0592	reference-semantics/semantics/int.k	19-19	syntax	function	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0593	reference-semantics/semantics/int.k	20-20	rule	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0594	reference-semantics/semantics/int.k	22-22	rule	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0595	reference-semantics/semantics/int.k	23-23	rule	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0596	reference-semantics/semantics/int.k	24-24	rule	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0597	reference-semantics/semantics/int.k	25-25	rule	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0598	reference-semantics/semantics/int.k	26-26	rule	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0599	reference-semantics/semantics/int.k	27-27	rule	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0600	reference-semantics/semantics/iter.k	8-8	syntax	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0601	reference-semantics/semantics/list.k	9-9	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0602	reference-semantics/semantics/list.k	10-10	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0603	reference-semantics/semantics/list.k	13-13	syntax	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0604	reference-semantics/semantics/list.k	14-14	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0605	reference-semantics/semantics/list.k	15-15	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0606	reference-semantics/semantics/list.k	18-18	syntax	function,total	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0607	reference-semantics/semantics/list.k	19-19	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0608	reference-semantics/semantics/list.k	20-20	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0609	reference-semantics/semantics/list.k	24-25	rule	priority	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0610	reference-semantics/semantics/list.k	27-27	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0611	reference-semantics/semantics/list.k	28-28	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0612	reference-semantics/semantics/list.k	33-33	syntax	function,total	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0613	reference-semantics/semantics/list.k	34-34	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0614	reference-semantics/semantics/list.k	35-35	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
