id	file	start_line	end_line	kind	classification	attributes	assessment	text
1516	unicode-case.k	1489	1489	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbc\xa3"") => ""\xe1\xbc\xab"""
1517	unicode-case.k	1490	1490	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbc\xa4"") => ""\xe1\xbc\xac"""
1518	unicode-case.k	1491	1491	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbc\xa5"") => ""\xe1\xbc\xad"""
1519	unicode-case.k	1492	1492	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbc\xa6"") => ""\xe1\xbc\xae"""
1520	unicode-case.k	1493	1493	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbc\xa7"") => ""\xe1\xbc\xaf"""
1521	unicode-case.k	1494	1494	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbc\xa8"") => ""\xe1\xbc\xa0"""
1522	unicode-case.k	1495	1495	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbc\xa9"") => ""\xe1\xbc\xa1"""
1523	unicode-case.k	1496	1496	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbc\xaa"") => ""\xe1\xbc\xa2"""
1524	unicode-case.k	1497	1497	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbc\xab"") => ""\xe1\xbc\xa3"""
1525	unicode-case.k	1498	1498	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbc\xac"") => ""\xe1\xbc\xa4"""
1526	unicode-case.k	1499	1499	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbc\xad"") => ""\xe1\xbc\xa5"""
1527	unicode-case.k	1500	1500	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbc\xae"") => ""\xe1\xbc\xa6"""
1528	unicode-case.k	1501	1501	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbc\xaf"") => ""\xe1\xbc\xa7"""
1529	unicode-case.k	1502	1502	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbc\xb0"") => ""\xe1\xbc\xb8"""
1530	unicode-case.k	1503	1503	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbc\xb1"") => ""\xe1\xbc\xb9"""
1531	unicode-case.k	1504	1504	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbc\xb2"") => ""\xe1\xbc\xba"""
1532	unicode-case.k	1505	1505	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbc\xb3"") => ""\xe1\xbc\xbb"""
1533	unicode-case.k	1506	1506	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbc\xb4"") => ""\xe1\xbc\xbc"""
1534	unicode-case.k	1507	1507	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbc\xb5"") => ""\xe1\xbc\xbd"""
1535	unicode-case.k	1508	1508	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbc\xb6"") => ""\xe1\xbc\xbe"""
1536	unicode-case.k	1509	1509	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbc\xb7"") => ""\xe1\xbc\xbf"""
1537	unicode-case.k	1510	1510	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbc\xb8"") => ""\xe1\xbc\xb0"""
1538	unicode-case.k	1511	1511	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbc\xb9"") => ""\xe1\xbc\xb1"""
1539	unicode-case.k	1512	1512	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbc\xba"") => ""\xe1\xbc\xb2"""
1540	unicode-case.k	1513	1513	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbc\xbb"") => ""\xe1\xbc\xb3"""
1541	unicode-case.k	1514	1514	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbc\xbc"") => ""\xe1\xbc\xb4"""
1542	unicode-case.k	1515	1515	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbc\xbd"") => ""\xe1\xbc\xb5"""
1543	unicode-case.k	1516	1516	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbc\xbe"") => ""\xe1\xbc\xb6"""
1544	unicode-case.k	1517	1517	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbc\xbf"") => ""\xe1\xbc\xb7"""
1545	unicode-case.k	1518	1518	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbd\x80"") => ""\xe1\xbd\x88"""
1546	unicode-case.k	1519	1519	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbd\x81"") => ""\xe1\xbd\x89"""
1547	unicode-case.k	1520	1520	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbd\x82"") => ""\xe1\xbd\x8a"""
1548	unicode-case.k	1521	1521	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbd\x83"") => ""\xe1\xbd\x8b"""
1549	unicode-case.k	1522	1522	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbd\x84"") => ""\xe1\xbd\x8c"""
1550	unicode-case.k	1523	1523	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbd\x85"") => ""\xe1\xbd\x8d"""
1551	unicode-case.k	1524	1524	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbd\x88"") => ""\xe1\xbd\x80"""
1552	unicode-case.k	1525	1525	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbd\x89"") => ""\xe1\xbd\x81"""
1553	unicode-case.k	1526	1526	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbd\x8a"") => ""\xe1\xbd\x82"""
1554	unicode-case.k	1527	1527	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbd\x8b"") => ""\xe1\xbd\x83"""
1555	unicode-case.k	1528	1528	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbd\x8c"") => ""\xe1\xbd\x84"""
1556	unicode-case.k	1529	1529	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbd\x8d"") => ""\xe1\xbd\x85"""
1557	unicode-case.k	1530	1530	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbd\x90"") => ""\xce\xa5\xcc\x93"""
1558	unicode-case.k	1531	1531	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbd\x91"") => ""\xe1\xbd\x99"""
1559	unicode-case.k	1532	1532	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbd\x92"") => ""\xce\xa5\xcc\x93\xcc\x80"""
1560	unicode-case.k	1533	1533	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbd\x93"") => ""\xe1\xbd\x9b"""
1561	unicode-case.k	1534	1534	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbd\x94"") => ""\xce\xa5\xcc\x93\xcc\x81"""
1562	unicode-case.k	1535	1535	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbd\x95"") => ""\xe1\xbd\x9d"""
1563	unicode-case.k	1536	1536	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbd\x96"") => ""\xce\xa5\xcc\x93\xcd\x82"""
1564	unicode-case.k	1537	1537	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbd\x97"") => ""\xe1\xbd\x9f"""
1565	unicode-case.k	1538	1538	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbd\x99"") => ""\xe1\xbd\x91"""
1566	unicode-case.k	1539	1539	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbd\x9b"") => ""\xe1\xbd\x93"""
1567	unicode-case.k	1540	1540	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbd\x9d"") => ""\xe1\xbd\x95"""
1568	unicode-case.k	1541	1541	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbd\x9f"") => ""\xe1\xbd\x97"""
1569	unicode-case.k	1542	1542	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbd\xa0"") => ""\xe1\xbd\xa8"""
1570	unicode-case.k	1543	1543	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbd\xa1"") => ""\xe1\xbd\xa9"""
1571	unicode-case.k	1544	1544	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbd\xa2"") => ""\xe1\xbd\xaa"""
1572	unicode-case.k	1545	1545	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbd\xa3"") => ""\xe1\xbd\xab"""
1573	unicode-case.k	1546	1546	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbd\xa4"") => ""\xe1\xbd\xac"""
1574	unicode-case.k	1547	1547	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbd\xa5"") => ""\xe1\xbd\xad"""
1575	unicode-case.k	1548	1548	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbd\xa6"") => ""\xe1\xbd\xae"""
1576	unicode-case.k	1549	1549	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbd\xa7"") => ""\xe1\xbd\xaf"""
1577	unicode-case.k	1550	1550	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbd\xa8"") => ""\xe1\xbd\xa0"""
1578	unicode-case.k	1551	1551	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbd\xa9"") => ""\xe1\xbd\xa1"""
1579	unicode-case.k	1552	1552	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbd\xaa"") => ""\xe1\xbd\xa2"""
1580	unicode-case.k	1553	1553	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbd\xab"") => ""\xe1\xbd\xa3"""
1581	unicode-case.k	1554	1554	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbd\xac"") => ""\xe1\xbd\xa4"""
1582	unicode-case.k	1555	1555	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbd\xad"") => ""\xe1\xbd\xa5"""
1583	unicode-case.k	1556	1556	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbd\xae"") => ""\xe1\xbd\xa6"""
1584	unicode-case.k	1557	1557	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbd\xaf"") => ""\xe1\xbd\xa7"""
1585	unicode-case.k	1558	1558	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbd\xb0"") => ""\xe1\xbe\xba"""
1586	unicode-case.k	1559	1559	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbd\xb1"") => ""\xe1\xbe\xbb"""
1587	unicode-case.k	1560	1560	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbd\xb2"") => ""\xe1\xbf\x88"""
1588	unicode-case.k	1561	1561	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbd\xb3"") => ""\xe1\xbf\x89"""
1589	unicode-case.k	1562	1562	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbd\xb4"") => ""\xe1\xbf\x8a"""
1590	unicode-case.k	1563	1563	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbd\xb5"") => ""\xe1\xbf\x8b"""
1591	unicode-case.k	1564	1564	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbd\xb6"") => ""\xe1\xbf\x9a"""
1592	unicode-case.k	1565	1565	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbd\xb7"") => ""\xe1\xbf\x9b"""
1593	unicode-case.k	1566	1566	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbd\xb8"") => ""\xe1\xbf\xb8"""
1594	unicode-case.k	1567	1567	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbd\xb9"") => ""\xe1\xbf\xb9"""
1595	unicode-case.k	1568	1568	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbd\xba"") => ""\xe1\xbf\xaa"""
1596	unicode-case.k	1569	1569	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbd\xbb"") => ""\xe1\xbf\xab"""
1597	unicode-case.k	1570	1570	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbd\xbc"") => ""\xe1\xbf\xba"""
1598	unicode-case.k	1571	1571	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbd\xbd"") => ""\xe1\xbf\xbb"""
1599	unicode-case.k	1572	1572	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbe\x80"") => ""\xe1\xbc\x88\xce\x99"""
1600	unicode-case.k	1573	1573	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbe\x81"") => ""\xe1\xbc\x89\xce\x99"""
1601	unicode-case.k	1574	1574	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbe\x82"") => ""\xe1\xbc\x8a\xce\x99"""
1602	unicode-case.k	1575	1575	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbe\x83"") => ""\xe1\xbc\x8b\xce\x99"""
1603	unicode-case.k	1576	1576	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbe\x84"") => ""\xe1\xbc\x8c\xce\x99"""
1604	unicode-case.k	1577	1577	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbe\x85"") => ""\xe1\xbc\x8d\xce\x99"""
1605	unicode-case.k	1578	1578	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbe\x86"") => ""\xe1\xbc\x8e\xce\x99"""
1606	unicode-case.k	1579	1579	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbe\x87"") => ""\xe1\xbc\x8f\xce\x99"""
1607	unicode-case.k	1580	1580	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbe\x90"") => ""\xe1\xbc\xa8\xce\x99"""
1608	unicode-case.k	1581	1581	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbe\x91"") => ""\xe1\xbc\xa9\xce\x99"""
1609	unicode-case.k	1582	1582	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbe\x92"") => ""\xe1\xbc\xaa\xce\x99"""
1610	unicode-case.k	1583	1583	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbe\x93"") => ""\xe1\xbc\xab\xce\x99"""
1611	unicode-case.k	1584	1584	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbe\x94"") => ""\xe1\xbc\xac\xce\x99"""
1612	unicode-case.k	1585	1585	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbe\x95"") => ""\xe1\xbc\xad\xce\x99"""
1613	unicode-case.k	1586	1586	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbe\x96"") => ""\xe1\xbc\xae\xce\x99"""
1614	unicode-case.k	1587	1587	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbe\x97"") => ""\xe1\xbc\xaf\xce\x99"""
1615	unicode-case.k	1588	1588	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbe\xa0"") => ""\xe1\xbd\xa8\xce\x99"""
1616	unicode-case.k	1589	1589	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbe\xa1"") => ""\xe1\xbd\xa9\xce\x99"""
1617	unicode-case.k	1590	1590	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbe\xa2"") => ""\xe1\xbd\xaa\xce\x99"""
1618	unicode-case.k	1591	1591	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbe\xa3"") => ""\xe1\xbd\xab\xce\x99"""
1619	unicode-case.k	1592	1592	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbe\xa4"") => ""\xe1\xbd\xac\xce\x99"""
1620	unicode-case.k	1593	1593	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbe\xa5"") => ""\xe1\xbd\xad\xce\x99"""
1621	unicode-case.k	1594	1594	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbe\xa6"") => ""\xe1\xbd\xae\xce\x99"""
1622	unicode-case.k	1595	1595	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbe\xa7"") => ""\xe1\xbd\xaf\xce\x99"""
1623	unicode-case.k	1596	1596	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbe\xb0"") => ""\xe1\xbe\xb8"""
1624	unicode-case.k	1597	1597	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbe\xb1"") => ""\xe1\xbe\xb9"""
1625	unicode-case.k	1598	1598	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbe\xb2"") => ""\xe1\xbe\xba\xce\x99"""
1626	unicode-case.k	1599	1599	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbe\xb3"") => ""\xce\x91\xce\x99"""
1627	unicode-case.k	1600	1600	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbe\xb4"") => ""\xce\x86\xce\x99"""
1628	unicode-case.k	1601	1601	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbe\xb6"") => ""\xce\x91\xcd\x82"""
1629	unicode-case.k	1602	1602	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbe\xb7"") => ""\xce\x91\xcd\x82\xce\x99"""
1630	unicode-case.k	1603	1603	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbe\xb8"") => ""\xe1\xbe\xb0"""
1631	unicode-case.k	1604	1604	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbe\xb9"") => ""\xe1\xbe\xb1"""
1632	unicode-case.k	1605	1605	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbe\xba"") => ""\xe1\xbd\xb0"""
1633	unicode-case.k	1606	1606	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbe\xbb"") => ""\xe1\xbd\xb1"""
1634	unicode-case.k	1607	1607	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbe\xbe"") => ""\xce\x99"""
1635	unicode-case.k	1608	1608	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbf\x82"") => ""\xe1\xbf\x8a\xce\x99"""
1636	unicode-case.k	1609	1609	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbf\x83"") => ""\xce\x97\xce\x99"""
1637	unicode-case.k	1610	1610	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xe1\xbf\x84"") => ""\xce\x89\xce\x99"""
