id	file	line	end_line	module	kind	tags	text	disposition	rationale
K0458	reference-semantics/semantics/float.k	112	112	MPY-FLOAT	rule	concrete	rule addF(F1:Float, F2:Float) => F1 +Float F2 [concrete]	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0459	reference-semantics/semantics/float.k	113	114	MPY-FLOAT	rule	ordinary	"rule applyBin(""+"", F1:Float, F2:Float) => addF(F1, F2)"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0460	reference-semantics/semantics/float.k	115	115	MPY-FLOAT	syntax	function,total,no-evaluators,symbol,opaque-symbol	syntax Float ::= mulF(Float, Float) [function, total, symbol(mulF), no-evaluators]	ACCEPTED_SUPPLIED_OPAQUE_BOUNDARY	Exact trusted supplied-semantics symbol. Its interpretation is fixed by concrete rules but opaque to kprove; only floatLt/absF/subF affect this target.
K0461	reference-semantics/semantics/float.k	116	116	MPY-FLOAT	rule	concrete	rule mulF(F1:Float, F2:Float) => F1 *Float F2 [concrete]	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0462	reference-semantics/semantics/float.k	117	118	MPY-FLOAT	rule	ordinary	"rule applyBin(""*"", F1:Float, F2:Float) => mulF(F1, F2)"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0463	reference-semantics/semantics/float.k	119	119	MPY-FLOAT	syntax	function,total,no-evaluators,symbol,opaque-symbol	syntax Float ::= powF(Float, Float) [function, total, symbol(powF), no-evaluators]	ACCEPTED_SUPPLIED_OPAQUE_BOUNDARY	Exact trusted supplied-semantics symbol. Its interpretation is fixed by concrete rules but opaque to kprove; only floatLt/absF/subF affect this target.
K0464	reference-semantics/semantics/float.k	120	120	MPY-FLOAT	rule	concrete	rule powF(F1:Float, F2:Float) => F1 ^Float F2 [concrete]	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0465	reference-semantics/semantics/float.k	121	124	MPY-FLOAT	rule	ordinary	"rule applyBin(""**"", F1:Float, F2:Float) => powF(F1, F2)"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0466	reference-semantics/semantics/float.k	125	125	MPY-FLOAT	syntax	function,total,no-evaluators,symbol,opaque-symbol	syntax Bool ::= gtF(Float, Float) [function, total, symbol(gtF), no-evaluators]	ACCEPTED_SUPPLIED_OPAQUE_BOUNDARY	Exact trusted supplied-semantics symbol. Its interpretation is fixed by concrete rules but opaque to kprove; only floatLt/absF/subF affect this target.
K0467	reference-semantics/semantics/float.k	126	126	MPY-FLOAT	rule	concrete	rule gtF(F1:Float, F2:Float) => F1 >Float F2 [concrete]	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0468	reference-semantics/semantics/float.k	127	127	MPY-FLOAT	rule	ordinary	"rule applyCmp("">"", F1:Float, F2:Float) => gtF(F1, F2)"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0469	reference-semantics/semantics/float.k	128	128	MPY-FLOAT	rule	ordinary	"rule applyCmp("">="", F1:Float, F2:Float) => notBool floatLt(F1, F2)"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0470	reference-semantics/semantics/float.k	129	131	MPY-FLOAT	rule	ordinary	"rule applyCmp(""<="", F1:Float, F2:Float) => notBool gtF(F1, F2)"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0471	reference-semantics/semantics/float.k	132	132	MPY-FLOAT	rule	ordinary	"rule applyBin(""**"", I:Int, F:Float) => powF(intToF(I), F)"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0472	reference-semantics/semantics/float.k	133	133	MPY-FLOAT	rule	ordinary	"rule applyBin(""**"", F:Float, I:Int) => powF(F, intToF(I))"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0473	reference-semantics/semantics/float.k	134	134	MPY-FLOAT	rule	ordinary	"rule applyBin(""-"", I:Int, F:Float) => subF(intToF(I), F)"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0474	reference-semantics/semantics/float.k	135	135	MPY-FLOAT	rule	ordinary	"rule applyBin(""-"", F:Float, I:Int) => subF(F, intToF(I))"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0475	reference-semantics/semantics/float.k	136	136	MPY-FLOAT	rule	ordinary	"rule applyBin(""+"", I:Int, F:Float) => addF(intToF(I), F)"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0476	reference-semantics/semantics/float.k	137	137	MPY-FLOAT	rule	ordinary	"rule applyBin(""+"", F:Float, I:Int) => addF(F, intToF(I))"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0477	reference-semantics/semantics/float.k	138	138	MPY-FLOAT	rule	ordinary	"rule applyBin(""*"", I:Int, F:Float) => mulF(intToF(I), F)"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0478	reference-semantics/semantics/float.k	139	141	MPY-FLOAT	rule	ordinary	"rule applyBin(""*"", F:Float, I:Int) => mulF(F, intToF(I))"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0479	reference-semantics/semantics/float.k	142	142	MPY-FLOAT	syntax	function,total,no-evaluators,symbol,opaque-symbol	syntax Bool ::= eqF(Float, Float) [function, total, symbol(eqF), no-evaluators]	ACCEPTED_SUPPLIED_OPAQUE_BOUNDARY	Exact trusted supplied-semantics symbol. Its interpretation is fixed by concrete rules but opaque to kprove; only floatLt/absF/subF affect this target.
K0480	reference-semantics/semantics/float.k	143	143	MPY-FLOAT	rule	concrete	rule eqF(F1:Float, F2:Float) => F1 ==Float F2 [concrete]	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0481	reference-semantics/semantics/float.k	144	144	MPY-FLOAT	rule	ordinary	"rule applyCmp(""=="", I:Int, F:Float) => eqF(intToF(I), F)"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0482	reference-semantics/semantics/float.k	145	145	MPY-FLOAT	rule	ordinary	"rule applyCmp(""=="", F:Float, I:Int) => eqF(F, intToF(I))"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0483	reference-semantics/semantics/float.k	146	146	MPY-FLOAT	rule	ordinary	"rule applyCmp(""!="", I:Int, F:Float) => notBool eqF(intToF(I), F)"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0484	reference-semantics/semantics/float.k	147	147	MPY-FLOAT	rule	ordinary	"rule applyCmp(""!="", F:Float, I:Int) => notBool eqF(F, intToF(I))"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0485	reference-semantics/semantics/float.k	148	148	MPY-FLOAT	rule	ordinary	"rule applyCmp(""<"", I:Int, F:Float) => floatLt(intToF(I), F)"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0486	reference-semantics/semantics/float.k	149	149	MPY-FLOAT	rule	ordinary	"rule applyCmp(""<"", F:Float, I:Int) => floatLt(F, intToF(I))"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0487	reference-semantics/semantics/float.k	150	150	MPY-FLOAT	rule	ordinary	"rule applyCmp("">"", I:Int, F:Float) => gtF(intToF(I), F)"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0488	reference-semantics/semantics/float.k	151	153	MPY-FLOAT	rule	ordinary	"rule applyCmp("">"", F:Float, I:Int) => gtF(F, intToF(I))"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0489	reference-semantics/semantics/float.k	154	154	MPY-FLOAT	rule	ordinary	"rule applyCmp(""=="", V:Val, noneV) => V ==K noneV"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0490	reference-semantics/semantics/float.k	155	159	MPY-FLOAT	rule	ordinary	"rule applyCmp(""!="", V:Val, noneV) => notBool (V ==K noneV)"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0491	reference-semantics/semantics/float.k	160	160	MPY-FLOAT	syntax	function,total,no-evaluators,symbol,opaque-symbol	syntax Float ::= decStrToF(IntSeq) [function, total, symbol(decStrToF), no-evaluators]	ACCEPTED_SUPPLIED_OPAQUE_BOUNDARY	Exact trusted supplied-semantics symbol. Its interpretation is fixed by concrete rules but opaque to kprove; only floatLt/absF/subF affect this target.
K0492	reference-semantics/semantics/float.k	161	161	MPY-FLOAT	rule	concrete	rule decStrToF(iCons(45, CS:IntSeq)) => 0.0 -Float decStrToF(CS) [concrete]	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0493	reference-semantics/semantics/float.k	162	164	MPY-FLOAT	rule	concrete	rule decStrToF(CS:IntSeq) => intToF(intPart(CS)) +Float (intToF(fracPart(CS)) /Float intToF(fracScale(CS))) requires isLen(CS) >Int 0 andBool headIS(CS) =/=Int 45 [concrete]	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0494	reference-semantics/semantics/float.k	165	165	MPY-FLOAT	syntax	function	syntax Int ::= headIS(IntSeq) [function]	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0495	reference-semantics/semantics/float.k	166	166	MPY-FLOAT	rule	ordinary	rule headIS(iCons(C:Int, _:IntSeq)) => C	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0496	reference-semantics/semantics/float.k	167	167	MPY-FLOAT	syntax	function,total	syntax Int ::= intPart(IntSeq) [function, total] | intPartAcc(IntSeq, Int) [function, total]	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0497	reference-semantics/semantics/float.k	168	168	MPY-FLOAT	rule	ordinary	rule intPart(CS:IntSeq) => intPartAcc(CS, 0)	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0498	reference-semantics/semantics/float.k	169	169	MPY-FLOAT	rule	ordinary	rule intPartAcc(.IntSeq, A:Int) => A	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0499	reference-semantics/semantics/float.k	170	170	MPY-FLOAT	rule	ordinary	rule intPartAcc(iCons(46, _:IntSeq), A:Int) => A	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0500	reference-semantics/semantics/float.k	171	172	MPY-FLOAT	rule	ordinary	rule intPartAcc(iCons(C:Int, R:IntSeq), A:Int) => intPartAcc(R, A *Int 10 +Int (C -Int 48)) requires C =/=Int 46	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0501	reference-semantics/semantics/float.k	173	173	MPY-FLOAT	syntax	function,total	syntax Int ::= fracPart(IntSeq) [function, total] | fracAcc(IntSeq, Int) [function, total]	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0502	reference-semantics/semantics/float.k	174	174	MPY-FLOAT	rule	ordinary	rule fracPart(.IntSeq) => 0	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0503	reference-semantics/semantics/float.k	175	175	MPY-FLOAT	rule	ordinary	rule fracPart(iCons(46, R:IntSeq)) => fracAcc(R, 0)	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0504	reference-semantics/semantics/float.k	176	176	MPY-FLOAT	rule	ordinary	rule fracPart(iCons(C:Int, R:IntSeq)) => fracPart(R) requires C =/=Int 46	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0505	reference-semantics/semantics/float.k	177	177	MPY-FLOAT	rule	ordinary	rule fracAcc(.IntSeq, A:Int) => A	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0506	reference-semantics/semantics/float.k	178	178	MPY-FLOAT	rule	ordinary	rule fracAcc(iCons(C:Int, R:IntSeq), A:Int) => fracAcc(R, A *Int 10 +Int (C -Int 48))	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0507	reference-semantics/semantics/float.k	179	179	MPY-FLOAT	syntax	function,total	syntax Int ::= fracScale(IntSeq) [function, total] | fscAcc(IntSeq, Int) [function, total]	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0508	reference-semantics/semantics/float.k	180	180	MPY-FLOAT	rule	ordinary	rule fracScale(.IntSeq) => 1	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0509	reference-semantics/semantics/float.k	181	181	MPY-FLOAT	rule	ordinary	rule fracScale(iCons(46, R:IntSeq)) => fscAcc(R, 1)	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0510	reference-semantics/semantics/float.k	182	182	MPY-FLOAT	rule	ordinary	rule fracScale(iCons(C:Int, R:IntSeq)) => fracScale(R) requires C =/=Int 46	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0511	reference-semantics/semantics/float.k	183	183	MPY-FLOAT	rule	ordinary	rule fscAcc(.IntSeq, A:Int) => A	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0512	reference-semantics/semantics/float.k	184	184	MPY-FLOAT	rule	ordinary	rule fscAcc(iCons(_:Int, R:IntSeq), A:Int) => fscAcc(R, A *Int 10)	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0513	reference-semantics/semantics/float.k	185	185	MPY-FLOAT	rule	ordinary	"rule applyBuiltin(""float"", str(CS:IntSeq), .Vals) => decStrToF(CS)"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0514	reference-semantics/semantics/float.k	186	186	MPY-FLOAT	rule	ordinary	"rule applyBuiltin(""float"", I:Int, .Vals) => intToF(I)"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0515	reference-semantics/semantics/float.k	187	189	MPY-FLOAT	rule	ordinary	"rule applyBuiltin(""float"", F:Float, .Vals) => F"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0516	reference-semantics/semantics/float.k	190	190	MPY-FLOAT	syntax	function,total,no-evaluators,symbol,opaque-symbol	syntax Float ::= divFloatIntV(Float, Int) [function, total, symbol(divFloatIntV), no-evaluators]	ACCEPTED_SUPPLIED_OPAQUE_BOUNDARY	Exact trusted supplied-semantics symbol. Its interpretation is fixed by concrete rules but opaque to kprove; only floatLt/absF/subF affect this target.
K0517	reference-semantics/semantics/float.k	191	191	MPY-FLOAT	rule	concrete	rule divFloatIntV(F:Float, I:Int) => F /Float Int2Float(I, 53, 11) [concrete]	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0518	reference-semantics/semantics/float.k	192	194	MPY-FLOAT	rule	ordinary	"rule applyBin(""/"", F:Float, I:Int) => divFloatIntV(F, I)"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0519	reference-semantics/semantics/float.k	195	195	MPY-FLOAT	syntax	function,total,no-evaluators,symbol,opaque-symbol	syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]	ACCEPTED_SUPPLIED_OPAQUE_BOUNDARY	Exact trusted supplied-semantics symbol. Its interpretation is fixed by concrete rules but opaque to kprove; only floatLt/absF/subF affect this target.
K0520	reference-semantics/semantics/float.k	196	196	MPY-FLOAT	rule	concrete	rule intToF(I:Int) => Int2Float(I, 53, 11) [concrete]	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0521	reference-semantics/semantics/float.k	197	197	MPY-FLOAT	rule	ordinary	"rule applyBin(""+"", I:Int, F:Float) => addF(intToF(I), F)"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0522	reference-semantics/semantics/float.k	198	198	MPY-FLOAT	rule	ordinary	"rule applyBin(""+"", F:Float, I:Int) => addF(F, intToF(I))"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0523	reference-semantics/semantics/float.k	199	199	MPY-FLOAT	rule	ordinary	"rule applyBin(""-"", I:Int, F:Float) => subF(intToF(I), F)"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0524	reference-semantics/semantics/float.k	200	200	MPY-FLOAT	rule	ordinary	"rule applyBin(""-"", F:Float, I:Int) => subF(F, intToF(I))"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0525	reference-semantics/semantics/float.k	201	201	MPY-FLOAT	rule	ordinary	"rule applyBin(""*"", I:Int, F:Float) => mulF(intToF(I), F)"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0526	reference-semantics/semantics/float.k	202	202	MPY-FLOAT	rule	ordinary	"rule applyBin(""*"", F:Float, I:Int) => mulF(F, intToF(I))"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0527	reference-semantics/semantics/float.k	203	203	MPY-FLOAT	rule	ordinary	"rule applyCmp(""<"", I:Int, F:Float) => floatLt(intToF(I), F)"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0528	reference-semantics/semantics/float.k	204	204	MPY-FLOAT	rule	ordinary	"rule applyCmp(""<"", F:Float, I:Int) => floatLt(F, intToF(I))"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0529	reference-semantics/semantics/float.k	205	205	MPY-FLOAT	rule	ordinary	"rule applyCmp("">"", I:Int, F:Float) => gtF(intToF(I), F)"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0530	reference-semantics/semantics/float.k	206	208	MPY-FLOAT	rule	ordinary	"rule applyCmp("">"", F:Float, I:Int) => gtF(F, intToF(I))"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0531	reference-semantics/semantics/float.k	209	209	MPY-FLOAT	syntax	function,total,no-evaluators,symbol,opaque-symbol	syntax Int ::= truncF(Float) [function, total, symbol(truncF), no-evaluators]	ACCEPTED_SUPPLIED_OPAQUE_BOUNDARY	Exact trusted supplied-semantics symbol. Its interpretation is fixed by concrete rules but opaque to kprove; only floatLt/absF/subF affect this target.
K0532	reference-semantics/semantics/float.k	210	210	MPY-FLOAT	rule	concrete	rule truncF(F:Float) => #if F >=Float 0.0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi [concrete]	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0533	reference-semantics/semantics/float.k	211	212	MPY-FLOAT	rule	ordinary	"rule applyBuiltin(""int"", F:Float, .Vals) => truncF(F)"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0534	reference-semantics/semantics/float.k	213	213	MPY-FLOAT	rule	ordinary	"rule applyBuiltin(""float"", I:Int, .Vals) => intToF(I)"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0535	reference-semantics/semantics/float.k	214	216	MPY-FLOAT	rule	ordinary	"rule applyBuiltin(""float"", F:Float, .Vals) => F"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0536	reference-semantics/semantics/float.k	217	217	MPY-FLOAT	syntax	function,total,no-evaluators,symbol,opaque-symbol	syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]	ACCEPTED_SUPPLIED_OPAQUE_BOUNDARY	Exact trusted supplied-semantics symbol. Its interpretation is fixed by concrete rules but opaque to kprove; only floatLt/absF/subF affect this target.
K0537	reference-semantics/semantics/float.k	218	222	MPY-FLOAT	rule	concrete	rule roundF(F:Float) => #if (F -Float floorFloat(F)) ==Float 0.5 #then (#if Float2Int(floorFloat(F)) %Int 2 ==Int 0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi) #else Float2Int(floorFloat(F +Float 0.5)) #fi [concrete]	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0538	reference-semantics/semantics/float.k	223	223	MPY-FLOAT	syntax	function,total,no-evaluators,symbol,opaque-symbol	syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]	ACCEPTED_SUPPLIED_OPAQUE_BOUNDARY	Exact trusted supplied-semantics symbol. Its interpretation is fixed by concrete rules but opaque to kprove; only floatLt/absF/subF affect this target.
K0539	reference-semantics/semantics/float.k	224	226	MPY-FLOAT	rule	concrete	rule roundFN(F:Float, N:Int) => Int2Float(roundF(F *Float Int2Float(10 ^Int N, 53, 11)), 53, 11) /Float Int2Float(10 ^Int N, 53, 11) [concrete]	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0540	reference-semantics/semantics/float.k	227	227	MPY-FLOAT	rule	ordinary	"rule applyBuiltin(""round"", F:Float, .Vals) => roundF(F)"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0541	reference-semantics/semantics/float.k	228	229	MPY-FLOAT	rule	ordinary	"rule applyBuiltin(""round"", F:Float, N:Int, .Vals) => roundFN(F, N)"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0542	reference-semantics/semantics/float.k	230	230	MPY-FLOAT	syntax	function,total,no-evaluators,symbol,opaque-symbol	syntax Float ::= sqrtF(Float) [function, total, symbol(sqrtF), no-evaluators]	ACCEPTED_SUPPLIED_OPAQUE_BOUNDARY	Exact trusted supplied-semantics symbol. Its interpretation is fixed by concrete rules but opaque to kprove; only floatLt/absF/subF affect this target.
K0543	reference-semantics/semantics/float.k	231	231	MPY-FLOAT	rule	concrete	rule sqrtF(F:Float) => sqrtFloat(F) [concrete]	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0544	reference-semantics/semantics/float.k	232	232	MPY-FLOAT	syntax		"syntax KItem ::= ""#mathSqrt"""	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0545	reference-semantics/semantics/float.k	233	233	MPY-FLOAT	rule	priority,ordinary	"rule <k> Call(Attribute(Name(""math""), ""sqrt""), (E:Expr, .Exprs)) => E ~> #mathSqrt ... </k> [priority(40)]"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
