id	file	line	end_line	module	kind	tags	text
K0297	reference-semantics/semantics/core.k	49	67	MPY-CORE	configuration		"configuration <k> #loadAll($PGM:Module) </k> <env> 0 </env> <scopes> 0 |-> scope(.Map, parent(-1)) -1 |-> builtinsScope </scopes> <scopeLoc> 1 </scopeLoc> <heap> .Map </heap> <heapLoc> 0 </heapLoc> <stack> .List </stack> <ret> noRet </ret> <exc> NoExc </exc> <exit-code exit=""""> 0 </exit-code>"
K0298	reference-semantics/semantics/core.k	68	68	MPY-CORE	syntax	function,total	syntax Bool ::= isRefV(Val) [function, total]
K0299	reference-semantics/semantics/core.k	69	69	MPY-CORE	rule	ordinary	rule isRefV(ref(_:Int)) => true
K0300	reference-semantics/semantics/core.k	70	74	MPY-CORE	rule	owise	rule isRefV(_:Val) => false [owise]
K0301	reference-semantics/semantics/core.k	75	75	MPY-CORE	syntax		syntax HeapVal ::= cellV(Val)
K0302	reference-semantics/semantics/core.k	76	76	MPY-CORE	syntax	function,total	syntax Bool ::= isCellRef(Val) [function, total]
K0303	reference-semantics/semantics/core.k	77	77	MPY-CORE	rule	ordinary	rule isCellRef(cellRef(_:Int)) => true
K0304	reference-semantics/semantics/core.k	78	84	MPY-CORE	rule	owise	rule isCellRef(_:Val) => false [owise]
K0305	reference-semantics/semantics/core.k	85	94	MPY-CORE	rule	priority,ordinary	"rule <k> cellRef(H:Int) => V ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires ""$cells"" in_keys(M) [priority(40)]"
K0306	reference-semantics/semantics/core.k	95	95	MPY-CORE	syntax		syntax Val ::= kwV(String, Val)
K0307	reference-semantics/semantics/core.k	96	96	MPY-CORE	syntax		syntax KItem ::= #kwTag(String)
K0308	reference-semantics/semantics/core.k	97	97	MPY-CORE	rule	ordinary	rule <k> KwArg(N:String, E:Expr) => E ~> #kwTag(N) ... </k>
K0309	reference-semantics/semantics/core.k	98	99	MPY-CORE	rule	ordinary	rule <k> V:Val ~> #kwTag(N:String) => kwV(N, V) ... </k> requires notBool isKwV(V)
K0310	reference-semantics/semantics/core.k	100	100	MPY-CORE	syntax	function,total	syntax Bool ::= isKwV(Val) [function, total]
K0311	reference-semantics/semantics/core.k	101	101	MPY-CORE	rule	ordinary	rule isKwV(kwV(_:String, _:Val)) => true
K0312	reference-semantics/semantics/core.k	102	105	MPY-CORE	rule	owise	rule isKwV(_:Val) => false [owise]
K0313	reference-semantics/semantics/core.k	106	106	MPY-CORE	syntax		syntax Val ::= cellsMark(ParamNames)
K0314	reference-semantics/semantics/core.k	107	107	MPY-CORE	syntax	function	syntax ParamNames ::= cellsOf(Val) [function]
K0315	reference-semantics/semantics/core.k	108	108	MPY-CORE	rule	ordinary	rule cellsOf(cellsMark(CVS:ParamNames)) => CVS
K0316	reference-semantics/semantics/core.k	109	109	MPY-CORE	syntax	function,total	syntax Bool ::= pnMember(String, ParamNames) [function, total]
K0317	reference-semantics/semantics/core.k	110	110	MPY-CORE	rule	ordinary	rule pnMember(_:String, .ParamNames) => false
K0318	reference-semantics/semantics/core.k	111	112	MPY-CORE	rule	ordinary	rule pnMember(X:String, (P:String, R:ParamNames)) => X ==String P orBool pnMember(X, R)
K0319	reference-semantics/semantics/core.k	113	113	MPY-CORE	syntax		syntax KItem ::= #cellW(Val, Val)
K0320	reference-semantics/semantics/core.k	114	116	MPY-CORE	rule	ordinary	rule <k> #cellW(cellRef(H:Int), V:Val) => .K ... </k> <heap> ... H |-> cellV(_:Val => V) ... </heap>
K0321	reference-semantics/semantics/core.k	117	117	MPY-CORE	syntax		syntax KItem ::= #alloc(Val)
K0322	reference-semantics/semantics/core.k	118	123	MPY-CORE	rule	ordinary	rule <k> #alloc(V:Val) => ref(N) ... </k> <heap> H:Map => (N |-> V) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc> requires notBool N in_keys(H)
K0323	reference-semantics/semantics/core.k	124	124	MPY-CORE	syntax		syntax KItem ::= #loadAll(Module)
K0324	reference-semantics/semantics/core.k	125	125	MPY-CORE	rule	ordinary	rule <k> #loadAll(Module(SS:Stmts)) => SS ... </k>
K0325	reference-semantics/semantics/core.k	126	126	MPY-CORE	rule	ordinary	rule <k> (S:Stmt SS:Stmts):Stmts => S ~> SS ... </k>
K0326	reference-semantics/semantics/core.k	127	129	MPY-CORE	rule	ordinary	rule <k> .Stmts => .K ... </k>
K0327	reference-semantics/semantics/core.k	130	130	MPY-CORE	syntax		syntax KItem ::= #look(String, Int)
K0328	reference-semantics/semantics/core.k	131	131	MPY-CORE	rule	ordinary	rule <k> Name(X:String) => #look(X, L) ... </k> <env> L:Int </env>
K0329	reference-semantics/semantics/core.k	132	144	MPY-CORE	rule	ordinary	rule <k> #look(X:String, L:Int) => {M[X]}:>Val ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> requires X in_keys(M)
K0330	reference-semantics/semantics/core.k	145	151	MPY-CORE	rule	priority,ordinary	"rule <k> #look(X:String, L:Int) => V ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires X in_keys(M) andBool ""$cells"" in_keys(M) andBool pnMember(X, cellsOf({M[""$cells""]}:>Val)) andBool {M[X]}:>Val ==K cellRef(H) [priority(40)]"
K0331	reference-semantics/semantics/core.k	152	156	MPY-CORE	rule	ordinary	rule <k> #look(X:String, L:Int) => #look(X, P) ... </k> <scopes> ... L |-> scope(M:Map, parent(P:Int)) ... </scopes> requires notBool (X in_keys(M))
K0332	reference-semantics/semantics/core.k	157	157	MPY-CORE	syntax	function,total	"syntax Scope ::= ""builtinsScope"" [function, total]"
K0333	reference-semantics/semantics/core.k	158	184	MPY-CORE	rule	ordinary	"rule builtinsScope => scope(.Map [ ""len"" <- builtinV(""len"") ] [ ""set"" <- builtinV(""set"") ] [ ""sum"" <- builtinV(""sum"") ] [ ""abs"" <- builtinV(""abs"") ] [ ""min"" <- builtinV(""min"") ] [ ""max"" <- builtinV(""max"") ] [ ""ord"" <- builtinV(""ord"") ] [ ""chr"" <- builtinV(""chr"") ] [ ""range"" <- builtinV(""range"") ] [ ""all"" <- builtinV(""all"") ] [ ""any"" <- builtinV(""any"") ] [ ""zip"" <- builtinV(""zip"") ] [ ""isinstance"" <- builtinV(""isinstance"") ] [ ""sorted"" <- builtinV(""sorted"") ] [ ""list"" <- builtinV(""list"") ] [ ""round"" <- builtinV(""round"") ] [ ""bin"" <- builtinV(""bin"") ] [ ""enumerate"" <- builtinV(""enumerate"") ] [ ""map"" <- builtinV(""map"") ] [ ""eval"" <- builtinV(""eval"") ] [ ""int"" <- typeV(""int"") ] [ ""str"" <- typeV(""str"") ] [ ""float"" <- typeV(""float"") ], root)"
K0334	reference-semantics/semantics/core.k	185	185	MPY-CORE	syntax		syntax ApplyK ::= toCall(Val)
K0335	reference-semantics/semantics/core.k	186	188	MPY-CORE	syntax		syntax KItem ::= #evalArgs(Exprs, Vals, ApplyK) | #evalArgCont(Exprs, Vals, ApplyK) | #applyK(ApplyK, Vals)
K0336	reference-semantics/semantics/core.k	189	189	MPY-CORE	rule	ordinary	rule <k> #evalArgs((A:Expr, REST:Exprs), ACC:Vals, K:ApplyK) => A ~> #evalArgCont(REST, ACC, K) ... </k>
K0337	reference-semantics/semantics/core.k	190	190	MPY-CORE	rule	ordinary	rule <k> V:Val ~> #evalArgCont(REST:Exprs, ACC:Vals, K:ApplyK) => #evalArgs(REST, appendVal(ACC, V), K) ... </k>
K0338	reference-semantics/semantics/core.k	191	193	MPY-CORE	rule	ordinary	rule <k> #evalArgs(.Exprs, ACC:Vals, K:ApplyK) => #applyK(K, ACC) ... </k>
K0339	reference-semantics/semantics/core.k	194	194	MPY-CORE	rule	ordinary	rule <k> Int(I:Int) => I ... </k>
K0340	reference-semantics/semantics/core.k	195	195	MPY-CORE	rule	ordinary	rule <k> Bool(B:Bool) => B ... </k>
K0341	reference-semantics/semantics/core.k	196	198	MPY-CORE	rule	ordinary	rule <k> NoneVal => noneV ... </k>
K0342	reference-semantics/semantics/core.k	199	199	MPY-CORE	syntax	function	syntax Bool ::= truthy(Val) [function]
K0343	reference-semantics/semantics/core.k	200	200	MPY-CORE	rule	ordinary	rule truthy(B:Bool) => B
K0344	reference-semantics/semantics/core.k	201	201	MPY-CORE	rule	ordinary	rule truthy(noneV) => false
K0345	reference-semantics/semantics/core.k	202	202	MPY-CORE	rule	ordinary	rule truthy(I:Int) => I =/=Int 0
K0346	reference-semantics/semantics/core.k	203	203	MPY-CORE	rule	ordinary	rule truthy(str(S:IntSeq)) => notBool (S ==K .IntSeq)
K0347	reference-semantics/semantics/core.k	204	204	MPY-CORE	rule	ordinary	rule truthy(list(V:ValSeq)) => notBool (V ==K .ValSeq)
K0348	reference-semantics/semantics/core.k	205	207	MPY-CORE	rule	ordinary	rule truthy(tuple(V:ValSeq)) => notBool (V ==K .ValSeq)
K0349	reference-semantics/semantics/core.k	208	208	MPY-CORE	syntax	function	syntax Val ::= applyUn(String, Val) [function]
K0350	reference-semantics/semantics/core.k	209	209	MPY-CORE	syntax	function	syntax Val ::= applyBin(String, Val, Val) [function]
K0351	reference-semantics/semantics/core.k	210	212	MPY-CORE	syntax	function	syntax Bool ::= applyCmp(String, Val, Val) [function]
K0352	reference-semantics/semantics/core.k	213	213	MPY-CORE	syntax	function,total	syntax Vals ::= appendVal(Vals, Val) [function, total]
K0353	reference-semantics/semantics/core.k	214	214	MPY-CORE	rule	ordinary	rule appendVal(.Vals, V:Val) => V , .Vals
K0354	reference-semantics/semantics/core.k	215	216	MPY-CORE	rule	ordinary	rule appendVal((V0:Val, VS:Vals), V:Val) => V0 , appendVal(VS, V)
K0355	reference-semantics/semantics/core.k	217	217	MPY-CORE	syntax	function,total	syntax ValSeq ::= vals2valSeq(Vals) [function, total]
K0356	reference-semantics/semantics/core.k	218	218	MPY-CORE	rule	ordinary	rule vals2valSeq(.Vals) => .ValSeq
K0357	reference-semantics/semantics/core.k	219	222	MPY-CORE	rule	ordinary	rule vals2valSeq((V:Val, VS:Vals)) => vCons(V, vals2valSeq(VS))
K0358	reference-semantics/semantics/core.k	223	223	MPY-CORE	syntax	function,total	syntax Int ::= vsLen(ValSeq) [function, total]
K0359	reference-semantics/semantics/core.k	224	224	MPY-CORE	rule	ordinary	rule vsLen(.ValSeq) => 0
K0360	reference-semantics/semantics/core.k	225	226	MPY-CORE	rule	ordinary	rule vsLen(vCons(_:Val, S:ValSeq)) => 1 +Int vsLen(S)
K0361	reference-semantics/semantics/core.k	227	227	MPY-CORE	syntax	function,total	syntax Int ::= isLen(IntSeq) [function, total]
K0362	reference-semantics/semantics/core.k	228	228	MPY-CORE	rule	ordinary	rule isLen(.IntSeq) => 0
K0363	reference-semantics/semantics/core.k	229	232	MPY-CORE	rule	ordinary	rule isLen(iCons(_:Int, S:IntSeq)) => 1 +Int isLen(S)
K0364	reference-semantics/semantics/core.k	233	233	MPY-CORE	syntax	function,total	syntax ValSeq ::= setVSAt(ValSeq, Int, Val) [function, total]
K0365	reference-semantics/semantics/core.k	234	234	MPY-CORE	rule	ordinary	rule setVSAt(.ValSeq, _:Int, _:Val) => .ValSeq
K0366	reference-semantics/semantics/core.k	235	235	MPY-CORE	rule	ordinary	rule setVSAt(vCons(_:Val, S:ValSeq), 0, V:Val) => vCons(V, S)
K0367	reference-semantics/semantics/core.k	236	237	MPY-CORE	rule	ordinary	rule setVSAt(vCons(W:Val, S:ValSeq), I:Int, V:Val) => vCons(W, setVSAt(S, I -Int 1, V)) requires I >Int 0
K0368	reference-semantics/semantics/core.k	238	239	MPY-CORE	rule	ordinary	rule setVSAt(VS:ValSeq, I:Int, _:Val) => VS requires I <Int 0
K0369	reference-semantics/semantics/dict.k	20	22	MPY-DICT	syntax		syntax Val ::= dictV(ValSeq, ValSeq)
K0370	reference-semantics/semantics/dict.k	23	25	MPY-DICT	syntax		syntax KItem ::= #dictAcc(Entries, ValSeq, ValSeq) | #dictKey(Expr, Entries, ValSeq, ValSeq) | #dictVal(Val, Entries, ValSeq, ValSeq)
K0371	reference-semantics/semantics/dict.k	26	26	MPY-DICT	rule	ordinary	rule <k> DictExpr(ES:Entries) => #dictAcc(ES, .ValSeq, .ValSeq) ... </k>
K0372	reference-semantics/semantics/dict.k	27	27	MPY-DICT	rule	ordinary	rule <k> #dictAcc(.Entries, KS:ValSeq, VS:ValSeq) => dictV(KS, VS) ... </k>
K0373	reference-semantics/semantics/dict.k	28	29	MPY-DICT	rule	ordinary	rule <k> #dictAcc((Entry(K:Expr, V:Expr), REST:Entries), KS:ValSeq, VS:ValSeq) => K ~> #dictKey(V, REST, KS, VS) ... </k>
K0374	reference-semantics/semantics/dict.k	30	31	MPY-DICT	rule	ordinary	rule <k> KV:Val ~> #dictKey(V:Expr, REST:Entries, KS:ValSeq, VS:ValSeq) => V ~> #dictVal(KV, REST, KS, VS) ... </k>
K0375	reference-semantics/semantics/dict.k	32	36	MPY-DICT	rule	ordinary	rule <k> VV:Val ~> #dictVal(KV:Val, REST:Entries, KS:ValSeq, VS:ValSeq) => #dictAcc(REST, dPutK(KS, KV), dPutV(KS, VS, KV, VV)) ... </k>
K0376	reference-semantics/semantics/dict.k	37	37	MPY-DICT	syntax	function,total	syntax Bool ::= dHasKey(ValSeq, Val) [function, total]
K0377	reference-semantics/semantics/dict.k	38	38	MPY-DICT	rule	ordinary	rule dHasKey(.ValSeq, _:Val) => false
K0378	reference-semantics/semantics/dict.k	39	39	MPY-DICT	rule	ordinary	rule dHasKey(vCons(A:Val, _:ValSeq), K:Val) => true requires A ==K K
K0379	reference-semantics/semantics/dict.k	40	42	MPY-DICT	rule	ordinary	rule dHasKey(vCons(A:Val, R:ValSeq), K:Val) => dHasKey(R, K) requires notBool (A ==K K)
K0380	reference-semantics/semantics/dict.k	43	43	MPY-DICT	syntax	function,total	syntax ValSeq ::= dPutK(ValSeq, Val) [function, total]
K0381	reference-semantics/semantics/dict.k	44	44	MPY-DICT	rule	ordinary	rule dPutK(KS:ValSeq, K:Val) => KS requires dHasKey(KS, K)
K0382	reference-semantics/semantics/dict.k	45	48	MPY-DICT	rule	ordinary	rule dPutK(KS:ValSeq, K:Val) => valSeqConcat(KS, vCons(K, .ValSeq)) requires notBool dHasKey(KS, K)
K0383	reference-semantics/semantics/dict.k	49	49	MPY-DICT	syntax	function,total	syntax ValSeq ::= dPutV(ValSeq, ValSeq, Val, Val) [function, total]
K0384	reference-semantics/semantics/dict.k	50	51	MPY-DICT	rule	ordinary	rule dPutV(vCons(A:Val, _:ValSeq), vCons(_:Val, VR:ValSeq), K:Val, V:Val) => vCons(V, VR) requires A ==K K
K0385	reference-semantics/semantics/dict.k	52	53	MPY-DICT	rule	ordinary	rule dPutV(vCons(A:Val, KR:ValSeq), vCons(B:Val, VR:ValSeq), K:Val, V:Val) => vCons(B, dPutV(KR, VR, K, V)) requires notBool (A ==K K)
K0386	reference-semantics/semantics/dict.k	54	57	MPY-DICT	rule	owise	rule dPutV(_KS:ValSeq, VS:ValSeq, _K:Val, V:Val) => valSeqConcat(VS, vCons(V, .ValSeq)) [owise]
K0387	reference-semantics/semantics/dict.k	58	62	MPY-DICT	rule	priority,ordinary	"rule <k> #applyK(toCall(boundMethodV(dictV(KS:ValSeq, _:ValSeq), ""keys"")), .Vals) => #alloc(list(KS)) ... </k> [priority(40)]"
K0388	reference-semantics/semantics/dict.k	63	63	MPY-DICT	rule	ordinary	rule applyIndexD(dictV(KS:ValSeq, VS:ValSeq), K:Val) => dGet(KS, VS, K)
K0389	reference-semantics/semantics/dict.k	64	64	MPY-DICT	syntax	function	syntax Val ::= applyIndexD(Val, Val) [function]
K0390	reference-semantics/semantics/dict.k	65	69	MPY-DICT	rule	priority,ordinary	rule <k> Subscript(dictV(KS:ValSeq, VS:ValSeq), K:Val) => applyIndexD(dictV(KS, VS), K) ... </k> [priority(45)]
K0391	reference-semantics/semantics/dict.k	70	70	MPY-DICT	syntax	function	syntax Val ::= dictSet(Val, Val, Val) [function]
K0392	reference-semantics/semantics/dict.k	71	75	MPY-DICT	rule	ordinary	rule dictSet(dictV(KS:ValSeq, VS:ValSeq), K:Val, V:Val) => dictV(dPutK(KS, K), dPutV(KS, VS, K, V))
K0393	reference-semantics/semantics/dict.k	76	76	MPY-DICT	syntax		syntax KItem ::= #dsetK(String, Val)
K0394	reference-semantics/semantics/dict.k	77	77	MPY-DICT	rule	ordinary	rule <k> Assign(Subscript(Name(X:String), K:Expr), VV:Val) => K ~> #dsetK(X, VV) ... </k>
K0395	reference-semantics/semantics/dict.k	78	81	MPY-DICT	rule	ordinary	rule <k> KV:Val ~> #dsetK(X:String, VV:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- dictSet({M[X]}:>Val, KV, VV) ], _) ... </scopes> requires X in_keys(M) andBool notBool isRefV({M[X]}:>Val)
K0396	reference-semantics/semantics/dict.k	82	85	MPY-DICT	rule	ordinary	rule <k> KV:Val ~> #dsetK(X:String, VV:Val) => #dsetV({M[X]}:>Val, KV, VV) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires X in_keys(M) andBool isRefV({M[X]}:>Val)
K0397	reference-semantics/semantics/dict.k	86	86	MPY-DICT	syntax		syntax KItem ::= #dsetV(Val, Val, Val)
K0398	reference-semantics/semantics/dict.k	87	89	MPY-DICT	rule	ordinary	rule <k> #dsetV(ref(H:Int), I:Int, VV:Val) => .K ... </k> <heap> ... H |-> list(VS:ValSeq => setVSAt(VS, normIdxD(I, vsLen(VS)), VV)) ... </heap>
K0399	reference-semantics/semantics/dict.k	90	90	MPY-DICT	syntax	function,total	syntax Int ::= normIdxD(Int, Int) [function, total]
K0400	reference-semantics/semantics/dict.k	91	91	MPY-DICT	rule	ordinary	rule normIdxD(I:Int, LEN:Int) => I +Int LEN requires I <Int 0
K0401	reference-semantics/semantics/dict.k	92	94	MPY-DICT	rule	ordinary	rule normIdxD(I:Int, _:Int) => I requires I >=Int 0
K0402	reference-semantics/semantics/dict.k	95	96	MPY-DICT	rule	ordinary	"rule applyCmp(""=="", dictV(KS1:ValSeq, VS1:ValSeq), dictV(KS2:ValSeq, VS2:ValSeq)) => (vsLen(KS1) ==Int vsLen(KS2)) andBool dSubset(KS1, VS1, KS2, VS2)"
K0403	reference-semantics/semantics/dict.k	97	97	MPY-DICT	syntax	function	syntax Bool ::= dSubset(ValSeq, ValSeq, ValSeq, ValSeq) [function]
K0404	reference-semantics/semantics/dict.k	98	98	MPY-DICT	rule	ordinary	rule dSubset(.ValSeq, .ValSeq, _:ValSeq, _:ValSeq) => true
K0405	reference-semantics/semantics/dict.k	99	100	MPY-DICT	rule	ordinary	rule dSubset(vCons(K:Val, KR:ValSeq), vCons(V:Val, VR:ValSeq), KS2:ValSeq, VS2:ValSeq) => dHasKey(KS2, K) andBool (dGet(KS2, VS2, K) ==K V) andBool dSubset(KR, VR, KS2, VS2)
K0406	reference-semantics/semantics/dict.k	101	101	MPY-DICT	syntax	function	syntax Val ::= dGet(ValSeq, ValSeq, Val) [function]
K0407	reference-semantics/semantics/dict.k	102	102	MPY-DICT	rule	ordinary	rule dGet(vCons(A:Val, _:ValSeq), vCons(B:Val, _:ValSeq), K:Val) => B requires A ==K K
K0408	reference-semantics/semantics/dict.k	103	103	MPY-DICT	rule	ordinary	rule dGet(vCons(A:Val, KR:ValSeq), vCons(_:Val, VR:ValSeq), K:Val) => dGet(KR, VR, K) requires notBool (A ==K K)
K0409	reference-semantics/semantics/float.k	20	20	MPY-FLOAT	syntax		syntax Val ::= Float
K0410	reference-semantics/semantics/float.k	21	23	MPY-FLOAT	rule	ordinary	rule <k> Float(F:Float) => F ... </k>
K0411	reference-semantics/semantics/float.k	24	24	MPY-FLOAT	syntax	function,total,no-evaluators,symbol,opaque-symbol	syntax Float ::= intFloatDiv(Int, Float) [function, total, symbol(intFloatDiv), no-evaluators]
K0412	reference-semantics/semantics/float.k	25	26	MPY-FLOAT	rule	concrete	rule intFloatDiv(I:Int, F:Float) => Int2Float(I, 53, 11) /Float F [concrete]
K0413	reference-semantics/semantics/float.k	27	29	MPY-FLOAT	rule	ordinary	"rule applyBin(""/"", I:Int, F:Float) => intFloatDiv(I, F)"
K0414	reference-semantics/semantics/float.k	30	30	MPY-FLOAT	syntax	function,total,no-evaluators,symbol,opaque-symbol	syntax Float ::= divII(Int, Int) [function, total, symbol(divII), no-evaluators]
K0415	reference-semantics/semantics/float.k	31	31	MPY-FLOAT	rule	concrete	rule divII(I1:Int, I2:Int) => Int2Float(I1, 53, 11) /Float Int2Float(I2, 53, 11) [concrete]
K0416	reference-semantics/semantics/float.k	32	36	MPY-FLOAT	rule	ordinary	"rule applyBin(""/"", I1:Int, I2:Int) => divII(I1, I2)"
K0417	reference-semantics/semantics/float.k	37	37	MPY-FLOAT	syntax	function,total,no-evaluators,symbol,opaque-symbol	syntax Float ::= floatMod(Float, Float) [function, total, symbol(floatMod), no-evaluators]
K0418	reference-semantics/semantics/float.k	38	38	MPY-FLOAT	rule	concrete	rule floatMod(F1:Float, F2:Float) => F1 -Float (floorFloat(F1 /Float F2) *Float F2) [concrete]
K0419	reference-semantics/semantics/float.k	39	42	MPY-FLOAT	rule	ordinary	"rule applyBin(""%"", F1:Float, F2:Float) => floatMod(F1, F2)"
K0420	reference-semantics/semantics/float.k	43	43	MPY-FLOAT	rule	ordinary	"rule applyCmp(""=="", F1:Float, F2:Float) => F1 ==Float F2"
K0421	reference-semantics/semantics/float.k	44	49	MPY-FLOAT	rule	ordinary	"rule applyCmp(""!="", F1:Float, F2:Float) => notBool (F1 ==Float F2)"
K0422	reference-semantics/semantics/float.k	50	50	MPY-FLOAT	syntax	function,total,no-evaluators,symbol,opaque-symbol	syntax Bool ::= floatLt(Float, Float) [function, total, symbol(floatLt), no-evaluators]
K0423	reference-semantics/semantics/float.k	51	51	MPY-FLOAT	rule	concrete	rule floatLt(F1:Float, F2:Float) => F1 <Float F2 [concrete]
K0424	reference-semantics/semantics/float.k	52	53	MPY-FLOAT	rule	ordinary	"rule applyCmp(""<"", F1:Float, F2:Float) => floatLt(F1, F2)"
K0425	reference-semantics/semantics/float.k	54	54	MPY-FLOAT	syntax	function,total,no-evaluators,symbol,opaque-symbol	syntax Float ::= absF(Float) [function, total, symbol(absF), no-evaluators]
K0426	reference-semantics/semantics/float.k	55	55	MPY-FLOAT	rule	concrete	rule absF(F:Float) => absFloat(F) [concrete]
K0427	reference-semantics/semantics/float.k	56	60	MPY-FLOAT	rule	ordinary	"rule applyBuiltin(""abs"", F:Float, .Vals) => absF(F)"
K0428	reference-semantics/semantics/float.k	61	64	MPY-FLOAT	rule	ordinary	rule <k> Import(_:String) => .K ... </k>
K0429	reference-semantics/semantics/float.k	65	65	MPY-FLOAT	syntax		"syntax KItem ::= ""#mathCeil"""
K0430	reference-semantics/semantics/float.k	66	66	MPY-FLOAT	rule	priority,ordinary	"rule <k> Call(Attribute(Name(""math""), ""ceil""), (E:Expr, .Exprs)) => E ~> #mathCeil ... </k> [priority(40)]"
K0431	reference-semantics/semantics/float.k	67	69	MPY-FLOAT	rule	ordinary	rule <k> V:Val ~> #mathCeil => ceilF(V) ... </k>
K0432	reference-semantics/semantics/float.k	70	70	MPY-FLOAT	syntax		"syntax KItem ::= ""#mathFloor"""
K0433	reference-semantics/semantics/float.k	71	71	MPY-FLOAT	rule	priority,ordinary	"rule <k> Call(Attribute(Name(""math""), ""floor""), (E:Expr, .Exprs)) => E ~> #mathFloor ... </k> [priority(40)]"
K0434	reference-semantics/semantics/float.k	72	72	MPY-FLOAT	rule	ordinary	rule <k> V:Val ~> #mathFloor => floorFI(V) ... </k>
K0435	reference-semantics/semantics/float.k	73	73	MPY-FLOAT	syntax	function,total,symbol	syntax Int ::= floorFI(Val) [function, total, symbol(floorFI)]
K0436	reference-semantics/semantics/float.k	74	74	MPY-FLOAT	rule	concrete	rule floorFI(I:Int) => I [concrete]
K0437	reference-semantics/semantics/float.k	75	77	MPY-FLOAT	rule	concrete	rule floorFI(F:Float) => Float2Int(floorFloat(F)) [concrete]
K0438	reference-semantics/semantics/float.k	78	78	MPY-FLOAT	rule	ordinary	"rule applyBuiltin(""floor"", V:Val, .Vals) => floorFI(V)"
K0439	reference-semantics/semantics/float.k	79	81	MPY-FLOAT	rule	ordinary	"rule applyBuiltin(""ceil"", V:Val, .Vals) => ceilF(V)"
K0440	reference-semantics/semantics/float.k	82	82	MPY-FLOAT	syntax		syntax KItem ::= #mathPow1(Expr) | #mathPow2(Val)
K0441	reference-semantics/semantics/float.k	83	83	MPY-FLOAT	rule	priority,ordinary	"rule <k> Call(Attribute(Name(""math""), ""pow""), (E1:Expr, E2:Expr, .Exprs)) => E1 ~> #mathPow1(E2) ... </k> [priority(40)]"
K0442	reference-semantics/semantics/float.k	84	84	MPY-FLOAT	rule	ordinary	rule <k> V1:Val ~> #mathPow1(E2:Expr) => E2 ~> #mathPow2(V1) ... </k>
K0443	reference-semantics/semantics/float.k	85	85	MPY-FLOAT	rule	ordinary	rule <k> V2:Val ~> #mathPow2(V1:Val) => powF(toF(V1), toF(V2)) ... </k>
K0444	reference-semantics/semantics/float.k	86	86	MPY-FLOAT	syntax	function,total,symbol	syntax Float ::= toF(Val) [function, total, symbol(toF)]
K0445	reference-semantics/semantics/float.k	87	87	MPY-FLOAT	rule	concrete	rule toF(F:Float) => F [concrete]
K0446	reference-semantics/semantics/float.k	88	92	MPY-FLOAT	rule	concrete	rule toF(I:Int) => intToF(I) [concrete]
K0447	reference-semantics/semantics/float.k	93	93	MPY-FLOAT	syntax	function,total,symbol	syntax Int ::= ceilF(Val) [function, total, symbol(ceilF)]
K0448	reference-semantics/semantics/float.k	94	94	MPY-FLOAT	rule	concrete	rule ceilF(I:Int) => I [concrete]
K0449	reference-semantics/semantics/float.k	95	98	MPY-FLOAT	rule	concrete	rule ceilF(F:Float) => Float2Int(ceilFloat(F)) [concrete]
K0450	reference-semantics/semantics/float.k	99	102	MPY-FLOAT	rule	ordinary	"rule applyUn(""-"", F:Float) => 0.0 -Float F"
K0451	reference-semantics/semantics/float.k	103	103	MPY-FLOAT	syntax	function,total,no-evaluators,symbol,opaque-symbol	syntax Float ::= subF(Float, Float) [function, total, symbol(subF), no-evaluators]
K0452	reference-semantics/semantics/float.k	104	104	MPY-FLOAT	rule	concrete	rule subF(F1:Float, F2:Float) => F1 -Float F2 [concrete]
K0453	reference-semantics/semantics/float.k	105	106	MPY-FLOAT	rule	ordinary	"rule applyBin(""-"", F1:Float, F2:Float) => subF(F1, F2)"
K0454	reference-semantics/semantics/float.k	107	107	MPY-FLOAT	syntax	function,total,no-evaluators,symbol,opaque-symbol	syntax Float ::= divF(Float, Float) [function, total, symbol(divF), no-evaluators]
K0455	reference-semantics/semantics/float.k	108	108	MPY-FLOAT	rule	concrete	rule divF(F1:Float, F2:Float) => F1 /Float F2 [concrete]
K0456	reference-semantics/semantics/float.k	109	110	MPY-FLOAT	rule	ordinary	"rule applyBin(""/"", F1:Float, F2:Float) => divF(F1, F2)"
K0457	reference-semantics/semantics/float.k	111	111	MPY-FLOAT	syntax	function,total,no-evaluators,symbol,opaque-symbol	syntax Float ::= addF(Float, Float) [function, total, symbol(addF), no-evaluators]
K0458	reference-semantics/semantics/float.k	112	112	MPY-FLOAT	rule	concrete	rule addF(F1:Float, F2:Float) => F1 +Float F2 [concrete]
K0459	reference-semantics/semantics/float.k	113	114	MPY-FLOAT	rule	ordinary	"rule applyBin(""+"", F1:Float, F2:Float) => addF(F1, F2)"
