id	file	start_line	end_line	kind	attributes	review_class	decision	text
reference-semantics/semantics/float.k:132:rule:67	reference-semantics/semantics/float.k	132	132	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule applyBin(""**"", I:Int, F:Float) => powF(intToF(I), F)"
reference-semantics/semantics/float.k:133:rule:68	reference-semantics/semantics/float.k	133	133	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule applyBin(""**"", F:Float, I:Int) => powF(F, intToF(I))"
reference-semantics/semantics/float.k:134:rule:69	reference-semantics/semantics/float.k	134	134	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule applyBin(""-"", I:Int, F:Float) => subF(intToF(I), F)"
reference-semantics/semantics/float.k:135:rule:70	reference-semantics/semantics/float.k	135	135	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule applyBin(""-"", F:Float, I:Int) => subF(F, intToF(I))"
reference-semantics/semantics/float.k:136:rule:71	reference-semantics/semantics/float.k	136	136	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule applyBin(""+"", I:Int, F:Float) => addF(intToF(I), F)"
reference-semantics/semantics/float.k:137:rule:72	reference-semantics/semantics/float.k	137	137	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule applyBin(""+"", F:Float, I:Int) => addF(F, intToF(I))"
reference-semantics/semantics/float.k:138:rule:73	reference-semantics/semantics/float.k	138	138	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule applyBin(""*"", I:Int, F:Float) => mulF(intToF(I), F)"
reference-semantics/semantics/float.k:139:rule:74	reference-semantics/semantics/float.k	139	139	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule applyBin(""*"", F:Float, I:Int) => mulF(F, intToF(I))"
reference-semantics/semantics/float.k:142:syntax:75	reference-semantics/semantics/float.k	142	142	syntax	function,total,no-evaluators,symbol	OUT_OF_TARGET_SLICE_DECLARATION	NO TARGET IMPACT: fixed-semantics declaration not exercised by the pinned program	syntax Bool ::= eqF(Float, Float) [function, total, symbol(eqF), no-evaluators]
reference-semantics/semantics/float.k:143:rule:76	reference-semantics/semantics/float.k	143	143	rule	concrete	OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule eqF(F1:Float, F2:Float) => F1 ==Float F2 [concrete]
reference-semantics/semantics/float.k:144:rule:77	reference-semantics/semantics/float.k	144	144	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule applyCmp(""=="", I:Int, F:Float) => eqF(intToF(I), F)"
reference-semantics/semantics/float.k:145:rule:78	reference-semantics/semantics/float.k	145	145	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule applyCmp(""=="", F:Float, I:Int) => eqF(F, intToF(I))"
reference-semantics/semantics/float.k:146:rule:79	reference-semantics/semantics/float.k	146	146	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule applyCmp(""!="", I:Int, F:Float) => notBool eqF(intToF(I), F)"
reference-semantics/semantics/float.k:147:rule:80	reference-semantics/semantics/float.k	147	147	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule applyCmp(""!="", F:Float, I:Int) => notBool eqF(F, intToF(I))"
reference-semantics/semantics/float.k:148:rule:81	reference-semantics/semantics/float.k	148	148	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule applyCmp(""<"", I:Int, F:Float) => floatLt(intToF(I), F)"
reference-semantics/semantics/float.k:149:rule:82	reference-semantics/semantics/float.k	149	149	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule applyCmp(""<"", F:Float, I:Int) => floatLt(F, intToF(I))"
reference-semantics/semantics/float.k:150:rule:83	reference-semantics/semantics/float.k	150	150	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule applyCmp("">"", I:Int, F:Float) => gtF(intToF(I), F)"
reference-semantics/semantics/float.k:151:rule:84	reference-semantics/semantics/float.k	151	151	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule applyCmp("">"", F:Float, I:Int) => gtF(F, intToF(I))"
reference-semantics/semantics/float.k:154:rule:85	reference-semantics/semantics/float.k	154	154	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule applyCmp(""=="", V:Val, noneV) => V ==K noneV"
reference-semantics/semantics/float.k:155:rule:86	reference-semantics/semantics/float.k	155	155	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule applyCmp(""!="", V:Val, noneV) => notBool (V ==K noneV)"
reference-semantics/semantics/float.k:160:syntax:87	reference-semantics/semantics/float.k	160	160	syntax	function,total,no-evaluators,symbol	OUT_OF_TARGET_SLICE_DECLARATION	NO TARGET IMPACT: fixed-semantics declaration not exercised by the pinned program	syntax Float ::= decStrToF(IntSeq) [function, total, symbol(decStrToF), no-evaluators]
reference-semantics/semantics/float.k:161:rule:88	reference-semantics/semantics/float.k	161	161	rule	concrete	OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule decStrToF(iCons(45, CS:IntSeq)) => 0.0 -Float decStrToF(CS) [concrete]
reference-semantics/semantics/float.k:162:rule:89	reference-semantics/semantics/float.k	162	164	rule	concrete	OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule decStrToF(CS:IntSeq) => intToF(intPart(CS)) +Float (intToF(fracPart(CS)) /Float intToF(fracScale(CS))) requires isLen(CS) >Int 0 andBool headIS(CS) =/=Int 45 [concrete]
reference-semantics/semantics/float.k:165:syntax:90	reference-semantics/semantics/float.k	165	165	syntax	function	OUT_OF_TARGET_SLICE_DECLARATION	NO TARGET IMPACT: fixed-semantics declaration not exercised by the pinned program	syntax Int ::= headIS(IntSeq) [function]
reference-semantics/semantics/float.k:166:rule:91	reference-semantics/semantics/float.k	166	166	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule headIS(iCons(C:Int, _:IntSeq)) => C
reference-semantics/semantics/float.k:167:syntax:92	reference-semantics/semantics/float.k	167	167	syntax	function,total	OUT_OF_TARGET_SLICE_DECLARATION	NO TARGET IMPACT: fixed-semantics declaration not exercised by the pinned program	syntax Int ::= intPart(IntSeq) [function, total] | intPartAcc(IntSeq, Int) [function, total]
reference-semantics/semantics/float.k:168:rule:93	reference-semantics/semantics/float.k	168	168	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule intPart(CS:IntSeq) => intPartAcc(CS, 0)
reference-semantics/semantics/float.k:169:rule:94	reference-semantics/semantics/float.k	169	169	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule intPartAcc(.IntSeq, A:Int) => A
reference-semantics/semantics/float.k:170:rule:95	reference-semantics/semantics/float.k	170	170	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule intPartAcc(iCons(46, _:IntSeq), A:Int) => A
reference-semantics/semantics/float.k:171:rule:96	reference-semantics/semantics/float.k	171	172	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule intPartAcc(iCons(C:Int, R:IntSeq), A:Int) => intPartAcc(R, A *Int 10 +Int (C -Int 48)) requires C =/=Int 46
reference-semantics/semantics/float.k:173:syntax:97	reference-semantics/semantics/float.k	173	173	syntax	function,total	OUT_OF_TARGET_SLICE_DECLARATION	NO TARGET IMPACT: fixed-semantics declaration not exercised by the pinned program	syntax Int ::= fracPart(IntSeq) [function, total] | fracAcc(IntSeq, Int) [function, total]
reference-semantics/semantics/float.k:174:rule:98	reference-semantics/semantics/float.k	174	174	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule fracPart(.IntSeq) => 0
reference-semantics/semantics/float.k:175:rule:99	reference-semantics/semantics/float.k	175	175	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule fracPart(iCons(46, R:IntSeq)) => fracAcc(R, 0)
reference-semantics/semantics/float.k:176:rule:100	reference-semantics/semantics/float.k	176	176	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule fracPart(iCons(C:Int, R:IntSeq)) => fracPart(R) requires C =/=Int 46
reference-semantics/semantics/float.k:177:rule:101	reference-semantics/semantics/float.k	177	177	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule fracAcc(.IntSeq, A:Int) => A
reference-semantics/semantics/float.k:178:rule:102	reference-semantics/semantics/float.k	178	178	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule fracAcc(iCons(C:Int, R:IntSeq), A:Int) => fracAcc(R, A *Int 10 +Int (C -Int 48))
reference-semantics/semantics/float.k:179:syntax:103	reference-semantics/semantics/float.k	179	179	syntax	function,total	OUT_OF_TARGET_SLICE_DECLARATION	NO TARGET IMPACT: fixed-semantics declaration not exercised by the pinned program	syntax Int ::= fracScale(IntSeq) [function, total] | fscAcc(IntSeq, Int) [function, total]
reference-semantics/semantics/float.k:180:rule:104	reference-semantics/semantics/float.k	180	180	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule fracScale(.IntSeq) => 1
reference-semantics/semantics/float.k:181:rule:105	reference-semantics/semantics/float.k	181	181	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule fracScale(iCons(46, R:IntSeq)) => fscAcc(R, 1)
reference-semantics/semantics/float.k:182:rule:106	reference-semantics/semantics/float.k	182	182	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule fracScale(iCons(C:Int, R:IntSeq)) => fracScale(R) requires C =/=Int 46
reference-semantics/semantics/float.k:183:rule:107	reference-semantics/semantics/float.k	183	183	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule fscAcc(.IntSeq, A:Int) => A
reference-semantics/semantics/float.k:184:rule:108	reference-semantics/semantics/float.k	184	184	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule fscAcc(iCons(_:Int, R:IntSeq), A:Int) => fscAcc(R, A *Int 10)
reference-semantics/semantics/float.k:185:rule:109	reference-semantics/semantics/float.k	185	185	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule applyBuiltin(""float"", str(CS:IntSeq), .Vals) => decStrToF(CS)"
reference-semantics/semantics/float.k:186:rule:110	reference-semantics/semantics/float.k	186	186	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule applyBuiltin(""float"", I:Int, .Vals) => intToF(I)"
reference-semantics/semantics/float.k:187:rule:111	reference-semantics/semantics/float.k	187	187	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule applyBuiltin(""float"", F:Float, .Vals) => F"
reference-semantics/semantics/float.k:190:syntax:112	reference-semantics/semantics/float.k	190	190	syntax	function,total,no-evaluators,symbol	OUT_OF_TARGET_SLICE_DECLARATION	NO TARGET IMPACT: fixed-semantics declaration not exercised by the pinned program	syntax Float ::= divFloatIntV(Float, Int) [function, total, symbol(divFloatIntV), no-evaluators]
reference-semantics/semantics/float.k:191:rule:113	reference-semantics/semantics/float.k	191	191	rule	concrete	OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule divFloatIntV(F:Float, I:Int) => F /Float Int2Float(I, 53, 11) [concrete]
reference-semantics/semantics/float.k:192:rule:114	reference-semantics/semantics/float.k	192	192	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule applyBin(""/"", F:Float, I:Int) => divFloatIntV(F, I)"
reference-semantics/semantics/float.k:195:syntax:115	reference-semantics/semantics/float.k	195	195	syntax	function,total,no-evaluators,symbol	OUT_OF_TARGET_SLICE_DECLARATION	NO TARGET IMPACT: fixed-semantics declaration not exercised by the pinned program	syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]
reference-semantics/semantics/float.k:196:rule:116	reference-semantics/semantics/float.k	196	196	rule	concrete	OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule intToF(I:Int) => Int2Float(I, 53, 11) [concrete]
reference-semantics/semantics/float.k:197:rule:117	reference-semantics/semantics/float.k	197	197	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule applyBin(""+"", I:Int, F:Float) => addF(intToF(I), F)"
reference-semantics/semantics/float.k:198:rule:118	reference-semantics/semantics/float.k	198	198	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule applyBin(""+"", F:Float, I:Int) => addF(F, intToF(I))"
reference-semantics/semantics/float.k:199:rule:119	reference-semantics/semantics/float.k	199	199	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule applyBin(""-"", I:Int, F:Float) => subF(intToF(I), F)"
reference-semantics/semantics/float.k:200:rule:120	reference-semantics/semantics/float.k	200	200	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule applyBin(""-"", F:Float, I:Int) => subF(F, intToF(I))"
reference-semantics/semantics/float.k:201:rule:121	reference-semantics/semantics/float.k	201	201	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule applyBin(""*"", I:Int, F:Float) => mulF(intToF(I), F)"
reference-semantics/semantics/float.k:202:rule:122	reference-semantics/semantics/float.k	202	202	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule applyBin(""*"", F:Float, I:Int) => mulF(F, intToF(I))"
reference-semantics/semantics/float.k:203:rule:123	reference-semantics/semantics/float.k	203	203	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule applyCmp(""<"", I:Int, F:Float) => floatLt(intToF(I), F)"
reference-semantics/semantics/float.k:204:rule:124	reference-semantics/semantics/float.k	204	204	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule applyCmp(""<"", F:Float, I:Int) => floatLt(F, intToF(I))"
reference-semantics/semantics/float.k:205:rule:125	reference-semantics/semantics/float.k	205	205	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule applyCmp("">"", I:Int, F:Float) => gtF(intToF(I), F)"
reference-semantics/semantics/float.k:206:rule:126	reference-semantics/semantics/float.k	206	206	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule applyCmp("">"", F:Float, I:Int) => gtF(F, intToF(I))"
reference-semantics/semantics/float.k:209:syntax:127	reference-semantics/semantics/float.k	209	209	syntax	function,total,no-evaluators,symbol	OUT_OF_TARGET_SLICE_DECLARATION	NO TARGET IMPACT: fixed-semantics declaration not exercised by the pinned program	syntax Int ::= truncF(Float) [function, total, symbol(truncF), no-evaluators]
reference-semantics/semantics/float.k:210:rule:128	reference-semantics/semantics/float.k	210	210	rule	concrete	OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule truncF(F:Float) => #if F >=Float 0.0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi [concrete]
reference-semantics/semantics/float.k:211:rule:129	reference-semantics/semantics/float.k	211	211	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule applyBuiltin(""int"", F:Float, .Vals) => truncF(F)"
reference-semantics/semantics/float.k:213:rule:130	reference-semantics/semantics/float.k	213	213	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule applyBuiltin(""float"", I:Int, .Vals) => intToF(I)"
reference-semantics/semantics/float.k:214:rule:131	reference-semantics/semantics/float.k	214	214	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule applyBuiltin(""float"", F:Float, .Vals) => F"
reference-semantics/semantics/float.k:217:syntax:132	reference-semantics/semantics/float.k	217	217	syntax	function,total,no-evaluators,symbol	OUT_OF_TARGET_SLICE_DECLARATION	NO TARGET IMPACT: fixed-semantics declaration not exercised by the pinned program	syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]
reference-semantics/semantics/float.k:218:rule:133	reference-semantics/semantics/float.k	218	222	rule	concrete	OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule roundF(F:Float) => #if (F -Float floorFloat(F)) ==Float 0.5 #then (#if Float2Int(floorFloat(F)) %Int 2 ==Int 0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi) #else Float2Int(floorFloat(F +Float 0.5)) #fi [concrete]
reference-semantics/semantics/float.k:223:syntax:134	reference-semantics/semantics/float.k	223	223	syntax	function,total,no-evaluators,symbol	OUT_OF_TARGET_SLICE_DECLARATION	NO TARGET IMPACT: fixed-semantics declaration not exercised by the pinned program	syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]
reference-semantics/semantics/float.k:224:rule:135	reference-semantics/semantics/float.k	224	226	rule	concrete	OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule roundFN(F:Float, N:Int) => Int2Float(roundF(F *Float Int2Float(10 ^Int N, 53, 11)), 53, 11) /Float Int2Float(10 ^Int N, 53, 11) [concrete]
reference-semantics/semantics/float.k:227:rule:136	reference-semantics/semantics/float.k	227	227	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule applyBuiltin(""round"", F:Float, .Vals) => roundF(F)"
reference-semantics/semantics/float.k:228:rule:137	reference-semantics/semantics/float.k	228	228	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule applyBuiltin(""round"", F:Float, N:Int, .Vals) => roundFN(F, N)"
reference-semantics/semantics/float.k:230:syntax:138	reference-semantics/semantics/float.k	230	230	syntax	function,total,no-evaluators,symbol	OUT_OF_TARGET_SLICE_DECLARATION	NO TARGET IMPACT: fixed-semantics declaration not exercised by the pinned program	syntax Float ::= sqrtF(Float) [function, total, symbol(sqrtF), no-evaluators]
reference-semantics/semantics/float.k:231:rule:139	reference-semantics/semantics/float.k	231	231	rule	concrete	OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule sqrtF(F:Float) => sqrtFloat(F) [concrete]
reference-semantics/semantics/float.k:232:syntax:140	reference-semantics/semantics/float.k	232	232	syntax		OUT_OF_TARGET_SLICE_DECLARATION	NO TARGET IMPACT: fixed-semantics declaration not exercised by the pinned program	"syntax KItem ::= ""#mathSqrt"""
reference-semantics/semantics/float.k:233:rule:141	reference-semantics/semantics/float.k	233	233	rule	priority	OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule <k> Call(Attribute(Name(""math""), ""sqrt""), (E:Expr, .Exprs)) => E ~> #mathSqrt ... </k> [priority(40)]"
reference-semantics/semantics/float.k:234:rule:142	reference-semantics/semantics/float.k	234	234	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule <k> F:Float ~> #mathSqrt => sqrtF(F) ... </k>
reference-semantics/semantics/float.k:235:rule:143	reference-semantics/semantics/float.k	235	235	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule <k> I:Int ~> #mathSqrt => sqrtF(intToF(I)) ... </k>
reference-semantics/semantics/float.k:243:syntax:144	reference-semantics/semantics/float.k	243	243	syntax		OUT_OF_TARGET_SLICE_DECLARATION	NO TARGET IMPACT: fixed-semantics declaration not exercised by the pinned program	syntax KItem ::= #maxAccF(Iterable, Float) | #maxContF(Float)
reference-semantics/semantics/float.k:244:rule:145	reference-semantics/semantics/float.k	244	244	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAccF(R, {V}:>Float) ... </k> requires isFloat(V)
reference-semantics/semantics/float.k:245:rule:146	reference-semantics/semantics/float.k	245	245	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule <k> #maxAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #maxContF(M) ... </k>
reference-semantics/semantics/float.k:246:rule:147	reference-semantics/semantics/float.k	246	246	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule <k> #iterDone ~> #maxContF(M:Float) => M ... </k>
reference-semantics/semantics/float.k:247:rule:148	reference-semantics/semantics/float.k	247	248	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #maxAccF(R, maxFloat(M, {V}:>Float)) ... </k> requires isFloat(V)
reference-semantics/semantics/float.k:250:syntax:149	reference-semantics/semantics/float.k	250	250	syntax		OUT_OF_TARGET_SLICE_DECLARATION	NO TARGET IMPACT: fixed-semantics declaration not exercised by the pinned program	syntax KItem ::= #minAccF(Iterable, Float) | #minContF(Float)
reference-semantics/semantics/float.k:251:rule:150	reference-semantics/semantics/float.k	251	251	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAccF(R, {V}:>Float) ... </k> requires isFloat(V)
reference-semantics/semantics/float.k:252:rule:151	reference-semantics/semantics/float.k	252	252	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule <k> #minAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #minContF(M) ... </k>
reference-semantics/semantics/float.k:253:rule:152	reference-semantics/semantics/float.k	253	253	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule <k> #iterDone ~> #minContF(M:Float) => M ... </k>
reference-semantics/semantics/float.k:254:rule:153	reference-semantics/semantics/float.k	254	255	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule <k> #iterYield(V:Val, R:Iterable) ~> #minContF(M:Float) => #minAccF(R, minFloat(M, {V}:>Float)) ... </k> requires isFloat(V)
reference-semantics/semantics/float.k:261:syntax:154	reference-semantics/semantics/float.k	261	261	syntax		OUT_OF_TARGET_SLICE_DECLARATION	NO TARGET IMPACT: fixed-semantics declaration not exercised by the pinned program	syntax KItem ::= #sumAccF(Iterable, Float) | #sumContF(Float)
reference-semantics/semantics/float.k:262:rule:155	reference-semantics/semantics/float.k	262	264	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int) => #sumAccF(R, addF(intToF(ACC), {V}:>Float)) ... </k> requires isFloat(V) andBool notBool (isInt(V) orBool isBool(V))
reference-semantics/semantics/float.k:265:rule:156	reference-semantics/semantics/float.k	265	265	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule <k> #sumAccF(IT:Iterable, ACC:Float) => #iterNext(IT) ~> #sumContF(ACC) ... </k>
reference-semantics/semantics/float.k:266:rule:157	reference-semantics/semantics/float.k	266	266	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule <k> #iterDone ~> #sumContF(ACC:Float) => ACC ... </k>
