id	file	line	kind	attributes	disposition	rationale	entry
573	reference-semantics/semantics/float.k	195	syntax	function, total, symbol	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]
574	reference-semantics/semantics/float.k	196	rule	concrete	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	rule intToF(I:Int) => Int2Float(I, 53, 11) [concrete]
575	reference-semantics/semantics/float.k	197	rule	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	rule applyBin("+", I:Int, F:Float) => addF(intToF(I), F)
576	reference-semantics/semantics/float.k	198	rule	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	rule applyBin("+", F:Float, I:Int) => addF(F, intToF(I))
577	reference-semantics/semantics/float.k	199	rule	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	rule applyBin("-", I:Int, F:Float) => subF(intToF(I), F)
578	reference-semantics/semantics/float.k	200	rule	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	rule applyBin("-", F:Float, I:Int) => subF(F, intToF(I))
579	reference-semantics/semantics/float.k	201	rule	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	rule applyBin("*", I:Int, F:Float) => mulF(intToF(I), F)
580	reference-semantics/semantics/float.k	202	rule	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	rule applyBin("*", F:Float, I:Int) => mulF(F, intToF(I))
581	reference-semantics/semantics/float.k	203	rule	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	rule applyCmp("<", I:Int, F:Float) => floatLt(intToF(I), F)
582	reference-semantics/semantics/float.k	204	rule	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	rule applyCmp("<", F:Float, I:Int) => floatLt(F, intToF(I))
583	reference-semantics/semantics/float.k	205	rule	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	rule applyCmp(">", I:Int, F:Float) => gtF(intToF(I), F)
584	reference-semantics/semantics/float.k	206	rule	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	rule applyCmp(">", F:Float, I:Int) => gtF(F, intToF(I))
585	reference-semantics/semantics/float.k	209	syntax	function, total, symbol	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	syntax Int ::= truncF(Float) [function, total, symbol(truncF), no-evaluators]
586	reference-semantics/semantics/float.k	210	rule	concrete	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	rule truncF(F:Float) => #if F >=Float 0.0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi [concrete]
587	reference-semantics/semantics/float.k	211	rule	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	rule applyBuiltin("int", F:Float, .Vals) => truncF(F)
588	reference-semantics/semantics/float.k	213	rule	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	rule applyBuiltin("float", I:Int, .Vals) => intToF(I)
589	reference-semantics/semantics/float.k	214	rule	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	rule applyBuiltin("float", F:Float, .Vals) => F
590	reference-semantics/semantics/float.k	217	syntax	function, total, symbol	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]
591	reference-semantics/semantics/float.k	218	rule	concrete	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	rule roundF(F:Float) => #if (F -Float floorFloat(F)) ==Float 0.5 #then (#if Float2Int(floorFloat(F)) %Int 2 ==Int 0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi) #else Float2Int(floorFloat(F +Float 0.5)) #fi [concrete]
592	reference-semantics/semantics/float.k	223	syntax	function, total, symbol	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]
593	reference-semantics/semantics/float.k	224	rule	concrete	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	rule roundFN(F:Float, N:Int) => Int2Float(roundF(F *Float Int2Float(10 ^Int N, 53, 11)), 53, 11) /Float Int2Float(10 ^Int N, 53, 11) [concrete]
594	reference-semantics/semantics/float.k	227	rule	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	rule applyBuiltin("round", F:Float, .Vals) => roundF(F)
595	reference-semantics/semantics/float.k	228	rule	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	rule applyBuiltin("round", F:Float, N:Int, .Vals) => roundFN(F, N)
596	reference-semantics/semantics/float.k	230	syntax	function, total, symbol	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	syntax Float ::= sqrtF(Float) [function, total, symbol(sqrtF), no-evaluators]
597	reference-semantics/semantics/float.k	231	rule	concrete	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	rule sqrtF(F:Float) => sqrtFloat(F) [concrete]
598	reference-semantics/semantics/float.k	232	syntax	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	syntax KItem ::= "#mathSqrt"
599	reference-semantics/semantics/float.k	233	rule	priority	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	rule <k> Call(Attribute(Name("math"), "sqrt"), (E:Expr, .Exprs)) => E ~> #mathSqrt ... </k> [priority(40)]
600	reference-semantics/semantics/float.k	234	rule	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	rule <k> F:Float ~> #mathSqrt => sqrtF(F) ... </k>
601	reference-semantics/semantics/float.k	235	rule	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	rule <k> I:Int ~> #mathSqrt => sqrtF(intToF(I)) ... </k>
602	reference-semantics/semantics/float.k	243	syntax	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	syntax KItem ::= #maxAccF(Iterable, Float) | #maxContF(Float)
603	reference-semantics/semantics/float.k	244	rule	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAccF(R, {V}:>Float) ... </k> requires isFloat(V)
604	reference-semantics/semantics/float.k	245	rule	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	rule <k> #maxAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #maxContF(M) ... </k>
605	reference-semantics/semantics/float.k	246	rule	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	rule <k> #iterDone ~> #maxContF(M:Float) => M ... </k>
606	reference-semantics/semantics/float.k	247	rule	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #maxAccF(R, maxFloat(M, {V}:>Float)) ... </k> requires isFloat(V)
607	reference-semantics/semantics/float.k	250	syntax	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	syntax KItem ::= #minAccF(Iterable, Float) | #minContF(Float)
608	reference-semantics/semantics/float.k	251	rule	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAccF(R, {V}:>Float) ... </k> requires isFloat(V)
609	reference-semantics/semantics/float.k	252	rule	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	rule <k> #minAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #minContF(M) ... </k>
610	reference-semantics/semantics/float.k	253	rule	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	rule <k> #iterDone ~> #minContF(M:Float) => M ... </k>
611	reference-semantics/semantics/float.k	254	rule	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	rule <k> #iterYield(V:Val, R:Iterable) ~> #minContF(M:Float) => #minAccF(R, minFloat(M, {V}:>Float)) ... </k> requires isFloat(V)
612	reference-semantics/semantics/float.k	261	syntax	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	syntax KItem ::= #sumAccF(Iterable, Float) | #sumContF(Float)
613	reference-semantics/semantics/float.k	262	rule	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int) => #sumAccF(R, addF(intToF(ACC), {V}:>Float)) ... </k> requires isFloat(V) andBool notBool (isInt(V) orBool isBool(V))
614	reference-semantics/semantics/float.k	265	rule	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	rule <k> #sumAccF(IT:Iterable, ACC:Float) => #iterNext(IT) ~> #sumContF(ACC) ... </k>
615	reference-semantics/semantics/float.k	266	rule	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	rule <k> #iterDone ~> #sumContF(ACC:Float) => ACC ... </k>
616	reference-semantics/semantics/float.k	267	rule	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, {V}:>Float)) ... </k> requires isFloat(V)
617	reference-semantics/semantics/float.k	270	rule	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, intToF(intOf(V)))) ... </k> requires isInt(V) orBool isBool(V)
618	reference-semantics/semantics/float.k	273	endmodule	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	endmodule
619	reference-semantics/semantics/functions.k	3	module	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	module MPY-FUNCTIONS
620	reference-semantics/semantics/functions.k	4	imports	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	imports MPY-CORE
621	reference-semantics/semantics/functions.k	8	syntax	-	FIXED_SUPPLIED_USED_AND_CHECKED	Trusted supplied-semantics entry reached by solution.mpy; its evaluation order, guard, and state footprint were reviewed.	syntax KItem ::= frame(continuation: K, callerEnv: Int, savedLoc: Int) | #bindP(ParamNames, Vals) | "#pop" | "#endcall"
622	reference-semantics/semantics/functions.k	14	rule	-	FIXED_SUPPLIED_USED_AND_CHECKED	Trusted supplied-semantics entry reached by solution.mpy; its evaluation order, guard, and state footprint were reviewed.	rule <k> FuncDef(F:String, Params(PNS:ParamNames), BODY:Stmts) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureVal(PNS, BODY, L) ], _) ... </scopes>
623	reference-semantics/semantics/functions.k	18	syntax	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	syntax Expr ::= closureExpr(ParamNames, Stmts)
624	reference-semantics/semantics/functions.k	19	rule	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	rule <k> closureExpr(PNS:ParamNames, BODY:Stmts) => closureVal(PNS, BODY, L) ... </k> <env> L:Int </env>
625	reference-semantics/semantics/functions.k	27	syntax	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	syntax Val ::= closureValC(ParamNames, ParamNames, Stmts, Map)
626	reference-semantics/semantics/functions.k	31	syntax	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	syntax KItem ::= #mkClosure(String, ParamNames, ParamNames, ParamNames, Stmts, Map) | #mkLambda(ParamNames, ParamNames, ParamNames, Stmts, Map)
627	reference-semantics/semantics/functions.k	33	rule	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	rule <k> FuncDef(F:String, Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), BODY:Stmts) => #mkClosure(F, PNS, CVS, FVS, BODY, .Map) ... </k>
628	reference-semantics/semantics/functions.k	36	rule	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkClosure(F, PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires FV in_keys(M)
629	reference-semantics/semantics/functions.k	42	rule	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureValC(PNS, CVS, BODY, CM) ], _) ... </scopes>
630	reference-semantics/semantics/functions.k	47	rule	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	rule <k> Lambda(Params(PNS:ParamNames), E:Expr) => closureVal(PNS, Return(E) .Stmts, L) ... </k> <env> L:Int </env>
631	reference-semantics/semantics/functions.k	50	rule	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	rule <k> Lambda(Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), E:Expr) => #mkLambda(PNS, CVS, FVS, Return(E) .Stmts, .Map) ... </k>
632	reference-semantics/semantics/functions.k	53	rule	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkLambda(PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires FV in_keys(M)
633	reference-semantics/semantics/functions.k	59	rule	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => closureValC(PNS, CVS, BODY, CM) ... </k>
634	reference-semantics/semantics/functions.k	63	rule	-	FIXED_SUPPLIED_USED_AND_CHECKED	Trusted supplied-semantics entry reached by solution.mpy; its evaluation order, guard, and state footprint were reviewed.	rule <k> #bindP(.ParamNames, .Vals) => .K ... </k>
635	reference-semantics/semantics/functions.k	64	rule	-	FIXED_SUPPLIED_USED_AND_CHECKED	Trusted supplied-semantics entry reached by solution.mpy; its evaluation order, guard, and state footprint were reviewed.	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ P <- V ], _) ... </scopes>
636	reference-semantics/semantics/functions.k	68	rule	priority	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #cellW({M[P]}:>Val, V) ~> #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires "$cells" in_keys(M) andBool pnMember(P, cellsOf({M["$cells"]}:>Val)) andBool P in_keys(M) andBool isCellRef({M[P]}:>Val) [priority(40)]
637	reference-semantics/semantics/functions.k	78	rule	-	FIXED_SUPPLIED_USED_AND_CHECKED	Trusted supplied-semantics entry reached by solution.mpy; its evaluation order, guard, and state footprint were reviewed.	rule <k> Return(V:Val) ~> _ => #pop </k> <ret> noRet => retV(V) </ret>
638	reference-semantics/semantics/functions.k	80	rule	-	FIXED_SUPPLIED_USED_AND_CHECKED	Trusted supplied-semantics entry reached by solution.mpy; its evaluation order, guard, and state footprint were reviewed.	rule <k> #endcall => #pop ... </k> <ret> noRet => retV(noneV) </ret>
639	reference-semantics/semantics/functions.k	85	rule	-	FIXED_SUPPLIED_USED_AND_CHECKED	Trusted supplied-semantics entry reached by solution.mpy; its evaluation order, guard, and state footprint were reviewed.	rule <k> #pop => V ~> CONT </k> <ret> retV(V) => noRet </ret> <stack> ListItem(frame(CONT:K, CALLERL:Int, SAVEDL:Int)) => .List ... </stack> <env> L:Int => CALLERL </env> <scopes> SC:Map => SC [ L <- undef ] </scopes> <scopeLoc> _ => SAVEDL </scopeLoc>
640	reference-semantics/semantics/functions.k	91	endmodule	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	endmodule
641	reference-semantics/semantics/int.k	4	module	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	module MPY-INT
642	reference-semantics/semantics/int.k	5	imports	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	imports MPY-CORE
643	reference-semantics/semantics/int.k	7	rule	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	rule applyUn("-", I:Int) => 0 -Int I
644	reference-semantics/semantics/int.k	9	rule	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	rule applyBin("+", I1:Int, I2:Int) => I1 +Int I2
645	reference-semantics/semantics/int.k	11	rule	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	rule applyBin("+", I:Int, B:Bool) => I +Int #if B #then 1 #else 0 #fi
646	reference-semantics/semantics/int.k	12	rule	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	rule applyBin("+", B:Bool, I:Int) => #if B #then 1 #else 0 #fi +Int I
647	reference-semantics/semantics/int.k	13	rule	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	rule applyBin("-", I1:Int, I2:Int) => I1 -Int I2
648	reference-semantics/semantics/int.k	14	rule	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	rule applyBin("*", I1:Int, I2:Int) => I1 *Int I2
649	reference-semantics/semantics/int.k	15	rule	-	FIXED_SUPPLIED_USED_AND_CHECKED	Trusted supplied-semantics entry reached by solution.mpy; its evaluation order, guard, and state footprint were reviewed.	rule applyBin("%", I1:Int, I2:Int) => pyMod(I1, I2)
650	reference-semantics/semantics/int.k	16	rule	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	rule applyBin("//", I1:Int, I2:Int) => (I1 -Int pyMod(I1, I2)) /Int I2
651	reference-semantics/semantics/int.k	17	rule	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	rule applyBin("**", I1:Int, I2:Int) => I1 ^Int I2 requires I2 >=Int 0
652	reference-semantics/semantics/int.k	19	syntax	function	FIXED_SUPPLIED_USED_AND_CHECKED	Trusted supplied-semantics entry reached by solution.mpy; its evaluation order, guard, and state footprint were reviewed.	syntax Int ::= pyMod(Int, Int) [function]
653	reference-semantics/semantics/int.k	20	rule	-	FIXED_SUPPLIED_USED_AND_CHECKED	Trusted supplied-semantics entry reached by solution.mpy; its evaluation order, guard, and state footprint were reviewed.	rule pyMod(I1:Int, I2:Int) => ((I1 %Int I2) +Int I2) %Int I2
654	reference-semantics/semantics/int.k	22	rule	-	FIXED_SUPPLIED_USED_AND_CHECKED	Trusted supplied-semantics entry reached by solution.mpy; its evaluation order, guard, and state footprint were reviewed.	rule applyCmp("<", I1:Int, I2:Int) => I1 <Int I2
655	reference-semantics/semantics/int.k	23	rule	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	rule applyCmp("<=", I1:Int, I2:Int) => I1 <=Int I2
656	reference-semantics/semantics/int.k	24	rule	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	rule applyCmp(">", I1:Int, I2:Int) => I1 >Int I2
657	reference-semantics/semantics/int.k	25	rule	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	rule applyCmp(">=", I1:Int, I2:Int) => I1 >=Int I2
658	reference-semantics/semantics/int.k	26	rule	-	FIXED_SUPPLIED_USED_AND_CHECKED	Trusted supplied-semantics entry reached by solution.mpy; its evaluation order, guard, and state footprint were reviewed.	rule applyCmp("==", I1:Int, I2:Int) => I1 ==Int I2
659	reference-semantics/semantics/int.k	27	rule	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	rule applyCmp("!=", I1:Int, I2:Int) => I1 =/=Int I2
660	reference-semantics/semantics/int.k	28	endmodule	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	endmodule
661	reference-semantics/semantics/iter.k	6	module	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	module MPY-ITER
662	reference-semantics/semantics/iter.k	7	imports	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	imports MPY-CORE
663	reference-semantics/semantics/iter.k	8	syntax	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	syntax KItem ::= #iterNext(Iterable) | "#iterDone" | #iterYield(Val, Iterable)
664	reference-semantics/semantics/iter.k	9	endmodule	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	endmodule
665	reference-semantics/semantics/list.k	3	module	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	module MPY-LIST
666	reference-semantics/semantics/list.k	4	imports	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	imports MPY-CORE
667	reference-semantics/semantics/list.k	5	imports	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	imports MPY-ITER
668	reference-semantics/semantics/list.k	6	imports	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	imports MPY-OPERATORS
669	reference-semantics/semantics/list.k	9	rule	-	FIXED_SUPPLIED_UNUSED	Type-and-byte-identical trusted supplied-semantics entry; not reachable from the submitted program's construct slice and adds no candidate-local proof power.	rule <k> #iterNext(list(.ValSeq)) => #iterDone ... </k>
