source	lines	kind	attributes	text	disposition
/reference/reference-semantics/semantics/float.k:104	104-104	rule	concrete	rule subF(F1:Float, F2:Float) => F1 -Float F2 [concrete]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:105	105-106	rule	ordinary	rule applyBin("-", F1:Float, F2:Float) => subF(F1, F2)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:107	107-107	syntax	function,total,no-evaluators,symbol	syntax Float ::= divF(Float, Float) [function, total, symbol(divF), no-evaluators]	TRUSTED-FIXED-OPAQUE: supplied-semantics primitive; unreachable from submitted program
/reference/reference-semantics/semantics/float.k:108	108-108	rule	concrete	rule divF(F1:Float, F2:Float) => F1 /Float F2 [concrete]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:109	109-110	rule	ordinary	rule applyBin("/", F1:Float, F2:Float) => divF(F1, F2)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:111	111-111	syntax	function,total,no-evaluators,symbol	syntax Float ::= addF(Float, Float) [function, total, symbol(addF), no-evaluators]	TRUSTED-FIXED-OPAQUE: supplied-semantics primitive; unreachable from submitted program
/reference/reference-semantics/semantics/float.k:112	112-112	rule	concrete	rule addF(F1:Float, F2:Float) => F1 +Float F2 [concrete]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:113	113-114	rule	ordinary	rule applyBin("+", F1:Float, F2:Float) => addF(F1, F2)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:115	115-115	syntax	function,total,no-evaluators,symbol	syntax Float ::= mulF(Float, Float) [function, total, symbol(mulF), no-evaluators]	TRUSTED-FIXED-OPAQUE: supplied-semantics primitive; unreachable from submitted program
/reference/reference-semantics/semantics/float.k:116	116-116	rule	concrete	rule mulF(F1:Float, F2:Float) => F1 *Float F2 [concrete]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:117	117-118	rule	ordinary	rule applyBin("*", F1:Float, F2:Float) => mulF(F1, F2)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:119	119-119	syntax	function,total,no-evaluators,symbol	syntax Float ::= powF(Float, Float) [function, total, symbol(powF), no-evaluators]	TRUSTED-FIXED-OPAQUE: supplied-semantics primitive; unreachable from submitted program
/reference/reference-semantics/semantics/float.k:120	120-120	rule	concrete	rule powF(F1:Float, F2:Float) => F1 ^Float F2 [concrete]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:121	121-124	rule	ordinary	rule applyBin("**", F1:Float, F2:Float) => powF(F1, F2) // ---- the remaining comparisons (gtF promoted from find_zero — its summaries // case-split on the atom; >= / <= derive from the two opaque compares) ----	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:125	125-125	syntax	function,total,no-evaluators,symbol	syntax Bool ::= gtF(Float, Float) [function, total, symbol(gtF), no-evaluators]	TRUSTED-FIXED-OPAQUE: supplied-semantics primitive; unreachable from submitted program
/reference/reference-semantics/semantics/float.k:126	126-126	rule	concrete	rule gtF(F1:Float, F2:Float) => F1 >Float F2 [concrete]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:127	127-127	rule	ordinary	rule applyCmp(">", F1:Float, F2:Float) => gtF(F1, F2)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:128	128-128	rule	ordinary	rule applyCmp(">=", F1:Float, F2:Float) => notBool floatLt(F1, F2)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:129	129-131	rule	ordinary	rule applyCmp("<=", F1:Float, F2:Float) => notBool gtF(F1, F2) // ---- mixed Int/Float operators promote the Int side (n ** 0.5 etc.) ----	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:132	132-132	rule	ordinary	rule applyBin("**", I:Int, F:Float) => powF(intToF(I), F)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:133	133-133	rule	ordinary	rule applyBin("**", F:Float, I:Int) => powF(F, intToF(I))	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:134	134-134	rule	ordinary	rule applyBin("-", I:Int, F:Float) => subF(intToF(I), F)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:135	135-135	rule	ordinary	rule applyBin("-", F:Float, I:Int) => subF(F, intToF(I))	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:136	136-136	rule	ordinary	rule applyBin("+", I:Int, F:Float) => addF(intToF(I), F)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:137	137-137	rule	ordinary	rule applyBin("+", F:Float, I:Int) => addF(F, intToF(I))	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:138	138-138	rule	ordinary	rule applyBin("*", I:Int, F:Float) => mulF(intToF(I), F)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:139	139-141	rule	ordinary	rule applyBin("*", F:Float, I:Int) => mulF(F, intToF(I)) // ---- mixed Int == Float (shared eqF; opaque symbolic / concrete twin) ----	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:142	142-142	syntax	function,total,no-evaluators,symbol	syntax Bool ::= eqF(Float, Float) [function, total, symbol(eqF), no-evaluators]	TRUSTED-FIXED-OPAQUE: supplied-semantics primitive; unreachable from submitted program
/reference/reference-semantics/semantics/float.k:143	143-143	rule	concrete	rule eqF(F1:Float, F2:Float) => F1 ==Float F2 [concrete]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:144	144-144	rule	ordinary	rule applyCmp("==", I:Int, F:Float) => eqF(intToF(I), F)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:145	145-145	rule	ordinary	rule applyCmp("==", F:Float, I:Int) => eqF(F, intToF(I))	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:146	146-146	rule	ordinary	rule applyCmp("!=", I:Int, F:Float) => notBool eqF(intToF(I), F)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:147	147-147	rule	ordinary	rule applyCmp("!=", F:Float, I:Int) => notBool eqF(F, intToF(I))	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:148	148-148	rule	ordinary	rule applyCmp("<", I:Int, F:Float) => floatLt(intToF(I), F)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:149	149-149	rule	ordinary	rule applyCmp("<", F:Float, I:Int) => floatLt(F, intToF(I))	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:150	150-150	rule	ordinary	rule applyCmp(">", I:Int, F:Float) => gtF(intToF(I), F)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:151	151-153	rule	ordinary	rule applyCmp(">", F:Float, I:Int) => gtF(F, intToF(I)) // ---- x == None (promoted from 137; `is` cases live in operators.k) ----	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:154	154-154	rule	ordinary	rule applyCmp("==", V:Val, noneV) => V ==K noneV	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:155	155-159	rule	ordinary	rule applyCmp("!=", V:Val, noneV) => notBool (V ==K noneV) // ---- float(str): decimal parse (promoted from 137's defined chain) ---- // digits '.' digits, optional leading '-'; concrete evaluation only (the // symbolic side stays an opaque decStrToF term a proof case-splits on).	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:160	160-160	syntax	function,total,no-evaluators,symbol	syntax Float ::= decStrToF(IntSeq) [function, total, symbol(decStrToF), no-evaluators]	TRUSTED-FIXED-OPAQUE: supplied-semantics primitive; unreachable from submitted program
/reference/reference-semantics/semantics/float.k:161	161-161	rule	concrete	rule decStrToF(iCons(45, CS:IntSeq)) => 0.0 -Float decStrToF(CS) [concrete]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:162	162-164	rule	concrete	rule decStrToF(CS:IntSeq) => intToF(intPart(CS)) +Float (intToF(fracPart(CS)) /Float intToF(fracScale(CS))) requires isLen(CS) >Int 0 andBool headIS(CS) =/=Int 45 [concrete]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:165	165-165	syntax	function	syntax Int ::= headIS(IntSeq) [function]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:166	166-166	rule	ordinary	rule headIS(iCons(C:Int, _:IntSeq)) => C	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:167	167-167	syntax	function,total	syntax Int ::= intPart(IntSeq) [function, total] | intPartAcc(IntSeq, Int) [function, total]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:168	168-168	rule	ordinary	rule intPart(CS:IntSeq) => intPartAcc(CS, 0)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:169	169-169	rule	ordinary	rule intPartAcc(.IntSeq, A:Int) => A	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:170	170-170	rule	ordinary	rule intPartAcc(iCons(46, _:IntSeq), A:Int) => A	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:171	171-172	rule	ordinary	rule intPartAcc(iCons(C:Int, R:IntSeq), A:Int) => intPartAcc(R, A *Int 10 +Int (C -Int 48)) requires C =/=Int 46	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:173	173-173	syntax	function,total	syntax Int ::= fracPart(IntSeq) [function, total] | fracAcc(IntSeq, Int) [function, total]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:174	174-174	rule	ordinary	rule fracPart(.IntSeq) => 0	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:175	175-175	rule	ordinary	rule fracPart(iCons(46, R:IntSeq)) => fracAcc(R, 0)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:176	176-176	rule	ordinary	rule fracPart(iCons(C:Int, R:IntSeq)) => fracPart(R) requires C =/=Int 46	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:177	177-177	rule	ordinary	rule fracAcc(.IntSeq, A:Int) => A	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:178	178-178	rule	ordinary	rule fracAcc(iCons(C:Int, R:IntSeq), A:Int) => fracAcc(R, A *Int 10 +Int (C -Int 48))	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:179	179-179	syntax	function,total	syntax Int ::= fracScale(IntSeq) [function, total] | fscAcc(IntSeq, Int) [function, total]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:180	180-180	rule	ordinary	rule fracScale(.IntSeq) => 1	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:181	181-181	rule	ordinary	rule fracScale(iCons(46, R:IntSeq)) => fscAcc(R, 1)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:182	182-182	rule	ordinary	rule fracScale(iCons(C:Int, R:IntSeq)) => fracScale(R) requires C =/=Int 46	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:183	183-183	rule	ordinary	rule fscAcc(.IntSeq, A:Int) => A	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:184	184-184	rule	ordinary	rule fscAcc(iCons(_:Int, R:IntSeq), A:Int) => fscAcc(R, A *Int 10)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:185	185-185	rule	ordinary	rule applyBuiltin("float", str(CS:IntSeq), .Vals) => decStrToF(CS)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:186	186-186	rule	ordinary	rule applyBuiltin("float", I:Int, .Vals) => intToF(I)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:187	187-189	rule	ordinary	rule applyBuiltin("float", F:Float, .Vals) => F // ---- float / int division (promoted from mean_absolute_deviation) ----	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:190	190-190	syntax	function,total,no-evaluators,symbol	syntax Float ::= divFloatIntV(Float, Int) [function, total, symbol(divFloatIntV), no-evaluators]	TRUSTED-FIXED-OPAQUE: supplied-semantics primitive; unreachable from submitted program
/reference/reference-semantics/semantics/float.k:191	191-191	rule	concrete	rule divFloatIntV(F:Float, I:Int) => F /Float Int2Float(I, 53, 11) [concrete]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:192	192-194	rule	ordinary	rule applyBin("/", F:Float, I:Int) => divFloatIntV(F, I) // ---- int -> float promotion for the remaining mixed arithmetic/compares ----	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:195	195-195	syntax	function,total,no-evaluators,symbol	syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]	TRUSTED-FIXED-OPAQUE: supplied-semantics primitive; unreachable from submitted program
/reference/reference-semantics/semantics/float.k:196	196-196	rule	concrete	rule intToF(I:Int) => Int2Float(I, 53, 11) [concrete]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:197	197-197	rule	ordinary	rule applyBin("+", I:Int, F:Float) => addF(intToF(I), F)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:198	198-198	rule	ordinary	rule applyBin("+", F:Float, I:Int) => addF(F, intToF(I))	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:199	199-199	rule	ordinary	rule applyBin("-", I:Int, F:Float) => subF(intToF(I), F)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:200	200-200	rule	ordinary	rule applyBin("-", F:Float, I:Int) => subF(F, intToF(I))	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:201	201-201	rule	ordinary	rule applyBin("*", I:Int, F:Float) => mulF(intToF(I), F)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:202	202-202	rule	ordinary	rule applyBin("*", F:Float, I:Int) => mulF(F, intToF(I))	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:203	203-203	rule	ordinary	rule applyCmp("<", I:Int, F:Float) => floatLt(intToF(I), F)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:204	204-204	rule	ordinary	rule applyCmp("<", F:Float, I:Int) => floatLt(F, intToF(I))	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:205	205-205	rule	ordinary	rule applyCmp(">", I:Int, F:Float) => gtF(intToF(I), F)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:206	206-208	rule	ordinary	rule applyCmp(">", F:Float, I:Int) => gtF(F, intToF(I)) // ---- conversions: int(float) truncates toward zero; float(int); round; math.sqrt ----	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:209	209-209	syntax	function,total,no-evaluators,symbol	syntax Int ::= truncF(Float) [function, total, symbol(truncF), no-evaluators]	TRUSTED-FIXED-OPAQUE: supplied-semantics primitive; unreachable from submitted program
/reference/reference-semantics/semantics/float.k:210	210-210	rule	concrete	rule truncF(F:Float) => #if F >=Float 0.0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi [concrete]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:211	211-212	rule	ordinary	rule applyBuiltin("int", F:Float, .Vals) => truncF(F)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:213	213-213	rule	ordinary	rule applyBuiltin("float", I:Int, .Vals) => intToF(I)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:214	214-216	rule	ordinary	rule applyBuiltin("float", F:Float, .Vals) => F // round: Python half-even (banker's); round(F, N) scales by 10^N	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:217	217-217	syntax	function,total,no-evaluators,symbol	syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]	TRUSTED-FIXED-OPAQUE: supplied-semantics primitive; unreachable from submitted program
/reference/reference-semantics/semantics/float.k:218	218-222	rule	concrete	rule roundF(F:Float) => #if (F -Float floorFloat(F)) ==Float 0.5 #then (#if Float2Int(floorFloat(F)) %Int 2 ==Int 0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi) #else Float2Int(floorFloat(F +Float 0.5)) #fi [concrete]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:223	223-223	syntax	function,total,no-evaluators,symbol	syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]	TRUSTED-FIXED-OPAQUE: supplied-semantics primitive; unreachable from submitted program
/reference/reference-semantics/semantics/float.k:224	224-226	rule	concrete	rule roundFN(F:Float, N:Int) => Int2Float(roundF(F *Float Int2Float(10 ^Int N, 53, 11)), 53, 11) /Float Int2Float(10 ^Int N, 53, 11) [concrete]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:227	227-227	rule	ordinary	rule applyBuiltin("round", F:Float, .Vals) => roundF(F)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:228	228-229	rule	ordinary	rule applyBuiltin("round", F:Float, N:Int, .Vals) => roundFN(F, N)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:230	230-230	syntax	function,total,no-evaluators,symbol	syntax Float ::= sqrtF(Float) [function, total, symbol(sqrtF), no-evaluators]	TRUSTED-FIXED-OPAQUE: supplied-semantics primitive; unreachable from submitted program
/reference/reference-semantics/semantics/float.k:231	231-231	rule	concrete	rule sqrtF(F:Float) => sqrtFloat(F) [concrete]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:232	232-232	syntax	-	syntax KItem ::= "#mathSqrt"	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:233	233-233	rule	priority	rule <k> Call(Attribute(Name("math"), "sqrt"), (E:Expr, .Exprs)) => E ~> #mathSqrt ... </k> [priority(40)]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:234	234-234	rule	ordinary	rule <k> F:Float ~> #mathSqrt => sqrtF(F) ... </k>	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:235	235-242	rule	ordinary	rule <k> I:Int ~> #mathSqrt => sqrtF(intToF(I)) ... </k> // ---- min / max over a FLOAT list — FLOAT branch of the shared #minCont0/#maxCont0 folds (which // seed/step with `requires isInt(V)`, so they are STUCK on floats). These add the `requires // isFloat(V)` seed + a Float-accumulator fold via K's minFloat/maxFloat — concrete for krun. A proof // over a SYMBOLIC float list intercepts min/max problem-locally to an opaque minVF/maxVF (at // #applyK, priority 40, in its verification.k) BEFORE #minAcc0, so this fold is krun-only. Additive: // the isFloat guard is disjoint from the existing isInt one.	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:243	243-243	syntax	-	syntax KItem ::= #maxAccF(Iterable, Float) | #maxContF(Float)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:244	244-244	rule	ordinary	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAccF(R, {V}:>Float) ... </k> requires isFloat(V)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:245	245-245	rule	ordinary	rule <k> #maxAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #maxContF(M) ... </k>	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:246	246-246	rule	ordinary	rule <k> #iterDone ~> #maxContF(M:Float) => M ... </k>	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:247	247-249	rule	ordinary	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #maxAccF(R, maxFloat(M, {V}:>Float)) ... </k> requires isFloat(V)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:250	250-250	syntax	-	syntax KItem ::= #minAccF(Iterable, Float) | #minContF(Float)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:251	251-251	rule	ordinary	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAccF(R, {V}:>Float) ... </k> requires isFloat(V)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:252	252-252	rule	ordinary	rule <k> #minAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #minContF(M) ... </k>	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:253	253-253	rule	ordinary	rule <k> #iterDone ~> #minContF(M:Float) => M ... </k>	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:254	254-260	rule	ordinary	rule <k> #iterYield(V:Val, R:Iterable) ~> #minContF(M:Float) => #minAccF(R, minFloat(M, {V}:>Float)) ... </k> requires isFloat(V) // ---- sum over a float list (krun; mirrors the min/max float paths). The Int-only shared // #sumCont sticks on a Float yield; switch to a Float-headed fold via addF (concrete twin). // The switch guard carries the SYNTACTIC negation of the Int rule's guard so a symbolic proof // with isInt(V) in its path condition refutes this branch without sort reasoning.	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:261	261-261	syntax	-	syntax KItem ::= #sumAccF(Iterable, Float) | #sumContF(Float)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:262	262-264	rule	ordinary	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int) => #sumAccF(R, addF(intToF(ACC), {V}:>Float)) ... </k> requires isFloat(V) andBool notBool (isInt(V) orBool isBool(V))	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:265	265-265	rule	ordinary	rule <k> #sumAccF(IT:Iterable, ACC:Float) => #iterNext(IT) ~> #sumContF(ACC) ... </k>	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:266	266-266	rule	ordinary	rule <k> #iterDone ~> #sumContF(ACC:Float) => ACC ... </k>	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:267	267-269	rule	ordinary	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, {V}:>Float)) ... </k> requires isFloat(V)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/float.k:270	270-272	rule	ordinary	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, intToF(intOf(V)))) ... </k> requires isInt(V) orBool isBool(V)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/functions.k:8	8-13	syntax	-	syntax KItem ::= frame(continuation: K, callerEnv: Int, savedLoc: Int) | #bindP(ParamNames, Vals) | "#pop" | "#endcall" // ==== def / anonymous closure =============================================	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
