file	line	kind	classification	attributes	text	disposition	review_rationale
reference-semantics/semantics/float.k	72	rule	ordinary-rule		rule <k> V:Val ~> #mathFloor => floorFI(V) ... </k>	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	73	syntax	syntax-declaration	function,total,symbol	syntax Int ::= floorFI(Val) [function, total, symbol(floorFI)]	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	74	rule	concrete-rule	concrete	rule floorFI(I:Int)   => I                        [concrete]	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	75	rule	concrete-rule	concrete	rule floorFI(F:Float) => Float2Int(floorFloat(F)) [concrete]	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	78	rule	ordinary-rule		"rule applyBuiltin(""floor"", V:Val, .Vals) => floorFI(V)"	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	79	rule	ordinary-rule		"rule applyBuiltin(""ceil"",  V:Val, .Vals) => ceilF(V)"	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	82	syntax	syntax-declaration		syntax KItem ::= #mathPow1(Expr) | #mathPow2(Val)	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	83	rule	priority-semantic-rule	priority	"rule <k> Call(Attribute(Name(""math""), ""pow""), (E1:Expr, E2:Expr, .Exprs)) => E1 ~> #mathPow1(E2) ... </k> [priority(40)]"	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	84	rule	ordinary-rule		rule <k> V1:Val ~> #mathPow1(E2:Expr) => E2 ~> #mathPow2(V1) ... </k>	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	85	rule	ordinary-rule		rule <k> V2:Val ~> #mathPow2(V1:Val) => powF(toF(V1), toF(V2)) ... </k>	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	86	syntax	syntax-declaration	function,total,symbol	syntax Float ::= toF(Val) [function, total, symbol(toF)]	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	87	rule	concrete-rule	concrete	rule toF(F:Float) => F        [concrete]	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	88	rule	concrete-rule	concrete	rule toF(I:Int)   => intToF(I) [concrete]	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	93	syntax	syntax-declaration	function,total,symbol	syntax Int ::= ceilF(Val) [function, total, symbol(ceilF)]	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	94	rule	concrete-rule	concrete	rule ceilF(I:Int)   => I                       [concrete]	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	95	rule	concrete-rule	concrete	rule ceilF(F:Float) => Float2Int(ceilFloat(F)) [concrete]	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	99	rule	ordinary-rule		"rule applyUn(""-"", F:Float) => 0.0 -Float F"	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	103	syntax	syntax-declaration	function,total,symbol,no-evaluators	syntax Float ::= subF(Float, Float) [function, total, symbol(subF), no-evaluators]	ACCEPTED-INERT-OPAQUE	Fixed supplied opaque primitive; unreachable from this solution term and therefore cannot affect its control, state, or result.
reference-semantics/semantics/float.k	104	rule	concrete-rule	concrete	rule subF(F1:Float, F2:Float) => F1 -Float F2 [concrete]	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	105	rule	ordinary-rule		"rule applyBin(""-"", F1:Float, F2:Float) => subF(F1, F2)"	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	107	syntax	syntax-declaration	function,total,symbol,no-evaluators	syntax Float ::= divF(Float, Float) [function, total, symbol(divF), no-evaluators]	ACCEPTED-INERT-OPAQUE	Fixed supplied opaque primitive; unreachable from this solution term and therefore cannot affect its control, state, or result.
reference-semantics/semantics/float.k	108	rule	concrete-rule	concrete	rule divF(F1:Float, F2:Float) => F1 /Float F2 [concrete]	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	109	rule	ordinary-rule		"rule applyBin(""/"", F1:Float, F2:Float) => divF(F1, F2)"	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	111	syntax	syntax-declaration	function,total,symbol,no-evaluators	syntax Float ::= addF(Float, Float) [function, total, symbol(addF), no-evaluators]	ACCEPTED-INERT-OPAQUE	Fixed supplied opaque primitive; unreachable from this solution term and therefore cannot affect its control, state, or result.
reference-semantics/semantics/float.k	112	rule	concrete-rule	concrete	rule addF(F1:Float, F2:Float) => F1 +Float F2 [concrete]	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	113	rule	ordinary-rule		"rule applyBin(""+"", F1:Float, F2:Float) => addF(F1, F2)"	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	115	syntax	syntax-declaration	function,total,symbol,no-evaluators	syntax Float ::= mulF(Float, Float) [function, total, symbol(mulF), no-evaluators]	ACCEPTED-INERT-OPAQUE	Fixed supplied opaque primitive; unreachable from this solution term and therefore cannot affect its control, state, or result.
reference-semantics/semantics/float.k	116	rule	concrete-rule	concrete	rule mulF(F1:Float, F2:Float) => F1 *Float F2 [concrete]	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	117	rule	ordinary-rule		"rule applyBin(""*"", F1:Float, F2:Float) => mulF(F1, F2)"	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	119	syntax	syntax-declaration	function,total,symbol,no-evaluators	syntax Float ::= powF(Float, Float) [function, total, symbol(powF), no-evaluators]	ACCEPTED-INERT-OPAQUE	Fixed supplied opaque primitive; unreachable from this solution term and therefore cannot affect its control, state, or result.
reference-semantics/semantics/float.k	120	rule	concrete-rule	concrete	rule powF(F1:Float, F2:Float) => F1 ^Float F2 [concrete]	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	121	rule	ordinary-rule		"rule applyBin(""**"", F1:Float, F2:Float) => powF(F1, F2)"	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	125	syntax	syntax-declaration	function,total,symbol,no-evaluators	syntax Bool ::= gtF(Float, Float) [function, total, symbol(gtF), no-evaluators]	ACCEPTED-INERT-OPAQUE	Fixed supplied opaque primitive; unreachable from this solution term and therefore cannot affect its control, state, or result.
reference-semantics/semantics/float.k	126	rule	concrete-rule	concrete	rule gtF(F1:Float, F2:Float) => F1 >Float F2 [concrete]	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	127	rule	ordinary-rule		"rule applyCmp("">"",  F1:Float, F2:Float) => gtF(F1, F2)"	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	128	rule	ordinary-rule		"rule applyCmp("">="", F1:Float, F2:Float) => notBool floatLt(F1, F2)"	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	129	rule	ordinary-rule		"rule applyCmp(""<="", F1:Float, F2:Float) => notBool gtF(F1, F2)"	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	132	rule	ordinary-rule		"rule applyBin(""**"", I:Int, F:Float) => powF(intToF(I), F)"	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	133	rule	ordinary-rule		"rule applyBin(""**"", F:Float, I:Int) => powF(F, intToF(I))"	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	134	rule	ordinary-rule		"rule applyBin(""-"",  I:Int, F:Float) => subF(intToF(I), F)"	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	135	rule	ordinary-rule		"rule applyBin(""-"",  F:Float, I:Int) => subF(F, intToF(I))"	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	136	rule	ordinary-rule		"rule applyBin(""+"",  I:Int, F:Float) => addF(intToF(I), F)"	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	137	rule	ordinary-rule		"rule applyBin(""+"",  F:Float, I:Int) => addF(F, intToF(I))"	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	138	rule	ordinary-rule		"rule applyBin(""*"",  I:Int, F:Float) => mulF(intToF(I), F)"	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	139	rule	ordinary-rule		"rule applyBin(""*"",  F:Float, I:Int) => mulF(F, intToF(I))"	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	142	syntax	syntax-declaration	function,total,symbol,no-evaluators	syntax Bool ::= eqF(Float, Float) [function, total, symbol(eqF), no-evaluators]	ACCEPTED-INERT-OPAQUE	Fixed supplied opaque primitive; unreachable from this solution term and therefore cannot affect its control, state, or result.
reference-semantics/semantics/float.k	143	rule	concrete-rule	concrete	rule eqF(F1:Float, F2:Float) => F1 ==Float F2 [concrete]	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	144	rule	ordinary-rule		"rule applyCmp(""=="", I:Int, F:Float) => eqF(intToF(I), F)"	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	145	rule	ordinary-rule		"rule applyCmp(""=="", F:Float, I:Int) => eqF(F, intToF(I))"	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	146	rule	ordinary-rule		"rule applyCmp(""!="", I:Int, F:Float) => notBool eqF(intToF(I), F)"	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	147	rule	ordinary-rule		"rule applyCmp(""!="", F:Float, I:Int) => notBool eqF(F, intToF(I))"	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	148	rule	ordinary-rule		"rule applyCmp(""<"",  I:Int, F:Float) => floatLt(intToF(I), F)"	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	149	rule	ordinary-rule		"rule applyCmp(""<"",  F:Float, I:Int) => floatLt(F, intToF(I))"	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	150	rule	ordinary-rule		"rule applyCmp("">"",  I:Int, F:Float) => gtF(intToF(I), F)"	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	151	rule	ordinary-rule		"rule applyCmp("">"",  F:Float, I:Int) => gtF(F, intToF(I))"	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	154	rule	ordinary-rule		"rule applyCmp(""=="", V:Val, noneV) => V ==K noneV"	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	155	rule	ordinary-rule		"rule applyCmp(""!="", V:Val, noneV) => notBool (V ==K noneV)"	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	160	syntax	syntax-declaration	function,total,symbol,no-evaluators	syntax Float ::= decStrToF(IntSeq) [function, total, symbol(decStrToF), no-evaluators]	ACCEPTED-INERT-OPAQUE	Fixed supplied opaque primitive; unreachable from this solution term and therefore cannot affect its control, state, or result.
reference-semantics/semantics/float.k	161	rule	concrete-rule	concrete	rule decStrToF(iCons(45, CS:IntSeq)) => 0.0 -Float decStrToF(CS) [concrete]	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	162	rule	concrete-rule	concrete	rule decStrToF(CS:IntSeq) => intToF(intPart(CS)) +Float (intToF(fracPart(CS)) /Float intToF(fracScale(CS))) requires isLen(CS) >Int 0 andBool headIS(CS) =/=Int 45 [concrete]	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	165	syntax	syntax-declaration	function	syntax Int ::= headIS(IntSeq) [function]	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	166	rule	ordinary-rule		rule headIS(iCons(C:Int, _:IntSeq)) => C	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	167	syntax	syntax-declaration	function,total	syntax Int ::= intPart(IntSeq) [function, total] | intPartAcc(IntSeq, Int) [function, total]	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	168	rule	ordinary-rule		rule intPart(CS:IntSeq) => intPartAcc(CS, 0)	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	169	rule	ordinary-rule		rule intPartAcc(.IntSeq, A:Int) => A	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	170	rule	ordinary-rule		rule intPartAcc(iCons(46, _:IntSeq), A:Int) => A	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	171	rule	ordinary-rule		rule intPartAcc(iCons(C:Int, R:IntSeq), A:Int) => intPartAcc(R, A *Int 10 +Int (C -Int 48)) requires C =/=Int 46	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	173	syntax	syntax-declaration	function,total	syntax Int ::= fracPart(IntSeq) [function, total] | fracAcc(IntSeq, Int) [function, total]	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	174	rule	ordinary-rule		rule fracPart(.IntSeq) => 0	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	175	rule	ordinary-rule		rule fracPart(iCons(46, R:IntSeq)) => fracAcc(R, 0)	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	176	rule	ordinary-rule		rule fracPart(iCons(C:Int, R:IntSeq)) => fracPart(R) requires C =/=Int 46	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	177	rule	ordinary-rule		rule fracAcc(.IntSeq, A:Int) => A	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	178	rule	ordinary-rule		rule fracAcc(iCons(C:Int, R:IntSeq), A:Int) => fracAcc(R, A *Int 10 +Int (C -Int 48))	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	179	syntax	syntax-declaration	function,total	syntax Int ::= fracScale(IntSeq) [function, total] | fscAcc(IntSeq, Int) [function, total]	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	180	rule	ordinary-rule		rule fracScale(.IntSeq) => 1	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	181	rule	ordinary-rule		rule fracScale(iCons(46, R:IntSeq)) => fscAcc(R, 1)	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	182	rule	ordinary-rule		rule fracScale(iCons(C:Int, R:IntSeq)) => fracScale(R) requires C =/=Int 46	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	183	rule	ordinary-rule		rule fscAcc(.IntSeq, A:Int) => A	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	184	rule	ordinary-rule		rule fscAcc(iCons(_:Int, R:IntSeq), A:Int) => fscAcc(R, A *Int 10)	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	185	rule	ordinary-rule		"rule applyBuiltin(""float"", str(CS:IntSeq), .Vals) => decStrToF(CS)"	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	186	rule	ordinary-rule		"rule applyBuiltin(""float"", I:Int, .Vals)          => intToF(I)"	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	187	rule	ordinary-rule		"rule applyBuiltin(""float"", F:Float, .Vals)        => F"	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	190	syntax	syntax-declaration	function,total,symbol,no-evaluators	syntax Float ::= divFloatIntV(Float, Int) [function, total, symbol(divFloatIntV), no-evaluators]	ACCEPTED-INERT-OPAQUE	Fixed supplied opaque primitive; unreachable from this solution term and therefore cannot affect its control, state, or result.
reference-semantics/semantics/float.k	191	rule	concrete-rule	concrete	rule divFloatIntV(F:Float, I:Int) => F /Float Int2Float(I, 53, 11) [concrete]	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	192	rule	ordinary-rule		"rule applyBin(""/"", F:Float, I:Int) => divFloatIntV(F, I)"	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	195	syntax	syntax-declaration	function,total,symbol,no-evaluators	syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]	ACCEPTED-INERT-OPAQUE	Fixed supplied opaque primitive; unreachable from this solution term and therefore cannot affect its control, state, or result.
reference-semantics/semantics/float.k	196	rule	concrete-rule	concrete	rule intToF(I:Int) => Int2Float(I, 53, 11) [concrete]	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	197	rule	ordinary-rule		"rule applyBin(""+"", I:Int, F:Float) => addF(intToF(I), F)"	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	198	rule	ordinary-rule		"rule applyBin(""+"", F:Float, I:Int) => addF(F, intToF(I))"	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	199	rule	ordinary-rule		"rule applyBin(""-"", I:Int, F:Float) => subF(intToF(I), F)"	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	200	rule	ordinary-rule		"rule applyBin(""-"", F:Float, I:Int) => subF(F, intToF(I))"	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	201	rule	ordinary-rule		"rule applyBin(""*"", I:Int, F:Float) => mulF(intToF(I), F)"	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	202	rule	ordinary-rule		"rule applyBin(""*"", F:Float, I:Int) => mulF(F, intToF(I))"	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	203	rule	ordinary-rule		"rule applyCmp(""<"", I:Int, F:Float) => floatLt(intToF(I), F)"	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/float.k	204	rule	ordinary-rule		"rule applyCmp(""<"", F:Float, I:Int) => floatLt(F, intToF(I))"	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
