entry_kind	source	line	attributes	disposition	declaration
rule	reference-semantics/semantics/core.k	190	-	SUPPLIED_USED_PATH_REVIEWED	rule <k> V:Val ~> #evalArgCont(REST:Exprs, ACC:Vals, K:ApplyK) => #evalArgs(REST, appendVal(ACC, V), K) ... </k>
rule	reference-semantics/semantics/core.k	191	-	SUPPLIED_USED_PATH_REVIEWED	rule <k> #evalArgs(.Exprs, ACC:Vals, K:ApplyK) => #applyK(K, ACC) ... </k>
rule	reference-semantics/semantics/core.k	194	-	SUPPLIED_USED_PATH_REVIEWED	rule <k> Int(I:Int) => I ... </k>
rule	reference-semantics/semantics/core.k	195	-	SUPPLIED_USED_PATH_REVIEWED	rule <k> Bool(B:Bool) => B ... </k>
rule	reference-semantics/semantics/core.k	196	-	SUPPLIED_USED_PATH_REVIEWED	rule <k> NoneVal => noneV ... </k>
syntax	reference-semantics/semantics/core.k	199	function	SUPPLIED_USED_PATH_REVIEWED	syntax Bool ::= truthy(Val) [function]
rule	reference-semantics/semantics/core.k	200	-	SUPPLIED_USED_PATH_REVIEWED	rule truthy(B:Bool) => B
rule	reference-semantics/semantics/core.k	201	-	SUPPLIED_USED_PATH_REVIEWED	rule truthy(noneV) => false
rule	reference-semantics/semantics/core.k	202	-	SUPPLIED_USED_PATH_REVIEWED	rule truthy(I:Int) => I =/=Int 0
rule	reference-semantics/semantics/core.k	203	-	SUPPLIED_USED_PATH_REVIEWED	rule truthy(str(S:IntSeq)) => notBool (S ==K .IntSeq)
rule	reference-semantics/semantics/core.k	204	-	SUPPLIED_USED_PATH_REVIEWED	rule truthy(list(V:ValSeq)) => notBool (V ==K .ValSeq)
rule	reference-semantics/semantics/core.k	205	-	SUPPLIED_USED_PATH_REVIEWED	rule truthy(tuple(V:ValSeq)) => notBool (V ==K .ValSeq)
syntax	reference-semantics/semantics/core.k	208	function	SUPPLIED_USED_PATH_REVIEWED	syntax Val ::= applyUn(String, Val) [function]
syntax	reference-semantics/semantics/core.k	209	function	SUPPLIED_USED_PATH_REVIEWED	syntax Val ::= applyBin(String, Val, Val) [function]
syntax	reference-semantics/semantics/core.k	210	function	SUPPLIED_USED_PATH_REVIEWED	syntax Bool ::= applyCmp(String, Val, Val) [function]
syntax	reference-semantics/semantics/core.k	213	function,total	SUPPLIED_USED_PATH_REVIEWED	syntax Vals ::= appendVal(Vals, Val) [function, total]
rule	reference-semantics/semantics/core.k	214	-	SUPPLIED_USED_PATH_REVIEWED	rule appendVal(.Vals, V:Val) => V , .Vals
rule	reference-semantics/semantics/core.k	215	-	SUPPLIED_USED_PATH_REVIEWED	rule appendVal((V0:Val, VS:Vals), V:Val) => V0 , appendVal(VS, V)
syntax	reference-semantics/semantics/core.k	217	function,total	SUPPLIED_USED_PATH_REVIEWED	syntax ValSeq ::= vals2valSeq(Vals) [function, total]
rule	reference-semantics/semantics/core.k	218	-	SUPPLIED_USED_PATH_REVIEWED	rule vals2valSeq(.Vals) => .ValSeq
rule	reference-semantics/semantics/core.k	219	-	SUPPLIED_USED_PATH_REVIEWED	rule vals2valSeq((V:Val, VS:Vals)) => vCons(V, vals2valSeq(VS))
syntax	reference-semantics/semantics/core.k	223	function,total	SUPPLIED_USED_PATH_REVIEWED	syntax Int ::= vsLen(ValSeq) [function, total]
rule	reference-semantics/semantics/core.k	224	-	SUPPLIED_USED_PATH_REVIEWED	rule vsLen(.ValSeq) => 0
rule	reference-semantics/semantics/core.k	225	-	SUPPLIED_USED_PATH_REVIEWED	rule vsLen(vCons(_:Val, S:ValSeq)) => 1 +Int vsLen(S)
syntax	reference-semantics/semantics/core.k	227	function,total	SUPPLIED_USED_PATH_REVIEWED	syntax Int ::= isLen(IntSeq) [function, total]
rule	reference-semantics/semantics/core.k	228	-	SUPPLIED_USED_PATH_REVIEWED	rule isLen(.IntSeq) => 0
rule	reference-semantics/semantics/core.k	229	-	SUPPLIED_USED_PATH_REVIEWED	rule isLen(iCons(_:Int, S:IntSeq)) => 1 +Int isLen(S)
syntax	reference-semantics/semantics/core.k	233	function,total	SUPPLIED_USED_PATH_REVIEWED	syntax ValSeq ::= setVSAt(ValSeq, Int, Val) [function, total]
rule	reference-semantics/semantics/core.k	234	-	SUPPLIED_USED_PATH_REVIEWED	rule setVSAt(.ValSeq, _:Int, _:Val) => .ValSeq
rule	reference-semantics/semantics/core.k	235	-	SUPPLIED_USED_PATH_REVIEWED	rule setVSAt(vCons(_:Val, S:ValSeq), 0, V:Val) => vCons(V, S)
rule	reference-semantics/semantics/core.k	236	-	SUPPLIED_USED_PATH_REVIEWED	rule setVSAt(vCons(W:Val, S:ValSeq), I:Int, V:Val) => vCons(W, setVSAt(S, I -Int 1, V))
rule	reference-semantics/semantics/core.k	238	-	SUPPLIED_USED_PATH_REVIEWED	rule setVSAt(VS:ValSeq, I:Int, _:Val) => VS
syntax	reference-semantics/semantics/dict.k	20	-	SUPPLIED_UNUSED_PATH	syntax Val ::= dictV(ValSeq, ValSeq)
syntax	reference-semantics/semantics/dict.k	23	-	SUPPLIED_UNUSED_PATH	syntax KItem ::= #dictAcc(Entries, ValSeq, ValSeq)
rule	reference-semantics/semantics/dict.k	26	-	SUPPLIED_UNUSED_PATH	rule <k> DictExpr(ES:Entries) => #dictAcc(ES, .ValSeq, .ValSeq) ... </k>
rule	reference-semantics/semantics/dict.k	27	-	SUPPLIED_UNUSED_PATH	rule <k> #dictAcc(.Entries, KS:ValSeq, VS:ValSeq) => dictV(KS, VS) ... </k>
rule	reference-semantics/semantics/dict.k	28	-	SUPPLIED_UNUSED_PATH	rule <k> #dictAcc((Entry(K:Expr, V:Expr), REST:Entries), KS:ValSeq, VS:ValSeq)
rule	reference-semantics/semantics/dict.k	30	-	SUPPLIED_UNUSED_PATH	rule <k> KV:Val ~> #dictKey(V:Expr, REST:Entries, KS:ValSeq, VS:ValSeq)
rule	reference-semantics/semantics/dict.k	32	-	SUPPLIED_UNUSED_PATH	rule <k> VV:Val ~> #dictVal(KV:Val, REST:Entries, KS:ValSeq, VS:ValSeq)
syntax	reference-semantics/semantics/dict.k	37	function,total	SUPPLIED_UNUSED_PATH	syntax Bool ::= dHasKey(ValSeq, Val) [function, total]
rule	reference-semantics/semantics/dict.k	38	-	SUPPLIED_UNUSED_PATH	rule dHasKey(.ValSeq, _:Val) => false
rule	reference-semantics/semantics/dict.k	39	-	SUPPLIED_UNUSED_PATH	rule dHasKey(vCons(A:Val, _:ValSeq), K:Val) => true requires A ==K K
rule	reference-semantics/semantics/dict.k	40	-	SUPPLIED_UNUSED_PATH	rule dHasKey(vCons(A:Val, R:ValSeq), K:Val) => dHasKey(R, K) requires notBool (A ==K K)
syntax	reference-semantics/semantics/dict.k	43	function,total	SUPPLIED_UNUSED_PATH	syntax ValSeq ::= dPutK(ValSeq, Val) [function, total]
rule	reference-semantics/semantics/dict.k	44	-	SUPPLIED_UNUSED_PATH	rule dPutK(KS:ValSeq, K:Val) => KS requires dHasKey(KS, K)
rule	reference-semantics/semantics/dict.k	45	-	SUPPLIED_UNUSED_PATH	rule dPutK(KS:ValSeq, K:Val) => valSeqConcat(KS, vCons(K, .ValSeq)) requires notBool dHasKey(KS, K)
syntax	reference-semantics/semantics/dict.k	49	function,total	SUPPLIED_UNUSED_PATH	syntax ValSeq ::= dPutV(ValSeq, ValSeq, Val, Val) [function, total]
rule	reference-semantics/semantics/dict.k	50	-	SUPPLIED_UNUSED_PATH	rule dPutV(vCons(A:Val, _:ValSeq), vCons(_:Val, VR:ValSeq), K:Val, V:Val) => vCons(V, VR)
rule	reference-semantics/semantics/dict.k	52	-	SUPPLIED_UNUSED_PATH	rule dPutV(vCons(A:Val, KR:ValSeq), vCons(B:Val, VR:ValSeq), K:Val, V:Val) => vCons(B, dPutV(KR, VR, K, V))
rule	reference-semantics/semantics/dict.k	54	owise	SUPPLIED_UNUSED_PATH	rule dPutV(_KS:ValSeq, VS:ValSeq, _K:Val, V:Val) => valSeqConcat(VS, vCons(V, .ValSeq)) [owise]
rule	reference-semantics/semantics/dict.k	58	priority	SUPPLIED_UNUSED_PATH	rule <k> #applyK(toCall(boundMethodV(dictV(KS:ValSeq, _:ValSeq), "keys")), .Vals)
rule	reference-semantics/semantics/dict.k	63	-	SUPPLIED_UNUSED_PATH	rule applyIndexD(dictV(KS:ValSeq, VS:ValSeq), K:Val) => dGet(KS, VS, K)
syntax	reference-semantics/semantics/dict.k	64	function	SUPPLIED_UNUSED_PATH	syntax Val ::= applyIndexD(Val, Val) [function]
rule	reference-semantics/semantics/dict.k	65	priority	SUPPLIED_UNUSED_PATH	rule <k> Subscript(dictV(KS:ValSeq, VS:ValSeq), K:Val) => applyIndexD(dictV(KS, VS), K) ... </k>
syntax	reference-semantics/semantics/dict.k	70	function	SUPPLIED_UNUSED_PATH	syntax Val ::= dictSet(Val, Val, Val) [function]
rule	reference-semantics/semantics/dict.k	71	-	SUPPLIED_UNUSED_PATH	rule dictSet(dictV(KS:ValSeq, VS:ValSeq), K:Val, V:Val) => dictV(dPutK(KS, K), dPutV(KS, VS, K, V))
syntax	reference-semantics/semantics/dict.k	76	-	SUPPLIED_UNUSED_PATH	syntax KItem ::= #dsetK(String, Val)
rule	reference-semantics/semantics/dict.k	77	-	SUPPLIED_UNUSED_PATH	rule <k> Assign(Subscript(Name(X:String), K:Expr), VV:Val) => K ~> #dsetK(X, VV) ... </k>
rule	reference-semantics/semantics/dict.k	78	-	SUPPLIED_UNUSED_PATH	rule <k> KV:Val ~> #dsetK(X:String, VV:Val) => .K ... </k>
rule	reference-semantics/semantics/dict.k	82	-	SUPPLIED_UNUSED_PATH	rule <k> KV:Val ~> #dsetK(X:String, VV:Val) => #dsetV({M[X]}:>Val, KV, VV) ... </k>
syntax	reference-semantics/semantics/dict.k	86	-	SUPPLIED_UNUSED_PATH	syntax KItem ::= #dsetV(Val, Val, Val)
rule	reference-semantics/semantics/dict.k	87	-	SUPPLIED_UNUSED_PATH	rule <k> #dsetV(ref(H:Int), I:Int, VV:Val) => .K ... </k>
syntax	reference-semantics/semantics/dict.k	90	function,total	SUPPLIED_UNUSED_PATH	syntax Int ::= normIdxD(Int, Int) [function, total]
rule	reference-semantics/semantics/dict.k	91	-	SUPPLIED_UNUSED_PATH	rule normIdxD(I:Int, LEN:Int) => I +Int LEN requires I <Int 0
rule	reference-semantics/semantics/dict.k	92	-	SUPPLIED_UNUSED_PATH	rule normIdxD(I:Int, _:Int) => I requires I >=Int 0
rule	reference-semantics/semantics/dict.k	95	-	SUPPLIED_UNUSED_PATH	rule applyCmp("==", dictV(KS1:ValSeq, VS1:ValSeq), dictV(KS2:ValSeq, VS2:ValSeq))
syntax	reference-semantics/semantics/dict.k	97	function	SUPPLIED_UNUSED_PATH	syntax Bool ::= dSubset(ValSeq, ValSeq, ValSeq, ValSeq) [function]
rule	reference-semantics/semantics/dict.k	98	-	SUPPLIED_UNUSED_PATH	rule dSubset(.ValSeq, .ValSeq, _:ValSeq, _:ValSeq) => true
rule	reference-semantics/semantics/dict.k	99	-	SUPPLIED_UNUSED_PATH	rule dSubset(vCons(K:Val, KR:ValSeq), vCons(V:Val, VR:ValSeq), KS2:ValSeq, VS2:ValSeq)
syntax	reference-semantics/semantics/dict.k	101	function	SUPPLIED_UNUSED_PATH	syntax Val ::= dGet(ValSeq, ValSeq, Val) [function]
rule	reference-semantics/semantics/dict.k	102	-	SUPPLIED_UNUSED_PATH	rule dGet(vCons(A:Val, _:ValSeq), vCons(B:Val, _:ValSeq), K:Val) => B requires A ==K K
rule	reference-semantics/semantics/dict.k	103	-	SUPPLIED_UNUSED_PATH	rule dGet(vCons(A:Val, KR:ValSeq), vCons(_:Val, VR:ValSeq), K:Val) => dGet(KR, VR, K) requires notBool (A ==K K)
syntax	reference-semantics/semantics/float.k	20	-	SUPPLIED_UNUSED_PATH	syntax Val ::= Float
rule	reference-semantics/semantics/float.k	21	-	SUPPLIED_UNUSED_PATH	rule <k> Float(F:Float) => F ... </k>
syntax	reference-semantics/semantics/float.k	24	function,total,opaque-no-evaluators	SUPPLIED_UNUSED_PATH	syntax Float ::= intFloatDiv(Int, Float) [function, total, symbol(intFloatDiv), no-evaluators]
rule	reference-semantics/semantics/float.k	25	concrete	SUPPLIED_UNUSED_PATH	rule intFloatDiv(I:Int, F:Float) => Int2Float(I, 53, 11) /Float F [concrete]
rule	reference-semantics/semantics/float.k	27	-	SUPPLIED_UNUSED_PATH	rule applyBin("/", I:Int, F:Float) => intFloatDiv(I, F)
syntax	reference-semantics/semantics/float.k	30	function,total,opaque-no-evaluators	SUPPLIED_UNUSED_PATH	syntax Float ::= divII(Int, Int) [function, total, symbol(divII), no-evaluators]
rule	reference-semantics/semantics/float.k	31	concrete	SUPPLIED_UNUSED_PATH	rule divII(I1:Int, I2:Int) => Int2Float(I1, 53, 11) /Float Int2Float(I2, 53, 11) [concrete]
rule	reference-semantics/semantics/float.k	32	-	SUPPLIED_UNUSED_PATH	rule applyBin("/", I1:Int, I2:Int) => divII(I1, I2)
syntax	reference-semantics/semantics/float.k	37	function,total,opaque-no-evaluators	SUPPLIED_UNUSED_PATH	syntax Float ::= floatMod(Float, Float) [function, total, symbol(floatMod), no-evaluators]
rule	reference-semantics/semantics/float.k	38	concrete	SUPPLIED_UNUSED_PATH	rule floatMod(F1:Float, F2:Float) => F1 -Float (floorFloat(F1 /Float F2) *Float F2) [concrete]
rule	reference-semantics/semantics/float.k	39	-	SUPPLIED_UNUSED_PATH	rule applyBin("%", F1:Float, F2:Float) => floatMod(F1, F2)
rule	reference-semantics/semantics/float.k	43	-	SUPPLIED_UNUSED_PATH	rule applyCmp("==", F1:Float, F2:Float) => F1 ==Float F2
rule	reference-semantics/semantics/float.k	44	-	SUPPLIED_UNUSED_PATH	rule applyCmp("!=", F1:Float, F2:Float) => notBool (F1 ==Float F2)
syntax	reference-semantics/semantics/float.k	50	function,total,opaque-no-evaluators	SUPPLIED_UNUSED_PATH	syntax Bool ::= floatLt(Float, Float) [function, total, symbol(floatLt), no-evaluators]
rule	reference-semantics/semantics/float.k	51	concrete	SUPPLIED_UNUSED_PATH	rule floatLt(F1:Float, F2:Float) => F1 <Float F2 [concrete]
rule	reference-semantics/semantics/float.k	52	-	SUPPLIED_UNUSED_PATH	rule applyCmp("<", F1:Float, F2:Float) => floatLt(F1, F2)
syntax	reference-semantics/semantics/float.k	54	function,total,opaque-no-evaluators	SUPPLIED_UNUSED_PATH	syntax Float ::= absF(Float) [function, total, symbol(absF), no-evaluators]
rule	reference-semantics/semantics/float.k	55	concrete	SUPPLIED_UNUSED_PATH	rule absF(F:Float) => absFloat(F) [concrete]
rule	reference-semantics/semantics/float.k	56	-	SUPPLIED_UNUSED_PATH	rule applyBuiltin("abs", F:Float, .Vals) => absF(F)
rule	reference-semantics/semantics/float.k	61	-	SUPPLIED_UNUSED_PATH	rule <k> Import(_:String) => .K ... </k>
syntax	reference-semantics/semantics/float.k	65	-	SUPPLIED_UNUSED_PATH	syntax KItem ::= "#mathCeil"
rule	reference-semantics/semantics/float.k	66	priority	SUPPLIED_UNUSED_PATH	rule <k> Call(Attribute(Name("math"), "ceil"), (E:Expr, .Exprs)) => E ~> #mathCeil ... </k> [priority(40)]
rule	reference-semantics/semantics/float.k	67	-	SUPPLIED_UNUSED_PATH	rule <k> V:Val ~> #mathCeil => ceilF(V) ... </k>
syntax	reference-semantics/semantics/float.k	70	-	SUPPLIED_UNUSED_PATH	syntax KItem ::= "#mathFloor"
rule	reference-semantics/semantics/float.k	71	priority	SUPPLIED_UNUSED_PATH	rule <k> Call(Attribute(Name("math"), "floor"), (E:Expr, .Exprs)) => E ~> #mathFloor ... </k> [priority(40)]
rule	reference-semantics/semantics/float.k	72	-	SUPPLIED_UNUSED_PATH	rule <k> V:Val ~> #mathFloor => floorFI(V) ... </k>
syntax	reference-semantics/semantics/float.k	73	function,total	SUPPLIED_UNUSED_PATH	syntax Int ::= floorFI(Val) [function, total, symbol(floorFI)]
rule	reference-semantics/semantics/float.k	74	concrete	SUPPLIED_UNUSED_PATH	rule floorFI(I:Int) => I [concrete]
rule	reference-semantics/semantics/float.k	75	concrete	SUPPLIED_UNUSED_PATH	rule floorFI(F:Float) => Float2Int(floorFloat(F)) [concrete]
rule	reference-semantics/semantics/float.k	78	-	SUPPLIED_UNUSED_PATH	rule applyBuiltin("floor", V:Val, .Vals) => floorFI(V)
rule	reference-semantics/semantics/float.k	79	-	SUPPLIED_UNUSED_PATH	rule applyBuiltin("ceil", V:Val, .Vals) => ceilF(V)
syntax	reference-semantics/semantics/float.k	82	-	SUPPLIED_UNUSED_PATH	syntax KItem ::= #mathPow1(Expr) | #mathPow2(Val)
rule	reference-semantics/semantics/float.k	83	priority	SUPPLIED_UNUSED_PATH	rule <k> Call(Attribute(Name("math"), "pow"), (E1:Expr, E2:Expr, .Exprs)) => E1 ~> #mathPow1(E2) ... </k> [priority(40)]
rule	reference-semantics/semantics/float.k	84	-	SUPPLIED_UNUSED_PATH	rule <k> V1:Val ~> #mathPow1(E2:Expr) => E2 ~> #mathPow2(V1) ... </k>
rule	reference-semantics/semantics/float.k	85	-	SUPPLIED_UNUSED_PATH	rule <k> V2:Val ~> #mathPow2(V1:Val) => powF(toF(V1), toF(V2)) ... </k>
syntax	reference-semantics/semantics/float.k	86	function,total	SUPPLIED_UNUSED_PATH	syntax Float ::= toF(Val) [function, total, symbol(toF)]
rule	reference-semantics/semantics/float.k	87	concrete	SUPPLIED_UNUSED_PATH	rule toF(F:Float) => F [concrete]
rule	reference-semantics/semantics/float.k	88	concrete	SUPPLIED_UNUSED_PATH	rule toF(I:Int) => intToF(I) [concrete]
syntax	reference-semantics/semantics/float.k	93	function,total	SUPPLIED_UNUSED_PATH	syntax Int ::= ceilF(Val) [function, total, symbol(ceilF)]
rule	reference-semantics/semantics/float.k	94	concrete	SUPPLIED_UNUSED_PATH	rule ceilF(I:Int) => I [concrete]
rule	reference-semantics/semantics/float.k	95	concrete	SUPPLIED_UNUSED_PATH	rule ceilF(F:Float) => Float2Int(ceilFloat(F)) [concrete]
rule	reference-semantics/semantics/float.k	99	-	SUPPLIED_UNUSED_PATH	rule applyUn("-", F:Float) => 0.0 -Float F
syntax	reference-semantics/semantics/float.k	103	function,total,opaque-no-evaluators	SUPPLIED_UNUSED_PATH	syntax Float ::= subF(Float, Float) [function, total, symbol(subF), no-evaluators]
rule	reference-semantics/semantics/float.k	104	concrete	SUPPLIED_UNUSED_PATH	rule subF(F1:Float, F2:Float) => F1 -Float F2 [concrete]
rule	reference-semantics/semantics/float.k	105	-	SUPPLIED_UNUSED_PATH	rule applyBin("-", F1:Float, F2:Float) => subF(F1, F2)
syntax	reference-semantics/semantics/float.k	107	function,total,opaque-no-evaluators	SUPPLIED_UNUSED_PATH	syntax Float ::= divF(Float, Float) [function, total, symbol(divF), no-evaluators]
rule	reference-semantics/semantics/float.k	108	concrete	SUPPLIED_UNUSED_PATH	rule divF(F1:Float, F2:Float) => F1 /Float F2 [concrete]
rule	reference-semantics/semantics/float.k	109	-	SUPPLIED_UNUSED_PATH	rule applyBin("/", F1:Float, F2:Float) => divF(F1, F2)
syntax	reference-semantics/semantics/float.k	111	function,total,opaque-no-evaluators	SUPPLIED_UNUSED_PATH	syntax Float ::= addF(Float, Float) [function, total, symbol(addF), no-evaluators]
rule	reference-semantics/semantics/float.k	112	concrete	SUPPLIED_UNUSED_PATH	rule addF(F1:Float, F2:Float) => F1 +Float F2 [concrete]
rule	reference-semantics/semantics/float.k	113	-	SUPPLIED_UNUSED_PATH	rule applyBin("+", F1:Float, F2:Float) => addF(F1, F2)
syntax	reference-semantics/semantics/float.k	115	function,total,opaque-no-evaluators	SUPPLIED_UNUSED_PATH	syntax Float ::= mulF(Float, Float) [function, total, symbol(mulF), no-evaluators]
rule	reference-semantics/semantics/float.k	116	concrete	SUPPLIED_UNUSED_PATH	rule mulF(F1:Float, F2:Float) => F1 *Float F2 [concrete]
rule	reference-semantics/semantics/float.k	117	-	SUPPLIED_UNUSED_PATH	rule applyBin("*", F1:Float, F2:Float) => mulF(F1, F2)
syntax	reference-semantics/semantics/float.k	119	function,total,opaque-no-evaluators	SUPPLIED_UNUSED_PATH	syntax Float ::= powF(Float, Float) [function, total, symbol(powF), no-evaluators]
rule	reference-semantics/semantics/float.k	120	concrete	SUPPLIED_UNUSED_PATH	rule powF(F1:Float, F2:Float) => F1 ^Float F2 [concrete]
rule	reference-semantics/semantics/float.k	121	-	SUPPLIED_UNUSED_PATH	rule applyBin("**", F1:Float, F2:Float) => powF(F1, F2)
syntax	reference-semantics/semantics/float.k	125	function,total,opaque-no-evaluators	SUPPLIED_UNUSED_PATH	syntax Bool ::= gtF(Float, Float) [function, total, symbol(gtF), no-evaluators]
rule	reference-semantics/semantics/float.k	126	concrete	SUPPLIED_UNUSED_PATH	rule gtF(F1:Float, F2:Float) => F1 >Float F2 [concrete]
rule	reference-semantics/semantics/float.k	127	-	SUPPLIED_UNUSED_PATH	rule applyCmp(">", F1:Float, F2:Float) => gtF(F1, F2)
rule	reference-semantics/semantics/float.k	128	-	SUPPLIED_UNUSED_PATH	rule applyCmp(">=", F1:Float, F2:Float) => notBool floatLt(F1, F2)
rule	reference-semantics/semantics/float.k	129	-	SUPPLIED_UNUSED_PATH	rule applyCmp("<=", F1:Float, F2:Float) => notBool gtF(F1, F2)
rule	reference-semantics/semantics/float.k	132	-	SUPPLIED_UNUSED_PATH	rule applyBin("**", I:Int, F:Float) => powF(intToF(I), F)
rule	reference-semantics/semantics/float.k	133	-	SUPPLIED_UNUSED_PATH	rule applyBin("**", F:Float, I:Int) => powF(F, intToF(I))
rule	reference-semantics/semantics/float.k	134	-	SUPPLIED_UNUSED_PATH	rule applyBin("-", I:Int, F:Float) => subF(intToF(I), F)
rule	reference-semantics/semantics/float.k	135	-	SUPPLIED_UNUSED_PATH	rule applyBin("-", F:Float, I:Int) => subF(F, intToF(I))
rule	reference-semantics/semantics/float.k	136	-	SUPPLIED_UNUSED_PATH	rule applyBin("+", I:Int, F:Float) => addF(intToF(I), F)
rule	reference-semantics/semantics/float.k	137	-	SUPPLIED_UNUSED_PATH	rule applyBin("+", F:Float, I:Int) => addF(F, intToF(I))
rule	reference-semantics/semantics/float.k	138	-	SUPPLIED_UNUSED_PATH	rule applyBin("*", I:Int, F:Float) => mulF(intToF(I), F)
rule	reference-semantics/semantics/float.k	139	-	SUPPLIED_UNUSED_PATH	rule applyBin("*", F:Float, I:Int) => mulF(F, intToF(I))
syntax	reference-semantics/semantics/float.k	142	function,total,opaque-no-evaluators	SUPPLIED_UNUSED_PATH	syntax Bool ::= eqF(Float, Float) [function, total, symbol(eqF), no-evaluators]
rule	reference-semantics/semantics/float.k	143	concrete	SUPPLIED_UNUSED_PATH	rule eqF(F1:Float, F2:Float) => F1 ==Float F2 [concrete]
rule	reference-semantics/semantics/float.k	144	-	SUPPLIED_UNUSED_PATH	rule applyCmp("==", I:Int, F:Float) => eqF(intToF(I), F)
rule	reference-semantics/semantics/float.k	145	-	SUPPLIED_UNUSED_PATH	rule applyCmp("==", F:Float, I:Int) => eqF(F, intToF(I))
rule	reference-semantics/semantics/float.k	146	-	SUPPLIED_UNUSED_PATH	rule applyCmp("!=", I:Int, F:Float) => notBool eqF(intToF(I), F)
rule	reference-semantics/semantics/float.k	147	-	SUPPLIED_UNUSED_PATH	rule applyCmp("!=", F:Float, I:Int) => notBool eqF(F, intToF(I))
rule	reference-semantics/semantics/float.k	148	-	SUPPLIED_UNUSED_PATH	rule applyCmp("<", I:Int, F:Float) => floatLt(intToF(I), F)
rule	reference-semantics/semantics/float.k	149	-	SUPPLIED_UNUSED_PATH	rule applyCmp("<", F:Float, I:Int) => floatLt(F, intToF(I))
rule	reference-semantics/semantics/float.k	150	-	SUPPLIED_UNUSED_PATH	rule applyCmp(">", I:Int, F:Float) => gtF(intToF(I), F)
rule	reference-semantics/semantics/float.k	151	-	SUPPLIED_UNUSED_PATH	rule applyCmp(">", F:Float, I:Int) => gtF(F, intToF(I))
rule	reference-semantics/semantics/float.k	154	-	SUPPLIED_UNUSED_PATH	rule applyCmp("==", V:Val, noneV) => V ==K noneV
rule	reference-semantics/semantics/float.k	155	-	SUPPLIED_UNUSED_PATH	rule applyCmp("!=", V:Val, noneV) => notBool (V ==K noneV)
syntax	reference-semantics/semantics/float.k	160	function,total,opaque-no-evaluators	SUPPLIED_UNUSED_PATH	syntax Float ::= decStrToF(IntSeq) [function, total, symbol(decStrToF), no-evaluators]
rule	reference-semantics/semantics/float.k	161	concrete	SUPPLIED_UNUSED_PATH	rule decStrToF(iCons(45, CS:IntSeq)) => 0.0 -Float decStrToF(CS) [concrete]
rule	reference-semantics/semantics/float.k	162	concrete	SUPPLIED_UNUSED_PATH	rule decStrToF(CS:IntSeq)
syntax	reference-semantics/semantics/float.k	165	function	SUPPLIED_UNUSED_PATH	syntax Int ::= headIS(IntSeq) [function]
rule	reference-semantics/semantics/float.k	166	-	SUPPLIED_UNUSED_PATH	rule headIS(iCons(C:Int, _:IntSeq)) => C
syntax	reference-semantics/semantics/float.k	167	function,total	SUPPLIED_UNUSED_PATH	syntax Int ::= intPart(IntSeq) [function, total] | intPartAcc(IntSeq, Int) [function, total]
rule	reference-semantics/semantics/float.k	168	-	SUPPLIED_UNUSED_PATH	rule intPart(CS:IntSeq) => intPartAcc(CS, 0)
rule	reference-semantics/semantics/float.k	169	-	SUPPLIED_UNUSED_PATH	rule intPartAcc(.IntSeq, A:Int) => A
rule	reference-semantics/semantics/float.k	170	-	SUPPLIED_UNUSED_PATH	rule intPartAcc(iCons(46, _:IntSeq), A:Int) => A
rule	reference-semantics/semantics/float.k	171	-	SUPPLIED_UNUSED_PATH	rule intPartAcc(iCons(C:Int, R:IntSeq), A:Int) => intPartAcc(R, A *Int 10 +Int (C -Int 48))
syntax	reference-semantics/semantics/float.k	173	function,total	SUPPLIED_UNUSED_PATH	syntax Int ::= fracPart(IntSeq) [function, total] | fracAcc(IntSeq, Int) [function, total]
rule	reference-semantics/semantics/float.k	174	-	SUPPLIED_UNUSED_PATH	rule fracPart(.IntSeq) => 0
rule	reference-semantics/semantics/float.k	175	-	SUPPLIED_UNUSED_PATH	rule fracPart(iCons(46, R:IntSeq)) => fracAcc(R, 0)
rule	reference-semantics/semantics/float.k	176	-	SUPPLIED_UNUSED_PATH	rule fracPart(iCons(C:Int, R:IntSeq)) => fracPart(R) requires C =/=Int 46
rule	reference-semantics/semantics/float.k	177	-	SUPPLIED_UNUSED_PATH	rule fracAcc(.IntSeq, A:Int) => A
rule	reference-semantics/semantics/float.k	178	-	SUPPLIED_UNUSED_PATH	rule fracAcc(iCons(C:Int, R:IntSeq), A:Int) => fracAcc(R, A *Int 10 +Int (C -Int 48))
syntax	reference-semantics/semantics/float.k	179	function,total	SUPPLIED_UNUSED_PATH	syntax Int ::= fracScale(IntSeq) [function, total] | fscAcc(IntSeq, Int) [function, total]
rule	reference-semantics/semantics/float.k	180	-	SUPPLIED_UNUSED_PATH	rule fracScale(.IntSeq) => 1
rule	reference-semantics/semantics/float.k	181	-	SUPPLIED_UNUSED_PATH	rule fracScale(iCons(46, R:IntSeq)) => fscAcc(R, 1)
rule	reference-semantics/semantics/float.k	182	-	SUPPLIED_UNUSED_PATH	rule fracScale(iCons(C:Int, R:IntSeq)) => fracScale(R) requires C =/=Int 46
rule	reference-semantics/semantics/float.k	183	-	SUPPLIED_UNUSED_PATH	rule fscAcc(.IntSeq, A:Int) => A
rule	reference-semantics/semantics/float.k	184	-	SUPPLIED_UNUSED_PATH	rule fscAcc(iCons(_:Int, R:IntSeq), A:Int) => fscAcc(R, A *Int 10)
