id	source	module	line_start	line_end	keyword	category	attributes	relevance	decision	normalized_sha256	normalized_sentence
K-0578	semantics/float.k	MPY-FLOAT	196	196	rule	rule:concrete	concrete	unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	389178d3dfd7c359c14f9336e08d770f7068b029dbbe053760f92d9769d2781f	rule intToF(I:Int) => Int2Float(I, 53, 11) [concrete]
K-0579	semantics/float.k	MPY-FLOAT	197	197	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	695a4d4bdd54bacc726be8bb1b947957b13ac3c1ea85079e6f37f176f5dd1e85	rule applyBin("+", I:Int, F:Float) => addF(intToF(I), F)
K-0580	semantics/float.k	MPY-FLOAT	198	198	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	8105c256a812da5488c816ddc234cc23a361eaea37ba294397ab351db64ecbe8	rule applyBin("+", F:Float, I:Int) => addF(F, intToF(I))
K-0581	semantics/float.k	MPY-FLOAT	199	199	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	7b68c306973586de958d305580b9863c51bc797c0632e645a8be0e4e94ab5f88	rule applyBin("-", I:Int, F:Float) => subF(intToF(I), F)
K-0582	semantics/float.k	MPY-FLOAT	200	200	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	1409954604e558d1e20ebb673b113bb4e753382700056a9bb050e2f5877f2435	rule applyBin("-", F:Float, I:Int) => subF(F, intToF(I))
K-0583	semantics/float.k	MPY-FLOAT	201	201	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	74e2f8b58bc61612bd447aba290b62193b7b0a596847a535cef8ecf17013ed6d	rule applyBin("*", I:Int, F:Float) => mulF(intToF(I), F)
K-0584	semantics/float.k	MPY-FLOAT	202	202	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	de611e1415d1413bffdbb0fc1e35fdc3143eee6a775b9cef2212242ec9d8114a	rule applyBin("*", F:Float, I:Int) => mulF(F, intToF(I))
K-0585	semantics/float.k	MPY-FLOAT	203	203	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	1714c1550770bc11884e259edb53966f4938fc04546dd96c773cabee38acab6c	rule applyCmp("<", I:Int, F:Float) => floatLt(intToF(I), F)
K-0586	semantics/float.k	MPY-FLOAT	204	204	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	a3b308b7b2c2e9343ae069b0a7bbe47498537cca6859ee92873552c2df50f105	rule applyCmp("<", F:Float, I:Int) => floatLt(F, intToF(I))
K-0587	semantics/float.k	MPY-FLOAT	205	205	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	fc6de3b7c2f96d950f9aaca9f5df3aed76102c3b005e86cef59e2d2bce19afcf	rule applyCmp(">", I:Int, F:Float) => gtF(intToF(I), F)
K-0588	semantics/float.k	MPY-FLOAT	206	208	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	18ff729bf687fd4bce566aec46540f7830a79e48525d2236d2247e5487e70ab2	rule applyCmp(">", F:Float, I:Int) => gtF(F, intToF(I))
K-0589	semantics/float.k	MPY-FLOAT	209	209	syntax	syntax:function+total+opaque	function, total, symbol(truncF), no-evaluators	unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	11c17aa2d43131ae18ec1be82f27b6922d13447bcdad8aea53515aaf4222e7a0	syntax Int ::= truncF(Float) [function, total, symbol(truncF), no-evaluators]
K-0590	semantics/float.k	MPY-FLOAT	210	210	rule	rule:concrete	concrete	unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	bee730d1e87168f9dad702b1113b5a919a7ee189741db231857746a167529d25	rule truncF(F:Float) => #if F >=Float 0.0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi [concrete]
K-0591	semantics/float.k	MPY-FLOAT	211	212	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	651a7c3ee92f0a9635c032666a3452b3cfa8ca92836f167a48bc06274401d3e0	rule applyBuiltin("int", F:Float, .Vals) => truncF(F)
K-0592	semantics/float.k	MPY-FLOAT	213	213	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	df11945a1b8f0f7bb66b9095abcda69026b9ee39f08d7621f51584b5193711e3	rule applyBuiltin("float", I:Int, .Vals) => intToF(I)
K-0593	semantics/float.k	MPY-FLOAT	214	216	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	e38c88c120d0a5969be48bfcba2276d40c987fdadf7624d349d13a7f3ce00c24	rule applyBuiltin("float", F:Float, .Vals) => F
K-0594	semantics/float.k	MPY-FLOAT	217	217	syntax	syntax:function+total+opaque	function, total, symbol(roundF), no-evaluators	unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	d0b7f75c69f6a7f52a6d150fa1f859c9c843ffefeea29b68a7ef6d619f7a89ba	syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]
K-0595	semantics/float.k	MPY-FLOAT	218	222	rule	rule:concrete	concrete	unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	eb02485bbe2629074d51e3cdcf92ebd4d3b9ea985bd5c69349a87b2bcf6107db	rule roundF(F:Float) => #if (F -Float floorFloat(F)) ==Float 0.5 #then (#if Float2Int(floorFloat(F)) %Int 2 ==Int 0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi) #else Float2Int(floorFloat(F +Float 0.5)) #fi [concrete]
K-0596	semantics/float.k	MPY-FLOAT	223	223	syntax	syntax:function+total+opaque	function, total, symbol(roundFN), no-evaluators	unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	73ff3255d50db9ef5ce4e5587a02f3727412ba9e564eb216091a4a44fea04c54	syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]
K-0597	semantics/float.k	MPY-FLOAT	224	226	rule	rule:concrete	concrete	unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	2ae5db0795e6706028e1cee0c2674dd3a80f09d61603b97b4c52262edd039e9f	rule roundFN(F:Float, N:Int) => Int2Float(roundF(F *Float Int2Float(10 ^Int N, 53, 11)), 53, 11) /Float Int2Float(10 ^Int N, 53, 11) [concrete]
K-0598	semantics/float.k	MPY-FLOAT	227	227	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	196b869af0707a66536ccccb9f7ab759877beef029956d5731c92e1c0c669539	rule applyBuiltin("round", F:Float, .Vals) => roundF(F)
K-0599	semantics/float.k	MPY-FLOAT	228	229	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	053cb084a5421b38959bd6e86a7f16795e1408d819c3053e85c24ab6c9bd01f4	rule applyBuiltin("round", F:Float, N:Int, .Vals) => roundFN(F, N)
K-0600	semantics/float.k	MPY-FLOAT	230	230	syntax	syntax:function+total+opaque	function, total, symbol(sqrtF), no-evaluators	unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	ccbc575470399e30c153b9c247d480371d972bf5c6a908dd1deba29b7a3fb92e	syntax Float ::= sqrtF(Float) [function, total, symbol(sqrtF), no-evaluators]
K-0601	semantics/float.k	MPY-FLOAT	231	231	rule	rule:concrete	concrete	unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	6233ea5230d8583f4585636e51bd39d973ee97f98281d6711e369677f7fab7c2	rule sqrtF(F:Float) => sqrtFloat(F) [concrete]
K-0602	semantics/float.k	MPY-FLOAT	232	232	syntax	syntax		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	cf723364ca5d681bba80f43226edcd7e8beea1e13bea0f107f710ad340966933	syntax KItem ::= "#mathSqrt"
K-0603	semantics/float.k	MPY-FLOAT	233	233	rule	rule:priority	priority(40)	unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	9708f9876df9bd54f74a36d6f213af9a101a9064261c6b8717ef86a520e5f151	rule <k> Call(Attribute(Name("math"), "sqrt"), (E:Expr, .Exprs)) => E ~> #mathSqrt ... </k> [priority(40)]
K-0604	semantics/float.k	MPY-FLOAT	234	234	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	7e79b6dbd8c07376bb029b374572020a5420a378a9c49c65d56f1567c002a4c0	rule <k> F:Float ~> #mathSqrt => sqrtF(F) ... </k>
K-0605	semantics/float.k	MPY-FLOAT	235	242	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	c4013b0dca36c3805769558331af3325e7b71d939c9164b97826f635140691b2	rule <k> I:Int ~> #mathSqrt => sqrtF(intToF(I)) ... </k>
K-0606	semantics/float.k	MPY-FLOAT	243	243	syntax	syntax		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	a63f310fdba5a6f45aa19461da4b980cdebc96e73ac1a35a94f6c219c4f4ac1f	syntax KItem ::= #maxAccF(Iterable, Float) | #maxContF(Float)
K-0607	semantics/float.k	MPY-FLOAT	244	244	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	838b90fdad470a0cb9ec017aca4445c39c79d1400f0c8199bc5e379d1394c6ac	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAccF(R, {V}:>Float) ... </k> requires isFloat(V)
K-0608	semantics/float.k	MPY-FLOAT	245	245	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	dfa99d6b3002d3d181db1c1b740bbb0d365de00515a7b0da3d6ccd418d8ad5f0	rule <k> #maxAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #maxContF(M) ... </k>
K-0609	semantics/float.k	MPY-FLOAT	246	246	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	35a797d2ae5f80419d2f097787037eeac7ac26d46a573a396d00a2c237fe0902	rule <k> #iterDone ~> #maxContF(M:Float) => M ... </k>
K-0610	semantics/float.k	MPY-FLOAT	247	249	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	a1f41d00826cf56a35800be5d846bff2a033b3f6bcaf1397f1dcb67661b49162	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #maxAccF(R, maxFloat(M, {V}:>Float)) ... </k> requires isFloat(V)
K-0611	semantics/float.k	MPY-FLOAT	250	250	syntax	syntax		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	cd35b1a809162624d97017592cb4c67cfabdc4236752758dfc73e9223f535029	syntax KItem ::= #minAccF(Iterable, Float) | #minContF(Float)
K-0612	semantics/float.k	MPY-FLOAT	251	251	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	785007e31d6e0716e9e2c2607b7db6ddc091436f5499b86dd575c0fc5b1e1546	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAccF(R, {V}:>Float) ... </k> requires isFloat(V)
K-0613	semantics/float.k	MPY-FLOAT	252	252	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	6b8405dae8d41cf373535771fde16f1e70f4e5c27e9318ec9f469b6c95df0487	rule <k> #minAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #minContF(M) ... </k>
K-0614	semantics/float.k	MPY-FLOAT	253	253	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	700ae0c8579a15db7131fac162e19ae25bcac57d8cb38ce3275296d31d7d0441	rule <k> #iterDone ~> #minContF(M:Float) => M ... </k>
K-0615	semantics/float.k	MPY-FLOAT	254	260	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	62d7ad6d3b7582fc853d1b4c3073d85cbf15b474b37c6f3f2cce997ed0c1cd2a	rule <k> #iterYield(V:Val, R:Iterable) ~> #minContF(M:Float) => #minAccF(R, minFloat(M, {V}:>Float)) ... </k> requires isFloat(V)
K-0616	semantics/float.k	MPY-FLOAT	261	261	syntax	syntax		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	0abd52ddf475c76be88e36b6ae667fa4b020f936fe9da72fa0159555df394556	syntax KItem ::= #sumAccF(Iterable, Float) | #sumContF(Float)
K-0617	semantics/float.k	MPY-FLOAT	262	264	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	2f1184f501b575d4a8952df05fc121110263a6f198ff344bf2726ed5cfb552cf	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int) => #sumAccF(R, addF(intToF(ACC), {V}:>Float)) ... </k> requires isFloat(V) andBool notBool (isInt(V) orBool isBool(V))
K-0618	semantics/float.k	MPY-FLOAT	265	265	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	65c1e01d9cd3ba0608befb376b26333c0a382f6396af8fad36e39e1ea0018c6c	rule <k> #sumAccF(IT:Iterable, ACC:Float) => #iterNext(IT) ~> #sumContF(ACC) ... </k>
K-0619	semantics/float.k	MPY-FLOAT	266	266	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	a39fca22a1537ecfaa404ec9fe4c163ac7600183a1ac70ec53c1f71b2c0cd536	rule <k> #iterDone ~> #sumContF(ACC:Float) => ACC ... </k>
K-0620	semantics/float.k	MPY-FLOAT	267	269	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	f1353b9a01f4ea8a63619a4f791a8a6904388bcec2de6fab1a0f4d467efdafc8	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, {V}:>Float)) ... </k> requires isFloat(V)
K-0621	semantics/float.k	MPY-FLOAT	270	272	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	dba3e0024842ced0d7c1cdf793479eaf00fa924fce0cd834d63a596490397345	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, intToF(intOf(V)))) ... </k> requires isInt(V) orBool isBool(V)
K-0622	semantics/functions.k	MPY-FUNCTIONS	4	7	imports	imports		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	4258a966960e81238ac1318ebb92f5cd383bcf94ed5077b6dea55341a4254bfd	imports MPY-CORE
K-0623	semantics/functions.k	MPY-FUNCTIONS	8	13	syntax	syntax		reachable	fixed supplied rule/declaration; reviewed sound on submitted integer path	b8132b42692298e0453e47fcb21d7ecbd51bcfcbaa9539de501a909a178576c3	syntax KItem ::= frame(continuation: K, callerEnv: Int, savedLoc: Int) | #bindP(ParamNames, Vals) | "#pop" | "#endcall"
K-0624	semantics/functions.k	MPY-FUNCTIONS	14	17	rule	rule:ordinary		reachable	fixed supplied rule/declaration; reviewed sound on submitted integer path	f981471f7fe1d37edc742ee83b218f62160ea0f267c0c7c8eaa419d7ff573576	rule <k> FuncDef(F:String, Params(PNS:ParamNames), BODY:Stmts) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureVal(PNS, BODY, L) ], _) ... </scopes>
K-0625	semantics/functions.k	MPY-FUNCTIONS	18	18	syntax	syntax		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	a6aeea98e7de047f34a60286bc922b09e47fb2b1ed36e387cb4dd043ab958d97	syntax Expr ::= closureExpr(ParamNames, Stmts)
K-0626	semantics/functions.k	MPY-FUNCTIONS	19	26	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	b5697d5757d50f19924daf21c59148c4f0d18162d691743e5f7e25edb0e6542a	rule <k> closureExpr(PNS:ParamNames, BODY:Stmts) => closureVal(PNS, BODY, L) ... </k> <env> L:Int </env>
K-0627	semantics/functions.k	MPY-FUNCTIONS	27	30	syntax	syntax		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	f8d9de7aacedb88070deb48cf517ad49a811284a400c70ab4ee77abb02c7abad	syntax Val ::= closureValC(ParamNames, ParamNames, Stmts, Map)
K-0628	semantics/functions.k	MPY-FUNCTIONS	31	32	syntax	syntax		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	adf59ac49fac375fed8b82627c7f2e97361a74ce540c25191e7364c8443683c5	syntax KItem ::= #mkClosure(String, ParamNames, ParamNames, ParamNames, Stmts, Map) | #mkLambda(ParamNames, ParamNames, ParamNames, Stmts, Map)
K-0629	semantics/functions.k	MPY-FUNCTIONS	33	35	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	c7913840b3eb69329fe66da5d3c1f4f0a3abc6b814a059ba7855eecbeb837d90	rule <k> FuncDef(F:String, Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), BODY:Stmts) => #mkClosure(F, PNS, CVS, FVS, BODY, .Map) ... </k>
K-0630	semantics/functions.k	MPY-FUNCTIONS	36	41	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	9260d8509a74e5602f68966df89b4019a08f945c39f9d9563ecebdd490d0ded2	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkClosure(F, PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires FV in_keys(M)
K-0631	semantics/functions.k	MPY-FUNCTIONS	42	46	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	79ce8ed09e9100199940db64ea62f6dd5dc3d16997661c87fb4642a5bd2b4a4d	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureValC(PNS, CVS, BODY, CM) ], _) ... </scopes>
K-0632	semantics/functions.k	MPY-FUNCTIONS	47	49	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	deda77ab935136ffc525059ae6f3062f8de96e8d459d155d8ce231e281ab77cb	rule <k> Lambda(Params(PNS:ParamNames), E:Expr) => closureVal(PNS, Return(E) .Stmts, L) ... </k> <env> L:Int </env>
K-0633	semantics/functions.k	MPY-FUNCTIONS	50	52	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	37112d13ebff5c38dbbcc21f3de6bef754075cb2a431f4cbff297fb1d401c072	rule <k> Lambda(Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), E:Expr) => #mkLambda(PNS, CVS, FVS, Return(E) .Stmts, .Map) ... </k>
K-0634	semantics/functions.k	MPY-FUNCTIONS	53	58	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	ee95b3fb3c96473b23386b2b24d6b2b1414c69c651ebfb2e896cc40501679e7b	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkLambda(PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires FV in_keys(M)
K-0635	semantics/functions.k	MPY-FUNCTIONS	59	62	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	76bc83655d11809cd18c182f7e285fa4e0117b4df26508068efc390e89119507	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => closureValC(PNS, CVS, BODY, CM) ... </k>
K-0636	semantics/functions.k	MPY-FUNCTIONS	63	63	rule	rule:ordinary		reachable	fixed supplied rule/declaration; reviewed sound on submitted integer path	e3671d9bac62395286261253cedc1db6b2cc0499988e29cfc0fef9ecb270a51f	rule <k> #bindP(.ParamNames, .Vals) => .K ... </k>
K-0637	semantics/functions.k	MPY-FUNCTIONS	64	67	rule	rule:ordinary		reachable	fixed supplied rule/declaration; reviewed sound on submitted integer path	2fb6a38b2f4126f645402c9404a3922c27569eda002ac4571cf37bb101f95a5c	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ P <- V ], _) ... </scopes>
K-0638	semantics/functions.k	MPY-FUNCTIONS	68	77	rule	rule:priority	priority(40)	unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	47a760dbae6d703de7bf41b0ac21c3647ea2a6c810d7e328aa96a33ba082eacd	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #cellW({M[P]}:>Val, V) ~> #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires "$cells" in_keys(M) andBool pnMember(P, cellsOf({M["$cells"]}:>Val)) andBool P in_keys(M) andBool isCellRef({M[P]}:>Val) [priority(40)]
K-0639	semantics/functions.k	MPY-FUNCTIONS	78	79	rule	rule:ordinary		reachable	fixed supplied rule/declaration; reviewed sound on submitted integer path	e32ef37e336c744611c4b34d811ac7ae4ebf8b5e2de407b6775937770d40a28c	rule <k> Return(V:Val) ~> _ => #pop </k> <ret> noRet => retV(V) </ret>
K-0640	semantics/functions.k	MPY-FUNCTIONS	80	84	rule	rule:ordinary		reachable	fixed supplied rule/declaration; reviewed sound on submitted integer path	e89e01d6c452e67496902442093c95fb823ab8363bd6e7702b25bfe5e000af58	rule <k> #endcall => #pop ... </k> <ret> noRet => retV(noneV) </ret>
K-0641	semantics/functions.k	MPY-FUNCTIONS	85	90	rule	rule:ordinary		reachable	fixed supplied rule/declaration; reviewed sound on submitted integer path	0976ba92bcac43fd697edbd1f7198b551a421c797750f89243f796c52dab75ab	rule <k> #pop => V ~> CONT </k> <ret> retV(V) => noRet </ret> <stack> ListItem(frame(CONT:K, CALLERL:Int, SAVEDL:Int)) => .List ... </stack> <env> L:Int => CALLERL </env> <scopes> SC:Map => SC [ L <- undef ] </scopes> <scopeLoc> _ => SAVEDL </scopeLoc>
K-0642	semantics/int.k	MPY-INT	5	6	imports	imports		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	4258a966960e81238ac1318ebb92f5cd383bcf94ed5077b6dea55341a4254bfd	imports MPY-CORE
K-0643	semantics/int.k	MPY-INT	7	8	rule	rule:ordinary		reachable	fixed supplied rule/declaration; reviewed sound on submitted integer path	bea824a9d0c76babe487fb83fc65f9325c396843c8776705ff5df097dcbe35ab	rule applyUn("-", I:Int) => 0 -Int I
K-0644	semantics/int.k	MPY-INT	9	10	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	8c4c1e8eef6166845f5a3f36e2a5898d5f905bfe4c52b48b097c1647940b0309	rule applyBin("+", I1:Int, I2:Int) => I1 +Int I2
K-0645	semantics/int.k	MPY-INT	11	11	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	515cc9110af914220fd043ddada48c7f17365a9bfa328efa8ae0919b5473859a	rule applyBin("+", I:Int, B:Bool) => I +Int #if B #then 1 #else 0 #fi
K-0646	semantics/int.k	MPY-INT	12	12	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	335d0401d42936641828c8519f03000492eab5fdde729be9ad84a964c192e1ed	rule applyBin("+", B:Bool, I:Int) => #if B #then 1 #else 0 #fi +Int I
K-0647	semantics/int.k	MPY-INT	13	13	rule	rule:ordinary		reachable	fixed supplied rule/declaration; reviewed sound on submitted integer path	045a3b7ba0f87b98701c029636a3617c9a7131d9a4011152d4bcca47c54b5501	rule applyBin("-", I1:Int, I2:Int) => I1 -Int I2
K-0648	semantics/int.k	MPY-INT	14	14	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	b25cf4d3a0b2c5705570985e016c6a573c9b1c47be3b9f677993f1c5a998c7a3	rule applyBin("*", I1:Int, I2:Int) => I1 *Int I2
K-0649	semantics/int.k	MPY-INT	15	15	rule	rule:ordinary		reachable	fixed supplied rule/declaration; reviewed sound on submitted integer path	7cfc166283c78d7165e4b29b6a7a8af5e7cecf8afe34ef7d32f9fb2313a573f2	rule applyBin("%", I1:Int, I2:Int) => pyMod(I1, I2)
K-0650	semantics/int.k	MPY-INT	16	16	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	85afa4d25d1446e6442d53737a36d1cc763b73b3fc78e5ee581835eea8b7b0f2	rule applyBin("//", I1:Int, I2:Int) => (I1 -Int pyMod(I1, I2)) /Int I2
K-0651	semantics/int.k	MPY-INT	17	18	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	614ae406522ba61d5dafd570459dee468b49b861442a3c456ef857b36c41e18a	rule applyBin("**", I1:Int, I2:Int) => I1 ^Int I2 requires I2 >=Int 0
K-0652	semantics/int.k	MPY-INT	19	19	syntax	syntax:function	function	reachable	fixed supplied rule/declaration; reviewed sound on submitted integer path	c131b0a212330737a12ec60d92eb60b3277a638e494ba82dba54d486be7e0c1a	syntax Int ::= pyMod(Int, Int) [function]
K-0653	semantics/int.k	MPY-INT	20	21	rule	rule:ordinary		reachable	fixed supplied rule/declaration; reviewed sound on submitted integer path	e3bb9293bfdee6b979c9f707348dfd94cb34c6ea9cc50901bfde37efe127d5f7	rule pyMod(I1:Int, I2:Int) => ((I1 %Int I2) +Int I2) %Int I2
K-0654	semantics/int.k	MPY-INT	22	22	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	10360ae8affd8bc7e27f8eb3e84b9a9da97af8c4b1970f529095f4e98af3c2f6	rule applyCmp("<", I1:Int, I2:Int) => I1 <Int I2
K-0655	semantics/int.k	MPY-INT	23	23	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	c213716c432e960423134537589932a4917bb15ada8af878e32b1f4a71d4cac9	rule applyCmp("<=", I1:Int, I2:Int) => I1 <=Int I2
K-0656	semantics/int.k	MPY-INT	24	24	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	fefdcde2267af04c1bdeb0961cbc9cb977147b091ffaebf44a694173a23e1516	rule applyCmp(">", I1:Int, I2:Int) => I1 >Int I2
K-0657	semantics/int.k	MPY-INT	25	25	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	463b1de8dd3e82b0fcd03ee7033dc057a279b2a2be351a7a8b3ce80a42c98227	rule applyCmp(">=", I1:Int, I2:Int) => I1 >=Int I2
K-0658	semantics/int.k	MPY-INT	26	26	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	533193ddf05e9682051473e0f142b3e9586ce8088bd6202dca16db0688e93fd1	rule applyCmp("==", I1:Int, I2:Int) => I1 ==Int I2
K-0659	semantics/int.k	MPY-INT	27	27	rule	rule:ordinary		reachable	fixed supplied rule/declaration; reviewed sound on submitted integer path	14ecc12ef5abadb7bac32c0bfe2efbd9eb2f38fd37dfa7a308cec90354697399	rule applyCmp("!=", I1:Int, I2:Int) => I1 =/=Int I2
K-0660	semantics/iter.k	MPY-ITER	7	7	imports	imports		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	4258a966960e81238ac1318ebb92f5cd383bcf94ed5077b6dea55341a4254bfd	imports MPY-CORE
K-0661	semantics/iter.k	MPY-ITER	8	8	syntax	syntax		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	2fa814827c664147e6d7c96edd48c3a829a22cd77adc337afbe1fec74dba68ec	syntax KItem ::= #iterNext(Iterable) | "#iterDone" | #iterYield(Val, Iterable)
