index	a	b	canonical	submitted	math_gcd
9424	8	62	2	2	2
9425	8	63	1	1	1
9426	8	64	8	8	8
9427	9	-64	-1	1	1
9428	9	-63	-9	9	9
9429	9	-62	-1	1	1
9430	9	-61	-1	1	1
9431	9	-60	-3	3	3
9432	9	-59	-1	1	1
9433	9	-58	-1	1	1
9434	9	-57	-3	3	3
9435	9	-56	-1	1	1
9436	9	-55	-1	1	1
9437	9	-54	-9	9	9
9438	9	-53	-1	1	1
9439	9	-52	-1	1	1
9440	9	-51	-3	3	3
9441	9	-50	-1	1	1
9442	9	-49	-1	1	1
9443	9	-48	-3	3	3
9444	9	-47	-1	1	1
9445	9	-46	-1	1	1
9446	9	-45	-9	9	9
9447	9	-44	-1	1	1
9448	9	-43	-1	1	1
9449	9	-42	-3	3	3
9450	9	-41	-1	1	1
9451	9	-40	-1	1	1
9452	9	-39	-3	3	3
9453	9	-38	-1	1	1
9454	9	-37	-1	1	1
9455	9	-36	-9	9	9
9456	9	-35	-1	1	1
9457	9	-34	-1	1	1
9458	9	-33	-3	3	3
9459	9	-32	-1	1	1
9460	9	-31	-1	1	1
9461	9	-30	-3	3	3
9462	9	-29	-1	1	1
9463	9	-28	-1	1	1
9464	9	-27	-9	9	9
9465	9	-26	-1	1	1
9466	9	-25	-1	1	1
9467	9	-24	-3	3	3
9468	9	-23	-1	1	1
9469	9	-22	-1	1	1
9470	9	-21	-3	3	3
9471	9	-20	-1	1	1
9472	9	-19	-1	1	1
9473	9	-18	-9	9	9
9474	9	-17	-1	1	1
9475	9	-16	-1	1	1
9476	9	-15	-3	3	3
9477	9	-14	-1	1	1
9478	9	-13	-1	1	1
9479	9	-12	-3	3	3
9480	9	-11	-1	1	1
9481	9	-10	-1	1	1
9482	9	-9	-9	9	9
9483	9	-8	-1	1	1
9484	9	-7	-1	1	1
9485	9	-6	-3	3	3
9486	9	-5	-1	1	1
9487	9	-4	-1	1	1
9488	9	-3	-3	3	3
9489	9	-2	-1	1	1
9490	9	-1	-1	1	1
9491	9	1	1	1	1
9492	9	2	1	1	1
9493	9	3	3	3	3
9494	9	4	1	1	1
9495	9	5	1	1	1
9496	9	6	3	3	3
9497	9	7	1	1	1
9498	9	8	1	1	1
9499	9	9	9	9	9
9500	9	10	1	1	1
9501	9	11	1	1	1
9502	9	12	3	3	3
9503	9	13	1	1	1
9504	9	14	1	1	1
9505	9	15	3	3	3
9506	9	16	1	1	1
9507	9	17	1	1	1
9508	9	18	9	9	9
9509	9	19	1	1	1
9510	9	20	1	1	1
9511	9	21	3	3	3
9512	9	22	1	1	1
9513	9	23	1	1	1
9514	9	24	3	3	3
9515	9	25	1	1	1
9516	9	26	1	1	1
9517	9	27	9	9	9
9518	9	28	1	1	1
9519	9	29	1	1	1
9520	9	30	3	3	3
9521	9	31	1	1	1
9522	9	32	1	1	1
9523	9	33	3	3	3
9524	9	34	1	1	1
9525	9	35	1	1	1
9526	9	36	9	9	9
9527	9	37	1	1	1
9528	9	38	1	1	1
9529	9	39	3	3	3
9530	9	40	1	1	1
9531	9	41	1	1	1
9532	9	42	3	3	3
9533	9	43	1	1	1
9534	9	44	1	1	1
9535	9	45	9	9	9
9536	9	46	1	1	1
9537	9	47	1	1	1
9538	9	48	3	3	3
9539	9	49	1	1	1
9540	9	50	1	1	1
9541	9	51	3	3	3
9542	9	52	1	1	1
9543	9	53	1	1	1
9544	9	54	9	9	9
9545	9	55	1	1	1
9546	9	56	1	1	1
9547	9	57	3	3	3
9548	9	58	1	1	1
9549	9	59	1	1	1
9550	9	60	3	3	3
9551	9	61	1	1	1
9552	9	62	1	1	1
9553	9	63	9	9	9
9554	9	64	1	1	1
9555	10	-64	-2	2	2
9556	10	-63	-1	1	1
9557	10	-62	-2	2	2
9558	10	-61	-1	1	1
9559	10	-60	-10	10	10
9560	10	-59	-1	1	1
9561	10	-58	-2	2	2
9562	10	-57	-1	1	1
9563	10	-56	-2	2	2
9564	10	-55	-5	5	5
9565	10	-54	-2	2	2
9566	10	-53	-1	1	1
9567	10	-52	-2	2	2
9568	10	-51	-1	1	1
9569	10	-50	-10	10	10
9570	10	-49	-1	1	1
9571	10	-48	-2	2	2
9572	10	-47	-1	1	1
9573	10	-46	-2	2	2
9574	10	-45	-5	5	5
9575	10	-44	-2	2	2
9576	10	-43	-1	1	1
9577	10	-42	-2	2	2
9578	10	-41	-1	1	1
9579	10	-40	-10	10	10
9580	10	-39	-1	1	1
9581	10	-38	-2	2	2
9582	10	-37	-1	1	1
9583	10	-36	-2	2	2
9584	10	-35	-5	5	5
9585	10	-34	-2	2	2
9586	10	-33	-1	1	1
9587	10	-32	-2	2	2
9588	10	-31	-1	1	1
9589	10	-30	-10	10	10
9590	10	-29	-1	1	1
9591	10	-28	-2	2	2
9592	10	-27	-1	1	1
9593	10	-26	-2	2	2
9594	10	-25	-5	5	5
9595	10	-24	-2	2	2
9596	10	-23	-1	1	1
9597	10	-22	-2	2	2
9598	10	-21	-1	1	1
9599	10	-20	-10	10	10
9600	10	-19	-1	1	1
9601	10	-18	-2	2	2
9602	10	-17	-1	1	1
9603	10	-16	-2	2	2
9604	10	-15	-5	5	5
9605	10	-14	-2	2	2
9606	10	-13	-1	1	1
9607	10	-12	-2	2	2
9608	10	-11	-1	1	1
9609	10	-10	-10	10	10
9610	10	-9	-1	1	1
9611	10	-8	-2	2	2
9612	10	-7	-1	1	1
9613	10	-6	-2	2	2
9614	10	-5	-5	5	5
9615	10	-4	-2	2	2
9616	10	-3	-1	1	1
9617	10	-2	-2	2	2
9618	10	-1	-1	1	1
9619	10	0	10	10	10
9620	10	1	1	1	1
9621	10	2	2	2	2
9622	10	3	1	1	1
9623	10	4	2	2	2
9624	10	5	5	5	5
9625	10	6	2	2	2
9626	10	7	1	1	1
9627	10	8	2	2	2
9628	10	9	1	1	1
9629	10	10	10	10	10
9630	10	11	1	1	1
9631	10	12	2	2	2
9632	10	13	1	1	1
9633	10	14	2	2	2
9634	10	15	5	5	5
9635	10	16	2	2	2
9636	10	17	1	1	1
9637	10	18	2	2	2
9638	10	19	1	1	1
9639	10	20	10	10	10
9640	10	21	1	1	1
9641	10	22	2	2	2
9642	10	23	1	1	1
9643	10	24	2	2	2
9644	10	25	5	5	5
9645	10	26	2	2	2
9646	10	27	1	1	1
9647	10	28	2	2	2
9648	10	29	1	1	1
9649	10	30	10	10	10
9650	10	31	1	1	1
9651	10	32	2	2	2
9652	10	33	1	1	1
9653	10	34	2	2	2
9654	10	35	5	5	5
9655	10	36	2	2	2
9656	10	37	1	1	1
9657	10	38	2	2	2
9658	10	39	1	1	1
9659	10	40	10	10	10
9660	10	41	1	1	1
9661	10	42	2	2	2
9662	10	43	1	1	1
9663	10	44	2	2	2
9664	10	45	5	5	5
9665	10	46	2	2	2
9666	10	47	1	1	1
9667	10	48	2	2	2
9668	10	49	1	1	1
9669	10	50	10	10	10
9670	10	51	1	1	1
9671	10	52	2	2	2
9672	10	53	1	1	1
9673	10	54	2	2	2
9674	10	55	5	5	5
9675	10	56	2	2	2
9676	10	57	1	1	1
9677	10	58	2	2	2
9678	10	59	1	1	1
9679	10	60	10	10	10
9680	10	61	1	1	1
9681	10	62	2	2	2
9682	10	63	1	1	1
9683	10	64	2	2	2
9684	11	-64	-1	1	1
9685	11	-63	-1	1	1
9686	11	-62	-1	1	1
9687	11	-61	-1	1	1
9688	11	-60	-1	1	1
9689	11	-59	-1	1	1
9690	11	-58	-1	1	1
9691	11	-57	-1	1	1
9692	11	-56	-1	1	1
9693	11	-55	-11	11	11
9694	11	-54	-1	1	1
9695	11	-53	-1	1	1
9696	11	-52	-1	1	1
9697	11	-51	-1	1	1
9698	11	-50	-1	1	1
9699	11	-49	-1	1	1
9700	11	-48	-1	1	1
9701	11	-47	-1	1	1
9702	11	-46	-1	1	1
9703	11	-45	-1	1	1
9704	11	-44	-11	11	11
9705	11	-43	-1	1	1
9706	11	-42	-1	1	1
9707	11	-41	-1	1	1
9708	11	-40	-1	1	1
9709	11	-39	-1	1	1
9710	11	-38	-1	1	1
9711	11	-37	-1	1	1
9712	11	-36	-1	1	1
9713	11	-35	-1	1	1
9714	11	-34	-1	1	1
9715	11	-33	-11	11	11
9716	11	-32	-1	1	1
9717	11	-31	-1	1	1
9718	11	-30	-1	1	1
9719	11	-29	-1	1	1
9720	11	-28	-1	1	1
9721	11	-27	-1	1	1
9722	11	-26	-1	1	1
9723	11	-25	-1	1	1
9724	11	-24	-1	1	1
9725	11	-23	-1	1	1
9726	11	-22	-11	11	11
9727	11	-21	-1	1	1
9728	11	-20	-1	1	1
9729	11	-19	-1	1	1
9730	11	-18	-1	1	1
9731	11	-17	-1	1	1
9732	11	-16	-1	1	1
9733	11	-15	-1	1	1
9734	11	-14	-1	1	1
9735	11	-13	-1	1	1
9736	11	-12	-1	1	1
9737	11	-11	-11	11	11
9738	11	-10	-1	1	1
9739	11	-9	-1	1	1
9740	11	-8	-1	1	1
9741	11	-7	-1	1	1
9742	11	-6	-1	1	1
9743	11	-5	-1	1	1
9744	11	-4	-1	1	1
9745	11	-3	-1	1	1
9746	11	-2	-1	1	1
9747	11	-1	-1	1	1
9748	11	0	11	11	11
9749	11	1	1	1	1
9750	11	2	1	1	1
9751	11	3	1	1	1
9752	11	4	1	1	1
9753	11	5	1	1	1
9754	11	6	1	1	1
9755	11	7	1	1	1
9756	11	8	1	1	1
9757	11	9	1	1	1
9758	11	10	1	1	1
9759	11	11	11	11	11
9760	11	12	1	1	1
9761	11	13	1	1	1
9762	11	14	1	1	1
9763	11	15	1	1	1
9764	11	16	1	1	1
9765	11	17	1	1	1
9766	11	18	1	1	1
9767	11	19	1	1	1
9768	11	20	1	1	1
9769	11	21	1	1	1
9770	11	22	11	11	11
9771	11	23	1	1	1
9772	11	24	1	1	1
9773	11	25	1	1	1
9774	11	26	1	1	1
9775	11	27	1	1	1
9776	11	28	1	1	1
9777	11	29	1	1	1
9778	11	30	1	1	1
9779	11	31	1	1	1
9780	11	32	1	1	1
9781	11	33	11	11	11
9782	11	34	1	1	1
9783	11	35	1	1	1
9784	11	36	1	1	1
9785	11	37	1	1	1
9786	11	38	1	1	1
9787	11	39	1	1	1
9788	11	40	1	1	1
9789	11	41	1	1	1
9790	11	42	1	1	1
9791	11	43	1	1	1
9792	11	44	11	11	11
9793	11	45	1	1	1
9794	11	46	1	1	1
9795	11	47	1	1	1
9796	11	48	1	1	1
9797	11	49	1	1	1
9798	11	50	1	1	1
9799	11	51	1	1	1
9800	11	52	1	1	1
9801	11	53	1	1	1
9802	11	54	1	1	1
9803	11	55	11	11	11
9804	11	56	1	1	1
9805	11	57	1	1	1
9806	11	58	1	1	1
9807	11	59	1	1	1
9808	11	60	1	1	1
9809	11	61	1	1	1
9810	11	62	1	1	1
9811	11	63	1	1	1
9812	11	64	1	1	1
9813	12	-64	-4	4	4
9814	12	-63	-3	3	3
9815	12	-62	-2	2	2
9816	12	-61	-1	1	1
9817	12	-60	-12	12	12
9818	12	-59	-1	1	1
9819	12	-58	-2	2	2
9820	12	-57	-3	3	3
9821	12	-56	-4	4	4
9822	12	-55	-1	1	1
9823	12	-54	-6	6	6
9824	12	-53	-1	1	1
9825	12	-52	-4	4	4
9826	12	-51	-3	3	3
9827	12	-50	-2	2	2
9828	12	-49	-1	1	1
9829	12	-48	-12	12	12
9830	12	-47	-1	1	1
9831	12	-46	-2	2	2
9832	12	-45	-3	3	3
9833	12	-44	-4	4	4
9834	12	-43	-1	1	1
9835	12	-42	-6	6	6
9836	12	-41	-1	1	1
9837	12	-40	-4	4	4
9838	12	-39	-3	3	3
9839	12	-38	-2	2	2
9840	12	-37	-1	1	1
9841	12	-36	-12	12	12
9842	12	-35	-1	1	1
9843	12	-34	-2	2	2
9844	12	-33	-3	3	3
9845	12	-32	-4	4	4
9846	12	-31	-1	1	1
9847	12	-30	-6	6	6
9848	12	-29	-1	1	1
9849	12	-28	-4	4	4
9850	12	-27	-3	3	3
9851	12	-26	-2	2	2
9852	12	-25	-1	1	1
9853	12	-24	-12	12	12
9854	12	-23	-1	1	1
9855	12	-22	-2	2	2
9856	12	-21	-3	3	3
9857	12	-20	-4	4	4
9858	12	-19	-1	1	1
9859	12	-18	-6	6	6
9860	12	-17	-1	1	1
9861	12	-16	-4	4	4
9862	12	-15	-3	3	3
9863	12	-14	-2	2	2
9864	12	-13	-1	1	1
9865	12	-12	-12	12	12
9866	12	-11	-1	1	1
9867	12	-10	-2	2	2
9868	12	-9	-3	3	3
9869	12	-8	-4	4	4
9870	12	-7	-1	1	1
9871	12	-6	-6	6	6
9872	12	-5	-1	1	1
9873	12	-4	-4	4	4
9874	12	-3	-3	3	3
9875	12	-2	-2	2	2
9876	12	-1	-1	1	1
9877	12	0	12	12	12
9878	12	1	1	1	1
9879	12	2	2	2	2
9880	12	3	3	3	3
9881	12	4	4	4	4
9882	12	5	1	1	1
9883	12	6	6	6	6
9884	12	7	1	1	1
9885	12	8	4	4	4
9886	12	9	3	3	3
9887	12	10	2	2	2
9888	12	11	1	1	1
9889	12	12	12	12	12
9890	12	13	1	1	1
9891	12	14	2	2	2
9892	12	15	3	3	3
9893	12	16	4	4	4
9894	12	17	1	1	1
9895	12	18	6	6	6
9896	12	19	1	1	1
9897	12	20	4	4	4
9898	12	21	3	3	3
9899	12	22	2	2	2
9900	12	23	1	1	1
9901	12	24	12	12	12
9902	12	25	1	1	1
9903	12	26	2	2	2
9904	12	27	3	3	3
9905	12	28	4	4	4
9906	12	29	1	1	1
9907	12	30	6	6	6
9908	12	31	1	1	1
9909	12	32	4	4	4
9910	12	33	3	3	3
9911	12	34	2	2	2
9912	12	35	1	1	1
9913	12	36	12	12	12
9914	12	37	1	1	1
9915	12	38	2	2	2
9916	12	39	3	3	3
9917	12	40	4	4	4
9918	12	41	1	1	1
9919	12	42	6	6	6
9920	12	43	1	1	1
9921	12	44	4	4	4
9922	12	45	3	3	3
9923	12	46	2	2	2
9924	12	47	1	1	1
9925	12	48	12	12	12
9926	12	49	1	1	1
9927	12	50	2	2	2
9928	12	51	3	3	3
9929	12	52	4	4	4
9930	12	53	1	1	1
9931	12	54	6	6	6
9932	12	55	1	1	1
9933	12	56	4	4	4
9934	12	57	3	3	3
9935	12	58	2	2	2
9936	12	59	1	1	1
9937	12	60	12	12	12
9938	12	61	1	1	1
9939	12	62	2	2	2
9940	12	63	3	3	3
9941	12	64	4	4	4
9942	13	-64	-1	1	1
9943	13	-63	-1	1	1
9944	13	-62	-1	1	1
9945	13	-61	-1	1	1
9946	13	-60	-1	1	1
9947	13	-59	-1	1	1
9948	13	-58	-1	1	1
9949	13	-57	-1	1	1
9950	13	-56	-1	1	1
9951	13	-55	-1	1	1
9952	13	-54	-1	1	1
9953	13	-53	-1	1	1
9954	13	-52	-13	13	13
9955	13	-51	-1	1	1
9956	13	-50	-1	1	1
9957	13	-49	-1	1	1
9958	13	-48	-1	1	1
9959	13	-47	-1	1	1
9960	13	-46	-1	1	1
9961	13	-45	-1	1	1
9962	13	-44	-1	1	1
9963	13	-43	-1	1	1
9964	13	-42	-1	1	1
9965	13	-41	-1	1	1
9966	13	-40	-1	1	1
9967	13	-39	-13	13	13
9968	13	-38	-1	1	1
9969	13	-37	-1	1	1
9970	13	-36	-1	1	1
9971	13	-35	-1	1	1
9972	13	-34	-1	1	1
9973	13	-33	-1	1	1
9974	13	-32	-1	1	1
9975	13	-31	-1	1	1
9976	13	-30	-1	1	1
9977	13	-29	-1	1	1
9978	13	-28	-1	1	1
9979	13	-27	-1	1	1
9980	13	-26	-13	13	13
9981	13	-25	-1	1	1
9982	13	-24	-1	1	1
9983	13	-23	-1	1	1
9984	13	-22	-1	1	1
9985	13	-21	-1	1	1
9986	13	-20	-1	1	1
9987	13	-19	-1	1	1
9988	13	-18	-1	1	1
9989	13	-17	-1	1	1
9990	13	-16	-1	1	1
9991	13	-15	-1	1	1
9992	13	-14	-1	1	1
9993	13	-13	-13	13	13
9994	13	-12	-1	1	1
9995	13	-11	-1	1	1
9996	13	-10	-1	1	1
9997	13	-9	-1	1	1
9998	13	-8	-1	1	1
9999	13	-7	-1	1	1
10000	13	-6	-1	1	1
10001	13	-5	-1	1	1
10002	13	-4	-1	1	1
10003	13	-3	-1	1	1
10004	13	-2	-1	1	1
10005	13	-1	-1	1	1
10006	13	0	13	13	13
10007	13	1	1	1	1
10008	13	2	1	1	1
10009	13	3	1	1	1
10010	13	4	1	1	1
10011	13	5	1	1	1
10012	13	6	1	1	1
10013	13	7	1	1	1
10014	13	8	1	1	1
10015	13	9	1	1	1
10016	13	10	1	1	1
10017	13	11	1	1	1
10018	13	12	1	1	1
10019	13	13	13	13	13
10020	13	14	1	1	1
10021	13	15	1	1	1
10022	13	16	1	1	1
10023	13	17	1	1	1
10024	13	18	1	1	1
10025	13	19	1	1	1
10026	13	20	1	1	1
10027	13	21	1	1	1
10028	13	22	1	1	1
10029	13	23	1	1	1
10030	13	24	1	1	1
10031	13	25	1	1	1
10032	13	26	13	13	13
10033	13	27	1	1	1
10034	13	28	1	1	1
10035	13	29	1	1	1
10036	13	30	1	1	1
10037	13	31	1	1	1
10038	13	32	1	1	1
10039	13	33	1	1	1
10040	13	34	1	1	1
10041	13	35	1	1	1
10042	13	36	1	1	1
10043	13	37	1	1	1
10044	13	38	1	1	1
10045	13	39	13	13	13
10046	13	40	1	1	1
10047	13	41	1	1	1
10048	13	42	1	1	1
10049	13	43	1	1	1
10050	13	44	1	1	1
10051	13	45	1	1	1
10052	13	46	1	1	1
10053	13	47	1	1	1
10054	13	48	1	1	1
10055	13	49	1	1	1
10056	13	50	1	1	1
10057	13	51	1	1	1
10058	13	52	13	13	13
10059	13	53	1	1	1
10060	13	54	1	1	1
10061	13	55	1	1	1
10062	13	56	1	1	1
10063	13	57	1	1	1
10064	13	58	1	1	1
10065	13	59	1	1	1
10066	13	60	1	1	1
10067	13	61	1	1	1
10068	13	62	1	1	1
10069	13	63	1	1	1
10070	13	64	1	1	1
10071	14	-64	-2	2	2
10072	14	-63	-7	7	7
10073	14	-62	-2	2	2
10074	14	-61	-1	1	1
10075	14	-60	-2	2	2
10076	14	-59	-1	1	1
10077	14	-58	-2	2	2
10078	14	-57	-1	1	1
10079	14	-56	-14	14	14
10080	14	-55	-1	1	1
10081	14	-54	-2	2	2
10082	14	-53	-1	1	1
10083	14	-52	-2	2	2
10084	14	-51	-1	1	1
10085	14	-50	-2	2	2
10086	14	-49	-7	7	7
10087	14	-48	-2	2	2
10088	14	-47	-1	1	1
10089	14	-46	-2	2	2
10090	14	-45	-1	1	1
10091	14	-44	-2	2	2
10092	14	-43	-1	1	1
10093	14	-42	-14	14	14
10094	14	-41	-1	1	1
10095	14	-40	-2	2	2
10096	14	-39	-1	1	1
10097	14	-38	-2	2	2
10098	14	-37	-1	1	1
10099	14	-36	-2	2	2
10100	14	-35	-7	7	7
10101	14	-34	-2	2	2
10102	14	-33	-1	1	1
10103	14	-32	-2	2	2
10104	14	-31	-1	1	1
10105	14	-30	-2	2	2
10106	14	-29	-1	1	1
10107	14	-28	-14	14	14
10108	14	-27	-1	1	1
10109	14	-26	-2	2	2
10110	14	-25	-1	1	1
10111	14	-24	-2	2	2
10112	14	-23	-1	1	1
10113	14	-22	-2	2	2
10114	14	-21	-7	7	7
10115	14	-20	-2	2	2
10116	14	-19	-1	1	1
10117	14	-18	-2	2	2
10118	14	-17	-1	1	1
10119	14	-16	-2	2	2
10120	14	-15	-1	1	1
10121	14	-14	-14	14	14
10122	14	-13	-1	1	1
10123	14	-12	-2	2	2
10124	14	-11	-1	1	1
10125	14	-10	-2	2	2
10126	14	-9	-1	1	1
10127	14	-8	-2	2	2
10128	14	-7	-7	7	7
10129	14	-6	-2	2	2
10130	14	-5	-1	1	1
10131	14	-4	-2	2	2
10132	14	-3	-1	1	1
10133	14	-2	-2	2	2
10134	14	-1	-1	1	1
10135	14	0	14	14	14
10136	14	1	1	1	1
10137	14	2	2	2	2
10138	14	3	1	1	1
10139	14	4	2	2	2
10140	14	5	1	1	1
10141	14	6	2	2	2
10142	14	7	7	7	7
10143	14	8	2	2	2
10144	14	9	1	1	1
10145	14	10	2	2	2
10146	14	11	1	1	1
10147	14	12	2	2	2
10148	14	13	1	1	1
10149	14	14	14	14	14
10150	14	15	1	1	1
10151	14	16	2	2	2
10152	14	17	1	1	1
10153	14	18	2	2	2
10154	14	19	1	1	1
10155	14	20	2	2	2
10156	14	21	7	7	7
10157	14	22	2	2	2
10158	14	23	1	1	1
10159	14	24	2	2	2
10160	14	25	1	1	1
10161	14	26	2	2	2
10162	14	27	1	1	1
10163	14	28	14	14	14
10164	14	29	1	1	1
10165	14	30	2	2	2
10166	14	31	1	1	1
10167	14	32	2	2	2
10168	14	33	1	1	1
10169	14	34	2	2	2
10170	14	35	7	7	7
10171	14	36	2	2	2
10172	14	37	1	1	1
10173	14	38	2	2	2
10174	14	39	1	1	1
10175	14	40	2	2	2
10176	14	41	1	1	1
10177	14	42	14	14	14
10178	14	43	1	1	1
10179	14	44	2	2	2
10180	14	45	1	1	1
10181	14	46	2	2	2
10182	14	47	1	1	1
10183	14	48	2	2	2
10184	14	49	7	7	7
10185	14	50	2	2	2
10186	14	51	1	1	1
10187	14	52	2	2	2
10188	14	53	1	1	1
10189	14	54	2	2	2
10190	14	55	1	1	1
10191	14	56	14	14	14
10192	14	57	1	1	1
10193	14	58	2	2	2
10194	14	59	1	1	1
10195	14	60	2	2	2
10196	14	61	1	1	1
10197	14	62	2	2	2
10198	14	63	7	7	7
10199	14	64	2	2	2
10200	15	-64	-1	1	1
10201	15	-63	-3	3	3
10202	15	-62	-1	1	1
10203	15	-61	-1	1	1
10204	15	-60	-15	15	15
10205	15	-59	-1	1	1
10206	15	-58	-1	1	1
10207	15	-57	-3	3	3
10208	15	-56	-1	1	1
10209	15	-55	-5	5	5
10210	15	-54	-3	3	3
10211	15	-53	-1	1	1
10212	15	-52	-1	1	1
10213	15	-51	-3	3	3
10214	15	-50	-5	5	5
10215	15	-49	-1	1	1
10216	15	-48	-3	3	3
10217	15	-47	-1	1	1
10218	15	-46	-1	1	1
10219	15	-45	-15	15	15
10220	15	-44	-1	1	1
10221	15	-43	-1	1	1
10222	15	-42	-3	3	3
10223	15	-41	-1	1	1
10224	15	-40	-5	5	5
10225	15	-39	-3	3	3
10226	15	-38	-1	1	1
10227	15	-37	-1	1	1
10228	15	-36	-3	3	3
10229	15	-35	-5	5	5
10230	15	-34	-1	1	1
10231	15	-33	-3	3	3
10232	15	-32	-1	1	1
10233	15	-31	-1	1	1
10234	15	-30	-15	15	15
10235	15	-29	-1	1	1
10236	15	-28	-1	1	1
10237	15	-27	-3	3	3
10238	15	-26	-1	1	1
10239	15	-25	-5	5	5
10240	15	-24	-3	3	3
10241	15	-23	-1	1	1
10242	15	-22	-1	1	1
10243	15	-21	-3	3	3
10244	15	-20	-5	5	5
10245	15	-19	-1	1	1
10246	15	-18	-3	3	3
10247	15	-17	-1	1	1
10248	15	-16	-1	1	1
10249	15	-15	-15	15	15
10250	15	-14	-1	1	1
10251	15	-13	-1	1	1
10252	15	-12	-3	3	3
10253	15	-11	-1	1	1
10254	15	-10	-5	5	5
10255	15	-9	-3	3	3
10256	15	-8	-1	1	1
10257	15	-7	-1	1	1
10258	15	-6	-3	3	3
10259	15	-5	-5	5	5
10260	15	-4	-1	1	1
10261	15	-3	-3	3	3
10262	15	-2	-1	1	1
10263	15	-1	-1	1	1
10264	15	0	15	15	15
10265	15	1	1	1	1
10266	15	2	1	1	1
10267	15	3	3	3	3
10268	15	4	1	1	1
10269	15	5	5	5	5
10270	15	6	3	3	3
10271	15	7	1	1	1
10272	15	8	1	1	1
10273	15	9	3	3	3
10274	15	10	5	5	5
10275	15	11	1	1	1
10276	15	12	3	3	3
10277	15	13	1	1	1
10278	15	14	1	1	1
10279	15	15	15	15	15
10280	15	16	1	1	1
10281	15	17	1	1	1
10282	15	18	3	3	3
10283	15	19	1	1	1
10284	15	20	5	5	5
10285	15	21	3	3	3
10286	15	22	1	1	1
10287	15	23	1	1	1
10288	15	24	3	3	3
10289	15	25	5	5	5
10290	15	26	1	1	1
10291	15	27	3	3	3
10292	15	28	1	1	1
10293	15	29	1	1	1
10294	15	30	15	15	15
10295	15	31	1	1	1
10296	15	32	1	1	1
10297	15	33	3	3	3
10298	15	34	1	1	1
10299	15	35	5	5	5
10300	15	36	3	3	3
10301	15	37	1	1	1
10302	15	38	1	1	1
10303	15	39	3	3	3
10304	15	40	5	5	5
10305	15	41	1	1	1
10306	15	42	3	3	3
10307	15	43	1	1	1
10308	15	44	1	1	1
10309	15	45	15	15	15
10310	15	46	1	1	1
10311	15	47	1	1	1
10312	15	48	3	3	3
10313	15	49	1	1	1
10314	15	50	5	5	5
10315	15	51	3	3	3
10316	15	52	1	1	1
10317	15	53	1	1	1
10318	15	54	3	3	3
10319	15	55	5	5	5
10320	15	56	1	1	1
10321	15	57	3	3	3
10322	15	58	1	1	1
10323	15	59	1	1	1
10324	15	60	15	15	15
10325	15	61	1	1	1
10326	15	62	1	1	1
10327	15	63	3	3	3
10328	15	64	1	1	1
10329	16	-64	-16	16	16
10330	16	-63	-1	1	1
10331	16	-62	-2	2	2
10332	16	-61	-1	1	1
10333	16	-60	-4	4	4
10334	16	-59	-1	1	1
10335	16	-58	-2	2	2
10336	16	-57	-1	1	1
10337	16	-56	-8	8	8
10338	16	-55	-1	1	1
10339	16	-54	-2	2	2
10340	16	-53	-1	1	1
10341	16	-52	-4	4	4
10342	16	-51	-1	1	1
10343	16	-50	-2	2	2
10344	16	-49	-1	1	1
10345	16	-48	-16	16	16
10346	16	-47	-1	1	1
10347	16	-46	-2	2	2
10348	16	-45	-1	1	1
10349	16	-44	-4	4	4
10350	16	-43	-1	1	1
10351	16	-42	-2	2	2
10352	16	-41	-1	1	1
10353	16	-40	-8	8	8
10354	16	-39	-1	1	1
10355	16	-38	-2	2	2
10356	16	-37	-1	1	1
10357	16	-36	-4	4	4
10358	16	-35	-1	1	1
10359	16	-34	-2	2	2
10360	16	-33	-1	1	1
10361	16	-32	-16	16	16
10362	16	-31	-1	1	1
10363	16	-30	-2	2	2
10364	16	-29	-1	1	1
10365	16	-28	-4	4	4
10366	16	-27	-1	1	1
10367	16	-26	-2	2	2
10368	16	-25	-1	1	1
10369	16	-24	-8	8	8
10370	16	-23	-1	1	1
10371	16	-22	-2	2	2
10372	16	-21	-1	1	1
10373	16	-20	-4	4	4
10374	16	-19	-1	1	1
10375	16	-18	-2	2	2
10376	16	-17	-1	1	1
10377	16	-16	-16	16	16
10378	16	-15	-1	1	1
10379	16	-14	-2	2	2
10380	16	-13	-1	1	1
10381	16	-12	-4	4	4
10382	16	-11	-1	1	1
10383	16	-10	-2	2	2
10384	16	-9	-1	1	1
10385	16	-8	-8	8	8
10386	16	-7	-1	1	1
10387	16	-6	-2	2	2
10388	16	-5	-1	1	1
10389	16	-4	-4	4	4
10390	16	-3	-1	1	1
10391	16	-2	-2	2	2
10392	16	-1	-1	1	1
10393	16	0	16	16	16
10394	16	1	1	1	1
10395	16	2	2	2	2
10396	16	3	1	1	1
10397	16	4	4	4	4
10398	16	5	1	1	1
10399	16	6	2	2	2
10400	16	7	1	1	1
10401	16	8	8	8	8
10402	16	9	1	1	1
10403	16	10	2	2	2
10404	16	11	1	1	1
10405	16	12	4	4	4
10406	16	13	1	1	1
10407	16	14	2	2	2
10408	16	15	1	1	1
10409	16	16	16	16	16
10410	16	17	1	1	1
10411	16	18	2	2	2
10412	16	19	1	1	1
10413	16	20	4	4	4
10414	16	21	1	1	1
10415	16	22	2	2	2
10416	16	23	1	1	1
10417	16	24	8	8	8
10418	16	25	1	1	1
10419	16	26	2	2	2
