index	a	b
13403	39	46
13404	39	47
13405	39	48
13406	39	49
13407	39	50
13408	39	51
13409	39	52
13410	39	53
13411	39	54
13412	39	55
13413	39	56
13414	39	57
13415	39	58
13416	39	59
13417	39	60
13418	39	61
13419	39	62
13420	39	63
13421	39	64
13422	40	-64
13423	40	-63
13424	40	-62
13425	40	-61
13426	40	-60
13427	40	-59
13428	40	-58
13429	40	-57
13430	40	-56
13431	40	-55
13432	40	-54
13433	40	-53
13434	40	-52
13435	40	-51
13436	40	-50
13437	40	-49
13438	40	-48
13439	40	-47
13440	40	-46
13441	40	-45
13442	40	-44
13443	40	-43
13444	40	-42
13445	40	-41
13446	40	-40
13447	40	-39
13448	40	-38
13449	40	-37
13450	40	-36
13451	40	-35
13452	40	-34
13453	40	-33
13454	40	-32
13455	40	-31
13456	40	-30
13457	40	-29
13458	40	-28
13459	40	-27
13460	40	-26
13461	40	-25
13462	40	-24
13463	40	-23
13464	40	-22
13465	40	-21
13466	40	-20
13467	40	-19
13468	40	-18
13469	40	-17
13470	40	-16
13471	40	-15
13472	40	-14
13473	40	-13
13474	40	-12
13475	40	-11
13476	40	-10
13477	40	-9
13478	40	-8
13479	40	-7
13480	40	-6
13481	40	-5
13482	40	-4
13483	40	-3
13484	40	-2
13485	40	-1
13486	40	0
13487	40	1
13488	40	2
13489	40	3
13490	40	4
13491	40	5
13492	40	6
13493	40	7
13494	40	8
13495	40	9
13496	40	10
13497	40	11
13498	40	12
13499	40	13
13500	40	14
13501	40	15
13502	40	16
13503	40	17
13504	40	18
13505	40	19
13506	40	20
13507	40	21
13508	40	22
13509	40	23
13510	40	24
13511	40	25
13512	40	26
13513	40	27
13514	40	28
13515	40	29
13516	40	30
13517	40	31
13518	40	32
13519	40	33
13520	40	34
13521	40	35
13522	40	36
13523	40	37
13524	40	38
13525	40	39
13526	40	40
13527	40	41
13528	40	42
13529	40	43
13530	40	44
13531	40	45
13532	40	46
13533	40	47
13534	40	48
13535	40	49
13536	40	50
13537	40	51
13538	40	52
13539	40	53
13540	40	54
13541	40	55
13542	40	56
13543	40	57
13544	40	58
13545	40	59
13546	40	60
13547	40	61
13548	40	62
13549	40	63
13550	40	64
13551	41	-64
13552	41	-63
13553	41	-62
13554	41	-61
13555	41	-60
13556	41	-59
13557	41	-58
13558	41	-57
13559	41	-56
13560	41	-55
13561	41	-54
13562	41	-53
13563	41	-52
13564	41	-51
13565	41	-50
13566	41	-49
13567	41	-48
13568	41	-47
13569	41	-46
13570	41	-45
13571	41	-44
13572	41	-43
13573	41	-42
13574	41	-41
13575	41	-40
13576	41	-39
13577	41	-38
13578	41	-37
13579	41	-36
13580	41	-35
13581	41	-34
13582	41	-33
13583	41	-32
13584	41	-31
13585	41	-30
13586	41	-29
13587	41	-28
13588	41	-27
13589	41	-26
13590	41	-25
13591	41	-24
13592	41	-23
13593	41	-22
13594	41	-21
13595	41	-20
13596	41	-19
13597	41	-18
13598	41	-17
13599	41	-16
13600	41	-15
13601	41	-14
13602	41	-13
13603	41	-12
13604	41	-11
13605	41	-10
13606	41	-9
13607	41	-8
13608	41	-7
13609	41	-6
13610	41	-5
13611	41	-4
13612	41	-3
13613	41	-2
13614	41	-1
13615	41	0
13616	41	1
13617	41	2
13618	41	3
13619	41	4
13620	41	5
13621	41	6
13622	41	7
13623	41	8
13624	41	9
13625	41	10
13626	41	11
13627	41	12
13628	41	13
13629	41	14
13630	41	15
13631	41	16
13632	41	17
13633	41	18
13634	41	19
13635	41	20
13636	41	21
13637	41	22
13638	41	23
13639	41	24
13640	41	25
13641	41	26
13642	41	27
13643	41	28
13644	41	29
13645	41	30
13646	41	31
13647	41	32
13648	41	33
13649	41	34
13650	41	35
13651	41	36
13652	41	37
13653	41	38
13654	41	39
13655	41	40
13656	41	41
13657	41	42
13658	41	43
13659	41	44
13660	41	45
13661	41	46
13662	41	47
13663	41	48
13664	41	49
13665	41	50
13666	41	51
13667	41	52
13668	41	53
13669	41	54
13670	41	55
13671	41	56
13672	41	57
13673	41	58
13674	41	59
13675	41	60
13676	41	61
13677	41	62
13678	41	63
13679	41	64
13680	42	-64
13681	42	-63
13682	42	-62
13683	42	-61
13684	42	-60
13685	42	-59
13686	42	-58
13687	42	-57
13688	42	-56
13689	42	-55
13690	42	-54
13691	42	-53
13692	42	-52
13693	42	-51
13694	42	-50
13695	42	-49
13696	42	-48
13697	42	-47
13698	42	-46
13699	42	-45
13700	42	-44
13701	42	-43
13702	42	-42
13703	42	-41
13704	42	-40
13705	42	-39
13706	42	-38
13707	42	-37
13708	42	-36
13709	42	-35
13710	42	-34
13711	42	-33
13712	42	-32
13713	42	-31
13714	42	-30
13715	42	-29
13716	42	-28
13717	42	-27
13718	42	-26
13719	42	-25
13720	42	-24
13721	42	-23
13722	42	-22
13723	42	-21
13724	42	-20
13725	42	-19
13726	42	-18
13727	42	-17
13728	42	-16
13729	42	-15
13730	42	-14
13731	42	-13
13732	42	-12
13733	42	-11
13734	42	-10
13735	42	-9
13736	42	-8
13737	42	-7
13738	42	-6
13739	42	-5
13740	42	-4
13741	42	-3
13742	42	-2
13743	42	-1
13744	42	0
13745	42	1
13746	42	2
13747	42	3
13748	42	4
13749	42	5
13750	42	6
13751	42	7
13752	42	8
13753	42	9
13754	42	10
13755	42	11
13756	42	12
13757	42	13
13758	42	14
13759	42	15
13760	42	16
13761	42	17
13762	42	18
13763	42	19
13764	42	20
13765	42	21
13766	42	22
13767	42	23
13768	42	24
13769	42	25
13770	42	26
13771	42	27
13772	42	28
13773	42	29
13774	42	30
13775	42	31
13776	42	32
13777	42	33
13778	42	34
13779	42	35
13780	42	36
13781	42	37
13782	42	38
13783	42	39
13784	42	40
13785	42	41
13786	42	42
13787	42	43
13788	42	44
13789	42	45
13790	42	46
13791	42	47
13792	42	48
13793	42	49
13794	42	50
13795	42	51
13796	42	52
13797	42	53
13798	42	54
13799	42	55
13800	42	56
13801	42	57
13802	42	58
13803	42	59
13804	42	60
13805	42	61
13806	42	62
13807	42	63
13808	42	64
13809	43	-64
13810	43	-63
13811	43	-62
13812	43	-61
13813	43	-60
13814	43	-59
13815	43	-58
13816	43	-57
13817	43	-56
13818	43	-55
13819	43	-54
13820	43	-53
13821	43	-52
13822	43	-51
13823	43	-50
13824	43	-49
13825	43	-48
13826	43	-47
13827	43	-46
13828	43	-45
13829	43	-44
13830	43	-43
13831	43	-42
13832	43	-41
13833	43	-40
13834	43	-39
13835	43	-38
13836	43	-37
13837	43	-36
13838	43	-35
13839	43	-34
13840	43	-33
13841	43	-32
13842	43	-31
13843	43	-30
13844	43	-29
13845	43	-28
13846	43	-27
13847	43	-26
13848	43	-25
13849	43	-24
13850	43	-23
13851	43	-22
13852	43	-21
13853	43	-20
13854	43	-19
13855	43	-18
13856	43	-17
13857	43	-16
13858	43	-15
13859	43	-14
13860	43	-13
13861	43	-12
13862	43	-11
13863	43	-10
13864	43	-9
13865	43	-8
13866	43	-7
13867	43	-6
13868	43	-5
13869	43	-4
13870	43	-3
13871	43	-2
13872	43	-1
13873	43	0
13874	43	1
13875	43	2
13876	43	3
13877	43	4
13878	43	5
13879	43	6
13880	43	7
13881	43	8
13882	43	9
13883	43	10
13884	43	11
13885	43	12
13886	43	13
13887	43	14
13888	43	15
13889	43	16
13890	43	17
13891	43	18
13892	43	19
13893	43	20
13894	43	21
13895	43	22
13896	43	23
13897	43	24
13898	43	25
13899	43	26
13900	43	27
13901	43	28
13902	43	29
13903	43	30
13904	43	31
13905	43	32
13906	43	33
13907	43	34
13908	43	35
13909	43	36
13910	43	37
13911	43	38
13912	43	39
13913	43	40
13914	43	41
13915	43	42
13916	43	43
13917	43	44
13918	43	45
13919	43	46
13920	43	47
13921	43	48
13922	43	49
13923	43	50
13924	43	51
13925	43	52
13926	43	53
13927	43	54
13928	43	55
13929	43	56
13930	43	57
13931	43	58
13932	43	59
13933	43	60
13934	43	61
13935	43	62
13936	43	63
13937	43	64
13938	44	-64
13939	44	-63
13940	44	-62
13941	44	-61
13942	44	-60
13943	44	-59
13944	44	-58
13945	44	-57
13946	44	-56
13947	44	-55
13948	44	-54
13949	44	-53
13950	44	-52
13951	44	-51
13952	44	-50
13953	44	-49
13954	44	-48
13955	44	-47
13956	44	-46
13957	44	-45
13958	44	-44
13959	44	-43
13960	44	-42
13961	44	-41
13962	44	-40
13963	44	-39
13964	44	-38
13965	44	-37
13966	44	-36
13967	44	-35
13968	44	-34
13969	44	-33
13970	44	-32
13971	44	-31
13972	44	-30
13973	44	-29
13974	44	-28
13975	44	-27
13976	44	-26
13977	44	-25
13978	44	-24
13979	44	-23
13980	44	-22
13981	44	-21
13982	44	-20
13983	44	-19
13984	44	-18
13985	44	-17
13986	44	-16
13987	44	-15
13988	44	-14
13989	44	-13
13990	44	-12
13991	44	-11
13992	44	-10
13993	44	-9
13994	44	-8
13995	44	-7
13996	44	-6
13997	44	-5
13998	44	-4
13999	44	-3
14000	44	-2
14001	44	-1
14002	44	0
14003	44	1
14004	44	2
14005	44	3
14006	44	4
14007	44	5
14008	44	6
14009	44	7
14010	44	8
14011	44	9
14012	44	10
14013	44	11
14014	44	12
14015	44	13
14016	44	14
14017	44	15
14018	44	16
14019	44	17
14020	44	18
14021	44	19
14022	44	20
14023	44	21
14024	44	22
14025	44	23
14026	44	24
14027	44	25
14028	44	26
14029	44	27
14030	44	28
14031	44	29
14032	44	30
14033	44	31
14034	44	32
14035	44	33
14036	44	34
14037	44	35
14038	44	36
14039	44	37
14040	44	38
14041	44	39
14042	44	40
14043	44	41
14044	44	42
14045	44	43
14046	44	44
14047	44	45
14048	44	46
14049	44	47
14050	44	48
14051	44	49
14052	44	50
14053	44	51
14054	44	52
14055	44	53
14056	44	54
14057	44	55
14058	44	56
14059	44	57
14060	44	58
14061	44	59
14062	44	60
14063	44	61
14064	44	62
14065	44	63
14066	44	64
14067	45	-64
14068	45	-63
14069	45	-62
14070	45	-61
14071	45	-60
14072	45	-59
14073	45	-58
14074	45	-57
14075	45	-56
14076	45	-55
14077	45	-54
14078	45	-53
14079	45	-52
14080	45	-51
14081	45	-50
14082	45	-49
14083	45	-48
14084	45	-47
14085	45	-46
14086	45	-45
14087	45	-44
14088	45	-43
14089	45	-42
14090	45	-41
14091	45	-40
14092	45	-39
14093	45	-38
14094	45	-37
14095	45	-36
14096	45	-35
14097	45	-34
14098	45	-33
14099	45	-32
14100	45	-31
14101	45	-30
14102	45	-29
14103	45	-28
14104	45	-27
14105	45	-26
14106	45	-25
14107	45	-24
14108	45	-23
14109	45	-22
14110	45	-21
14111	45	-20
14112	45	-19
14113	45	-18
14114	45	-17
14115	45	-16
14116	45	-15
14117	45	-14
14118	45	-13
14119	45	-12
14120	45	-11
14121	45	-10
14122	45	-9
14123	45	-8
14124	45	-7
14125	45	-6
14126	45	-5
14127	45	-4
14128	45	-3
14129	45	-2
14130	45	-1
14131	45	0
14132	45	1
14133	45	2
14134	45	3
14135	45	4
14136	45	5
14137	45	6
14138	45	7
14139	45	8
14140	45	9
14141	45	10
14142	45	11
14143	45	12
14144	45	13
14145	45	14
14146	45	15
14147	45	16
14148	45	17
14149	45	18
14150	45	19
14151	45	20
14152	45	21
14153	45	22
14154	45	23
14155	45	24
14156	45	25
14157	45	26
14158	45	27
14159	45	28
14160	45	29
14161	45	30
14162	45	31
14163	45	32
14164	45	33
14165	45	34
14166	45	35
14167	45	36
14168	45	37
14169	45	38
14170	45	39
14171	45	40
14172	45	41
14173	45	42
14174	45	43
14175	45	44
14176	45	45
14177	45	46
14178	45	47
14179	45	48
14180	45	49
14181	45	50
14182	45	51
14183	45	52
14184	45	53
14185	45	54
14186	45	55
14187	45	56
14188	45	57
14189	45	58
14190	45	59
14191	45	60
14192	45	61
14193	45	62
14194	45	63
14195	45	64
14196	46	-64
14197	46	-63
14198	46	-62
14199	46	-61
14200	46	-60
14201	46	-59
14202	46	-58
14203	46	-57
14204	46	-56
14205	46	-55
14206	46	-54
14207	46	-53
14208	46	-52
14209	46	-51
14210	46	-50
14211	46	-49
14212	46	-48
14213	46	-47
14214	46	-46
14215	46	-45
14216	46	-44
14217	46	-43
14218	46	-42
14219	46	-41
14220	46	-40
14221	46	-39
14222	46	-38
14223	46	-37
14224	46	-36
14225	46	-35
14226	46	-34
14227	46	-33
14228	46	-32
14229	46	-31
14230	46	-30
14231	46	-29
14232	46	-28
14233	46	-27
14234	46	-26
14235	46	-25
14236	46	-24
14237	46	-23
14238	46	-22
14239	46	-21
14240	46	-20
14241	46	-19
14242	46	-18
14243	46	-17
14244	46	-16
14245	46	-15
14246	46	-14
14247	46	-13
14248	46	-12
14249	46	-11
14250	46	-10
14251	46	-9
14252	46	-8
14253	46	-7
14254	46	-6
14255	46	-5
14256	46	-4
14257	46	-3
14258	46	-2
14259	46	-1
14260	46	0
14261	46	1
14262	46	2
14263	46	3
14264	46	4
14265	46	5
14266	46	6
14267	46	7
14268	46	8
14269	46	9
14270	46	10
14271	46	11
14272	46	12
14273	46	13
14274	46	14
14275	46	15
14276	46	16
14277	46	17
14278	46	18
14279	46	19
14280	46	20
14281	46	21
14282	46	22
14283	46	23
14284	46	24
14285	46	25
14286	46	26
14287	46	27
14288	46	28
14289	46	29
14290	46	30
14291	46	31
14292	46	32
14293	46	33
14294	46	34
14295	46	35
14296	46	36
14297	46	37
14298	46	38
14299	46	39
14300	46	40
14301	46	41
14302	46	42
14303	46	43
14304	46	44
14305	46	45
14306	46	46
14307	46	47
14308	46	48
14309	46	49
14310	46	50
14311	46	51
14312	46	52
14313	46	53
14314	46	54
14315	46	55
14316	46	56
14317	46	57
14318	46	58
14319	46	59
14320	46	60
14321	46	61
14322	46	62
14323	46	63
14324	46	64
14325	47	-64
14326	47	-63
14327	47	-62
14328	47	-61
14329	47	-60
14330	47	-59
14331	47	-58
14332	47	-57
14333	47	-56
14334	47	-55
14335	47	-54
14336	47	-53
14337	47	-52
14338	47	-51
14339	47	-50
14340	47	-49
14341	47	-48
14342	47	-47
14343	47	-46
14344	47	-45
14345	47	-44
14346	47	-43
14347	47	-42
14348	47	-41
14349	47	-40
14350	47	-39
14351	47	-38
14352	47	-37
14353	47	-36
14354	47	-35
14355	47	-34
14356	47	-33
14357	47	-32
14358	47	-31
14359	47	-30
14360	47	-29
14361	47	-28
14362	47	-27
14363	47	-26
14364	47	-25
14365	47	-24
14366	47	-23
14367	47	-22
14368	47	-21
14369	47	-20
14370	47	-19
14371	47	-18
14372	47	-17
14373	47	-16
14374	47	-15
14375	47	-14
14376	47	-13
14377	47	-12
14378	47	-11
14379	47	-10
14380	47	-9
14381	47	-8
14382	47	-7
14383	47	-6
14384	47	-5
14385	47	-4
14386	47	-3
14387	47	-2
14388	47	-1
14389	47	0
14390	47	1
14391	47	2
14392	47	3
14393	47	4
14394	47	5
14395	47	6
14396	47	7
14397	47	8
14398	47	9
14399	47	10
14400	47	11
14401	47	12
14402	47	13
14403	47	14
14404	47	15
14405	47	16
14406	47	17
14407	47	18
14408	47	19
14409	47	20
14410	47	21
14411	47	22
14412	47	23
14413	47	24
14414	47	25
14415	47	26
14416	47	27
14417	47	28
14418	47	29
14419	47	30
14420	47	31
14421	47	32
14422	47	33
14423	47	34
14424	47	35
14425	47	36
14426	47	37
14427	47	38
14428	47	39
14429	47	40
14430	47	41
14431	47	42
14432	47	43
14433	47	44
14434	47	45
14435	47	46
14436	47	47
14437	47	48
14438	47	49
14439	47	50
14440	47	51
14441	47	52
14442	47	53
14443	47	54
14444	47	55
14445	47	56
14446	47	57
14447	47	58
14448	47	59
14449	47	60
14450	47	61
14451	47	62
14452	47	63
14453	47	64
14454	48	-64
14455	48	-63
14456	48	-62
14457	48	-61
14458	48	-60
14459	48	-59
14460	48	-58
14461	48	-57
14462	48	-56
14463	48	-55
14464	48	-54
14465	48	-53
14466	48	-52
14467	48	-51
14468	48	-50
14469	48	-49
14470	48	-48
14471	48	-47
14472	48	-46
14473	48	-45
14474	48	-44
14475	48	-43
14476	48	-42
14477	48	-41
14478	48	-40
14479	48	-39
14480	48	-38
14481	48	-37
14482	48	-36
14483	48	-35
14484	48	-34
14485	48	-33
14486	48	-32
14487	48	-31
14488	48	-30
14489	48	-29
14490	48	-28
14491	48	-27
14492	48	-26
14493	48	-25
14494	48	-24
14495	48	-23
14496	48	-22
14497	48	-21
14498	48	-20
14499	48	-19
14500	48	-18
14501	48	-17
14502	48	-16
14503	48	-15
14504	48	-14
14505	48	-13
14506	48	-12
14507	48	-11
14508	48	-10
14509	48	-9
14510	48	-8
14511	48	-7
14512	48	-6
14513	48	-5
14514	48	-4
14515	48	-3
14516	48	-2
14517	48	-1
14518	48	0
14519	48	1
14520	48	2
14521	48	3
14522	48	4
14523	48	5
14524	48	6
14525	48	7
14526	48	8
14527	48	9
14528	48	10
14529	48	11
14530	48	12
14531	48	13
14532	48	14
14533	48	15
14534	48	16
14535	48	17
14536	48	18
14537	48	19
14538	48	20
14539	48	21
14540	48	22
14541	48	23
14542	48	24
14543	48	25
14544	48	26
14545	48	27
14546	48	28
14547	48	29
14548	48	30
14549	48	31
14550	48	32
14551	48	33
14552	48	34
14553	48	35
14554	48	36
14555	48	37
14556	48	38
14557	48	39
14558	48	40
14559	48	41
14560	48	42
14561	48	43
14562	48	44
14563	48	45
14564	48	46
14565	48	47
14566	48	48
14567	48	49
14568	48	50
14569	48	51
14570	48	52
14571	48	53
14572	48	54
14573	48	55
14574	48	56
14575	48	57
14576	48	58
14577	48	59
14578	48	60
14579	48	61
14580	48	62
14581	48	63
14582	48	64
14583	49	-64
14584	49	-63
14585	49	-62
14586	49	-61
14587	49	-60
14588	49	-59
14589	49	-58
14590	49	-57
14591	49	-56
14592	49	-55
14593	49	-54
14594	49	-53
14595	49	-52
14596	49	-51
14597	49	-50
14598	49	-49
14599	49	-48
14600	49	-47
14601	49	-46
14602	49	-45
14603	49	-44
14604	49	-43
14605	49	-42
14606	49	-41
14607	49	-40
14608	49	-39
14609	49	-38
14610	49	-37
14611	49	-36
14612	49	-35
14613	49	-34
14614	49	-33
14615	49	-32
14616	49	-31
14617	49	-30
14618	49	-29
14619	49	-28
14620	49	-27
14621	49	-26
14622	49	-25
14623	49	-24
14624	49	-23
14625	49	-22
14626	49	-21
14627	49	-20
14628	49	-19
14629	49	-18
14630	49	-17
14631	49	-16
14632	49	-15
14633	49	-14
14634	49	-13
14635	49	-12
14636	49	-11
14637	49	-10
14638	49	-9
14639	49	-8
14640	49	-7
14641	49	-6
14642	49	-5
14643	49	-4
14644	49	-3
14645	49	-2
14646	49	-1
14647	49	0
14648	49	1
14649	49	2
14650	49	3
14651	49	4
14652	49	5
14653	49	6
14654	49	7
14655	49	8
14656	49	9
14657	49	10
14658	49	11
14659	49	12
14660	49	13
14661	49	14
14662	49	15
14663	49	16
14664	49	17
14665	49	18
14666	49	19
14667	49	20
14668	49	21
14669	49	22
14670	49	23
14671	49	24
14672	49	25
14673	49	26
14674	49	27
14675	49	28
14676	49	29
14677	49	30
14678	49	31
14679	49	32
14680	49	33
14681	49	34
14682	49	35
14683	49	36
14684	49	37
14685	49	38
14686	49	39
14687	49	40
14688	49	41
14689	49	42
14690	49	43
14691	49	44
14692	49	45
14693	49	46
14694	49	47
14695	49	48
14696	49	49
14697	49	50
14698	49	51
14699	49	52
14700	49	53
14701	49	54
14702	49	55
14703	49	56
14704	49	57
14705	49	58
14706	49	59
14707	49	60
14708	49	61
14709	49	62
14710	49	63
14711	49	64
14712	50	-64
14713	50	-63
14714	50	-62
14715	50	-61
14716	50	-60
14717	50	-59
14718	50	-58
14719	50	-57
14720	50	-56
14721	50	-55
14722	50	-54
14723	50	-53
14724	50	-52
14725	50	-51
14726	50	-50
14727	50	-49
14728	50	-48
14729	50	-47
14730	50	-46
14731	50	-45
14732	50	-44
14733	50	-43
14734	50	-42
14735	50	-41
14736	50	-40
14737	50	-39
14738	50	-38
14739	50	-37
14740	50	-36
14741	50	-35
14742	50	-34
14743	50	-33
14744	50	-32
14745	50	-31
14746	50	-30
14747	50	-29
14748	50	-28
14749	50	-27
14750	50	-26
14751	50	-25
14752	50	-24
14753	50	-23
14754	50	-22
14755	50	-21
14756	50	-20
14757	50	-19
14758	50	-18
14759	50	-17
14760	50	-16
14761	50	-15
14762	50	-14
14763	50	-13
14764	50	-12
14765	50	-11
14766	50	-10
14767	50	-9
14768	50	-8
14769	50	-7
14770	50	-6
14771	50	-5
14772	50	-4
14773	50	-3
14774	50	-2
14775	50	-1
14776	50	0
14777	50	1
14778	50	2
14779	50	3
14780	50	4
14781	50	5
14782	50	6
14783	50	7
14784	50	8
14785	50	9
14786	50	10
14787	50	11
14788	50	12
14789	50	13
14790	50	14
14791	50	15
14792	50	16
14793	50	17
14794	50	18
14795	50	19
14796	50	20
14797	50	21
14798	50	22
14799	50	23
14800	50	24
14801	50	25
14802	50	26
14803	50	27
14804	50	28
14805	50	29
14806	50	30
14807	50	31
14808	50	32
14809	50	33
14810	50	34
14811	50	35
14812	50	36
14813	50	37
14814	50	38
14815	50	39
14816	50	40
14817	50	41
14818	50	42
14819	50	43
14820	50	44
14821	50	45
14822	50	46
14823	50	47
14824	50	48
14825	50	49
14826	50	50
14827	50	51
14828	50	52
14829	50	53
14830	50	54
14831	50	55
14832	50	56
14833	50	57
14834	50	58
14835	50	59
14836	50	60
14837	50	61
14838	50	62
14839	50	63
14840	50	64
14841	51	-64
14842	51	-63
14843	51	-62
14844	51	-61
14845	51	-60
14846	51	-59
14847	51	-58
14848	51	-57
14849	51	-56
14850	51	-55
14851	51	-54
14852	51	-53
14853	51	-52
14854	51	-51
14855	51	-50
14856	51	-49
14857	51	-48
14858	51	-47
14859	51	-46
14860	51	-45
14861	51	-44
14862	51	-43
14863	51	-42
14864	51	-41
14865	51	-40
14866	51	-39
14867	51	-38
14868	51	-37
14869	51	-36
14870	51	-35
14871	51	-34
14872	51	-33
14873	51	-32
14874	51	-31
14875	51	-30
14876	51	-29
14877	51	-28
14878	51	-27
14879	51	-26
14880	51	-25
14881	51	-24
14882	51	-23
14883	51	-22
14884	51	-21
14885	51	-20
14886	51	-19
14887	51	-18
14888	51	-17
14889	51	-16
14890	51	-15
14891	51	-14
14892	51	-13
14893	51	-12
14894	51	-11
14895	51	-10
14896	51	-9
14897	51	-8
14898	51	-7
14899	51	-6
14900	51	-5
14901	51	-4
14902	51	-3
14903	51	-2
14904	51	-1
14905	51	0
14906	51	1
14907	51	2
14908	51	3
14909	51	4
14910	51	5
14911	51	6
14912	51	7
14913	51	8
14914	51	9
14915	51	10
14916	51	11
14917	51	12
14918	51	13
14919	51	14
14920	51	15
14921	51	16
14922	51	17
14923	51	18
14924	51	19
14925	51	20
14926	51	21
14927	51	22
14928	51	23
14929	51	24
14930	51	25
14931	51	26
14932	51	27
14933	51	28
14934	51	29
14935	51	30
14936	51	31
14937	51	32
14938	51	33
14939	51	34
14940	51	35
14941	51	36
14942	51	37
14943	51	38
14944	51	39
14945	51	40
14946	51	41
14947	51	42
14948	51	43
14949	51	44
14950	51	45
14951	51	46
14952	51	47
14953	51	48
14954	51	49
14955	51	50
14956	51	51
14957	51	52
14958	51	53
14959	51	54
14960	51	55
14961	51	56
14962	51	57
14963	51	58
14964	51	59
14965	51	60
14966	51	61
14967	51	62
14968	51	63
14969	51	64
14970	52	-64
14971	52	-63
14972	52	-62
14973	52	-61
14974	52	-60
14975	52	-59
14976	52	-58
14977	52	-57
14978	52	-56
14979	52	-55
14980	52	-54
14981	52	-53
14982	52	-52
14983	52	-51
14984	52	-50
14985	52	-49
14986	52	-48
14987	52	-47
14988	52	-46
14989	52	-45
14990	52	-44
14991	52	-43
14992	52	-42
14993	52	-41
14994	52	-40
14995	52	-39
14996	52	-38
14997	52	-37
14998	52	-36
14999	52	-35
15000	52	-34
15001	52	-33
15002	52	-32
15003	52	-31
15004	52	-30
15005	52	-29
15006	52	-28
15007	52	-27
15008	52	-26
15009	52	-25
15010	52	-24
15011	52	-23
15012	52	-22
15013	52	-21
15014	52	-20
15015	52	-19
15016	52	-18
15017	52	-17
15018	52	-16
15019	52	-15
15020	52	-14
15021	52	-13
15022	52	-12
15023	52	-11
15024	52	-10
15025	52	-9
15026	52	-8
15027	52	-7
15028	52	-6
15029	52	-5
15030	52	-4
15031	52	-3
15032	52	-2
15033	52	-1
15034	52	0
15035	52	1
15036	52	2
15037	52	3
15038	52	4
15039	52	5
15040	52	6
15041	52	7
15042	52	8
15043	52	9
15044	52	10
15045	52	11
15046	52	12
15047	52	13
15048	52	14
15049	52	15
15050	52	16
15051	52	17
15052	52	18
15053	52	19
15054	52	20
15055	52	21
15056	52	22
15057	52	23
15058	52	24
15059	52	25
15060	52	26
15061	52	27
15062	52	28
15063	52	29
15064	52	30
15065	52	31
15066	52	32
15067	52	33
15068	52	34
15069	52	35
15070	52	36
15071	52	37
15072	52	38
15073	52	39
15074	52	40
15075	52	41
15076	52	42
15077	52	43
15078	52	44
15079	52	45
15080	52	46
15081	52	47
15082	52	48
15083	52	49
15084	52	50
15085	52	51
15086	52	52
15087	52	53
15088	52	54
15089	52	55
15090	52	56
15091	52	57
15092	52	58
15093	52	59
15094	52	60
15095	52	61
15096	52	62
15097	52	63
15098	52	64
15099	53	-64
15100	53	-63
15101	53	-62
15102	53	-61
15103	53	-60
15104	53	-59
15105	53	-58
15106	53	-57
15107	53	-56
15108	53	-55
15109	53	-54
15110	53	-53
15111	53	-52
15112	53	-51
15113	53	-50
15114	53	-49
15115	53	-48
15116	53	-47
15117	53	-46
15118	53	-45
15119	53	-44
15120	53	-43
15121	53	-42
15122	53	-41
15123	53	-40
15124	53	-39
15125	53	-38
15126	53	-37
15127	53	-36
15128	53	-35
15129	53	-34
15130	53	-33
15131	53	-32
15132	53	-31
15133	53	-30
15134	53	-29
15135	53	-28
15136	53	-27
15137	53	-26
15138	53	-25
15139	53	-24
15140	53	-23
15141	53	-22
15142	53	-21
15143	53	-20
15144	53	-19
15145	53	-18
15146	53	-17
15147	53	-16
15148	53	-15
15149	53	-14
15150	53	-13
15151	53	-12
15152	53	-11
15153	53	-10
15154	53	-9
15155	53	-8
15156	53	-7
15157	53	-6
15158	53	-5
15159	53	-4
15160	53	-3
15161	53	-2
15162	53	-1
15163	53	0
15164	53	1
15165	53	2
15166	53	3
15167	53	4
15168	53	5
15169	53	6
15170	53	7
15171	53	8
15172	53	9
15173	53	10
15174	53	11
15175	53	12
15176	53	13
15177	53	14
15178	53	15
15179	53	16
15180	53	17
15181	53	18
15182	53	19
15183	53	20
15184	53	21
15185	53	22
15186	53	23
15187	53	24
15188	53	25
15189	53	26
15190	53	27
15191	53	28
15192	53	29
15193	53	30
15194	53	31
15195	53	32
15196	53	33
15197	53	34
15198	53	35
15199	53	36
15200	53	37
15201	53	38
15202	53	39
15203	53	40
15204	53	41
15205	53	42
15206	53	43
15207	53	44
15208	53	45
15209	53	46
15210	53	47
15211	53	48
15212	53	49
15213	53	50
15214	53	51
15215	53	52
15216	53	53
15217	53	54
15218	53	55
15219	53	56
15220	53	57
15221	53	58
15222	53	59
15223	53	60
15224	53	61
15225	53	62
15226	53	63
15227	53	64
15228	54	-64
15229	54	-63
15230	54	-62
15231	54	-61
15232	54	-60
15233	54	-59
15234	54	-58
15235	54	-57
15236	54	-56
15237	54	-55
15238	54	-54
15239	54	-53
15240	54	-52
15241	54	-51
15242	54	-50
15243	54	-49
15244	54	-48
15245	54	-47
15246	54	-46
15247	54	-45
15248	54	-44
15249	54	-43
15250	54	-42
15251	54	-41
15252	54	-40
15253	54	-39
15254	54	-38
15255	54	-37
15256	54	-36
15257	54	-35
15258	54	-34
15259	54	-33
15260	54	-32
15261	54	-31
15262	54	-30
15263	54	-29
15264	54	-28
15265	54	-27
15266	54	-26
15267	54	-25
