id	scope	file	line	kind	attributes	target_relevance	assessment	statement
249	fixed-semantics	semantics/controls.k	12	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
250	fixed-semantics	semantics/controls.k	20	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes>
251	fixed-semantics	semantics/controls.k	27	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
252	fixed-semantics	semantics/controls.k	35	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule <k> ImportFrom(""math"", NS:ParamNames) => #bindImports(NS) ... </k>"
253	fixed-semantics	semantics/controls.k	36	rule	owise	used-or-defining	ACCEPTABLE_DECLARED_TARGET_SUBSET_ONLY	rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]
254	fixed-semantics	semantics/controls.k	37	syntax	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	syntax KItem ::= #bindImports(ParamNames)
255	fixed-semantics	semantics/controls.k	38	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> #bindImports(.ParamNames) => .K ... </k>
256	fixed-semantics	semantics/controls.k	39	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ N <- builtinV(N) ], _) ... </scopes>
257	fixed-semantics	semantics/controls.k	43	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k>
258	fixed-semantics	semantics/controls.k	48	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule <k> Expr(_:Val) => .K ... </k>
259	fixed-semantics	semantics/controls.k	51	syntax	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	syntax KItem ::= #branch(Bool, Stmts, Stmts)
260	fixed-semantics	semantics/controls.k	52	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>
261	fixed-semantics	semantics/controls.k	53	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule <k> #branch(true, T:Stmts, _:Stmts) => T ... </k>
262	fixed-semantics	semantics/controls.k	54	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k>
263	fixed-semantics	semantics/controls.k	57	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k>
264	fixed-semantics	semantics/controls.k	59	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k>
265	fixed-semantics	semantics/controls.k	65	syntax	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts) | #while(Expr, Stmts) | #whileCond(Expr, Stmts) | #loopLbl(K) | ""#cont"" | ""#brk"""
266	fixed-semantics	semantics/controls.k	69	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>
267	fixed-semantics	semantics/controls.k	71	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>
268	fixed-semantics	semantics/controls.k	72	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>
269	fixed-semantics	semantics/controls.k	73	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts) => #bindTgt(T, V) ~> B ~> #loopLbl(#loop(REST, T, B)) ... </k>
270	fixed-semantics	semantics/controls.k	77	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>
271	fixed-semantics	semantics/controls.k	78	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>
272	fixed-semantics	semantics/controls.k	79	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k>
273	fixed-semantics	semantics/controls.k	81	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k>
274	fixed-semantics	semantics/controls.k	85	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule <k> #loopLbl(NEXT:K) => NEXT ... </k>
275	fixed-semantics	semantics/controls.k	86	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule <k> Continue => #cont ... </k>
276	fixed-semantics	semantics/controls.k	87	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule <k> Break => #brk ... </k>
277	fixed-semantics	semantics/controls.k	88	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>
278	fixed-semantics	semantics/controls.k	89	rule	owise	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule <k> #cont ~> (_:KItem => .K) ... </k> [owise]
279	fixed-semantics	semantics/controls.k	90	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule <k> #brk ~> #loopLbl(_:K) => .K ... </k>
280	fixed-semantics	semantics/controls.k	91	rule	owise	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule <k> #brk ~> (_:KItem => .K) ... </k> [owise]
281	fixed-semantics	semantics/controls.k	95	rule	priority	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
282	fixed-semantics	semantics/controls.k	98	rule	priority	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
283	fixed-semantics	semantics/controls.k	101	rule	priority	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
284	fixed-semantics	semantics/controls.k	106	rule	priority	used-or-defining	ACCEPTABLE_DECLARED_TARGET_SUBSET_ONLY	rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
285	fixed-semantics	semantics/core.k	13	syntax	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"syntax IntSeq ::= "".IntSeq"" | iCons(Int, IntSeq)"
286	fixed-semantics	semantics/core.k	14	syntax	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	"syntax ValSeq ::= "".ValSeq"" | vCons(Val, ValSeq)"
287	fixed-semantics	semantics/core.k	15	syntax	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	syntax Str ::= str(IntSeq)
288	fixed-semantics	semantics/core.k	18	syntax	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	syntax Iterable ::= list(ValSeq) | tuple(ValSeq) | Str | rangeObj(Int, Int, Int) | zipObj(ValSeq, ValSeq) | zipObjS(IntSeq, IntSeq)
289	fixed-semantics	semantics/core.k	25	syntax	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"syntax Val ::= Int | Bool | ""noneV"" | Iterable | ref(Int) // a heap object: <heap> holds its list(VS) | cellRef(Int) // a closure cell: <heap> holds cellV(V) | closureVal(ParamNames, Stmts, Int) | typeV(String) // a type object (int/str), resolved from the builtins frame | builtinV(String) // a builtin function, resolved like any name (LEGB fallthrough) | boundMethodV(Val, String) // a cooled Attribute: obj.method"
290	fixed-semantics	semantics/core.k	36	syntax	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"syntax Parent ::= ""root"" | parent(Int)"
291	fixed-semantics	semantics/core.k	37	syntax	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	syntax Scope ::= scope(Map, Parent)
292	fixed-semantics	semantics/core.k	38	syntax	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	syntax KResult ::= Val
293	fixed-semantics	semantics/core.k	39	syntax	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	syntax Expr ::= Val // cooling puts results back into expression holes
294	fixed-semantics	semantics/core.k	40	syntax	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	"syntax Vals ::= List{Val, "",""}"
295	fixed-semantics	semantics/core.k	41	syntax	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	"syntax Exc ::= ""NoExc"" | ""AssertionError"""
296	fixed-semantics	semantics/core.k	42	syntax	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	"syntax RetState ::= ""noRet"" | retV(Val)"
297	fixed-semantics	semantics/core.k	49	configuration	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"configuration <k> #loadAll($PGM:Module) </k> <env> 0 </env> <scopes> 0 |-> scope(.Map, parent(-1)) -1 |-> builtinsScope </scopes> <scopeLoc> 1 </scopeLoc> <heap> .Map </heap> <heapLoc> 0 </heapLoc> <stack> .List </stack> <ret> noRet </ret> <exc> NoExc </exc> <exit-code exit=""""> 0 </exit-code>"
298	fixed-semantics	semantics/core.k	68	syntax	function,total	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	syntax Bool ::= isRefV(Val) [function, total]
299	fixed-semantics	semantics/core.k	69	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule isRefV(ref(_:Int)) => true
300	fixed-semantics	semantics/core.k	70	rule	owise	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule isRefV(_:Val) => false [owise]
301	fixed-semantics	semantics/core.k	75	syntax	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	syntax HeapVal ::= cellV(Val)
302	fixed-semantics	semantics/core.k	76	syntax	function,total	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	syntax Bool ::= isCellRef(Val) [function, total]
303	fixed-semantics	semantics/core.k	77	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule isCellRef(cellRef(_:Int)) => true
304	fixed-semantics	semantics/core.k	78	rule	owise	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule isCellRef(_:Val) => false [owise]
305	fixed-semantics	semantics/core.k	85	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> cellRef(H:Int) => V ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap>
306	fixed-semantics	semantics/core.k	95	syntax	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	syntax Val ::= kwV(String, Val)
307	fixed-semantics	semantics/core.k	96	syntax	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	syntax KItem ::= #kwTag(String)
308	fixed-semantics	semantics/core.k	97	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule <k> KwArg(N:String, E:Expr) => E ~> #kwTag(N) ... </k>
309	fixed-semantics	semantics/core.k	98	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule <k> V:Val ~> #kwTag(N:String) => kwV(N, V) ... </k>
310	fixed-semantics	semantics/core.k	100	syntax	function,total	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	syntax Bool ::= isKwV(Val) [function, total]
311	fixed-semantics	semantics/core.k	101	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule isKwV(kwV(_:String, _:Val)) => true
312	fixed-semantics	semantics/core.k	102	rule	owise	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule isKwV(_:Val) => false [owise]
313	fixed-semantics	semantics/core.k	106	syntax	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	syntax Val ::= cellsMark(ParamNames)
314	fixed-semantics	semantics/core.k	107	syntax	function	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	syntax ParamNames ::= cellsOf(Val) [function]
315	fixed-semantics	semantics/core.k	108	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule cellsOf(cellsMark(CVS:ParamNames)) => CVS
316	fixed-semantics	semantics/core.k	109	syntax	function,total	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	syntax Bool ::= pnMember(String, ParamNames) [function, total]
317	fixed-semantics	semantics/core.k	110	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule pnMember(_:String, .ParamNames) => false
318	fixed-semantics	semantics/core.k	111	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule pnMember(X:String, (P:String, R:ParamNames)) => X ==String P orBool pnMember(X, R)
319	fixed-semantics	semantics/core.k	113	syntax	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	syntax KItem ::= #cellW(Val, Val)
320	fixed-semantics	semantics/core.k	114	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> #cellW(cellRef(H:Int), V:Val) => .K ... </k> <heap> ... H |-> cellV(_:Val => V) ... </heap>
321	fixed-semantics	semantics/core.k	117	syntax	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	syntax KItem ::= #alloc(Val)
322	fixed-semantics	semantics/core.k	118	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> #alloc(V:Val) => ref(N) ... </k> <heap> H:Map => (N |-> V) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc>
323	fixed-semantics	semantics/core.k	124	syntax	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	syntax KItem ::= #loadAll(Module)
324	fixed-semantics	semantics/core.k	125	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> #loadAll(Module(SS:Stmts)) => SS ... </k>
325	fixed-semantics	semantics/core.k	126	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule <k> (S:Stmt SS:Stmts):Stmts => S ~> SS ... </k>
326	fixed-semantics	semantics/core.k	127	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule <k> .Stmts => .K ... </k>
327	fixed-semantics	semantics/core.k	130	syntax	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	syntax KItem ::= #look(String, Int)
328	fixed-semantics	semantics/core.k	131	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> Name(X:String) => #look(X, L) ... </k> <env> L:Int </env>
329	fixed-semantics	semantics/core.k	132	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> #look(X:String, L:Int) => {M[X]}:>Val ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes>
330	fixed-semantics	semantics/core.k	145	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> #look(X:String, L:Int) => V ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap>
331	fixed-semantics	semantics/core.k	152	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> #look(X:String, L:Int) => #look(X, P) ... </k> <scopes> ... L |-> scope(M:Map, parent(P:Int)) ... </scopes>
332	fixed-semantics	semantics/core.k	157	syntax	function,total	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"syntax Scope ::= ""builtinsScope"" [function, total]"
333	fixed-semantics	semantics/core.k	158	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule builtinsScope => scope(.Map [ ""len"" <- builtinV(""len"") ] [ ""set"" <- builtinV(""set"") ] [ ""sum"" <- builtinV(""sum"") ] [ ""abs"" <- builtinV(""abs"") ] [ ""min"" <- builtinV(""min"") ] [ ""max"" <- builtinV(""max"") ] [ ""ord"" <- builtinV(""ord"") ] [ ""chr"" <- builtinV(""chr"") ] [ ""range"" <- builtinV(""range"") ] [ ""all"" <- builtinV(""all"") ] [ ""any"" <- builtinV(""any"") ] [ ""zip"" <- builtinV(""zip"") ] [ ""isinstance"" <- builtinV(""isinstance"") ] [ ""sorted"" <- builtinV(""sorted"") ] [ ""list"" <- builtinV(""list"") ] [ ""round"" <- builtinV(""round"") ] [ ""bin"" <- builtinV(""bin"") ] [ ""enumerate"" <- builtinV(""enumerate"") ] [ ""map"" <- builtinV(""map"") ] [ ""eval"" <- builtinV(""eval"") ] [ ""int"" <- typeV(""int"") ] [ ""str"" <- typeV(""str"") ] [ ""float"" <- typeV(""float"") ], root)"
334	fixed-semantics	semantics/core.k	185	syntax	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	syntax ApplyK ::= toCall(Val)
335	fixed-semantics	semantics/core.k	186	syntax	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	syntax KItem ::= #evalArgs(Exprs, Vals, ApplyK) | #evalArgCont(Exprs, Vals, ApplyK) | #applyK(ApplyK, Vals)
336	fixed-semantics	semantics/core.k	189	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule <k> #evalArgs((A:Expr, REST:Exprs), ACC:Vals, K:ApplyK) => A ~> #evalArgCont(REST, ACC, K) ... </k>
337	fixed-semantics	semantics/core.k	190	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule <k> V:Val ~> #evalArgCont(REST:Exprs, ACC:Vals, K:ApplyK) => #evalArgs(REST, appendVal(ACC, V), K) ... </k>
338	fixed-semantics	semantics/core.k	191	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule <k> #evalArgs(.Exprs, ACC:Vals, K:ApplyK) => #applyK(K, ACC) ... </k>
339	fixed-semantics	semantics/core.k	194	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> Int(I:Int) => I ... </k>
340	fixed-semantics	semantics/core.k	195	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule <k> Bool(B:Bool) => B ... </k>
341	fixed-semantics	semantics/core.k	196	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule <k> NoneVal => noneV ... </k>
342	fixed-semantics	semantics/core.k	199	syntax	function	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	syntax Bool ::= truthy(Val) [function]
343	fixed-semantics	semantics/core.k	200	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule truthy(B:Bool) => B
344	fixed-semantics	semantics/core.k	201	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule truthy(noneV) => false
345	fixed-semantics	semantics/core.k	202	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule truthy(I:Int) => I =/=Int 0
346	fixed-semantics	semantics/core.k	203	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule truthy(str(S:IntSeq)) => notBool (S ==K .IntSeq)
347	fixed-semantics	semantics/core.k	204	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule truthy(list(V:ValSeq)) => notBool (V ==K .ValSeq)
348	fixed-semantics	semantics/core.k	205	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule truthy(tuple(V:ValSeq)) => notBool (V ==K .ValSeq)
349	fixed-semantics	semantics/core.k	208	syntax	function	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	syntax Val ::= applyUn(String, Val) [function]
350	fixed-semantics	semantics/core.k	209	syntax	function	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	syntax Val ::= applyBin(String, Val, Val) [function]
351	fixed-semantics	semantics/core.k	210	syntax	function	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	syntax Bool ::= applyCmp(String, Val, Val) [function]
352	fixed-semantics	semantics/core.k	213	syntax	function,total	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	syntax Vals ::= appendVal(Vals, Val) [function, total]
353	fixed-semantics	semantics/core.k	214	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule appendVal(.Vals, V:Val) => V , .Vals
354	fixed-semantics	semantics/core.k	215	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule appendVal((V0:Val, VS:Vals), V:Val) => V0 , appendVal(VS, V)
355	fixed-semantics	semantics/core.k	217	syntax	function,total	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	syntax ValSeq ::= vals2valSeq(Vals) [function, total]
356	fixed-semantics	semantics/core.k	218	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule vals2valSeq(.Vals) => .ValSeq
357	fixed-semantics	semantics/core.k	219	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule vals2valSeq((V:Val, VS:Vals)) => vCons(V, vals2valSeq(VS))
358	fixed-semantics	semantics/core.k	223	syntax	function,total	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	syntax Int ::= vsLen(ValSeq) [function, total]
359	fixed-semantics	semantics/core.k	224	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule vsLen(.ValSeq) => 0
360	fixed-semantics	semantics/core.k	225	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule vsLen(vCons(_:Val, S:ValSeq)) => 1 +Int vsLen(S)
361	fixed-semantics	semantics/core.k	227	syntax	function,total	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	syntax Int ::= isLen(IntSeq) [function, total]
362	fixed-semantics	semantics/core.k	228	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule isLen(.IntSeq) => 0
363	fixed-semantics	semantics/core.k	229	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule isLen(iCons(_:Int, S:IntSeq)) => 1 +Int isLen(S)
364	fixed-semantics	semantics/core.k	233	syntax	function,total	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	syntax ValSeq ::= setVSAt(ValSeq, Int, Val) [function, total]
365	fixed-semantics	semantics/core.k	234	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule setVSAt(.ValSeq, _:Int, _:Val) => .ValSeq
366	fixed-semantics	semantics/core.k	235	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule setVSAt(vCons(_:Val, S:ValSeq), 0, V:Val) => vCons(V, S)
367	fixed-semantics	semantics/core.k	236	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule setVSAt(vCons(W:Val, S:ValSeq), I:Int, V:Val) => vCons(W, setVSAt(S, I -Int 1, V))
368	fixed-semantics	semantics/core.k	238	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule setVSAt(VS:ValSeq, I:Int, _:Val) => VS
369	fixed-semantics	semantics/dict.k	20	syntax	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	syntax Val ::= dictV(ValSeq, ValSeq)
370	fixed-semantics	semantics/dict.k	23	syntax	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	syntax KItem ::= #dictAcc(Entries, ValSeq, ValSeq) | #dictKey(Expr, Entries, ValSeq, ValSeq) | #dictVal(Val, Entries, ValSeq, ValSeq)
371	fixed-semantics	semantics/dict.k	26	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule <k> DictExpr(ES:Entries) => #dictAcc(ES, .ValSeq, .ValSeq) ... </k>
372	fixed-semantics	semantics/dict.k	27	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule <k> #dictAcc(.Entries, KS:ValSeq, VS:ValSeq) => dictV(KS, VS) ... </k>
373	fixed-semantics	semantics/dict.k	28	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule <k> #dictAcc((Entry(K:Expr, V:Expr), REST:Entries), KS:ValSeq, VS:ValSeq) => K ~> #dictKey(V, REST, KS, VS) ... </k>
374	fixed-semantics	semantics/dict.k	30	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule <k> KV:Val ~> #dictKey(V:Expr, REST:Entries, KS:ValSeq, VS:ValSeq) => V ~> #dictVal(KV, REST, KS, VS) ... </k>
375	fixed-semantics	semantics/dict.k	32	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule <k> VV:Val ~> #dictVal(KV:Val, REST:Entries, KS:ValSeq, VS:ValSeq) => #dictAcc(REST, dPutK(KS, KV), dPutV(KS, VS, KV, VV)) ... </k>
