Script started on 2026-07-30 06:31:31-05:00 [<not executed on terminal>]
DISPOSITION_HEADER	path	line	kind	decision	reason	statement
DISPOSITION	reference-semantics/semantics/float.k	170	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule applyCmp("==", I:Int, F:Float) => eqIF(I, F)
DISPOSITION	reference-semantics/semantics/float.k	171	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule applyCmp("==", F:Float, I:Int) => eqIF(I, F)
DISPOSITION	reference-semantics/semantics/float.k	172	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule applyCmp("!=", I:Int, F:Float) => notBool eqIF(I, F)
DISPOSITION	reference-semantics/semantics/float.k	173	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule applyCmp("!=", F:Float, I:Int) => notBool eqIF(I, F)
DISPOSITION	reference-semantics/semantics/float.k	174	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule applyCmp("<", I:Int, F:Float) => ltIF(I, F)
DISPOSITION	reference-semantics/semantics/float.k	175	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule applyCmp("<", F:Float, I:Int) => ltFI(F, I)
DISPOSITION	reference-semantics/semantics/float.k	176	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule applyCmp(">", I:Int, F:Float) => ltFI(F, I) // I > F <=> F < I
DISPOSITION	reference-semantics/semantics/float.k	177	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule applyCmp(">", F:Float, I:Int) => ltIF(I, F) // F > I <=> I < F
DISPOSITION	reference-semantics/semantics/float.k	178	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule applyCmp("<=", I:Int, F:Float) => notBool ltFI(F, I) // I <= F <=> not (F < I)
DISPOSITION	reference-semantics/semantics/float.k	179	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule applyCmp("<=", F:Float, I:Int) => notBool ltIF(I, F) // F <= I <=> not (I < F)
DISPOSITION	reference-semantics/semantics/float.k	180	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule applyCmp(">=", I:Int, F:Float) => notBool ltIF(I, F) // I >= F <=> not (I < F)
DISPOSITION	reference-semantics/semantics/float.k	181	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule applyCmp(">=", F:Float, I:Int) => notBool ltFI(F, I) // F >= I <=> not (F < I)
DISPOSITION	reference-semantics/semantics/float.k	184	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule applyBin(OP:String, B:Bool, F:Float) => applyBin(OP, boolAsInt(B), F) requires isArithOp(OP)
DISPOSITION	reference-semantics/semantics/float.k	185	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule applyBin(OP:String, F:Float, B:Bool) => applyBin(OP, F, boolAsInt(B)) requires isArithOp(OP)
DISPOSITION	reference-semantics/semantics/float.k	186	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule applyCmp(OP:String, B:Bool, F:Float) => applyCmp(OP, boolAsInt(B), F) requires isEqOrdOp(OP)
DISPOSITION	reference-semantics/semantics/float.k	187	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule applyCmp(OP:String, F:Float, B:Bool) => applyCmp(OP, F, boolAsInt(B)) requires isEqOrdOp(OP)
DISPOSITION	reference-semantics/semantics/float.k	190	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule applyCmp("==", V:Val, noneV) => V ==K noneV
DISPOSITION	reference-semantics/semantics/float.k	191	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule applyCmp("!=", V:Val, noneV) => notBool (V ==K noneV)
DISPOSITION	reference-semantics/semantics/float.k	196	syntax	ACCEPT_WITH_OPAQUE_TRUST_BOUNDARY	fixed supplied opaque primitive; no local equation chooses its result	syntax Float ::= decStrToF(IntSeq) [function, total, symbol(decStrToF), no-evaluators]
DISPOSITION	reference-semantics/semantics/float.k	197	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule decStrToF(iCons(45, CS:IntSeq)) => 0.0 -Float decStrToF(CS) [concrete]
DISPOSITION	reference-semantics/semantics/float.k	198	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule decStrToF(CS:IntSeq) => intToF(intPart(CS)) +Float (intToF(fracPart(CS)) /Float intToF(fracScale(CS))) requires isLen(CS) >Int 0 andBool headIS(CS) =/=Int 45 [concrete]
DISPOSITION	reference-semantics/semantics/float.k	201	syntax	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	syntax Int ::= headIS(IntSeq) [function]
DISPOSITION	reference-semantics/semantics/float.k	202	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule headIS(iCons(C:Int, _:IntSeq)) => C
DISPOSITION	reference-semantics/semantics/float.k	203	syntax	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	syntax Int ::= intPart(IntSeq) [function, total] | intPartAcc(IntSeq, Int) [function, total]
DISPOSITION	reference-semantics/semantics/float.k	204	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule intPart(CS:IntSeq) => intPartAcc(CS, 0)
DISPOSITION	reference-semantics/semantics/float.k	205	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule intPartAcc(.IntSeq, A:Int) => A
DISPOSITION	reference-semantics/semantics/float.k	206	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule intPartAcc(iCons(46, _:IntSeq), A:Int) => A
DISPOSITION	reference-semantics/semantics/float.k	207	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule intPartAcc(iCons(C:Int, R:IntSeq), A:Int) => intPartAcc(R, A *Int 10 +Int (C -Int 48)) requires C =/=Int 46
DISPOSITION	reference-semantics/semantics/float.k	209	syntax	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	syntax Int ::= fracPart(IntSeq) [function, total] | fracAcc(IntSeq, Int) [function, total]
DISPOSITION	reference-semantics/semantics/float.k	210	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule fracPart(.IntSeq) => 0
DISPOSITION	reference-semantics/semantics/float.k	211	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule fracPart(iCons(46, R:IntSeq)) => fracAcc(R, 0)
DISPOSITION	reference-semantics/semantics/float.k	212	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule fracPart(iCons(C:Int, R:IntSeq)) => fracPart(R) requires C =/=Int 46
DISPOSITION	reference-semantics/semantics/float.k	213	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule fracAcc(.IntSeq, A:Int) => A
DISPOSITION	reference-semantics/semantics/float.k	214	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule fracAcc(iCons(C:Int, R:IntSeq), A:Int) => fracAcc(R, A *Int 10 +Int (C -Int 48))
DISPOSITION	reference-semantics/semantics/float.k	215	syntax	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	syntax Int ::= fracScale(IntSeq) [function, total] | fscAcc(IntSeq, Int) [function, total]
DISPOSITION	reference-semantics/semantics/float.k	216	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule fracScale(.IntSeq) => 1
DISPOSITION	reference-semantics/semantics/float.k	217	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule fracScale(iCons(46, R:IntSeq)) => fscAcc(R, 1)
DISPOSITION	reference-semantics/semantics/float.k	218	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule fracScale(iCons(C:Int, R:IntSeq)) => fracScale(R) requires C =/=Int 46
DISPOSITION	reference-semantics/semantics/float.k	219	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule fscAcc(.IntSeq, A:Int) => A
DISPOSITION	reference-semantics/semantics/float.k	220	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule fscAcc(iCons(_:Int, R:IntSeq), A:Int) => fscAcc(R, A *Int 10)
DISPOSITION	reference-semantics/semantics/float.k	221	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule applyBuiltin("float", str(CS:IntSeq), .Vals) => decStrToF(CS)
DISPOSITION	reference-semantics/semantics/float.k	222	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule applyBuiltin("float", I:Int, .Vals) => intToF(I)
DISPOSITION	reference-semantics/semantics/float.k	223	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule applyBuiltin("float", F:Float, .Vals) => F
DISPOSITION	reference-semantics/semantics/float.k	226	syntax	ACCEPT_WITH_OPAQUE_TRUST_BOUNDARY	fixed supplied opaque primitive; no local equation chooses its result	syntax Float ::= divFloatIntV(Float, Int) [function, total, symbol(divFloatIntV), no-evaluators]
DISPOSITION	reference-semantics/semantics/float.k	227	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule divFloatIntV(F:Float, I:Int) => F /Float Int2Float(I, 53, 11) [concrete]
DISPOSITION	reference-semantics/semantics/float.k	228	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule applyBin("/", F:Float, I:Int) => divFloatIntV(F, I)
DISPOSITION	reference-semantics/semantics/float.k	231	syntax	ACCEPT_WITH_OPAQUE_TRUST_BOUNDARY	fixed supplied opaque primitive; no local equation chooses its result	syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]
DISPOSITION	reference-semantics/semantics/float.k	232	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule intToF(I:Int) => Int2Float(I, 53, 11) [concrete]
DISPOSITION	reference-semantics/semantics/float.k	233	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule applyBin("+", I:Int, F:Float) => addF(intToF(I), F)
DISPOSITION	reference-semantics/semantics/float.k	234	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule applyBin("+", F:Float, I:Int) => addF(F, intToF(I))
DISPOSITION	reference-semantics/semantics/float.k	235	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule applyBin("-", I:Int, F:Float) => subF(intToF(I), F)
DISPOSITION	reference-semantics/semantics/float.k	236	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule applyBin("-", F:Float, I:Int) => subF(F, intToF(I))
DISPOSITION	reference-semantics/semantics/float.k	237	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule applyBin("*", I:Int, F:Float) => mulF(intToF(I), F)
DISPOSITION	reference-semantics/semantics/float.k	238	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule applyBin("*", F:Float, I:Int) => mulF(F, intToF(I)) // (mixed Int/Float comparison is defined exactly above via ltIF/ltFI/eqIF; // the former floatLt(intToF(...)) duplicates were removed for exactness.)
DISPOSITION	reference-semantics/semantics/float.k	243	syntax	ACCEPT_WITH_OPAQUE_TRUST_BOUNDARY	fixed supplied opaque primitive; no local equation chooses its result	syntax Int ::= truncF(Float) [function, total, symbol(truncF), no-evaluators]
DISPOSITION	reference-semantics/semantics/float.k	244	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule truncF(F:Float) => #if F >=Float 0.0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi [concrete]
DISPOSITION	reference-semantics/semantics/float.k	245	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule applyBuiltin("int", F:Float, .Vals) => truncF(F)
DISPOSITION	reference-semantics/semantics/float.k	247	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule applyBuiltin("float", I:Int, .Vals) => intToF(I)
DISPOSITION	reference-semantics/semantics/float.k	248	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule applyBuiltin("float", F:Float, .Vals) => F
DISPOSITION	reference-semantics/semantics/float.k	251	syntax	ACCEPT_WITH_OPAQUE_TRUST_BOUNDARY	fixed supplied opaque primitive; no local equation chooses its result	syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]
DISPOSITION	reference-semantics/semantics/float.k	252	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule roundF(F:Float) => #if (F -Float floorFloat(F)) ==Float 0.5 #then (#if Float2Int(floorFloat(F)) %Int 2 ==Int 0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi) #else Float2Int(floorFloat(F +Float 0.5)) #fi [concrete] // round(F, N): CPython rounds the EXACT binary value of F at the Nth decimal // place, half-to-even, then converts to the nearest double. The old code did // Int2Float(roundF(F *Float 10^N)) / 10^N — the float multiply F *Float 10^N // misrounds the half-way decision (witness: a Heron triangle area that must // round to 2.69 came out 2.68). Exact version, via arbitrary-precision integers: // F = numer / 2^k numer = Float2Int(F * 2^(52-e)), k = 52 - exponentFloat(F) // q = round-half-even( numer * 10^N , 2^k ) (exact big-integer round) // result = nearest double to q / 10^N // IEEE division is correctly rounded, so (double)q /Float (double)10^N equals // the nearest double to q/10^N whenever q and 10^N are exactly representable. // Guarded to finite F with |F| < 1e12 and |F|*10^N < 2^52 (keeps numer and q // exactly representable) and a non-subnormal exponent (avoids 2^k overflowing a // double); the exotic tail keeps the old path, so nothing regresses. // Opaque for kprove, [concrete] for krun.
DISPOSITION	reference-semantics/semantics/float.k	271	syntax	ACCEPT_WITH_OPAQUE_TRUST_BOUNDARY	fixed supplied opaque primitive; no local equation chooses its result	syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]
DISPOSITION	reference-semantics/semantics/float.k	272	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule roundFN(F:Float, N:Int) => roundExactFN(F, N) requires notBool isNaN(F) andBool notBool isInfinite(F) andBool N >=Int 0 andBool absFloat(F) <Float 1000000000000.0 andBool (absFloat(F) *Float Int2Float(10 ^Int N, 53, 11)) <Float 4500000000000000.0 andBool exponentFloat(F) >Int -900 [concrete]
DISPOSITION	reference-semantics/semantics/float.k	277	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule roundFN(F:Float, N:Int) => Int2Float(roundF(F *Float Int2Float(10 ^Int N, 53, 11)), 53, 11) /Float Int2Float(10 ^Int N, 53, 11) [owise, concrete]
DISPOSITION	reference-semantics/semantics/float.k	281	syntax	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	syntax Float ::= roundExactFN(Float, Int) [function]
DISPOSITION	reference-semantics/semantics/float.k	282	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule roundExactFN(F:Float, N:Int) => rheToFloat(rndHalfEven(rExNumer(F) *Int (10 ^Int N), rExDenom(F)), 10 ^Int N, F) [concrete]
DISPOSITION	reference-semantics/semantics/float.k	287	syntax	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	syntax Int ::= rExK(Float) [function]
DISPOSITION	reference-semantics/semantics/float.k	288	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule rExK(F:Float) => 52 -Int exponentFloat(F) [concrete]
DISPOSITION	reference-semantics/semantics/float.k	289	syntax	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	syntax Int ::= rExNumer(Float) [function]
DISPOSITION	reference-semantics/semantics/float.k	290	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule rExNumer(F:Float) => Float2Int(F *Float Int2Float(2 ^Int rExK(F), 53, 11)) [concrete]
DISPOSITION	reference-semantics/semantics/float.k	291	syntax	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	syntax Int ::= rExDenom(Float) [function]
DISPOSITION	reference-semantics/semantics/float.k	292	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule rExDenom(F:Float) => 2 ^Int rExK(F) [concrete]
DISPOSITION	reference-semantics/semantics/float.k	296	syntax	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	syntax Int ::= rndHalfEven(Int, Int) [function]
DISPOSITION	reference-semantics/semantics/float.k	297	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule rndHalfEven(A:Int, B:Int) => rndHE(A divInt B, A modInt B, B) [concrete]
DISPOSITION	reference-semantics/semantics/float.k	298	syntax	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	syntax Int ::= rndHE(Int, Int, Int) [function]
DISPOSITION	reference-semantics/semantics/float.k	299	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule rndHE(Q:Int, R:Int, B:Int) => Q requires 2 *Int R <Int B [concrete]
DISPOSITION	reference-semantics/semantics/float.k	300	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule rndHE(Q:Int, R:Int, B:Int) => Q +Int 1 requires 2 *Int R >Int B [concrete]
DISPOSITION	reference-semantics/semantics/float.k	301	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule rndHE(Q:Int, R:Int, B:Int) => Q requires 2 *Int R ==Int B andBool Q modInt 2 ==Int 0 [concrete]
DISPOSITION	reference-semantics/semantics/float.k	302	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule rndHE(Q:Int, R:Int, B:Int) => Q +Int 1 requires 2 *Int R ==Int B andBool Q modInt 2 =/=Int 0 [concrete]
DISPOSITION	reference-semantics/semantics/float.k	305	syntax	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	syntax Float ::= rheToFloat(Int, Int, Float) [function]
DISPOSITION	reference-semantics/semantics/float.k	306	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule rheToFloat(0, _:Int, F:Float) => #if signFloat(F) #then --Float 0.0 #else 0.0 #fi [concrete]
DISPOSITION	reference-semantics/semantics/float.k	307	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule rheToFloat(Q:Int, SCALE:Int, _:Float) => Int2Float(Q, 53, 11) /Float Int2Float(SCALE, 53, 11) requires Q =/=Int 0 [concrete]
DISPOSITION	reference-semantics/semantics/float.k	310	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule applyBuiltin("round", F:Float, .Vals) => roundF(F)
DISPOSITION	reference-semantics/semantics/float.k	311	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule applyBuiltin("round", F:Float, N:Int, .Vals) => roundFN(F, N)
DISPOSITION	reference-semantics/semantics/float.k	313	syntax	ACCEPT_WITH_OPAQUE_TRUST_BOUNDARY	fixed supplied opaque primitive; no local equation chooses its result	syntax Float ::= sqrtF(Float) [function, total, symbol(sqrtF), no-evaluators]
DISPOSITION	reference-semantics/semantics/float.k	314	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule sqrtF(F:Float) => sqrtFloat(F) [concrete]
DISPOSITION	reference-semantics/semantics/float.k	315	syntax	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	syntax KItem ::= "#mathSqrt"
DISPOSITION	reference-semantics/semantics/float.k	316	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule <k> Call(Attribute(Name("math"), "sqrt"), (E:Expr, .Exprs)) => E ~> #mathSqrt ... </k> [priority(40)]
DISPOSITION	reference-semantics/semantics/float.k	317	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule <k> F:Float ~> #mathSqrt => sqrtF(F) ... </k>
DISPOSITION	reference-semantics/semantics/float.k	318	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule <k> I:Int ~> #mathSqrt => sqrtF(intToF(I)) ... </k>
DISPOSITION	reference-semantics/semantics/float.k	326	syntax	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	syntax KItem ::= #maxAccF(Iterable, Float) | #maxContF(Float)
DISPOSITION	reference-semantics/semantics/float.k	327	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAccF(R, {V}:>Float) ... </k> requires isFloat(V)
DISPOSITION	reference-semantics/semantics/float.k	328	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule <k> #maxAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #maxContF(M) ... </k>
DISPOSITION	reference-semantics/semantics/float.k	329	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule <k> #iterDone ~> #maxContF(M:Float) => M ... </k>
DISPOSITION	reference-semantics/semantics/float.k	330	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #maxAccF(R, maxFloat(M, {V}:>Float)) ... </k> requires isFloat(V)
DISPOSITION	reference-semantics/semantics/float.k	333	syntax	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	syntax KItem ::= #minAccF(Iterable, Float) | #minContF(Float)
DISPOSITION	reference-semantics/semantics/float.k	334	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAccF(R, {V}:>Float) ... </k> requires isFloat(V)
DISPOSITION	reference-semantics/semantics/float.k	335	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule <k> #minAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #minContF(M) ... </k>
DISPOSITION	reference-semantics/semantics/float.k	336	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule <k> #iterDone ~> #minContF(M:Float) => M ... </k>
DISPOSITION	reference-semantics/semantics/float.k	337	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule <k> #iterYield(V:Val, R:Iterable) ~> #minContF(M:Float) => #minAccF(R, minFloat(M, {V}:>Float)) ... </k> requires isFloat(V)
DISPOSITION	reference-semantics/semantics/float.k	344	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #iterYield(V, R) ~> #maxContV(M) ... </k> requires isInt(V) orBool isBool(V)
DISPOSITION	reference-semantics/semantics/float.k	347	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule <k> #iterYield(V:Val, R:Iterable) ~> #minContF(M:Float) => #iterYield(V, R) ~> #minContV(M) ... </k> requires isInt(V) orBool isBool(V)
DISPOSITION	reference-semantics/semantics/float.k	355	syntax	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	syntax KItem ::= #sumAccF(Iterable, Float) | #sumContF(Float)
DISPOSITION	reference-semantics/semantics/float.k	356	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int) => #sumAccF(R, addF(intToF(ACC), {V}:>Float)) ... </k> requires isFloat(V) andBool notBool (isInt(V) orBool isBool(V))
DISPOSITION	reference-semantics/semantics/float.k	359	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule <k> #sumAccF(IT:Iterable, ACC:Float) => #iterNext(IT) ~> #sumContF(ACC) ... </k>
DISPOSITION	reference-semantics/semantics/float.k	360	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule <k> #iterDone ~> #sumContF(ACC:Float) => ACC ... </k>
DISPOSITION	reference-semantics/semantics/float.k	361	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, {V}:>Float)) ... </k> requires isFloat(V)
