Script started on 2026-07-30 06:22:11-05:00 [<not executed on terminal>]
INVENTORY_HEADER	path	line	kind	classification	attributes	statement
ITEM	reference-semantics/semantics/core.k	106	syntax	data-syntax		syntax Val ::= cellsMark(ParamNames)
ITEM	reference-semantics/semantics/core.k	107	syntax	function	function	syntax ParamNames ::= cellsOf(Val) [function]
ITEM	reference-semantics/semantics/core.k	108	rule	ordinary		rule cellsOf(cellsMark(CVS:ParamNames)) => CVS
ITEM	reference-semantics/semantics/core.k	109	syntax	function+total	function,total	syntax Bool ::= pnMember(String, ParamNames) [function, total]
ITEM	reference-semantics/semantics/core.k	110	rule	ordinary		rule pnMember(_:String, .ParamNames) => false
ITEM	reference-semantics/semantics/core.k	111	rule	ordinary		rule pnMember(X:String, (P:String, R:ParamNames)) => X ==String P orBool pnMember(X, R)
ITEM	reference-semantics/semantics/core.k	113	syntax	data-syntax		syntax KItem ::= #cellW(Val, Val)
ITEM	reference-semantics/semantics/core.k	114	rule	ordinary		rule <k> #cellW(cellRef(H:Int), V:Val) => .K ... </k> <heap> ... H |-> cellV(_:Val => V) ... </heap>
ITEM	reference-semantics/semantics/core.k	117	syntax	data-syntax		syntax KItem ::= #alloc(Val)
ITEM	reference-semantics/semantics/core.k	118	rule	ordinary		rule <k> #alloc(V:Val) => ref(N) ... </k> <heap> H:Map => (N |-> V) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc>
ITEM	reference-semantics/semantics/core.k	124	syntax	data-syntax		syntax KItem ::= #loadAll(Module)
ITEM	reference-semantics/semantics/core.k	125	rule	ordinary		rule <k> #loadAll(Module(SS:Stmts)) => SS ... </k>
ITEM	reference-semantics/semantics/core.k	126	rule	ordinary		rule <k> (S:Stmt SS:Stmts):Stmts => S ~> SS ... </k>
ITEM	reference-semantics/semantics/core.k	127	rule	ordinary		rule <k> .Stmts => .K ... </k>
ITEM	reference-semantics/semantics/core.k	130	syntax	data-syntax		syntax KItem ::= #look(String, Int)
ITEM	reference-semantics/semantics/core.k	131	rule	ordinary		rule <k> Name(X:String) => #look(X, L) ... </k> <env> L:Int </env>
ITEM	reference-semantics/semantics/core.k	132	rule	ordinary	X	rule <k> #look(X:String, L:Int) => {M[X]}:>Val ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes>
ITEM	reference-semantics/semantics/core.k	145	rule	ordinary		rule <k> #look(X:String, L:Int) => V ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap>
ITEM	reference-semantics/semantics/core.k	152	rule	ordinary		rule <k> #look(X:String, L:Int) => #look(X, P) ... </k> <scopes> ... L |-> scope(M:Map, parent(P:Int)) ... </scopes>
ITEM	reference-semantics/semantics/core.k	157	syntax	function+total	function,total	syntax Scope ::= "builtinsScope" [function, total]
ITEM	reference-semantics/semantics/core.k	158	rule	ordinary	"len"    <- builtinV("len"),"set"    <- builtinV("set"),"sum"    <- builtinV("sum"),"abs"    <- builtinV("abs"),"min"    <- builtinV("min"),"max"    <- builtinV("max"),"ord"    <- builtinV("ord"),"chr"    <- builtinV("chr"),"range"  <- builtinV("range"),"all"    <- builtinV("all"),"any"    <- builtinV("any"),"zip"    <- builtinV("zip"),"isinstance" <- builtinV("isinstance"),"sorted" <- builtinV("sorted"),"list"   <- builtinV("list"),"round"  <- builtinV("round"),"bin"    <- builtinV("bin"),"enumerate" <- builtinV("enumerate"),"map"    <- builtinV("map"),"eval"   <- builtinV("eval"),"int"    <- typeV("int"),"str"    <- typeV("str"),"float"  <- typeV("float")	rule builtinsScope => scope(.Map [ "len" <- builtinV("len") ] [ "set" <- builtinV("set") ] [ "sum" <- builtinV("sum") ] [ "abs" <- builtinV("abs") ] [ "min" <- builtinV("min") ] [ "max" <- builtinV("max") ] [ "ord" <- builtinV("ord") ] [ "chr" <- builtinV("chr") ] [ "range" <- builtinV("range") ] [ "all" <- builtinV("all") ] [ "any" <- builtinV("any") ] [ "zip" <- builtinV("zip") ] [ "isinstance" <- builtinV("isinstance") ] [ "sorted" <- builtinV("sorted") ] [ "list" <- builtinV("list") ] [ "round" <- builtinV("round") ] [ "bin" <- builtinV("bin") ] [ "enumerate" <- builtinV("enumerate") ] [ "map" <- builtinV("map") ] [ "eval" <- builtinV("eval") ] [ "int" <- typeV("int") ] [ "str" <- typeV("str") ] [ "float" <- typeV("float") ], root)
ITEM	reference-semantics/semantics/core.k	185	syntax	data-syntax		syntax ApplyK ::= toCall(Val)
ITEM	reference-semantics/semantics/core.k	186	syntax	data-syntax		syntax KItem ::= #evalArgs(Exprs, Vals, ApplyK) | #evalArgCont(Exprs, Vals, ApplyK) | #applyK(ApplyK, Vals)
ITEM	reference-semantics/semantics/core.k	189	rule	ordinary		rule <k> #evalArgs((A:Expr, REST:Exprs), ACC:Vals, K:ApplyK) => A ~> #evalArgCont(REST, ACC, K) ... </k>
ITEM	reference-semantics/semantics/core.k	190	rule	ordinary		rule <k> V:Val ~> #evalArgCont(REST:Exprs, ACC:Vals, K:ApplyK) => #evalArgs(REST, appendVal(ACC, V), K) ... </k>
ITEM	reference-semantics/semantics/core.k	191	rule	ordinary		rule <k> #evalArgs(.Exprs, ACC:Vals, K:ApplyK) => #applyK(K, ACC) ... </k>
ITEM	reference-semantics/semantics/core.k	194	rule	ordinary		rule <k> Int(I:Int) => I ... </k>
ITEM	reference-semantics/semantics/core.k	195	rule	ordinary		rule <k> Bool(B:Bool) => B ... </k>
ITEM	reference-semantics/semantics/core.k	196	rule	ordinary		rule <k> NoneVal => noneV ... </k>
ITEM	reference-semantics/semantics/core.k	199	syntax	function	function	syntax Bool ::= truthy(Val) [function]
ITEM	reference-semantics/semantics/core.k	200	rule	ordinary		rule truthy(B:Bool) => B
ITEM	reference-semantics/semantics/core.k	201	rule	ordinary		rule truthy(noneV) => false
ITEM	reference-semantics/semantics/core.k	202	rule	ordinary		rule truthy(I:Int) => I =/=Int 0
ITEM	reference-semantics/semantics/core.k	203	rule	ordinary		rule truthy(str(S:IntSeq)) => notBool (S ==K .IntSeq)
ITEM	reference-semantics/semantics/core.k	204	rule	ordinary		rule truthy(list(V:ValSeq)) => notBool (V ==K .ValSeq)
ITEM	reference-semantics/semantics/core.k	205	rule	ordinary		rule truthy(tuple(V:ValSeq)) => notBool (V ==K .ValSeq)
ITEM	reference-semantics/semantics/core.k	208	syntax	function	function	syntax Val ::= applyUn(String, Val) [function]
ITEM	reference-semantics/semantics/core.k	209	syntax	function	function	syntax Val ::= applyBin(String, Val, Val) [function]
ITEM	reference-semantics/semantics/core.k	210	syntax	function	function	syntax Bool ::= applyCmp(String, Val, Val) [function]
ITEM	reference-semantics/semantics/core.k	218	syntax	function+total	function,total	syntax Int ::= boolAsInt(Bool) [function, total]
ITEM	reference-semantics/semantics/core.k	219	rule	ordinary		rule boolAsInt(true) => 1
ITEM	reference-semantics/semantics/core.k	220	rule	ordinary		rule boolAsInt(false) => 0
ITEM	reference-semantics/semantics/core.k	222	syntax	function+total	function,total	syntax Bool ::= isArithOp(String) [function, total]
ITEM	reference-semantics/semantics/core.k	223	rule	ordinary		rule isArithOp(OP:String) => OP ==String "+" orBool OP ==String "-" orBool OP ==String "*" orBool OP ==String "/" orBool OP ==String "//" orBool OP ==String "%" orBool OP ==String "**" // the six comparison operators (== != < <= > >=)
ITEM	reference-semantics/semantics/core.k	228	syntax	function+total	function,total	syntax Bool ::= isEqOrdOp(String) [function, total]
ITEM	reference-semantics/semantics/core.k	229	rule	ordinary		rule isEqOrdOp(OP:String) => OP ==String "==" orBool OP ==String "!=" orBool OP ==String "<" orBool OP ==String "<=" orBool OP ==String ">" orBool OP ==String ">=" // the four ordering operators only (< <= > >=)
ITEM	reference-semantics/semantics/core.k	233	syntax	function+total	function,total	syntax Bool ::= isOrdOp(String) [function, total]
ITEM	reference-semantics/semantics/core.k	234	rule	ordinary		rule isOrdOp(OP:String) => OP ==String "<" orBool OP ==String "<=" orBool OP ==String ">" orBool OP ==String ">="
ITEM	reference-semantics/semantics/core.k	238	syntax	function+total	function,total	syntax Vals ::= appendVal(Vals, Val) [function, total]
ITEM	reference-semantics/semantics/core.k	239	rule	ordinary		rule appendVal(.Vals, V:Val) => V , .Vals
ITEM	reference-semantics/semantics/core.k	240	rule	ordinary		rule appendVal((V0:Val, VS:Vals), V:Val) => V0 , appendVal(VS, V)
ITEM	reference-semantics/semantics/core.k	242	syntax	function+total	function,total	syntax ValSeq ::= vals2valSeq(Vals) [function, total]
ITEM	reference-semantics/semantics/core.k	243	rule	ordinary		rule vals2valSeq(.Vals) => .ValSeq
ITEM	reference-semantics/semantics/core.k	244	rule	ordinary		rule vals2valSeq((V:Val, VS:Vals)) => vCons(V, vals2valSeq(VS))
ITEM	reference-semantics/semantics/core.k	248	syntax	function+total	function,total	syntax Int ::= vsLen(ValSeq) [function, total]
ITEM	reference-semantics/semantics/core.k	249	rule	ordinary		rule vsLen(.ValSeq) => 0
ITEM	reference-semantics/semantics/core.k	250	rule	ordinary		rule vsLen(vCons(_:Val, S:ValSeq)) => 1 +Int vsLen(S)
ITEM	reference-semantics/semantics/core.k	252	syntax	function+total	function,total	syntax Int ::= isLen(IntSeq) [function, total]
ITEM	reference-semantics/semantics/core.k	253	rule	ordinary		rule isLen(.IntSeq) => 0
ITEM	reference-semantics/semantics/core.k	254	rule	ordinary		rule isLen(iCons(_:Int, S:IntSeq)) => 1 +Int isLen(S)
ITEM	reference-semantics/semantics/core.k	258	syntax	function+total	function,total	syntax ValSeq ::= setVSAt(ValSeq, Int, Val) [function, total]
ITEM	reference-semantics/semantics/core.k	259	rule	ordinary		rule setVSAt(.ValSeq, _:Int, _:Val) => .ValSeq
ITEM	reference-semantics/semantics/core.k	260	rule	ordinary		rule setVSAt(vCons(_:Val, S:ValSeq), 0, V:Val) => vCons(V, S)
ITEM	reference-semantics/semantics/core.k	261	rule	ordinary		rule setVSAt(vCons(W:Val, S:ValSeq), I:Int, V:Val) => vCons(W, setVSAt(S, I -Int 1, V))
ITEM	reference-semantics/semantics/core.k	263	rule	ordinary		rule setVSAt(VS:ValSeq, I:Int, _:Val) => VS
ITEM	reference-semantics/semantics/dict.k	20	syntax	data-syntax		syntax Val ::= dictV(ValSeq, ValSeq)
ITEM	reference-semantics/semantics/dict.k	23	syntax	data-syntax		syntax KItem ::= #dictAcc(Entries, ValSeq, ValSeq) | #dictKey(Expr, Entries, ValSeq, ValSeq) | #dictVal(Val, Entries, ValSeq, ValSeq)
ITEM	reference-semantics/semantics/dict.k	26	rule	ordinary		rule <k> DictExpr(ES:Entries) => #dictAcc(ES, .ValSeq, .ValSeq) ... </k>
ITEM	reference-semantics/semantics/dict.k	27	rule	ordinary		rule <k> #dictAcc(.Entries, KS:ValSeq, VS:ValSeq) => dictV(KS, VS) ... </k>
ITEM	reference-semantics/semantics/dict.k	28	rule	ordinary		rule <k> #dictAcc((Entry(K:Expr, V:Expr), REST:Entries), KS:ValSeq, VS:ValSeq) => K ~> #dictKey(V, REST, KS, VS) ... </k>
ITEM	reference-semantics/semantics/dict.k	30	rule	ordinary		rule <k> KV:Val ~> #dictKey(V:Expr, REST:Entries, KS:ValSeq, VS:ValSeq) => V ~> #dictVal(KV, REST, KS, VS) ... </k>
ITEM	reference-semantics/semantics/dict.k	32	rule	ordinary		rule <k> VV:Val ~> #dictVal(KV:Val, REST:Entries, KS:ValSeq, VS:ValSeq) => #dictAcc(REST, dPutK(KS, KV), dPutV(KS, VS, KV, VV)) ... </k>
ITEM	reference-semantics/semantics/dict.k	37	syntax	function+total	function,total	syntax Bool ::= dHasKey(ValSeq, Val) [function, total]
ITEM	reference-semantics/semantics/dict.k	38	rule	ordinary		rule dHasKey(.ValSeq, _:Val) => false
ITEM	reference-semantics/semantics/dict.k	39	rule	ordinary		rule dHasKey(vCons(A:Val, _:ValSeq), K:Val) => true requires A ==K K
ITEM	reference-semantics/semantics/dict.k	40	rule	ordinary		rule dHasKey(vCons(A:Val, R:ValSeq), K:Val) => dHasKey(R, K) requires notBool (A ==K K)
ITEM	reference-semantics/semantics/dict.k	43	syntax	function+total	function,total	syntax ValSeq ::= dPutK(ValSeq, Val) [function, total]
ITEM	reference-semantics/semantics/dict.k	44	rule	ordinary		rule dPutK(KS:ValSeq, K:Val) => KS requires dHasKey(KS, K)
ITEM	reference-semantics/semantics/dict.k	45	rule	ordinary		rule dPutK(KS:ValSeq, K:Val) => valSeqConcat(KS, vCons(K, .ValSeq)) requires notBool dHasKey(KS, K)
ITEM	reference-semantics/semantics/dict.k	49	syntax	function+total	function,total	syntax ValSeq ::= dPutV(ValSeq, ValSeq, Val, Val) [function, total]
ITEM	reference-semantics/semantics/dict.k	50	rule	ordinary		rule dPutV(vCons(A:Val, _:ValSeq), vCons(_:Val, VR:ValSeq), K:Val, V:Val) => vCons(V, VR)
ITEM	reference-semantics/semantics/dict.k	52	rule	ordinary		rule dPutV(vCons(A:Val, KR:ValSeq), vCons(B:Val, VR:ValSeq), K:Val, V:Val) => vCons(B, dPutV(KR, VR, K, V))
ITEM	reference-semantics/semantics/dict.k	54	rule	owise	owise	rule dPutV(_KS:ValSeq, VS:ValSeq, _K:Val, V:Val) => valSeqConcat(VS, vCons(V, .ValSeq)) [owise]
ITEM	reference-semantics/semantics/dict.k	58	rule	priority	priority(40)	rule <k> #applyK(toCall(boundMethodV(dictV(KS:ValSeq, _:ValSeq), "keys")), .Vals) => #alloc(list(KS)) ... </k> [priority(40)]
ITEM	reference-semantics/semantics/dict.k	63	rule	ordinary		rule applyIndexD(dictV(KS:ValSeq, VS:ValSeq), K:Val) => dGet(KS, VS, K)
ITEM	reference-semantics/semantics/dict.k	64	syntax	function	function	syntax Val ::= applyIndexD(Val, Val) [function]
ITEM	reference-semantics/semantics/dict.k	65	rule	priority	priority(45)	rule <k> Subscript(dictV(KS:ValSeq, VS:ValSeq), K:Val) => applyIndexD(dictV(KS, VS), K) ... </k> [priority(45)]
ITEM	reference-semantics/semantics/dict.k	70	syntax	function	function	syntax Val ::= dictSet(Val, Val, Val) [function]
ITEM	reference-semantics/semantics/dict.k	71	rule	ordinary		rule dictSet(dictV(KS:ValSeq, VS:ValSeq), K:Val, V:Val) => dictV(dPutK(KS, K), dPutV(KS, VS, K, V))
ITEM	reference-semantics/semantics/dict.k	76	syntax	data-syntax		syntax KItem ::= #dsetK(String, Val)
ITEM	reference-semantics/semantics/dict.k	77	rule	ordinary		rule <k> Assign(Subscript(Name(X:String), K:Expr), VV:Val) => K ~> #dsetK(X, VV) ... </k>
ITEM	reference-semantics/semantics/dict.k	78	rule	ordinary	X <- dictSet({M[X	rule <k> KV:Val ~> #dsetK(X:String, VV:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- dictSet({M[X]}:>Val, KV, VV) ], _) ... </scopes>
ITEM	reference-semantics/semantics/dict.k	82	rule	ordinary	X	rule <k> KV:Val ~> #dsetK(X:String, VV:Val) => #dsetV({M[X]}:>Val, KV, VV) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
ITEM	reference-semantics/semantics/dict.k	86	syntax	data-syntax		syntax KItem ::= #dsetV(Val, Val, Val)
ITEM	reference-semantics/semantics/dict.k	87	rule	ordinary		rule <k> #dsetV(ref(H:Int), I:Int, VV:Val) => .K ... </k> <heap> ... H |-> list(VS:ValSeq => setVSAt(VS, normIdxD(I, vsLen(VS)), VV)) ... </heap> // negative-index normalization local to the write (subscript.k's is not imported here)
ITEM	reference-semantics/semantics/dict.k	90	syntax	function+total	function,total	syntax Int ::= normIdxD(Int, Int) [function, total]
ITEM	reference-semantics/semantics/dict.k	91	rule	ordinary		rule normIdxD(I:Int, LEN:Int) => I +Int LEN requires I <Int 0
ITEM	reference-semantics/semantics/dict.k	92	rule	ordinary		rule normIdxD(I:Int, _:Int) => I requires I >=Int 0
ITEM	reference-semantics/semantics/dict.k	95	rule	ordinary		rule applyCmp("==", dictV(KS1:ValSeq, VS1:ValSeq), dictV(KS2:ValSeq, VS2:ValSeq)) => (vsLen(KS1) ==Int vsLen(KS2)) andBool dSubset(KS1, VS1, KS2, VS2)
ITEM	reference-semantics/semantics/dict.k	97	syntax	function	function	syntax Bool ::= dSubset(ValSeq, ValSeq, ValSeq, ValSeq) [function]
ITEM	reference-semantics/semantics/dict.k	98	rule	ordinary		rule dSubset(.ValSeq, .ValSeq, _:ValSeq, _:ValSeq) => true
ITEM	reference-semantics/semantics/dict.k	99	rule	ordinary		rule dSubset(vCons(K:Val, KR:ValSeq), vCons(V:Val, VR:ValSeq), KS2:ValSeq, VS2:ValSeq) => dHasKey(KS2, K) andBool (dGet(KS2, VS2, K) ==K V) andBool dSubset(KR, VR, KS2, VS2)
ITEM	reference-semantics/semantics/dict.k	101	syntax	function	function	syntax Val ::= dGet(ValSeq, ValSeq, Val) [function]
ITEM	reference-semantics/semantics/dict.k	102	rule	ordinary		rule dGet(vCons(A:Val, _:ValSeq), vCons(B:Val, _:ValSeq), K:Val) => B requires A ==K K
ITEM	reference-semantics/semantics/dict.k	103	rule	ordinary		rule dGet(vCons(A:Val, KR:ValSeq), vCons(_:Val, VR:ValSeq), K:Val) => dGet(KR, VR, K) requires notBool (A ==K K)
ITEM	reference-semantics/semantics/float.k	20	syntax	data-syntax		syntax Val ::= Float
ITEM	reference-semantics/semantics/float.k	21	rule	ordinary		rule <k> Float(F:Float) => F ... </k>
ITEM	reference-semantics/semantics/float.k	24	syntax	function+total+no-evaluators	function,total,symbol(intFloatDiv),no-evaluators	syntax Float ::= intFloatDiv(Int, Float) [function, total, symbol(intFloatDiv), no-evaluators]
ITEM	reference-semantics/semantics/float.k	25	rule	concrete	concrete	rule intFloatDiv(I:Int, F:Float) => Int2Float(I, 53, 11) /Float F [concrete]
ITEM	reference-semantics/semantics/float.k	27	rule	ordinary		rule applyBin("/", I:Int, F:Float) => intFloatDiv(I, F)
ITEM	reference-semantics/semantics/float.k	30	syntax	function+total+no-evaluators	function,total,symbol(divII),no-evaluators	syntax Float ::= divII(Int, Int) [function, total, symbol(divII), no-evaluators]
ITEM	reference-semantics/semantics/float.k	31	rule	concrete	concrete	rule divII(I1:Int, I2:Int) => Int2Float(I1, 53, 11) /Float Int2Float(I2, 53, 11) [concrete]
ITEM	reference-semantics/semantics/float.k	32	rule	ordinary		rule applyBin("/", I1:Int, I2:Int) => divII(I1, I2)
ITEM	reference-semantics/semantics/float.k	37	syntax	function+total+no-evaluators	function,total,symbol(floatMod),no-evaluators	syntax Float ::= floatMod(Float, Float) [function, total, symbol(floatMod), no-evaluators]
ITEM	reference-semantics/semantics/float.k	38	rule	concrete	concrete	rule floatMod(F1:Float, F2:Float) => F1 -Float (floorFloat(F1 /Float F2) *Float F2) [concrete]
ITEM	reference-semantics/semantics/float.k	39	rule	ordinary		rule applyBin("%", F1:Float, F2:Float) => floatMod(F1, F2)
ITEM	reference-semantics/semantics/float.k	43	rule	ordinary		rule applyCmp("==", F1:Float, F2:Float) => F1 ==Float F2
ITEM	reference-semantics/semantics/float.k	44	rule	ordinary		rule applyCmp("!=", F1:Float, F2:Float) => notBool (F1 ==Float F2)
ITEM	reference-semantics/semantics/float.k	50	syntax	function+total+no-evaluators	function,total,symbol(floatLt),no-evaluators	syntax Bool ::= floatLt(Float, Float) [function, total, symbol(floatLt), no-evaluators]
ITEM	reference-semantics/semantics/float.k	51	rule	concrete	concrete	rule floatLt(F1:Float, F2:Float) => F1 <Float F2 [concrete]
ITEM	reference-semantics/semantics/float.k	52	rule	ordinary		rule applyCmp("<", F1:Float, F2:Float) => floatLt(F1, F2)
ITEM	reference-semantics/semantics/float.k	54	syntax	function+total+no-evaluators	function,total,symbol(absF),no-evaluators	syntax Float ::= absF(Float) [function, total, symbol(absF), no-evaluators]
ITEM	reference-semantics/semantics/float.k	55	rule	concrete	concrete	rule absF(F:Float) => absFloat(F) [concrete]
ITEM	reference-semantics/semantics/float.k	56	rule	ordinary		rule applyBuiltin("abs", F:Float, .Vals) => absF(F)
ITEM	reference-semantics/semantics/float.k	61	rule	ordinary		rule <k> Import(_:String) => .K ... </k>
ITEM	reference-semantics/semantics/float.k	65	syntax	data-syntax		syntax KItem ::= "#mathCeil"
ITEM	reference-semantics/semantics/float.k	66	rule	priority	priority(40)	rule <k> Call(Attribute(Name("math"), "ceil"), (E:Expr, .Exprs)) => E ~> #mathCeil ... </k> [priority(40)]
ITEM	reference-semantics/semantics/float.k	67	rule	ordinary		rule <k> V:Val ~> #mathCeil => ceilF(V) ... </k>
ITEM	reference-semantics/semantics/float.k	70	syntax	data-syntax		syntax KItem ::= "#mathFloor"
ITEM	reference-semantics/semantics/float.k	71	rule	priority	priority(40)	rule <k> Call(Attribute(Name("math"), "floor"), (E:Expr, .Exprs)) => E ~> #mathFloor ... </k> [priority(40)]
ITEM	reference-semantics/semantics/float.k	72	rule	ordinary		rule <k> V:Val ~> #mathFloor => floorFI(V) ... </k>
ITEM	reference-semantics/semantics/float.k	73	syntax	function+total	function,total,symbol(floorFI)	syntax Int ::= floorFI(Val) [function, total, symbol(floorFI)]
ITEM	reference-semantics/semantics/float.k	74	rule	concrete	concrete	rule floorFI(I:Int) => I [concrete]
ITEM	reference-semantics/semantics/float.k	75	rule	concrete	concrete	rule floorFI(F:Float) => Float2Int(floorFloat(F)) [concrete]
ITEM	reference-semantics/semantics/float.k	78	rule	ordinary		rule applyBuiltin("floor", V:Val, .Vals) => floorFI(V)
ITEM	reference-semantics/semantics/float.k	79	rule	ordinary		rule applyBuiltin("ceil", V:Val, .Vals) => ceilF(V)
ITEM	reference-semantics/semantics/float.k	82	syntax	data-syntax		syntax KItem ::= #mathPow1(Expr) | #mathPow2(Val)
ITEM	reference-semantics/semantics/float.k	83	rule	priority	priority(40)	rule <k> Call(Attribute(Name("math"), "pow"), (E1:Expr, E2:Expr, .Exprs)) => E1 ~> #mathPow1(E2) ... </k> [priority(40)]
ITEM	reference-semantics/semantics/float.k	84	rule	ordinary		rule <k> V1:Val ~> #mathPow1(E2:Expr) => E2 ~> #mathPow2(V1) ... </k>
ITEM	reference-semantics/semantics/float.k	85	rule	ordinary		rule <k> V2:Val ~> #mathPow2(V1:Val) => powF(toF(V1), toF(V2)) ... </k>
ITEM	reference-semantics/semantics/float.k	86	syntax	function+total	function,total,symbol(toF)	syntax Float ::= toF(Val) [function, total, symbol(toF)]
ITEM	reference-semantics/semantics/float.k	87	rule	concrete	concrete	rule toF(F:Float) => F [concrete]
ITEM	reference-semantics/semantics/float.k	88	rule	concrete	concrete	rule toF(I:Int) => intToF(I) [concrete]
ITEM	reference-semantics/semantics/float.k	93	syntax	function+total	function,total,symbol(ceilF)	syntax Int ::= ceilF(Val) [function, total, symbol(ceilF)]
ITEM	reference-semantics/semantics/float.k	94	rule	concrete	concrete	rule ceilF(I:Int) => I [concrete]
ITEM	reference-semantics/semantics/float.k	95	rule	concrete	concrete	rule ceilF(F:Float) => Float2Int(ceilFloat(F)) [concrete]
ITEM	reference-semantics/semantics/float.k	99	rule	ordinary		rule applyUn("-", F:Float) => 0.0 -Float F
ITEM	reference-semantics/semantics/float.k	103	syntax	function+total+no-evaluators	function,total,symbol(subF),no-evaluators	syntax Float ::= subF(Float, Float) [function, total, symbol(subF), no-evaluators]
ITEM	reference-semantics/semantics/float.k	104	rule	concrete	concrete	rule subF(F1:Float, F2:Float) => F1 -Float F2 [concrete]
ITEM	reference-semantics/semantics/float.k	105	rule	ordinary		rule applyBin("-", F1:Float, F2:Float) => subF(F1, F2)
ITEM	reference-semantics/semantics/float.k	107	syntax	function+total+no-evaluators	function,total,symbol(divF),no-evaluators	syntax Float ::= divF(Float, Float) [function, total, symbol(divF), no-evaluators]
ITEM	reference-semantics/semantics/float.k	108	rule	concrete	concrete	rule divF(F1:Float, F2:Float) => F1 /Float F2 [concrete]
ITEM	reference-semantics/semantics/float.k	109	rule	ordinary		rule applyBin("/", F1:Float, F2:Float) => divF(F1, F2)
ITEM	reference-semantics/semantics/float.k	111	syntax	function+total+no-evaluators	function,total,symbol(addF),no-evaluators	syntax Float ::= addF(Float, Float) [function, total, symbol(addF), no-evaluators]
ITEM	reference-semantics/semantics/float.k	112	rule	concrete	concrete	rule addF(F1:Float, F2:Float) => F1 +Float F2 [concrete]
ITEM	reference-semantics/semantics/float.k	113	rule	ordinary		rule applyBin("+", F1:Float, F2:Float) => addF(F1, F2)
ITEM	reference-semantics/semantics/float.k	115	syntax	function+total+no-evaluators	function,total,symbol(mulF),no-evaluators	syntax Float ::= mulF(Float, Float) [function, total, symbol(mulF), no-evaluators]
ITEM	reference-semantics/semantics/float.k	116	rule	concrete	concrete	rule mulF(F1:Float, F2:Float) => F1 *Float F2 [concrete]
ITEM	reference-semantics/semantics/float.k	117	rule	ordinary		rule applyBin("*", F1:Float, F2:Float) => mulF(F1, F2)
ITEM	reference-semantics/semantics/float.k	119	syntax	function+total+no-evaluators	function,total,symbol(powF),no-evaluators	syntax Float ::= powF(Float, Float) [function, total, symbol(powF), no-evaluators]
ITEM	reference-semantics/semantics/float.k	120	rule	concrete	concrete	rule powF(F1:Float, F2:Float) => F1 ^Float F2 [concrete]
ITEM	reference-semantics/semantics/float.k	121	rule	ordinary		rule applyBin("**", F1:Float, F2:Float) => powF(F1, F2)
ITEM	reference-semantics/semantics/float.k	125	syntax	function+total+no-evaluators	function,total,symbol(gtF),no-evaluators	syntax Bool ::= gtF(Float, Float) [function, total, symbol(gtF), no-evaluators]
ITEM	reference-semantics/semantics/float.k	126	rule	concrete	concrete	rule gtF(F1:Float, F2:Float) => F1 >Float F2 [concrete]
ITEM	reference-semantics/semantics/float.k	127	rule	ordinary		rule applyCmp(">", F1:Float, F2:Float) => gtF(F1, F2)
ITEM	reference-semantics/semantics/float.k	128	rule	ordinary		rule applyCmp(">=", F1:Float, F2:Float) => notBool floatLt(F1, F2)
ITEM	reference-semantics/semantics/float.k	129	rule	ordinary		rule applyCmp("<=", F1:Float, F2:Float) => notBool gtF(F1, F2)
ITEM	reference-semantics/semantics/float.k	132	rule	ordinary		rule applyBin("**", I:Int, F:Float) => powF(intToF(I), F)
ITEM	reference-semantics/semantics/float.k	133	rule	ordinary		rule applyBin("**", F:Float, I:Int) => powF(F, intToF(I))
ITEM	reference-semantics/semantics/float.k	134	rule	ordinary		rule applyBin("-", I:Int, F:Float) => subF(intToF(I), F)
ITEM	reference-semantics/semantics/float.k	135	rule	ordinary		rule applyBin("-", F:Float, I:Int) => subF(F, intToF(I))
ITEM	reference-semantics/semantics/float.k	136	rule	ordinary		rule applyBin("+", I:Int, F:Float) => addF(intToF(I), F)
ITEM	reference-semantics/semantics/float.k	137	rule	ordinary		rule applyBin("+", F:Float, I:Int) => addF(F, intToF(I))
ITEM	reference-semantics/semantics/float.k	138	rule	ordinary		rule applyBin("*", I:Int, F:Float) => mulF(intToF(I), F)
ITEM	reference-semantics/semantics/float.k	139	rule	ordinary		rule applyBin("*", F:Float, I:Int) => mulF(F, intToF(I))
ITEM	reference-semantics/semantics/float.k	152	syntax	function+total+no-evaluators	function,total,symbol(eqF),no-evaluators	syntax Bool ::= eqF(Float, Float) [function, total, symbol(eqF), no-evaluators]
ITEM	reference-semantics/semantics/float.k	153	rule	concrete	concrete	rule eqF(F1:Float, F2:Float) => F1 ==Float F2 [concrete]
ITEM	reference-semantics/semantics/float.k	155	syntax	function+total+no-evaluators	function,total,symbol(floatFinite),no-evaluators	syntax Bool ::= floatFinite(Float) [function, total, symbol(floatFinite), no-evaluators]
ITEM	reference-semantics/semantics/float.k	156	rule	concrete	concrete	rule floatFinite(F:Float) => notBool isNaN(F) andBool notBool isInfinite(F) [concrete]
