id	file	line	kind	attributes	disposition	declaration
K0268	semantics/controls.k	72	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>
K0269	semantics/controls.k	73	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts) => #bindTgt(T, V) ~> B ~> #loopLbl(#loop(REST, T, B)) ... </k>
K0270	semantics/controls.k	77	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>
K0271	semantics/controls.k	78	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>
K0272	semantics/controls.k	79	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k>
K0273	semantics/controls.k	81	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k>
K0274	semantics/controls.k	85	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> #loopLbl(NEXT:K) => NEXT ... </k>
K0275	semantics/controls.k	86	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> Continue => #cont ... </k>
K0276	semantics/controls.k	87	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> Break => #brk ... </k>
K0277	semantics/controls.k	88	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>
K0278	semantics/controls.k	89	rule	owise	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> #cont ~> (_:KItem => .K) ... </k> [owise]
K0279	semantics/controls.k	90	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> #brk ~> #loopLbl(_:K) => .K ... </k>
K0280	semantics/controls.k	91	rule	owise	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> #brk ~> (_:KItem => .K) ... </k> [owise]
K0281	semantics/controls.k	95	rule	priority(40)	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0282	semantics/controls.k	98	rule	priority(40)	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0283	semantics/controls.k	101	rule	priority(40)	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0284	semantics/controls.k	106	rule	priority(40)	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0285	semantics/core.k	13	syntax	-	USED_DECLARATION_REVIEWED	syntax IntSeq ::= ".IntSeq" | iCons(Int, IntSeq)
K0286	semantics/core.k	14	syntax	-	USED_DECLARATION_REVIEWED	syntax ValSeq ::= ".ValSeq" | vCons(Val, ValSeq)
K0287	semantics/core.k	15	syntax	-	USED_DECLARATION_REVIEWED	syntax Str ::= str(IntSeq)
K0288	semantics/core.k	18	syntax	-	USED_DECLARATION_REVIEWED	syntax Iterable ::= list(ValSeq) | tuple(ValSeq) | Str | rangeObj(Int, Int, Int) | zipObj(ValSeq, ValSeq) | zipObjS(IntSeq, IntSeq)
K0289	semantics/core.k	25	syntax	function	USED_DECLARATION_REVIEWED	syntax Val ::= Int | Bool | "noneV" | Iterable | ref(Int) // a heap object: <heap> holds its list(VS) | cellRef(Int) // a closure cell: <heap> holds cellV(V) | closureVal(ParamNames, Stmts, Int) | typeV(String) // a type object (int/str), resolved from the builtins frame | builtinV(String) // a builtin function, resolved like any name (LEGB fallthrough) | boundMethodV(Val, String) // a cooled Attribute: obj.method
K0290	semantics/core.k	36	syntax	-	USED_DECLARATION_REVIEWED	syntax Parent ::= "root" | parent(Int)
K0291	semantics/core.k	37	syntax	-	USED_DECLARATION_REVIEWED	syntax Scope ::= scope(Map, Parent)
K0292	semantics/core.k	38	syntax	-	USED_DECLARATION_REVIEWED	syntax KResult ::= Val
K0293	semantics/core.k	39	syntax	-	USED_DECLARATION_REVIEWED	syntax Expr ::= Val // cooling puts results back into expression holes
K0294	semantics/core.k	40	syntax	-	USED_DECLARATION_REVIEWED	syntax Vals ::= List{Val, ","}
K0295	semantics/core.k	41	syntax	-	USED_DECLARATION_REVIEWED	syntax Exc ::= "NoExc" | "AssertionError"
K0296	semantics/core.k	42	syntax	-	USED_DECLARATION_REVIEWED	syntax RetState ::= "noRet" | retV(Val)
K0297	semantics/core.k	49	configuration	-	USED_DECLARATION_REVIEWED	configuration <k> #loadAll($PGM:Module) </k> <env> 0 </env> <scopes> 0 |-> scope(.Map, parent(-1)) -1 |-> builtinsScope </scopes> <scopeLoc> 1 </scopeLoc> <heap> .Map </heap> <heapLoc> 0 </heapLoc> <stack> .List </stack> <ret> noRet </ret> <exc> NoExc </exc> <exit-code exit=""> 0 </exit-code>
K0298	semantics/core.k	68	syntax	function,total	USED_DECLARATION_REVIEWED	syntax Bool ::= isRefV(Val) [function, total]
K0299	semantics/core.k	69	rule	-	USED_PATH_REVIEWED_SOUND	rule isRefV(ref(_:Int)) => true
K0300	semantics/core.k	70	rule	owise	USED_PATH_REVIEWED_SOUND	rule isRefV(_:Val) => false [owise]
K0301	semantics/core.k	75	syntax	-	USED_DECLARATION_REVIEWED	syntax HeapVal ::= cellV(Val)
K0302	semantics/core.k	76	syntax	function,total	USED_DECLARATION_REVIEWED	syntax Bool ::= isCellRef(Val) [function, total]
K0303	semantics/core.k	77	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule isCellRef(cellRef(_:Int)) => true
K0304	semantics/core.k	78	rule	owise	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule isCellRef(_:Val) => false [owise]
K0305	semantics/core.k	85	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> cellRef(H:Int) => V ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap>
K0306	semantics/core.k	95	syntax	-	USED_DECLARATION_REVIEWED	syntax Val ::= kwV(String, Val)
K0307	semantics/core.k	96	syntax	-	USED_DECLARATION_REVIEWED	syntax KItem ::= #kwTag(String)
K0308	semantics/core.k	97	rule	-	USED_PATH_REVIEWED_SOUND	rule <k> KwArg(N:String, E:Expr) => E ~> #kwTag(N) ... </k>
K0309	semantics/core.k	98	rule	-	USED_PATH_REVIEWED_SOUND	rule <k> V:Val ~> #kwTag(N:String) => kwV(N, V) ... </k>
K0310	semantics/core.k	100	syntax	function,total	USED_DECLARATION_REVIEWED	syntax Bool ::= isKwV(Val) [function, total]
K0311	semantics/core.k	101	rule	-	USED_PATH_REVIEWED_SOUND	rule isKwV(kwV(_:String, _:Val)) => true
K0312	semantics/core.k	102	rule	owise	USED_PATH_REVIEWED_SOUND	rule isKwV(_:Val) => false [owise]
K0313	semantics/core.k	106	syntax	-	USED_DECLARATION_REVIEWED	syntax Val ::= cellsMark(ParamNames)
K0314	semantics/core.k	107	syntax	function	USED_DECLARATION_REVIEWED	syntax ParamNames ::= cellsOf(Val) [function]
K0315	semantics/core.k	108	rule	-	USED_PATH_REVIEWED_SOUND	rule cellsOf(cellsMark(CVS:ParamNames)) => CVS
K0316	semantics/core.k	109	syntax	function,total	USED_DECLARATION_REVIEWED	syntax Bool ::= pnMember(String, ParamNames) [function, total]
K0317	semantics/core.k	110	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule pnMember(_:String, .ParamNames) => false
K0318	semantics/core.k	111	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule pnMember(X:String, (P:String, R:ParamNames)) => X ==String P orBool pnMember(X, R)
K0319	semantics/core.k	113	syntax	-	USED_DECLARATION_REVIEWED	syntax KItem ::= #cellW(Val, Val)
K0320	semantics/core.k	114	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> #cellW(cellRef(H:Int), V:Val) => .K ... </k> <heap> ... H |-> cellV(_:Val => V) ... </heap>
K0321	semantics/core.k	117	syntax	-	USED_DECLARATION_REVIEWED	syntax KItem ::= #alloc(Val)
K0322	semantics/core.k	118	rule	-	USED_PATH_REVIEWED_SOUND	rule <k> #alloc(V:Val) => ref(N) ... </k> <heap> H:Map => (N |-> V) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc>
K0323	semantics/core.k	124	syntax	-	USED_DECLARATION_REVIEWED	syntax KItem ::= #loadAll(Module)
K0324	semantics/core.k	125	rule	-	USED_PATH_REVIEWED_SOUND	rule <k> #loadAll(Module(SS:Stmts)) => SS ... </k>
K0325	semantics/core.k	126	rule	-	USED_PATH_REVIEWED_SOUND	rule <k> (S:Stmt SS:Stmts):Stmts => S ~> SS ... </k>
K0326	semantics/core.k	127	rule	-	USED_PATH_REVIEWED_SOUND	rule <k> .Stmts => .K ... </k>
K0327	semantics/core.k	130	syntax	-	USED_DECLARATION_REVIEWED	syntax KItem ::= #look(String, Int)
K0328	semantics/core.k	131	rule	-	USED_PATH_REVIEWED_SOUND	rule <k> Name(X:String) => #look(X, L) ... </k> <env> L:Int </env>
K0329	semantics/core.k	132	rule	-	USED_PATH_REVIEWED_SOUND	rule <k> #look(X:String, L:Int) => {M[X]}:>Val ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes>
K0330	semantics/core.k	145	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> #look(X:String, L:Int) => V ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap>
K0331	semantics/core.k	152	rule	-	USED_PATH_REVIEWED_SOUND	rule <k> #look(X:String, L:Int) => #look(X, P) ... </k> <scopes> ... L |-> scope(M:Map, parent(P:Int)) ... </scopes>
K0332	semantics/core.k	157	syntax	function,total	USED_DECLARATION_REVIEWED	syntax Scope ::= "builtinsScope" [function, total]
K0333	semantics/core.k	158	rule	-	USED_PATH_REVIEWED_SOUND	rule builtinsScope => scope(.Map [ "len" <- builtinV("len") ] [ "set" <- builtinV("set") ] [ "sum" <- builtinV("sum") ] [ "abs" <- builtinV("abs") ] [ "min" <- builtinV("min") ] [ "max" <- builtinV("max") ] [ "ord" <- builtinV("ord") ] [ "chr" <- builtinV("chr") ] [ "range" <- builtinV("range") ] [ "all" <- builtinV("all") ] [ "any" <- builtinV("any") ] [ "zip" <- builtinV("zip") ] [ "isinstance" <- builtinV("isinstance") ] [ "sorted" <- builtinV("sorted") ] [ "list" <- builtinV("list") ] [ "round" <- builtinV("round") ] [ "bin" <- builtinV("bin") ] [ "enumerate" <- builtinV("enumerate") ] [ "map" <- builtinV("map") ] [ "eval" <- builtinV("eval") ] [ "int" <- typeV("int") ] [ "str" <- typeV("str") ] [ "float" <- typeV("float") ], root)
K0334	semantics/core.k	185	syntax	-	USED_DECLARATION_REVIEWED	syntax ApplyK ::= toCall(Val)
K0335	semantics/core.k	186	syntax	-	USED_DECLARATION_REVIEWED	syntax KItem ::= #evalArgs(Exprs, Vals, ApplyK) | #evalArgCont(Exprs, Vals, ApplyK) | #applyK(ApplyK, Vals)
K0336	semantics/core.k	189	rule	-	USED_PATH_REVIEWED_SOUND	rule <k> #evalArgs((A:Expr, REST:Exprs), ACC:Vals, K:ApplyK) => A ~> #evalArgCont(REST, ACC, K) ... </k>
K0337	semantics/core.k	190	rule	-	USED_PATH_REVIEWED_SOUND	rule <k> V:Val ~> #evalArgCont(REST:Exprs, ACC:Vals, K:ApplyK) => #evalArgs(REST, appendVal(ACC, V), K) ... </k>
K0338	semantics/core.k	191	rule	-	USED_PATH_REVIEWED_SOUND	rule <k> #evalArgs(.Exprs, ACC:Vals, K:ApplyK) => #applyK(K, ACC) ... </k>
K0339	semantics/core.k	194	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> Int(I:Int) => I ... </k>
K0340	semantics/core.k	195	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> Bool(B:Bool) => B ... </k>
K0341	semantics/core.k	196	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> NoneVal => noneV ... </k>
K0342	semantics/core.k	199	syntax	function	USED_DECLARATION_REVIEWED	syntax Bool ::= truthy(Val) [function]
K0343	semantics/core.k	200	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule truthy(B:Bool) => B
K0344	semantics/core.k	201	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule truthy(noneV) => false
K0345	semantics/core.k	202	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule truthy(I:Int) => I =/=Int 0
K0346	semantics/core.k	203	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule truthy(str(S:IntSeq)) => notBool (S ==K .IntSeq)
K0347	semantics/core.k	204	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule truthy(list(V:ValSeq)) => notBool (V ==K .ValSeq)
K0348	semantics/core.k	205	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule truthy(tuple(V:ValSeq)) => notBool (V ==K .ValSeq)
K0349	semantics/core.k	208	syntax	function	USED_DECLARATION_REVIEWED	syntax Val ::= applyUn(String, Val) [function]
K0350	semantics/core.k	209	syntax	function	USED_DECLARATION_REVIEWED	syntax Val ::= applyBin(String, Val, Val) [function]
K0351	semantics/core.k	210	syntax	function	USED_DECLARATION_REVIEWED	syntax Bool ::= applyCmp(String, Val, Val) [function]
K0352	semantics/core.k	213	syntax	function,total	USED_DECLARATION_REVIEWED	syntax Vals ::= appendVal(Vals, Val) [function, total]
K0353	semantics/core.k	214	rule	-	USED_PATH_REVIEWED_SOUND	rule appendVal(.Vals, V:Val) => V , .Vals
K0354	semantics/core.k	215	rule	-	USED_PATH_REVIEWED_SOUND	rule appendVal((V0:Val, VS:Vals), V:Val) => V0 , appendVal(VS, V)
K0355	semantics/core.k	217	syntax	function,total	USED_DECLARATION_REVIEWED	syntax ValSeq ::= vals2valSeq(Vals) [function, total]
K0356	semantics/core.k	218	rule	-	USED_PATH_REVIEWED_SOUND	rule vals2valSeq(.Vals) => .ValSeq
K0357	semantics/core.k	219	rule	-	USED_PATH_REVIEWED_SOUND	rule vals2valSeq((V:Val, VS:Vals)) => vCons(V, vals2valSeq(VS))
K0358	semantics/core.k	223	syntax	function,total	USED_DECLARATION_REVIEWED	syntax Int ::= vsLen(ValSeq) [function, total]
K0359	semantics/core.k	224	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule vsLen(.ValSeq) => 0
K0360	semantics/core.k	225	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule vsLen(vCons(_:Val, S:ValSeq)) => 1 +Int vsLen(S)
K0361	semantics/core.k	227	syntax	function,total	USED_DECLARATION_REVIEWED	syntax Int ::= isLen(IntSeq) [function, total]
K0362	semantics/core.k	228	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule isLen(.IntSeq) => 0
K0363	semantics/core.k	229	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule isLen(iCons(_:Int, S:IntSeq)) => 1 +Int isLen(S)
K0364	semantics/core.k	233	syntax	function,total	USED_DECLARATION_REVIEWED	syntax ValSeq ::= setVSAt(ValSeq, Int, Val) [function, total]
K0365	semantics/core.k	234	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule setVSAt(.ValSeq, _:Int, _:Val) => .ValSeq
K0366	semantics/core.k	235	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule setVSAt(vCons(_:Val, S:ValSeq), 0, V:Val) => vCons(V, S)
K0367	semantics/core.k	236	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule setVSAt(vCons(W:Val, S:ValSeq), I:Int, V:Val) => vCons(W, setVSAt(S, I -Int 1, V))
K0368	semantics/core.k	238	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule setVSAt(VS:ValSeq, I:Int, _:Val) => VS
K0369	semantics/dict.k	20	syntax	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	syntax Val ::= dictV(ValSeq, ValSeq)
K0370	semantics/dict.k	23	syntax	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	syntax KItem ::= #dictAcc(Entries, ValSeq, ValSeq) | #dictKey(Expr, Entries, ValSeq, ValSeq) | #dictVal(Val, Entries, ValSeq, ValSeq)
K0371	semantics/dict.k	26	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> DictExpr(ES:Entries) => #dictAcc(ES, .ValSeq, .ValSeq) ... </k>
K0372	semantics/dict.k	27	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> #dictAcc(.Entries, KS:ValSeq, VS:ValSeq) => dictV(KS, VS) ... </k>
K0373	semantics/dict.k	28	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> #dictAcc((Entry(K:Expr, V:Expr), REST:Entries), KS:ValSeq, VS:ValSeq) => K ~> #dictKey(V, REST, KS, VS) ... </k>
K0374	semantics/dict.k	30	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> KV:Val ~> #dictKey(V:Expr, REST:Entries, KS:ValSeq, VS:ValSeq) => V ~> #dictVal(KV, REST, KS, VS) ... </k>
K0375	semantics/dict.k	32	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> VV:Val ~> #dictVal(KV:Val, REST:Entries, KS:ValSeq, VS:ValSeq) => #dictAcc(REST, dPutK(KS, KV), dPutV(KS, VS, KV, VV)) ... </k>
K0376	semantics/dict.k	37	syntax	function,total	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	syntax Bool ::= dHasKey(ValSeq, Val) [function, total]
K0377	semantics/dict.k	38	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule dHasKey(.ValSeq, _:Val) => false
K0378	semantics/dict.k	39	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule dHasKey(vCons(A:Val, _:ValSeq), K:Val) => true requires A ==K K
K0379	semantics/dict.k	40	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule dHasKey(vCons(A:Val, R:ValSeq), K:Val) => dHasKey(R, K) requires notBool (A ==K K)
K0380	semantics/dict.k	43	syntax	function,total	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	syntax ValSeq ::= dPutK(ValSeq, Val) [function, total]
K0381	semantics/dict.k	44	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule dPutK(KS:ValSeq, K:Val) => KS requires dHasKey(KS, K)
K0382	semantics/dict.k	45	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule dPutK(KS:ValSeq, K:Val) => valSeqConcat(KS, vCons(K, .ValSeq)) requires notBool dHasKey(KS, K)
K0383	semantics/dict.k	49	syntax	function,total	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	syntax ValSeq ::= dPutV(ValSeq, ValSeq, Val, Val) [function, total]
K0384	semantics/dict.k	50	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule dPutV(vCons(A:Val, _:ValSeq), vCons(_:Val, VR:ValSeq), K:Val, V:Val) => vCons(V, VR)
K0385	semantics/dict.k	52	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule dPutV(vCons(A:Val, KR:ValSeq), vCons(B:Val, VR:ValSeq), K:Val, V:Val) => vCons(B, dPutV(KR, VR, K, V))
K0386	semantics/dict.k	54	rule	owise	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule dPutV(_KS:ValSeq, VS:ValSeq, _K:Val, V:Val) => valSeqConcat(VS, vCons(V, .ValSeq)) [owise]
K0387	semantics/dict.k	58	rule	priority(40)	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> #applyK(toCall(boundMethodV(dictV(KS:ValSeq, _:ValSeq), "keys")), .Vals) => #alloc(list(KS)) ... </k> [priority(40)]
K0388	semantics/dict.k	63	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyIndexD(dictV(KS:ValSeq, VS:ValSeq), K:Val) => dGet(KS, VS, K)
K0389	semantics/dict.k	64	syntax	function	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	syntax Val ::= applyIndexD(Val, Val) [function]
K0390	semantics/dict.k	65	rule	priority(45)	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> Subscript(dictV(KS:ValSeq, VS:ValSeq), K:Val) => applyIndexD(dictV(KS, VS), K) ... </k> [priority(45)]
K0391	semantics/dict.k	70	syntax	function	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	syntax Val ::= dictSet(Val, Val, Val) [function]
K0392	semantics/dict.k	71	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule dictSet(dictV(KS:ValSeq, VS:ValSeq), K:Val, V:Val) => dictV(dPutK(KS, K), dPutV(KS, VS, K, V))
K0393	semantics/dict.k	76	syntax	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	syntax KItem ::= #dsetK(String, Val)
K0394	semantics/dict.k	77	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> Assign(Subscript(Name(X:String), K:Expr), VV:Val) => K ~> #dsetK(X, VV) ... </k>
K0395	semantics/dict.k	78	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> KV:Val ~> #dsetK(X:String, VV:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- dictSet({M[X]}:>Val, KV, VV) ], _) ... </scopes>
K0396	semantics/dict.k	82	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> KV:Val ~> #dsetK(X:String, VV:Val) => #dsetV({M[X]}:>Val, KV, VV) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
K0397	semantics/dict.k	86	syntax	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	syntax KItem ::= #dsetV(Val, Val, Val)
K0398	semantics/dict.k	87	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> #dsetV(ref(H:Int), I:Int, VV:Val) => .K ... </k> <heap> ... H |-> list(VS:ValSeq => setVSAt(VS, normIdxD(I, vsLen(VS)), VV)) ... </heap>
K0399	semantics/dict.k	90	syntax	function,total	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	syntax Int ::= normIdxD(Int, Int) [function, total]
K0400	semantics/dict.k	91	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule normIdxD(I:Int, LEN:Int) => I +Int LEN requires I <Int 0
K0401	semantics/dict.k	92	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule normIdxD(I:Int, _:Int) => I requires I >=Int 0
K0402	semantics/dict.k	95	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyCmp("==", dictV(KS1:ValSeq, VS1:ValSeq), dictV(KS2:ValSeq, VS2:ValSeq)) => (vsLen(KS1) ==Int vsLen(KS2)) andBool dSubset(KS1, VS1, KS2, VS2)
K0403	semantics/dict.k	97	syntax	function	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	syntax Bool ::= dSubset(ValSeq, ValSeq, ValSeq, ValSeq) [function]
K0404	semantics/dict.k	98	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule dSubset(.ValSeq, .ValSeq, _:ValSeq, _:ValSeq) => true
K0405	semantics/dict.k	99	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule dSubset(vCons(K:Val, KR:ValSeq), vCons(V:Val, VR:ValSeq), KS2:ValSeq, VS2:ValSeq) => dHasKey(KS2, K) andBool (dGet(KS2, VS2, K) ==K V) andBool dSubset(KR, VR, KS2, VS2)
K0406	semantics/dict.k	101	syntax	function	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	syntax Val ::= dGet(ValSeq, ValSeq, Val) [function]
K0407	semantics/dict.k	102	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule dGet(vCons(A:Val, _:ValSeq), vCons(B:Val, _:ValSeq), K:Val) => B requires A ==K K
K0408	semantics/dict.k	103	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule dGet(vCons(A:Val, KR:ValSeq), vCons(_:Val, VR:ValSeq), K:Val) => dGet(KR, VR, K) requires notBool (A ==K K)
K0409	semantics/float.k	20	syntax	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	syntax Val ::= Float
K0410	semantics/float.k	21	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> Float(F:Float) => F ... </k>
K0411	semantics/float.k	24	syntax	function,total,no-evaluators	SUPPLIED_OPAQUE_UNUSED_BY_PROGRAM	syntax Float ::= intFloatDiv(Int, Float) [function, total, symbol(intFloatDiv), no-evaluators]
K0412	semantics/float.k	25	rule	concrete	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule intFloatDiv(I:Int, F:Float) => Int2Float(I, 53, 11) /Float F [concrete]
K0413	semantics/float.k	27	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyBin("/", I:Int, F:Float) => intFloatDiv(I, F)
K0414	semantics/float.k	30	syntax	function,total,no-evaluators	SUPPLIED_OPAQUE_UNUSED_BY_PROGRAM	syntax Float ::= divII(Int, Int) [function, total, symbol(divII), no-evaluators]
