id	file	line	kind	classification	attributes	statement_sha256	signature	decision
492	reference-semantics/semantics/float.k	161	rule	FIXED_UNUSED	concrete	ad147e3a2e7f7add6bc45d98a7059707118fff551b65a2ac095e2ab890a05265	rule decStrToF(iCons(45, CS:IntSeq)) => 0.0 -Float decStrToF(CS) [concrete]	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
493	reference-semantics/semantics/float.k	162	rule	FIXED_UNUSED	concrete	7eac8d3a6db95b131e972082bfd4fb1c79aa1403f52ec18084fb829529c077e6	rule decStrToF(CS:IntSeq) => intToF(intPart(CS)) +Float (intToF(fracPart(CS)) /Float intToF(fracScale(CS))) requires isLen(CS) >Int 0 andBool headIS(CS) =/=Int 45 [concrete]	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
494	reference-semantics/semantics/float.k	165	syntax	FIXED_UNUSED	function	a5af214e144d726ae857bb4e9b79fd26be844003c17f39fc323146dad0f6332e	syntax Int ::= headIS(IntSeq) [function]	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
495	reference-semantics/semantics/float.k	166	rule	FIXED_UNUSED	-	386437724c54392a11b7e79ff42c526692b96de990ec68c93e65871089657c52	rule headIS(iCons(C:Int, _:IntSeq)) => C	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
496	reference-semantics/semantics/float.k	167	syntax	FIXED_UNUSED	function,total	234c334ed81758a0470c790a2d12f79ee31ebda973cd1a95ac9671912ece2968	syntax Int ::= intPart(IntSeq) [function, total] | intPartAcc(IntSeq, Int) [function, total]	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
497	reference-semantics/semantics/float.k	168	rule	FIXED_UNUSED	-	7a6e93768912b866a7c7eed0734e133b8a1c169c66ac0d60015903123386ffe9	rule intPart(CS:IntSeq) => intPartAcc(CS, 0)	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
498	reference-semantics/semantics/float.k	169	rule	FIXED_UNUSED	-	929b61c5d2f2b61b821c24da762d53420ffb609ed79a29da604b8410358f5427	rule intPartAcc(.IntSeq, A:Int) => A	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
499	reference-semantics/semantics/float.k	170	rule	FIXED_UNUSED	-	59cc19c120fcc08786d2e0ba19749817c1f14279c7206f7f8bbc3a33af392aec	rule intPartAcc(iCons(46, _:IntSeq), A:Int) => A	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
500	reference-semantics/semantics/float.k	171	rule	FIXED_UNUSED	-	ac3c8cd4eb0b93ce79cb402aa504ef3aa340e5219f3b266b0a5b8ae2d96d46e6	rule intPartAcc(iCons(C:Int, R:IntSeq), A:Int) => intPartAcc(R, A *Int 10 +Int (C -Int 48)) requires C =/=Int 46	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
501	reference-semantics/semantics/float.k	173	syntax	FIXED_UNUSED	function,total	7814651334dc4e26207e7f102104a5d9df2079d39e129134d3d49185c5dabe32	syntax Int ::= fracPart(IntSeq) [function, total] | fracAcc(IntSeq, Int) [function, total]	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
502	reference-semantics/semantics/float.k	174	rule	FIXED_UNUSED	-	b697d9139b4876aea8e7aaca9803136c62fc0264589a385a08d14bd14718480f	rule fracPart(.IntSeq) => 0	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
503	reference-semantics/semantics/float.k	175	rule	FIXED_UNUSED	-	9bf43917999816ef012382e04e129ee239b7cf51f54f6361547d85b9ac8e66bf	rule fracPart(iCons(46, R:IntSeq)) => fracAcc(R, 0)	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
504	reference-semantics/semantics/float.k	176	rule	FIXED_UNUSED	-	c104ed80cf1f662fdbd32c213800f4b054ee1e9f97b4ba7062c8677ef882d0ed	rule fracPart(iCons(C:Int, R:IntSeq)) => fracPart(R) requires C =/=Int 46	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
505	reference-semantics/semantics/float.k	177	rule	FIXED_UNUSED	-	b1ab9ecfa9458f0975c1aefd0ef18c33b510de1b88abd3bc7b80e43fb16711b0	rule fracAcc(.IntSeq, A:Int) => A	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
506	reference-semantics/semantics/float.k	178	rule	FIXED_UNUSED	-	c42091e40bea29f314cdd799b23480d09d6ba9700744b13d870c73cde6c28795	rule fracAcc(iCons(C:Int, R:IntSeq), A:Int) => fracAcc(R, A *Int 10 +Int (C -Int 48))	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
507	reference-semantics/semantics/float.k	179	syntax	FIXED_UNUSED	function,total	fde2ff884763e855f1d33ce0ff5e6f0b70cd63fbebbcb3717a5ee46dd0033b33	syntax Int ::= fracScale(IntSeq) [function, total] | fscAcc(IntSeq, Int) [function, total]	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
508	reference-semantics/semantics/float.k	180	rule	FIXED_UNUSED	-	5cd743d93f6bb06840e97e33a8d441e7b621278e81f3ca55b027943ed20225c1	rule fracScale(.IntSeq) => 1	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
509	reference-semantics/semantics/float.k	181	rule	FIXED_UNUSED	-	ce8bac84226adc5fbc174dc78f665da53a9e238afcbf78ae97ecffa2d8aa3e8e	rule fracScale(iCons(46, R:IntSeq)) => fscAcc(R, 1)	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
510	reference-semantics/semantics/float.k	182	rule	FIXED_UNUSED	-	4ab9d26df7443befaa6a24d9caaa04285e22b8ae5ff6c4e39c9db5e0c5ccc5bd	rule fracScale(iCons(C:Int, R:IntSeq)) => fracScale(R) requires C =/=Int 46	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
511	reference-semantics/semantics/float.k	183	rule	FIXED_UNUSED	-	ac1379b0c0a5734074050f5c9eb81ffbfbfd6574dfe52a1a9a32d72214021ad4	rule fscAcc(.IntSeq, A:Int) => A	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
512	reference-semantics/semantics/float.k	184	rule	FIXED_UNUSED	-	2b509f6dc0e8bf6449de92dc8ca7bdddf4242a0d041eb003bc9ba23dce649049	rule fscAcc(iCons(_:Int, R:IntSeq), A:Int) => fscAcc(R, A *Int 10)	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
513	reference-semantics/semantics/float.k	185	rule	FIXED_UNUSED	-	ef4545ceb81b27b2ce97bcc0d3959a6cb4bd42bf7006c48f06ce40f04c6e1c77	"rule applyBuiltin(""float"", str(CS:IntSeq), .Vals) => decStrToF(CS)"	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
514	reference-semantics/semantics/float.k	186	rule	FIXED_UNUSED	-	54b22386c3ff1786eb7f0a89bde6b6c413ac201df204b7f598d7bc0a24eee887	"rule applyBuiltin(""float"", I:Int, .Vals)          => intToF(I)"	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
515	reference-semantics/semantics/float.k	187	rule	FIXED_UNUSED	-	fe8bc31d407acb0c37b867dff34b60d79a16bc80dc55acbb175edb8882ae160d	"rule applyBuiltin(""float"", F:Float, .Vals)        => F"	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
516	reference-semantics/semantics/float.k	190	syntax	FIXED_UNUSED	function,no-evaluators,total	fcb8b88286b06b188b6c2b458d88762b8a4cbeaef48492b5993fdca0f627dcd2	syntax Float ::= divFloatIntV(Float, Int) [function, total, symbol(divFloatIntV), no-evaluators]	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
517	reference-semantics/semantics/float.k	191	rule	FIXED_UNUSED	concrete	e4cc8c60ce0257e7487f341d8141b42dd59d7f59126c06fa27b41d39c7280455	rule divFloatIntV(F:Float, I:Int) => F /Float Int2Float(I, 53, 11) [concrete]	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
518	reference-semantics/semantics/float.k	192	rule	FIXED_UNUSED	-	3e18d2c0e70e009d23122252e52f6df2cb149a5c5b471c234762016257489982	"rule applyBin(""/"", F:Float, I:Int) => divFloatIntV(F, I)"	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
519	reference-semantics/semantics/float.k	195	syntax	FIXED_UNUSED	function,no-evaluators,total	26408a27bd747d300bf2f8a8ddc2618f51f6508121bf915cb97f9a7edf049058	syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
520	reference-semantics/semantics/float.k	196	rule	FIXED_UNUSED	concrete	673ab61be1df4555e9536177b075765f698caa1bb0c221018ccf560fef1eb1b5	rule intToF(I:Int) => Int2Float(I, 53, 11) [concrete]	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
521	reference-semantics/semantics/float.k	197	rule	FIXED_UNUSED	-	2d5f79d3438eb4adbe2b34a671e97c39c28759fd0efb479b515c054788724272	"rule applyBin(""+"", I:Int, F:Float) => addF(intToF(I), F)"	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
522	reference-semantics/semantics/float.k	198	rule	FIXED_UNUSED	-	038b0c941f405e62128ae73c8dc0fe9b159602d4eed0ab166e8d17cd6edb9749	"rule applyBin(""+"", F:Float, I:Int) => addF(F, intToF(I))"	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
523	reference-semantics/semantics/float.k	199	rule	FIXED_UNUSED	-	1251c25aebf7a37a2197009161939ab27ee96344f8e5b3cf52aae1abee13c4e0	"rule applyBin(""-"", I:Int, F:Float) => subF(intToF(I), F)"	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
524	reference-semantics/semantics/float.k	200	rule	FIXED_UNUSED	-	f4cc3f89b1245849edd1d6e0dfa5645505c79f1d39c9aad1edf65437a72c89e3	"rule applyBin(""-"", F:Float, I:Int) => subF(F, intToF(I))"	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
525	reference-semantics/semantics/float.k	201	rule	FIXED_UNUSED	-	29ad04c6765ce1d923cea4e5f50f128fc38c1f12fd48e48174953800e578b45b	"rule applyBin(""*"", I:Int, F:Float) => mulF(intToF(I), F)"	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
526	reference-semantics/semantics/float.k	202	rule	FIXED_UNUSED	-	ef66ed6e5c9f520febe97010eb8cf4ecf1e3f8fceca2255de2151c0acbda3c76	"rule applyBin(""*"", F:Float, I:Int) => mulF(F, intToF(I))"	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
527	reference-semantics/semantics/float.k	203	rule	FIXED_UNUSED	-	c71c45e3867f618d9757ac8ec6bf0bf190f03c33f41a2b7a9b9d2751ff01a074	"rule applyCmp(""<"", I:Int, F:Float) => floatLt(intToF(I), F)"	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
528	reference-semantics/semantics/float.k	204	rule	FIXED_UNUSED	-	5af71595e01833b89c0e6ae6c3387a1837ffd61b9c8e064e70ed28ad46c35fd1	"rule applyCmp(""<"", F:Float, I:Int) => floatLt(F, intToF(I))"	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
529	reference-semantics/semantics/float.k	205	rule	FIXED_UNUSED	-	dbb338deab59e1220e59b8290a4a16c815d9cb2f6ee1d3fb39984dbce30e4796	"rule applyCmp("">"", I:Int, F:Float) => gtF(intToF(I), F)"	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
530	reference-semantics/semantics/float.k	206	rule	FIXED_UNUSED	-	2843d7784fc8715509988c18a5ef5e697d03ee75e1982d34c6bcc94175948ee9	"rule applyCmp("">"", F:Float, I:Int) => gtF(F, intToF(I))"	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
531	reference-semantics/semantics/float.k	209	syntax	FIXED_UNUSED	function,no-evaluators,total	f1ac2a9409f9b6bff7dc48e9f50e3443e7a91525f883021ffd7fcf73fefe3b4d	syntax Int ::= truncF(Float) [function, total, symbol(truncF), no-evaluators]	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
532	reference-semantics/semantics/float.k	210	rule	FIXED_UNUSED	concrete	a4af8f65dcec4d54912e75bd4cd36648b1c02763417330547c2cd5d89ee4a23a	rule truncF(F:Float) => #if F >=Float 0.0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi [concrete]	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
533	reference-semantics/semantics/float.k	211	rule	FIXED_UNUSED	-	fbeb9d1511524c65003a04d201c84034fdfb033171f8594fa226438428a8349a	"rule applyBuiltin(""int"", F:Float, .Vals) => truncF(F)"	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
534	reference-semantics/semantics/float.k	213	rule	FIXED_UNUSED	-	1f97c6d17bd5dfc309c13c95a7684a77b44e5a37ca4d0ffc56795594073a6f7c	"rule applyBuiltin(""float"", I:Int, .Vals)   => intToF(I)"	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
535	reference-semantics/semantics/float.k	214	rule	FIXED_UNUSED	-	ae32bc353c38b77b1f342d7edbca95bdd7463c222acacdfa8067ae5622029ee2	"rule applyBuiltin(""float"", F:Float, .Vals) => F"	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
536	reference-semantics/semantics/float.k	217	syntax	FIXED_UNUSED	function,no-evaluators,total	8db4b040250d72609fb5ecd738054ce51904d9544ec6632ee9082f9efa5bff8f	syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
537	reference-semantics/semantics/float.k	218	rule	FIXED_UNUSED	concrete	1965986ed5217ab70d09e54203a723beab6cb44e333994833992744d9a1fa664	rule roundF(F:Float) => #if (F -Float floorFloat(F)) ==Float 0.5 #then (#if Float2Int(floorFloat(F)) %Int 2 ==Int 0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi) #else Float2Int(floorFloat(F +Float 0.5)) #fi [concrete]	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
538	reference-semantics/semantics/float.k	223	syntax	FIXED_UNUSED	function,no-evaluators,total	00b134fdb4ba583384226d5fcae22a9a04a04ff2c222e1d93ecca62dc8254fee	syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
539	reference-semantics/semantics/float.k	224	rule	FIXED_UNUSED	concrete	a878a813520c6b8504f886e17b0c5f3b384be78ceeb49602c5bf35673f098bd5	rule roundFN(F:Float, N:Int) => Int2Float(roundF(F *Float Int2Float(10 ^Int N, 53, 11)), 53, 11) /Float Int2Float(10 ^Int N, 53, 11) [concrete]	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
540	reference-semantics/semantics/float.k	227	rule	FIXED_UNUSED	-	4d2c9b76dce76490028f0648c0acedd9abb6e381a2fa161dd9b83ef6df1361c4	"rule applyBuiltin(""round"", F:Float, .Vals)        => roundF(F)"	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
541	reference-semantics/semantics/float.k	228	rule	FIXED_UNUSED	-	5478f9582ed61445658a49deb22ae3277c4f5885580fc3780216f51f6665d4f3	"rule applyBuiltin(""round"", F:Float, N:Int, .Vals) => roundFN(F, N)"	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
542	reference-semantics/semantics/float.k	230	syntax	FIXED_UNUSED	function,no-evaluators,total	174abef163ce69c6da8294d2b22391bbfbce3d36580de8d15b131838e71e3f56	syntax Float ::= sqrtF(Float) [function, total, symbol(sqrtF), no-evaluators]	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
543	reference-semantics/semantics/float.k	231	rule	FIXED_UNUSED	concrete	b4927af40e0ecc616aa4636f0caaa7754a8ac384025debb21556afd23e49a777	rule sqrtF(F:Float) => sqrtFloat(F) [concrete]	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
544	reference-semantics/semantics/float.k	232	syntax	FIXED_UNUSED	-	0bb06d147d2f001cb2b54bb868b139f39d2634f64b0f2d071690f11f4feefdbe	"syntax KItem ::= ""#mathSqrt"""	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
545	reference-semantics/semantics/float.k	233	rule	FIXED_UNUSED	priority	5f02b9a2c43a24b17875d6446da429a0279265caa9aded04783924b84f75a83e	"rule <k> Call(Attribute(Name(""math""), ""sqrt""), (E:Expr, .Exprs)) => E ~> #mathSqrt ... </k> [priority(40)]"	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
546	reference-semantics/semantics/float.k	234	rule	FIXED_UNUSED	-	7e85b61d16d890ce36f1afdfc28c4e4274c9af8a21514b7b9e8b9f92f9c164e6	rule <k> F:Float ~> #mathSqrt => sqrtF(F) ... </k>	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
547	reference-semantics/semantics/float.k	235	rule	FIXED_UNUSED	-	c81aa7311ffd2cee749bf06b33ee09a9bb94ad8a6583089e4c0a78946d885e59	rule <k> I:Int ~> #mathSqrt => sqrtF(intToF(I)) ... </k>	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
548	reference-semantics/semantics/float.k	243	syntax	FIXED_UNUSED	-	02a65b61407959640862186984ba29e044f4061b754402c15c5d814c0bdf886a	syntax KItem ::= #maxAccF(Iterable, Float) | #maxContF(Float)	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
549	reference-semantics/semantics/float.k	244	rule	FIXED_UNUSED	-	c36354cc1ede2379b63963dfbf2e7c5f2b13198b718f9f980bd14b964ea83d38	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAccF(R, {V}:>Float) ... </k> requires isFloat(V)	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
550	reference-semantics/semantics/float.k	245	rule	FIXED_UNUSED	-	6da7ac119cbd9aa456430244cc4c6ef5b9125d6e112afa5c75874bf4e9c4ceee	rule <k> #maxAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #maxContF(M) ... </k>	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
551	reference-semantics/semantics/float.k	246	rule	FIXED_UNUSED	-	87dd5a59593bd48ef8aab9bc89f565000b11668347f6e080e3ac41f4ef481d13	rule <k> #iterDone ~> #maxContF(M:Float) => M ... </k>	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
552	reference-semantics/semantics/float.k	247	rule	FIXED_UNUSED	-	f9bb39332fc90a4ffe0c761dfc7ee80f4412aa6b80cc3acfffdf04bb6606d66b	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #maxAccF(R, maxFloat(M, {V}:>Float)) ... </k> requires isFloat(V)	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
553	reference-semantics/semantics/float.k	250	syntax	FIXED_UNUSED	-	c171dc4002c16a28e4e5d65fdf25977dfab869cff6e9d2674b46d22802d31945	syntax KItem ::= #minAccF(Iterable, Float) | #minContF(Float)	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
554	reference-semantics/semantics/float.k	251	rule	FIXED_UNUSED	-	aaabc5f96b8f8f6dadc3f89bef2f9f99afe316cec12375331b3e93b342988a95	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAccF(R, {V}:>Float) ... </k> requires isFloat(V)	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
555	reference-semantics/semantics/float.k	252	rule	FIXED_UNUSED	-	68890afd2331ad6f0b293b25f610a4ebebb8953bb8a2ca9aa374a19a9a777753	rule <k> #minAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #minContF(M) ... </k>	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
556	reference-semantics/semantics/float.k	253	rule	FIXED_UNUSED	-	ede3a60021ccf019f170d136fd2b1029d6286a2267dd57c3f562360fb56c69c4	rule <k> #iterDone ~> #minContF(M:Float) => M ... </k>	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
557	reference-semantics/semantics/float.k	254	rule	FIXED_UNUSED	-	eff39a4ae9e538f73d0bc24bddf5a0709bb61a40acdd5858d969dbdf09f20d31	rule <k> #iterYield(V:Val, R:Iterable) ~> #minContF(M:Float) => #minAccF(R, minFloat(M, {V}:>Float)) ... </k> requires isFloat(V)	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
558	reference-semantics/semantics/float.k	261	syntax	FIXED_UNUSED	-	ccf77eccfe1f6dd846d61ed8720d5b6370dc247b845b5e3ac4fda7fc71b00013	syntax KItem ::= #sumAccF(Iterable, Float) | #sumContF(Float)	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
559	reference-semantics/semantics/float.k	262	rule	FIXED_UNUSED	-	14dc2c28589ef57e64772bd179193364c52f419d92ed025271de6eaeacb511f0	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int) => #sumAccF(R, addF(intToF(ACC), {V}:>Float)) ... </k> requires isFloat(V) andBool notBool (isInt(V) orBool isBool(V))	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
560	reference-semantics/semantics/float.k	265	rule	FIXED_UNUSED	-	73d80b9479e05f0ca4079e5d6fedc7b677abbdd77ed6b3dd68066470588c3c22	rule <k> #sumAccF(IT:Iterable, ACC:Float) => #iterNext(IT) ~> #sumContF(ACC) ... </k>	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
561	reference-semantics/semantics/float.k	266	rule	FIXED_UNUSED	-	53d04655cee224c39f5970281ed3e34cbdea4011d79bc512bc1eabcbfbf13fe8	rule <k> #iterDone ~> #sumContF(ACC:Float) => ACC ... </k>	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
562	reference-semantics/semantics/float.k	267	rule	FIXED_UNUSED	-	fd48c7171e13488dfce50dc966098c0431fe5ff8d22b5455a52bb02b579800fc	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, {V}:>Float)) ... </k> requires isFloat(V)	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
563	reference-semantics/semantics/float.k	270	rule	FIXED_UNUSED	-	5e9f400c40c2d27ec7081ab2e0c51e3d4c46f02ac195d085809461597a338524	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, intToF(intOf(V)))) ... </k> requires isInt(V) orBool isBool(V)	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
564	reference-semantics/semantics/functions.k	8	syntax	FIXED_MATERIAL	-	651d08237d93feef698d1c705a4f0044ee7f0d7d44ccce22cd8661007f85d51b	"syntax KItem ::= frame(continuation: K, callerEnv: Int, savedLoc: Int) | #bindP(ParamNames, Vals) | ""#pop"" | ""#endcall"""	ACCEPT: fixed-semantics declaration/rule on the submitted constructor path
565	reference-semantics/semantics/functions.k	14	rule	FIXED_MATERIAL	-	072cc5457ebcb5fb3d6696fefdda6e171fc0067d7855f3887d07b13778dcb85e	rule <k> FuncDef(F:String, Params(PNS:ParamNames), BODY:Stmts) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureVal(PNS, BODY, L) ], _) ... </scopes>	ACCEPT: fixed-semantics declaration/rule on the submitted constructor path
566	reference-semantics/semantics/functions.k	18	syntax	FIXED_UNUSED	-	67496d445509f26a684ec75d5e3acaff8b764808a4e75808adc775b7c6a78f94	syntax Expr ::= closureExpr(ParamNames, Stmts)	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
567	reference-semantics/semantics/functions.k	19	rule	FIXED_UNUSED	-	2f751f2af1d065d86ea5c8f6e060877d44b96f0149f4a21b1bc8f093edbfb790	rule <k> closureExpr(PNS:ParamNames, BODY:Stmts) => closureVal(PNS, BODY, L) ... </k> <env> L:Int </env>	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
568	reference-semantics/semantics/functions.k	27	syntax	FIXED_UNUSED	-	99a675115ea5e3870b1e25380740e0e2a243c53095c6e962b9549d6482f30c79	syntax Val ::= closureValC(ParamNames, ParamNames, Stmts, Map)	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
569	reference-semantics/semantics/functions.k	31	syntax	FIXED_UNUSED	-	eb83fe24e2b1eb6de405d216e37103c278204e8bb2f53cd64dc4f06283c32463	syntax KItem ::= #mkClosure(String, ParamNames, ParamNames, ParamNames, Stmts, Map) | #mkLambda(ParamNames, ParamNames, ParamNames, Stmts, Map)	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
570	reference-semantics/semantics/functions.k	33	rule	FIXED_UNUSED	-	79b4e04d29b4fff33d350a912c0b4a52d8cad83cfea95e8a7e5d2bc14c48e7cf	rule <k> FuncDef(F:String, Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), BODY:Stmts) => #mkClosure(F, PNS, CVS, FVS, BODY, .Map) ... </k>	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
571	reference-semantics/semantics/functions.k	36	rule	FIXED_UNUSED	-	6bfa0d50fad16e7f324b6c44fe3cacd0925299ff5c07373a4771e7f6b7222001	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkClosure(F, PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires FV in_keys(M)	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
572	reference-semantics/semantics/functions.k	42	rule	FIXED_UNUSED	-	4c8db650c9a7eea6a1e1fd044219bd69b3c078a98d51fc517b1e4caa74f4c78e	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureValC(PNS, CVS, BODY, CM) ], _) ... </scopes>	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
573	reference-semantics/semantics/functions.k	47	rule	FIXED_UNUSED	-	c41fd0d94bfcb35ffd2ec357bec4a023eafc98ca785861f2304ca4d4629bf794	rule <k> Lambda(Params(PNS:ParamNames), E:Expr) => closureVal(PNS, Return(E) .Stmts, L) ... </k> <env> L:Int </env>	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
574	reference-semantics/semantics/functions.k	50	rule	FIXED_UNUSED	-	fc1bffa16778a3f89d5b6073c0706d25e286c016a38d54fac4fc5f0023b4a3b4	rule <k> Lambda(Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), E:Expr) => #mkLambda(PNS, CVS, FVS, Return(E) .Stmts, .Map) ... </k>	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
575	reference-semantics/semantics/functions.k	53	rule	FIXED_UNUSED	-	9f9ceed2c512b7e43c9484f66f502abcfc7af78ba753e7c6d941c9f1b1920112	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkLambda(PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires FV in_keys(M)	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
576	reference-semantics/semantics/functions.k	59	rule	FIXED_UNUSED	-	2d28bd1c535a8fcad8d08c04576916b45e10163befa1cf04cd7d9b6e94944931	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => closureValC(PNS, CVS, BODY, CM) ... </k>	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
