file	line	kind	attributes	assessment	statement
semantics/float.k	144	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule applyCmp("==", I:Int, F:Float) => eqF(intToF(I), F)
semantics/float.k	145	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule applyCmp("==", F:Float, I:Int) => eqF(F, intToF(I))
semantics/float.k	146	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule applyCmp("!=", I:Int, F:Float) => notBool eqF(intToF(I), F)
semantics/float.k	147	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule applyCmp("!=", F:Float, I:Int) => notBool eqF(F, intToF(I))
semantics/float.k	148	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule applyCmp("<",  I:Int, F:Float) => floatLt(intToF(I), F)
semantics/float.k	149	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule applyCmp("<",  F:Float, I:Int) => floatLt(F, intToF(I))
semantics/float.k	150	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule applyCmp(">",  I:Int, F:Float) => gtF(intToF(I), F)
semantics/float.k	151	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule applyCmp(">",  F:Float, I:Int) => gtF(F, intToF(I))
semantics/float.k	154	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule applyCmp("==", V:Val, noneV) => V ==K noneV
semantics/float.k	155	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule applyCmp("!=", V:Val, noneV) => notBool (V ==K noneV)
semantics/float.k	160	syntax	function,total,no-evaluators,symbol	UNUSED_OPAQUE_TRUST_BOUNDARY: fixed supplied symbol is outside this program's dependency cone	syntax Float ::= decStrToF(IntSeq) [function, total, symbol(decStrToF), no-evaluators]
semantics/float.k	161	rule	concrete	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule decStrToF(iCons(45, CS:IntSeq)) => 0.0 -Float decStrToF(CS) [concrete]
semantics/float.k	162	rule	concrete	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule decStrToF(CS:IntSeq) => intToF(intPart(CS)) +Float (intToF(fracPart(CS)) /Float intToF(fracScale(CS))) requires isLen(CS) >Int 0 andBool headIS(CS) =/=Int 45 [concrete]
semantics/float.k	165	syntax	function	FIXED_DECLARATION: inspected; no independent rewrite conclusion	syntax Int ::= headIS(IntSeq) [function]
semantics/float.k	166	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule headIS(iCons(C:Int, _:IntSeq)) => C
semantics/float.k	167	syntax	function,total	FIXED_DECLARATION: inspected; no independent rewrite conclusion	syntax Int ::= intPart(IntSeq) [function, total] | intPartAcc(IntSeq, Int) [function, total]
semantics/float.k	168	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule intPart(CS:IntSeq) => intPartAcc(CS, 0)
semantics/float.k	169	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule intPartAcc(.IntSeq, A:Int) => A
semantics/float.k	170	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule intPartAcc(iCons(46, _:IntSeq), A:Int) => A
semantics/float.k	171	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule intPartAcc(iCons(C:Int, R:IntSeq), A:Int) => intPartAcc(R, A *Int 10 +Int (C -Int 48)) requires C =/=Int 46
semantics/float.k	173	syntax	function,total	FIXED_DECLARATION: inspected; no independent rewrite conclusion	syntax Int ::= fracPart(IntSeq) [function, total] | fracAcc(IntSeq, Int) [function, total]
semantics/float.k	174	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule fracPart(.IntSeq) => 0
semantics/float.k	175	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule fracPart(iCons(46, R:IntSeq)) => fracAcc(R, 0)
semantics/float.k	176	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule fracPart(iCons(C:Int, R:IntSeq)) => fracPart(R) requires C =/=Int 46
semantics/float.k	177	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule fracAcc(.IntSeq, A:Int) => A
semantics/float.k	178	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule fracAcc(iCons(C:Int, R:IntSeq), A:Int) => fracAcc(R, A *Int 10 +Int (C -Int 48))
semantics/float.k	179	syntax	function,total	FIXED_DECLARATION: inspected; no independent rewrite conclusion	syntax Int ::= fracScale(IntSeq) [function, total] | fscAcc(IntSeq, Int) [function, total]
semantics/float.k	180	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule fracScale(.IntSeq) => 1
semantics/float.k	181	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule fracScale(iCons(46, R:IntSeq)) => fscAcc(R, 1)
semantics/float.k	182	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule fracScale(iCons(C:Int, R:IntSeq)) => fracScale(R) requires C =/=Int 46
semantics/float.k	183	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule fscAcc(.IntSeq, A:Int) => A
semantics/float.k	184	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule fscAcc(iCons(_:Int, R:IntSeq), A:Int) => fscAcc(R, A *Int 10)
semantics/float.k	185	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule applyBuiltin("float", str(CS:IntSeq), .Vals) => decStrToF(CS)
semantics/float.k	186	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule applyBuiltin("float", I:Int, .Vals)          => intToF(I)
semantics/float.k	187	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule applyBuiltin("float", F:Float, .Vals)        => F
semantics/float.k	190	syntax	function,total,no-evaluators,symbol	UNUSED_OPAQUE_TRUST_BOUNDARY: fixed supplied symbol is outside this program's dependency cone	syntax Float ::= divFloatIntV(Float, Int) [function, total, symbol(divFloatIntV), no-evaluators]
semantics/float.k	191	rule	concrete	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule divFloatIntV(F:Float, I:Int) => F /Float Int2Float(I, 53, 11) [concrete]
semantics/float.k	192	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule applyBin("/", F:Float, I:Int) => divFloatIntV(F, I)
semantics/float.k	195	syntax	function,total,no-evaluators,symbol	UNUSED_OPAQUE_TRUST_BOUNDARY: fixed supplied symbol is outside this program's dependency cone	syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]
semantics/float.k	196	rule	concrete	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule intToF(I:Int) => Int2Float(I, 53, 11) [concrete]
semantics/float.k	197	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule applyBin("+", I:Int, F:Float) => addF(intToF(I), F)
semantics/float.k	198	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule applyBin("+", F:Float, I:Int) => addF(F, intToF(I))
semantics/float.k	199	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule applyBin("-", I:Int, F:Float) => subF(intToF(I), F)
semantics/float.k	200	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule applyBin("-", F:Float, I:Int) => subF(F, intToF(I))
semantics/float.k	201	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule applyBin("*", I:Int, F:Float) => mulF(intToF(I), F)
semantics/float.k	202	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule applyBin("*", F:Float, I:Int) => mulF(F, intToF(I))
semantics/float.k	203	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule applyCmp("<", I:Int, F:Float) => floatLt(intToF(I), F)
semantics/float.k	204	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule applyCmp("<", F:Float, I:Int) => floatLt(F, intToF(I))
semantics/float.k	205	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule applyCmp(">", I:Int, F:Float) => gtF(intToF(I), F)
semantics/float.k	206	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule applyCmp(">", F:Float, I:Int) => gtF(F, intToF(I))
semantics/float.k	209	syntax	function,total,no-evaluators,symbol	UNUSED_OPAQUE_TRUST_BOUNDARY: fixed supplied symbol is outside this program's dependency cone	syntax Int ::= truncF(Float) [function, total, symbol(truncF), no-evaluators]
semantics/float.k	210	rule	concrete	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule truncF(F:Float) => #if F >=Float 0.0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi [concrete]
semantics/float.k	211	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule applyBuiltin("int", F:Float, .Vals) => truncF(F)
semantics/float.k	213	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule applyBuiltin("float", I:Int, .Vals)   => intToF(I)
semantics/float.k	214	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule applyBuiltin("float", F:Float, .Vals) => F
semantics/float.k	217	syntax	function,total,no-evaluators,symbol	UNUSED_OPAQUE_TRUST_BOUNDARY: fixed supplied symbol is outside this program's dependency cone	syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]
semantics/float.k	218	rule	concrete	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule roundF(F:Float) => #if (F -Float floorFloat(F)) ==Float 0.5 #then (#if Float2Int(floorFloat(F)) %Int 2 ==Int 0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi) #else Float2Int(floorFloat(F +Float 0.5)) #fi [concrete]
semantics/float.k	223	syntax	function,total,no-evaluators,symbol	UNUSED_OPAQUE_TRUST_BOUNDARY: fixed supplied symbol is outside this program's dependency cone	syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]
semantics/float.k	224	rule	concrete	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule roundFN(F:Float, N:Int) => Int2Float(roundF(F *Float Int2Float(10 ^Int N, 53, 11)), 53, 11) /Float Int2Float(10 ^Int N, 53, 11) [concrete]
semantics/float.k	227	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule applyBuiltin("round", F:Float, .Vals)        => roundF(F)
semantics/float.k	228	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule applyBuiltin("round", F:Float, N:Int, .Vals) => roundFN(F, N)
semantics/float.k	230	syntax	function,total,no-evaluators,symbol	UNUSED_OPAQUE_TRUST_BOUNDARY: fixed supplied symbol is outside this program's dependency cone	syntax Float ::= sqrtF(Float) [function, total, symbol(sqrtF), no-evaluators]
semantics/float.k	231	rule	concrete	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule sqrtF(F:Float) => sqrtFloat(F) [concrete]
semantics/float.k	232	syntax	-	FIXED_DECLARATION: inspected; no independent rewrite conclusion	syntax KItem ::= "#mathSqrt"
semantics/float.k	233	rule	priority	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule <k> Call(Attribute(Name("math"), "sqrt"), (E:Expr, .Exprs)) => E ~> #mathSqrt ... </k> [priority(40)]
semantics/float.k	234	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule <k> F:Float ~> #mathSqrt => sqrtF(F) ... </k>
semantics/float.k	235	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule <k> I:Int ~> #mathSqrt => sqrtF(intToF(I)) ... </k>
semantics/float.k	243	syntax	-	FIXED_DECLARATION: inspected; no independent rewrite conclusion	syntax KItem ::= #maxAccF(Iterable, Float) | #maxContF(Float)
semantics/float.k	244	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAccF(R, {V}:>Float) ... </k> requires isFloat(V)
semantics/float.k	245	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule <k> #maxAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #maxContF(M) ... </k>
semantics/float.k	246	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule <k> #iterDone ~> #maxContF(M:Float) => M ... </k>
semantics/float.k	247	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #maxAccF(R, maxFloat(M, {V}:>Float)) ... </k> requires isFloat(V)
semantics/float.k	250	syntax	-	FIXED_DECLARATION: inspected; no independent rewrite conclusion	syntax KItem ::= #minAccF(Iterable, Float) | #minContF(Float)
semantics/float.k	251	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAccF(R, {V}:>Float) ... </k> requires isFloat(V)
semantics/float.k	252	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule <k> #minAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #minContF(M) ... </k>
semantics/float.k	253	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule <k> #iterDone ~> #minContF(M:Float) => M ... </k>
semantics/float.k	254	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule <k> #iterYield(V:Val, R:Iterable) ~> #minContF(M:Float) => #minAccF(R, minFloat(M, {V}:>Float)) ... </k> requires isFloat(V)
semantics/float.k	261	syntax	-	FIXED_DECLARATION: inspected; no independent rewrite conclusion	syntax KItem ::= #sumAccF(Iterable, Float) | #sumContF(Float)
semantics/float.k	262	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int) => #sumAccF(R, addF(intToF(ACC), {V}:>Float)) ... </k> requires isFloat(V) andBool notBool (isInt(V) orBool isBool(V))
semantics/float.k	265	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule <k> #sumAccF(IT:Iterable, ACC:Float) => #iterNext(IT) ~> #sumContF(ACC) ... </k>
semantics/float.k	266	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule <k> #iterDone ~> #sumContF(ACC:Float) => ACC ... </k>
semantics/float.k	267	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, {V}:>Float)) ... </k> requires isFloat(V)
semantics/float.k	270	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, intToF(intOf(V)))) ... </k> requires isInt(V) orBool isBool(V)
semantics/functions.k	8	syntax	-	FIXED_DECLARATION: inspected; no independent rewrite conclusion	syntax KItem ::= frame(continuation: K, callerEnv: Int, savedLoc: Int) | #bindP(ParamNames, Vals) | "#pop" | "#endcall"
semantics/functions.k	14	rule	-	REACHED_FIXED_RULE: closure construction bridge, binding, return, and frame pop	rule <k> FuncDef(F:String, Params(PNS:ParamNames), BODY:Stmts) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureVal(PNS, BODY, L) ], _) ... </scopes>
semantics/functions.k	18	syntax	-	REACHED_FIXED_RULE: closure construction bridge, binding, return, and frame pop	syntax Expr ::= closureExpr(ParamNames, Stmts)
semantics/functions.k	19	rule	-	REACHED_FIXED_RULE: closure construction bridge, binding, return, and frame pop	rule <k> closureExpr(PNS:ParamNames, BODY:Stmts) => closureVal(PNS, BODY, L) ... </k> <env> L:Int </env>
semantics/functions.k	27	syntax	-	FIXED_DECLARATION: inspected; no independent rewrite conclusion	syntax Val ::= closureValC(ParamNames, ParamNames, Stmts, Map)
semantics/functions.k	31	syntax	-	FIXED_DECLARATION: inspected; no independent rewrite conclusion	syntax KItem ::= #mkClosure(String, ParamNames, ParamNames, ParamNames, Stmts, Map) | #mkLambda(ParamNames, ParamNames, ParamNames, Stmts, Map)
semantics/functions.k	33	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule <k> FuncDef(F:String, Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), BODY:Stmts) => #mkClosure(F, PNS, CVS, FVS, BODY, .Map) ... </k>
semantics/functions.k	36	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkClosure(F, PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires FV in_keys(M)
semantics/functions.k	42	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureValC(PNS, CVS, BODY, CM) ], _) ... </scopes>
semantics/functions.k	47	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule <k> Lambda(Params(PNS:ParamNames), E:Expr) => closureVal(PNS, Return(E) .Stmts, L) ... </k> <env> L:Int </env>
semantics/functions.k	50	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule <k> Lambda(Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), E:Expr) => #mkLambda(PNS, CVS, FVS, Return(E) .Stmts, .Map) ... </k>
semantics/functions.k	53	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkLambda(PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires FV in_keys(M)
semantics/functions.k	59	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => closureValC(PNS, CVS, BODY, CM) ... </k>
semantics/functions.k	63	rule	-	REACHED_FIXED_RULE: closure construction bridge, binding, return, and frame pop	rule <k> #bindP(.ParamNames, .Vals) => .K ... </k>
semantics/functions.k	64	rule	-	REACHED_FIXED_RULE: closure construction bridge, binding, return, and frame pop	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ P <- V ], _) ... </scopes>
semantics/functions.k	68	rule	priority	REACHED_FIXED_RULE: closure construction bridge, binding, return, and frame pop	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #cellW({M[P]}:>Val, V) ~> #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires "$cells" in_keys(M) andBool pnMember(P, cellsOf({M["$cells"]}:>Val)) andBool P in_keys(M) andBool isCellRef({M[P]}:>Val) [priority(40)]
semantics/functions.k	78	rule	-	REACHED_FIXED_RULE: closure construction bridge, binding, return, and frame pop	rule <k> Return(V:Val) ~> _ => #pop </k> <ret> noRet => retV(V) </ret>
semantics/functions.k	80	rule	-	REACHED_FIXED_RULE: closure construction bridge, binding, return, and frame pop	rule <k> #endcall => #pop ... </k> <ret> noRet => retV(noneV) </ret>
semantics/functions.k	85	rule	-	REACHED_FIXED_RULE: closure construction bridge, binding, return, and frame pop	rule <k> #pop => V ~> CONT </k> <ret>   retV(V) => noRet </ret> <stack> ListItem(frame(CONT:K, CALLERL:Int, SAVEDL:Int)) => .List ... </stack> <env>   L:Int => CALLERL </env> <scopes> SC:Map => SC [ L <- undef ] </scopes> <scopeLoc> _ => SAVEDL </scopeLoc>
semantics/int.k	7	rule	-	REACHED_FIXED_RULE: integer unary minus, modulo, floor division, and comparisons	rule applyUn("-", I:Int) => 0 -Int I
semantics/int.k	9	rule	-	REACHED_FIXED_RULE: integer unary minus, modulo, floor division, and comparisons	rule applyBin("+",  I1:Int, I2:Int) => I1 +Int I2
semantics/int.k	11	rule	-	REACHED_FIXED_RULE: integer unary minus, modulo, floor division, and comparisons	rule applyBin("+",  I:Int, B:Bool) => I +Int #if B #then 1 #else 0 #fi
semantics/int.k	12	rule	-	REACHED_FIXED_RULE: integer unary minus, modulo, floor division, and comparisons	rule applyBin("+",  B:Bool, I:Int) => #if B #then 1 #else 0 #fi +Int I
semantics/int.k	13	rule	-	REACHED_FIXED_RULE: integer unary minus, modulo, floor division, and comparisons	rule applyBin("-",  I1:Int, I2:Int) => I1 -Int I2
semantics/int.k	14	rule	-	REACHED_FIXED_RULE: integer unary minus, modulo, floor division, and comparisons	rule applyBin("*",  I1:Int, I2:Int) => I1 *Int I2
semantics/int.k	15	rule	-	REACHED_FIXED_RULE: integer unary minus, modulo, floor division, and comparisons	rule applyBin("%",  I1:Int, I2:Int) => pyMod(I1, I2)
semantics/int.k	16	rule	-	REACHED_FIXED_RULE: integer unary minus, modulo, floor division, and comparisons	rule applyBin("//", I1:Int, I2:Int) => (I1 -Int pyMod(I1, I2)) /Int I2
semantics/int.k	17	rule	-	REACHED_FIXED_RULE: integer unary minus, modulo, floor division, and comparisons	rule applyBin("**", I1:Int, I2:Int) => I1 ^Int I2 requires I2 >=Int 0
semantics/int.k	19	syntax	function	REACHED_FIXED_RULE: integer unary minus, modulo, floor division, and comparisons	syntax Int ::= pyMod(Int, Int) [function]
semantics/int.k	20	rule	-	REACHED_FIXED_RULE: integer unary minus, modulo, floor division, and comparisons	rule pyMod(I1:Int, I2:Int) => ((I1 %Int I2) +Int I2) %Int I2
semantics/int.k	22	rule	-	REACHED_FIXED_RULE: integer unary minus, modulo, floor division, and comparisons	rule applyCmp("<",  I1:Int, I2:Int)   => I1 <Int  I2
semantics/int.k	23	rule	-	REACHED_FIXED_RULE: integer unary minus, modulo, floor division, and comparisons	rule applyCmp("<=", I1:Int, I2:Int)   => I1 <=Int I2
semantics/int.k	24	rule	-	REACHED_FIXED_RULE: integer unary minus, modulo, floor division, and comparisons	rule applyCmp(">",  I1:Int, I2:Int)   => I1 >Int  I2
semantics/int.k	25	rule	-	REACHED_FIXED_RULE: integer unary minus, modulo, floor division, and comparisons	rule applyCmp(">=", I1:Int, I2:Int)   => I1 >=Int I2
semantics/int.k	26	rule	-	REACHED_FIXED_RULE: integer unary minus, modulo, floor division, and comparisons	rule applyCmp("==", I1:Int, I2:Int)   => I1 ==Int I2
semantics/int.k	27	rule	-	REACHED_FIXED_RULE: integer unary minus, modulo, floor division, and comparisons	rule applyCmp("!=", I1:Int, I2:Int)   => I1 =/=Int I2
semantics/iter.k	8	syntax	-	FIXED_DECLARATION: inspected; no independent rewrite conclusion	syntax KItem ::= #iterNext(Iterable) | "#iterDone" | #iterYield(Val, Iterable)
semantics/list.k	9	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule <k> #iterNext(list(.ValSeq))                => #iterDone ... </k>
semantics/list.k	10	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule <k> #iterNext(list(vCons(V:Val, R:ValSeq))) => #iterYield(V, list(R)) ... </k>
semantics/list.k	13	syntax	-	FIXED_DECLARATION: inspected; no independent rewrite conclusion	syntax ApplyK ::= "toList"
semantics/list.k	14	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule <k> ListExpr(ES:Exprs) => #evalArgs(ES, .Vals, toList) ... </k>
semantics/list.k	15	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule <k> #applyK(toList, ACC:Vals) => #alloc(list(vals2valSeq(ACC))) ... </k>
semantics/list.k	18	syntax	function,total	FIXED_DECLARATION: inspected; no independent rewrite conclusion	syntax ValSeq ::= valSeqConcat(ValSeq, ValSeq) [function, total]
semantics/list.k	19	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule valSeqConcat(.ValSeq, T:ValSeq)                => T
semantics/list.k	20	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule valSeqConcat(vCons(V:Val, S:ValSeq), T:ValSeq) => vCons(V, valSeqConcat(S, T))
semantics/list.k	24	rule	priority	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule <k> BinOp("+", list(A:ValSeq), list(B:ValSeq)) => #alloc(list(valSeqConcat(A, B))) ... </k> [priority(45)]
semantics/list.k	27	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule applyCmp("==", list(A:ValSeq), list(B:ValSeq)) => A ==K B
semantics/list.k	28	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule applyCmp("!=", list(A:ValSeq), list(B:ValSeq)) => notBool (A ==K B)
semantics/list.k	33	syntax	function,total	FIXED_DECLARATION: inspected; no independent rewrite conclusion	syntax Bool ::= hasRefVS(ValSeq) [function, total]
