file,line,kind,class,attributes,opaque,origin,decision,statement
reference-semantics/semantics/float.k,83,rule,operational,priority,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule <k> Call(Attribute(Name(""math""), ""pow""), (E1:Expr, E2:Expr, .Exprs)) => E1 ~> #mathPow1(E2) ... </k> [priority(40)]"
reference-semantics/semantics/float.k,84,rule,operational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,rule <k> V1:Val ~> #mathPow1(E2:Expr) => E2 ~> #mathPow2(V1) ... </k>
reference-semantics/semantics/float.k,85,rule,operational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule <k> V2:Val ~> #mathPow2(V1:Val) => powF(toF(V1), toF(V2)) ... </k>"
reference-semantics/semantics/float.k,86,syntax,declaration,"function,total,symbol",yes,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax Float ::= toF(Val) [function, total, symbol(toF)]"
reference-semantics/semantics/float.k,87,rule,equational,concrete,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,rule toF(F:Float) => F        [concrete]
reference-semantics/semantics/float.k,88,rule,equational,concrete,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,rule toF(I:Int)   => intToF(I) [concrete]
reference-semantics/semantics/float.k,93,syntax,declaration,"function,total,symbol",yes,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax Int ::= ceilF(Val) [function, total, symbol(ceilF)]"
reference-semantics/semantics/float.k,94,rule,equational,concrete,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,rule ceilF(I:Int)   => I                       [concrete]
reference-semantics/semantics/float.k,95,rule,equational,concrete,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,rule ceilF(F:Float) => Float2Int(ceilFloat(F)) [concrete]
reference-semantics/semantics/float.k,99,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule applyUn(""-"", F:Float) => 0.0 -Float F"
reference-semantics/semantics/float.k,103,syntax,declaration,"function,total,symbol,no-evaluators",yes,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax Float ::= subF(Float, Float) [function, total, symbol(subF), no-evaluators]"
reference-semantics/semantics/float.k,104,rule,equational,concrete,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule subF(F1:Float, F2:Float) => F1 -Float F2 [concrete]"
reference-semantics/semantics/float.k,105,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule applyBin(""-"", F1:Float, F2:Float) => subF(F1, F2)"
reference-semantics/semantics/float.k,107,syntax,declaration,"function,total,symbol,no-evaluators",yes,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax Float ::= divF(Float, Float) [function, total, symbol(divF), no-evaluators]"
reference-semantics/semantics/float.k,108,rule,equational,concrete,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule divF(F1:Float, F2:Float) => F1 /Float F2 [concrete]"
reference-semantics/semantics/float.k,109,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule applyBin(""/"", F1:Float, F2:Float) => divF(F1, F2)"
reference-semantics/semantics/float.k,111,syntax,declaration,"function,total,symbol,no-evaluators",yes,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax Float ::= addF(Float, Float) [function, total, symbol(addF), no-evaluators]"
reference-semantics/semantics/float.k,112,rule,equational,concrete,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule addF(F1:Float, F2:Float) => F1 +Float F2 [concrete]"
reference-semantics/semantics/float.k,113,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule applyBin(""+"", F1:Float, F2:Float) => addF(F1, F2)"
reference-semantics/semantics/float.k,115,syntax,declaration,"function,total,symbol,no-evaluators",yes,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax Float ::= mulF(Float, Float) [function, total, symbol(mulF), no-evaluators]"
reference-semantics/semantics/float.k,116,rule,equational,concrete,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule mulF(F1:Float, F2:Float) => F1 *Float F2 [concrete]"
reference-semantics/semantics/float.k,117,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule applyBin(""*"", F1:Float, F2:Float) => mulF(F1, F2)"
reference-semantics/semantics/float.k,119,syntax,declaration,"function,total,symbol,no-evaluators",yes,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax Float ::= powF(Float, Float) [function, total, symbol(powF), no-evaluators]"
reference-semantics/semantics/float.k,120,rule,equational,concrete,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule powF(F1:Float, F2:Float) => F1 ^Float F2 [concrete]"
reference-semantics/semantics/float.k,121,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule applyBin(""**"", F1:Float, F2:Float) => powF(F1, F2)"
reference-semantics/semantics/float.k,125,syntax,declaration,"function,total,symbol,no-evaluators",yes,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax Bool ::= gtF(Float, Float) [function, total, symbol(gtF), no-evaluators]"
reference-semantics/semantics/float.k,126,rule,equational,concrete,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule gtF(F1:Float, F2:Float) => F1 >Float F2 [concrete]"
reference-semantics/semantics/float.k,127,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule applyCmp("">"",  F1:Float, F2:Float) => gtF(F1, F2)"
reference-semantics/semantics/float.k,128,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule applyCmp("">="", F1:Float, F2:Float) => notBool floatLt(F1, F2)"
reference-semantics/semantics/float.k,129,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule applyCmp(""<="", F1:Float, F2:Float) => notBool gtF(F1, F2)"
reference-semantics/semantics/float.k,132,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule applyBin(""**"", I:Int, F:Float) => powF(intToF(I), F)"
reference-semantics/semantics/float.k,133,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule applyBin(""**"", F:Float, I:Int) => powF(F, intToF(I))"
reference-semantics/semantics/float.k,134,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule applyBin(""-"",  I:Int, F:Float) => subF(intToF(I), F)"
reference-semantics/semantics/float.k,135,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule applyBin(""-"",  F:Float, I:Int) => subF(F, intToF(I))"
reference-semantics/semantics/float.k,136,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule applyBin(""+"",  I:Int, F:Float) => addF(intToF(I), F)"
reference-semantics/semantics/float.k,137,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule applyBin(""+"",  F:Float, I:Int) => addF(F, intToF(I))"
reference-semantics/semantics/float.k,138,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule applyBin(""*"",  I:Int, F:Float) => mulF(intToF(I), F)"
reference-semantics/semantics/float.k,139,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule applyBin(""*"",  F:Float, I:Int) => mulF(F, intToF(I))"
reference-semantics/semantics/float.k,142,syntax,declaration,"function,total,symbol,no-evaluators",yes,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax Bool ::= eqF(Float, Float) [function, total, symbol(eqF), no-evaluators]"
reference-semantics/semantics/float.k,143,rule,equational,concrete,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule eqF(F1:Float, F2:Float) => F1 ==Float F2 [concrete]"
reference-semantics/semantics/float.k,144,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule applyCmp(""=="", I:Int, F:Float) => eqF(intToF(I), F)"
reference-semantics/semantics/float.k,145,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule applyCmp(""=="", F:Float, I:Int) => eqF(F, intToF(I))"
reference-semantics/semantics/float.k,146,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule applyCmp(""!="", I:Int, F:Float) => notBool eqF(intToF(I), F)"
reference-semantics/semantics/float.k,147,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule applyCmp(""!="", F:Float, I:Int) => notBool eqF(F, intToF(I))"
reference-semantics/semantics/float.k,148,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule applyCmp(""<"",  I:Int, F:Float) => floatLt(intToF(I), F)"
reference-semantics/semantics/float.k,149,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule applyCmp(""<"",  F:Float, I:Int) => floatLt(F, intToF(I))"
reference-semantics/semantics/float.k,150,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule applyCmp("">"",  I:Int, F:Float) => gtF(intToF(I), F)"
reference-semantics/semantics/float.k,151,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule applyCmp("">"",  F:Float, I:Int) => gtF(F, intToF(I))"
reference-semantics/semantics/float.k,154,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule applyCmp(""=="", V:Val, noneV) => V ==K noneV"
reference-semantics/semantics/float.k,155,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule applyCmp(""!="", V:Val, noneV) => notBool (V ==K noneV)"
reference-semantics/semantics/float.k,160,syntax,declaration,"function,total,symbol,no-evaluators",yes,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax Float ::= decStrToF(IntSeq) [function, total, symbol(decStrToF), no-evaluators]"
reference-semantics/semantics/float.k,161,rule,equational,concrete,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule decStrToF(iCons(45, CS:IntSeq)) => 0.0 -Float decStrToF(CS) [concrete]"
reference-semantics/semantics/float.k,162,rule,equational,concrete,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,rule decStrToF(CS:IntSeq) => intToF(intPart(CS)) +Float (intToF(fracPart(CS)) /Float intToF(fracScale(CS))) requires isLen(CS) >Int 0 andBool headIS(CS) =/=Int 45 [concrete]
reference-semantics/semantics/float.k,165,syntax,declaration,function,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,syntax Int ::= headIS(IntSeq) [function]
reference-semantics/semantics/float.k,166,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule headIS(iCons(C:Int, _:IntSeq)) => C"
reference-semantics/semantics/float.k,167,syntax,declaration,"function,total",no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax Int ::= intPart(IntSeq) [function, total] | intPartAcc(IntSeq, Int) [function, total]"
reference-semantics/semantics/float.k,168,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule intPart(CS:IntSeq) => intPartAcc(CS, 0)"
reference-semantics/semantics/float.k,169,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule intPartAcc(.IntSeq, A:Int) => A"
reference-semantics/semantics/float.k,170,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule intPartAcc(iCons(46, _:IntSeq), A:Int) => A"
reference-semantics/semantics/float.k,171,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule intPartAcc(iCons(C:Int, R:IntSeq), A:Int) => intPartAcc(R, A *Int 10 +Int (C -Int 48)) requires C =/=Int 46"
reference-semantics/semantics/float.k,173,syntax,declaration,"function,total",no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax Int ::= fracPart(IntSeq) [function, total] | fracAcc(IntSeq, Int) [function, total]"
reference-semantics/semantics/float.k,174,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,rule fracPart(.IntSeq) => 0
reference-semantics/semantics/float.k,175,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule fracPart(iCons(46, R:IntSeq)) => fracAcc(R, 0)"
reference-semantics/semantics/float.k,176,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule fracPart(iCons(C:Int, R:IntSeq)) => fracPart(R) requires C =/=Int 46"
reference-semantics/semantics/float.k,177,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule fracAcc(.IntSeq, A:Int) => A"
reference-semantics/semantics/float.k,178,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule fracAcc(iCons(C:Int, R:IntSeq), A:Int) => fracAcc(R, A *Int 10 +Int (C -Int 48))"
reference-semantics/semantics/float.k,179,syntax,declaration,"function,total",no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax Int ::= fracScale(IntSeq) [function, total] | fscAcc(IntSeq, Int) [function, total]"
reference-semantics/semantics/float.k,180,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,rule fracScale(.IntSeq) => 1
reference-semantics/semantics/float.k,181,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule fracScale(iCons(46, R:IntSeq)) => fscAcc(R, 1)"
reference-semantics/semantics/float.k,182,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule fracScale(iCons(C:Int, R:IntSeq)) => fracScale(R) requires C =/=Int 46"
reference-semantics/semantics/float.k,183,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule fscAcc(.IntSeq, A:Int) => A"
reference-semantics/semantics/float.k,184,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule fscAcc(iCons(_:Int, R:IntSeq), A:Int) => fscAcc(R, A *Int 10)"
reference-semantics/semantics/float.k,185,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule applyBuiltin(""float"", str(CS:IntSeq), .Vals) => decStrToF(CS)"
reference-semantics/semantics/float.k,186,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule applyBuiltin(""float"", I:Int, .Vals)          => intToF(I)"
reference-semantics/semantics/float.k,187,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule applyBuiltin(""float"", F:Float, .Vals)        => F"
reference-semantics/semantics/float.k,190,syntax,declaration,"function,total,symbol,no-evaluators",yes,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax Float ::= divFloatIntV(Float, Int) [function, total, symbol(divFloatIntV), no-evaluators]"
reference-semantics/semantics/float.k,191,rule,equational,concrete,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule divFloatIntV(F:Float, I:Int) => F /Float Int2Float(I, 53, 11) [concrete]"
reference-semantics/semantics/float.k,192,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule applyBin(""/"", F:Float, I:Int) => divFloatIntV(F, I)"
reference-semantics/semantics/float.k,195,syntax,declaration,"function,total,symbol,no-evaluators",yes,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]"
reference-semantics/semantics/float.k,196,rule,equational,concrete,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule intToF(I:Int) => Int2Float(I, 53, 11) [concrete]"
reference-semantics/semantics/float.k,197,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule applyBin(""+"", I:Int, F:Float) => addF(intToF(I), F)"
reference-semantics/semantics/float.k,198,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule applyBin(""+"", F:Float, I:Int) => addF(F, intToF(I))"
reference-semantics/semantics/float.k,199,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule applyBin(""-"", I:Int, F:Float) => subF(intToF(I), F)"
reference-semantics/semantics/float.k,200,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule applyBin(""-"", F:Float, I:Int) => subF(F, intToF(I))"
reference-semantics/semantics/float.k,201,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule applyBin(""*"", I:Int, F:Float) => mulF(intToF(I), F)"
reference-semantics/semantics/float.k,202,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule applyBin(""*"", F:Float, I:Int) => mulF(F, intToF(I))"
reference-semantics/semantics/float.k,203,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule applyCmp(""<"", I:Int, F:Float) => floatLt(intToF(I), F)"
reference-semantics/semantics/float.k,204,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule applyCmp(""<"", F:Float, I:Int) => floatLt(F, intToF(I))"
reference-semantics/semantics/float.k,205,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule applyCmp("">"", I:Int, F:Float) => gtF(intToF(I), F)"
reference-semantics/semantics/float.k,206,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule applyCmp("">"", F:Float, I:Int) => gtF(F, intToF(I))"
reference-semantics/semantics/float.k,209,syntax,declaration,"function,total,symbol,no-evaluators",yes,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax Int ::= truncF(Float) [function, total, symbol(truncF), no-evaluators]"
reference-semantics/semantics/float.k,210,rule,equational,concrete,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,rule truncF(F:Float) => #if F >=Float 0.0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi [concrete]
reference-semantics/semantics/float.k,211,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule applyBuiltin(""int"", F:Float, .Vals) => truncF(F)"
reference-semantics/semantics/float.k,213,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule applyBuiltin(""float"", I:Int, .Vals)   => intToF(I)"
reference-semantics/semantics/float.k,214,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule applyBuiltin(""float"", F:Float, .Vals) => F"
reference-semantics/semantics/float.k,217,syntax,declaration,"function,total,symbol,no-evaluators",yes,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]"
reference-semantics/semantics/float.k,218,rule,equational,concrete,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,rule roundF(F:Float) => #if (F -Float floorFloat(F)) ==Float 0.5 #then (#if Float2Int(floorFloat(F)) %Int 2 ==Int 0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi) #else Float2Int(floorFloat(F +Float 0.5)) #fi [concrete]
reference-semantics/semantics/float.k,223,syntax,declaration,"function,total,symbol,no-evaluators",yes,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]"
reference-semantics/semantics/float.k,224,rule,equational,concrete,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule roundFN(F:Float, N:Int) => Int2Float(roundF(F *Float Int2Float(10 ^Int N, 53, 11)), 53, 11) /Float Int2Float(10 ^Int N, 53, 11) [concrete]"
reference-semantics/semantics/float.k,227,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule applyBuiltin(""round"", F:Float, .Vals)        => roundF(F)"
reference-semantics/semantics/float.k,228,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule applyBuiltin(""round"", F:Float, N:Int, .Vals) => roundFN(F, N)"
reference-semantics/semantics/float.k,230,syntax,declaration,"function,total,symbol,no-evaluators",yes,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax Float ::= sqrtF(Float) [function, total, symbol(sqrtF), no-evaluators]"
reference-semantics/semantics/float.k,231,rule,equational,concrete,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,rule sqrtF(F:Float) => sqrtFloat(F) [concrete]
reference-semantics/semantics/float.k,232,syntax,declaration,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax KItem ::= ""#mathSqrt"""
reference-semantics/semantics/float.k,233,rule,operational,priority,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule <k> Call(Attribute(Name(""math""), ""sqrt""), (E:Expr, .Exprs)) => E ~> #mathSqrt ... </k> [priority(40)]"
reference-semantics/semantics/float.k,234,rule,operational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,rule <k> F:Float ~> #mathSqrt => sqrtF(F) ... </k>
reference-semantics/semantics/float.k,235,rule,operational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,rule <k> I:Int ~> #mathSqrt => sqrtF(intToF(I)) ... </k>
reference-semantics/semantics/float.k,243,syntax,declaration,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax KItem ::= #maxAccF(Iterable, Float) | #maxContF(Float)"
reference-semantics/semantics/float.k,244,rule,operational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAccF(R, {V}:>Float) ... </k> requires isFloat(V)"
reference-semantics/semantics/float.k,245,rule,operational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule <k> #maxAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #maxContF(M) ... </k>"
reference-semantics/semantics/float.k,246,rule,operational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,rule <k> #iterDone ~> #maxContF(M:Float) => M ... </k>
reference-semantics/semantics/float.k,247,rule,operational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #maxAccF(R, maxFloat(M, {V}:>Float)) ... </k> requires isFloat(V)"
reference-semantics/semantics/float.k,250,syntax,declaration,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax KItem ::= #minAccF(Iterable, Float) | #minContF(Float)"
reference-semantics/semantics/float.k,251,rule,operational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAccF(R, {V}:>Float) ... </k> requires isFloat(V)"
reference-semantics/semantics/float.k,252,rule,operational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule <k> #minAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #minContF(M) ... </k>"
reference-semantics/semantics/float.k,253,rule,operational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,rule <k> #iterDone ~> #minContF(M:Float) => M ... </k>
reference-semantics/semantics/float.k,254,rule,operational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule <k> #iterYield(V:Val, R:Iterable) ~> #minContF(M:Float) => #minAccF(R, minFloat(M, {V}:>Float)) ... </k> requires isFloat(V)"
