COMMAND: python3 /audit-output/evidence/stage5_inventory.py
path	line	kind	attributes	disposition	declaration_or_rule
semantics/float.k	119	syntax	function,total,symbol,no-evaluators	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	syntax Float ::= powF(Float, Float) [function, total, symbol(powF), no-evaluators]
semantics/float.k	120	rule	concrete	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule powF(F1:Float, F2:Float) => F1 ^Float F2 [concrete]
semantics/float.k	121	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule applyBin("**", F1:Float, F2:Float) => powF(F1, F2)  // ---- the remaining comparisons (gtF promoted from find_zero — its summaries //      case-split on the atom; >= / <= derive from the two opaque compares) ----
semantics/float.k	125	syntax	function,total,symbol,no-evaluators	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	syntax Bool ::= gtF(Float, Float) [function, total, symbol(gtF), no-evaluators]
semantics/float.k	126	rule	concrete	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule gtF(F1:Float, F2:Float) => F1 >Float F2 [concrete]
semantics/float.k	127	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule applyCmp(">",  F1:Float, F2:Float) => gtF(F1, F2)
semantics/float.k	128	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule applyCmp(">=", F1:Float, F2:Float) => notBool floatLt(F1, F2)
semantics/float.k	129	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule applyCmp("<=", F1:Float, F2:Float) => notBool gtF(F1, F2)  // ---- mixed Int/Float operators promote the Int side (n ** 0.5 etc.) ----
semantics/float.k	132	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule applyBin("**", I:Int, F:Float) => powF(intToF(I), F)
semantics/float.k	133	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule applyBin("**", F:Float, I:Int) => powF(F, intToF(I))
semantics/float.k	134	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule applyBin("-",  I:Int, F:Float) => subF(intToF(I), F)
semantics/float.k	135	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule applyBin("-",  F:Float, I:Int) => subF(F, intToF(I))
semantics/float.k	136	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule applyBin("+",  I:Int, F:Float) => addF(intToF(I), F)
semantics/float.k	137	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule applyBin("+",  F:Float, I:Int) => addF(F, intToF(I))
semantics/float.k	138	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule applyBin("*",  I:Int, F:Float) => mulF(intToF(I), F)
semantics/float.k	139	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule applyBin("*",  F:Float, I:Int) => mulF(F, intToF(I))  // ---- mixed Int == Float (shared eqF; opaque symbolic / concrete twin) ----
semantics/float.k	142	syntax	function,total,symbol,no-evaluators	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	syntax Bool ::= eqF(Float, Float) [function, total, symbol(eqF), no-evaluators]
semantics/float.k	143	rule	concrete	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule eqF(F1:Float, F2:Float) => F1 ==Float F2 [concrete]
semantics/float.k	144	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule applyCmp("==", I:Int, F:Float) => eqF(intToF(I), F)
semantics/float.k	145	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule applyCmp("==", F:Float, I:Int) => eqF(F, intToF(I))
semantics/float.k	146	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule applyCmp("!=", I:Int, F:Float) => notBool eqF(intToF(I), F)
semantics/float.k	147	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule applyCmp("!=", F:Float, I:Int) => notBool eqF(F, intToF(I))
semantics/float.k	148	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule applyCmp("<",  I:Int, F:Float) => floatLt(intToF(I), F)
semantics/float.k	149	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule applyCmp("<",  F:Float, I:Int) => floatLt(F, intToF(I))
semantics/float.k	150	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule applyCmp(">",  I:Int, F:Float) => gtF(intToF(I), F)
semantics/float.k	151	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule applyCmp(">",  F:Float, I:Int) => gtF(F, intToF(I))  // ---- x == None (promoted from 137; `is` cases live in operators.k) ----
semantics/float.k	154	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule applyCmp("==", V:Val, noneV) => V ==K noneV
semantics/float.k	155	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule applyCmp("!=", V:Val, noneV) => notBool (V ==K noneV)  // ---- float(str): decimal parse (promoted from 137's defined chain) ---- // digits '.' digits, optional leading '-'; concrete evaluation only (the // symbolic side stays an opaque decStrToF term a proof case-splits on).
semantics/float.k	160	syntax	function,total,symbol,no-evaluators	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	syntax Float ::= decStrToF(IntSeq) [function, total, symbol(decStrToF), no-evaluators]
semantics/float.k	161	rule	concrete	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule decStrToF(iCons(45, CS:IntSeq)) => 0.0 -Float decStrToF(CS) [concrete]
semantics/float.k	162	rule	concrete	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule decStrToF(CS:IntSeq) => intToF(intPart(CS)) +Float (intToF(fracPart(CS)) /Float intToF(fracScale(CS))) requires isLen(CS) >Int 0 andBool headIS(CS) =/=Int 45 [concrete]
semantics/float.k	165	syntax	function	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	syntax Int ::= headIS(IntSeq) [function]
semantics/float.k	166	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule headIS(iCons(C:Int, _:IntSeq)) => C
semantics/float.k	167	syntax	function,total	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	syntax Int ::= intPart(IntSeq) [function, total] | intPartAcc(IntSeq, Int) [function, total]
semantics/float.k	168	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule intPart(CS:IntSeq) => intPartAcc(CS, 0)
semantics/float.k	169	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule intPartAcc(.IntSeq, A:Int) => A
semantics/float.k	170	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule intPartAcc(iCons(46, _:IntSeq), A:Int) => A
semantics/float.k	171	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule intPartAcc(iCons(C:Int, R:IntSeq), A:Int) => intPartAcc(R, A *Int 10 +Int (C -Int 48)) requires C =/=Int 46
semantics/float.k	173	syntax	function,total	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	syntax Int ::= fracPart(IntSeq) [function, total] | fracAcc(IntSeq, Int) [function, total]
semantics/float.k	174	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule fracPart(.IntSeq) => 0
semantics/float.k	175	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule fracPart(iCons(46, R:IntSeq)) => fracAcc(R, 0)
semantics/float.k	176	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule fracPart(iCons(C:Int, R:IntSeq)) => fracPart(R) requires C =/=Int 46
semantics/float.k	177	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule fracAcc(.IntSeq, A:Int) => A
semantics/float.k	178	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule fracAcc(iCons(C:Int, R:IntSeq), A:Int) => fracAcc(R, A *Int 10 +Int (C -Int 48))
semantics/float.k	179	syntax	function,total	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	syntax Int ::= fracScale(IntSeq) [function, total] | fscAcc(IntSeq, Int) [function, total]
semantics/float.k	180	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule fracScale(.IntSeq) => 1
semantics/float.k	181	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule fracScale(iCons(46, R:IntSeq)) => fscAcc(R, 1)
semantics/float.k	182	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule fracScale(iCons(C:Int, R:IntSeq)) => fracScale(R) requires C =/=Int 46
semantics/float.k	183	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule fscAcc(.IntSeq, A:Int) => A
semantics/float.k	184	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule fscAcc(iCons(_:Int, R:IntSeq), A:Int) => fscAcc(R, A *Int 10)
semantics/float.k	185	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule applyBuiltin("float", str(CS:IntSeq), .Vals) => decStrToF(CS)
semantics/float.k	186	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule applyBuiltin("float", I:Int, .Vals)          => intToF(I)
semantics/float.k	187	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule applyBuiltin("float", F:Float, .Vals)        => F  // ---- float / int division (promoted from mean_absolute_deviation) ----
semantics/float.k	190	syntax	function,total,symbol,no-evaluators	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	syntax Float ::= divFloatIntV(Float, Int) [function, total, symbol(divFloatIntV), no-evaluators]
semantics/float.k	191	rule	concrete	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule divFloatIntV(F:Float, I:Int) => F /Float Int2Float(I, 53, 11) [concrete]
semantics/float.k	192	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule applyBin("/", F:Float, I:Int) => divFloatIntV(F, I)  // ---- int -> float promotion for the remaining mixed arithmetic/compares ----
semantics/float.k	195	syntax	function,total,symbol,no-evaluators	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]
semantics/float.k	196	rule	concrete	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule intToF(I:Int) => Int2Float(I, 53, 11) [concrete]
semantics/float.k	197	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule applyBin("+", I:Int, F:Float) => addF(intToF(I), F)
semantics/float.k	198	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule applyBin("+", F:Float, I:Int) => addF(F, intToF(I))
semantics/float.k	199	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule applyBin("-", I:Int, F:Float) => subF(intToF(I), F)
semantics/float.k	200	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule applyBin("-", F:Float, I:Int) => subF(F, intToF(I))
semantics/float.k	201	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule applyBin("*", I:Int, F:Float) => mulF(intToF(I), F)
semantics/float.k	202	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule applyBin("*", F:Float, I:Int) => mulF(F, intToF(I))
semantics/float.k	203	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule applyCmp("<", I:Int, F:Float) => floatLt(intToF(I), F)
semantics/float.k	204	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule applyCmp("<", F:Float, I:Int) => floatLt(F, intToF(I))
semantics/float.k	205	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule applyCmp(">", I:Int, F:Float) => gtF(intToF(I), F)
semantics/float.k	206	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule applyCmp(">", F:Float, I:Int) => gtF(F, intToF(I))  // ---- conversions: int(float) truncates toward zero; float(int); round; math.sqrt ----
semantics/float.k	209	syntax	function,total,symbol,no-evaluators	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	syntax Int ::= truncF(Float) [function, total, symbol(truncF), no-evaluators]
semantics/float.k	210	rule	concrete	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule truncF(F:Float) => #if F >=Float 0.0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi [concrete]
semantics/float.k	211	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule applyBuiltin("int", F:Float, .Vals) => truncF(F)
semantics/float.k	213	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule applyBuiltin("float", I:Int, .Vals)   => intToF(I)
semantics/float.k	214	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule applyBuiltin("float", F:Float, .Vals) => F  // round: Python half-even (banker's); round(F, N) scales by 10^N
semantics/float.k	217	syntax	function,total,symbol,no-evaluators	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]
semantics/float.k	218	rule	concrete	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule roundF(F:Float) => #if (F -Float floorFloat(F)) ==Float 0.5 #then (#if Float2Int(floorFloat(F)) %Int 2 ==Int 0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi) #else Float2Int(floorFloat(F +Float 0.5)) #fi [concrete]
semantics/float.k	223	syntax	function,total,symbol,no-evaluators	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]
semantics/float.k	224	rule	concrete	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule roundFN(F:Float, N:Int) => Int2Float(roundF(F *Float Int2Float(10 ^Int N, 53, 11)), 53, 11) /Float Int2Float(10 ^Int N, 53, 11) [concrete]
semantics/float.k	227	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule applyBuiltin("round", F:Float, .Vals)        => roundF(F)
semantics/float.k	228	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule applyBuiltin("round", F:Float, N:Int, .Vals) => roundFN(F, N)
semantics/float.k	230	syntax	function,total,symbol,no-evaluators	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	syntax Float ::= sqrtF(Float) [function, total, symbol(sqrtF), no-evaluators]
semantics/float.k	231	rule	concrete	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule sqrtF(F:Float) => sqrtFloat(F) [concrete]
semantics/float.k	232	syntax	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	syntax KItem ::= "#mathSqrt"
semantics/float.k	233	rule	priority	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule <k> Call(Attribute(Name("math"), "sqrt"), (E:Expr, .Exprs)) => E ~> #mathSqrt ... </k> [priority(40)]
semantics/float.k	234	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule <k> F:Float ~> #mathSqrt => sqrtF(F) ... </k>
semantics/float.k	235	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule <k> I:Int ~> #mathSqrt => sqrtF(intToF(I)) ... </k>  // ---- min / max over a FLOAT list — FLOAT branch of the shared #minCont0/#maxCont0 folds (which // seed/step with `requires isInt(V)`, so they are STUCK on floats). These add the `requires // isFloat(V)` seed + a Float-accumulator fold via K's minFloat/maxFloat — concrete for krun. A proof // over a SYMBOLIC float list intercepts min/max problem-locally to an opaque minVF/maxVF (at // #applyK, priority 40, in its verification.k) BEFORE #minAcc0, so this fold is krun-only. Additive: // the isFloat guard is disjoint from the existing isInt one.
semantics/float.k	243	syntax	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	syntax KItem ::= #maxAccF(Iterable, Float) | #maxContF(Float)
semantics/float.k	244	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAccF(R, {V}:>Float) ... </k> requires isFloat(V)
semantics/float.k	245	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule <k> #maxAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #maxContF(M) ... </k>
semantics/float.k	246	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule <k> #iterDone ~> #maxContF(M:Float) => M ... </k>
semantics/float.k	247	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #maxAccF(R, maxFloat(M, {V}:>Float)) ... </k> requires isFloat(V)
semantics/float.k	250	syntax	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	syntax KItem ::= #minAccF(Iterable, Float) | #minContF(Float)
semantics/float.k	251	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAccF(R, {V}:>Float) ... </k> requires isFloat(V)
semantics/float.k	252	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule <k> #minAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #minContF(M) ... </k>
semantics/float.k	253	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule <k> #iterDone ~> #minContF(M:Float) => M ... </k>
semantics/float.k	254	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule <k> #iterYield(V:Val, R:Iterable) ~> #minContF(M:Float) => #minAccF(R, minFloat(M, {V}:>Float)) ... </k> requires isFloat(V)  // ---- sum over a float list (krun; mirrors the min/max float paths). The Int-only shared // #sumCont sticks on a Float yield; switch to a Float-headed fold via addF (concrete twin). // The switch guard carries the SYNTACTIC negation of the Int rule's guard so a symbolic proof // with isInt(V) in its path condition refutes this branch without sort reasoning.
semantics/float.k	261	syntax	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	syntax KItem ::= #sumAccF(Iterable, Float) | #sumContF(Float)
semantics/float.k	262	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int) => #sumAccF(R, addF(intToF(ACC), {V}:>Float)) ... </k> requires isFloat(V) andBool notBool (isInt(V) orBool isBool(V))
semantics/float.k	265	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule <k> #sumAccF(IT:Iterable, ACC:Float) => #iterNext(IT) ~> #sumContF(ACC) ... </k>
semantics/float.k	266	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule <k> #iterDone ~> #sumContF(ACC:Float) => ACC ... </k>
semantics/float.k	267	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, {V}:>Float)) ... </k> requires isFloat(V)
semantics/float.k	270	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, intToF(intOf(V)))) ... </k> requires isInt(V) orBool isBool(V)
semantics/float.k	273	endmodule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	endmodule
semantics/functions.k	3	module	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	module MPY-FUNCTIONS
semantics/functions.k	4	imports	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	imports MPY-CORE  // call routing + callee/arg evaluation (#callee/#args/#argCont) live in call.k; // this module owns the frame lifecycle (bind params, return, pop).
semantics/functions.k	8	syntax	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	syntax KItem ::= frame(continuation: K, callerEnv: Int, savedLoc: Int) | #bindP(ParamNames, Vals) | "#pop" | "#endcall"  // ==== def / anonymous closure =============================================
semantics/functions.k	14	rule	-	FIXED_RELEVANT_MANUAL_ACCEPT	rule <k> FuncDef(F:String, Params(PNS:ParamNames), BODY:Stmts) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureVal(PNS, BODY, L) ], _) ... </scopes>
semantics/functions.k	18	syntax	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	syntax Expr ::= closureExpr(ParamNames, Stmts)
semantics/functions.k	19	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule <k> closureExpr(PNS:ParamNames, BODY:Stmts) => closureVal(PNS, BODY, L) ... </k> <env> L:Int </env>  // ==== annotated def/lambda (closure cells; spec 2.3) ====================== // closureValC(params, cellvars, body, captured-cells). No frame anchor: all // enclosing-local reads are freevars (symtable-complete) and go through the // captured cells; everything else is global/builtin, so the callee frame's // parent is the module scope (0) — sound after the defining frame dies.
semantics/functions.k	27	syntax	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	syntax Val ::= closureValC(ParamNames, ParamNames, Stmts, Map)  // capture: resolve each freevar to the enclosing frame's cellRef, then bind // (FuncDef) or yield (Lambda) the closure value.
semantics/functions.k	31	syntax	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	syntax KItem ::= #mkClosure(String, ParamNames, ParamNames, ParamNames, Stmts, Map) | #mkLambda(ParamNames, ParamNames, ParamNames, Stmts, Map)
semantics/functions.k	33	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule <k> FuncDef(F:String, Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), BODY:Stmts) => #mkClosure(F, PNS, CVS, FVS, BODY, .Map) ... </k>
semantics/functions.k	36	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkClosure(F, PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires FV in_keys(M)
semantics/functions.k	42	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureValC(PNS, CVS, BODY, CM) ], _) ... </scopes>
semantics/functions.k	47	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule <k> Lambda(Params(PNS:ParamNames), E:Expr) => closureVal(PNS, Return(E) .Stmts, L) ... </k> <env> L:Int </env>
semantics/functions.k	50	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule <k> Lambda(Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), E:Expr) => #mkLambda(PNS, CVS, FVS, Return(E) .Stmts, .Map) ... </k>
semantics/functions.k	53	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkLambda(PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires FV in_keys(M)
semantics/functions.k	59	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => closureValC(PNS, CVS, BODY, CM) ... </k>  // ==== bind params ========================================================
semantics/functions.k	63	rule	-	FIXED_RELEVANT_MANUAL_ACCEPT	rule <k> #bindP(.ParamNames, .Vals) => .K ... </k>
semantics/functions.k	64	rule	-	FIXED_RELEVANT_MANUAL_ACCEPT	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ P <- V ], _) ... </scopes> // a param that is a cellvar was pre-bound to its cell at frame entry
semantics/functions.k	68	rule	priority	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #cellW({M[P]}:>Val, V) ~> #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires "$cells" in_keys(M) andBool pnMember(P, cellsOf({M["$cells"]}:>Val)) andBool P in_keys(M) andBool isCellRef({M[P]}:>Val) [priority(40)]  // ==== return / pop the frame (the returned expr evaluates by strictness) ==
semantics/functions.k	78	rule	-	FIXED_RELEVANT_MANUAL_ACCEPT	rule <k> Return(V:Val) ~> _ => #pop </k> <ret> noRet => retV(V) </ret>
semantics/functions.k	80	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule <k> #endcall => #pop ... </k> <ret> noRet => retV(noneV) </ret> // pop: restore env, DEALLOCATE the callee frame, and wind scopeLoc back (LIFO allocation // makes the saved loc the callee frame's own loc). Sound because no closureVal outlives its // defining frame (frontend subset: no returned/stored closures; module defs live in loc 0).
semantics/functions.k	85	rule	-	FIXED_RELEVANT_MANUAL_ACCEPT	rule <k> #pop => V ~> CONT </k> <ret>   retV(V) => noRet </ret> <stack> ListItem(frame(CONT:K, CALLERL:Int, SAVEDL:Int)) => .List ... </stack> <env>   L:Int => CALLERL </env> <scopes> SC:Map => SC [ L <- undef ] </scopes> <scopeLoc> _ => SAVEDL </scopeLoc>
semantics/functions.k	91	endmodule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	endmodule
semantics/int.k	4	module	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	module MPY-INT
semantics/int.k	5	imports	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	imports MPY-CORE
semantics/int.k	7	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule applyUn("-", I:Int) => 0 -Int I
semantics/int.k	9	rule	-	FIXED_RELEVANT_MANUAL_ACCEPT	rule applyBin("+",  I1:Int, I2:Int) => I1 +Int I2 // Bool participates in int arithmetic (x += (a == b))
semantics/int.k	11	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule applyBin("+",  I:Int, B:Bool) => I +Int #if B #then 1 #else 0 #fi
semantics/int.k	12	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule applyBin("+",  B:Bool, I:Int) => #if B #then 1 #else 0 #fi +Int I
semantics/int.k	13	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule applyBin("-",  I1:Int, I2:Int) => I1 -Int I2
semantics/int.k	14	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule applyBin("*",  I1:Int, I2:Int) => I1 *Int I2
