id	file	lines	kind	source_class	semantic_class	attributes	declaration
K0564	reference-semantics/semantics/float.k	132-132	rule	trusted-supplied	equational-rule		rule applyBin("**", I:Int, F:Float) => powF(intToF(I), F)
K0565	reference-semantics/semantics/float.k	133-133	rule	trusted-supplied	equational-rule		rule applyBin("**", F:Float, I:Int) => powF(F, intToF(I))
K0566	reference-semantics/semantics/float.k	134-134	rule	trusted-supplied	equational-rule		rule applyBin("-", I:Int, F:Float) => subF(intToF(I), F)
K0567	reference-semantics/semantics/float.k	135-135	rule	trusted-supplied	equational-rule		rule applyBin("-", F:Float, I:Int) => subF(F, intToF(I))
K0568	reference-semantics/semantics/float.k	136-136	rule	trusted-supplied	equational-rule		rule applyBin("+", I:Int, F:Float) => addF(intToF(I), F)
K0569	reference-semantics/semantics/float.k	137-137	rule	trusted-supplied	equational-rule		rule applyBin("+", F:Float, I:Int) => addF(F, intToF(I))
K0570	reference-semantics/semantics/float.k	138-138	rule	trusted-supplied	equational-rule		rule applyBin("*", I:Int, F:Float) => mulF(intToF(I), F)
K0571	reference-semantics/semantics/float.k	139-139	rule	trusted-supplied	equational-rule		rule applyBin("*", F:Float, I:Int) => mulF(F, intToF(I))
K0572	reference-semantics/semantics/float.k	142-142	syntax	trusted-supplied	syntax	function, total, symbol(eqF), no-evaluators	syntax Bool ::= eqF(Float, Float) [function, total, symbol(eqF), no-evaluators]
K0573	reference-semantics/semantics/float.k	143-143	rule	trusted-supplied	equational-rule	concrete	rule eqF(F1:Float, F2:Float) => F1 ==Float F2 [concrete]
K0574	reference-semantics/semantics/float.k	144-144	rule	trusted-supplied	equational-rule		rule applyCmp("==", I:Int, F:Float) => eqF(intToF(I), F)
K0575	reference-semantics/semantics/float.k	145-145	rule	trusted-supplied	equational-rule		rule applyCmp("==", F:Float, I:Int) => eqF(F, intToF(I))
K0576	reference-semantics/semantics/float.k	146-146	rule	trusted-supplied	equational-rule		rule applyCmp("!=", I:Int, F:Float) => notBool eqF(intToF(I), F)
K0577	reference-semantics/semantics/float.k	147-147	rule	trusted-supplied	equational-rule		rule applyCmp("!=", F:Float, I:Int) => notBool eqF(F, intToF(I))
K0578	reference-semantics/semantics/float.k	148-148	rule	trusted-supplied	equational-rule		rule applyCmp("<", I:Int, F:Float) => floatLt(intToF(I), F)
K0579	reference-semantics/semantics/float.k	149-149	rule	trusted-supplied	equational-rule		rule applyCmp("<", F:Float, I:Int) => floatLt(F, intToF(I))
K0580	reference-semantics/semantics/float.k	150-150	rule	trusted-supplied	equational-rule		rule applyCmp(">", I:Int, F:Float) => gtF(intToF(I), F)
K0581	reference-semantics/semantics/float.k	151-151	rule	trusted-supplied	equational-rule		rule applyCmp(">", F:Float, I:Int) => gtF(F, intToF(I))
K0582	reference-semantics/semantics/float.k	154-154	rule	trusted-supplied	equational-rule		rule applyCmp("==", V:Val, noneV) => V ==K noneV
K0583	reference-semantics/semantics/float.k	155-155	rule	trusted-supplied	equational-rule		rule applyCmp("!=", V:Val, noneV) => notBool (V ==K noneV)
K0584	reference-semantics/semantics/float.k	160-160	syntax	trusted-supplied	syntax	function, total, symbol(decStrToF), no-evaluators	syntax Float ::= decStrToF(IntSeq) [function, total, symbol(decStrToF), no-evaluators]
K0585	reference-semantics/semantics/float.k	161-161	rule	trusted-supplied	equational-rule	concrete	rule decStrToF(iCons(45, CS:IntSeq)) => 0.0 -Float decStrToF(CS) [concrete]
K0586	reference-semantics/semantics/float.k	162-164	rule	trusted-supplied	equational-rule	concrete	rule decStrToF(CS:IntSeq) => intToF(intPart(CS)) +Float (intToF(fracPart(CS)) /Float intToF(fracScale(CS))) requires isLen(CS) >Int 0 andBool headIS(CS) =/=Int 45 [concrete]
K0587	reference-semantics/semantics/float.k	165-165	syntax	trusted-supplied	syntax	function	syntax Int ::= headIS(IntSeq) [function]
K0588	reference-semantics/semantics/float.k	166-166	rule	trusted-supplied	equational-rule		rule headIS(iCons(C:Int, _:IntSeq)) => C
K0589	reference-semantics/semantics/float.k	167-167	syntax	trusted-supplied	syntax	function, total	syntax Int ::= intPart(IntSeq) [function, total] | intPartAcc(IntSeq, Int) [function, total]
K0590	reference-semantics/semantics/float.k	168-168	rule	trusted-supplied	equational-rule		rule intPart(CS:IntSeq) => intPartAcc(CS, 0)
K0591	reference-semantics/semantics/float.k	169-169	rule	trusted-supplied	equational-rule		rule intPartAcc(.IntSeq, A:Int) => A
K0592	reference-semantics/semantics/float.k	170-170	rule	trusted-supplied	equational-rule		rule intPartAcc(iCons(46, _:IntSeq), A:Int) => A
K0593	reference-semantics/semantics/float.k	171-172	rule	trusted-supplied	equational-rule		rule intPartAcc(iCons(C:Int, R:IntSeq), A:Int) => intPartAcc(R, A *Int 10 +Int (C -Int 48)) requires C =/=Int 46
K0594	reference-semantics/semantics/float.k	173-173	syntax	trusted-supplied	syntax	function, total	syntax Int ::= fracPart(IntSeq) [function, total] | fracAcc(IntSeq, Int) [function, total]
K0595	reference-semantics/semantics/float.k	174-174	rule	trusted-supplied	equational-rule		rule fracPart(.IntSeq) => 0
K0596	reference-semantics/semantics/float.k	175-175	rule	trusted-supplied	equational-rule		rule fracPart(iCons(46, R:IntSeq)) => fracAcc(R, 0)
K0597	reference-semantics/semantics/float.k	176-176	rule	trusted-supplied	equational-rule		rule fracPart(iCons(C:Int, R:IntSeq)) => fracPart(R) requires C =/=Int 46
K0598	reference-semantics/semantics/float.k	177-177	rule	trusted-supplied	equational-rule		rule fracAcc(.IntSeq, A:Int) => A
K0599	reference-semantics/semantics/float.k	178-178	rule	trusted-supplied	equational-rule		rule fracAcc(iCons(C:Int, R:IntSeq), A:Int) => fracAcc(R, A *Int 10 +Int (C -Int 48))
K0600	reference-semantics/semantics/float.k	179-179	syntax	trusted-supplied	syntax	function, total	syntax Int ::= fracScale(IntSeq) [function, total] | fscAcc(IntSeq, Int) [function, total]
K0601	reference-semantics/semantics/float.k	180-180	rule	trusted-supplied	equational-rule		rule fracScale(.IntSeq) => 1
K0602	reference-semantics/semantics/float.k	181-181	rule	trusted-supplied	equational-rule		rule fracScale(iCons(46, R:IntSeq)) => fscAcc(R, 1)
K0603	reference-semantics/semantics/float.k	182-182	rule	trusted-supplied	equational-rule		rule fracScale(iCons(C:Int, R:IntSeq)) => fracScale(R) requires C =/=Int 46
K0604	reference-semantics/semantics/float.k	183-183	rule	trusted-supplied	equational-rule		rule fscAcc(.IntSeq, A:Int) => A
K0605	reference-semantics/semantics/float.k	184-184	rule	trusted-supplied	equational-rule		rule fscAcc(iCons(_:Int, R:IntSeq), A:Int) => fscAcc(R, A *Int 10)
K0606	reference-semantics/semantics/float.k	185-185	rule	trusted-supplied	equational-rule		rule applyBuiltin("float", str(CS:IntSeq), .Vals) => decStrToF(CS)
K0607	reference-semantics/semantics/float.k	186-186	rule	trusted-supplied	equational-rule		rule applyBuiltin("float", I:Int, .Vals) => intToF(I)
K0608	reference-semantics/semantics/float.k	187-187	rule	trusted-supplied	equational-rule		rule applyBuiltin("float", F:Float, .Vals) => F
K0609	reference-semantics/semantics/float.k	190-190	syntax	trusted-supplied	syntax	function, total, symbol(divFloatIntV), no-evaluators	syntax Float ::= divFloatIntV(Float, Int) [function, total, symbol(divFloatIntV), no-evaluators]
K0610	reference-semantics/semantics/float.k	191-191	rule	trusted-supplied	equational-rule	concrete	rule divFloatIntV(F:Float, I:Int) => F /Float Int2Float(I, 53, 11) [concrete]
K0611	reference-semantics/semantics/float.k	192-192	rule	trusted-supplied	equational-rule		rule applyBin("/", F:Float, I:Int) => divFloatIntV(F, I)
K0612	reference-semantics/semantics/float.k	195-195	syntax	trusted-supplied	syntax	function, total, symbol(intToF), no-evaluators	syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]
K0613	reference-semantics/semantics/float.k	196-196	rule	trusted-supplied	equational-rule	concrete	rule intToF(I:Int) => Int2Float(I, 53, 11) [concrete]
K0614	reference-semantics/semantics/float.k	197-197	rule	trusted-supplied	equational-rule		rule applyBin("+", I:Int, F:Float) => addF(intToF(I), F)
K0615	reference-semantics/semantics/float.k	198-198	rule	trusted-supplied	equational-rule		rule applyBin("+", F:Float, I:Int) => addF(F, intToF(I))
K0616	reference-semantics/semantics/float.k	199-199	rule	trusted-supplied	equational-rule		rule applyBin("-", I:Int, F:Float) => subF(intToF(I), F)
K0617	reference-semantics/semantics/float.k	200-200	rule	trusted-supplied	equational-rule		rule applyBin("-", F:Float, I:Int) => subF(F, intToF(I))
K0618	reference-semantics/semantics/float.k	201-201	rule	trusted-supplied	equational-rule		rule applyBin("*", I:Int, F:Float) => mulF(intToF(I), F)
K0619	reference-semantics/semantics/float.k	202-202	rule	trusted-supplied	equational-rule		rule applyBin("*", F:Float, I:Int) => mulF(F, intToF(I))
K0620	reference-semantics/semantics/float.k	203-203	rule	trusted-supplied	equational-rule		rule applyCmp("<", I:Int, F:Float) => floatLt(intToF(I), F)
K0621	reference-semantics/semantics/float.k	204-204	rule	trusted-supplied	equational-rule		rule applyCmp("<", F:Float, I:Int) => floatLt(F, intToF(I))
K0622	reference-semantics/semantics/float.k	205-205	rule	trusted-supplied	equational-rule		rule applyCmp(">", I:Int, F:Float) => gtF(intToF(I), F)
K0623	reference-semantics/semantics/float.k	206-206	rule	trusted-supplied	equational-rule		rule applyCmp(">", F:Float, I:Int) => gtF(F, intToF(I))
K0624	reference-semantics/semantics/float.k	209-209	syntax	trusted-supplied	syntax	function, total, symbol(truncF), no-evaluators	syntax Int ::= truncF(Float) [function, total, symbol(truncF), no-evaluators]
K0625	reference-semantics/semantics/float.k	210-210	rule	trusted-supplied	equational-rule	concrete	rule truncF(F:Float) => #if F >=Float 0.0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi [concrete]
K0626	reference-semantics/semantics/float.k	211-211	rule	trusted-supplied	equational-rule		rule applyBuiltin("int", F:Float, .Vals) => truncF(F)
K0627	reference-semantics/semantics/float.k	213-213	rule	trusted-supplied	equational-rule		rule applyBuiltin("float", I:Int, .Vals) => intToF(I)
K0628	reference-semantics/semantics/float.k	214-214	rule	trusted-supplied	equational-rule		rule applyBuiltin("float", F:Float, .Vals) => F
K0629	reference-semantics/semantics/float.k	217-217	syntax	trusted-supplied	syntax	function, total, symbol(roundF), no-evaluators	syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]
K0630	reference-semantics/semantics/float.k	218-222	rule	trusted-supplied	equational-rule	concrete	rule roundF(F:Float) => #if (F -Float floorFloat(F)) ==Float 0.5 #then (#if Float2Int(floorFloat(F)) %Int 2 ==Int 0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi) #else Float2Int(floorFloat(F +Float 0.5)) #fi [concrete]
K0631	reference-semantics/semantics/float.k	223-223	syntax	trusted-supplied	syntax	function, total, symbol(roundFN), no-evaluators	syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]
K0632	reference-semantics/semantics/float.k	224-226	rule	trusted-supplied	equational-rule	concrete	rule roundFN(F:Float, N:Int) => Int2Float(roundF(F *Float Int2Float(10 ^Int N, 53, 11)), 53, 11) /Float Int2Float(10 ^Int N, 53, 11) [concrete]
K0633	reference-semantics/semantics/float.k	227-227	rule	trusted-supplied	equational-rule		rule applyBuiltin("round", F:Float, .Vals) => roundF(F)
K0634	reference-semantics/semantics/float.k	228-228	rule	trusted-supplied	equational-rule		rule applyBuiltin("round", F:Float, N:Int, .Vals) => roundFN(F, N)
K0635	reference-semantics/semantics/float.k	230-230	syntax	trusted-supplied	syntax	function, total, symbol(sqrtF), no-evaluators	syntax Float ::= sqrtF(Float) [function, total, symbol(sqrtF), no-evaluators]
K0636	reference-semantics/semantics/float.k	231-231	rule	trusted-supplied	equational-rule	concrete	rule sqrtF(F:Float) => sqrtFloat(F) [concrete]
K0637	reference-semantics/semantics/float.k	232-232	syntax	trusted-supplied	syntax		syntax KItem ::= "#mathSqrt"
K0638	reference-semantics/semantics/float.k	233-233	rule	trusted-supplied	operational-rule	priority(40)	rule <k> Call(Attribute(Name("math"), "sqrt"), (E:Expr, .Exprs)) => E ~> #mathSqrt ... </k> [priority(40)]
K0639	reference-semantics/semantics/float.k	234-234	rule	trusted-supplied	operational-rule		rule <k> F:Float ~> #mathSqrt => sqrtF(F) ... </k>
K0640	reference-semantics/semantics/float.k	235-235	rule	trusted-supplied	operational-rule		rule <k> I:Int ~> #mathSqrt => sqrtF(intToF(I)) ... </k>
K0641	reference-semantics/semantics/float.k	243-243	syntax	trusted-supplied	syntax		syntax KItem ::= #maxAccF(Iterable, Float) | #maxContF(Float)
K0642	reference-semantics/semantics/float.k	244-244	rule	trusted-supplied	operational-rule		rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAccF(R, {V}:>Float) ... </k> requires isFloat(V)
K0643	reference-semantics/semantics/float.k	245-245	rule	trusted-supplied	operational-rule		rule <k> #maxAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #maxContF(M) ... </k>
K0644	reference-semantics/semantics/float.k	246-246	rule	trusted-supplied	operational-rule		rule <k> #iterDone ~> #maxContF(M:Float) => M ... </k>
K0645	reference-semantics/semantics/float.k	247-248	rule	trusted-supplied	operational-rule		rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #maxAccF(R, maxFloat(M, {V}:>Float)) ... </k> requires isFloat(V)
K0646	reference-semantics/semantics/float.k	250-250	syntax	trusted-supplied	syntax		syntax KItem ::= #minAccF(Iterable, Float) | #minContF(Float)
K0647	reference-semantics/semantics/float.k	251-251	rule	trusted-supplied	operational-rule		rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAccF(R, {V}:>Float) ... </k> requires isFloat(V)
K0648	reference-semantics/semantics/float.k	252-252	rule	trusted-supplied	operational-rule		rule <k> #minAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #minContF(M) ... </k>
K0649	reference-semantics/semantics/float.k	253-253	rule	trusted-supplied	operational-rule		rule <k> #iterDone ~> #minContF(M:Float) => M ... </k>
K0650	reference-semantics/semantics/float.k	254-255	rule	trusted-supplied	operational-rule		rule <k> #iterYield(V:Val, R:Iterable) ~> #minContF(M:Float) => #minAccF(R, minFloat(M, {V}:>Float)) ... </k> requires isFloat(V)
K0651	reference-semantics/semantics/float.k	261-261	syntax	trusted-supplied	syntax		syntax KItem ::= #sumAccF(Iterable, Float) | #sumContF(Float)
K0652	reference-semantics/semantics/float.k	262-264	rule	trusted-supplied	operational-rule		rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int) => #sumAccF(R, addF(intToF(ACC), {V}:>Float)) ... </k> requires isFloat(V) andBool notBool (isInt(V) orBool isBool(V))
K0653	reference-semantics/semantics/float.k	265-265	rule	trusted-supplied	operational-rule		rule <k> #sumAccF(IT:Iterable, ACC:Float) => #iterNext(IT) ~> #sumContF(ACC) ... </k>
K0654	reference-semantics/semantics/float.k	266-266	rule	trusted-supplied	operational-rule		rule <k> #iterDone ~> #sumContF(ACC:Float) => ACC ... </k>
K0655	reference-semantics/semantics/float.k	267-269	rule	trusted-supplied	operational-rule		rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, {V}:>Float)) ... </k> requires isFloat(V)
K0656	reference-semantics/semantics/float.k	270-272	rule	trusted-supplied	operational-rule		rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, intToF(intOf(V)))) ... </k> requires isInt(V) orBool isBool(V)
K0657	reference-semantics/semantics/functions.k	3-3	module	trusted-supplied	module		module MPY-FUNCTIONS
K0658	reference-semantics/semantics/functions.k	4-4	imports	trusted-supplied	imports		imports MPY-CORE
K0659	reference-semantics/semantics/functions.k	8-11	syntax	trusted-supplied	syntax		syntax KItem ::= frame(continuation: K, callerEnv: Int, savedLoc: Int) | #bindP(ParamNames, Vals) | "#pop" | "#endcall"
K0660	reference-semantics/semantics/functions.k	14-16	rule	trusted-supplied	operational-rule		rule <k> FuncDef(F:String, Params(PNS:ParamNames), BODY:Stmts) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureVal(PNS, BODY, L) ], _) ... </scopes>
K0661	reference-semantics/semantics/functions.k	18-18	syntax	trusted-supplied	syntax		syntax Expr ::= closureExpr(ParamNames, Stmts)
K0662	reference-semantics/semantics/functions.k	19-20	rule	trusted-supplied	operational-rule		rule <k> closureExpr(PNS:ParamNames, BODY:Stmts) => closureVal(PNS, BODY, L) ... </k> <env> L:Int </env>
K0663	reference-semantics/semantics/functions.k	27-27	syntax	trusted-supplied	syntax		syntax Val ::= closureValC(ParamNames, ParamNames, Stmts, Map)
K0664	reference-semantics/semantics/functions.k	31-32	syntax	trusted-supplied	syntax		syntax KItem ::= #mkClosure(String, ParamNames, ParamNames, ParamNames, Stmts, Map) | #mkLambda(ParamNames, ParamNames, ParamNames, Stmts, Map)
K0665	reference-semantics/semantics/functions.k	33-35	rule	trusted-supplied	operational-rule		rule <k> FuncDef(F:String, Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), BODY:Stmts) => #mkClosure(F, PNS, CVS, FVS, BODY, .Map) ... </k>
K0666	reference-semantics/semantics/functions.k	36-41	rule	trusted-supplied	operational-rule		rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkClosure(F, PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires FV in_keys(M)
K0667	reference-semantics/semantics/functions.k	42-45	rule	trusted-supplied	operational-rule		rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureValC(PNS, CVS, BODY, CM) ], _) ... </scopes>
K0668	reference-semantics/semantics/functions.k	47-49	rule	trusted-supplied	operational-rule		rule <k> Lambda(Params(PNS:ParamNames), E:Expr) => closureVal(PNS, Return(E) .Stmts, L) ... </k> <env> L:Int </env>
K0669	reference-semantics/semantics/functions.k	50-52	rule	trusted-supplied	operational-rule		rule <k> Lambda(Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), E:Expr) => #mkLambda(PNS, CVS, FVS, Return(E) .Stmts, .Map) ... </k>
K0670	reference-semantics/semantics/functions.k	53-58	rule	trusted-supplied	operational-rule		rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkLambda(PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires FV in_keys(M)
K0671	reference-semantics/semantics/functions.k	59-60	rule	trusted-supplied	operational-rule		rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => closureValC(PNS, CVS, BODY, CM) ... </k>
K0672	reference-semantics/semantics/functions.k	63-63	rule	trusted-supplied	operational-rule		rule <k> #bindP(.ParamNames, .Vals) => .K ... </k>
K0673	reference-semantics/semantics/functions.k	64-66	rule	trusted-supplied	operational-rule		rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ P <- V ], _) ... </scopes>
K0674	reference-semantics/semantics/functions.k	68-75	rule	trusted-supplied	operational-rule	priority(40)	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #cellW({M[P]}:>Val, V) ~> #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires "$cells" in_keys(M) andBool pnMember(P, cellsOf({M["$cells"]}:>Val)) andBool P in_keys(M) andBool isCellRef({M[P]}:>Val) [priority(40)]
K0675	reference-semantics/semantics/functions.k	78-79	rule	trusted-supplied	operational-rule		rule <k> Return(V:Val) ~> _ => #pop </k> <ret> noRet => retV(V) </ret>
K0676	reference-semantics/semantics/functions.k	80-81	rule	trusted-supplied	operational-rule		rule <k> #endcall => #pop ... </k> <ret> noRet => retV(noneV) </ret>
K0677	reference-semantics/semantics/functions.k	85-90	rule	trusted-supplied	operational-rule		rule <k> #pop => V ~> CONT </k> <ret> retV(V) => noRet </ret> <stack> ListItem(frame(CONT:K, CALLERL:Int, SAVEDL:Int)) => .List ... </stack> <env> L:Int => CALLERL </env> <scopes> SC:Map => SC [ L <- undef ] </scopes> <scopeLoc> _ => SAVEDL </scopeLoc>
K0678	reference-semantics/semantics/int.k	4-4	module	trusted-supplied	module		module MPY-INT
K0679	reference-semantics/semantics/int.k	5-5	imports	trusted-supplied	imports		imports MPY-CORE
K0680	reference-semantics/semantics/int.k	7-7	rule	trusted-supplied	equational-rule		rule applyUn("-", I:Int) => 0 -Int I
K0681	reference-semantics/semantics/int.k	9-9	rule	trusted-supplied	equational-rule		rule applyBin("+", I1:Int, I2:Int) => I1 +Int I2
K0682	reference-semantics/semantics/int.k	11-11	rule	trusted-supplied	equational-rule		rule applyBin("+", I:Int, B:Bool) => I +Int #if B #then 1 #else 0 #fi
K0683	reference-semantics/semantics/int.k	12-12	rule	trusted-supplied	equational-rule		rule applyBin("+", B:Bool, I:Int) => #if B #then 1 #else 0 #fi +Int I
K0684	reference-semantics/semantics/int.k	13-13	rule	trusted-supplied	equational-rule		rule applyBin("-", I1:Int, I2:Int) => I1 -Int I2
K0685	reference-semantics/semantics/int.k	14-14	rule	trusted-supplied	equational-rule		rule applyBin("*", I1:Int, I2:Int) => I1 *Int I2
K0686	reference-semantics/semantics/int.k	15-15	rule	trusted-supplied	equational-rule		rule applyBin("%", I1:Int, I2:Int) => pyMod(I1, I2)
K0687	reference-semantics/semantics/int.k	16-16	rule	trusted-supplied	equational-rule		rule applyBin("//", I1:Int, I2:Int) => (I1 -Int pyMod(I1, I2)) /Int I2
K0688	reference-semantics/semantics/int.k	17-17	rule	trusted-supplied	equational-rule		rule applyBin("**", I1:Int, I2:Int) => I1 ^Int I2 requires I2 >=Int 0
K0689	reference-semantics/semantics/int.k	19-19	syntax	trusted-supplied	syntax	function	syntax Int ::= pyMod(Int, Int) [function]
K0690	reference-semantics/semantics/int.k	20-20	rule	trusted-supplied	equational-rule		rule pyMod(I1:Int, I2:Int) => ((I1 %Int I2) +Int I2) %Int I2
K0691	reference-semantics/semantics/int.k	22-22	rule	trusted-supplied	equational-rule		rule applyCmp("<", I1:Int, I2:Int) => I1 <Int I2
K0692	reference-semantics/semantics/int.k	23-23	rule	trusted-supplied	equational-rule		rule applyCmp("<=", I1:Int, I2:Int) => I1 <=Int I2
K0693	reference-semantics/semantics/int.k	24-24	rule	trusted-supplied	equational-rule		rule applyCmp(">", I1:Int, I2:Int) => I1 >Int I2
K0694	reference-semantics/semantics/int.k	25-25	rule	trusted-supplied	equational-rule		rule applyCmp(">=", I1:Int, I2:Int) => I1 >=Int I2
K0695	reference-semantics/semantics/int.k	26-26	rule	trusted-supplied	equational-rule		rule applyCmp("==", I1:Int, I2:Int) => I1 ==Int I2
K0696	reference-semantics/semantics/int.k	27-27	rule	trusted-supplied	equational-rule		rule applyCmp("!=", I1:Int, I2:Int) => I1 =/=Int I2
K0697	reference-semantics/semantics/iter.k	6-6	module	trusted-supplied	module		module MPY-ITER
K0698	reference-semantics/semantics/iter.k	7-7	imports	trusted-supplied	imports		imports MPY-CORE
K0699	reference-semantics/semantics/iter.k	8-8	syntax	trusted-supplied	syntax		syntax KItem ::= #iterNext(Iterable) | "#iterDone" | #iterYield(Val, Iterable)
K0700	reference-semantics/semantics/list.k	3-3	module	trusted-supplied	module		module MPY-LIST
K0701	reference-semantics/semantics/list.k	4-4	imports	trusted-supplied	imports		imports MPY-CORE
K0702	reference-semantics/semantics/list.k	5-5	imports	trusted-supplied	imports		imports MPY-ITER
K0703	reference-semantics/semantics/list.k	6-6	imports	trusted-supplied	imports		imports MPY-OPERATORS
K0704	reference-semantics/semantics/list.k	9-9	rule	trusted-supplied	operational-rule		rule <k> #iterNext(list(.ValSeq)) => #iterDone ... </k>
K0705	reference-semantics/semantics/list.k	10-10	rule	trusted-supplied	operational-rule		rule <k> #iterNext(list(vCons(V:Val, R:ValSeq))) => #iterYield(V, list(R)) ... </k>
K0706	reference-semantics/semantics/list.k	13-13	syntax	trusted-supplied	syntax		syntax ApplyK ::= "toList"
K0707	reference-semantics/semantics/list.k	14-14	rule	trusted-supplied	operational-rule		rule <k> ListExpr(ES:Exprs) => #evalArgs(ES, .Vals, toList) ... </k>
K0708	reference-semantics/semantics/list.k	15-15	rule	trusted-supplied	operational-rule		rule <k> #applyK(toList, ACC:Vals) => #alloc(list(vals2valSeq(ACC))) ... </k>
K0709	reference-semantics/semantics/list.k	18-18	syntax	trusted-supplied	syntax	function, total	syntax ValSeq ::= valSeqConcat(ValSeq, ValSeq) [function, total]
K0710	reference-semantics/semantics/list.k	19-19	rule	trusted-supplied	equational-rule		rule valSeqConcat(.ValSeq, T:ValSeq) => T
K0711	reference-semantics/semantics/list.k	20-20	rule	trusted-supplied	equational-rule		rule valSeqConcat(vCons(V:Val, S:ValSeq), T:ValSeq) => vCons(V, valSeqConcat(S, T))
K0712	reference-semantics/semantics/list.k	24-25	rule	trusted-supplied	operational-rule	priority(45)	rule <k> BinOp("+", list(A:ValSeq), list(B:ValSeq)) => #alloc(list(valSeqConcat(A, B))) ... </k> [priority(45)]
K0713	reference-semantics/semantics/list.k	27-27	rule	trusted-supplied	equational-rule		rule applyCmp("==", list(A:ValSeq), list(B:ValSeq)) => A ==K B
K0714	reference-semantics/semantics/list.k	28-28	rule	trusted-supplied	equational-rule		rule applyCmp("!=", list(A:ValSeq), list(B:ValSeq)) => notBool (A ==K B)
K0715	reference-semantics/semantics/list.k	33-33	syntax	trusted-supplied	syntax	function, total	syntax Bool ::= hasRefVS(ValSeq) [function, total]
K0716	reference-semantics/semantics/list.k	34-34	rule	trusted-supplied	equational-rule		rule hasRefVS(.ValSeq) => false
K0717	reference-semantics/semantics/list.k	35-35	rule	trusted-supplied	equational-rule		rule hasRefVS(vCons(V:Val, R:ValSeq)) => isRefV(V) orBool hasRefVS(R)
K0718	reference-semantics/semantics/list.k	37-38	syntax	trusted-supplied	syntax	function	syntax Bool ::= deepEqVS(ValSeq, ValSeq, Map) [function] | deepEqV(Val, Val, Map) [function]
K0719	reference-semantics/semantics/list.k	39-39	rule	trusted-supplied	equational-rule		rule deepEqVS(.ValSeq, .ValSeq, _:Map) => true
K0720	reference-semantics/semantics/list.k	40-40	rule	trusted-supplied	equational-rule		rule deepEqVS(.ValSeq, vCons(_:Val, _:ValSeq), _:Map) => false
K0721	reference-semantics/semantics/list.k	41-41	rule	trusted-supplied	equational-rule		rule deepEqVS(vCons(_:Val, _:ValSeq), .ValSeq, _:Map) => false
K0722	reference-semantics/semantics/list.k	42-43	rule	trusted-supplied	equational-rule		rule deepEqVS(vCons(A:Val, As:ValSeq), vCons(B:Val, Bs:ValSeq), HP:Map) => deepEqV(A, B, HP) andBool deepEqVS(As, Bs, HP)
K0723	reference-semantics/semantics/list.k	45-46	rule	trusted-supplied	equational-rule		rule deepEqV(ref(H:Int), B:Val, HP:Map) => deepEqV({HP[H]}:>Val, B, HP) requires H in_keys(HP)
K0724	reference-semantics/semantics/list.k	47-48	rule	trusted-supplied	equational-rule		rule deepEqV(A:Val, ref(H:Int), HP:Map) => deepEqV(A, {HP[H]}:>Val, HP) requires notBool isRefV(A) andBool H in_keys(HP)
