Script started on 2026-07-29 05:51:36-05:00 [<not executed on terminal>]
source_file_count=26
record_count=1109
kind_counts={'claim': 3, 'configuration': 1, 'context': 5, 'endmodule': 27, 'imports': 88, 'module': 27, 'requires': 25, 'rule': 702, 'syntax': 231}
decision_counts={'CLAIM_MANUAL_REVIEW': 7, 'FIXED_RELEVANT_REVIEWED': 300, 'FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE': 787, 'PROOF_LOCAL_MANUAL_REVIEW': 15}
attribute_counts={'concrete': 36, 'function': 148, 'macro': 6, 'no-evaluators': 22, 'owise': 26, 'priority': 45, 'seqstrict': 1, 'simplification': 1, 'strict': 2, 'symbol': 25, 'total': 109}
id	path:line	kind	attributes	decision	declaration
0567	reference-semantics/semantics/float.k:119	syntax	function,total,symbol,no-evaluators	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	syntax Float ::= powF(Float, Float) [function, total, symbol(powF), no-evaluators]
0568	reference-semantics/semantics/float.k:120	rule	concrete	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule powF(F1:Float, F2:Float) => F1 ^Float F2 [concrete]
0569	reference-semantics/semantics/float.k:121	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule applyBin("**", F1:Float, F2:Float) => powF(F1, F2)
0570	reference-semantics/semantics/float.k:125	syntax	function,total,symbol,no-evaluators	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	syntax Bool ::= gtF(Float, Float) [function, total, symbol(gtF), no-evaluators]
0571	reference-semantics/semantics/float.k:126	rule	concrete	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule gtF(F1:Float, F2:Float) => F1 >Float F2 [concrete]
0572	reference-semantics/semantics/float.k:127	rule	-	FIXED_RELEVANT_REVIEWED	rule applyCmp(">",  F1:Float, F2:Float) => gtF(F1, F2)
0573	reference-semantics/semantics/float.k:128	rule	-	FIXED_RELEVANT_REVIEWED	rule applyCmp(">=", F1:Float, F2:Float) => notBool floatLt(F1, F2)
0574	reference-semantics/semantics/float.k:129	rule	-	FIXED_RELEVANT_REVIEWED	rule applyCmp("<=", F1:Float, F2:Float) => notBool gtF(F1, F2)
0575	reference-semantics/semantics/float.k:132	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule applyBin("**", I:Int, F:Float) => powF(intToF(I), F)
0576	reference-semantics/semantics/float.k:133	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule applyBin("**", F:Float, I:Int) => powF(F, intToF(I))
0577	reference-semantics/semantics/float.k:134	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule applyBin("-",  I:Int, F:Float) => subF(intToF(I), F)
0578	reference-semantics/semantics/float.k:135	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule applyBin("-",  F:Float, I:Int) => subF(F, intToF(I))
0579	reference-semantics/semantics/float.k:136	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule applyBin("+",  I:Int, F:Float) => addF(intToF(I), F)
0580	reference-semantics/semantics/float.k:137	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule applyBin("+",  F:Float, I:Int) => addF(F, intToF(I))
0581	reference-semantics/semantics/float.k:138	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule applyBin("*",  I:Int, F:Float) => mulF(intToF(I), F)
0582	reference-semantics/semantics/float.k:139	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule applyBin("*",  F:Float, I:Int) => mulF(F, intToF(I))
0583	reference-semantics/semantics/float.k:142	syntax	function,total,symbol,no-evaluators	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	syntax Bool ::= eqF(Float, Float) [function, total, symbol(eqF), no-evaluators]
0584	reference-semantics/semantics/float.k:143	rule	concrete	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule eqF(F1:Float, F2:Float) => F1 ==Float F2 [concrete]
0585	reference-semantics/semantics/float.k:144	rule	-	FIXED_RELEVANT_REVIEWED	rule applyCmp("==", I:Int, F:Float) => eqF(intToF(I), F)
0586	reference-semantics/semantics/float.k:145	rule	-	FIXED_RELEVANT_REVIEWED	rule applyCmp("==", F:Float, I:Int) => eqF(F, intToF(I))
0587	reference-semantics/semantics/float.k:146	rule	-	FIXED_RELEVANT_REVIEWED	rule applyCmp("!=", I:Int, F:Float) => notBool eqF(intToF(I), F)
0588	reference-semantics/semantics/float.k:147	rule	-	FIXED_RELEVANT_REVIEWED	rule applyCmp("!=", F:Float, I:Int) => notBool eqF(F, intToF(I))
0589	reference-semantics/semantics/float.k:148	rule	-	FIXED_RELEVANT_REVIEWED	rule applyCmp("<",  I:Int, F:Float) => floatLt(intToF(I), F)
0590	reference-semantics/semantics/float.k:149	rule	-	FIXED_RELEVANT_REVIEWED	rule applyCmp("<",  F:Float, I:Int) => floatLt(F, intToF(I))
0591	reference-semantics/semantics/float.k:150	rule	-	FIXED_RELEVANT_REVIEWED	rule applyCmp(">",  I:Int, F:Float) => gtF(intToF(I), F)
0592	reference-semantics/semantics/float.k:151	rule	-	FIXED_RELEVANT_REVIEWED	rule applyCmp(">",  F:Float, I:Int) => gtF(F, intToF(I))
0593	reference-semantics/semantics/float.k:154	rule	-	FIXED_RELEVANT_REVIEWED	rule applyCmp("==", V:Val, noneV) => V ==K noneV
0594	reference-semantics/semantics/float.k:155	rule	-	FIXED_RELEVANT_REVIEWED	rule applyCmp("!=", V:Val, noneV) => notBool (V ==K noneV)
0595	reference-semantics/semantics/float.k:160	syntax	function,total,symbol,no-evaluators	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	syntax Float ::= decStrToF(IntSeq) [function, total, symbol(decStrToF), no-evaluators]
0596	reference-semantics/semantics/float.k:161	rule	concrete	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule decStrToF(iCons(45, CS:IntSeq)) => 0.0 -Float decStrToF(CS) [concrete]
0597	reference-semantics/semantics/float.k:162	rule	concrete	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule decStrToF(CS:IntSeq) => intToF(intPart(CS)) +Float (intToF(fracPart(CS)) /Float intToF(fracScale(CS))) requires isLen(CS) >Int 0 andBool headIS(CS) =/=Int 45 [concrete]
0598	reference-semantics/semantics/float.k:165	syntax	function	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	syntax Int ::= headIS(IntSeq) [function]
0599	reference-semantics/semantics/float.k:166	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule headIS(iCons(C:Int, _:IntSeq)) => C
0600	reference-semantics/semantics/float.k:167	syntax	function,total	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	syntax Int ::= intPart(IntSeq) [function, total] | intPartAcc(IntSeq, Int) [function, total]
0601	reference-semantics/semantics/float.k:168	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule intPart(CS:IntSeq) => intPartAcc(CS, 0)
0602	reference-semantics/semantics/float.k:169	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule intPartAcc(.IntSeq, A:Int) => A
0603	reference-semantics/semantics/float.k:170	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule intPartAcc(iCons(46, _:IntSeq), A:Int) => A
0604	reference-semantics/semantics/float.k:171	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule intPartAcc(iCons(C:Int, R:IntSeq), A:Int) => intPartAcc(R, A *Int 10 +Int (C -Int 48)) requires C =/=Int 46
0605	reference-semantics/semantics/float.k:173	syntax	function,total	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	syntax Int ::= fracPart(IntSeq) [function, total] | fracAcc(IntSeq, Int) [function, total]
0606	reference-semantics/semantics/float.k:174	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule fracPart(.IntSeq) => 0
0607	reference-semantics/semantics/float.k:175	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule fracPart(iCons(46, R:IntSeq)) => fracAcc(R, 0)
0608	reference-semantics/semantics/float.k:176	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule fracPart(iCons(C:Int, R:IntSeq)) => fracPart(R) requires C =/=Int 46
0609	reference-semantics/semantics/float.k:177	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule fracAcc(.IntSeq, A:Int) => A
0610	reference-semantics/semantics/float.k:178	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule fracAcc(iCons(C:Int, R:IntSeq), A:Int) => fracAcc(R, A *Int 10 +Int (C -Int 48))
0611	reference-semantics/semantics/float.k:179	syntax	function,total	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	syntax Int ::= fracScale(IntSeq) [function, total] | fscAcc(IntSeq, Int) [function, total]
0612	reference-semantics/semantics/float.k:180	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule fracScale(.IntSeq) => 1
0613	reference-semantics/semantics/float.k:181	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule fracScale(iCons(46, R:IntSeq)) => fscAcc(R, 1)
0614	reference-semantics/semantics/float.k:182	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule fracScale(iCons(C:Int, R:IntSeq)) => fracScale(R) requires C =/=Int 46
0615	reference-semantics/semantics/float.k:183	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule fscAcc(.IntSeq, A:Int) => A
0616	reference-semantics/semantics/float.k:184	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule fscAcc(iCons(_:Int, R:IntSeq), A:Int) => fscAcc(R, A *Int 10)
0617	reference-semantics/semantics/float.k:185	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule applyBuiltin("float", str(CS:IntSeq), .Vals) => decStrToF(CS)
0618	reference-semantics/semantics/float.k:186	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule applyBuiltin("float", I:Int, .Vals)          => intToF(I)
0619	reference-semantics/semantics/float.k:187	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule applyBuiltin("float", F:Float, .Vals)        => F
0620	reference-semantics/semantics/float.k:190	syntax	function,total,symbol,no-evaluators	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	syntax Float ::= divFloatIntV(Float, Int) [function, total, symbol(divFloatIntV), no-evaluators]
0621	reference-semantics/semantics/float.k:191	rule	concrete	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule divFloatIntV(F:Float, I:Int) => F /Float Int2Float(I, 53, 11) [concrete]
0622	reference-semantics/semantics/float.k:192	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule applyBin("/", F:Float, I:Int) => divFloatIntV(F, I)
0623	reference-semantics/semantics/float.k:195	syntax	function,total,symbol,no-evaluators	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]
0624	reference-semantics/semantics/float.k:196	rule	concrete	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule intToF(I:Int) => Int2Float(I, 53, 11) [concrete]
0625	reference-semantics/semantics/float.k:197	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule applyBin("+", I:Int, F:Float) => addF(intToF(I), F)
0626	reference-semantics/semantics/float.k:198	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule applyBin("+", F:Float, I:Int) => addF(F, intToF(I))
0627	reference-semantics/semantics/float.k:199	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule applyBin("-", I:Int, F:Float) => subF(intToF(I), F)
0628	reference-semantics/semantics/float.k:200	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule applyBin("-", F:Float, I:Int) => subF(F, intToF(I))
0629	reference-semantics/semantics/float.k:201	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule applyBin("*", I:Int, F:Float) => mulF(intToF(I), F)
0630	reference-semantics/semantics/float.k:202	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule applyBin("*", F:Float, I:Int) => mulF(F, intToF(I))
0631	reference-semantics/semantics/float.k:203	rule	-	FIXED_RELEVANT_REVIEWED	rule applyCmp("<", I:Int, F:Float) => floatLt(intToF(I), F)
0632	reference-semantics/semantics/float.k:204	rule	-	FIXED_RELEVANT_REVIEWED	rule applyCmp("<", F:Float, I:Int) => floatLt(F, intToF(I))
0633	reference-semantics/semantics/float.k:205	rule	-	FIXED_RELEVANT_REVIEWED	rule applyCmp(">", I:Int, F:Float) => gtF(intToF(I), F)
0634	reference-semantics/semantics/float.k:206	rule	-	FIXED_RELEVANT_REVIEWED	rule applyCmp(">", F:Float, I:Int) => gtF(F, intToF(I))
0635	reference-semantics/semantics/float.k:209	syntax	function,total,symbol,no-evaluators	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	syntax Int ::= truncF(Float) [function, total, symbol(truncF), no-evaluators]
0636	reference-semantics/semantics/float.k:210	rule	concrete	FIXED_RELEVANT_REVIEWED	rule truncF(F:Float) => #if F >=Float 0.0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi [concrete]
0637	reference-semantics/semantics/float.k:211	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule applyBuiltin("int", F:Float, .Vals) => truncF(F)
0638	reference-semantics/semantics/float.k:213	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule applyBuiltin("float", I:Int, .Vals)   => intToF(I)
0639	reference-semantics/semantics/float.k:214	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule applyBuiltin("float", F:Float, .Vals) => F
0640	reference-semantics/semantics/float.k:217	syntax	function,total,symbol,no-evaluators	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]
0641	reference-semantics/semantics/float.k:218	rule	concrete	FIXED_RELEVANT_REVIEWED	rule roundF(F:Float) => #if (F -Float floorFloat(F)) ==Float 0.5 #then (#if Float2Int(floorFloat(F)) %Int 2 ==Int 0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi) #else Float2Int(floorFloat(F +Float 0.5)) #fi [concrete]
0642	reference-semantics/semantics/float.k:223	syntax	function,total,symbol,no-evaluators	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]
0643	reference-semantics/semantics/float.k:224	rule	concrete	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule roundFN(F:Float, N:Int) => Int2Float(roundF(F *Float Int2Float(10 ^Int N, 53, 11)), 53, 11) /Float Int2Float(10 ^Int N, 53, 11) [concrete]
0644	reference-semantics/semantics/float.k:227	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule applyBuiltin("round", F:Float, .Vals)        => roundF(F)
0645	reference-semantics/semantics/float.k:228	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule applyBuiltin("round", F:Float, N:Int, .Vals) => roundFN(F, N)
0646	reference-semantics/semantics/float.k:230	syntax	function,total,symbol,no-evaluators	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	syntax Float ::= sqrtF(Float) [function, total, symbol(sqrtF), no-evaluators]
0647	reference-semantics/semantics/float.k:231	rule	concrete	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule sqrtF(F:Float) => sqrtFloat(F) [concrete]
0648	reference-semantics/semantics/float.k:232	syntax	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	syntax KItem ::= "#mathSqrt"
0649	reference-semantics/semantics/float.k:233	rule	priority	FIXED_RELEVANT_REVIEWED	rule <k> Call(Attribute(Name("math"), "sqrt"), (E:Expr, .Exprs)) => E ~> #mathSqrt ... </k> [priority(40)]
0650	reference-semantics/semantics/float.k:234	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule <k> F:Float ~> #mathSqrt => sqrtF(F) ... </k>
0651	reference-semantics/semantics/float.k:235	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule <k> I:Int ~> #mathSqrt => sqrtF(intToF(I)) ... </k>
0652	reference-semantics/semantics/float.k:243	syntax	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	syntax KItem ::= #maxAccF(Iterable, Float) | #maxContF(Float)
0653	reference-semantics/semantics/float.k:244	rule	-	FIXED_RELEVANT_REVIEWED	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAccF(R, {V}:>Float) ... </k> requires isFloat(V)
0654	reference-semantics/semantics/float.k:245	rule	-	FIXED_RELEVANT_REVIEWED	rule <k> #maxAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #maxContF(M) ... </k>
0655	reference-semantics/semantics/float.k:246	rule	-	FIXED_RELEVANT_REVIEWED	rule <k> #iterDone ~> #maxContF(M:Float) => M ... </k>
0656	reference-semantics/semantics/float.k:247	rule	-	FIXED_RELEVANT_REVIEWED	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #maxAccF(R, maxFloat(M, {V}:>Float)) ... </k> requires isFloat(V)
0657	reference-semantics/semantics/float.k:250	syntax	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	syntax KItem ::= #minAccF(Iterable, Float) | #minContF(Float)
0658	reference-semantics/semantics/float.k:251	rule	-	FIXED_RELEVANT_REVIEWED	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAccF(R, {V}:>Float) ... </k> requires isFloat(V)
0659	reference-semantics/semantics/float.k:252	rule	-	FIXED_RELEVANT_REVIEWED	rule <k> #minAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #minContF(M) ... </k>
0660	reference-semantics/semantics/float.k:253	rule	-	FIXED_RELEVANT_REVIEWED	rule <k> #iterDone ~> #minContF(M:Float) => M ... </k>
0661	reference-semantics/semantics/float.k:254	rule	-	FIXED_RELEVANT_REVIEWED	rule <k> #iterYield(V:Val, R:Iterable) ~> #minContF(M:Float) => #minAccF(R, minFloat(M, {V}:>Float)) ... </k> requires isFloat(V)
0662	reference-semantics/semantics/float.k:261	syntax	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	syntax KItem ::= #sumAccF(Iterable, Float) | #sumContF(Float)
0663	reference-semantics/semantics/float.k:262	rule	-	FIXED_RELEVANT_REVIEWED	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int) => #sumAccF(R, addF(intToF(ACC), {V}:>Float)) ... </k> requires isFloat(V) andBool notBool (isInt(V) orBool isBool(V))
0664	reference-semantics/semantics/float.k:265	rule	-	FIXED_RELEVANT_REVIEWED	rule <k> #sumAccF(IT:Iterable, ACC:Float) => #iterNext(IT) ~> #sumContF(ACC) ... </k>
0665	reference-semantics/semantics/float.k:266	rule	-	FIXED_RELEVANT_REVIEWED	rule <k> #iterDone ~> #sumContF(ACC:Float) => ACC ... </k>
0666	reference-semantics/semantics/float.k:267	rule	-	FIXED_RELEVANT_REVIEWED	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, {V}:>Float)) ... </k> requires isFloat(V)
0667	reference-semantics/semantics/float.k:270	rule	-	FIXED_RELEVANT_REVIEWED	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, intToF(intOf(V)))) ... </k> requires isInt(V) orBool isBool(V)
0668	reference-semantics/semantics/float.k:273	endmodule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	endmodule
0669	reference-semantics/semantics/functions.k:3	module	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	module MPY-FUNCTIONS
0670	reference-semantics/semantics/functions.k:4	imports	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	imports MPY-CORE
0671	reference-semantics/semantics/functions.k:8	syntax	-	FIXED_RELEVANT_REVIEWED	syntax KItem ::= frame(continuation: K, callerEnv: Int, savedLoc: Int) | #bindP(ParamNames, Vals) | "#pop" | "#endcall"
0672	reference-semantics/semantics/functions.k:14	rule	-	FIXED_RELEVANT_REVIEWED	rule <k> FuncDef(F:String, Params(PNS:ParamNames), BODY:Stmts) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureVal(PNS, BODY, L) ], _) ... </scopes>
0673	reference-semantics/semantics/functions.k:18	syntax	-	FIXED_RELEVANT_REVIEWED	syntax Expr ::= closureExpr(ParamNames, Stmts)
0674	reference-semantics/semantics/functions.k:19	rule	-	FIXED_RELEVANT_REVIEWED	rule <k> closureExpr(PNS:ParamNames, BODY:Stmts) => closureVal(PNS, BODY, L) ... </k> <env> L:Int </env>
0675	reference-semantics/semantics/functions.k:27	syntax	-	FIXED_RELEVANT_REVIEWED	syntax Val ::= closureValC(ParamNames, ParamNames, Stmts, Map)
0676	reference-semantics/semantics/functions.k:31	syntax	-	FIXED_RELEVANT_REVIEWED	syntax KItem ::= #mkClosure(String, ParamNames, ParamNames, ParamNames, Stmts, Map) | #mkLambda(ParamNames, ParamNames, ParamNames, Stmts, Map)
0677	reference-semantics/semantics/functions.k:33	rule	-	FIXED_RELEVANT_REVIEWED	rule <k> FuncDef(F:String, Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), BODY:Stmts) => #mkClosure(F, PNS, CVS, FVS, BODY, .Map) ... </k>
0678	reference-semantics/semantics/functions.k:36	rule	-	FIXED_RELEVANT_REVIEWED	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkClosure(F, PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires FV in_keys(M)
0679	reference-semantics/semantics/functions.k:42	rule	-	FIXED_RELEVANT_REVIEWED	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureValC(PNS, CVS, BODY, CM) ], _) ... </scopes>
0680	reference-semantics/semantics/functions.k:47	rule	-	FIXED_RELEVANT_REVIEWED	rule <k> Lambda(Params(PNS:ParamNames), E:Expr) => closureVal(PNS, Return(E) .Stmts, L) ... </k> <env> L:Int </env>
0681	reference-semantics/semantics/functions.k:50	rule	-	FIXED_RELEVANT_REVIEWED	rule <k> Lambda(Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), E:Expr) => #mkLambda(PNS, CVS, FVS, Return(E) .Stmts, .Map) ... </k>
0682	reference-semantics/semantics/functions.k:53	rule	-	FIXED_RELEVANT_REVIEWED	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkLambda(PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires FV in_keys(M)
0683	reference-semantics/semantics/functions.k:59	rule	-	FIXED_RELEVANT_REVIEWED	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => closureValC(PNS, CVS, BODY, CM) ... </k>
0684	reference-semantics/semantics/functions.k:63	rule	-	FIXED_RELEVANT_REVIEWED	rule <k> #bindP(.ParamNames, .Vals) => .K ... </k>
0685	reference-semantics/semantics/functions.k:64	rule	-	FIXED_RELEVANT_REVIEWED	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ P <- V ], _) ... </scopes>
0686	reference-semantics/semantics/functions.k:68	rule	priority	FIXED_RELEVANT_REVIEWED	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #cellW({M[P]}:>Val, V) ~> #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires "$cells" in_keys(M) andBool pnMember(P, cellsOf({M["$cells"]}:>Val)) andBool P in_keys(M) andBool isCellRef({M[P]}:>Val) [priority(40)]
0687	reference-semantics/semantics/functions.k:78	rule	-	FIXED_RELEVANT_REVIEWED	rule <k> Return(V:Val) ~> _ => #pop </k> <ret> noRet => retV(V) </ret>
0688	reference-semantics/semantics/functions.k:80	rule	-	FIXED_RELEVANT_REVIEWED	rule <k> #endcall => #pop ... </k> <ret> noRet => retV(noneV) </ret>
0689	reference-semantics/semantics/functions.k:85	rule	-	FIXED_RELEVANT_REVIEWED	rule <k> #pop => V ~> CONT </k> <ret>   retV(V) => noRet </ret> <stack> ListItem(frame(CONT:K, CALLERL:Int, SAVEDL:Int)) => .List ... </stack> <env>   L:Int => CALLERL </env> <scopes> SC:Map => SC [ L <- undef ] </scopes> <scopeLoc> _ => SAVEDL </scopeLoc>
0690	reference-semantics/semantics/functions.k:91	endmodule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	endmodule
0691	reference-semantics/semantics/int.k:4	module	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	module MPY-INT
0692	reference-semantics/semantics/int.k:5	imports	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	imports MPY-CORE
0693	reference-semantics/semantics/int.k:7	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule applyUn("-", I:Int) => 0 -Int I
0694	reference-semantics/semantics/int.k:9	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule applyBin("+",  I1:Int, I2:Int) => I1 +Int I2
0695	reference-semantics/semantics/int.k:11	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule applyBin("+",  I:Int, B:Bool) => I +Int #if B #then 1 #else 0 #fi
0696	reference-semantics/semantics/int.k:12	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule applyBin("+",  B:Bool, I:Int) => #if B #then 1 #else 0 #fi +Int I
0697	reference-semantics/semantics/int.k:13	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule applyBin("-",  I1:Int, I2:Int) => I1 -Int I2
0698	reference-semantics/semantics/int.k:14	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule applyBin("*",  I1:Int, I2:Int) => I1 *Int I2
0699	reference-semantics/semantics/int.k:15	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule applyBin("%",  I1:Int, I2:Int) => pyMod(I1, I2)
0700	reference-semantics/semantics/int.k:16	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule applyBin("//", I1:Int, I2:Int) => (I1 -Int pyMod(I1, I2)) /Int I2
