scope	file	line	kind	flags	sha256	statement
supplied	/reference/reference-semantics/semantics/float.k	248	rule		aedd7151045ce31cd73ede70f0ed364fd44f751f2d4455dda51baf9002665602	rule applyBuiltin("float", F:Float, .Vals) => F // round: Python half-even (banker's); round(F, N) scales by 10^N
supplied	/reference/reference-semantics/semantics/float.k	251	syntax	function,total,no-evaluators	d0b7f75c69f6a7f52a6d150fa1f859c9c843ffefeea29b68a7ef6d619f7a89ba	syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]
supplied	/reference/reference-semantics/semantics/float.k	252	rule	concrete	12d4a3360774666933dbb1c8c7e674c7a2a9d9e54d698384b41c0a673a788a32	rule roundF(F:Float) => #if (F -Float floorFloat(F)) ==Float 0.5 #then (#if Float2Int(floorFloat(F)) %Int 2 ==Int 0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi) #else Float2Int(floorFloat(F +Float 0.5)) #fi [concrete] // round(F, N): CPython rounds the EXACT binary value of F at the Nth decimal // place, half-to-even, then converts to the nearest double. The old code did // Int2Float(roundF(F *Float 10^N)) / 10^N — the float multiply F *Float 10^N // misrounds the half-way decision (witness: a Heron triangle area that must // round to 2.69 came out 2.68). Exact version, via arbitrary-precision integers: // F = numer / 2^k numer = Float2Int(F * 2^(52-e)), k = 52 - exponentFloat(F) // q = round-half-even( numer * 10^N , 2^k ) (exact big-integer round) // result = nearest double to q / 10^N // IEEE division is correctly rounded, so (double)q /Float (double)10^N equals // the nearest double to q/10^N whenever q and 10^N are exactly representable. // Guarded to finite F with |F| < 1e12 and |F|*10^N < 2^52 (keeps numer and q // exactly representable) and a non-subnormal exponent (avoids 2^k overflowing a // double); the exotic tail keeps the old path, so nothing regresses. // Opaque for kprove, [concrete] for krun.
supplied	/reference/reference-semantics/semantics/float.k	271	syntax	function,total,no-evaluators	73ff3255d50db9ef5ce4e5587a02f3727412ba9e564eb216091a4a44fea04c54	syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]
supplied	/reference/reference-semantics/semantics/float.k	272	rule	concrete	5a050a5c5992c20bfaab22ba4e9d14276391e7e94697468018cd7cf742b46319	rule roundFN(F:Float, N:Int) => roundExactFN(F, N) requires notBool isNaN(F) andBool notBool isInfinite(F) andBool N >=Int 0 andBool absFloat(F) <Float 1000000000000.0 andBool (absFloat(F) *Float Int2Float(10 ^Int N, 53, 11)) <Float 4500000000000000.0 andBool exponentFloat(F) >Int -900 [concrete]
supplied	/reference/reference-semantics/semantics/float.k	277	rule	concrete,owise	29e028f183b9b296aba23895eb59b064c964883c20ba47c9eb1af5dbc4e5f965	rule roundFN(F:Float, N:Int) => Int2Float(roundF(F *Float Int2Float(10 ^Int N, 53, 11)), 53, 11) /Float Int2Float(10 ^Int N, 53, 11) [owise, concrete]
supplied	/reference/reference-semantics/semantics/float.k	281	syntax	function	656d94bc5600f19732f467adde982727404ef730d690c240cb26386761913da4	syntax Float ::= roundExactFN(Float, Int) [function]
supplied	/reference/reference-semantics/semantics/float.k	282	rule	concrete	2f529bb7ab298409e6126617c98405167a866064058c6a3e1e253d058a128d22	rule roundExactFN(F:Float, N:Int) => rheToFloat(rndHalfEven(rExNumer(F) *Int (10 ^Int N), rExDenom(F)), 10 ^Int N, F) [concrete] // exact fraction of a finite in-range float: F = rExNumer(F) / rExDenom(F), // rExDenom(F) = 2^k, k = 52 - exponentFloat(F) >= 0 within the guard above.
supplied	/reference/reference-semantics/semantics/float.k	287	syntax	function	894d72db2a6acb06d3b283cc87d4d007b95c26476c7f0cc87edd30351a12c3e6	syntax Int ::= rExK(Float) [function]
supplied	/reference/reference-semantics/semantics/float.k	288	rule	concrete	8c5a48b14ae977e1ee843a5dca8bc195b7f3000dee4f8d2cf08a50bb8db861c6	rule rExK(F:Float) => 52 -Int exponentFloat(F) [concrete]
supplied	/reference/reference-semantics/semantics/float.k	289	syntax	function	329b2f64b82ac7a23960a82e2c6bfee27192df3dda6d6d6e8c393afa3b8fd3f5	syntax Int ::= rExNumer(Float) [function]
supplied	/reference/reference-semantics/semantics/float.k	290	rule	concrete	961e0114d6ee2a1cd7caec4b5b1a07841397e427330d28bbac39e1ef94809d9d	rule rExNumer(F:Float) => Float2Int(F *Float Int2Float(2 ^Int rExK(F), 53, 11)) [concrete]
supplied	/reference/reference-semantics/semantics/float.k	291	syntax	function	f67df582a8b408eace4a9960fe6df3768a649f2f4bbc09d8569bcc024ac68895	syntax Int ::= rExDenom(Float) [function]
supplied	/reference/reference-semantics/semantics/float.k	292	rule	concrete	7b936b2e48a530758f278c214265701eeb43f25686c9c7dbdd933422c6f9bb55	rule rExDenom(F:Float) => 2 ^Int rExK(F) [concrete] // round-half-even of A/B (B > 0), to the nearest integer, ties to even. // divInt/modInt are Euclidean (B>0 => remainder in [0,B)) — i.e. floored here.
supplied	/reference/reference-semantics/semantics/float.k	296	syntax	function	1b13c08ab2d9b0bd7ac51aaf2819d81780d422a70c0f57e152cdcbeefcd96b6b	syntax Int ::= rndHalfEven(Int, Int) [function]
supplied	/reference/reference-semantics/semantics/float.k	297	rule	concrete	a3d8f5e9d8499d2293a4df2526c7f340b80fd94b80a3d68be94ee3f494403513	rule rndHalfEven(A:Int, B:Int) => rndHE(A divInt B, A modInt B, B) [concrete]
supplied	/reference/reference-semantics/semantics/float.k	298	syntax	function	919810b509ba76dac671d377b84eb7581721819b7e59a5465777b7649829ca22	syntax Int ::= rndHE(Int, Int, Int) [function]
supplied	/reference/reference-semantics/semantics/float.k	299	rule	concrete	5b0148433c0b15be53b3a0f85ed98d6468b91bfcea985cb82679339ba918dea7	rule rndHE(Q:Int, R:Int, B:Int) => Q requires 2 *Int R <Int B [concrete]
supplied	/reference/reference-semantics/semantics/float.k	300	rule	concrete	17ff2b91c6cfe67557abc907a1cf81fbe638014ab44d3943ca56f9ab47a50c21	rule rndHE(Q:Int, R:Int, B:Int) => Q +Int 1 requires 2 *Int R >Int B [concrete]
supplied	/reference/reference-semantics/semantics/float.k	301	rule	concrete	3a28a0a9791f0c050f087462bbeed43135afceee0899aac85fc42351a25c1c14	rule rndHE(Q:Int, R:Int, B:Int) => Q requires 2 *Int R ==Int B andBool Q modInt 2 ==Int 0 [concrete]
supplied	/reference/reference-semantics/semantics/float.k	302	rule	concrete	390a9b550aa3672daf3d2f03eeb74acec6df5ea4212eefdd7b25d5690e79c024	rule rndHE(Q:Int, R:Int, B:Int) => Q +Int 1 requires 2 *Int R ==Int B andBool Q modInt 2 =/=Int 0 [concrete] // q / 10^N as the nearest double; preserve Python's signed zero when q == 0.
supplied	/reference/reference-semantics/semantics/float.k	305	syntax	function	d5e5c9b2a7cb5895fe049e3b9941280fff52d07d860582e0c3a671bcadcbef81	syntax Float ::= rheToFloat(Int, Int, Float) [function]
supplied	/reference/reference-semantics/semantics/float.k	306	rule	concrete	71de85407e8de3e50af9c0ca9ea3fa43914738e40e4865b87b93da36a2989050	rule rheToFloat(0, _:Int, F:Float) => #if signFloat(F) #then --Float 0.0 #else 0.0 #fi [concrete]
supplied	/reference/reference-semantics/semantics/float.k	307	rule	concrete	f979c54adfece1b1cdc5fe0f7bb7235647abda945854e77c8e90096e145af930	rule rheToFloat(Q:Int, SCALE:Int, _:Float) => Int2Float(Q, 53, 11) /Float Int2Float(SCALE, 53, 11) requires Q =/=Int 0 [concrete]
supplied	/reference/reference-semantics/semantics/float.k	310	rule		196b869af0707a66536ccccb9f7ab759877beef029956d5731c92e1c0c669539	rule applyBuiltin("round", F:Float, .Vals) => roundF(F)
supplied	/reference/reference-semantics/semantics/float.k	311	rule		053cb084a5421b38959bd6e86a7f16795e1408d819c3053e85c24ab6c9bd01f4	rule applyBuiltin("round", F:Float, N:Int, .Vals) => roundFN(F, N)
supplied	/reference/reference-semantics/semantics/float.k	313	syntax	function,total,no-evaluators	ccbc575470399e30c153b9c247d480371d972bf5c6a908dd1deba29b7a3fb92e	syntax Float ::= sqrtF(Float) [function, total, symbol(sqrtF), no-evaluators]
supplied	/reference/reference-semantics/semantics/float.k	314	rule	concrete	6233ea5230d8583f4585636e51bd39d973ee97f98281d6711e369677f7fab7c2	rule sqrtF(F:Float) => sqrtFloat(F) [concrete]
supplied	/reference/reference-semantics/semantics/float.k	315	syntax		cf723364ca5d681bba80f43226edcd7e8beea1e13bea0f107f710ad340966933	syntax KItem ::= "#mathSqrt"
supplied	/reference/reference-semantics/semantics/float.k	316	rule	priority	9708f9876df9bd54f74a36d6f213af9a101a9064261c6b8717ef86a520e5f151	rule <k> Call(Attribute(Name("math"), "sqrt"), (E:Expr, .Exprs)) => E ~> #mathSqrt ... </k> [priority(40)]
supplied	/reference/reference-semantics/semantics/float.k	317	rule		7e79b6dbd8c07376bb029b374572020a5420a378a9c49c65d56f1567c002a4c0	rule <k> F:Float ~> #mathSqrt => sqrtF(F) ... </k>
supplied	/reference/reference-semantics/semantics/float.k	318	rule		92aacf0f7d1171af573c74aad3963d52f8ca64e6286d0f3ad7e7aec588b7d280	rule <k> I:Int ~> #mathSqrt => sqrtF(intToF(I)) ... </k> // ---- min / max over a FLOAT list — FLOAT branch of the shared #minCont0/#maxCont0 folds (which // seed/step with `requires isInt(V)`, so they are STUCK on floats). These add the `requires // isFloat(V)` seed + a Float-accumulator fold via K's minFloat/maxFloat — concrete for krun. A proof // over a SYMBOLIC float list intercepts min/max problem-locally to an opaque minVF/maxVF (at // #applyK, priority 40, in its verification.k) BEFORE #minAcc0, so this fold is krun-only. Additive: // the isFloat guard is disjoint from the existing isInt one.
supplied	/reference/reference-semantics/semantics/float.k	326	syntax		a63f310fdba5a6f45aa19461da4b980cdebc96e73ac1a35a94f6c219c4f4ac1f	syntax KItem ::= #maxAccF(Iterable, Float) | #maxContF(Float)
supplied	/reference/reference-semantics/semantics/float.k	327	rule		838b90fdad470a0cb9ec017aca4445c39c79d1400f0c8199bc5e379d1394c6ac	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAccF(R, {V}:>Float) ... </k> requires isFloat(V)
supplied	/reference/reference-semantics/semantics/float.k	328	rule		dfa99d6b3002d3d181db1c1b740bbb0d365de00515a7b0da3d6ccd418d8ad5f0	rule <k> #maxAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #maxContF(M) ... </k>
supplied	/reference/reference-semantics/semantics/float.k	329	rule		35a797d2ae5f80419d2f097787037eeac7ac26d46a573a396d00a2c237fe0902	rule <k> #iterDone ~> #maxContF(M:Float) => M ... </k>
supplied	/reference/reference-semantics/semantics/float.k	330	rule		a1f41d00826cf56a35800be5d846bff2a033b3f6bcaf1397f1dcb67661b49162	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #maxAccF(R, maxFloat(M, {V}:>Float)) ... </k> requires isFloat(V)
supplied	/reference/reference-semantics/semantics/float.k	333	syntax		cd35b1a809162624d97017592cb4c67cfabdc4236752758dfc73e9223f535029	syntax KItem ::= #minAccF(Iterable, Float) | #minContF(Float)
supplied	/reference/reference-semantics/semantics/float.k	334	rule		785007e31d6e0716e9e2c2607b7db6ddc091436f5499b86dd575c0fc5b1e1546	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAccF(R, {V}:>Float) ... </k> requires isFloat(V)
supplied	/reference/reference-semantics/semantics/float.k	335	rule		6b8405dae8d41cf373535771fde16f1e70f4e5c27e9318ec9f469b6c95df0487	rule <k> #minAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #minContF(M) ... </k>
supplied	/reference/reference-semantics/semantics/float.k	336	rule		700ae0c8579a15db7131fac162e19ae25bcac57d8cb38ce3275296d31d7d0441	rule <k> #iterDone ~> #minContF(M:Float) => M ... </k>
supplied	/reference/reference-semantics/semantics/float.k	337	rule		61f4cda2c6e6d97662cd25f4a93bd14d644fbca14a48a1d9ba141201e877441c	rule <k> #iterYield(V:Val, R:Iterable) ~> #minContF(M:Float) => #minAccF(R, minFloat(M, {V}:>Float)) ... </k> requires isFloat(V) // cross-sort steps (v3): an Int/Bool yield hands the Float-seeded fold to the // general Val fold (builtins.k), which compares through the same applyCmp // dispatch (the exact ltIF/ltFI bridges + the bool promotion above) — mixed // lists like [2.5, 1]. Guards are disjoint from the isFloat steps above.
supplied	/reference/reference-semantics/semantics/float.k	344	rule		5dc40ac72eedffc73daae3f5c842d608b131a8b2c86fe9dc8c5ca730ef7e0df3	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #iterYield(V, R) ~> #maxContV(M) ... </k> requires isInt(V) orBool isBool(V)
supplied	/reference/reference-semantics/semantics/float.k	347	rule		e372d235642f1272d8e2c88e2c1395b95f213ce5c6e6d9498fea9bf6fbe7d590	rule <k> #iterYield(V:Val, R:Iterable) ~> #minContF(M:Float) => #iterYield(V, R) ~> #minContV(M) ... </k> requires isInt(V) orBool isBool(V) // ---- sum over a float list (krun; mirrors the min/max float paths). The Int-only shared // #sumCont sticks on a Float yield; switch to a Float-headed fold via addF (concrete twin). // The switch guard carries the SYNTACTIC negation of the Int rule's guard so a symbolic proof // with isInt(V) in its path condition refutes this branch without sort reasoning.
supplied	/reference/reference-semantics/semantics/float.k	355	syntax		0abd52ddf475c76be88e36b6ae667fa4b020f936fe9da72fa0159555df394556	syntax KItem ::= #sumAccF(Iterable, Float) | #sumContF(Float)
supplied	/reference/reference-semantics/semantics/float.k	356	rule		2f1184f501b575d4a8952df05fc121110263a6f198ff344bf2726ed5cfb552cf	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int) => #sumAccF(R, addF(intToF(ACC), {V}:>Float)) ... </k> requires isFloat(V) andBool notBool (isInt(V) orBool isBool(V))
supplied	/reference/reference-semantics/semantics/float.k	359	rule		65c1e01d9cd3ba0608befb376b26333c0a382f6396af8fad36e39e1ea0018c6c	rule <k> #sumAccF(IT:Iterable, ACC:Float) => #iterNext(IT) ~> #sumContF(ACC) ... </k>
supplied	/reference/reference-semantics/semantics/float.k	360	rule		a39fca22a1537ecfaa404ec9fe4c163ac7600183a1ac70ec53c1f71b2c0cd536	rule <k> #iterDone ~> #sumContF(ACC:Float) => ACC ... </k>
supplied	/reference/reference-semantics/semantics/float.k	361	rule		f1353b9a01f4ea8a63619a4f791a8a6904388bcec2de6fab1a0f4d467efdafc8	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, {V}:>Float)) ... </k> requires isFloat(V)
supplied	/reference/reference-semantics/semantics/float.k	364	rule		dba3e0024842ced0d7c1cdf793479eaf00fa924fce0cd834d63a596490397345	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, intToF(intOf(V)))) ... </k> requires isInt(V) orBool isBool(V)
supplied	/reference/reference-semantics/semantics/float.k	367	endmodule		4c5df27adc717388cee7175c70de02f160d4f9a8e25c48eb0fc23e1968ad13f4	endmodule
supplied	/reference/reference-semantics/semantics/functions.k	3	module		443014fc63307393fbae4cefb1f0e0c1626a46f092c728c97ec64c4e2e9cc71d	module MPY-FUNCTIONS
supplied	/reference/reference-semantics/semantics/functions.k	4	imports		3fde5b005137e52990df7979b7e328515dbf05cd8d4b4efd1d6010567931446e	imports MPY-CORE // call routing + callee/arg evaluation (#callee/#args/#argCont) live in call.k; // this module owns the frame lifecycle (bind params, return, pop).
supplied	/reference/reference-semantics/semantics/functions.k	8	syntax		38852cfad4176eff2e428f218ef19f8dba35bd4b9c9b795fd3e6e2346b2279b6	syntax KItem ::= frame(continuation: K, callerEnv: Int, savedLoc: Int) | #bindP(ParamNames, Vals) | "#pop" | "#endcall" // ==== def / anonymous closure =============================================
supplied	/reference/reference-semantics/semantics/functions.k	14	rule		f981471f7fe1d37edc742ee83b218f62160ea0f267c0c7c8eaa419d7ff573576	rule <k> FuncDef(F:String, Params(PNS:ParamNames), BODY:Stmts) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureVal(PNS, BODY, L) ], _) ... </scopes>
supplied	/reference/reference-semantics/semantics/functions.k	18	syntax		a6aeea98e7de047f34a60286bc922b09e47fb2b1ed36e387cb4dd043ab958d97	syntax Expr ::= closureExpr(ParamNames, Stmts)
supplied	/reference/reference-semantics/semantics/functions.k	19	rule		a786c280fdd8f0a0c4f58ce9c6395d6d6c05bf8d57bff3d69c2dae8895d67d99	rule <k> closureExpr(PNS:ParamNames, BODY:Stmts) => closureVal(PNS, BODY, L) ... </k> <env> L:Int </env> // ==== annotated def/lambda (closure cells; spec 2.3) ====================== // closureValC(params, cellvars, body, captured-cells). No frame anchor: all // enclosing-local reads are freevars (symtable-complete) and go through the // captured cells; everything else is global/builtin, so the callee frame's // parent is the module scope (0) — sound after the defining frame dies.
supplied	/reference/reference-semantics/semantics/functions.k	27	syntax		3858d7c3acdfec6d1b91295ad71930c460dee1628153c605891cf8e23e107c37	syntax Val ::= closureValC(ParamNames, ParamNames, Stmts, Map) // capture: resolve each freevar to the enclosing frame's cellRef, then bind // (FuncDef) or yield (Lambda) the closure value.
supplied	/reference/reference-semantics/semantics/functions.k	31	syntax		adf59ac49fac375fed8b82627c7f2e97361a74ce540c25191e7364c8443683c5	syntax KItem ::= #mkClosure(String, ParamNames, ParamNames, ParamNames, Stmts, Map) | #mkLambda(ParamNames, ParamNames, ParamNames, Stmts, Map)
supplied	/reference/reference-semantics/semantics/functions.k	33	rule		c7913840b3eb69329fe66da5d3c1f4f0a3abc6b814a059ba7855eecbeb837d90	rule <k> FuncDef(F:String, Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), BODY:Stmts) => #mkClosure(F, PNS, CVS, FVS, BODY, .Map) ... </k>
supplied	/reference/reference-semantics/semantics/functions.k	36	rule		9260d8509a74e5602f68966df89b4019a08f945c39f9d9563ecebdd490d0ded2	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkClosure(F, PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires FV in_keys(M)
supplied	/reference/reference-semantics/semantics/functions.k	42	rule		79ce8ed09e9100199940db64ea62f6dd5dc3d16997661c87fb4642a5bd2b4a4d	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureValC(PNS, CVS, BODY, CM) ], _) ... </scopes>
supplied	/reference/reference-semantics/semantics/functions.k	47	rule		deda77ab935136ffc525059ae6f3062f8de96e8d459d155d8ce231e281ab77cb	rule <k> Lambda(Params(PNS:ParamNames), E:Expr) => closureVal(PNS, Return(E) .Stmts, L) ... </k> <env> L:Int </env>
supplied	/reference/reference-semantics/semantics/functions.k	50	rule		37112d13ebff5c38dbbcc21f3de6bef754075cb2a431f4cbff297fb1d401c072	rule <k> Lambda(Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), E:Expr) => #mkLambda(PNS, CVS, FVS, Return(E) .Stmts, .Map) ... </k>
supplied	/reference/reference-semantics/semantics/functions.k	53	rule		ee95b3fb3c96473b23386b2b24d6b2b1414c69c651ebfb2e896cc40501679e7b	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkLambda(PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires FV in_keys(M)
supplied	/reference/reference-semantics/semantics/functions.k	59	rule		ef332e7b4b11c3a69b48d143a193636e601843ca0bd3cf1ec1bacd3bed0fae85	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => closureValC(PNS, CVS, BODY, CM) ... </k> // ==== bind params ========================================================
supplied	/reference/reference-semantics/semantics/functions.k	63	rule		e3671d9bac62395286261253cedc1db6b2cc0499988e29cfc0fef9ecb270a51f	rule <k> #bindP(.ParamNames, .Vals) => .K ... </k>
supplied	/reference/reference-semantics/semantics/functions.k	64	rule		6355110fbe6286414fa486b60fae95a3b8139792e9da9b514d2eead47937b380	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ P <- V ], _) ... </scopes> // a param that is a cellvar was pre-bound to its cell at frame entry
supplied	/reference/reference-semantics/semantics/functions.k	68	rule	priority,cell	609a54ad1ff7fe70be985c764d59b237abf76bf1d8b1758a539804e35512ebea	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #cellW({M[P]}:>Val, V) ~> #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires "$cells" in_keys(M) andBool pnMember(P, cellsOf({M["$cells"]}:>Val)) andBool P in_keys(M) andBool isCellRef({M[P]}:>Val) [priority(40)] // ==== return / pop the frame (the returned expr evaluates by strictness) ==
supplied	/reference/reference-semantics/semantics/functions.k	78	rule		e32ef37e336c744611c4b34d811ac7ae4ebf8b5e2de407b6775937770d40a28c	rule <k> Return(V:Val) ~> _ => #pop </k> <ret> noRet => retV(V) </ret>
supplied	/reference/reference-semantics/semantics/functions.k	80	rule		625259de2459d71d8ecf86ec2e2f9622e4ccb84f3076355f0153f80d19b5356b	rule <k> #endcall => #pop ... </k> <ret> noRet => retV(noneV) </ret> // pop: restore env, DEALLOCATE the callee frame, and wind scopeLoc back (LIFO allocation // makes the saved loc the callee frame's own loc). Sound because no closureVal outlives its // defining frame (frontend subset: no returned/stored closures; module defs live in loc 0).
supplied	/reference/reference-semantics/semantics/functions.k	85	rule		0976ba92bcac43fd697edbd1f7198b551a421c797750f89243f796c52dab75ab	rule <k> #pop => V ~> CONT </k> <ret> retV(V) => noRet </ret> <stack> ListItem(frame(CONT:K, CALLERL:Int, SAVEDL:Int)) => .List ... </stack> <env> L:Int => CALLERL </env> <scopes> SC:Map => SC [ L <- undef ] </scopes> <scopeLoc> _ => SAVEDL </scopeLoc>
supplied	/reference/reference-semantics/semantics/functions.k	91	endmodule		4c5df27adc717388cee7175c70de02f160d4f9a8e25c48eb0fc23e1968ad13f4	endmodule
supplied	/reference/reference-semantics/semantics/int.k	4	module		74fc45d7398a54f6acd3ef6f2de6e8aaaa5970993284ffc2414ef9b80f8ee099	module MPY-INT
supplied	/reference/reference-semantics/semantics/int.k	5	imports		4258a966960e81238ac1318ebb92f5cd383bcf94ed5077b6dea55341a4254bfd	imports MPY-CORE
supplied	/reference/reference-semantics/semantics/int.k	7	rule		bea824a9d0c76babe487fb83fc65f9325c396843c8776705ff5df097dcbe35ab	rule applyUn("-", I:Int) => 0 -Int I
supplied	/reference/reference-semantics/semantics/int.k	9	rule		c67b19f49aae95f3829124d96c94fe82f2e3663b6927e4c9becb8fa908c947d3	rule applyBin("+", I1:Int, I2:Int) => I1 +Int I2 // Bool participates in int arithmetic (x += (a == b))
supplied	/reference/reference-semantics/semantics/int.k	11	rule		515cc9110af914220fd043ddada48c7f17365a9bfa328efa8ae0919b5473859a	rule applyBin("+", I:Int, B:Bool) => I +Int #if B #then 1 #else 0 #fi
supplied	/reference/reference-semantics/semantics/int.k	12	rule		264535d93a72740ae549cce0ba0ca610e2f1791ad125ef72700f5bd2451c86cc	rule applyBin("+", B:Bool, I:Int) => #if B #then 1 #else 0 #fi +Int I // bool is a subtype of int: any Bool operand promotes to 0/1 and re-dispatches // to the Int cases (the "+" mixed cases above are kept, so "+" is excluded here // to avoid a duplicate rule — Bool + Bool still promotes via the Bool x Bool rule).
supplied	/reference/reference-semantics/semantics/int.k	16	rule		bb245cfe0066df130fc7d2fadce7377b354517d18aae28e4c637b402f8eb9f11	rule applyBin(OP:String, B1:Bool, B2:Bool) => applyBin(OP, boolAsInt(B1), boolAsInt(B2)) requires isArithOp(OP)
supplied	/reference/reference-semantics/semantics/int.k	18	rule		0dd5a0dcbc9ba3b46b6af5029433e9b2474566314214c1f90b6a69d9eac2934a	rule applyBin(OP:String, B:Bool, I:Int) => applyBin(OP, boolAsInt(B), I) requires isArithOp(OP) andBool OP =/=String "+"
supplied	/reference/reference-semantics/semantics/int.k	20	rule		9b8356c76f493eb6d1595dafe4562b4bd8c80e7d37ce840b4ce88fa59b8a4072	rule applyBin(OP:String, I:Int, B:Bool) => applyBin(OP, I, boolAsInt(B)) requires isArithOp(OP) andBool OP =/=String "+"
supplied	/reference/reference-semantics/semantics/int.k	22	rule		045a3b7ba0f87b98701c029636a3617c9a7131d9a4011152d4bcca47c54b5501	rule applyBin("-", I1:Int, I2:Int) => I1 -Int I2
supplied	/reference/reference-semantics/semantics/int.k	23	rule		b25cf4d3a0b2c5705570985e016c6a573c9b1c47be3b9f677993f1c5a998c7a3	rule applyBin("*", I1:Int, I2:Int) => I1 *Int I2
supplied	/reference/reference-semantics/semantics/int.k	24	rule		7cfc166283c78d7165e4b29b6a7a8af5e7cecf8afe34ef7d32f9fb2313a573f2	rule applyBin("%", I1:Int, I2:Int) => pyMod(I1, I2)
supplied	/reference/reference-semantics/semantics/int.k	25	rule		85afa4d25d1446e6442d53737a36d1cc763b73b3fc78e5ee581835eea8b7b0f2	rule applyBin("//", I1:Int, I2:Int) => (I1 -Int pyMod(I1, I2)) /Int I2
supplied	/reference/reference-semantics/semantics/int.k	26	rule		614ae406522ba61d5dafd570459dee468b49b861442a3c456ef857b36c41e18a	rule applyBin("**", I1:Int, I2:Int) => I1 ^Int I2 requires I2 >=Int 0
supplied	/reference/reference-semantics/semantics/int.k	28	syntax	function	c131b0a212330737a12ec60d92eb60b3277a638e494ba82dba54d486be7e0c1a	syntax Int ::= pyMod(Int, Int) [function]
supplied	/reference/reference-semantics/semantics/int.k	29	rule		e3bb9293bfdee6b979c9f707348dfd94cb34c6ea9cc50901bfde37efe127d5f7	rule pyMod(I1:Int, I2:Int) => ((I1 %Int I2) +Int I2) %Int I2
supplied	/reference/reference-semantics/semantics/int.k	31	rule		10360ae8affd8bc7e27f8eb3e84b9a9da97af8c4b1970f529095f4e98af3c2f6	rule applyCmp("<", I1:Int, I2:Int) => I1 <Int I2
supplied	/reference/reference-semantics/semantics/int.k	32	rule		c213716c432e960423134537589932a4917bb15ada8af878e32b1f4a71d4cac9	rule applyCmp("<=", I1:Int, I2:Int) => I1 <=Int I2
supplied	/reference/reference-semantics/semantics/int.k	33	rule		fefdcde2267af04c1bdeb0961cbc9cb977147b091ffaebf44a694173a23e1516	rule applyCmp(">", I1:Int, I2:Int) => I1 >Int I2
supplied	/reference/reference-semantics/semantics/int.k	34	rule		463b1de8dd3e82b0fcd03ee7033dc057a279b2a2be351a7a8b3ce80a42c98227	rule applyCmp(">=", I1:Int, I2:Int) => I1 >=Int I2
supplied	/reference/reference-semantics/semantics/int.k	35	rule		533193ddf05e9682051473e0f142b3e9586ce8088bd6202dca16db0688e93fd1	rule applyCmp("==", I1:Int, I2:Int) => I1 ==Int I2
supplied	/reference/reference-semantics/semantics/int.k	36	rule		14ecc12ef5abadb7bac32c0bfe2efbd9eb2f38fd37dfa7a308cec90354697399	rule applyCmp("!=", I1:Int, I2:Int) => I1 =/=Int I2
supplied	/reference/reference-semantics/semantics/int.k	37	endmodule		4c5df27adc717388cee7175c70de02f160d4f9a8e25c48eb0fc23e1968ad13f4	endmodule
supplied	/reference/reference-semantics/semantics/iter.k	6	module		65489422ea2a70bfef194feb6c0efcb5208a49917849941598ec8a343e2ece68	module MPY-ITER
