id	source	line	kind	attributes	used	decision	review	statement
K0501	semantics/float.k	173	syntax	function,total,function,total	no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	syntax Int ::= fracPart(IntSeq) [function, total] | fracAcc(IntSeq, Int) [function, total]
K0502	semantics/float.k	174	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule fracPart(.IntSeq) => 0
K0503	semantics/float.k	175	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule fracPart(iCons(46, R:IntSeq)) => fracAcc(R, 0)
K0504	semantics/float.k	176	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule fracPart(iCons(C:Int, R:IntSeq)) => fracPart(R) requires C =/=Int 46
K0505	semantics/float.k	177	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule fracAcc(.IntSeq, A:Int) => A
K0506	semantics/float.k	178	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule fracAcc(iCons(C:Int, R:IntSeq), A:Int) => fracAcc(R, A *Int 10 +Int (C -Int 48))
K0507	semantics/float.k	179	syntax	function,total,function,total	no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	syntax Int ::= fracScale(IntSeq) [function, total] | fscAcc(IntSeq, Int) [function, total]
K0508	semantics/float.k	180	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule fracScale(.IntSeq) => 1
K0509	semantics/float.k	181	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule fracScale(iCons(46, R:IntSeq)) => fscAcc(R, 1)
K0510	semantics/float.k	182	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule fracScale(iCons(C:Int, R:IntSeq)) => fracScale(R) requires C =/=Int 46
K0511	semantics/float.k	183	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule fscAcc(.IntSeq, A:Int) => A
K0512	semantics/float.k	184	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule fscAcc(iCons(_:Int, R:IntSeq), A:Int) => fscAcc(R, A *Int 10)
K0513	semantics/float.k	185	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule applyBuiltin("float", str(CS:IntSeq), .Vals) => decStrToF(CS)
K0514	semantics/float.k	186	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule applyBuiltin("float", I:Int, .Vals) => intToF(I)
K0515	semantics/float.k	187	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule applyBuiltin("float", F:Float, .Vals) => F
K0516	semantics/float.k	190	syntax	function,total,symbol(divFloatIntV),no-evaluators	no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	syntax Float ::= divFloatIntV(Float, Int) [function, total, symbol(divFloatIntV), no-evaluators]
K0517	semantics/float.k	191	rule	concrete	no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule divFloatIntV(F:Float, I:Int) => F /Float Int2Float(I, 53, 11) [concrete]
K0518	semantics/float.k	192	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule applyBin("/", F:Float, I:Int) => divFloatIntV(F, I)
K0519	semantics/float.k	195	syntax	function,total,symbol(intToF),no-evaluators	no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]
K0520	semantics/float.k	196	rule	concrete	no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule intToF(I:Int) => Int2Float(I, 53, 11) [concrete]
K0521	semantics/float.k	197	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule applyBin("+", I:Int, F:Float) => addF(intToF(I), F)
K0522	semantics/float.k	198	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule applyBin("+", F:Float, I:Int) => addF(F, intToF(I))
K0523	semantics/float.k	199	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule applyBin("-", I:Int, F:Float) => subF(intToF(I), F)
K0524	semantics/float.k	200	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule applyBin("-", F:Float, I:Int) => subF(F, intToF(I))
K0525	semantics/float.k	201	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule applyBin("*", I:Int, F:Float) => mulF(intToF(I), F)
K0526	semantics/float.k	202	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule applyBin("*", F:Float, I:Int) => mulF(F, intToF(I))
K0527	semantics/float.k	203	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule applyCmp("<", I:Int, F:Float) => floatLt(intToF(I), F)
K0528	semantics/float.k	204	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule applyCmp("<", F:Float, I:Int) => floatLt(F, intToF(I))
K0529	semantics/float.k	205	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule applyCmp(">", I:Int, F:Float) => gtF(intToF(I), F)
K0530	semantics/float.k	206	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule applyCmp(">", F:Float, I:Int) => gtF(F, intToF(I))
K0531	semantics/float.k	209	syntax	function,total,symbol(truncF),no-evaluators	no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	syntax Int ::= truncF(Float) [function, total, symbol(truncF), no-evaluators]
K0532	semantics/float.k	210	rule	concrete	no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule truncF(F:Float) => #if F >=Float 0.0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi [concrete]
K0533	semantics/float.k	211	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule applyBuiltin("int", F:Float, .Vals) => truncF(F)
K0534	semantics/float.k	213	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule applyBuiltin("float", I:Int, .Vals) => intToF(I)
K0535	semantics/float.k	214	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule applyBuiltin("float", F:Float, .Vals) => F
K0536	semantics/float.k	217	syntax	function,total,symbol(roundF),no-evaluators	no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]
K0537	semantics/float.k	218	rule	concrete	no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule roundF(F:Float) => #if (F -Float floorFloat(F)) ==Float 0.5 #then (#if Float2Int(floorFloat(F)) %Int 2 ==Int 0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi) #else Float2Int(floorFloat(F +Float 0.5)) #fi [concrete]
K0538	semantics/float.k	223	syntax	function,total,symbol(roundFN),no-evaluators	no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]
K0539	semantics/float.k	224	rule	concrete	no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule roundFN(F:Float, N:Int) => Int2Float(roundF(F *Float Int2Float(10 ^Int N, 53, 11)), 53, 11) /Float Int2Float(10 ^Int N, 53, 11) [concrete]
K0540	semantics/float.k	227	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule applyBuiltin("round", F:Float, .Vals) => roundF(F)
K0541	semantics/float.k	228	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule applyBuiltin("round", F:Float, N:Int, .Vals) => roundFN(F, N)
K0542	semantics/float.k	230	syntax	function,total,symbol(sqrtF),no-evaluators	no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	syntax Float ::= sqrtF(Float) [function, total, symbol(sqrtF), no-evaluators]
K0543	semantics/float.k	231	rule	concrete	no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule sqrtF(F:Float) => sqrtFloat(F) [concrete]
K0544	semantics/float.k	232	syntax		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	syntax KItem ::= "#mathSqrt"
K0545	semantics/float.k	233	rule	priority(40)	no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule <k> Call(Attribute(Name("math"), "sqrt"), (E:Expr, .Exprs)) => E ~> #mathSqrt ... </k> [priority(40)]
K0546	semantics/float.k	234	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule <k> F:Float ~> #mathSqrt => sqrtF(F) ... </k>
K0547	semantics/float.k	235	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule <k> I:Int ~> #mathSqrt => sqrtF(intToF(I)) ... </k>
K0548	semantics/float.k	243	syntax		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	syntax KItem ::= #maxAccF(Iterable, Float) | #maxContF(Float)
K0549	semantics/float.k	244	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAccF(R, {V}:>Float) ... </k> requires isFloat(V)
K0550	semantics/float.k	245	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule <k> #maxAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #maxContF(M) ... </k>
K0551	semantics/float.k	246	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule <k> #iterDone ~> #maxContF(M:Float) => M ... </k>
K0552	semantics/float.k	247	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #maxAccF(R, maxFloat(M, {V}:>Float)) ... </k> requires isFloat(V)
K0553	semantics/float.k	250	syntax		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	syntax KItem ::= #minAccF(Iterable, Float) | #minContF(Float)
K0554	semantics/float.k	251	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAccF(R, {V}:>Float) ... </k> requires isFloat(V)
K0555	semantics/float.k	252	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule <k> #minAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #minContF(M) ... </k>
K0556	semantics/float.k	253	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule <k> #iterDone ~> #minContF(M:Float) => M ... </k>
K0557	semantics/float.k	254	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule <k> #iterYield(V:Val, R:Iterable) ~> #minContF(M:Float) => #minAccF(R, minFloat(M, {V}:>Float)) ... </k> requires isFloat(V)
K0558	semantics/float.k	261	syntax		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	syntax KItem ::= #sumAccF(Iterable, Float) | #sumContF(Float)
K0559	semantics/float.k	262	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int) => #sumAccF(R, addF(intToF(ACC), {V}:>Float)) ... </k> requires isFloat(V) andBool notBool (isInt(V) orBool isBool(V))
K0560	semantics/float.k	265	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule <k> #sumAccF(IT:Iterable, ACC:Float) => #iterNext(IT) ~> #sumContF(ACC) ... </k>
K0561	semantics/float.k	266	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule <k> #iterDone ~> #sumContF(ACC:Float) => ACC ... </k>
K0562	semantics/float.k	267	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, {V}:>Float)) ... </k> requires isFloat(V)
K0563	semantics/float.k	270	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, intToF(intOf(V)))) ... </k> requires isInt(V) orBool isBool(V)
K0564	semantics/functions.k	8	syntax		yes	ACCEPT_FIXED_SUPPLIED_USED	byte-identical trusted SUPPLIED_SEMANTICS baseline; function definition and frame syntax	syntax KItem ::= frame(continuation: K, callerEnv: Int, savedLoc: Int) | #bindP(ParamNames, Vals) | "#pop" | "#endcall"
K0565	semantics/functions.k	14	rule		yes	ACCEPT_FIXED_SUPPLIED_USED	byte-identical trusted SUPPLIED_SEMANTICS baseline; function definition and frame syntax	rule <k> FuncDef(F:String, Params(PNS:ParamNames), BODY:Stmts) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureVal(PNS, BODY, L) ], _) ... </scopes>
K0566	semantics/functions.k	18	syntax		yes	ACCEPT_FIXED_SUPPLIED_USED	byte-identical trusted SUPPLIED_SEMANTICS baseline; function definition and frame syntax	syntax Expr ::= closureExpr(ParamNames, Stmts)
K0567	semantics/functions.k	19	rule		yes	ACCEPT_FIXED_SUPPLIED_USED	byte-identical trusted SUPPLIED_SEMANTICS baseline; function definition and frame syntax	rule <k> closureExpr(PNS:ParamNames, BODY:Stmts) => closureVal(PNS, BODY, L) ... </k> <env> L:Int </env>
K0568	semantics/functions.k	27	syntax		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	syntax Val ::= closureValC(ParamNames, ParamNames, Stmts, Map)
K0569	semantics/functions.k	31	syntax		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	syntax KItem ::= #mkClosure(String, ParamNames, ParamNames, ParamNames, Stmts, Map) | #mkLambda(ParamNames, ParamNames, ParamNames, Stmts, Map)
K0570	semantics/functions.k	33	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule <k> FuncDef(F:String, Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), BODY:Stmts) => #mkClosure(F, PNS, CVS, FVS, BODY, .Map) ... </k>
K0571	semantics/functions.k	36	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkClosure(F, PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires FV in_keys(M)
K0572	semantics/functions.k	42	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureValC(PNS, CVS, BODY, CM) ], _) ... </scopes>
K0573	semantics/functions.k	47	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule <k> Lambda(Params(PNS:ParamNames), E:Expr) => closureVal(PNS, Return(E) .Stmts, L) ... </k> <env> L:Int </env>
K0574	semantics/functions.k	50	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule <k> Lambda(Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), E:Expr) => #mkLambda(PNS, CVS, FVS, Return(E) .Stmts, .Map) ... </k>
K0575	semantics/functions.k	53	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkLambda(PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires FV in_keys(M)
K0576	semantics/functions.k	59	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => closureValC(PNS, CVS, BODY, CM) ... </k>
K0577	semantics/functions.k	63	rule		yes	ACCEPT_FIXED_SUPPLIED_USED	byte-identical trusted SUPPLIED_SEMANTICS baseline; parameter binding, return, and frame pop	rule <k> #bindP(.ParamNames, .Vals) => .K ... </k>
K0578	semantics/functions.k	64	rule		yes	ACCEPT_FIXED_SUPPLIED_USED	byte-identical trusted SUPPLIED_SEMANTICS baseline; parameter binding, return, and frame pop	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ P <- V ], _) ... </scopes>
K0579	semantics/functions.k	68	rule	priority(40)	yes	ACCEPT_FIXED_SUPPLIED_USED	byte-identical trusted SUPPLIED_SEMANTICS baseline; parameter binding, return, and frame pop	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #cellW({M[P]}:>Val, V) ~> #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires "$cells" in_keys(M) andBool pnMember(P, cellsOf({M["$cells"]}:>Val)) andBool P in_keys(M) andBool isCellRef({M[P]}:>Val) [priority(40)]
K0580	semantics/functions.k	78	rule		yes	ACCEPT_FIXED_SUPPLIED_USED	byte-identical trusted SUPPLIED_SEMANTICS baseline; parameter binding, return, and frame pop	rule <k> Return(V:Val) ~> _ => #pop </k> <ret> noRet => retV(V) </ret>
K0581	semantics/functions.k	80	rule		yes	ACCEPT_FIXED_SUPPLIED_USED	byte-identical trusted SUPPLIED_SEMANTICS baseline; parameter binding, return, and frame pop	rule <k> #endcall => #pop ... </k> <ret> noRet => retV(noneV) </ret>
K0582	semantics/functions.k	85	rule		yes	ACCEPT_FIXED_SUPPLIED_USED	byte-identical trusted SUPPLIED_SEMANTICS baseline; parameter binding, return, and frame pop	rule <k> #pop => V ~> CONT </k> <ret> retV(V) => noRet </ret> <stack> ListItem(frame(CONT:K, CALLERL:Int, SAVEDL:Int)) => .List ... </stack> <env> L:Int => CALLERL </env> <scopes> SC:Map => SC [ L <- undef ] </scopes> <scopeLoc> _ => SAVEDL </scopeLoc>
K0583	semantics/int.k	7	rule		yes	ACCEPT_FIXED_SUPPLIED_USED	byte-identical trusted SUPPLIED_SEMANTICS baseline; integer unary, +, %, modulo, and == operations	rule applyUn("-", I:Int) => 0 -Int I
K0584	semantics/int.k	9	rule		yes	ACCEPT_FIXED_SUPPLIED_USED	byte-identical trusted SUPPLIED_SEMANTICS baseline; integer unary, +, %, modulo, and == operations	rule applyBin("+", I1:Int, I2:Int) => I1 +Int I2
K0585	semantics/int.k	11	rule		yes	ACCEPT_FIXED_SUPPLIED_USED	byte-identical trusted SUPPLIED_SEMANTICS baseline; integer unary, +, %, modulo, and == operations	rule applyBin("+", I:Int, B:Bool) => I +Int #if B #then 1 #else 0 #fi
K0586	semantics/int.k	12	rule		yes	ACCEPT_FIXED_SUPPLIED_USED	byte-identical trusted SUPPLIED_SEMANTICS baseline; integer unary, +, %, modulo, and == operations	rule applyBin("+", B:Bool, I:Int) => #if B #then 1 #else 0 #fi +Int I
K0587	semantics/int.k	13	rule		yes	ACCEPT_FIXED_SUPPLIED_USED	byte-identical trusted SUPPLIED_SEMANTICS baseline; integer unary, +, %, modulo, and == operations	rule applyBin("-", I1:Int, I2:Int) => I1 -Int I2
K0588	semantics/int.k	14	rule		yes	ACCEPT_FIXED_SUPPLIED_USED	byte-identical trusted SUPPLIED_SEMANTICS baseline; integer unary, +, %, modulo, and == operations	rule applyBin("*", I1:Int, I2:Int) => I1 *Int I2
K0589	semantics/int.k	15	rule		yes	ACCEPT_FIXED_SUPPLIED_USED	byte-identical trusted SUPPLIED_SEMANTICS baseline; integer unary, +, %, modulo, and == operations	rule applyBin("%", I1:Int, I2:Int) => pyMod(I1, I2)
K0590	semantics/int.k	16	rule		yes	ACCEPT_FIXED_SUPPLIED_USED	byte-identical trusted SUPPLIED_SEMANTICS baseline; integer unary, +, %, modulo, and == operations	rule applyBin("//", I1:Int, I2:Int) => (I1 -Int pyMod(I1, I2)) /Int I2
K0591	semantics/int.k	17	rule		yes	ACCEPT_FIXED_SUPPLIED_USED	byte-identical trusted SUPPLIED_SEMANTICS baseline; integer unary, +, %, modulo, and == operations	rule applyBin("**", I1:Int, I2:Int) => I1 ^Int I2 requires I2 >=Int 0
K0592	semantics/int.k	19	syntax	function	yes	ACCEPT_FIXED_SUPPLIED_USED	byte-identical trusted SUPPLIED_SEMANTICS baseline; integer unary, +, %, modulo, and == operations	syntax Int ::= pyMod(Int, Int) [function]
K0593	semantics/int.k	20	rule		yes	ACCEPT_FIXED_SUPPLIED_USED	byte-identical trusted SUPPLIED_SEMANTICS baseline; integer unary, +, %, modulo, and == operations	rule pyMod(I1:Int, I2:Int) => ((I1 %Int I2) +Int I2) %Int I2
K0594	semantics/int.k	22	rule		yes	ACCEPT_FIXED_SUPPLIED_USED	byte-identical trusted SUPPLIED_SEMANTICS baseline; integer unary, +, %, modulo, and == operations	rule applyCmp("<", I1:Int, I2:Int) => I1 <Int I2
K0595	semantics/int.k	23	rule		yes	ACCEPT_FIXED_SUPPLIED_USED	byte-identical trusted SUPPLIED_SEMANTICS baseline; integer unary, +, %, modulo, and == operations	rule applyCmp("<=", I1:Int, I2:Int) => I1 <=Int I2
K0596	semantics/int.k	24	rule		yes	ACCEPT_FIXED_SUPPLIED_USED	byte-identical trusted SUPPLIED_SEMANTICS baseline; integer unary, +, %, modulo, and == operations	rule applyCmp(">", I1:Int, I2:Int) => I1 >Int I2
K0597	semantics/int.k	25	rule		yes	ACCEPT_FIXED_SUPPLIED_USED	byte-identical trusted SUPPLIED_SEMANTICS baseline; integer unary, +, %, modulo, and == operations	rule applyCmp(">=", I1:Int, I2:Int) => I1 >=Int I2
