id	path	line	scope	kind	subtype	attributes	decision	text
K0487	reference-semantics/semantics/float.k	150	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule applyCmp("">"",  I:Int, F:Float) => gtF(intToF(I), F)"
K0488	reference-semantics/semantics/float.k	151	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule applyCmp("">"",  F:Float, I:Int) => gtF(F, intToF(I))"
K0489	reference-semantics/semantics/float.k	154	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule applyCmp(""=="", V:Val, noneV) => V ==K noneV"
K0490	reference-semantics/semantics/float.k	155	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule applyCmp(""!="", V:Val, noneV) => notBool (V ==K noneV)"
K0491	reference-semantics/semantics/float.k	160	supplied-semantics	syntax	opaque-symbol-declaration	function,total,symbol,no-evaluators	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	syntax Float ::= decStrToF(IntSeq) [function, total, symbol(decStrToF), no-evaluators]
K0492	reference-semantics/semantics/float.k	161	supplied-semantics	rule	concrete-only-rule	concrete	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule decStrToF(iCons(45, CS:IntSeq)) => 0.0 -Float decStrToF(CS) [concrete]
K0493	reference-semantics/semantics/float.k	162	supplied-semantics	rule	concrete-only-rule	concrete	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule decStrToF(CS:IntSeq) => intToF(intPart(CS)) +Float (intToF(fracPart(CS)) /Float intToF(fracScale(CS))) requires isLen(CS) >Int 0 andBool headIS(CS) =/=Int 45 [concrete]
K0494	reference-semantics/semantics/float.k	165	supplied-semantics	syntax	function-declaration	function	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	syntax Int ::= headIS(IntSeq) [function]
K0495	reference-semantics/semantics/float.k	166	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule headIS(iCons(C:Int, _:IntSeq)) => C
K0496	reference-semantics/semantics/float.k	167	supplied-semantics	syntax	function-declaration	function,total	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	syntax Int ::= intPart(IntSeq) [function, total] | intPartAcc(IntSeq, Int) [function, total]
K0497	reference-semantics/semantics/float.k	168	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule intPart(CS:IntSeq) => intPartAcc(CS, 0)
K0498	reference-semantics/semantics/float.k	169	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule intPartAcc(.IntSeq, A:Int) => A
K0499	reference-semantics/semantics/float.k	170	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule intPartAcc(iCons(46, _:IntSeq), A:Int) => A
K0500	reference-semantics/semantics/float.k	171	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule intPartAcc(iCons(C:Int, R:IntSeq), A:Int) => intPartAcc(R, A *Int 10 +Int (C -Int 48)) requires C =/=Int 46
K0501	reference-semantics/semantics/float.k	173	supplied-semantics	syntax	function-declaration	function,total	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	syntax Int ::= fracPart(IntSeq) [function, total] | fracAcc(IntSeq, Int) [function, total]
K0502	reference-semantics/semantics/float.k	174	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule fracPart(.IntSeq) => 0
K0503	reference-semantics/semantics/float.k	175	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule fracPart(iCons(46, R:IntSeq)) => fracAcc(R, 0)
K0504	reference-semantics/semantics/float.k	176	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule fracPart(iCons(C:Int, R:IntSeq)) => fracPart(R) requires C =/=Int 46
K0505	reference-semantics/semantics/float.k	177	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule fracAcc(.IntSeq, A:Int) => A
K0506	reference-semantics/semantics/float.k	178	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule fracAcc(iCons(C:Int, R:IntSeq), A:Int) => fracAcc(R, A *Int 10 +Int (C -Int 48))
K0507	reference-semantics/semantics/float.k	179	supplied-semantics	syntax	function-declaration	function,total	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	syntax Int ::= fracScale(IntSeq) [function, total] | fscAcc(IntSeq, Int) [function, total]
K0508	reference-semantics/semantics/float.k	180	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule fracScale(.IntSeq) => 1
K0509	reference-semantics/semantics/float.k	181	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule fracScale(iCons(46, R:IntSeq)) => fscAcc(R, 1)
K0510	reference-semantics/semantics/float.k	182	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule fracScale(iCons(C:Int, R:IntSeq)) => fracScale(R) requires C =/=Int 46
K0511	reference-semantics/semantics/float.k	183	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule fscAcc(.IntSeq, A:Int) => A
K0512	reference-semantics/semantics/float.k	184	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule fscAcc(iCons(_:Int, R:IntSeq), A:Int) => fscAcc(R, A *Int 10)
K0513	reference-semantics/semantics/float.k	185	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule applyBuiltin(""float"", str(CS:IntSeq), .Vals) => decStrToF(CS)"
K0514	reference-semantics/semantics/float.k	186	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule applyBuiltin(""float"", I:Int, .Vals)          => intToF(I)"
K0515	reference-semantics/semantics/float.k	187	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule applyBuiltin(""float"", F:Float, .Vals)        => F"
K0516	reference-semantics/semantics/float.k	190	supplied-semantics	syntax	opaque-symbol-declaration	function,total,symbol,no-evaluators	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	syntax Float ::= divFloatIntV(Float, Int) [function, total, symbol(divFloatIntV), no-evaluators]
K0517	reference-semantics/semantics/float.k	191	supplied-semantics	rule	concrete-only-rule	concrete	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule divFloatIntV(F:Float, I:Int) => F /Float Int2Float(I, 53, 11) [concrete]
K0518	reference-semantics/semantics/float.k	192	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule applyBin(""/"", F:Float, I:Int) => divFloatIntV(F, I)"
K0519	reference-semantics/semantics/float.k	195	supplied-semantics	syntax	opaque-symbol-declaration	function,total,symbol,no-evaluators	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]
K0520	reference-semantics/semantics/float.k	196	supplied-semantics	rule	concrete-only-rule	concrete	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule intToF(I:Int) => Int2Float(I, 53, 11) [concrete]
K0521	reference-semantics/semantics/float.k	197	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule applyBin(""+"", I:Int, F:Float) => addF(intToF(I), F)"
K0522	reference-semantics/semantics/float.k	198	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule applyBin(""+"", F:Float, I:Int) => addF(F, intToF(I))"
K0523	reference-semantics/semantics/float.k	199	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule applyBin(""-"", I:Int, F:Float) => subF(intToF(I), F)"
K0524	reference-semantics/semantics/float.k	200	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule applyBin(""-"", F:Float, I:Int) => subF(F, intToF(I))"
K0525	reference-semantics/semantics/float.k	201	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule applyBin(""*"", I:Int, F:Float) => mulF(intToF(I), F)"
K0526	reference-semantics/semantics/float.k	202	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule applyBin(""*"", F:Float, I:Int) => mulF(F, intToF(I))"
K0527	reference-semantics/semantics/float.k	203	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule applyCmp(""<"", I:Int, F:Float) => floatLt(intToF(I), F)"
K0528	reference-semantics/semantics/float.k	204	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule applyCmp(""<"", F:Float, I:Int) => floatLt(F, intToF(I))"
K0529	reference-semantics/semantics/float.k	205	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule applyCmp("">"", I:Int, F:Float) => gtF(intToF(I), F)"
K0530	reference-semantics/semantics/float.k	206	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule applyCmp("">"", F:Float, I:Int) => gtF(F, intToF(I))"
K0531	reference-semantics/semantics/float.k	209	supplied-semantics	syntax	opaque-symbol-declaration	function,total,symbol,no-evaluators	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	syntax Int ::= truncF(Float) [function, total, symbol(truncF), no-evaluators]
K0532	reference-semantics/semantics/float.k	210	supplied-semantics	rule	concrete-only-rule	concrete	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule truncF(F:Float) => #if F >=Float 0.0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi [concrete]
K0533	reference-semantics/semantics/float.k	211	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule applyBuiltin(""int"", F:Float, .Vals) => truncF(F)"
K0534	reference-semantics/semantics/float.k	213	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule applyBuiltin(""float"", I:Int, .Vals)   => intToF(I)"
K0535	reference-semantics/semantics/float.k	214	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule applyBuiltin(""float"", F:Float, .Vals) => F"
K0536	reference-semantics/semantics/float.k	217	supplied-semantics	syntax	opaque-symbol-declaration	function,total,symbol,no-evaluators	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]
K0537	reference-semantics/semantics/float.k	218	supplied-semantics	rule	concrete-only-rule	concrete	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule roundF(F:Float) => #if (F -Float floorFloat(F)) ==Float 0.5 #then (#if Float2Int(floorFloat(F)) %Int 2 ==Int 0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi) #else Float2Int(floorFloat(F +Float 0.5)) #fi [concrete]
K0538	reference-semantics/semantics/float.k	223	supplied-semantics	syntax	opaque-symbol-declaration	function,total,symbol,no-evaluators	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]
K0539	reference-semantics/semantics/float.k	224	supplied-semantics	rule	concrete-only-rule	concrete	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule roundFN(F:Float, N:Int) => Int2Float(roundF(F *Float Int2Float(10 ^Int N, 53, 11)), 53, 11) /Float Int2Float(10 ^Int N, 53, 11) [concrete]
K0540	reference-semantics/semantics/float.k	227	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule applyBuiltin(""round"", F:Float, .Vals)        => roundF(F)"
K0541	reference-semantics/semantics/float.k	228	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule applyBuiltin(""round"", F:Float, N:Int, .Vals) => roundFN(F, N)"
K0542	reference-semantics/semantics/float.k	230	supplied-semantics	syntax	opaque-symbol-declaration	function,total,symbol,no-evaluators	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	syntax Float ::= sqrtF(Float) [function, total, symbol(sqrtF), no-evaluators]
K0543	reference-semantics/semantics/float.k	231	supplied-semantics	rule	concrete-only-rule	concrete	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule sqrtF(F:Float) => sqrtFloat(F) [concrete]
K0544	reference-semantics/semantics/float.k	232	supplied-semantics	syntax	syntax-declaration	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"syntax KItem ::= ""#mathSqrt"""
K0545	reference-semantics/semantics/float.k	233	supplied-semantics	rule	priority-rule	priority	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule <k> Call(Attribute(Name(""math""), ""sqrt""), (E:Expr, .Exprs)) => E ~> #mathSqrt ... </k> [priority(40)]"
K0546	reference-semantics/semantics/float.k	234	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule <k> F:Float ~> #mathSqrt => sqrtF(F) ... </k>
K0547	reference-semantics/semantics/float.k	235	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule <k> I:Int ~> #mathSqrt => sqrtF(intToF(I)) ... </k>
K0548	reference-semantics/semantics/float.k	243	supplied-semantics	syntax	syntax-declaration	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	syntax KItem ::= #maxAccF(Iterable, Float) | #maxContF(Float)
K0549	reference-semantics/semantics/float.k	244	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAccF(R, {V}:>Float) ... </k> requires isFloat(V)
K0550	reference-semantics/semantics/float.k	245	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule <k> #maxAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #maxContF(M) ... </k>
K0551	reference-semantics/semantics/float.k	246	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule <k> #iterDone ~> #maxContF(M:Float) => M ... </k>
K0552	reference-semantics/semantics/float.k	247	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #maxAccF(R, maxFloat(M, {V}:>Float)) ... </k> requires isFloat(V)
K0553	reference-semantics/semantics/float.k	250	supplied-semantics	syntax	syntax-declaration	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	syntax KItem ::= #minAccF(Iterable, Float) | #minContF(Float)
K0554	reference-semantics/semantics/float.k	251	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAccF(R, {V}:>Float) ... </k> requires isFloat(V)
K0555	reference-semantics/semantics/float.k	252	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule <k> #minAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #minContF(M) ... </k>
K0556	reference-semantics/semantics/float.k	253	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule <k> #iterDone ~> #minContF(M:Float) => M ... </k>
K0557	reference-semantics/semantics/float.k	254	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule <k> #iterYield(V:Val, R:Iterable) ~> #minContF(M:Float) => #minAccF(R, minFloat(M, {V}:>Float)) ... </k> requires isFloat(V)
K0558	reference-semantics/semantics/float.k	261	supplied-semantics	syntax	syntax-declaration	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	syntax KItem ::= #sumAccF(Iterable, Float) | #sumContF(Float)
K0559	reference-semantics/semantics/float.k	262	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int) => #sumAccF(R, addF(intToF(ACC), {V}:>Float)) ... </k> requires isFloat(V) andBool notBool (isInt(V) orBool isBool(V))
K0560	reference-semantics/semantics/float.k	265	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule <k> #sumAccF(IT:Iterable, ACC:Float) => #iterNext(IT) ~> #sumContF(ACC) ... </k>
K0561	reference-semantics/semantics/float.k	266	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule <k> #iterDone ~> #sumContF(ACC:Float) => ACC ... </k>
K0562	reference-semantics/semantics/float.k	267	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, {V}:>Float)) ... </k> requires isFloat(V)
K0563	reference-semantics/semantics/float.k	270	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, intToF(intOf(V)))) ... </k> requires isInt(V) orBool isBool(V)
K0564	reference-semantics/semantics/functions.k	8	supplied-semantics	syntax	syntax-declaration	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"syntax KItem ::= frame(continuation: K, callerEnv: Int, savedLoc: Int) | #bindP(ParamNames, Vals) | ""#pop"" | ""#endcall"""
K0565	reference-semantics/semantics/functions.k	14	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule <k> FuncDef(F:String, Params(PNS:ParamNames), BODY:Stmts) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureVal(PNS, BODY, L) ], _) ... </scopes>
K0566	reference-semantics/semantics/functions.k	18	supplied-semantics	syntax	syntax-declaration	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	syntax Expr ::= closureExpr(ParamNames, Stmts)
K0567	reference-semantics/semantics/functions.k	19	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule <k> closureExpr(PNS:ParamNames, BODY:Stmts) => closureVal(PNS, BODY, L) ... </k> <env> L:Int </env>
K0568	reference-semantics/semantics/functions.k	27	supplied-semantics	syntax	syntax-declaration	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	syntax Val ::= closureValC(ParamNames, ParamNames, Stmts, Map)
K0569	reference-semantics/semantics/functions.k	31	supplied-semantics	syntax	syntax-declaration	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	syntax KItem ::= #mkClosure(String, ParamNames, ParamNames, ParamNames, Stmts, Map) | #mkLambda(ParamNames, ParamNames, ParamNames, Stmts, Map)
K0570	reference-semantics/semantics/functions.k	33	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule <k> FuncDef(F:String, Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), BODY:Stmts) => #mkClosure(F, PNS, CVS, FVS, BODY, .Map) ... </k>
K0571	reference-semantics/semantics/functions.k	36	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkClosure(F, PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires FV in_keys(M)
K0572	reference-semantics/semantics/functions.k	42	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureValC(PNS, CVS, BODY, CM) ], _) ... </scopes>
K0573	reference-semantics/semantics/functions.k	47	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule <k> Lambda(Params(PNS:ParamNames), E:Expr) => closureVal(PNS, Return(E) .Stmts, L) ... </k> <env> L:Int </env>
K0574	reference-semantics/semantics/functions.k	50	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule <k> Lambda(Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), E:Expr) => #mkLambda(PNS, CVS, FVS, Return(E) .Stmts, .Map) ... </k>
K0575	reference-semantics/semantics/functions.k	53	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkLambda(PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires FV in_keys(M)
K0576	reference-semantics/semantics/functions.k	59	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => closureValC(PNS, CVS, BODY, CM) ... </k>
K0577	reference-semantics/semantics/functions.k	63	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule <k> #bindP(.ParamNames, .Vals) => .K ... </k>
K0578	reference-semantics/semantics/functions.k	64	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ P <- V ], _) ... </scopes>
K0579	reference-semantics/semantics/functions.k	68	supplied-semantics	rule	priority-rule	priority	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #cellW({M[P]}:>Val, V) ~> #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires ""$cells"" in_keys(M) andBool pnMember(P, cellsOf({M[""$cells""]}:>Val)) andBool P in_keys(M) andBool isCellRef({M[P]}:>Val) [priority(40)]"
K0580	reference-semantics/semantics/functions.k	78	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule <k> Return(V:Val) ~> _ => #pop </k> <ret> noRet => retV(V) </ret>
K0581	reference-semantics/semantics/functions.k	80	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule <k> #endcall => #pop ... </k> <ret> noRet => retV(noneV) </ret>
K0582	reference-semantics/semantics/functions.k	85	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule <k> #pop => V ~> CONT </k> <ret>   retV(V) => noRet </ret> <stack> ListItem(frame(CONT:K, CALLERL:Int, SAVEDL:Int)) => .List ... </stack> <env>   L:Int => CALLERL </env> <scopes> SC:Map => SC [ L <- undef ] </scopes> <scopeLoc> _ => SAVEDL </scopeLoc>
K0583	reference-semantics/semantics/int.k	7	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule applyUn(""-"", I:Int) => 0 -Int I"
K0584	reference-semantics/semantics/int.k	9	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule applyBin(""+"",  I1:Int, I2:Int) => I1 +Int I2"
K0585	reference-semantics/semantics/int.k	11	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule applyBin(""+"",  I:Int, B:Bool) => I +Int #if B #then 1 #else 0 #fi"
K0586	reference-semantics/semantics/int.k	12	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule applyBin(""+"",  B:Bool, I:Int) => #if B #then 1 #else 0 #fi +Int I"
K0587	reference-semantics/semantics/int.k	13	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule applyBin(""-"",  I1:Int, I2:Int) => I1 -Int I2"
K0588	reference-semantics/semantics/int.k	14	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule applyBin(""*"",  I1:Int, I2:Int) => I1 *Int I2"
K0589	reference-semantics/semantics/int.k	15	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule applyBin(""%"",  I1:Int, I2:Int) => pyMod(I1, I2)"
K0590	reference-semantics/semantics/int.k	16	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule applyBin(""//"", I1:Int, I2:Int) => (I1 -Int pyMod(I1, I2)) /Int I2"
K0591	reference-semantics/semantics/int.k	17	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule applyBin(""**"", I1:Int, I2:Int) => I1 ^Int I2 requires I2 >=Int 0"
K0592	reference-semantics/semantics/int.k	19	supplied-semantics	syntax	function-declaration	function	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	syntax Int ::= pyMod(Int, Int) [function]
K0593	reference-semantics/semantics/int.k	20	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule pyMod(I1:Int, I2:Int) => ((I1 %Int I2) +Int I2) %Int I2
K0594	reference-semantics/semantics/int.k	22	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule applyCmp(""<"",  I1:Int, I2:Int)   => I1 <Int  I2"
