index	file	line	kind	category	attributes	disposition	declaration
460	reference-semantics/semantics/float.k	115	syntax	opaque-symbol-declaration	function,total,no-evaluators,symbol	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	syntax Float ::= mulF(Float, Float) [function, total, symbol(mulF), no-evaluators]
461	reference-semantics/semantics/float.k	116	rule	ordinary-rule	concrete	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule mulF(F1:Float, F2:Float) => F1 *Float F2 [concrete]
462	reference-semantics/semantics/float.k	117	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule applyBin("*", F1:Float, F2:Float) => mulF(F1, F2)
463	reference-semantics/semantics/float.k	119	syntax	opaque-symbol-declaration	function,total,no-evaluators,symbol	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	syntax Float ::= powF(Float, Float) [function, total, symbol(powF), no-evaluators]
464	reference-semantics/semantics/float.k	120	rule	ordinary-rule	concrete	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule powF(F1:Float, F2:Float) => F1 ^Float F2 [concrete]
465	reference-semantics/semantics/float.k	121	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule applyBin("**", F1:Float, F2:Float) => powF(F1, F2) // ---- the remaining comparisons (gtF promoted from find_zero — its summaries // case-split on the atom; >= / <= derive from the two opaque compares) ----
466	reference-semantics/semantics/float.k	125	syntax	opaque-symbol-declaration	function,total,no-evaluators,symbol	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	syntax Bool ::= gtF(Float, Float) [function, total, symbol(gtF), no-evaluators]
467	reference-semantics/semantics/float.k	126	rule	ordinary-rule	concrete	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule gtF(F1:Float, F2:Float) => F1 >Float F2 [concrete]
468	reference-semantics/semantics/float.k	127	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule applyCmp(">", F1:Float, F2:Float) => gtF(F1, F2)
469	reference-semantics/semantics/float.k	128	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule applyCmp(">=", F1:Float, F2:Float) => notBool floatLt(F1, F2)
470	reference-semantics/semantics/float.k	129	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule applyCmp("<=", F1:Float, F2:Float) => notBool gtF(F1, F2) // ---- mixed Int/Float operators promote the Int side (n ** 0.5 etc.) ----
471	reference-semantics/semantics/float.k	132	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule applyBin("**", I:Int, F:Float) => powF(intToF(I), F)
472	reference-semantics/semantics/float.k	133	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule applyBin("**", F:Float, I:Int) => powF(F, intToF(I))
473	reference-semantics/semantics/float.k	134	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule applyBin("-", I:Int, F:Float) => subF(intToF(I), F)
474	reference-semantics/semantics/float.k	135	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule applyBin("-", F:Float, I:Int) => subF(F, intToF(I))
475	reference-semantics/semantics/float.k	136	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule applyBin("+", I:Int, F:Float) => addF(intToF(I), F)
476	reference-semantics/semantics/float.k	137	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule applyBin("+", F:Float, I:Int) => addF(F, intToF(I))
477	reference-semantics/semantics/float.k	138	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule applyBin("*", I:Int, F:Float) => mulF(intToF(I), F)
478	reference-semantics/semantics/float.k	139	rule	ordinary-rule	concrete	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule applyBin("*", F:Float, I:Int) => mulF(F, intToF(I)) // ---- mixed Int == Float (shared eqF; opaque symbolic / concrete twin) ----
479	reference-semantics/semantics/float.k	142	syntax	opaque-symbol-declaration	function,total,no-evaluators,symbol	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	syntax Bool ::= eqF(Float, Float) [function, total, symbol(eqF), no-evaluators]
480	reference-semantics/semantics/float.k	143	rule	ordinary-rule	concrete	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule eqF(F1:Float, F2:Float) => F1 ==Float F2 [concrete]
481	reference-semantics/semantics/float.k	144	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule applyCmp("==", I:Int, F:Float) => eqF(intToF(I), F)
482	reference-semantics/semantics/float.k	145	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule applyCmp("==", F:Float, I:Int) => eqF(F, intToF(I))
483	reference-semantics/semantics/float.k	146	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule applyCmp("!=", I:Int, F:Float) => notBool eqF(intToF(I), F)
484	reference-semantics/semantics/float.k	147	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule applyCmp("!=", F:Float, I:Int) => notBool eqF(F, intToF(I))
485	reference-semantics/semantics/float.k	148	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule applyCmp("<", I:Int, F:Float) => floatLt(intToF(I), F)
486	reference-semantics/semantics/float.k	149	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule applyCmp("<", F:Float, I:Int) => floatLt(F, intToF(I))
487	reference-semantics/semantics/float.k	150	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule applyCmp(">", I:Int, F:Float) => gtF(intToF(I), F)
488	reference-semantics/semantics/float.k	151	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule applyCmp(">", F:Float, I:Int) => gtF(F, intToF(I)) // ---- x == None (promoted from 137; `is` cases live in operators.k) ----
489	reference-semantics/semantics/float.k	154	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule applyCmp("==", V:Val, noneV) => V ==K noneV
490	reference-semantics/semantics/float.k	155	rule	ordinary-rule	concrete	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule applyCmp("!=", V:Val, noneV) => notBool (V ==K noneV) // ---- float(str): decimal parse (promoted from 137's defined chain) ---- // digits '.' digits, optional leading '-'; concrete evaluation only (the // symbolic side stays an opaque decStrToF term a proof case-splits on).
491	reference-semantics/semantics/float.k	160	syntax	opaque-symbol-declaration	function,total,no-evaluators,symbol	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	syntax Float ::= decStrToF(IntSeq) [function, total, symbol(decStrToF), no-evaluators]
492	reference-semantics/semantics/float.k	161	rule	ordinary-rule	concrete	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule decStrToF(iCons(45, CS:IntSeq)) => 0.0 -Float decStrToF(CS) [concrete]
493	reference-semantics/semantics/float.k	162	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule decStrToF(CS:IntSeq) => intToF(intPart(CS)) +Float (intToF(fracPart(CS)) /Float intToF(fracScale(CS)))
494	reference-semantics/semantics/float.k	165	syntax	function-declaration	function	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	syntax Int ::= headIS(IntSeq) [function]
495	reference-semantics/semantics/float.k	166	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule headIS(iCons(C:Int, _:IntSeq)) => C
496	reference-semantics/semantics/float.k	167	syntax	function-declaration	function,total	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	syntax Int ::= intPart(IntSeq) [function, total] | intPartAcc(IntSeq, Int) [function, total]
497	reference-semantics/semantics/float.k	168	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule intPart(CS:IntSeq) => intPartAcc(CS, 0)
498	reference-semantics/semantics/float.k	169	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule intPartAcc(.IntSeq, A:Int) => A
499	reference-semantics/semantics/float.k	170	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule intPartAcc(iCons(46, _:IntSeq), A:Int) => A
500	reference-semantics/semantics/float.k	171	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule intPartAcc(iCons(C:Int, R:IntSeq), A:Int) => intPartAcc(R, A *Int 10 +Int (C -Int 48))
501	reference-semantics/semantics/float.k	173	syntax	function-declaration	function,total	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	syntax Int ::= fracPart(IntSeq) [function, total] | fracAcc(IntSeq, Int) [function, total]
502	reference-semantics/semantics/float.k	174	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule fracPart(.IntSeq) => 0
503	reference-semantics/semantics/float.k	175	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule fracPart(iCons(46, R:IntSeq)) => fracAcc(R, 0)
504	reference-semantics/semantics/float.k	176	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule fracPart(iCons(C:Int, R:IntSeq)) => fracPart(R) requires C =/=Int 46
505	reference-semantics/semantics/float.k	177	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule fracAcc(.IntSeq, A:Int) => A
506	reference-semantics/semantics/float.k	178	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule fracAcc(iCons(C:Int, R:IntSeq), A:Int) => fracAcc(R, A *Int 10 +Int (C -Int 48))
507	reference-semantics/semantics/float.k	179	syntax	function-declaration	function,total	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	syntax Int ::= fracScale(IntSeq) [function, total] | fscAcc(IntSeq, Int) [function, total]
508	reference-semantics/semantics/float.k	180	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule fracScale(.IntSeq) => 1
509	reference-semantics/semantics/float.k	181	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule fracScale(iCons(46, R:IntSeq)) => fscAcc(R, 1)
510	reference-semantics/semantics/float.k	182	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule fracScale(iCons(C:Int, R:IntSeq)) => fracScale(R) requires C =/=Int 46
511	reference-semantics/semantics/float.k	183	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule fscAcc(.IntSeq, A:Int) => A
512	reference-semantics/semantics/float.k	184	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule fscAcc(iCons(_:Int, R:IntSeq), A:Int) => fscAcc(R, A *Int 10)
513	reference-semantics/semantics/float.k	185	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule applyBuiltin("float", str(CS:IntSeq), .Vals) => decStrToF(CS)
514	reference-semantics/semantics/float.k	186	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule applyBuiltin("float", I:Int, .Vals) => intToF(I)
515	reference-semantics/semantics/float.k	187	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule applyBuiltin("float", F:Float, .Vals) => F // ---- float / int division (promoted from mean_absolute_deviation) ----
516	reference-semantics/semantics/float.k	190	syntax	opaque-symbol-declaration	function,total,no-evaluators,symbol	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	syntax Float ::= divFloatIntV(Float, Int) [function, total, symbol(divFloatIntV), no-evaluators]
517	reference-semantics/semantics/float.k	191	rule	ordinary-rule	concrete	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule divFloatIntV(F:Float, I:Int) => F /Float Int2Float(I, 53, 11) [concrete]
518	reference-semantics/semantics/float.k	192	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule applyBin("/", F:Float, I:Int) => divFloatIntV(F, I) // ---- int -> float promotion for the remaining mixed arithmetic/compares ----
519	reference-semantics/semantics/float.k	195	syntax	opaque-symbol-declaration	function,total,no-evaluators,symbol	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]
520	reference-semantics/semantics/float.k	196	rule	ordinary-rule	concrete	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule intToF(I:Int) => Int2Float(I, 53, 11) [concrete]
521	reference-semantics/semantics/float.k	197	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule applyBin("+", I:Int, F:Float) => addF(intToF(I), F)
522	reference-semantics/semantics/float.k	198	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule applyBin("+", F:Float, I:Int) => addF(F, intToF(I))
523	reference-semantics/semantics/float.k	199	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule applyBin("-", I:Int, F:Float) => subF(intToF(I), F)
524	reference-semantics/semantics/float.k	200	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule applyBin("-", F:Float, I:Int) => subF(F, intToF(I))
525	reference-semantics/semantics/float.k	201	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule applyBin("*", I:Int, F:Float) => mulF(intToF(I), F)
526	reference-semantics/semantics/float.k	202	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule applyBin("*", F:Float, I:Int) => mulF(F, intToF(I))
527	reference-semantics/semantics/float.k	203	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule applyCmp("<", I:Int, F:Float) => floatLt(intToF(I), F)
528	reference-semantics/semantics/float.k	204	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule applyCmp("<", F:Float, I:Int) => floatLt(F, intToF(I))
529	reference-semantics/semantics/float.k	205	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule applyCmp(">", I:Int, F:Float) => gtF(intToF(I), F)
530	reference-semantics/semantics/float.k	206	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule applyCmp(">", F:Float, I:Int) => gtF(F, intToF(I)) // ---- conversions: int(float) truncates toward zero; float(int); round; math.sqrt ----
531	reference-semantics/semantics/float.k	209	syntax	opaque-symbol-declaration	function,total,no-evaluators,symbol	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	syntax Int ::= truncF(Float) [function, total, symbol(truncF), no-evaluators]
532	reference-semantics/semantics/float.k	210	rule	ordinary-rule	concrete	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule truncF(F:Float) => #if F >=Float 0.0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi [concrete]
533	reference-semantics/semantics/float.k	211	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule applyBuiltin("int", F:Float, .Vals) => truncF(F)
534	reference-semantics/semantics/float.k	213	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule applyBuiltin("float", I:Int, .Vals) => intToF(I)
535	reference-semantics/semantics/float.k	214	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule applyBuiltin("float", F:Float, .Vals) => F // round: Python half-even (banker's); round(F, N) scales by 10^N
536	reference-semantics/semantics/float.k	217	syntax	opaque-symbol-declaration	function,total,no-evaluators,symbol	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]
537	reference-semantics/semantics/float.k	218	rule	ordinary-rule	concrete	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule roundF(F:Float) => #if (F -Float floorFloat(F)) ==Float 0.5 #then (#if Float2Int(floorFloat(F)) %Int 2 ==Int 0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi) #else Float2Int(floorFloat(F +Float 0.5)) #fi [concrete]
538	reference-semantics/semantics/float.k	223	syntax	opaque-symbol-declaration	function,total,no-evaluators,symbol	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]
539	reference-semantics/semantics/float.k	224	rule	ordinary-rule	concrete	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule roundFN(F:Float, N:Int) => Int2Float(roundF(F *Float Int2Float(10 ^Int N, 53, 11)), 53, 11) /Float Int2Float(10 ^Int N, 53, 11) [concrete]
540	reference-semantics/semantics/float.k	227	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule applyBuiltin("round", F:Float, .Vals) => roundF(F)
541	reference-semantics/semantics/float.k	228	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule applyBuiltin("round", F:Float, N:Int, .Vals) => roundFN(F, N)
542	reference-semantics/semantics/float.k	230	syntax	opaque-symbol-declaration	function,total,no-evaluators,symbol	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	syntax Float ::= sqrtF(Float) [function, total, symbol(sqrtF), no-evaluators]
543	reference-semantics/semantics/float.k	231	rule	ordinary-rule	concrete	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule sqrtF(F:Float) => sqrtFloat(F) [concrete]
544	reference-semantics/semantics/float.k	232	syntax	syntax-declaration	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	syntax KItem ::= "#mathSqrt"
545	reference-semantics/semantics/float.k	233	rule	ordinary-rule	priority	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule <k> Call(Attribute(Name("math"), "sqrt"), (E:Expr, .Exprs)) => E ~> #mathSqrt ... </k> [priority(40)]
546	reference-semantics/semantics/float.k	234	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule <k> F:Float ~> #mathSqrt => sqrtF(F) ... </k>
547	reference-semantics/semantics/float.k	235	rule	ordinary-rule	priority,concrete	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule <k> I:Int ~> #mathSqrt => sqrtF(intToF(I)) ... </k> // ---- min / max over a FLOAT list — FLOAT branch of the shared #minCont0/#maxCont0 folds (which // seed/step with `requires isInt(V)`, so they are STUCK on floats). These add the `requires // isFloat(V)` seed + a Float-accumulator fold via K's minFloat/maxFloat — concrete for krun. A proof // over a SYMBOLIC float list intercepts min/max problem-locally to an opaque minVF/maxVF (at // #applyK, priority 40, in its verification.k) BEFORE #minAcc0, so this fold is krun-only. Additive: // the isFloat guard is disjoint from the existing isInt one.
548	reference-semantics/semantics/float.k	243	syntax	syntax-declaration	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	syntax KItem ::= #maxAccF(Iterable, Float) | #maxContF(Float)
549	reference-semantics/semantics/float.k	244	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAccF(R, {V}:>Float) ... </k> requires isFloat(V)
550	reference-semantics/semantics/float.k	245	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule <k> #maxAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #maxContF(M) ... </k>
551	reference-semantics/semantics/float.k	246	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule <k> #iterDone ~> #maxContF(M:Float) => M ... </k>
552	reference-semantics/semantics/float.k	247	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #maxAccF(R, maxFloat(M, {V}:>Float)) ... </k>
553	reference-semantics/semantics/float.k	250	syntax	syntax-declaration	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	syntax KItem ::= #minAccF(Iterable, Float) | #minContF(Float)
554	reference-semantics/semantics/float.k	251	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAccF(R, {V}:>Float) ... </k> requires isFloat(V)
555	reference-semantics/semantics/float.k	252	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule <k> #minAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #minContF(M) ... </k>
556	reference-semantics/semantics/float.k	253	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule <k> #iterDone ~> #minContF(M:Float) => M ... </k>
557	reference-semantics/semantics/float.k	254	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule <k> #iterYield(V:Val, R:Iterable) ~> #minContF(M:Float) => #minAccF(R, minFloat(M, {V}:>Float)) ... </k>
558	reference-semantics/semantics/float.k	261	syntax	syntax-declaration	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	syntax KItem ::= #sumAccF(Iterable, Float) | #sumContF(Float)
559	reference-semantics/semantics/float.k	262	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int) => #sumAccF(R, addF(intToF(ACC), {V}:>Float)) ... </k>
560	reference-semantics/semantics/float.k	265	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule <k> #sumAccF(IT:Iterable, ACC:Float) => #iterNext(IT) ~> #sumContF(ACC) ... </k>
561	reference-semantics/semantics/float.k	266	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule <k> #iterDone ~> #sumContF(ACC:Float) => ACC ... </k>
562	reference-semantics/semantics/float.k	267	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, {V}:>Float)) ... </k>
563	reference-semantics/semantics/float.k	270	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, intToF(intOf(V)))) ... </k>
564	reference-semantics/semantics/functions.k	8	syntax	syntax-declaration	-	SUPPLIED_USED_PATH_REVIEWED_SOUND	syntax KItem ::= frame(continuation: K, callerEnv: Int, savedLoc: Int) | #bindP(ParamNames, Vals) | "#pop" | "#endcall" // ==== def / anonymous closure =============================================
565	reference-semantics/semantics/functions.k	14	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule <k> FuncDef(F:String, Params(PNS:ParamNames), BODY:Stmts) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureVal(PNS, BODY, L) ], _) ... </scopes>
566	reference-semantics/semantics/functions.k	18	syntax	syntax-declaration	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	syntax Expr ::= closureExpr(ParamNames, Stmts)
567	reference-semantics/semantics/functions.k	19	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule <k> closureExpr(PNS:ParamNames, BODY:Stmts) => closureVal(PNS, BODY, L) ... </k> <env> L:Int </env> // ==== annotated def/lambda (closure cells; spec 2.3) ====================== // closureValC(params, cellvars, body, captured-cells). No frame anchor: all // enclosing-local reads are freevars (symtable-complete) and go through the // captured cells; everything else is global/builtin, so the callee frame's // parent is the module scope (0) — sound after the defining frame dies.
568	reference-semantics/semantics/functions.k	27	syntax	syntax-declaration	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	syntax Val ::= closureValC(ParamNames, ParamNames, Stmts, Map) // capture: resolve each freevar to the enclosing frame's cellRef, then bind // (FuncDef) or yield (Lambda) the closure value.
569	reference-semantics/semantics/functions.k	31	syntax	syntax-declaration	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	syntax KItem ::= #mkClosure(String, ParamNames, ParamNames, ParamNames, Stmts, Map) | #mkLambda(ParamNames, ParamNames, ParamNames, Stmts, Map)
570	reference-semantics/semantics/functions.k	33	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule <k> FuncDef(F:String, Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), BODY:Stmts) => #mkClosure(F, PNS, CVS, FVS, BODY, .Map) ... </k>
571	reference-semantics/semantics/functions.k	36	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkClosure(F, PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
572	reference-semantics/semantics/functions.k	42	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureValC(PNS, CVS, BODY, CM) ], _) ... </scopes>
573	reference-semantics/semantics/functions.k	47	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule <k> Lambda(Params(PNS:ParamNames), E:Expr) => closureVal(PNS, Return(E) .Stmts, L) ... </k> <env> L:Int </env>
574	reference-semantics/semantics/functions.k	50	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule <k> Lambda(Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), E:Expr) => #mkLambda(PNS, CVS, FVS, Return(E) .Stmts, .Map) ... </k>
575	reference-semantics/semantics/functions.k	53	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkLambda(PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
