id	file	line	kind	attributes	audit_decision	declaration_or_rule
K0489	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	154	rule	-	ACCEPT-NO-FALSE-WITNESS	rule applyCmp("==", V:Val, noneV) => V ==K noneV
K0490	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	155	rule	-	ACCEPT-NO-FALSE-WITNESS	rule applyCmp("!=", V:Val, noneV) => notBool (V ==K noneV)
K0491	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	160	syntax	function,total,symbol,no-evaluators	BOUNDARY-OPAQUE	syntax Float ::= decStrToF(IntSeq) [function, total, symbol(decStrToF), no-evaluators]
K0492	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	161	rule	concrete	ACCEPT-NO-FALSE-WITNESS	rule decStrToF(iCons(45, CS:IntSeq)) => 0.0 -Float decStrToF(CS) [concrete]
K0493	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	162	rule	concrete	ACCEPT-NO-FALSE-WITNESS	rule decStrToF(CS:IntSeq) => intToF(intPart(CS)) +Float (intToF(fracPart(CS)) /Float intToF(fracScale(CS))) requires isLen(CS) >Int 0 andBool headIS(CS) =/=Int 45 [concrete]
K0494	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	165	syntax	function	ACCEPT-NO-FALSE-WITNESS	syntax Int ::= headIS(IntSeq) [function]
K0495	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	166	rule	-	ACCEPT-NO-FALSE-WITNESS	rule headIS(iCons(C:Int, _:IntSeq)) => C
K0496	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	167	syntax	function,total	ACCEPT-NO-FALSE-WITNESS	syntax Int ::= intPart(IntSeq) [function, total] | intPartAcc(IntSeq, Int) [function, total]
K0497	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	168	rule	-	ACCEPT-NO-FALSE-WITNESS	rule intPart(CS:IntSeq) => intPartAcc(CS, 0)
K0498	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	169	rule	-	ACCEPT-NO-FALSE-WITNESS	rule intPartAcc(.IntSeq, A:Int) => A
K0499	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	170	rule	-	ACCEPT-NO-FALSE-WITNESS	rule intPartAcc(iCons(46, _:IntSeq), A:Int) => A
K0500	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	171	rule	-	ACCEPT-NO-FALSE-WITNESS	rule intPartAcc(iCons(C:Int, R:IntSeq), A:Int) => intPartAcc(R, A *Int 10 +Int (C -Int 48)) requires C =/=Int 46
K0501	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	173	syntax	function,total	ACCEPT-NO-FALSE-WITNESS	syntax Int ::= fracPart(IntSeq) [function, total] | fracAcc(IntSeq, Int) [function, total]
K0502	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	174	rule	-	ACCEPT-NO-FALSE-WITNESS	rule fracPart(.IntSeq) => 0
K0503	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	175	rule	-	ACCEPT-NO-FALSE-WITNESS	rule fracPart(iCons(46, R:IntSeq)) => fracAcc(R, 0)
K0504	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	176	rule	-	ACCEPT-NO-FALSE-WITNESS	rule fracPart(iCons(C:Int, R:IntSeq)) => fracPart(R) requires C =/=Int 46
K0505	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	177	rule	-	ACCEPT-NO-FALSE-WITNESS	rule fracAcc(.IntSeq, A:Int) => A
K0506	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	178	rule	-	ACCEPT-NO-FALSE-WITNESS	rule fracAcc(iCons(C:Int, R:IntSeq), A:Int) => fracAcc(R, A *Int 10 +Int (C -Int 48))
K0507	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	179	syntax	function,total	ACCEPT-NO-FALSE-WITNESS	syntax Int ::= fracScale(IntSeq) [function, total] | fscAcc(IntSeq, Int) [function, total]
K0508	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	180	rule	-	ACCEPT-NO-FALSE-WITNESS	rule fracScale(.IntSeq) => 1
K0509	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	181	rule	-	ACCEPT-NO-FALSE-WITNESS	rule fracScale(iCons(46, R:IntSeq)) => fscAcc(R, 1)
K0510	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	182	rule	-	ACCEPT-NO-FALSE-WITNESS	rule fracScale(iCons(C:Int, R:IntSeq)) => fracScale(R) requires C =/=Int 46
K0511	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	183	rule	-	ACCEPT-NO-FALSE-WITNESS	rule fscAcc(.IntSeq, A:Int) => A
K0512	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	184	rule	-	ACCEPT-NO-FALSE-WITNESS	rule fscAcc(iCons(_:Int, R:IntSeq), A:Int) => fscAcc(R, A *Int 10)
K0513	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	185	rule	-	ACCEPT-NO-FALSE-WITNESS	rule applyBuiltin("float", str(CS:IntSeq), .Vals) => decStrToF(CS)
K0514	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	186	rule	-	ACCEPT-NO-FALSE-WITNESS	rule applyBuiltin("float", I:Int, .Vals) => intToF(I)
K0515	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	187	rule	-	ACCEPT-NO-FALSE-WITNESS	rule applyBuiltin("float", F:Float, .Vals) => F
K0516	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	190	syntax	function,total,symbol,no-evaluators	BOUNDARY-OPAQUE	syntax Float ::= divFloatIntV(Float, Int) [function, total, symbol(divFloatIntV), no-evaluators]
K0517	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	191	rule	concrete	ACCEPT-NO-FALSE-WITNESS	rule divFloatIntV(F:Float, I:Int) => F /Float Int2Float(I, 53, 11) [concrete]
K0518	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	192	rule	-	ACCEPT-NO-FALSE-WITNESS	rule applyBin("/", F:Float, I:Int) => divFloatIntV(F, I)
K0519	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	195	syntax	function,total,symbol,no-evaluators	BOUNDARY-OPAQUE	syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]
K0520	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	196	rule	concrete	ACCEPT-NO-FALSE-WITNESS	rule intToF(I:Int) => Int2Float(I, 53, 11) [concrete]
K0521	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	197	rule	-	ACCEPT-NO-FALSE-WITNESS	rule applyBin("+", I:Int, F:Float) => addF(intToF(I), F)
K0522	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	198	rule	-	ACCEPT-NO-FALSE-WITNESS	rule applyBin("+", F:Float, I:Int) => addF(F, intToF(I))
K0523	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	199	rule	-	ACCEPT-NO-FALSE-WITNESS	rule applyBin("-", I:Int, F:Float) => subF(intToF(I), F)
K0524	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	200	rule	-	ACCEPT-NO-FALSE-WITNESS	rule applyBin("-", F:Float, I:Int) => subF(F, intToF(I))
K0525	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	201	rule	-	ACCEPT-NO-FALSE-WITNESS	rule applyBin("*", I:Int, F:Float) => mulF(intToF(I), F)
K0526	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	202	rule	-	ACCEPT-NO-FALSE-WITNESS	rule applyBin("*", F:Float, I:Int) => mulF(F, intToF(I))
K0527	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	203	rule	-	ACCEPT-NO-FALSE-WITNESS	rule applyCmp("<", I:Int, F:Float) => floatLt(intToF(I), F)
K0528	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	204	rule	-	ACCEPT-NO-FALSE-WITNESS	rule applyCmp("<", F:Float, I:Int) => floatLt(F, intToF(I))
K0529	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	205	rule	-	ACCEPT-NO-FALSE-WITNESS	rule applyCmp(">", I:Int, F:Float) => gtF(intToF(I), F)
K0530	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	206	rule	-	ACCEPT-NO-FALSE-WITNESS	rule applyCmp(">", F:Float, I:Int) => gtF(F, intToF(I))
K0531	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	209	syntax	function,total,symbol,no-evaluators	BOUNDARY-OPAQUE	syntax Int ::= truncF(Float) [function, total, symbol(truncF), no-evaluators]
K0532	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	210	rule	concrete	ACCEPT-NO-FALSE-WITNESS	rule truncF(F:Float) => #if F >=Float 0.0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi [concrete]
K0533	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	211	rule	-	ACCEPT-NO-FALSE-WITNESS	rule applyBuiltin("int", F:Float, .Vals) => truncF(F)
K0534	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	213	rule	-	ACCEPT-NO-FALSE-WITNESS	rule applyBuiltin("float", I:Int, .Vals) => intToF(I)
K0535	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	214	rule	-	ACCEPT-NO-FALSE-WITNESS	rule applyBuiltin("float", F:Float, .Vals) => F
K0536	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	217	syntax	function,total,symbol,no-evaluators	BOUNDARY-OPAQUE	syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]
K0537	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	218	rule	concrete	ACCEPT-NO-FALSE-WITNESS	rule roundF(F:Float) => #if (F -Float floorFloat(F)) ==Float 0.5 #then (#if Float2Int(floorFloat(F)) %Int 2 ==Int 0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi) #else Float2Int(floorFloat(F +Float 0.5)) #fi [concrete]
K0538	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	223	syntax	function,total,symbol,no-evaluators	BOUNDARY-OPAQUE	syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]
K0539	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	224	rule	concrete	ACCEPT-NO-FALSE-WITNESS	rule roundFN(F:Float, N:Int) => Int2Float(roundF(F *Float Int2Float(10 ^Int N, 53, 11)), 53, 11) /Float Int2Float(10 ^Int N, 53, 11) [concrete]
K0540	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	227	rule	-	ACCEPT-NO-FALSE-WITNESS	rule applyBuiltin("round", F:Float, .Vals) => roundF(F)
K0541	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	228	rule	-	ACCEPT-NO-FALSE-WITNESS	rule applyBuiltin("round", F:Float, N:Int, .Vals) => roundFN(F, N)
K0542	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	230	syntax	function,total,symbol,no-evaluators	BOUNDARY-OPAQUE	syntax Float ::= sqrtF(Float) [function, total, symbol(sqrtF), no-evaluators]
K0543	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	231	rule	concrete	ACCEPT-NO-FALSE-WITNESS	rule sqrtF(F:Float) => sqrtFloat(F) [concrete]
K0544	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	232	syntax	-	ACCEPT-NO-FALSE-WITNESS	syntax KItem ::= "#mathSqrt"
K0545	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	233	rule	priority	ACCEPT-NO-FALSE-WITNESS	rule <k> Call(Attribute(Name("math"), "sqrt"), (E:Expr, .Exprs)) => E ~> #mathSqrt ... </k> [priority(40)]
K0546	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	234	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> F:Float ~> #mathSqrt => sqrtF(F) ... </k>
K0547	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	235	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> I:Int ~> #mathSqrt => sqrtF(intToF(I)) ... </k>
K0548	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	243	syntax	-	ACCEPT-NO-FALSE-WITNESS	syntax KItem ::= #maxAccF(Iterable, Float) | #maxContF(Float)
K0549	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	244	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAccF(R, {V}:>Float) ... </k> requires isFloat(V)
K0550	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	245	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> #maxAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #maxContF(M) ... </k>
K0551	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	246	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> #iterDone ~> #maxContF(M:Float) => M ... </k>
K0552	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	247	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #maxAccF(R, maxFloat(M, {V}:>Float)) ... </k> requires isFloat(V)
K0553	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	250	syntax	-	ACCEPT-NO-FALSE-WITNESS	syntax KItem ::= #minAccF(Iterable, Float) | #minContF(Float)
K0554	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	251	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAccF(R, {V}:>Float) ... </k> requires isFloat(V)
K0555	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	252	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> #minAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #minContF(M) ... </k>
K0556	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	253	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> #iterDone ~> #minContF(M:Float) => M ... </k>
K0557	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	254	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> #iterYield(V:Val, R:Iterable) ~> #minContF(M:Float) => #minAccF(R, minFloat(M, {V}:>Float)) ... </k> requires isFloat(V)
K0558	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	261	syntax	-	ACCEPT-NO-FALSE-WITNESS	syntax KItem ::= #sumAccF(Iterable, Float) | #sumContF(Float)
K0559	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	262	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int) => #sumAccF(R, addF(intToF(ACC), {V}:>Float)) ... </k> requires isFloat(V) andBool notBool (isInt(V) orBool isBool(V))
K0560	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	265	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> #sumAccF(IT:Iterable, ACC:Float) => #iterNext(IT) ~> #sumContF(ACC) ... </k>
K0561	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	266	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> #iterDone ~> #sumContF(ACC:Float) => ACC ... </k>
K0562	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	267	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, {V}:>Float)) ... </k> requires isFloat(V)
K0563	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/float.k	270	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, intToF(intOf(V)))) ... </k> requires isInt(V) orBool isBool(V)
K0564	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/functions.k	8	syntax	-	ACCEPT-NO-FALSE-WITNESS	syntax KItem ::= frame(continuation: K, callerEnv: Int, savedLoc: Int) | #bindP(ParamNames, Vals) | "#pop" | "#endcall"
K0565	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/functions.k	14	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> FuncDef(F:String, Params(PNS:ParamNames), BODY:Stmts) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureVal(PNS, BODY, L) ], _) ... </scopes>
K0566	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/functions.k	18	syntax	-	ACCEPT-NO-FALSE-WITNESS	syntax Expr ::= closureExpr(ParamNames, Stmts)
K0567	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/functions.k	19	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> closureExpr(PNS:ParamNames, BODY:Stmts) => closureVal(PNS, BODY, L) ... </k> <env> L:Int </env>
K0568	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/functions.k	27	syntax	-	ACCEPT-NO-FALSE-WITNESS	syntax Val ::= closureValC(ParamNames, ParamNames, Stmts, Map)
K0569	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/functions.k	31	syntax	-	ACCEPT-NO-FALSE-WITNESS	syntax KItem ::= #mkClosure(String, ParamNames, ParamNames, ParamNames, Stmts, Map) | #mkLambda(ParamNames, ParamNames, ParamNames, Stmts, Map)
K0570	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/functions.k	33	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> FuncDef(F:String, Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), BODY:Stmts) => #mkClosure(F, PNS, CVS, FVS, BODY, .Map) ... </k>
K0571	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/functions.k	36	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkClosure(F, PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires FV in_keys(M)
K0572	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/functions.k	42	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureValC(PNS, CVS, BODY, CM) ], _) ... </scopes>
K0573	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/functions.k	47	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> Lambda(Params(PNS:ParamNames), E:Expr) => closureVal(PNS, Return(E) .Stmts, L) ... </k> <env> L:Int </env>
K0574	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/functions.k	50	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> Lambda(Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), E:Expr) => #mkLambda(PNS, CVS, FVS, Return(E) .Stmts, .Map) ... </k>
K0575	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/functions.k	53	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkLambda(PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires FV in_keys(M)
K0576	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/functions.k	59	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => closureValC(PNS, CVS, BODY, CM) ... </k>
K0577	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/functions.k	63	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> #bindP(.ParamNames, .Vals) => .K ... </k>
K0578	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/functions.k	64	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ P <- V ], _) ... </scopes>
K0579	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/functions.k	68	rule	priority	ACCEPT-NO-FALSE-WITNESS	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #cellW({M[P]}:>Val, V) ~> #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires "$cells" in_keys(M) andBool pnMember(P, cellsOf({M["$cells"]}:>Val)) andBool P in_keys(M) andBool isCellRef({M[P]}:>Val) [priority(40)]
K0580	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/functions.k	78	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> Return(V:Val) ~> _ => #pop </k> <ret> noRet => retV(V) </ret>
K0581	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/functions.k	80	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> #endcall => #pop ... </k> <ret> noRet => retV(noneV) </ret>
K0582	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/functions.k	85	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> #pop => V ~> CONT </k> <ret> retV(V) => noRet </ret> <stack> ListItem(frame(CONT:K, CALLERL:Int, SAVEDL:Int)) => .List ... </stack> <env> L:Int => CALLERL </env> <scopes> SC:Map => SC [ L <- undef ] </scopes> <scopeLoc> _ => SAVEDL </scopeLoc>
K0583	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/int.k	7	rule	-	ACCEPT-NO-FALSE-WITNESS	rule applyUn("-", I:Int) => 0 -Int I
K0584	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/int.k	9	rule	-	ACCEPT-NO-FALSE-WITNESS	rule applyBin("+", I1:Int, I2:Int) => I1 +Int I2
K0585	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/int.k	11	rule	-	ACCEPT-NO-FALSE-WITNESS	rule applyBin("+", I:Int, B:Bool) => I +Int #if B #then 1 #else 0 #fi
K0586	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/int.k	12	rule	-	ACCEPT-NO-FALSE-WITNESS	rule applyBin("+", B:Bool, I:Int) => #if B #then 1 #else 0 #fi +Int I
K0587	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/int.k	13	rule	-	ACCEPT-NO-FALSE-WITNESS	rule applyBin("-", I1:Int, I2:Int) => I1 -Int I2
K0588	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/int.k	14	rule	-	ACCEPT-NO-FALSE-WITNESS	rule applyBin("*", I1:Int, I2:Int) => I1 *Int I2
K0589	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/int.k	15	rule	-	ACCEPT-NO-FALSE-WITNESS	rule applyBin("%", I1:Int, I2:Int) => pyMod(I1, I2)
K0590	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/int.k	16	rule	-	ACCEPT-NO-FALSE-WITNESS	rule applyBin("
K0591	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/int.k	17	rule	-	ACCEPT-NO-FALSE-WITNESS	rule applyBin("**", I1:Int, I2:Int) => I1 ^Int I2 requires I2 >=Int 0
K0592	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/int.k	19	syntax	function	ACCEPT-NO-FALSE-WITNESS	syntax Int ::= pyMod(Int, Int) [function]
K0593	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/int.k	20	rule	-	ACCEPT-NO-FALSE-WITNESS	rule pyMod(I1:Int, I2:Int) => ((I1 %Int I2) +Int I2) %Int I2
K0594	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/int.k	22	rule	-	ACCEPT-NO-FALSE-WITNESS	rule applyCmp("<", I1:Int, I2:Int) => I1 <Int I2
K0595	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/int.k	23	rule	-	ACCEPT-NO-FALSE-WITNESS	rule applyCmp("<=", I1:Int, I2:Int) => I1 <=Int I2
K0596	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/int.k	24	rule	-	ACCEPT-NO-FALSE-WITNESS	rule applyCmp(">", I1:Int, I2:Int) => I1 >Int I2
K0597	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/int.k	25	rule	-	ACCEPT-NO-FALSE-WITNESS	rule applyCmp(">=", I1:Int, I2:Int) => I1 >=Int I2
K0598	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/int.k	26	rule	-	ACCEPT-NO-FALSE-WITNESS	rule applyCmp("==", I1:Int, I2:Int) => I1 ==Int I2
K0599	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/int.k	27	rule	-	ACCEPT-NO-FALSE-WITNESS	rule applyCmp("!=", I1:Int, I2:Int) => I1 =/=Int I2
K0600	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/iter.k	8	syntax	-	ACCEPT-NO-FALSE-WITNESS	syntax KItem ::= #iterNext(Iterable) | "#iterDone" | #iterYield(Val, Iterable)
K0601	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/list.k	9	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> #iterNext(list(.ValSeq)) => #iterDone ... </k>
K0602	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/list.k	10	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> #iterNext(list(vCons(V:Val, R:ValSeq))) => #iterYield(V, list(R)) ... </k>
K0603	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/list.k	13	syntax	-	ACCEPT-NO-FALSE-WITNESS	syntax ApplyK ::= "toList"
K0604	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/list.k	14	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> ListExpr(ES:Exprs) => #evalArgs(ES, .Vals, toList) ... </k>
K0605	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/list.k	15	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> #applyK(toList, ACC:Vals) => #alloc(list(vals2valSeq(ACC))) ... </k>
K0606	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/list.k	18	syntax	function,total	ACCEPT-NO-FALSE-WITNESS	syntax ValSeq ::= valSeqConcat(ValSeq, ValSeq) [function, total]
