file,line,kind,assessment,basis,source_head
reference-semantics/semantics/float.k,109,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule applyBin(""/"", F1:Float, F2:Float) => divF(F1, F2)"
reference-semantics/semantics/float.k,111,syntax,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"syntax Float ::= addF(Float, Float) [function, total, symbol(addF), no-evaluators]"
reference-semantics/semantics/float.k,112,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule addF(F1:Float, F2:Float) => F1 +Float F2 [concrete]"
reference-semantics/semantics/float.k,113,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule applyBin(""+"", F1:Float, F2:Float) => addF(F1, F2)"
reference-semantics/semantics/float.k,115,syntax,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"syntax Float ::= mulF(Float, Float) [function, total, symbol(mulF), no-evaluators]"
reference-semantics/semantics/float.k,116,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule mulF(F1:Float, F2:Float) => F1 *Float F2 [concrete]"
reference-semantics/semantics/float.k,117,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule applyBin(""*"", F1:Float, F2:Float) => mulF(F1, F2)"
reference-semantics/semantics/float.k,119,syntax,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"syntax Float ::= powF(Float, Float) [function, total, symbol(powF), no-evaluators]"
reference-semantics/semantics/float.k,120,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule powF(F1:Float, F2:Float) => F1 ^Float F2 [concrete]"
reference-semantics/semantics/float.k,121,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule applyBin(""**"", F1:Float, F2:Float) => powF(F1, F2)"
reference-semantics/semantics/float.k,125,syntax,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"syntax Bool ::= gtF(Float, Float) [function, total, symbol(gtF), no-evaluators]"
reference-semantics/semantics/float.k,126,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule gtF(F1:Float, F2:Float) => F1 >Float F2 [concrete]"
reference-semantics/semantics/float.k,127,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule applyCmp("">"",  F1:Float, F2:Float) => gtF(F1, F2)"
reference-semantics/semantics/float.k,128,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule applyCmp("">="", F1:Float, F2:Float) => notBool floatLt(F1, F2)"
reference-semantics/semantics/float.k,129,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule applyCmp(""<="", F1:Float, F2:Float) => notBool gtF(F1, F2)"
reference-semantics/semantics/float.k,132,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule applyBin(""**"", I:Int, F:Float) => powF(intToF(I), F)"
reference-semantics/semantics/float.k,133,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule applyBin(""**"", F:Float, I:Int) => powF(F, intToF(I))"
reference-semantics/semantics/float.k,134,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule applyBin(""-"",  I:Int, F:Float) => subF(intToF(I), F)"
reference-semantics/semantics/float.k,135,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule applyBin(""-"",  F:Float, I:Int) => subF(F, intToF(I))"
reference-semantics/semantics/float.k,136,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule applyBin(""+"",  I:Int, F:Float) => addF(intToF(I), F)"
reference-semantics/semantics/float.k,137,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule applyBin(""+"",  F:Float, I:Int) => addF(F, intToF(I))"
reference-semantics/semantics/float.k,138,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule applyBin(""*"",  I:Int, F:Float) => mulF(intToF(I), F)"
reference-semantics/semantics/float.k,139,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule applyBin(""*"",  F:Float, I:Int) => mulF(F, intToF(I))"
reference-semantics/semantics/float.k,142,syntax,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"syntax Bool ::= eqF(Float, Float) [function, total, symbol(eqF), no-evaluators]"
reference-semantics/semantics/float.k,143,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule eqF(F1:Float, F2:Float) => F1 ==Float F2 [concrete]"
reference-semantics/semantics/float.k,144,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule applyCmp(""=="", I:Int, F:Float) => eqF(intToF(I), F)"
reference-semantics/semantics/float.k,145,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule applyCmp(""=="", F:Float, I:Int) => eqF(F, intToF(I))"
reference-semantics/semantics/float.k,146,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule applyCmp(""!="", I:Int, F:Float) => notBool eqF(intToF(I), F)"
reference-semantics/semantics/float.k,147,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule applyCmp(""!="", F:Float, I:Int) => notBool eqF(F, intToF(I))"
reference-semantics/semantics/float.k,148,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule applyCmp(""<"",  I:Int, F:Float) => floatLt(intToF(I), F)"
reference-semantics/semantics/float.k,149,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule applyCmp(""<"",  F:Float, I:Int) => floatLt(F, intToF(I))"
reference-semantics/semantics/float.k,150,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule applyCmp("">"",  I:Int, F:Float) => gtF(intToF(I), F)"
reference-semantics/semantics/float.k,151,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule applyCmp("">"",  F:Float, I:Int) => gtF(F, intToF(I))"
reference-semantics/semantics/float.k,154,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule applyCmp(""=="", V:Val, noneV) => V ==K noneV"
reference-semantics/semantics/float.k,155,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule applyCmp(""!="", V:Val, noneV) => notBool (V ==K noneV)"
reference-semantics/semantics/float.k,160,syntax,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"syntax Float ::= decStrToF(IntSeq) [function, total, symbol(decStrToF), no-evaluators]"
reference-semantics/semantics/float.k,161,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule decStrToF(iCons(45, CS:IntSeq)) => 0.0 -Float decStrToF(CS) [concrete]"
reference-semantics/semantics/float.k,162,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,rule decStrToF(CS:IntSeq)
reference-semantics/semantics/float.k,165,syntax,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,syntax Int ::= headIS(IntSeq) [function]
reference-semantics/semantics/float.k,166,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule headIS(iCons(C:Int, _:IntSeq)) => C"
reference-semantics/semantics/float.k,167,syntax,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"syntax Int ::= intPart(IntSeq) [function, total] | intPartAcc(IntSeq, Int) [function, total]"
reference-semantics/semantics/float.k,168,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule intPart(CS:IntSeq) => intPartAcc(CS, 0)"
reference-semantics/semantics/float.k,169,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule intPartAcc(.IntSeq, A:Int) => A"
reference-semantics/semantics/float.k,170,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule intPartAcc(iCons(46, _:IntSeq), A:Int) => A"
reference-semantics/semantics/float.k,171,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule intPartAcc(iCons(C:Int, R:IntSeq), A:Int) => intPartAcc(R, A *Int 10 +Int (C -Int 48))"
reference-semantics/semantics/float.k,173,syntax,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"syntax Int ::= fracPart(IntSeq) [function, total] | fracAcc(IntSeq, Int) [function, total]"
reference-semantics/semantics/float.k,174,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,rule fracPart(.IntSeq) => 0
reference-semantics/semantics/float.k,175,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule fracPart(iCons(46, R:IntSeq)) => fracAcc(R, 0)"
reference-semantics/semantics/float.k,176,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule fracPart(iCons(C:Int, R:IntSeq)) => fracPart(R) requires C =/=Int 46"
reference-semantics/semantics/float.k,177,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule fracAcc(.IntSeq, A:Int) => A"
reference-semantics/semantics/float.k,178,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule fracAcc(iCons(C:Int, R:IntSeq), A:Int) => fracAcc(R, A *Int 10 +Int (C -Int 48))"
reference-semantics/semantics/float.k,179,syntax,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"syntax Int ::= fracScale(IntSeq) [function, total] | fscAcc(IntSeq, Int) [function, total]"
reference-semantics/semantics/float.k,180,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,rule fracScale(.IntSeq) => 1
reference-semantics/semantics/float.k,181,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule fracScale(iCons(46, R:IntSeq)) => fscAcc(R, 1)"
reference-semantics/semantics/float.k,182,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule fracScale(iCons(C:Int, R:IntSeq)) => fracScale(R) requires C =/=Int 46"
reference-semantics/semantics/float.k,183,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule fscAcc(.IntSeq, A:Int) => A"
reference-semantics/semantics/float.k,184,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule fscAcc(iCons(_:Int, R:IntSeq), A:Int) => fscAcc(R, A *Int 10)"
reference-semantics/semantics/float.k,185,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule applyBuiltin(""float"", str(CS:IntSeq), .Vals) => decStrToF(CS)"
reference-semantics/semantics/float.k,186,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule applyBuiltin(""float"", I:Int, .Vals)          => intToF(I)"
reference-semantics/semantics/float.k,187,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule applyBuiltin(""float"", F:Float, .Vals)        => F"
reference-semantics/semantics/float.k,190,syntax,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"syntax Float ::= divFloatIntV(Float, Int) [function, total, symbol(divFloatIntV), no-evaluators]"
reference-semantics/semantics/float.k,191,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule divFloatIntV(F:Float, I:Int) => F /Float Int2Float(I, 53, 11) [concrete]"
reference-semantics/semantics/float.k,192,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule applyBin(""/"", F:Float, I:Int) => divFloatIntV(F, I)"
reference-semantics/semantics/float.k,195,syntax,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]"
reference-semantics/semantics/float.k,196,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule intToF(I:Int) => Int2Float(I, 53, 11) [concrete]"
reference-semantics/semantics/float.k,197,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule applyBin(""+"", I:Int, F:Float) => addF(intToF(I), F)"
reference-semantics/semantics/float.k,198,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule applyBin(""+"", F:Float, I:Int) => addF(F, intToF(I))"
reference-semantics/semantics/float.k,199,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule applyBin(""-"", I:Int, F:Float) => subF(intToF(I), F)"
reference-semantics/semantics/float.k,200,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule applyBin(""-"", F:Float, I:Int) => subF(F, intToF(I))"
reference-semantics/semantics/float.k,201,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule applyBin(""*"", I:Int, F:Float) => mulF(intToF(I), F)"
reference-semantics/semantics/float.k,202,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule applyBin(""*"", F:Float, I:Int) => mulF(F, intToF(I))"
reference-semantics/semantics/float.k,203,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule applyCmp(""<"", I:Int, F:Float) => floatLt(intToF(I), F)"
reference-semantics/semantics/float.k,204,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule applyCmp(""<"", F:Float, I:Int) => floatLt(F, intToF(I))"
reference-semantics/semantics/float.k,205,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule applyCmp("">"", I:Int, F:Float) => gtF(intToF(I), F)"
reference-semantics/semantics/float.k,206,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule applyCmp("">"", F:Float, I:Int) => gtF(F, intToF(I))"
reference-semantics/semantics/float.k,209,syntax,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"syntax Int ::= truncF(Float) [function, total, symbol(truncF), no-evaluators]"
reference-semantics/semantics/float.k,210,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,rule truncF(F:Float) => #if F >=Float 0.0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi [concrete]
reference-semantics/semantics/float.k,211,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule applyBuiltin(""int"", F:Float, .Vals) => truncF(F)"
reference-semantics/semantics/float.k,213,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule applyBuiltin(""float"", I:Int, .Vals)   => intToF(I)"
reference-semantics/semantics/float.k,214,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule applyBuiltin(""float"", F:Float, .Vals) => F"
reference-semantics/semantics/float.k,217,syntax,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]"
reference-semantics/semantics/float.k,218,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,rule roundF(F:Float)
reference-semantics/semantics/float.k,223,syntax,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]"
reference-semantics/semantics/float.k,224,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule roundFN(F:Float, N:Int)"
reference-semantics/semantics/float.k,227,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule applyBuiltin(""round"", F:Float, .Vals)        => roundF(F)"
reference-semantics/semantics/float.k,228,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule applyBuiltin(""round"", F:Float, N:Int, .Vals) => roundFN(F, N)"
reference-semantics/semantics/float.k,230,syntax,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"syntax Float ::= sqrtF(Float) [function, total, symbol(sqrtF), no-evaluators]"
reference-semantics/semantics/float.k,231,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,rule sqrtF(F:Float) => sqrtFloat(F) [concrete]
reference-semantics/semantics/float.k,232,syntax,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"syntax KItem ::= ""#mathSqrt"""
reference-semantics/semantics/float.k,233,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule <k> Call(Attribute(Name(""math""), ""sqrt""), (E:Expr, .Exprs)) => E ~> #mathSqrt ... </k> [priority(40)]"
reference-semantics/semantics/float.k,234,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,rule <k> F:Float ~> #mathSqrt => sqrtF(F) ... </k>
reference-semantics/semantics/float.k,235,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,rule <k> I:Int ~> #mathSqrt => sqrtF(intToF(I)) ... </k>
reference-semantics/semantics/float.k,243,syntax,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"syntax KItem ::= #maxAccF(Iterable, Float) | #maxContF(Float)"
reference-semantics/semantics/float.k,244,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAccF(R, {V}:>Float) ... </k> requires isFloat(V)"
reference-semantics/semantics/float.k,245,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule <k> #maxAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #maxContF(M) ... </k>"
reference-semantics/semantics/float.k,246,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,rule <k> #iterDone ~> #maxContF(M:Float) => M ... </k>
reference-semantics/semantics/float.k,247,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #maxAccF(R, maxFloat(M, {V}:>Float)) ... </k>"
reference-semantics/semantics/float.k,250,syntax,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"syntax KItem ::= #minAccF(Iterable, Float) | #minContF(Float)"
reference-semantics/semantics/float.k,251,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAccF(R, {V}:>Float) ... </k> requires isFloat(V)"
reference-semantics/semantics/float.k,252,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule <k> #minAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #minContF(M) ... </k>"
reference-semantics/semantics/float.k,253,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,rule <k> #iterDone ~> #minContF(M:Float) => M ... </k>
reference-semantics/semantics/float.k,254,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule <k> #iterYield(V:Val, R:Iterable) ~> #minContF(M:Float) => #minAccF(R, minFloat(M, {V}:>Float)) ... </k>"
reference-semantics/semantics/float.k,261,syntax,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"syntax KItem ::= #sumAccF(Iterable, Float) | #sumContF(Float)"
reference-semantics/semantics/float.k,262,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int)"
reference-semantics/semantics/float.k,265,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule <k> #sumAccF(IT:Iterable, ACC:Float) => #iterNext(IT) ~> #sumContF(ACC) ... </k>"
reference-semantics/semantics/float.k,266,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,rule <k> #iterDone ~> #sumContF(ACC:Float) => ACC ... </k>
reference-semantics/semantics/float.k,267,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float)"
reference-semantics/semantics/float.k,270,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float)"
reference-semantics/semantics/functions.k,8,syntax,F-USED,Selected supplied-semantics declaration on the submitted execution path or needed for an applicable overlap/priority check.,"syntax KItem ::= frame(continuation: K, callerEnv: Int, savedLoc: Int)"
reference-semantics/semantics/functions.k,14,rule,F-USED,Selected supplied-semantics declaration on the submitted execution path or needed for an applicable overlap/priority check.,"rule <k> FuncDef(F:String, Params(PNS:ParamNames), BODY:Stmts) => .K ... </k>"
reference-semantics/semantics/functions.k,18,syntax,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"syntax Expr ::= closureExpr(ParamNames, Stmts)"
reference-semantics/semantics/functions.k,19,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule <k> closureExpr(PNS:ParamNames, BODY:Stmts) => closureVal(PNS, BODY, L) ... </k>"
reference-semantics/semantics/functions.k,27,syntax,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"syntax Val ::= closureValC(ParamNames, ParamNames, Stmts, Map)"
reference-semantics/semantics/functions.k,31,syntax,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"syntax KItem ::= #mkClosure(String, ParamNames, ParamNames, ParamNames, Stmts, Map)"
reference-semantics/semantics/functions.k,33,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule <k> FuncDef(F:String, Params(PNS:ParamNames), CellVars(CVS:ParamNames),"
reference-semantics/semantics/functions.k,36,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames,"
reference-semantics/semantics/functions.k,42,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames,"
reference-semantics/semantics/functions.k,47,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule <k> Lambda(Params(PNS:ParamNames), E:Expr)"
reference-semantics/semantics/functions.k,50,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule <k> Lambda(Params(PNS:ParamNames), CellVars(CVS:ParamNames),"
reference-semantics/semantics/functions.k,53,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames,"
reference-semantics/semantics/functions.k,59,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map)"
reference-semantics/semantics/functions.k,63,rule,F-USED,Selected supplied-semantics declaration on the submitted execution path or needed for an applicable overlap/priority check.,"rule <k> #bindP(.ParamNames, .Vals) => .K ... </k>"
reference-semantics/semantics/functions.k,64,rule,F-USED,Selected supplied-semantics declaration on the submitted execution path or needed for an applicable overlap/priority check.,"rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #bindP(PS, VS) ... </k>"
reference-semantics/semantics/functions.k,68,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals))"
reference-semantics/semantics/functions.k,78,rule,F-USED,Selected supplied-semantics declaration on the submitted execution path or needed for an applicable overlap/priority check.,rule <k> Return(V:Val) ~> _ => #pop </k>
reference-semantics/semantics/functions.k,80,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,rule <k> #endcall => #pop ... </k>
reference-semantics/semantics/functions.k,85,rule,F-USED,Selected supplied-semantics declaration on the submitted execution path or needed for an applicable overlap/priority check.,rule <k> #pop => V ~> CONT </k>
reference-semantics/semantics/int.k,7,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule applyUn(""-"", I:Int) => 0 -Int I"
reference-semantics/semantics/int.k,9,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule applyBin(""+"",  I1:Int, I2:Int) => I1 +Int I2"
reference-semantics/semantics/int.k,11,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule applyBin(""+"",  I:Int, B:Bool) => I +Int #if B #then 1 #else 0 #fi"
reference-semantics/semantics/int.k,12,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule applyBin(""+"",  B:Bool, I:Int) => #if B #then 1 #else 0 #fi +Int I"
reference-semantics/semantics/int.k,13,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule applyBin(""-"",  I1:Int, I2:Int) => I1 -Int I2"
