id	file	line	kind	subtype	attributes	directly_exercised	review
573	semantics/functions.k	47	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
574	semantics/functions.k	50	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
575	semantics/functions.k	53	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
576	semantics/functions.k	59	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
577	semantics/functions.k	63	rule	operational-rule	-	yes	directly-used-reviewed
578	semantics/functions.k	64	rule	operational-rule	-	yes	directly-used-reviewed
579	semantics/functions.k	68	rule	operational-rule	priority(40)	no	inert-for-submitted-program-reviewed-for-overlap
580	semantics/functions.k	78	rule	operational-rule	-	yes	directly-used-reviewed
581	semantics/functions.k	80	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
582	semantics/functions.k	85	rule	operational-rule	-	yes	directly-used-reviewed
583	semantics/int.k	7	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
584	semantics/int.k	9	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
585	semantics/int.k	11	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
586	semantics/int.k	12	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
587	semantics/int.k	13	rule	equational-rule	-	yes	directly-used-reviewed
588	semantics/int.k	14	rule	equational-rule	-	yes	directly-used-reviewed
589	semantics/int.k	15	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
590	semantics/int.k	16	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
591	semantics/int.k	17	rule	equational-rule	-	yes	directly-used-reviewed
592	semantics/int.k	19	syntax	function-declaration	function	no	inert-for-submitted-program-reviewed-for-overlap
593	semantics/int.k	20	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
594	semantics/int.k	22	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
595	semantics/int.k	23	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
596	semantics/int.k	24	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
597	semantics/int.k	25	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
598	semantics/int.k	26	rule	equational-rule	-	yes	directly-used-reviewed
599	semantics/int.k	27	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
600	semantics/iter.k	8	syntax	syntax	-	no	inert-for-submitted-program-reviewed-for-overlap
601	semantics/list.k	9	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
602	semantics/list.k	10	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
603	semantics/list.k	13	syntax	syntax	-	no	inert-for-submitted-program-reviewed-for-overlap
604	semantics/list.k	14	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
605	semantics/list.k	15	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
606	semantics/list.k	18	syntax	function-declaration	function;total	no	inert-for-submitted-program-reviewed-for-overlap
607	semantics/list.k	19	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
608	semantics/list.k	20	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
609	semantics/list.k	24	rule	operational-rule	priority(45)	no	inert-for-submitted-program-reviewed-for-overlap
610	semantics/list.k	27	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
611	semantics/list.k	28	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
612	semantics/list.k	33	syntax	function-declaration	function;total	no	inert-for-submitted-program-reviewed-for-overlap
613	semantics/list.k	34	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
614	semantics/list.k	35	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
615	semantics/list.k	37	syntax	function-declaration	function	no	inert-for-submitted-program-reviewed-for-overlap
616	semantics/list.k	39	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
617	semantics/list.k	40	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
618	semantics/list.k	41	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
619	semantics/list.k	42	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
620	semantics/list.k	45	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
621	semantics/list.k	47	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
622	semantics/list.k	49	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
623	semantics/list.k	50	rule	equational-rule	owise	no	inert-for-submitted-program-reviewed-for-overlap
624	semantics/list.k	53	rule	operational-rule	priority(40)	no	inert-for-submitted-program-reviewed-for-overlap
625	semantics/list.k	58	syntax	syntax	-	no	inert-for-submitted-program-reviewed-for-overlap
626	semantics/list.k	59	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
627	semantics/list.k	60	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
628	semantics/list.k	61	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
629	semantics/list.k	62	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
630	semantics/list.k	63	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
631	semantics/list.k	65	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
632	semantics/list.k	67	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
633	semantics/methods.k	10	syntax	function-declaration	function	no	inert-for-submitted-program-reviewed-for-overlap
634	semantics/methods.k	13	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
635	semantics/methods.k	14	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
636	semantics/methods.k	15	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
637	semantics/methods.k	16	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
638	semantics/methods.k	19	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
639	semantics/methods.k	20	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
640	semantics/methods.k	21	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
641	semantics/methods.k	26	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
642	semantics/methods.k	27	syntax	function-declaration	function;total	no	inert-for-submitted-program-reviewed-for-overlap
643	semantics/methods.k	28	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
644	semantics/methods.k	29	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
645	semantics/methods.k	30	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
646	semantics/methods.k	34	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
647	semantics/methods.k	35	syntax	function-declaration	function	no	inert-for-submitted-program-reviewed-for-overlap
648	semantics/methods.k	36	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
649	semantics/methods.k	37	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
650	semantics/methods.k	39	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
651	semantics/methods.k	41	syntax	function-declaration	function;total	no	inert-for-submitted-program-reviewed-for-overlap
652	semantics/methods.k	42	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
653	semantics/methods.k	43	rule	equational-rule	owise	no	inert-for-submitted-program-reviewed-for-overlap
654	semantics/methods.k	44	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
655	semantics/methods.k	47	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
656	semantics/methods.k	48	syntax	function-declaration	function;total	no	inert-for-submitted-program-reviewed-for-overlap
657	semantics/methods.k	49	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
658	semantics/methods.k	50	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
659	semantics/methods.k	51	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
660	semantics/methods.k	52	syntax	function-declaration	function;total	no	inert-for-submitted-program-reviewed-for-overlap
661	semantics/methods.k	53	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
662	semantics/methods.k	54	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
663	semantics/methods.k	55	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
664	semantics/methods.k	58	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
665	semantics/methods.k	61	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
666	semantics/methods.k	64	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
667	semantics/methods.k	65	syntax	function-declaration	function;total	no	inert-for-submitted-program-reviewed-for-overlap
668	semantics/methods.k	66	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
669	semantics/methods.k	67	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
670	semantics/methods.k	68	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
671	semantics/methods.k	72	rule	operational-rule	priority(40)	no	inert-for-submitted-program-reviewed-for-overlap
672	semantics/methods.k	75	syntax	function-declaration	function	no	inert-for-submitted-program-reviewed-for-overlap
673	semantics/methods.k	76	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
674	semantics/methods.k	77	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
675	semantics/methods.k	79	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
676	semantics/methods.k	82	syntax	function-declaration	function	no	inert-for-submitted-program-reviewed-for-overlap
677	semantics/methods.k	83	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
678	semantics/methods.k	84	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
679	semantics/methods.k	85	syntax	function-declaration	function;total	no	inert-for-submitted-program-reviewed-for-overlap
680	semantics/methods.k	86	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
681	semantics/methods.k	89	rule	operational-rule	priority(39)	no	inert-for-submitted-program-reviewed-for-overlap
682	semantics/methods.k	94	rule	operational-rule	priority(40)	no	inert-for-submitted-program-reviewed-for-overlap
683	semantics/methods.k	97	syntax	function-declaration	function	no	inert-for-submitted-program-reviewed-for-overlap
684	semantics/methods.k	98	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
685	semantics/methods.k	99	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
686	semantics/methods.k	101	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
687	semantics/methods.k	104	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
688	semantics/methods.k	106	syntax	function-declaration	function;total	no	inert-for-submitted-program-reviewed-for-overlap
689	semantics/methods.k	107	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
690	semantics/methods.k	108	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
691	semantics/methods.k	109	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
692	semantics/methods.k	112	syntax	function-declaration	function;total	no	inert-for-submitted-program-reviewed-for-overlap
693	semantics/methods.k	113	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
694	semantics/methods.k	115	syntax	function-declaration	function;total	no	inert-for-submitted-program-reviewed-for-overlap
695	semantics/methods.k	116	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
696	semantics/methods.k	118	syntax	function-declaration	function;total	no	inert-for-submitted-program-reviewed-for-overlap
697	semantics/methods.k	119	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
698	semantics/methods.k	121	syntax	function-declaration	function;total	no	inert-for-submitted-program-reviewed-for-overlap
699	semantics/methods.k	122	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
700	semantics/methods.k	124	syntax	function-declaration	function;total	no	inert-for-submitted-program-reviewed-for-overlap
701	semantics/methods.k	125	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
702	semantics/methods.k	126	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
703	semantics/methods.k	128	syntax	function-declaration	function;total	no	inert-for-submitted-program-reviewed-for-overlap
704	semantics/methods.k	129	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
705	semantics/methods.k	130	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
706	semantics/methods.k	132	syntax	function-declaration	function;total	no	inert-for-submitted-program-reviewed-for-overlap
707	semantics/methods.k	133	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
708	semantics/methods.k	134	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
709	semantics/methods.k	136	syntax	function-declaration	function;total	no	inert-for-submitted-program-reviewed-for-overlap
710	semantics/methods.k	137	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
711	semantics/methods.k	138	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
712	semantics/methods.k	140	syntax	function-declaration	function;total	no	inert-for-submitted-program-reviewed-for-overlap
713	semantics/methods.k	142	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
714	semantics/methods.k	143	rule	equational-rule	owise	no	inert-for-submitted-program-reviewed-for-overlap
715	semantics/methods.k	145	syntax	function-declaration	function;total	no	inert-for-submitted-program-reviewed-for-overlap
716	semantics/methods.k	146	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
717	semantics/methods.k	147	rule	equational-rule	owise	no	inert-for-submitted-program-reviewed-for-overlap
718	semantics/methods.k	149	syntax	function-declaration	function;total	no	inert-for-submitted-program-reviewed-for-overlap
719	semantics/methods.k	150	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
720	semantics/methods.k	151	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
721	semantics/methods.k	152	rule	equational-rule	owise	no	inert-for-submitted-program-reviewed-for-overlap
722	semantics/methods.k	154	syntax	function-declaration	function;total	no	inert-for-submitted-program-reviewed-for-overlap
723	semantics/methods.k	155	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
724	semantics/methods.k	156	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
725	semantics/methods.k	158	syntax	function-declaration	function;total	no	inert-for-submitted-program-reviewed-for-overlap
726	semantics/methods.k	159	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
727	semantics/methods.k	160	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
728	semantics/methods.k	162	syntax	function-declaration	function;total	no	inert-for-submitted-program-reviewed-for-overlap
729	semantics/methods.k	163	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
730	semantics/methods.k	164	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
731	semantics/methods.k	166	syntax	function-declaration	function;total	no	inert-for-submitted-program-reviewed-for-overlap
732	semantics/methods.k	167	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
733	semantics/methods.k	168	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
734	semantics/methods.k	169	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
735	semantics/operators.k	10	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
736	semantics/operators.k	12	rule	operational-rule	-	yes	directly-used-reviewed
737	semantics/operators.k	15	context	context	-	no	inert-for-submitted-program-reviewed-for-overlap
738	semantics/operators.k	16	context	context	-	no	inert-for-submitted-program-reviewed-for-overlap
739	semantics/operators.k	17	rule	operational-rule	owise	yes	directly-used-reviewed
740	semantics/operators.k	19	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
741	semantics/operators.k	20	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
742	semantics/operators.k	25	rule	operational-rule	priority(40)	no	inert-for-submitted-program-reviewed-for-overlap
743	semantics/operators.k	28	rule	operational-rule	priority(40)	no	inert-for-submitted-program-reviewed-for-overlap
744	semantics/operators.k	34	rule	operational-rule	priority(40)	no	inert-for-submitted-program-reviewed-for-overlap
745	semantics/operators.k	38	rule	operational-rule	priority(40)	no	inert-for-submitted-program-reviewed-for-overlap
746	semantics/operators.k	44	rule	operational-rule	priority(40)	no	inert-for-submitted-program-reviewed-for-overlap
747	semantics/range.k	9	syntax	function-declaration	function;total	no	inert-for-submitted-program-reviewed-for-overlap
748	semantics/range.k	10	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
749	semantics/range.k	12	syntax	function-declaration	function	no	inert-for-submitted-program-reviewed-for-overlap
750	semantics/range.k	13	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
751	semantics/range.k	15	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
752	semantics/range.k	17	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
753	semantics/range.k	20	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
754	semantics/range.k	23	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
755	semantics/set.k	8	syntax	syntax	-	no	inert-for-submitted-program-reviewed-for-overlap
756	semantics/set.k	11	syntax	function-declaration	function;total	no	inert-for-submitted-program-reviewed-for-overlap
757	semantics/set.k	12	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
758	semantics/set.k	13	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
759	semantics/set.k	16	syntax	function-declaration	function;total	no	inert-for-submitted-program-reviewed-for-overlap
760	semantics/set.k	18	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
761	semantics/set.k	19	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
762	semantics/set.k	20	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
763	semantics/set.k	22	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
764	semantics/set.k	25	syntax	function-declaration	function;total	no	inert-for-submitted-program-reviewed-for-overlap
765	semantics/set.k	26	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
766	semantics/set.k	27	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
767	semantics/set.k	31	syntax	function-declaration	function;total	no	inert-for-submitted-program-reviewed-for-overlap
768	semantics/set.k	32	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
769	semantics/set.k	33	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
770	semantics/set.k	35	syntax	function-declaration	function;total	no	inert-for-submitted-program-reviewed-for-overlap
771	semantics/set.k	36	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
772	semantics/set.k	39	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
773	semantics/sort.k	18	syntax	function-declaration	function;no-evaluators;symbol(sortVS);total	no	inert-for-submitted-program-reviewed-for-overlap
774	semantics/sort.k	19	syntax	function-declaration	function	no	inert-for-submitted-program-reviewed-for-overlap
775	semantics/sort.k	20	rule	equational-rule	concrete	no	inert-for-submitted-program-reviewed-for-overlap
776	semantics/sort.k	21	rule	equational-rule	concrete	no	inert-for-submitted-program-reviewed-for-overlap
777	semantics/sort.k	22	rule	equational-rule	concrete	no	inert-for-submitted-program-reviewed-for-overlap
778	semantics/sort.k	23	rule	equational-rule	concrete	no	inert-for-submitted-program-reviewed-for-overlap
779	semantics/sort.k	24	rule	equational-rule	concrete	no	inert-for-submitted-program-reviewed-for-overlap
780	semantics/sort.k	26	syntax	function-declaration	function	no	inert-for-submitted-program-reviewed-for-overlap
781	semantics/sort.k	27	rule	equational-rule	concrete	no	inert-for-submitted-program-reviewed-for-overlap
782	semantics/sort.k	28	rule	equational-rule	concrete	no	inert-for-submitted-program-reviewed-for-overlap
783	semantics/sort.k	29	rule	equational-rule	concrete	no	inert-for-submitted-program-reviewed-for-overlap
784	semantics/sort.k	31	rule	equational-rule	concrete	no	inert-for-submitted-program-reviewed-for-overlap
785	semantics/sort.k	36	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
786	semantics/sort.k	40	rule	operational-rule	priority(40)	no	inert-for-submitted-program-reviewed-for-overlap
787	semantics/sort.k	49	syntax	function-declaration	function;no-evaluators;symbol(sortKeyVS);total	no	inert-for-submitted-program-reviewed-for-overlap
788	semantics/sort.k	51	syntax	function-declaration	function;total	no	inert-for-submitted-program-reviewed-for-overlap
789	semantics/sort.k	53	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
790	semantics/sort.k	54	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
791	semantics/sort.k	55	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
792	semantics/sort.k	57	syntax	function-declaration	function;total	no	inert-for-submitted-program-reviewed-for-overlap
793	semantics/sort.k	58	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
794	semantics/sort.k	59	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
795	semantics/sort.k	61	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
796	semantics/sort.k	63	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
797	semantics/sort.k	65	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
798	semantics/str.k	8	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
799	semantics/str.k	9	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
800	semantics/str.k	13	syntax	function-declaration	function	no	inert-for-submitted-program-reviewed-for-overlap
801	semantics/str.k	14	rule	operational-rule	-	yes	directly-used-reviewed
802	semantics/str.k	15	rule	equational-rule	-	yes	directly-used-reviewed
803	semantics/str.k	16	rule	equational-rule	-	yes	directly-used-reviewed
804	semantics/str.k	20	syntax	function-declaration	function;total	no	inert-for-submitted-program-reviewed-for-overlap
805	semantics/str.k	21	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
806	semantics/str.k	22	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
807	semantics/str.k	24	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
808	semantics/str.k	25	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
809	semantics/str.k	26	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
810	semantics/str.k	29	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
811	semantics/str.k	30	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
812	semantics/str.k	32	syntax	function-declaration	function;total	no	inert-for-submitted-program-reviewed-for-overlap
813	semantics/str.k	33	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
814	semantics/str.k	34	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
815	semantics/str.k	35	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
816	semantics/str.k	37	syntax	function-declaration	function;total	no	inert-for-submitted-program-reviewed-for-overlap
817	semantics/str.k	38	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
818	semantics/str.k	39	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
819	semantics/str.k	40	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
820	semantics/str.k	48	syntax	function-declaration	function;total	no	inert-for-submitted-program-reviewed-for-overlap
821	semantics/str.k	49	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
822	semantics/str.k	50	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
823	semantics/str.k	51	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
824	semantics/str.k	52	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
825	semantics/str.k	53	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
826	semantics/str.k	54	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
827	semantics/str.k	56	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
828	semantics/str.k	57	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
829	semantics/str.k	58	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
830	semantics/str.k	59	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
831	semantics/subscript.k	11	syntax	function-declaration	function;total	no	inert-for-submitted-program-reviewed-for-overlap
832	semantics/subscript.k	12	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
833	semantics/subscript.k	13	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
834	semantics/subscript.k	16	syntax	function-declaration	function	no	inert-for-submitted-program-reviewed-for-overlap
835	semantics/subscript.k	17	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
836	semantics/subscript.k	18	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
837	semantics/subscript.k	21	syntax	function-declaration	function;total	no	inert-for-submitted-program-reviewed-for-overlap
838	semantics/subscript.k	22	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
839	semantics/subscript.k	23	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
840	semantics/subscript.k	27	context	context	-	no	inert-for-submitted-program-reviewed-for-overlap
841	semantics/subscript.k	28	context	context	-	no	inert-for-submitted-program-reviewed-for-overlap
842	semantics/subscript.k	31	rule	operational-rule	priority(40)	no	inert-for-submitted-program-reviewed-for-overlap
843	semantics/subscript.k	35	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
844	semantics/subscript.k	37	syntax	function-declaration	function	no	inert-for-submitted-program-reviewed-for-overlap
845	semantics/subscript.k	38	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
846	semantics/subscript.k	39	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
847	semantics/subscript.k	40	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
848	semantics/subscript.k	44	syntax	syntax	-	no	inert-for-submitted-program-reviewed-for-overlap
849	semantics/subscript.k	49	syntax	syntax	-	no	inert-for-submitted-program-reviewed-for-overlap
850	semantics/subscript.k	50	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
851	semantics/subscript.k	51	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
852	semantics/subscript.k	52	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
853	semantics/subscript.k	54	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
854	semantics/subscript.k	55	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
855	semantics/subscript.k	56	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
856	semantics/subscript.k	58	rule	operational-rule	priority(45)	no	inert-for-submitted-program-reviewed-for-overlap
857	semantics/subscript.k	61	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
858	semantics/subscript.k	63	syntax	function-declaration	function	no	inert-for-submitted-program-reviewed-for-overlap
859	semantics/subscript.k	64	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
860	semantics/subscript.k	66	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
861	semantics/subscript.k	68	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
862	semantics/subscript.k	72	syntax	function-declaration	function;total	no	inert-for-submitted-program-reviewed-for-overlap
