file	line	kind	classification	attributes	declaration
/candidate/reference-semantics/semantics/float.k	217	syntax	syntax-declaration+opaque-symbol	function,total,symbol,no-evaluators	syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]
/candidate/reference-semantics/semantics/float.k	218	rule	function-or-equational-rule	concrete	rule roundF(F:Float) => #if (F -Float floorFloat(F)) ==Float 0.5 #then (#if Float2Int(floorFloat(F)) %Int 2 ==Int 0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi) #else Float2Int(floorFloat(F +Float 0.5)) #fi [concrete]
/candidate/reference-semantics/semantics/float.k	223	syntax	syntax-declaration+opaque-symbol	function,total,symbol,no-evaluators	syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]
/candidate/reference-semantics/semantics/float.k	224	rule	function-or-equational-rule	concrete	rule roundFN(F:Float, N:Int) => Int2Float(roundF(F *Float Int2Float(10 ^Int N, 53, 11)), 53, 11) /Float Int2Float(10 ^Int N, 53, 11) [concrete]
/candidate/reference-semantics/semantics/float.k	227	rule	function-or-equational-rule		"rule applyBuiltin(""round"", F:Float, .Vals)        => roundF(F)"
/candidate/reference-semantics/semantics/float.k	228	rule	function-or-equational-rule		"rule applyBuiltin(""round"", F:Float, N:Int, .Vals) => roundFN(F, N)"
/candidate/reference-semantics/semantics/float.k	230	syntax	syntax-declaration+opaque-symbol	function,total,symbol,no-evaluators	syntax Float ::= sqrtF(Float) [function, total, symbol(sqrtF), no-evaluators]
/candidate/reference-semantics/semantics/float.k	231	rule	function-or-equational-rule	concrete	rule sqrtF(F:Float) => sqrtFloat(F) [concrete]
/candidate/reference-semantics/semantics/float.k	232	syntax	syntax-declaration		"syntax KItem ::= ""#mathSqrt"""
/candidate/reference-semantics/semantics/float.k	233	rule	operational-rule	priority	"rule <k> Call(Attribute(Name(""math""), ""sqrt""), (E:Expr, .Exprs)) => E ~> #mathSqrt ... </k> [priority(40)]"
/candidate/reference-semantics/semantics/float.k	234	rule	operational-rule		rule <k> F:Float ~> #mathSqrt => sqrtF(F) ... </k>
/candidate/reference-semantics/semantics/float.k	235	rule	operational-rule		rule <k> I:Int ~> #mathSqrt => sqrtF(intToF(I)) ... </k>
/candidate/reference-semantics/semantics/float.k	243	syntax	syntax-declaration		syntax KItem ::= #maxAccF(Iterable, Float) | #maxContF(Float)
/candidate/reference-semantics/semantics/float.k	244	rule	operational-rule		rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAccF(R, {V}:>Float) ... </k> requires isFloat(V)
/candidate/reference-semantics/semantics/float.k	245	rule	operational-rule		rule <k> #maxAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #maxContF(M) ... </k>
/candidate/reference-semantics/semantics/float.k	246	rule	operational-rule		rule <k> #iterDone ~> #maxContF(M:Float) => M ... </k>
/candidate/reference-semantics/semantics/float.k	247	rule	operational-rule		rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #maxAccF(R, maxFloat(M, {V}:>Float)) ... </k> requires isFloat(V)
/candidate/reference-semantics/semantics/float.k	250	syntax	syntax-declaration		syntax KItem ::= #minAccF(Iterable, Float) | #minContF(Float)
/candidate/reference-semantics/semantics/float.k	251	rule	operational-rule		rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAccF(R, {V}:>Float) ... </k> requires isFloat(V)
/candidate/reference-semantics/semantics/float.k	252	rule	operational-rule		rule <k> #minAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #minContF(M) ... </k>
/candidate/reference-semantics/semantics/float.k	253	rule	operational-rule		rule <k> #iterDone ~> #minContF(M:Float) => M ... </k>
/candidate/reference-semantics/semantics/float.k	254	rule	operational-rule		rule <k> #iterYield(V:Val, R:Iterable) ~> #minContF(M:Float) => #minAccF(R, minFloat(M, {V}:>Float)) ... </k> requires isFloat(V)
/candidate/reference-semantics/semantics/float.k	261	syntax	syntax-declaration		syntax KItem ::= #sumAccF(Iterable, Float) | #sumContF(Float)
/candidate/reference-semantics/semantics/float.k	262	rule	operational-rule		rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int) => #sumAccF(R, addF(intToF(ACC), {V}:>Float)) ... </k> requires isFloat(V) andBool notBool (isInt(V) orBool isBool(V))
/candidate/reference-semantics/semantics/float.k	265	rule	operational-rule		rule <k> #sumAccF(IT:Iterable, ACC:Float) => #iterNext(IT) ~> #sumContF(ACC) ... </k>
/candidate/reference-semantics/semantics/float.k	266	rule	operational-rule		rule <k> #iterDone ~> #sumContF(ACC:Float) => ACC ... </k>
/candidate/reference-semantics/semantics/float.k	267	rule	operational-rule		rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, {V}:>Float)) ... </k> requires isFloat(V)
/candidate/reference-semantics/semantics/float.k	270	rule	operational-rule		rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, intToF(intOf(V)))) ... </k> requires isInt(V) orBool isBool(V)
/candidate/reference-semantics/semantics/functions.k	3	module	module		module MPY-FUNCTIONS imports MPY-CORE
/candidate/reference-semantics/semantics/functions.k	8	syntax	syntax-declaration		"syntax KItem ::= frame(continuation: K, callerEnv: Int, savedLoc: Int) | #bindP(ParamNames, Vals) | ""#pop"" | ""#endcall"""
/candidate/reference-semantics/semantics/functions.k	14	rule	operational-rule		rule <k> FuncDef(F:String, Params(PNS:ParamNames), BODY:Stmts) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureVal(PNS, BODY, L) ], _) ... </scopes>
/candidate/reference-semantics/semantics/functions.k	18	syntax	syntax-declaration		syntax Expr ::= closureExpr(ParamNames, Stmts)
/candidate/reference-semantics/semantics/functions.k	19	rule	operational-rule		rule <k> closureExpr(PNS:ParamNames, BODY:Stmts) => closureVal(PNS, BODY, L) ... </k> <env> L:Int </env>
/candidate/reference-semantics/semantics/functions.k	27	syntax	syntax-declaration		syntax Val ::= closureValC(ParamNames, ParamNames, Stmts, Map)
/candidate/reference-semantics/semantics/functions.k	31	syntax	syntax-declaration		syntax KItem ::= #mkClosure(String, ParamNames, ParamNames, ParamNames, Stmts, Map) | #mkLambda(ParamNames, ParamNames, ParamNames, Stmts, Map)
/candidate/reference-semantics/semantics/functions.k	33	rule	operational-rule		rule <k> FuncDef(F:String, Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), BODY:Stmts) => #mkClosure(F, PNS, CVS, FVS, BODY, .Map) ... </k>
/candidate/reference-semantics/semantics/functions.k	36	rule	operational-rule		rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkClosure(F, PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires FV in_keys(M)
/candidate/reference-semantics/semantics/functions.k	42	rule	operational-rule		rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureValC(PNS, CVS, BODY, CM) ], _) ... </scopes>
/candidate/reference-semantics/semantics/functions.k	47	rule	operational-rule		rule <k> Lambda(Params(PNS:ParamNames), E:Expr) => closureVal(PNS, Return(E) .Stmts, L) ... </k> <env> L:Int </env>
/candidate/reference-semantics/semantics/functions.k	50	rule	operational-rule		rule <k> Lambda(Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), E:Expr) => #mkLambda(PNS, CVS, FVS, Return(E) .Stmts, .Map) ... </k>
/candidate/reference-semantics/semantics/functions.k	53	rule	operational-rule		rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkLambda(PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires FV in_keys(M)
/candidate/reference-semantics/semantics/functions.k	59	rule	operational-rule		rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => closureValC(PNS, CVS, BODY, CM) ... </k>
/candidate/reference-semantics/semantics/functions.k	63	rule	operational-rule		rule <k> #bindP(.ParamNames, .Vals) => .K ... </k>
/candidate/reference-semantics/semantics/functions.k	64	rule	operational-rule		rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ P <- V ], _) ... </scopes>
/candidate/reference-semantics/semantics/functions.k	68	rule	operational-rule	priority	"rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #cellW({M[P]}:>Val, V) ~> #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires ""$cells"" in_keys(M) andBool pnMember(P, cellsOf({M[""$cells""]}:>Val)) andBool P in_keys(M) andBool isCellRef({M[P]}:>Val) [priority(40)]"
/candidate/reference-semantics/semantics/functions.k	78	rule	operational-rule		rule <k> Return(V:Val) ~> _ => #pop </k> <ret> noRet => retV(V) </ret>
/candidate/reference-semantics/semantics/functions.k	80	rule	operational-rule		rule <k> #endcall => #pop ... </k> <ret> noRet => retV(noneV) </ret>
/candidate/reference-semantics/semantics/functions.k	85	rule	operational-rule		rule <k> #pop => V ~> CONT </k> <ret>   retV(V) => noRet </ret> <stack> ListItem(frame(CONT:K, CALLERL:Int, SAVEDL:Int)) => .List ... </stack> <env>   L:Int => CALLERL </env> <scopes> SC:Map => SC [ L <- undef ] </scopes> <scopeLoc> _ => SAVEDL </scopeLoc>
/candidate/reference-semantics/semantics/int.k	4	module	module		module MPY-INT imports MPY-CORE
/candidate/reference-semantics/semantics/int.k	7	rule	function-or-equational-rule		"rule applyUn(""-"", I:Int) => 0 -Int I"
/candidate/reference-semantics/semantics/int.k	9	rule	function-or-equational-rule		"rule applyBin(""+"",  I1:Int, I2:Int) => I1 +Int I2"
/candidate/reference-semantics/semantics/int.k	11	rule	function-or-equational-rule		"rule applyBin(""+"",  I:Int, B:Bool) => I +Int #if B #then 1 #else 0 #fi"
/candidate/reference-semantics/semantics/int.k	12	rule	function-or-equational-rule		"rule applyBin(""+"",  B:Bool, I:Int) => #if B #then 1 #else 0 #fi +Int I"
/candidate/reference-semantics/semantics/int.k	13	rule	function-or-equational-rule		"rule applyBin(""-"",  I1:Int, I2:Int) => I1 -Int I2"
/candidate/reference-semantics/semantics/int.k	14	rule	function-or-equational-rule		"rule applyBin(""*"",  I1:Int, I2:Int) => I1 *Int I2"
/candidate/reference-semantics/semantics/int.k	15	rule	function-or-equational-rule		"rule applyBin(""%"",  I1:Int, I2:Int) => pyMod(I1, I2)"
/candidate/reference-semantics/semantics/int.k	16	rule	function-or-equational-rule		"rule applyBin("""
/candidate/reference-semantics/semantics/int.k	17	rule	function-or-equational-rule		"rule applyBin(""**"", I1:Int, I2:Int) => I1 ^Int I2 requires I2 >=Int 0"
/candidate/reference-semantics/semantics/int.k	19	syntax	syntax-declaration	function	syntax Int ::= pyMod(Int, Int) [function]
/candidate/reference-semantics/semantics/int.k	20	rule	function-or-equational-rule		rule pyMod(I1:Int, I2:Int) => ((I1 %Int I2) +Int I2) %Int I2
/candidate/reference-semantics/semantics/int.k	22	rule	function-or-equational-rule		"rule applyCmp(""<"",  I1:Int, I2:Int)   => I1 <Int  I2"
/candidate/reference-semantics/semantics/int.k	23	rule	function-or-equational-rule		"rule applyCmp(""<="", I1:Int, I2:Int)   => I1 <=Int I2"
/candidate/reference-semantics/semantics/int.k	24	rule	function-or-equational-rule		"rule applyCmp("">"",  I1:Int, I2:Int)   => I1 >Int  I2"
/candidate/reference-semantics/semantics/int.k	25	rule	function-or-equational-rule		"rule applyCmp("">="", I1:Int, I2:Int)   => I1 >=Int I2"
/candidate/reference-semantics/semantics/int.k	26	rule	function-or-equational-rule		"rule applyCmp(""=="", I1:Int, I2:Int)   => I1 ==Int I2"
/candidate/reference-semantics/semantics/int.k	27	rule	function-or-equational-rule		"rule applyCmp(""!="", I1:Int, I2:Int)   => I1 =/=Int I2"
/candidate/reference-semantics/semantics/iter.k	6	module	module		module MPY-ITER imports MPY-CORE
/candidate/reference-semantics/semantics/iter.k	8	syntax	syntax-declaration		"syntax KItem ::= #iterNext(Iterable) | ""#iterDone"" | #iterYield(Val, Iterable)"
/candidate/reference-semantics/semantics/list.k	3	module	module		module MPY-LIST imports MPY-CORE imports MPY-ITER imports MPY-OPERATORS
/candidate/reference-semantics/semantics/list.k	9	rule	operational-rule		rule <k> #iterNext(list(.ValSeq))                => #iterDone ... </k>
/candidate/reference-semantics/semantics/list.k	10	rule	operational-rule		rule <k> #iterNext(list(vCons(V:Val, R:ValSeq))) => #iterYield(V, list(R)) ... </k>
/candidate/reference-semantics/semantics/list.k	13	syntax	syntax-declaration		"syntax ApplyK ::= ""toList"""
/candidate/reference-semantics/semantics/list.k	14	rule	operational-rule		rule <k> ListExpr(ES:Exprs) => #evalArgs(ES, .Vals, toList) ... </k>
/candidate/reference-semantics/semantics/list.k	15	rule	operational-rule		rule <k> #applyK(toList, ACC:Vals) => #alloc(list(vals2valSeq(ACC))) ... </k>
/candidate/reference-semantics/semantics/list.k	18	syntax	syntax-declaration	function,total	syntax ValSeq ::= valSeqConcat(ValSeq, ValSeq) [function, total]
/candidate/reference-semantics/semantics/list.k	19	rule	function-or-equational-rule		rule valSeqConcat(.ValSeq, T:ValSeq)                => T
/candidate/reference-semantics/semantics/list.k	20	rule	function-or-equational-rule		rule valSeqConcat(vCons(V:Val, S:ValSeq), T:ValSeq) => vCons(V, valSeqConcat(S, T))
/candidate/reference-semantics/semantics/list.k	24	rule	operational-rule	priority	"rule <k> BinOp(""+"", list(A:ValSeq), list(B:ValSeq)) => #alloc(list(valSeqConcat(A, B))) ... </k> [priority(45)]"
/candidate/reference-semantics/semantics/list.k	27	rule	function-or-equational-rule		"rule applyCmp(""=="", list(A:ValSeq), list(B:ValSeq)) => A ==K B"
/candidate/reference-semantics/semantics/list.k	28	rule	function-or-equational-rule		"rule applyCmp(""!="", list(A:ValSeq), list(B:ValSeq)) => notBool (A ==K B)"
/candidate/reference-semantics/semantics/list.k	33	syntax	syntax-declaration	function,total	syntax Bool ::= hasRefVS(ValSeq) [function, total]
/candidate/reference-semantics/semantics/list.k	34	rule	function-or-equational-rule		rule hasRefVS(.ValSeq)                => false
/candidate/reference-semantics/semantics/list.k	35	rule	function-or-equational-rule		rule hasRefVS(vCons(V:Val, R:ValSeq)) => isRefV(V) orBool hasRefVS(R)
/candidate/reference-semantics/semantics/list.k	37	syntax	syntax-declaration	function	syntax Bool ::= deepEqVS(ValSeq, ValSeq, Map) [function] | deepEqV(Val, Val, Map)        [function]
/candidate/reference-semantics/semantics/list.k	39	rule	function-or-equational-rule		rule deepEqVS(.ValSeq, .ValSeq, _:Map)                   => true
/candidate/reference-semantics/semantics/list.k	40	rule	function-or-equational-rule		rule deepEqVS(.ValSeq, vCons(_:Val, _:ValSeq), _:Map)    => false
/candidate/reference-semantics/semantics/list.k	41	rule	function-or-equational-rule		rule deepEqVS(vCons(_:Val, _:ValSeq), .ValSeq, _:Map)    => false
/candidate/reference-semantics/semantics/list.k	42	rule	function-or-equational-rule		rule deepEqVS(vCons(A:Val, As:ValSeq), vCons(B:Val, Bs:ValSeq), HP:Map) => deepEqV(A, B, HP) andBool deepEqVS(As, Bs, HP)
/candidate/reference-semantics/semantics/list.k	45	rule	function-or-equational-rule		rule deepEqV(ref(H:Int), B:Val, HP:Map) => deepEqV({HP[H]}:>Val, B, HP) requires H in_keys(HP)
/candidate/reference-semantics/semantics/list.k	47	rule	function-or-equational-rule		rule deepEqV(A:Val, ref(H:Int), HP:Map) => deepEqV(A, {HP[H]}:>Val, HP) requires notBool isRefV(A) andBool H in_keys(HP)
/candidate/reference-semantics/semantics/list.k	49	rule	function-or-equational-rule		rule deepEqV(list(A:ValSeq), list(B:ValSeq), HP:Map) => deepEqVS(A, B, HP)
/candidate/reference-semantics/semantics/list.k	50	rule	function-or-equational-rule	owise	rule deepEqV(A:Val, B:Val, _:Map) => A ==K B [owise]
/candidate/reference-semantics/semantics/list.k	53	rule	operational-rule	priority	"rule <k> #applyK(toCall(boundMethodV(ref(H:Int), ""append"")), (V:Val, .Vals)) => noneV ... </k> <heap> ... H |-> list(VS:ValSeq => valSeqConcat(VS, vCons(V, .ValSeq))) ... </heap> [priority(40)]"
/candidate/reference-semantics/semantics/list.k	58	syntax	syntax-declaration		"syntax KItem ::= #memberAcc(Val, Iterable) | #memberCont(Val) | ""#notB"""
/candidate/reference-semantics/semantics/list.k	59	rule	operational-rule		"rule <k> Compare(LV:Val, CmpOp(""in"",     list(VS:ValSeq))) => #memberAcc(LV, list(VS)) ... </k>"
/candidate/reference-semantics/semantics/list.k	60	rule	operational-rule		"rule <k> Compare(LV:Val, CmpOp(""not in"", list(VS:ValSeq))) => #memberAcc(LV, list(VS)) ~> #notB ... </k>"
/candidate/reference-semantics/semantics/list.k	61	rule	operational-rule		rule <k> #memberAcc(V:Val, IT:Iterable) => #iterNext(IT) ~> #memberCont(V) ... </k>
/candidate/reference-semantics/semantics/list.k	62	rule	operational-rule		rule <k> #iterDone ~> #memberCont(_V:Val) => false ... </k>
/candidate/reference-semantics/semantics/list.k	63	rule	operational-rule		rule <k> #iterYield(E:Val, _:Iterable) ~> #memberCont(V:Val) => true ... </k> requires E ==K V
/candidate/reference-semantics/semantics/list.k	65	rule	operational-rule		rule <k> #iterYield(E:Val, R:Iterable) ~> #memberCont(V:Val) => #memberAcc(V, R) ... </k> requires notBool (E ==K V)
/candidate/reference-semantics/semantics/list.k	67	rule	operational-rule		rule <k> B:Bool ~> #notB => notBool B ... </k>
/candidate/reference-semantics/semantics/methods.k	3	module	module		module MPY-METHODS imports MPY-CORE imports K-EQUAL imports MPY-STR imports MPY-LIST
/candidate/reference-semantics/semantics/methods.k	10	syntax	syntax-declaration	function	syntax Val ::= applyMethod(Val, String, Vals) [function]
/candidate/reference-semantics/semantics/methods.k	13	rule	function-or-equational-rule		"rule applyMethod(str(CS:IntSeq), ""isupper"", .Vals) => hasUpper(CS) andBool notBool hasLower(CS)"
/candidate/reference-semantics/semantics/methods.k	14	rule	function-or-equational-rule		"rule applyMethod(str(CS:IntSeq), ""islower"", .Vals) => hasLower(CS) andBool notBool hasUpper(CS)"
/candidate/reference-semantics/semantics/methods.k	15	rule	function-or-equational-rule		"rule applyMethod(str(CS:IntSeq), ""isalpha"", .Vals) => notBool (CS ==K .IntSeq) andBool allAlpha(CS)"
/candidate/reference-semantics/semantics/methods.k	16	rule	function-or-equational-rule		"rule applyMethod(str(CS:IntSeq), ""isdigit"", .Vals) => notBool (CS ==K .IntSeq) andBool allDigit(CS)"
/candidate/reference-semantics/semantics/methods.k	19	rule	function-or-equational-rule		"rule applyMethod(str(CS:IntSeq), ""lower"",    .Vals) => str(mapLower(CS))"
/candidate/reference-semantics/semantics/methods.k	20	rule	function-or-equational-rule		"rule applyMethod(str(CS:IntSeq), ""upper"",    .Vals) => str(mapUpper(CS))"
/candidate/reference-semantics/semantics/methods.k	21	rule	function-or-equational-rule		"rule applyMethod(str(CS:IntSeq), ""swapcase"", .Vals) => str(mapSwap(CS))"
/candidate/reference-semantics/semantics/methods.k	26	rule	function-or-equational-rule		"rule applyMethod(str(SEP:IntSeq), ""join"", list(VS:ValSeq), .Vals) => str(joinCodes(SEP, VS))"
/candidate/reference-semantics/semantics/methods.k	27	syntax	syntax-declaration	function,total	syntax IntSeq ::= joinCodes(IntSeq, ValSeq) [function, total]
/candidate/reference-semantics/semantics/methods.k	28	rule	function-or-equational-rule		rule joinCodes(_:IntSeq, .ValSeq) => .IntSeq
/candidate/reference-semantics/semantics/methods.k	29	rule	function-or-equational-rule		rule joinCodes(_:IntSeq, vCons(str(CS:IntSeq), .ValSeq)) => CS
/candidate/reference-semantics/semantics/methods.k	30	rule	function-or-equational-rule		rule joinCodes(SEP:IntSeq, vCons(str(CS:IntSeq), vCons(V:Val, R:ValSeq))) => seqConcat(CS, seqConcat(SEP, joinCodes(SEP, vCons(V, R))))
/candidate/reference-semantics/semantics/methods.k	34	rule	function-or-equational-rule		"rule applyMethod(str(CS:IntSeq), ""count"", str(PC:IntSeq), .Vals) => cntSub(CS, PC)"
/candidate/reference-semantics/semantics/methods.k	35	syntax	syntax-declaration	function	syntax Int ::= cntSub(IntSeq, IntSeq) [function]
/candidate/reference-semantics/semantics/methods.k	36	rule	function-or-equational-rule		rule cntSub(.IntSeq, _:IntSeq) => 0
/candidate/reference-semantics/semantics/methods.k	37	rule	function-or-equational-rule		rule cntSub(iCons(C:Int, R:IntSeq), PC:IntSeq) => 1 +Int cntSub(dropIS(iCons(C, R), isLen(PC)), PC) requires strPrefix(PC, iCons(C, R)) andBool isLen(PC) >Int 0
/candidate/reference-semantics/semantics/methods.k	39	rule	function-or-equational-rule		rule cntSub(iCons(C:Int, R:IntSeq), PC:IntSeq) => cntSub(R, PC) requires notBool strPrefix(PC, iCons(C, R)) orBool isLen(PC) <=Int 0
/candidate/reference-semantics/semantics/methods.k	41	syntax	syntax-declaration	function,total	syntax IntSeq ::= dropIS(IntSeq, Int) [function, total]
/candidate/reference-semantics/semantics/methods.k	42	rule	function-or-equational-rule		rule dropIS(S:IntSeq, N:Int) => S requires N <=Int 0
/candidate/reference-semantics/semantics/methods.k	43	rule	function-or-equational-rule	owise	rule dropIS(.IntSeq, _:Int) => .IntSeq [owise]
/candidate/reference-semantics/semantics/methods.k	44	rule	function-or-equational-rule		rule dropIS(iCons(_:Int, R:IntSeq), N:Int) => dropIS(R, N -Int 1) requires N >Int 0
/candidate/reference-semantics/semantics/methods.k	47	rule	function-or-equational-rule		"rule applyMethod(str(CS:IntSeq), ""strip"", .Vals) => str(revIS(trimWS(revIS(trimWS(CS)))))"
/candidate/reference-semantics/semantics/methods.k	48	syntax	syntax-declaration	function,total	syntax IntSeq ::= trimWS(IntSeq) [function, total]
/candidate/reference-semantics/semantics/methods.k	49	rule	function-or-equational-rule		rule trimWS(.IntSeq) => .IntSeq
/candidate/reference-semantics/semantics/methods.k	50	rule	function-or-equational-rule		rule trimWS(iCons(C:Int, R:IntSeq)) => trimWS(R) requires isWSC(C)
/candidate/reference-semantics/semantics/methods.k	51	rule	function-or-equational-rule		rule trimWS(iCons(C:Int, R:IntSeq)) => iCons(C, R) requires notBool isWSC(C)
/candidate/reference-semantics/semantics/methods.k	52	syntax	syntax-declaration	function,total	syntax IntSeq ::= revIS(IntSeq) [function, total] | revISAcc(IntSeq, IntSeq) [function, total]
/candidate/reference-semantics/semantics/methods.k	53	rule	function-or-equational-rule		rule revIS(S:IntSeq) => revISAcc(S, .IntSeq)
/candidate/reference-semantics/semantics/methods.k	54	rule	function-or-equational-rule		rule revISAcc(.IntSeq, A:IntSeq) => A
/candidate/reference-semantics/semantics/methods.k	55	rule	function-or-equational-rule		rule revISAcc(iCons(C:Int, R:IntSeq), A:IntSeq) => revISAcc(R, iCons(C, A))
/candidate/reference-semantics/semantics/methods.k	58	rule	function-or-equational-rule		"rule applyMethod(str(CS:IntSeq), ""encode"", str(_:IntSeq), .Vals) => str(CS)"
/candidate/reference-semantics/semantics/methods.k	61	rule	function-or-equational-rule		"rule applyMethod(str(XC:IntSeq), ""startswith"", str(PC:IntSeq), .Vals) => startsWith(PC, XC)"
/candidate/reference-semantics/semantics/methods.k	64	rule	function-or-equational-rule		"rule applyMethod(list(VS:ValSeq), ""count"", V:Val, .Vals) => cntOccVS(VS, V)"
/candidate/reference-semantics/semantics/methods.k	65	syntax	syntax-declaration	function,total	syntax Int ::= cntOccVS(ValSeq, Val) [function, total]
/candidate/reference-semantics/semantics/methods.k	66	rule	function-or-equational-rule		rule cntOccVS(.ValSeq, _:Val)                => 0
/candidate/reference-semantics/semantics/methods.k	67	rule	function-or-equational-rule		rule cntOccVS(vCons(A:Val, R:ValSeq), V:Val) => 1 +Int cntOccVS(R, V) requires A ==K V
/candidate/reference-semantics/semantics/methods.k	68	rule	function-or-equational-rule		rule cntOccVS(vCons(A:Val, R:ValSeq), V:Val) => cntOccVS(R, V)        requires notBool (A ==K V)
/candidate/reference-semantics/semantics/methods.k	72	rule	operational-rule	priority	"rule <k> #applyK(toCall(boundMethodV(str(CS:IntSeq), ""split"")), .Vals) => #alloc(list(splitWS(CS, .IntSeq, .ValSeq))) ... </k> [priority(40)]"
/candidate/reference-semantics/semantics/methods.k	75	syntax	syntax-declaration	function	syntax ValSeq ::= splitWS(IntSeq, IntSeq, ValSeq) [function]
/candidate/reference-semantics/semantics/methods.k	76	rule	function-or-equational-rule		rule splitWS(.IntSeq, CUR:IntSeq, ACC:ValSeq) => flushTok(ACC, CUR)
/candidate/reference-semantics/semantics/methods.k	77	rule	function-or-equational-rule		rule splitWS(iCons(C:Int, R:IntSeq), CUR:IntSeq, ACC:ValSeq) => splitWS(R, .IntSeq, flushTok(ACC, CUR)) requires isWSC(C)
/candidate/reference-semantics/semantics/methods.k	79	rule	function-or-equational-rule		rule splitWS(iCons(C:Int, R:IntSeq), CUR:IntSeq, ACC:ValSeq) => splitWS(R, seqConcat(CUR, iCons(C, .IntSeq)), ACC) requires notBool isWSC(C)
/candidate/reference-semantics/semantics/methods.k	82	syntax	syntax-declaration	function	syntax ValSeq ::= flushTok(ValSeq, IntSeq) [function]
/candidate/reference-semantics/semantics/methods.k	83	rule	function-or-equational-rule		rule flushTok(ACC:ValSeq, .IntSeq)            => ACC
/candidate/reference-semantics/semantics/methods.k	84	rule	function-or-equational-rule		rule flushTok(ACC:ValSeq, iCons(C:Int, T:IntSeq)) => valSeqConcat(ACC, vCons(str(iCons(C, T)), .ValSeq))
/candidate/reference-semantics/semantics/methods.k	85	syntax	syntax-declaration	function,total	syntax Bool ::= isWSC(Int) [function, total]
/candidate/reference-semantics/semantics/methods.k	86	rule	function-or-equational-rule		rule isWSC(C:Int) => C ==Int 32 orBool C ==Int 9 orBool C ==Int 10 orBool C ==Int 13
/candidate/reference-semantics/semantics/methods.k	89	rule	operational-rule	priority	"rule <k> #applyK(toCall(boundMethodV(str(CS:IntSeq), ""split"")), (kwV(""sep"", str(S:IntSeq)), .Vals)) => #applyK(toCall(boundMethodV(str(CS), ""split"")), (str(S), .Vals)) ... </k> [priority(39)]"
/candidate/reference-semantics/semantics/methods.k	94	rule	operational-rule	priority	"rule <k> #applyK(toCall(boundMethodV(str(CS:IntSeq), ""split"")), (str(iCons(SEP:Int, .IntSeq)), .Vals)) => #alloc(list(splitSep(CS, SEP, .IntSeq))) ... </k> [priority(40)]"
/candidate/reference-semantics/semantics/methods.k	97	syntax	syntax-declaration	function	syntax ValSeq ::= splitSep(IntSeq, Int, IntSeq) [function]
/candidate/reference-semantics/semantics/methods.k	98	rule	function-or-equational-rule		rule splitSep(.IntSeq, _SEP:Int, CUR:IntSeq)              => vCons(str(CUR), .ValSeq)
/candidate/reference-semantics/semantics/methods.k	99	rule	function-or-equational-rule		rule splitSep(iCons(C:Int, R:IntSeq), SEP:Int, CUR:IntSeq) => vCons(str(CUR), splitSep(R, SEP, .IntSeq)) requires C ==Int SEP
/candidate/reference-semantics/semantics/methods.k	101	rule	function-or-equational-rule		rule splitSep(iCons(C:Int, R:IntSeq), SEP:Int, CUR:IntSeq) => splitSep(R, SEP, seqConcat(CUR, iCons(C, .IntSeq))) requires notBool (C ==Int SEP)
