file	line	kind	classification	attributes	relevance	decision	declaration
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	112	rule	ordinary-rule	concrete	unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule addF(F1:Float, F2:Float) => F1 +Float F2 [concrete]
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	113	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule applyBin("+", F1:Float, F2:Float) => addF(F1, F2)
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	115	syntax	function-syntax	function,total,symbol	unused	ACCEPT_FIXED_TRUST_BOUNDARY_UNUSED_BY_TARGET	syntax Float ::= mulF(Float, Float) [function, total, symbol(mulF), no-evaluators]
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	116	rule	ordinary-rule	concrete	unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule mulF(F1:Float, F2:Float) => F1 *Float F2 [concrete]
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	117	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule applyBin("*", F1:Float, F2:Float) => mulF(F1, F2)
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	119	syntax	function-syntax	function,total,symbol	unused	ACCEPT_FIXED_TRUST_BOUNDARY_UNUSED_BY_TARGET	syntax Float ::= powF(Float, Float) [function, total, symbol(powF), no-evaluators]
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	120	rule	ordinary-rule	concrete	unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule powF(F1:Float, F2:Float) => F1 ^Float F2 [concrete]
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	121	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule applyBin("**", F1:Float, F2:Float) => powF(F1, F2)
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	125	syntax	function-syntax	function,total,symbol	unused	ACCEPT_FIXED_TRUST_BOUNDARY_UNUSED_BY_TARGET	syntax Bool ::= gtF(Float, Float) [function, total, symbol(gtF), no-evaluators]
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	126	rule	ordinary-rule	concrete	unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule gtF(F1:Float, F2:Float) => F1 >Float F2 [concrete]
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	127	rule	ordinary-rule		target	ACCEPT_FIXED_FAITHFUL_ON_TARGET_PATH	rule applyCmp(">",  F1:Float, F2:Float) => gtF(F1, F2)
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	128	rule	ordinary-rule		target	ACCEPT_FIXED_FAITHFUL_ON_TARGET_PATH	rule applyCmp(">=", F1:Float, F2:Float) => notBool floatLt(F1, F2)
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	129	rule	ordinary-rule		target	ACCEPT_FIXED_FAITHFUL_ON_TARGET_PATH	rule applyCmp("<=", F1:Float, F2:Float) => notBool gtF(F1, F2)
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	132	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule applyBin("**", I:Int, F:Float) => powF(intToF(I), F)
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	133	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule applyBin("**", F:Float, I:Int) => powF(F, intToF(I))
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	134	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule applyBin("-",  I:Int, F:Float) => subF(intToF(I), F)
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	135	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule applyBin("-",  F:Float, I:Int) => subF(F, intToF(I))
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	136	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule applyBin("+",  I:Int, F:Float) => addF(intToF(I), F)
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	137	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule applyBin("+",  F:Float, I:Int) => addF(F, intToF(I))
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	138	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule applyBin("*",  I:Int, F:Float) => mulF(intToF(I), F)
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	139	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule applyBin("*",  F:Float, I:Int) => mulF(F, intToF(I))
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	142	syntax	function-syntax	function,total,symbol	unused	ACCEPT_FIXED_TRUST_BOUNDARY_UNUSED_BY_TARGET	syntax Bool ::= eqF(Float, Float) [function, total, symbol(eqF), no-evaluators]
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	143	rule	ordinary-rule	concrete	unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule eqF(F1:Float, F2:Float) => F1 ==Float F2 [concrete]
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	144	rule	ordinary-rule		target	ACCEPT_FIXED_FAITHFUL_ON_TARGET_PATH	rule applyCmp("==", I:Int, F:Float) => eqF(intToF(I), F)
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	145	rule	ordinary-rule		target	ACCEPT_FIXED_FAITHFUL_ON_TARGET_PATH	rule applyCmp("==", F:Float, I:Int) => eqF(F, intToF(I))
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	146	rule	ordinary-rule		target	ACCEPT_FIXED_FAITHFUL_ON_TARGET_PATH	rule applyCmp("!=", I:Int, F:Float) => notBool eqF(intToF(I), F)
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	147	rule	ordinary-rule		target	ACCEPT_FIXED_FAITHFUL_ON_TARGET_PATH	rule applyCmp("!=", F:Float, I:Int) => notBool eqF(F, intToF(I))
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	148	rule	ordinary-rule		target	ACCEPT_FIXED_FAITHFUL_ON_TARGET_PATH	rule applyCmp("<",  I:Int, F:Float) => floatLt(intToF(I), F)
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	149	rule	ordinary-rule		target	ACCEPT_FIXED_FAITHFUL_ON_TARGET_PATH	rule applyCmp("<",  F:Float, I:Int) => floatLt(F, intToF(I))
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	150	rule	ordinary-rule		target	ACCEPT_FIXED_FAITHFUL_ON_TARGET_PATH	rule applyCmp(">",  I:Int, F:Float) => gtF(intToF(I), F)
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	151	rule	ordinary-rule		target	ACCEPT_FIXED_FAITHFUL_ON_TARGET_PATH	rule applyCmp(">",  F:Float, I:Int) => gtF(F, intToF(I))
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	154	rule	ordinary-rule		target	ACCEPT_FIXED_FAITHFUL_ON_TARGET_PATH	rule applyCmp("==", V:Val, noneV) => V ==K noneV
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	155	rule	ordinary-rule		target	ACCEPT_FIXED_FAITHFUL_ON_TARGET_PATH	rule applyCmp("!=", V:Val, noneV) => notBool (V ==K noneV)
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	160	syntax	function-syntax	function,total,symbol	unused	ACCEPT_FIXED_TRUST_BOUNDARY_UNUSED_BY_TARGET	syntax Float ::= decStrToF(IntSeq) [function, total, symbol(decStrToF), no-evaluators]
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	161	rule	ordinary-rule	concrete	unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule decStrToF(iCons(45, CS:IntSeq)) => 0.0 -Float decStrToF(CS) [concrete]
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	162	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule decStrToF(CS:IntSeq) => intToF(intPart(CS)) +Float (intToF(fracPart(CS)) /Float intToF(fracScale(CS)))
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	165	syntax	function-syntax	function	unused	ACCEPT_FIXED_UNUSED_BY_TARGET	syntax Int ::= headIS(IntSeq) [function]
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	166	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule headIS(iCons(C:Int, _:IntSeq)) => C
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	167	syntax	function-syntax	function,total	unused	ACCEPT_FIXED_UNUSED_BY_TARGET	syntax Int ::= intPart(IntSeq) [function, total] | intPartAcc(IntSeq, Int) [function, total]
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	168	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule intPart(CS:IntSeq) => intPartAcc(CS, 0)
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	169	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule intPartAcc(.IntSeq, A:Int) => A
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	170	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule intPartAcc(iCons(46, _:IntSeq), A:Int) => A
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	171	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule intPartAcc(iCons(C:Int, R:IntSeq), A:Int) => intPartAcc(R, A *Int 10 +Int (C -Int 48))
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	173	syntax	function-syntax	function,total	unused	ACCEPT_FIXED_UNUSED_BY_TARGET	syntax Int ::= fracPart(IntSeq) [function, total] | fracAcc(IntSeq, Int) [function, total]
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	174	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule fracPart(.IntSeq) => 0
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	175	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule fracPart(iCons(46, R:IntSeq)) => fracAcc(R, 0)
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	176	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule fracPart(iCons(C:Int, R:IntSeq)) => fracPart(R) requires C =/=Int 46
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	177	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule fracAcc(.IntSeq, A:Int) => A
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	178	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule fracAcc(iCons(C:Int, R:IntSeq), A:Int) => fracAcc(R, A *Int 10 +Int (C -Int 48))
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	179	syntax	function-syntax	function,total	unused	ACCEPT_FIXED_UNUSED_BY_TARGET	syntax Int ::= fracScale(IntSeq) [function, total] | fscAcc(IntSeq, Int) [function, total]
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	180	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule fracScale(.IntSeq) => 1
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	181	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule fracScale(iCons(46, R:IntSeq)) => fscAcc(R, 1)
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	182	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule fracScale(iCons(C:Int, R:IntSeq)) => fracScale(R) requires C =/=Int 46
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	183	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule fscAcc(.IntSeq, A:Int) => A
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	184	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule fscAcc(iCons(_:Int, R:IntSeq), A:Int) => fscAcc(R, A *Int 10)
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	185	rule	ordinary-rule		target	ACCEPT_FIXED_FAITHFUL_ON_TARGET_PATH	rule applyBuiltin("float", str(CS:IntSeq), .Vals) => decStrToF(CS)
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	186	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule applyBuiltin("float", I:Int, .Vals)          => intToF(I)
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	187	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule applyBuiltin("float", F:Float, .Vals)        => F
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	190	syntax	function-syntax	function,total,symbol	unused	ACCEPT_FIXED_TRUST_BOUNDARY_UNUSED_BY_TARGET	syntax Float ::= divFloatIntV(Float, Int) [function, total, symbol(divFloatIntV), no-evaluators]
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	191	rule	ordinary-rule	concrete	unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule divFloatIntV(F:Float, I:Int) => F /Float Int2Float(I, 53, 11) [concrete]
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	192	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule applyBin("/", F:Float, I:Int) => divFloatIntV(F, I)
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	195	syntax	function-syntax	function,total,symbol	unused	ACCEPT_FIXED_TRUST_BOUNDARY_UNUSED_BY_TARGET	syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	196	rule	ordinary-rule	concrete	unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule intToF(I:Int) => Int2Float(I, 53, 11) [concrete]
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	197	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule applyBin("+", I:Int, F:Float) => addF(intToF(I), F)
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	198	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule applyBin("+", F:Float, I:Int) => addF(F, intToF(I))
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	199	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule applyBin("-", I:Int, F:Float) => subF(intToF(I), F)
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	200	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule applyBin("-", F:Float, I:Int) => subF(F, intToF(I))
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	201	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule applyBin("*", I:Int, F:Float) => mulF(intToF(I), F)
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	202	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule applyBin("*", F:Float, I:Int) => mulF(F, intToF(I))
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	203	rule	ordinary-rule		target	ACCEPT_FIXED_FAITHFUL_ON_TARGET_PATH	rule applyCmp("<", I:Int, F:Float) => floatLt(intToF(I), F)
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	204	rule	ordinary-rule		target	ACCEPT_FIXED_FAITHFUL_ON_TARGET_PATH	rule applyCmp("<", F:Float, I:Int) => floatLt(F, intToF(I))
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	205	rule	ordinary-rule		target	ACCEPT_FIXED_FAITHFUL_ON_TARGET_PATH	rule applyCmp(">", I:Int, F:Float) => gtF(intToF(I), F)
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	206	rule	ordinary-rule		target	ACCEPT_FIXED_FAITHFUL_ON_TARGET_PATH	rule applyCmp(">", F:Float, I:Int) => gtF(F, intToF(I))
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	209	syntax	function-syntax	function,total,symbol	unused	ACCEPT_FIXED_TRUST_BOUNDARY_UNUSED_BY_TARGET	syntax Int ::= truncF(Float) [function, total, symbol(truncF), no-evaluators]
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	210	rule	ordinary-rule	concrete	unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule truncF(F:Float) => #if F >=Float 0.0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi [concrete]
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	211	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule applyBuiltin("int", F:Float, .Vals) => truncF(F)
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	213	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule applyBuiltin("float", I:Int, .Vals)   => intToF(I)
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	214	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule applyBuiltin("float", F:Float, .Vals) => F
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	217	syntax	function-syntax	function,total,symbol	unused	ACCEPT_FIXED_TRUST_BOUNDARY_UNUSED_BY_TARGET	syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	218	rule	ordinary-rule	concrete	unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule roundF(F:Float) => #if (F -Float floorFloat(F)) ==Float 0.5 #then (#if Float2Int(floorFloat(F)) %Int 2 ==Int 0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi) #else Float2Int(floorFloat(F +Float 0.5)) #fi [concrete]
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	223	syntax	function-syntax	function,total,symbol	unused	ACCEPT_FIXED_TRUST_BOUNDARY_UNUSED_BY_TARGET	syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	224	rule	ordinary-rule	concrete	unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule roundFN(F:Float, N:Int) => Int2Float(roundF(F *Float Int2Float(10 ^Int N, 53, 11)), 53, 11) /Float Int2Float(10 ^Int N, 53, 11) [concrete]
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	227	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule applyBuiltin("round", F:Float, .Vals)        => roundF(F)
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	228	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule applyBuiltin("round", F:Float, N:Int, .Vals) => roundFN(F, N)
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	230	syntax	function-syntax	function,total,symbol	unused	ACCEPT_FIXED_TRUST_BOUNDARY_UNUSED_BY_TARGET	syntax Float ::= sqrtF(Float) [function, total, symbol(sqrtF), no-evaluators]
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	231	rule	ordinary-rule	concrete	unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule sqrtF(F:Float) => sqrtFloat(F) [concrete]
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	232	syntax	syntax		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	syntax KItem ::= "#mathSqrt"
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	233	rule	ordinary-rule	priority	target	ACCEPT_FIXED_FAITHFUL_ON_TARGET_PATH	rule <k> Call(Attribute(Name("math"), "sqrt"), (E:Expr, .Exprs)) => E ~> #mathSqrt ... </k> [priority(40)]
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	234	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule <k> F:Float ~> #mathSqrt => sqrtF(F) ... </k>
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	235	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule <k> I:Int ~> #mathSqrt => sqrtF(intToF(I)) ... </k>
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	243	syntax	syntax		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	syntax KItem ::= #maxAccF(Iterable, Float) | #maxContF(Float)
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	244	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAccF(R, {V}:>Float) ... </k> requires isFloat(V)
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	245	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule <k> #maxAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #maxContF(M) ... </k>
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	246	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule <k> #iterDone ~> #maxContF(M:Float) => M ... </k>
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	247	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #maxAccF(R, maxFloat(M, {V}:>Float)) ... </k>
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	250	syntax	syntax		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	syntax KItem ::= #minAccF(Iterable, Float) | #minContF(Float)
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	251	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAccF(R, {V}:>Float) ... </k> requires isFloat(V)
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	252	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule <k> #minAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #minContF(M) ... </k>
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	253	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule <k> #iterDone ~> #minContF(M:Float) => M ... </k>
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	254	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule <k> #iterYield(V:Val, R:Iterable) ~> #minContF(M:Float) => #minAccF(R, minFloat(M, {V}:>Float)) ... </k>
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	261	syntax	syntax		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	syntax KItem ::= #sumAccF(Iterable, Float) | #sumContF(Float)
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	262	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int) => #sumAccF(R, addF(intToF(ACC), {V}:>Float)) ... </k>
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	265	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule <k> #sumAccF(IT:Iterable, ACC:Float) => #iterNext(IT) ~> #sumContF(ACC) ... </k>
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	266	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule <k> #iterDone ~> #sumContF(ACC:Float) => ACC ... </k>
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	267	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, {V}:>Float)) ... </k>
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/float.k	270	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, intToF(intOf(V)))) ... </k>
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/functions.k	8	syntax	syntax		target	ACCEPT_FIXED_FAITHFUL_ON_TARGET_PATH	syntax KItem ::= frame(continuation: K, callerEnv: Int, savedLoc: Int) | #bindP(ParamNames, Vals) | "#pop" | "#endcall"
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/functions.k	14	rule	ordinary-rule		target	ACCEPT_FIXED_FAITHFUL_ON_TARGET_PATH	rule <k> FuncDef(F:String, Params(PNS:ParamNames), BODY:Stmts) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureVal(PNS, BODY, L) ], _) ... </scopes>
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/functions.k	18	syntax	syntax		target	ACCEPT_FIXED_FAITHFUL_ON_TARGET_PATH	syntax Expr ::= closureExpr(ParamNames, Stmts)
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/functions.k	19	rule	ordinary-rule		target	ACCEPT_FIXED_FAITHFUL_ON_TARGET_PATH	rule <k> closureExpr(PNS:ParamNames, BODY:Stmts) => closureVal(PNS, BODY, L) ... </k> <env> L:Int </env>
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/functions.k	27	syntax	syntax		target	ACCEPT_FIXED_FAITHFUL_ON_TARGET_PATH	syntax Val ::= closureValC(ParamNames, ParamNames, Stmts, Map)
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/functions.k	31	syntax	syntax		target	ACCEPT_FIXED_FAITHFUL_ON_TARGET_PATH	syntax KItem ::= #mkClosure(String, ParamNames, ParamNames, ParamNames, Stmts, Map) | #mkLambda(ParamNames, ParamNames, ParamNames, Stmts, Map)
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/functions.k	33	rule	ordinary-rule		target	ACCEPT_FIXED_FAITHFUL_ON_TARGET_PATH	rule <k> FuncDef(F:String, Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), BODY:Stmts) => #mkClosure(F, PNS, CVS, FVS, BODY, .Map) ... </k>
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/functions.k	36	rule	ordinary-rule		target	ACCEPT_FIXED_FAITHFUL_ON_TARGET_PATH	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkClosure(F, PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
