id	origin	path	line	kind	attributes	disposition	declaration_or_rule
476	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	72	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule <k> V:Val ~> #mathFloor => floorFI(V) ... </k>
477	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	73	syntax	function,total,symbol	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	syntax Int ::= floorFI(Val) [function, total, symbol(floorFI)]
478	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	74	rule	concrete	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule floorFI(I:Int) => I [concrete]
479	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	75	rule	concrete	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule floorFI(F:Float) => Float2Int(floorFloat(F)) [concrete]
480	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	78	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule applyBuiltin("floor", V:Val, .Vals) => floorFI(V)
481	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	79	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule applyBuiltin("ceil", V:Val, .Vals) => ceilF(V)
482	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	82	syntax	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	syntax KItem ::= #mathPow1(Expr) | #mathPow2(Val)
483	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	83	rule	priority	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule <k> Call(Attribute(Name("math"), "pow"), (E1:Expr, E2:Expr, .Exprs)) => E1 ~> #mathPow1(E2) ... </k> [priority(40)]
484	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	84	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule <k> V1:Val ~> #mathPow1(E2:Expr) => E2 ~> #mathPow2(V1) ... </k>
485	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	85	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule <k> V2:Val ~> #mathPow2(V1:Val) => powF(toF(V1), toF(V2)) ... </k>
486	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	86	syntax	function,total,symbol	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	syntax Float ::= toF(Val) [function, total, symbol(toF)]
487	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	87	rule	concrete	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule toF(F:Float) => F [concrete]
488	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	88	rule	concrete	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule toF(I:Int) => intToF(I) [concrete]
489	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	93	syntax	function,total,symbol	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	syntax Int ::= ceilF(Val) [function, total, symbol(ceilF)]
490	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	94	rule	concrete	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule ceilF(I:Int) => I [concrete]
491	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	95	rule	concrete	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule ceilF(F:Float) => Float2Int(ceilFloat(F)) [concrete]
492	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	99	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule applyUn("-", F:Float) => 0.0 -Float F
493	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	103	syntax	function,total,opaque/no-evaluators,symbol	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	syntax Float ::= subF(Float, Float) [function, total, symbol(subF), no-evaluators]
494	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	104	rule	concrete	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule subF(F1:Float, F2:Float) => F1 -Float F2 [concrete]
495	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	105	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule applyBin("-", F1:Float, F2:Float) => subF(F1, F2)
496	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	107	syntax	function,total,opaque/no-evaluators,symbol	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	syntax Float ::= divF(Float, Float) [function, total, symbol(divF), no-evaluators]
497	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	108	rule	concrete	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule divF(F1:Float, F2:Float) => F1 /Float F2 [concrete]
498	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	109	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule applyBin("/", F1:Float, F2:Float) => divF(F1, F2)
499	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	111	syntax	function,total,opaque/no-evaluators,symbol	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	syntax Float ::= addF(Float, Float) [function, total, symbol(addF), no-evaluators]
500	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	112	rule	concrete	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule addF(F1:Float, F2:Float) => F1 +Float F2 [concrete]
501	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	113	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule applyBin("+", F1:Float, F2:Float) => addF(F1, F2)
502	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	115	syntax	function,total,opaque/no-evaluators,symbol	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	syntax Float ::= mulF(Float, Float) [function, total, symbol(mulF), no-evaluators]
503	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	116	rule	concrete	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule mulF(F1:Float, F2:Float) => F1 *Float F2 [concrete]
504	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	117	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule applyBin("*", F1:Float, F2:Float) => mulF(F1, F2)
505	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	119	syntax	function,total,opaque/no-evaluators,symbol	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	syntax Float ::= powF(Float, Float) [function, total, symbol(powF), no-evaluators]
506	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	120	rule	concrete	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule powF(F1:Float, F2:Float) => F1 ^Float F2 [concrete]
507	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	121	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule applyBin("**", F1:Float, F2:Float) => powF(F1, F2)
508	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	125	syntax	function,total,opaque/no-evaluators,symbol	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	syntax Bool ::= gtF(Float, Float) [function, total, symbol(gtF), no-evaluators]
509	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	126	rule	concrete	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule gtF(F1:Float, F2:Float) => F1 >Float F2 [concrete]
510	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	127	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule applyCmp(">", F1:Float, F2:Float) => gtF(F1, F2)
511	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	128	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule applyCmp(">=", F1:Float, F2:Float) => notBool floatLt(F1, F2)
512	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	129	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule applyCmp("<=", F1:Float, F2:Float) => notBool gtF(F1, F2)
513	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	132	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule applyBin("**", I:Int, F:Float) => powF(intToF(I), F)
514	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	133	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule applyBin("**", F:Float, I:Int) => powF(F, intToF(I))
515	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	134	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule applyBin("-", I:Int, F:Float) => subF(intToF(I), F)
516	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	135	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule applyBin("-", F:Float, I:Int) => subF(F, intToF(I))
517	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	136	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule applyBin("+", I:Int, F:Float) => addF(intToF(I), F)
518	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	137	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule applyBin("+", F:Float, I:Int) => addF(F, intToF(I))
519	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	138	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule applyBin("*", I:Int, F:Float) => mulF(intToF(I), F)
520	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	139	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule applyBin("*", F:Float, I:Int) => mulF(F, intToF(I))
521	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	152	syntax	function,total,opaque/no-evaluators,symbol	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	syntax Bool ::= eqF(Float, Float) [function, total, symbol(eqF), no-evaluators]
522	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	153	rule	concrete	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule eqF(F1:Float, F2:Float) => F1 ==Float F2 [concrete]
523	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	155	syntax	function,total,opaque/no-evaluators,symbol	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	syntax Bool ::= floatFinite(Float) [function, total, symbol(floatFinite), no-evaluators]
524	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	156	rule	concrete	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule floatFinite(F:Float) => notBool isNaN(F) andBool notBool isInfinite(F) [concrete]
525	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	158	syntax	function,total,opaque/no-evaluators,symbol	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	syntax Bool ::= ltFI(Float, Int) [function, total, symbol(ltFI), no-evaluators] // F < I | ltIF(Int, Float) [function, total, symbol(ltIF), no-evaluators] // I < F | eqIF(Int, Float) [function, total, symbol(eqIF), no-evaluators] // I == F
526	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	161	rule	concrete	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule ltFI(F:Float, I:Int) => Float2Int(floorFloat(F)) <Int I requires floatFinite(F) [concrete]
527	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	162	rule	concrete	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule ltFI(F:Float, I:Int) => floatLt(F, intToF(I)) requires notBool floatFinite(F) [concrete]
528	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	163	rule	concrete	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule ltIF(I:Int, F:Float) => Float2Int(ceilFloat(F)) >Int I requires floatFinite(F) [concrete]
529	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	164	rule	concrete	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule ltIF(I:Int, F:Float) => floatLt(intToF(I), F) requires notBool floatFinite(F) [concrete]
530	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	165	rule	concrete	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule eqIF(I:Int, F:Float) => (floorFloat(F) ==Float ceilFloat(F)) andBool (Float2Int(floorFloat(F)) ==Int I) requires floatFinite(F) [concrete]
531	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	168	rule	concrete	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule eqIF(I:Int, F:Float) => eqF(intToF(I), F) requires notBool floatFinite(F) [concrete]
532	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	170	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule applyCmp("==", I:Int, F:Float) => eqIF(I, F)
533	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	171	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule applyCmp("==", F:Float, I:Int) => eqIF(I, F)
534	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	172	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule applyCmp("!=", I:Int, F:Float) => notBool eqIF(I, F)
535	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	173	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule applyCmp("!=", F:Float, I:Int) => notBool eqIF(I, F)
536	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	174	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule applyCmp("<", I:Int, F:Float) => ltIF(I, F)
537	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	175	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule applyCmp("<", F:Float, I:Int) => ltFI(F, I)
538	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	176	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule applyCmp(">", I:Int, F:Float) => ltFI(F, I) // I > F <=> F < I
539	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	177	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule applyCmp(">", F:Float, I:Int) => ltIF(I, F) // F > I <=> I < F
540	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	178	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule applyCmp("<=", I:Int, F:Float) => notBool ltFI(F, I) // I <= F <=> not (F < I)
541	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	179	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule applyCmp("<=", F:Float, I:Int) => notBool ltIF(I, F) // F <= I <=> not (I < F)
542	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	180	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule applyCmp(">=", I:Int, F:Float) => notBool ltIF(I, F) // I >= F <=> not (I < F)
543	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	181	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule applyCmp(">=", F:Float, I:Int) => notBool ltFI(F, I) // F >= I <=> not (F < I)
544	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	184	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule applyBin(OP:String, B:Bool, F:Float) => applyBin(OP, boolAsInt(B), F) requires isArithOp(OP)
545	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	185	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule applyBin(OP:String, F:Float, B:Bool) => applyBin(OP, F, boolAsInt(B)) requires isArithOp(OP)
546	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	186	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule applyCmp(OP:String, B:Bool, F:Float) => applyCmp(OP, boolAsInt(B), F) requires isEqOrdOp(OP)
547	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	187	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule applyCmp(OP:String, F:Float, B:Bool) => applyCmp(OP, F, boolAsInt(B)) requires isEqOrdOp(OP)
548	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	190	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule applyCmp("==", V:Val, noneV) => V ==K noneV
549	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	191	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule applyCmp("!=", V:Val, noneV) => notBool (V ==K noneV)
550	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	196	syntax	function,total,opaque/no-evaluators,symbol	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	syntax Float ::= decStrToF(IntSeq) [function, total, symbol(decStrToF), no-evaluators]
551	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	197	rule	concrete	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule decStrToF(iCons(45, CS:IntSeq)) => 0.0 -Float decStrToF(CS) [concrete]
552	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	198	rule	concrete	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule decStrToF(CS:IntSeq) => intToF(intPart(CS)) +Float (intToF(fracPart(CS)) /Float intToF(fracScale(CS))) requires isLen(CS) >Int 0 andBool headIS(CS) =/=Int 45 [concrete]
553	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	201	syntax	function	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	syntax Int ::= headIS(IntSeq) [function]
554	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	202	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule headIS(iCons(C:Int, _:IntSeq)) => C
555	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	203	syntax	function,total	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	syntax Int ::= intPart(IntSeq) [function, total] | intPartAcc(IntSeq, Int) [function, total]
556	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	204	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule intPart(CS:IntSeq) => intPartAcc(CS, 0)
557	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	205	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule intPartAcc(.IntSeq, A:Int) => A
558	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	206	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule intPartAcc(iCons(46, _:IntSeq), A:Int) => A
559	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	207	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule intPartAcc(iCons(C:Int, R:IntSeq), A:Int) => intPartAcc(R, A *Int 10 +Int (C -Int 48)) requires C =/=Int 46
560	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	209	syntax	function,total	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	syntax Int ::= fracPart(IntSeq) [function, total] | fracAcc(IntSeq, Int) [function, total]
561	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	210	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule fracPart(.IntSeq) => 0
562	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	211	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule fracPart(iCons(46, R:IntSeq)) => fracAcc(R, 0)
563	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	212	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule fracPart(iCons(C:Int, R:IntSeq)) => fracPart(R) requires C =/=Int 46
564	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	213	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule fracAcc(.IntSeq, A:Int) => A
565	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	214	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule fracAcc(iCons(C:Int, R:IntSeq), A:Int) => fracAcc(R, A *Int 10 +Int (C -Int 48))
566	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	215	syntax	function,total	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	syntax Int ::= fracScale(IntSeq) [function, total] | fscAcc(IntSeq, Int) [function, total]
567	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	216	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule fracScale(.IntSeq) => 1
568	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	217	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule fracScale(iCons(46, R:IntSeq)) => fscAcc(R, 1)
569	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	218	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule fracScale(iCons(C:Int, R:IntSeq)) => fracScale(R) requires C =/=Int 46
570	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	219	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule fscAcc(.IntSeq, A:Int) => A
571	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	220	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule fscAcc(iCons(_:Int, R:IntSeq), A:Int) => fscAcc(R, A *Int 10)
572	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	221	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule applyBuiltin("float", str(CS:IntSeq), .Vals) => decStrToF(CS)
573	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	222	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule applyBuiltin("float", I:Int, .Vals) => intToF(I)
574	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	223	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule applyBuiltin("float", F:Float, .Vals) => F
575	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	226	syntax	function,total,opaque/no-evaluators,symbol	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	syntax Float ::= divFloatIntV(Float, Int) [function, total, symbol(divFloatIntV), no-evaluators]
576	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	227	rule	concrete	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule divFloatIntV(F:Float, I:Int) => F /Float Int2Float(I, 53, 11) [concrete]
577	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	228	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule applyBin("/", F:Float, I:Int) => divFloatIntV(F, I)
578	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	231	syntax	function,total,opaque/no-evaluators,symbol	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]
579	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	232	rule	concrete	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule intToF(I:Int) => Int2Float(I, 53, 11) [concrete]
580	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	233	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule applyBin("+", I:Int, F:Float) => addF(intToF(I), F)
581	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	234	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule applyBin("+", F:Float, I:Int) => addF(F, intToF(I))
582	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/float.k	235	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule applyBin("-", I:Int, F:Float) => subF(intToF(I), F)
