origin	path	line	kind	attributes	decision	source_excerpt
supplied	reference-semantics/semantics/controls.k	95	rule	priority	SUPPLIED_FIXED_SEMANTICS	rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
supplied	reference-semantics/semantics/controls.k	98	rule	priority	SUPPLIED_FIXED_SEMANTICS	rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
supplied	reference-semantics/semantics/controls.k	101	rule	priority	SUPPLIED_FIXED_SEMANTICS	rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
supplied	reference-semantics/semantics/controls.k	106	rule	priority	SUPPLIED_FIXED_SEMANTICS	rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
supplied	reference-semantics/semantics/core.k	13	syntax	-	SUPPLIED_FIXED_SEMANTICS	syntax IntSeq ::= ".IntSeq" | iCons(Int, IntSeq)
supplied	reference-semantics/semantics/core.k	14	syntax	-	SUPPLIED_FIXED_SEMANTICS	syntax ValSeq ::= ".ValSeq" | vCons(Val, ValSeq)
supplied	reference-semantics/semantics/core.k	15	syntax	-	SUPPLIED_FIXED_SEMANTICS	syntax Str ::= str(IntSeq)
supplied	reference-semantics/semantics/core.k	18	syntax	-	SUPPLIED_FIXED_SEMANTICS	syntax Iterable ::= list(ValSeq) | tuple(ValSeq) | Str | rangeObj(Int, Int, Int) | zipObj(ValSeq, ValSeq) | zipObjS(IntSeq, IntSeq)
supplied	reference-semantics/semantics/core.k	25	syntax	function	SUPPLIED_FIXED_SEMANTICS	syntax Val ::= Int | Bool | "noneV" | Iterable | ref(Int) // a heap object: <heap> holds its list(VS) | cellRef(Int) // a closure cell: <heap> holds cellV(V) | closureVal(ParamNames, Stmts, Int) | typeV(String) // a type object (int/str), resolved from the builtins frame | builtinV(String) // a builtin function, resolved like any name (LEGB fallthrough) | boundMethodV(Val, String) // a cooled Attribute: obj.method
supplied	reference-semantics/semantics/core.k	36	syntax	-	SUPPLIED_FIXED_SEMANTICS	syntax Parent ::= "root" | parent(Int)
supplied	reference-semantics/semantics/core.k	37	syntax	-	SUPPLIED_FIXED_SEMANTICS	syntax Scope ::= scope(Map, Parent)
supplied	reference-semantics/semantics/core.k	38	syntax	-	SUPPLIED_FIXED_SEMANTICS	syntax KResult ::= Val
supplied	reference-semantics/semantics/core.k	39	syntax	-	SUPPLIED_FIXED_SEMANTICS	syntax Expr ::= Val // cooling puts results back into expression holes
supplied	reference-semantics/semantics/core.k	40	syntax	-	SUPPLIED_FIXED_SEMANTICS	syntax Vals ::= List{Val, ","}
supplied	reference-semantics/semantics/core.k	41	syntax	-	SUPPLIED_FIXED_SEMANTICS	syntax Exc ::= "NoExc" | "AssertionError"
supplied	reference-semantics/semantics/core.k	42	syntax	-	SUPPLIED_FIXED_SEMANTICS	syntax RetState ::= "noRet" | retV(Val)
supplied	reference-semantics/semantics/core.k	49	configuration	-	SUPPLIED_FIXED_SEMANTICS	configuration <k> #loadAll($PGM:Module) </k> <env> 0 </env> <scopes> 0 |-> scope(.Map, parent(-1)) -1 |-> builtinsScope </scopes> <scopeLoc> 1 </scopeLoc> <heap> .Map </heap> <heapLoc> 0 </heapLoc> <stack> .List </stack> <ret> noRet </ret> <exc> NoExc </exc> <exit-code exit=""> 0 </exit-code>
supplied	reference-semantics/semantics/core.k	68	syntax	function,total	SUPPLIED_FIXED_SEMANTICS	syntax Bool ::= isRefV(Val) [function, total]
supplied	reference-semantics/semantics/core.k	69	rule	-	SUPPLIED_FIXED_SEMANTICS	rule isRefV(ref(_:Int)) => true
supplied	reference-semantics/semantics/core.k	70	rule	owise	SUPPLIED_FIXED_SEMANTICS	rule isRefV(_:Val) => false [owise]
supplied	reference-semantics/semantics/core.k	75	syntax	-	SUPPLIED_FIXED_SEMANTICS	syntax HeapVal ::= cellV(Val)
supplied	reference-semantics/semantics/core.k	76	syntax	function,total	SUPPLIED_FIXED_SEMANTICS	syntax Bool ::= isCellRef(Val) [function, total]
supplied	reference-semantics/semantics/core.k	77	rule	-	SUPPLIED_FIXED_SEMANTICS	rule isCellRef(cellRef(_:Int)) => true
supplied	reference-semantics/semantics/core.k	78	rule	owise	SUPPLIED_FIXED_SEMANTICS	rule isCellRef(_:Val) => false [owise]
supplied	reference-semantics/semantics/core.k	85	rule	priority	SUPPLIED_FIXED_SEMANTICS	rule <k> cellRef(H:Int) => V ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires "$cells" in_keys(M) [priority(40)]
supplied	reference-semantics/semantics/core.k	95	syntax	-	SUPPLIED_FIXED_SEMANTICS	syntax Val ::= kwV(String, Val)
supplied	reference-semantics/semantics/core.k	96	syntax	-	SUPPLIED_FIXED_SEMANTICS	syntax KItem ::= #kwTag(String)
supplied	reference-semantics/semantics/core.k	97	rule	-	SUPPLIED_FIXED_SEMANTICS	rule <k> KwArg(N:String, E:Expr) => E ~> #kwTag(N) ... </k>
supplied	reference-semantics/semantics/core.k	98	rule	-	SUPPLIED_FIXED_SEMANTICS	rule <k> V:Val ~> #kwTag(N:String) => kwV(N, V) ... </k> requires notBool isKwV(V)
supplied	reference-semantics/semantics/core.k	100	syntax	function,total	SUPPLIED_FIXED_SEMANTICS	syntax Bool ::= isKwV(Val) [function, total]
supplied	reference-semantics/semantics/core.k	101	rule	-	SUPPLIED_FIXED_SEMANTICS	rule isKwV(kwV(_:String, _:Val)) => true
supplied	reference-semantics/semantics/core.k	102	rule	owise	SUPPLIED_FIXED_SEMANTICS	rule isKwV(_:Val) => false [owise]
supplied	reference-semantics/semantics/core.k	106	syntax	-	SUPPLIED_FIXED_SEMANTICS	syntax Val ::= cellsMark(ParamNames)
supplied	reference-semantics/semantics/core.k	107	syntax	function	SUPPLIED_FIXED_SEMANTICS	syntax ParamNames ::= cellsOf(Val) [function]
supplied	reference-semantics/semantics/core.k	108	rule	-	SUPPLIED_FIXED_SEMANTICS	rule cellsOf(cellsMark(CVS:ParamNames)) => CVS
supplied	reference-semantics/semantics/core.k	109	syntax	function,total	SUPPLIED_FIXED_SEMANTICS	syntax Bool ::= pnMember(String, ParamNames) [function, total]
supplied	reference-semantics/semantics/core.k	110	rule	-	SUPPLIED_FIXED_SEMANTICS	rule pnMember(_:String, .ParamNames) => false
supplied	reference-semantics/semantics/core.k	111	rule	-	SUPPLIED_FIXED_SEMANTICS	rule pnMember(X:String, (P:String, R:ParamNames)) => X ==String P orBool pnMember(X, R)
supplied	reference-semantics/semantics/core.k	113	syntax	-	SUPPLIED_FIXED_SEMANTICS	syntax KItem ::= #cellW(Val, Val)
supplied	reference-semantics/semantics/core.k	114	rule	-	SUPPLIED_FIXED_SEMANTICS	rule <k> #cellW(cellRef(H:Int), V:Val) => .K ... </k> <heap> ... H |-> cellV(_:Val => V) ... </heap>
supplied	reference-semantics/semantics/core.k	117	syntax	-	SUPPLIED_FIXED_SEMANTICS	syntax KItem ::= #alloc(Val)
supplied	reference-semantics/semantics/core.k	118	rule	-	SUPPLIED_FIXED_SEMANTICS	rule <k> #alloc(V:Val) => ref(N) ... </k> <heap> H:Map => (N |-> V) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc> requires notBool N in_keys(H)
supplied	reference-semantics/semantics/core.k	124	syntax	-	SUPPLIED_FIXED_SEMANTICS	syntax KItem ::= #loadAll(Module)
supplied	reference-semantics/semantics/core.k	125	rule	-	SUPPLIED_FIXED_SEMANTICS	rule <k> #loadAll(Module(SS:Stmts)) => SS ... </k>
supplied	reference-semantics/semantics/core.k	126	rule	-	SUPPLIED_FIXED_SEMANTICS	rule <k> (S:Stmt SS:Stmts):Stmts => S ~> SS ... </k>
supplied	reference-semantics/semantics/core.k	127	rule	-	SUPPLIED_FIXED_SEMANTICS	rule <k> .Stmts => .K ... </k>
supplied	reference-semantics/semantics/core.k	130	syntax	-	SUPPLIED_FIXED_SEMANTICS	syntax KItem ::= #look(String, Int)
supplied	reference-semantics/semantics/core.k	131	rule	-	SUPPLIED_FIXED_SEMANTICS	rule <k> Name(X:String) => #look(X, L) ... </k> <env> L:Int </env>
supplied	reference-semantics/semantics/core.k	132	rule	-	SUPPLIED_FIXED_SEMANTICS	rule <k> #look(X:String, L:Int) => {M[X]}:>Val ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> requires X in_keys(M)
supplied	reference-semantics/semantics/core.k	145	rule	priority	SUPPLIED_FIXED_SEMANTICS	rule <k> #look(X:String, L:Int) => V ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires X in_keys(M) andBool "$cells" in_keys(M) andBool pnMember(X, cellsOf({M["$cells"]}:>Val)) andBool {M[X]}:>Val ==K cellRef(H) [priority(40)]
supplied	reference-semantics/semantics/core.k	152	rule	-	SUPPLIED_FIXED_SEMANTICS	rule <k> #look(X:String, L:Int) => #look(X, P) ... </k> <scopes> ... L |-> scope(M:Map, parent(P:Int)) ... </scopes> requires notBool (X in_keys(M))
supplied	reference-semantics/semantics/core.k	157	syntax	function,total	SUPPLIED_FIXED_SEMANTICS	syntax Scope ::= "builtinsScope" [function, total]
supplied	reference-semantics/semantics/core.k	158	rule	-	SUPPLIED_FIXED_SEMANTICS	rule builtinsScope => scope(.Map [ "len" <- builtinV("len") ] [ "set" <- builtinV("set") ] [ "sum" <- builtinV("sum") ] [ "abs" <- builtinV("abs") ] [ "min" <- builtinV("min") ] [ "max" <- builtinV("max") ] [ "ord" <- builtinV("ord") ] [ "chr" <- builtinV("chr") ] [ "range" <- builtinV("range") ] [ "all" <- builtinV("all") ] [ "any" <- builtinV("any") ] [ "zip" <- builtinV("zip") ] [ "isinstance" <- builtinV("isinstance") ] [ "sorted" <- builtinV("sorted") ] [ "list" <- builtinV("list") ] [ "round" <- builtinV("round") ] [ "bin" <- builtinV("bin") ] [ "enumerate" <- builtinV("enumerate") ] [ "map" <- builtinV("map") ] [ "eval" <- builtinV("eval") ] [ "int" <- typeV("int") ] [ "str" <- typeV("str") ] [ "float" <- typeV("float") ], root)
supplied	reference-semantics/semantics/core.k	185	syntax	-	SUPPLIED_FIXED_SEMANTICS	syntax ApplyK ::= toCall(Val)
supplied	reference-semantics/semantics/core.k	186	syntax	-	SUPPLIED_FIXED_SEMANTICS	syntax KItem ::= #evalArgs(Exprs, Vals, ApplyK) | #evalArgCont(Exprs, Vals, ApplyK) | #applyK(ApplyK, Vals)
supplied	reference-semantics/semantics/core.k	189	rule	-	SUPPLIED_FIXED_SEMANTICS	rule <k> #evalArgs((A:Expr, REST:Exprs), ACC:Vals, K:ApplyK) => A ~> #evalArgCont(REST, ACC, K) ... </k>
supplied	reference-semantics/semantics/core.k	190	rule	-	SUPPLIED_FIXED_SEMANTICS	rule <k> V:Val ~> #evalArgCont(REST:Exprs, ACC:Vals, K:ApplyK) => #evalArgs(REST, appendVal(ACC, V), K) ... </k>
supplied	reference-semantics/semantics/core.k	191	rule	-	SUPPLIED_FIXED_SEMANTICS	rule <k> #evalArgs(.Exprs, ACC:Vals, K:ApplyK) => #applyK(K, ACC) ... </k>
supplied	reference-semantics/semantics/core.k	194	rule	-	SUPPLIED_FIXED_SEMANTICS	rule <k> Int(I:Int) => I ... </k>
supplied	reference-semantics/semantics/core.k	195	rule	-	SUPPLIED_FIXED_SEMANTICS	rule <k> Bool(B:Bool) => B ... </k>
supplied	reference-semantics/semantics/core.k	196	rule	-	SUPPLIED_FIXED_SEMANTICS	rule <k> NoneVal => noneV ... </k>
supplied	reference-semantics/semantics/core.k	199	syntax	function	SUPPLIED_FIXED_SEMANTICS	syntax Bool ::= truthy(Val) [function]
supplied	reference-semantics/semantics/core.k	200	rule	-	SUPPLIED_FIXED_SEMANTICS	rule truthy(B:Bool) => B
supplied	reference-semantics/semantics/core.k	201	rule	-	SUPPLIED_FIXED_SEMANTICS	rule truthy(noneV) => false
supplied	reference-semantics/semantics/core.k	202	rule	-	SUPPLIED_FIXED_SEMANTICS	rule truthy(I:Int) => I =/=Int 0
supplied	reference-semantics/semantics/core.k	203	rule	-	SUPPLIED_FIXED_SEMANTICS	rule truthy(str(S:IntSeq)) => notBool (S ==K .IntSeq)
supplied	reference-semantics/semantics/core.k	204	rule	-	SUPPLIED_FIXED_SEMANTICS	rule truthy(list(V:ValSeq)) => notBool (V ==K .ValSeq)
supplied	reference-semantics/semantics/core.k	205	rule	-	SUPPLIED_FIXED_SEMANTICS	rule truthy(tuple(V:ValSeq)) => notBool (V ==K .ValSeq)
supplied	reference-semantics/semantics/core.k	208	syntax	function	SUPPLIED_FIXED_SEMANTICS	syntax Val ::= applyUn(String, Val) [function]
supplied	reference-semantics/semantics/core.k	209	syntax	function	SUPPLIED_FIXED_SEMANTICS	syntax Val ::= applyBin(String, Val, Val) [function]
supplied	reference-semantics/semantics/core.k	210	syntax	function	SUPPLIED_FIXED_SEMANTICS	syntax Bool ::= applyCmp(String, Val, Val) [function]
supplied	reference-semantics/semantics/core.k	213	syntax	function,total	SUPPLIED_FIXED_SEMANTICS	syntax Vals ::= appendVal(Vals, Val) [function, total]
supplied	reference-semantics/semantics/core.k	214	rule	-	SUPPLIED_FIXED_SEMANTICS	rule appendVal(.Vals, V:Val) => V , .Vals
supplied	reference-semantics/semantics/core.k	215	rule	-	SUPPLIED_FIXED_SEMANTICS	rule appendVal((V0:Val, VS:Vals), V:Val) => V0 , appendVal(VS, V)
supplied	reference-semantics/semantics/core.k	217	syntax	function,total	SUPPLIED_FIXED_SEMANTICS	syntax ValSeq ::= vals2valSeq(Vals) [function, total]
supplied	reference-semantics/semantics/core.k	218	rule	-	SUPPLIED_FIXED_SEMANTICS	rule vals2valSeq(.Vals) => .ValSeq
supplied	reference-semantics/semantics/core.k	219	rule	-	SUPPLIED_FIXED_SEMANTICS	rule vals2valSeq((V:Val, VS:Vals)) => vCons(V, vals2valSeq(VS))
supplied	reference-semantics/semantics/core.k	223	syntax	function,total	SUPPLIED_FIXED_SEMANTICS	syntax Int ::= vsLen(ValSeq) [function, total]
supplied	reference-semantics/semantics/core.k	224	rule	-	SUPPLIED_FIXED_SEMANTICS	rule vsLen(.ValSeq) => 0
supplied	reference-semantics/semantics/core.k	225	rule	-	SUPPLIED_FIXED_SEMANTICS	rule vsLen(vCons(_:Val, S:ValSeq)) => 1 +Int vsLen(S)
supplied	reference-semantics/semantics/core.k	227	syntax	function,total	SUPPLIED_FIXED_SEMANTICS	syntax Int ::= isLen(IntSeq) [function, total]
supplied	reference-semantics/semantics/core.k	228	rule	-	SUPPLIED_FIXED_SEMANTICS	rule isLen(.IntSeq) => 0
supplied	reference-semantics/semantics/core.k	229	rule	-	SUPPLIED_FIXED_SEMANTICS	rule isLen(iCons(_:Int, S:IntSeq)) => 1 +Int isLen(S)
supplied	reference-semantics/semantics/core.k	233	syntax	function,total	SUPPLIED_FIXED_SEMANTICS	syntax ValSeq ::= setVSAt(ValSeq, Int, Val) [function, total]
supplied	reference-semantics/semantics/core.k	234	rule	-	SUPPLIED_FIXED_SEMANTICS	rule setVSAt(.ValSeq, _:Int, _:Val) => .ValSeq
supplied	reference-semantics/semantics/core.k	235	rule	-	SUPPLIED_FIXED_SEMANTICS	rule setVSAt(vCons(_:Val, S:ValSeq), 0, V:Val) => vCons(V, S)
supplied	reference-semantics/semantics/core.k	236	rule	-	SUPPLIED_FIXED_SEMANTICS	rule setVSAt(vCons(W:Val, S:ValSeq), I:Int, V:Val) => vCons(W, setVSAt(S, I -Int 1, V)) requires I >Int 0
supplied	reference-semantics/semantics/core.k	238	rule	-	SUPPLIED_FIXED_SEMANTICS	rule setVSAt(VS:ValSeq, I:Int, _:Val) => VS requires I <Int 0
supplied	reference-semantics/semantics/dict.k	20	syntax	-	SUPPLIED_FIXED_SEMANTICS	syntax Val ::= dictV(ValSeq, ValSeq)
supplied	reference-semantics/semantics/dict.k	23	syntax	-	SUPPLIED_FIXED_SEMANTICS	syntax KItem ::= #dictAcc(Entries, ValSeq, ValSeq) | #dictKey(Expr, Entries, ValSeq, ValSeq) | #dictVal(Val, Entries, ValSeq, ValSeq)
supplied	reference-semantics/semantics/dict.k	26	rule	-	SUPPLIED_FIXED_SEMANTICS	rule <k> DictExpr(ES:Entries) => #dictAcc(ES, .ValSeq, .ValSeq) ... </k>
supplied	reference-semantics/semantics/dict.k	27	rule	-	SUPPLIED_FIXED_SEMANTICS	rule <k> #dictAcc(.Entries, KS:ValSeq, VS:ValSeq) => dictV(KS, VS) ... </k>
supplied	reference-semantics/semantics/dict.k	28	rule	-	SUPPLIED_FIXED_SEMANTICS	rule <k> #dictAcc((Entry(K:Expr, V:Expr), REST:Entries), KS:ValSeq, VS:ValSeq) => K ~> #dictKey(V, REST, KS, VS) ... </k>
supplied	reference-semantics/semantics/dict.k	30	rule	-	SUPPLIED_FIXED_SEMANTICS	rule <k> KV:Val ~> #dictKey(V:Expr, REST:Entries, KS:ValSeq, VS:ValSeq) => V ~> #dictVal(KV, REST, KS, VS) ... </k>
supplied	reference-semantics/semantics/dict.k	32	rule	-	SUPPLIED_FIXED_SEMANTICS	rule <k> VV:Val ~> #dictVal(KV:Val, REST:Entries, KS:ValSeq, VS:ValSeq) => #dictAcc(REST, dPutK(KS, KV), dPutV(KS, VS, KV, VV)) ... </k>
supplied	reference-semantics/semantics/dict.k	37	syntax	function,total	SUPPLIED_FIXED_SEMANTICS	syntax Bool ::= dHasKey(ValSeq, Val) [function, total]
supplied	reference-semantics/semantics/dict.k	38	rule	-	SUPPLIED_FIXED_SEMANTICS	rule dHasKey(.ValSeq, _:Val) => false
supplied	reference-semantics/semantics/dict.k	39	rule	-	SUPPLIED_FIXED_SEMANTICS	rule dHasKey(vCons(A:Val, _:ValSeq), K:Val) => true requires A ==K K
supplied	reference-semantics/semantics/dict.k	40	rule	-	SUPPLIED_FIXED_SEMANTICS	rule dHasKey(vCons(A:Val, R:ValSeq), K:Val) => dHasKey(R, K) requires notBool (A ==K K)
supplied	reference-semantics/semantics/dict.k	43	syntax	function,total	SUPPLIED_FIXED_SEMANTICS	syntax ValSeq ::= dPutK(ValSeq, Val) [function, total]
supplied	reference-semantics/semantics/dict.k	44	rule	-	SUPPLIED_FIXED_SEMANTICS	rule dPutK(KS:ValSeq, K:Val) => KS requires dHasKey(KS, K)
supplied	reference-semantics/semantics/dict.k	45	rule	-	SUPPLIED_FIXED_SEMANTICS	rule dPutK(KS:ValSeq, K:Val) => valSeqConcat(KS, vCons(K, .ValSeq)) requires notBool dHasKey(KS, K)
supplied	reference-semantics/semantics/dict.k	49	syntax	function,total	SUPPLIED_FIXED_SEMANTICS	syntax ValSeq ::= dPutV(ValSeq, ValSeq, Val, Val) [function, total]
supplied	reference-semantics/semantics/dict.k	50	rule	-	SUPPLIED_FIXED_SEMANTICS	rule dPutV(vCons(A:Val, _:ValSeq), vCons(_:Val, VR:ValSeq), K:Val, V:Val) => vCons(V, VR) requires A ==K K
supplied	reference-semantics/semantics/dict.k	52	rule	-	SUPPLIED_FIXED_SEMANTICS	rule dPutV(vCons(A:Val, KR:ValSeq), vCons(B:Val, VR:ValSeq), K:Val, V:Val) => vCons(B, dPutV(KR, VR, K, V)) requires notBool (A ==K K)
supplied	reference-semantics/semantics/dict.k	54	rule	owise	SUPPLIED_FIXED_SEMANTICS	rule dPutV(_KS:ValSeq, VS:ValSeq, _K:Val, V:Val) => valSeqConcat(VS, vCons(V, .ValSeq)) [owise]
supplied	reference-semantics/semantics/dict.k	58	rule	priority	SUPPLIED_FIXED_SEMANTICS	rule <k> #applyK(toCall(boundMethodV(dictV(KS:ValSeq, _:ValSeq), "keys")), .Vals) => #alloc(list(KS)) ... </k> [priority(40)]
supplied	reference-semantics/semantics/dict.k	63	rule	-	SUPPLIED_FIXED_SEMANTICS	rule applyIndexD(dictV(KS:ValSeq, VS:ValSeq), K:Val) => dGet(KS, VS, K)
supplied	reference-semantics/semantics/dict.k	64	syntax	function	SUPPLIED_FIXED_SEMANTICS	syntax Val ::= applyIndexD(Val, Val) [function]
supplied	reference-semantics/semantics/dict.k	65	rule	priority	SUPPLIED_FIXED_SEMANTICS	rule <k> Subscript(dictV(KS:ValSeq, VS:ValSeq), K:Val) => applyIndexD(dictV(KS, VS), K) ... </k> [priority(45)]
supplied	reference-semantics/semantics/dict.k	70	syntax	function	SUPPLIED_FIXED_SEMANTICS	syntax Val ::= dictSet(Val, Val, Val) [function]
supplied	reference-semantics/semantics/dict.k	71	rule	-	SUPPLIED_FIXED_SEMANTICS	rule dictSet(dictV(KS:ValSeq, VS:ValSeq), K:Val, V:Val) => dictV(dPutK(KS, K), dPutV(KS, VS, K, V))
supplied	reference-semantics/semantics/dict.k	76	syntax	-	SUPPLIED_FIXED_SEMANTICS	syntax KItem ::= #dsetK(String, Val)
supplied	reference-semantics/semantics/dict.k	77	rule	-	SUPPLIED_FIXED_SEMANTICS	rule <k> Assign(Subscript(Name(X:String), K:Expr), VV:Val) => K ~> #dsetK(X, VV) ... </k>
supplied	reference-semantics/semantics/dict.k	78	rule	-	SUPPLIED_FIXED_SEMANTICS	rule <k> KV:Val ~> #dsetK(X:String, VV:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- dictSet({M[X]}:>Val, KV, VV) ], _) ... </scopes> requires X in_keys(M) andBool notBool isRefV({M[X]}:>Val)
supplied	reference-semantics/semantics/dict.k	82	rule	-	SUPPLIED_FIXED_SEMANTICS	rule <k> KV:Val ~> #dsetK(X:String, VV:Val) => #dsetV({M[X]}:>Val, KV, VV) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires X in_keys(M) andBool isRefV({M[X]}:>Val)
supplied	reference-semantics/semantics/dict.k	86	syntax	-	SUPPLIED_FIXED_SEMANTICS	syntax KItem ::= #dsetV(Val, Val, Val)
supplied	reference-semantics/semantics/dict.k	87	rule	-	SUPPLIED_FIXED_SEMANTICS	rule <k> #dsetV(ref(H:Int), I:Int, VV:Val) => .K ... </k> <heap> ... H |-> list(VS:ValSeq => setVSAt(VS, normIdxD(I, vsLen(VS)), VV)) ... </heap>
supplied	reference-semantics/semantics/dict.k	90	syntax	function,total	SUPPLIED_FIXED_SEMANTICS	syntax Int ::= normIdxD(Int, Int) [function, total]
supplied	reference-semantics/semantics/dict.k	91	rule	-	SUPPLIED_FIXED_SEMANTICS	rule normIdxD(I:Int, LEN:Int) => I +Int LEN requires I <Int 0
supplied	reference-semantics/semantics/dict.k	92	rule	-	SUPPLIED_FIXED_SEMANTICS	rule normIdxD(I:Int, _:Int) => I requires I >=Int 0
supplied	reference-semantics/semantics/dict.k	95	rule	-	SUPPLIED_FIXED_SEMANTICS	rule applyCmp("==", dictV(KS1:ValSeq, VS1:ValSeq), dictV(KS2:ValSeq, VS2:ValSeq)) => (vsLen(KS1) ==Int vsLen(KS2)) andBool dSubset(KS1, VS1, KS2, VS2)
supplied	reference-semantics/semantics/dict.k	97	syntax	function	SUPPLIED_FIXED_SEMANTICS	syntax Bool ::= dSubset(ValSeq, ValSeq, ValSeq, ValSeq) [function]
supplied	reference-semantics/semantics/dict.k	98	rule	-	SUPPLIED_FIXED_SEMANTICS	rule dSubset(.ValSeq, .ValSeq, _:ValSeq, _:ValSeq) => true
supplied	reference-semantics/semantics/dict.k	99	rule	-	SUPPLIED_FIXED_SEMANTICS	rule dSubset(vCons(K:Val, KR:ValSeq), vCons(V:Val, VR:ValSeq), KS2:ValSeq, VS2:ValSeq) => dHasKey(KS2, K) andBool (dGet(KS2, VS2, K) ==K V) andBool dSubset(KR, VR, KS2, VS2)
supplied	reference-semantics/semantics/dict.k	101	syntax	function	SUPPLIED_FIXED_SEMANTICS	syntax Val ::= dGet(ValSeq, ValSeq, Val) [function]
supplied	reference-semantics/semantics/dict.k	102	rule	-	SUPPLIED_FIXED_SEMANTICS	rule dGet(vCons(A:Val, _:ValSeq), vCons(B:Val, _:ValSeq), K:Val) => B requires A ==K K
supplied	reference-semantics/semantics/dict.k	103	rule	-	SUPPLIED_FIXED_SEMANTICS	rule dGet(vCons(A:Val, KR:ValSeq), vCons(_:Val, VR:ValSeq), K:Val) => dGet(KR, VR, K) requires notBool (A ==K K)
supplied	reference-semantics/semantics/float.k	20	syntax	-	SUPPLIED_FIXED_SEMANTICS	syntax Val ::= Float
supplied	reference-semantics/semantics/float.k	21	rule	-	SUPPLIED_FIXED_SEMANTICS	rule <k> Float(F:Float) => F ... </k>
supplied	reference-semantics/semantics/float.k	24	syntax	function,total,symbol,no-evaluators	SUPPLIED_OPAQUE_OR_SYMBOLIC_PRIMITIVE	syntax Float ::= intFloatDiv(Int, Float) [function, total, symbol(intFloatDiv), no-evaluators]
supplied	reference-semantics/semantics/float.k	25	rule	concrete	SUPPLIED_CONCRETE_RULE	rule intFloatDiv(I:Int, F:Float) => Int2Float(I, 53, 11) /Float F [concrete]
supplied	reference-semantics/semantics/float.k	27	rule	-	SUPPLIED_FIXED_SEMANTICS	rule applyBin("/", I:Int, F:Float) => intFloatDiv(I, F)
supplied	reference-semantics/semantics/float.k	30	syntax	function,total,symbol,no-evaluators	SUPPLIED_OPAQUE_OR_SYMBOLIC_PRIMITIVE	syntax Float ::= divII(Int, Int) [function, total, symbol(divII), no-evaluators]
supplied	reference-semantics/semantics/float.k	31	rule	concrete	SUPPLIED_CONCRETE_RULE	rule divII(I1:Int, I2:Int) => Int2Float(I1, 53, 11) /Float Int2Float(I2, 53, 11) [concrete]
supplied	reference-semantics/semantics/float.k	32	rule	-	SUPPLIED_FIXED_SEMANTICS	rule applyBin("/", I1:Int, I2:Int) => divII(I1, I2)
supplied	reference-semantics/semantics/float.k	37	syntax	function,total,symbol,no-evaluators	SUPPLIED_OPAQUE_OR_SYMBOLIC_PRIMITIVE	syntax Float ::= floatMod(Float, Float) [function, total, symbol(floatMod), no-evaluators]
supplied	reference-semantics/semantics/float.k	38	rule	concrete	SUPPLIED_CONCRETE_RULE	rule floatMod(F1:Float, F2:Float) => F1 -Float (floorFloat(F1 /Float F2) *Float F2) [concrete]
supplied	reference-semantics/semantics/float.k	39	rule	-	SUPPLIED_FIXED_SEMANTICS	rule applyBin("%", F1:Float, F2:Float) => floatMod(F1, F2)
supplied	reference-semantics/semantics/float.k	43	rule	-	SUPPLIED_FIXED_SEMANTICS	rule applyCmp("==", F1:Float, F2:Float) => F1 ==Float F2
supplied	reference-semantics/semantics/float.k	44	rule	-	SUPPLIED_FIXED_SEMANTICS	rule applyCmp("!=", F1:Float, F2:Float) => notBool (F1 ==Float F2)
supplied	reference-semantics/semantics/float.k	50	syntax	function,total,symbol,no-evaluators	SUPPLIED_OPAQUE_OR_SYMBOLIC_PRIMITIVE	syntax Bool ::= floatLt(Float, Float) [function, total, symbol(floatLt), no-evaluators]
supplied	reference-semantics/semantics/float.k	51	rule	concrete	SUPPLIED_CONCRETE_RULE	rule floatLt(F1:Float, F2:Float) => F1 <Float F2 [concrete]
supplied	reference-semantics/semantics/float.k	52	rule	-	SUPPLIED_FIXED_SEMANTICS	rule applyCmp("<", F1:Float, F2:Float) => floatLt(F1, F2)
supplied	reference-semantics/semantics/float.k	54	syntax	function,total,symbol,no-evaluators	SUPPLIED_OPAQUE_OR_SYMBOLIC_PRIMITIVE	syntax Float ::= absF(Float) [function, total, symbol(absF), no-evaluators]
