COMMAND: python3 /audit-output/evidence/stage5_inventory.py
file	module	kind	lines	attributes	relevance	decision	normalized_source
reference-semantics/semantics/float.k	MPY-FLOAT	rule	132-132	-	MAPPED_USED_OR_SUPPORT	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule applyBin("**", I:Int, F:Float) => powF(intToF(I), F)
reference-semantics/semantics/float.k	MPY-FLOAT	rule	133-133	-	MAPPED_USED_OR_SUPPORT	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule applyBin("**", F:Float, I:Int) => powF(F, intToF(I))
reference-semantics/semantics/float.k	MPY-FLOAT	rule	134-134	-	MAPPED_USED_OR_SUPPORT	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule applyBin("-",  I:Int, F:Float) => subF(intToF(I), F)
reference-semantics/semantics/float.k	MPY-FLOAT	rule	135-135	-	MAPPED_USED_OR_SUPPORT	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule applyBin("-",  F:Float, I:Int) => subF(F, intToF(I))
reference-semantics/semantics/float.k	MPY-FLOAT	rule	136-136	-	MAPPED_USED_OR_SUPPORT	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule applyBin("+",  I:Int, F:Float) => addF(intToF(I), F)
reference-semantics/semantics/float.k	MPY-FLOAT	rule	137-137	-	MAPPED_USED_OR_SUPPORT	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule applyBin("+",  F:Float, I:Int) => addF(F, intToF(I))
reference-semantics/semantics/float.k	MPY-FLOAT	rule	138-138	-	MAPPED_USED_OR_SUPPORT	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule applyBin("*",  I:Int, F:Float) => mulF(intToF(I), F)
reference-semantics/semantics/float.k	MPY-FLOAT	rule	139-141	-	MAPPED_USED_OR_SUPPORT	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule applyBin("*",  F:Float, I:Int) => mulF(F, intToF(I))
reference-semantics/semantics/float.k	MPY-FLOAT	syntax	142-142	function,total,no-evaluators	NOT_MAPPED_TO_SUBMITTED_PROGRAM	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	syntax Bool ::= eqF(Float, Float) [function, total, symbol(eqF), no-evaluators]
reference-semantics/semantics/float.k	MPY-FLOAT	rule	143-143	concrete	NOT_MAPPED_TO_SUBMITTED_PROGRAM	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule eqF(F1:Float, F2:Float) => F1 ==Float F2 [concrete]
reference-semantics/semantics/float.k	MPY-FLOAT	rule	144-144	-	MAPPED_USED_OR_SUPPORT	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule applyCmp("==", I:Int, F:Float) => eqF(intToF(I), F)
reference-semantics/semantics/float.k	MPY-FLOAT	rule	145-145	-	MAPPED_USED_OR_SUPPORT	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule applyCmp("==", F:Float, I:Int) => eqF(F, intToF(I))
reference-semantics/semantics/float.k	MPY-FLOAT	rule	146-146	-	MAPPED_USED_OR_SUPPORT	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule applyCmp("!=", I:Int, F:Float) => notBool eqF(intToF(I), F)
reference-semantics/semantics/float.k	MPY-FLOAT	rule	147-147	-	MAPPED_USED_OR_SUPPORT	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule applyCmp("!=", F:Float, I:Int) => notBool eqF(F, intToF(I))
reference-semantics/semantics/float.k	MPY-FLOAT	rule	148-148	-	MAPPED_USED_OR_SUPPORT	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule applyCmp("<",  I:Int, F:Float) => floatLt(intToF(I), F)
reference-semantics/semantics/float.k	MPY-FLOAT	rule	149-149	-	MAPPED_USED_OR_SUPPORT	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule applyCmp("<",  F:Float, I:Int) => floatLt(F, intToF(I))
reference-semantics/semantics/float.k	MPY-FLOAT	rule	150-150	-	MAPPED_USED_OR_SUPPORT	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule applyCmp(">",  I:Int, F:Float) => gtF(intToF(I), F)
reference-semantics/semantics/float.k	MPY-FLOAT	rule	151-153	-	MAPPED_USED_OR_SUPPORT	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule applyCmp(">",  F:Float, I:Int) => gtF(F, intToF(I))
reference-semantics/semantics/float.k	MPY-FLOAT	rule	154-154	-	MAPPED_USED_OR_SUPPORT	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule applyCmp("==", V:Val, noneV) => V ==K noneV
reference-semantics/semantics/float.k	MPY-FLOAT	rule	155-159	-	MAPPED_USED_OR_SUPPORT	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule applyCmp("!=", V:Val, noneV) => notBool (V ==K noneV)
reference-semantics/semantics/float.k	MPY-FLOAT	syntax	160-160	function,total,no-evaluators	NOT_MAPPED_TO_SUBMITTED_PROGRAM	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	syntax Float ::= decStrToF(IntSeq) [function, total, symbol(decStrToF), no-evaluators]
reference-semantics/semantics/float.k	MPY-FLOAT	rule	161-161	concrete	NOT_MAPPED_TO_SUBMITTED_PROGRAM	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule decStrToF(iCons(45, CS:IntSeq)) => 0.0 -Float decStrToF(CS) [concrete]
reference-semantics/semantics/float.k	MPY-FLOAT	rule	162-164	concrete	NOT_MAPPED_TO_SUBMITTED_PROGRAM	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule decStrToF(CS:IntSeq) => intToF(intPart(CS)) +Float (intToF(fracPart(CS)) /Float intToF(fracScale(CS))) requires isLen(CS) >Int 0 andBool headIS(CS) =/=Int 45 [concrete]
reference-semantics/semantics/float.k	MPY-FLOAT	syntax	165-165	function	NOT_MAPPED_TO_SUBMITTED_PROGRAM	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	syntax Int ::= headIS(IntSeq) [function]
reference-semantics/semantics/float.k	MPY-FLOAT	rule	166-166	-	NOT_MAPPED_TO_SUBMITTED_PROGRAM	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule headIS(iCons(C:Int, _:IntSeq)) => C
reference-semantics/semantics/float.k	MPY-FLOAT	syntax	167-167	function,total	NOT_MAPPED_TO_SUBMITTED_PROGRAM	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	syntax Int ::= intPart(IntSeq) [function, total] | intPartAcc(IntSeq, Int) [function, total]
reference-semantics/semantics/float.k	MPY-FLOAT	rule	168-168	-	NOT_MAPPED_TO_SUBMITTED_PROGRAM	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule intPart(CS:IntSeq) => intPartAcc(CS, 0)
reference-semantics/semantics/float.k	MPY-FLOAT	rule	169-169	-	NOT_MAPPED_TO_SUBMITTED_PROGRAM	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule intPartAcc(.IntSeq, A:Int) => A
reference-semantics/semantics/float.k	MPY-FLOAT	rule	170-170	-	NOT_MAPPED_TO_SUBMITTED_PROGRAM	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule intPartAcc(iCons(46, _:IntSeq), A:Int) => A
reference-semantics/semantics/float.k	MPY-FLOAT	rule	171-172	-	NOT_MAPPED_TO_SUBMITTED_PROGRAM	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule intPartAcc(iCons(C:Int, R:IntSeq), A:Int) => intPartAcc(R, A *Int 10 +Int (C -Int 48)) requires C =/=Int 46
reference-semantics/semantics/float.k	MPY-FLOAT	syntax	173-173	function,total	NOT_MAPPED_TO_SUBMITTED_PROGRAM	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	syntax Int ::= fracPart(IntSeq) [function, total] | fracAcc(IntSeq, Int) [function, total]
reference-semantics/semantics/float.k	MPY-FLOAT	rule	174-174	-	NOT_MAPPED_TO_SUBMITTED_PROGRAM	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule fracPart(.IntSeq) => 0
reference-semantics/semantics/float.k	MPY-FLOAT	rule	175-175	-	NOT_MAPPED_TO_SUBMITTED_PROGRAM	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule fracPart(iCons(46, R:IntSeq)) => fracAcc(R, 0)
reference-semantics/semantics/float.k	MPY-FLOAT	rule	176-176	-	NOT_MAPPED_TO_SUBMITTED_PROGRAM	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule fracPart(iCons(C:Int, R:IntSeq)) => fracPart(R) requires C =/=Int 46
reference-semantics/semantics/float.k	MPY-FLOAT	rule	177-177	-	NOT_MAPPED_TO_SUBMITTED_PROGRAM	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule fracAcc(.IntSeq, A:Int) => A
reference-semantics/semantics/float.k	MPY-FLOAT	rule	178-178	-	NOT_MAPPED_TO_SUBMITTED_PROGRAM	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule fracAcc(iCons(C:Int, R:IntSeq), A:Int) => fracAcc(R, A *Int 10 +Int (C -Int 48))
reference-semantics/semantics/float.k	MPY-FLOAT	syntax	179-179	function,total	NOT_MAPPED_TO_SUBMITTED_PROGRAM	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	syntax Int ::= fracScale(IntSeq) [function, total] | fscAcc(IntSeq, Int) [function, total]
reference-semantics/semantics/float.k	MPY-FLOAT	rule	180-180	-	NOT_MAPPED_TO_SUBMITTED_PROGRAM	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule fracScale(.IntSeq) => 1
reference-semantics/semantics/float.k	MPY-FLOAT	rule	181-181	-	NOT_MAPPED_TO_SUBMITTED_PROGRAM	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule fracScale(iCons(46, R:IntSeq)) => fscAcc(R, 1)
reference-semantics/semantics/float.k	MPY-FLOAT	rule	182-182	-	NOT_MAPPED_TO_SUBMITTED_PROGRAM	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule fracScale(iCons(C:Int, R:IntSeq)) => fracScale(R) requires C =/=Int 46
reference-semantics/semantics/float.k	MPY-FLOAT	rule	183-183	-	NOT_MAPPED_TO_SUBMITTED_PROGRAM	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule fscAcc(.IntSeq, A:Int) => A
reference-semantics/semantics/float.k	MPY-FLOAT	rule	184-184	-	NOT_MAPPED_TO_SUBMITTED_PROGRAM	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule fscAcc(iCons(_:Int, R:IntSeq), A:Int) => fscAcc(R, A *Int 10)
reference-semantics/semantics/float.k	MPY-FLOAT	rule	185-185	-	NOT_MAPPED_TO_SUBMITTED_PROGRAM	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule applyBuiltin("float", str(CS:IntSeq), .Vals) => decStrToF(CS)
reference-semantics/semantics/float.k	MPY-FLOAT	rule	186-186	-	NOT_MAPPED_TO_SUBMITTED_PROGRAM	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule applyBuiltin("float", I:Int, .Vals)          => intToF(I)
reference-semantics/semantics/float.k	MPY-FLOAT	rule	187-189	-	NOT_MAPPED_TO_SUBMITTED_PROGRAM	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule applyBuiltin("float", F:Float, .Vals)        => F
reference-semantics/semantics/float.k	MPY-FLOAT	syntax	190-190	function,total,no-evaluators	NOT_MAPPED_TO_SUBMITTED_PROGRAM	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	syntax Float ::= divFloatIntV(Float, Int) [function, total, symbol(divFloatIntV), no-evaluators]
reference-semantics/semantics/float.k	MPY-FLOAT	rule	191-191	concrete	NOT_MAPPED_TO_SUBMITTED_PROGRAM	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule divFloatIntV(F:Float, I:Int) => F /Float Int2Float(I, 53, 11) [concrete]
reference-semantics/semantics/float.k	MPY-FLOAT	rule	192-194	-	MAPPED_USED_OR_SUPPORT	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule applyBin("/", F:Float, I:Int) => divFloatIntV(F, I)
reference-semantics/semantics/float.k	MPY-FLOAT	syntax	195-195	function,total,no-evaluators	NOT_MAPPED_TO_SUBMITTED_PROGRAM	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]
reference-semantics/semantics/float.k	MPY-FLOAT	rule	196-196	concrete	NOT_MAPPED_TO_SUBMITTED_PROGRAM	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule intToF(I:Int) => Int2Float(I, 53, 11) [concrete]
reference-semantics/semantics/float.k	MPY-FLOAT	rule	197-197	-	MAPPED_USED_OR_SUPPORT	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule applyBin("+", I:Int, F:Float) => addF(intToF(I), F)
reference-semantics/semantics/float.k	MPY-FLOAT	rule	198-198	-	MAPPED_USED_OR_SUPPORT	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule applyBin("+", F:Float, I:Int) => addF(F, intToF(I))
reference-semantics/semantics/float.k	MPY-FLOAT	rule	199-199	-	MAPPED_USED_OR_SUPPORT	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule applyBin("-", I:Int, F:Float) => subF(intToF(I), F)
reference-semantics/semantics/float.k	MPY-FLOAT	rule	200-200	-	MAPPED_USED_OR_SUPPORT	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule applyBin("-", F:Float, I:Int) => subF(F, intToF(I))
reference-semantics/semantics/float.k	MPY-FLOAT	rule	201-201	-	MAPPED_USED_OR_SUPPORT	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule applyBin("*", I:Int, F:Float) => mulF(intToF(I), F)
reference-semantics/semantics/float.k	MPY-FLOAT	rule	202-202	-	MAPPED_USED_OR_SUPPORT	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule applyBin("*", F:Float, I:Int) => mulF(F, intToF(I))
reference-semantics/semantics/float.k	MPY-FLOAT	rule	203-203	-	MAPPED_USED_OR_SUPPORT	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule applyCmp("<", I:Int, F:Float) => floatLt(intToF(I), F)
reference-semantics/semantics/float.k	MPY-FLOAT	rule	204-204	-	MAPPED_USED_OR_SUPPORT	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule applyCmp("<", F:Float, I:Int) => floatLt(F, intToF(I))
reference-semantics/semantics/float.k	MPY-FLOAT	rule	205-205	-	MAPPED_USED_OR_SUPPORT	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule applyCmp(">", I:Int, F:Float) => gtF(intToF(I), F)
reference-semantics/semantics/float.k	MPY-FLOAT	rule	206-208	-	MAPPED_USED_OR_SUPPORT	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule applyCmp(">", F:Float, I:Int) => gtF(F, intToF(I))
reference-semantics/semantics/float.k	MPY-FLOAT	syntax	209-209	function,total,no-evaluators	NOT_MAPPED_TO_SUBMITTED_PROGRAM	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	syntax Int ::= truncF(Float) [function, total, symbol(truncF), no-evaluators]
reference-semantics/semantics/float.k	MPY-FLOAT	rule	210-210	concrete	MAPPED_USED_OR_SUPPORT	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule truncF(F:Float) => #if F >=Float 0.0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi [concrete]
reference-semantics/semantics/float.k	MPY-FLOAT	rule	211-212	-	NOT_MAPPED_TO_SUBMITTED_PROGRAM	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule applyBuiltin("int", F:Float, .Vals) => truncF(F)
reference-semantics/semantics/float.k	MPY-FLOAT	rule	213-213	-	NOT_MAPPED_TO_SUBMITTED_PROGRAM	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule applyBuiltin("float", I:Int, .Vals)   => intToF(I)
reference-semantics/semantics/float.k	MPY-FLOAT	rule	214-216	-	NOT_MAPPED_TO_SUBMITTED_PROGRAM	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule applyBuiltin("float", F:Float, .Vals) => F
reference-semantics/semantics/float.k	MPY-FLOAT	syntax	217-217	function,total,no-evaluators	NOT_MAPPED_TO_SUBMITTED_PROGRAM	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]
reference-semantics/semantics/float.k	MPY-FLOAT	rule	218-222	concrete	MAPPED_USED_OR_SUPPORT	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule roundF(F:Float) => #if (F -Float floorFloat(F)) ==Float 0.5 #then (#if Float2Int(floorFloat(F)) %Int 2 ==Int 0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi) #else Float2Int(floorFloat(F +Float 0.5)) #fi [concrete]
reference-semantics/semantics/float.k	MPY-FLOAT	syntax	223-223	function,total,no-evaluators	NOT_MAPPED_TO_SUBMITTED_PROGRAM	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]
reference-semantics/semantics/float.k	MPY-FLOAT	rule	224-226	concrete	NOT_MAPPED_TO_SUBMITTED_PROGRAM	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule roundFN(F:Float, N:Int) => Int2Float(roundF(F *Float Int2Float(10 ^Int N, 53, 11)), 53, 11) /Float Int2Float(10 ^Int N, 53, 11) [concrete]
reference-semantics/semantics/float.k	MPY-FLOAT	rule	227-227	-	NOT_MAPPED_TO_SUBMITTED_PROGRAM	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule applyBuiltin("round", F:Float, .Vals)        => roundF(F)
reference-semantics/semantics/float.k	MPY-FLOAT	rule	228-229	-	NOT_MAPPED_TO_SUBMITTED_PROGRAM	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule applyBuiltin("round", F:Float, N:Int, .Vals) => roundFN(F, N)
reference-semantics/semantics/float.k	MPY-FLOAT	syntax	230-230	function,total,no-evaluators	NOT_MAPPED_TO_SUBMITTED_PROGRAM	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	syntax Float ::= sqrtF(Float) [function, total, symbol(sqrtF), no-evaluators]
reference-semantics/semantics/float.k	MPY-FLOAT	rule	231-231	concrete	NOT_MAPPED_TO_SUBMITTED_PROGRAM	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule sqrtF(F:Float) => sqrtFloat(F) [concrete]
reference-semantics/semantics/float.k	MPY-FLOAT	syntax	232-232	-	NOT_MAPPED_TO_SUBMITTED_PROGRAM	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	syntax KItem ::= "#mathSqrt"
reference-semantics/semantics/float.k	MPY-FLOAT	rule	233-233	priority	MAPPED_USED_OR_SUPPORT	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule <k> Call(Attribute(Name("math"), "sqrt"), (E:Expr, .Exprs)) => E ~> #mathSqrt ... </k> [priority(40)]
reference-semantics/semantics/float.k	MPY-FLOAT	rule	234-234	-	NOT_MAPPED_TO_SUBMITTED_PROGRAM	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule <k> F:Float ~> #mathSqrt => sqrtF(F) ... </k>
reference-semantics/semantics/float.k	MPY-FLOAT	rule	235-242	-	NOT_MAPPED_TO_SUBMITTED_PROGRAM	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule <k> I:Int ~> #mathSqrt => sqrtF(intToF(I)) ... </k>
reference-semantics/semantics/float.k	MPY-FLOAT	syntax	243-243	-	NOT_MAPPED_TO_SUBMITTED_PROGRAM	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	syntax KItem ::= #maxAccF(Iterable, Float) | #maxContF(Float)
reference-semantics/semantics/float.k	MPY-FLOAT	rule	244-244	-	MAPPED_USED_OR_SUPPORT	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAccF(R, {V}:>Float) ... </k> requires isFloat(V)
reference-semantics/semantics/float.k	MPY-FLOAT	rule	245-245	-	MAPPED_USED_OR_SUPPORT	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule <k> #maxAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #maxContF(M) ... </k>
reference-semantics/semantics/float.k	MPY-FLOAT	rule	246-246	-	MAPPED_USED_OR_SUPPORT	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule <k> #iterDone ~> #maxContF(M:Float) => M ... </k>
reference-semantics/semantics/float.k	MPY-FLOAT	rule	247-249	-	MAPPED_USED_OR_SUPPORT	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #maxAccF(R, maxFloat(M, {V}:>Float)) ... </k> requires isFloat(V)
reference-semantics/semantics/float.k	MPY-FLOAT	syntax	250-250	-	NOT_MAPPED_TO_SUBMITTED_PROGRAM	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	syntax KItem ::= #minAccF(Iterable, Float) | #minContF(Float)
reference-semantics/semantics/float.k	MPY-FLOAT	rule	251-251	-	MAPPED_USED_OR_SUPPORT	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAccF(R, {V}:>Float) ... </k> requires isFloat(V)
reference-semantics/semantics/float.k	MPY-FLOAT	rule	252-252	-	MAPPED_USED_OR_SUPPORT	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule <k> #minAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #minContF(M) ... </k>
reference-semantics/semantics/float.k	MPY-FLOAT	rule	253-253	-	MAPPED_USED_OR_SUPPORT	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule <k> #iterDone ~> #minContF(M:Float) => M ... </k>
reference-semantics/semantics/float.k	MPY-FLOAT	rule	254-260	-	MAPPED_USED_OR_SUPPORT	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule <k> #iterYield(V:Val, R:Iterable) ~> #minContF(M:Float) => #minAccF(R, minFloat(M, {V}:>Float)) ... </k> requires isFloat(V)
reference-semantics/semantics/float.k	MPY-FLOAT	syntax	261-261	-	NOT_MAPPED_TO_SUBMITTED_PROGRAM	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	syntax KItem ::= #sumAccF(Iterable, Float) | #sumContF(Float)
reference-semantics/semantics/float.k	MPY-FLOAT	rule	262-264	-	MAPPED_USED_OR_SUPPORT	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int) => #sumAccF(R, addF(intToF(ACC), {V}:>Float)) ... </k> requires isFloat(V) andBool notBool (isInt(V) orBool isBool(V))
reference-semantics/semantics/float.k	MPY-FLOAT	rule	265-265	-	MAPPED_USED_OR_SUPPORT	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule <k> #sumAccF(IT:Iterable, ACC:Float) => #iterNext(IT) ~> #sumContF(ACC) ... </k>
reference-semantics/semantics/float.k	MPY-FLOAT	rule	266-266	-	MAPPED_USED_OR_SUPPORT	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule <k> #iterDone ~> #sumContF(ACC:Float) => ACC ... </k>
reference-semantics/semantics/float.k	MPY-FLOAT	rule	267-269	-	MAPPED_USED_OR_SUPPORT	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, {V}:>Float)) ... </k> requires isFloat(V)
reference-semantics/semantics/float.k	MPY-FLOAT	rule	270-272	-	MAPPED_USED_OR_SUPPORT	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, intToF(intOf(V)))) ... </k> requires isInt(V) orBool isBool(V)
reference-semantics/semantics/functions.k	MPY-FUNCTIONS	syntax	8-13	-	MAPPED_USED_OR_SUPPORT	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	syntax KItem ::= frame(continuation: K, callerEnv: Int, savedLoc: Int) | #bindP(ParamNames, Vals) | "#pop" | "#endcall"
reference-semantics/semantics/functions.k	MPY-FUNCTIONS	rule	14-17	-	MAPPED_USED_OR_SUPPORT	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule <k> FuncDef(F:String, Params(PNS:ParamNames), BODY:Stmts) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureVal(PNS, BODY, L) ], _) ... </scopes>
reference-semantics/semantics/functions.k	MPY-FUNCTIONS	syntax	18-18	-	MAPPED_USED_OR_SUPPORT	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	syntax Expr ::= closureExpr(ParamNames, Stmts)
reference-semantics/semantics/functions.k	MPY-FUNCTIONS	rule	19-26	-	MAPPED_USED_OR_SUPPORT	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule <k> closureExpr(PNS:ParamNames, BODY:Stmts) => closureVal(PNS, BODY, L) ... </k> <env> L:Int </env>
reference-semantics/semantics/functions.k	MPY-FUNCTIONS	syntax	27-30	-	MAPPED_USED_OR_SUPPORT	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	syntax Val ::= closureValC(ParamNames, ParamNames, Stmts, Map)
reference-semantics/semantics/functions.k	MPY-FUNCTIONS	syntax	31-32	-	MAPPED_USED_OR_SUPPORT	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	syntax KItem ::= #mkClosure(String, ParamNames, ParamNames, ParamNames, Stmts, Map) | #mkLambda(ParamNames, ParamNames, ParamNames, Stmts, Map)
reference-semantics/semantics/functions.k	MPY-FUNCTIONS	rule	33-35	-	MAPPED_USED_OR_SUPPORT	ACCEPTED_SELECTED_FIXED_SEMANTICS_BOUNDARY	rule <k> FuncDef(F:String, Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), BODY:Stmts) => #mkClosure(F, PNS, CVS, FVS, BODY, .Map) ... </k>
