source	module	start_line	end_line	kind	decision	declaration
reference-semantics/semantics/float.k	MPY-FLOAT	211	211	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule applyBuiltin(""int"", F:Float, .Vals) => truncF(F)"
reference-semantics/semantics/float.k	MPY-FLOAT	213	213	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule applyBuiltin(""float"", I:Int, .Vals)   => intToF(I)"
reference-semantics/semantics/float.k	MPY-FLOAT	214	214	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule applyBuiltin(""float"", F:Float, .Vals) => F"
reference-semantics/semantics/float.k	MPY-FLOAT	217	217	syntax:function,total,opaque/no-evaluators	ACCEPTED_FIXED_SEMANTICS_OPAQUE_TRUST_BOUNDARY_UNUSED_BY_TARGET	syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]
reference-semantics/semantics/float.k	MPY-FLOAT	218	222	rule:concrete	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule roundF(F:Float) => #if (F -Float floorFloat(F)) ==Float 0.5 #then (#if Float2Int(floorFloat(F)) %Int 2 ==Int 0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi) #else Float2Int(floorFloat(F +Float 0.5)) #fi [concrete]
reference-semantics/semantics/float.k	MPY-FLOAT	223	223	syntax:function,total,opaque/no-evaluators	ACCEPTED_FIXED_SEMANTICS_OPAQUE_TRUST_BOUNDARY_UNUSED_BY_TARGET	syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]
reference-semantics/semantics/float.k	MPY-FLOAT	224	226	rule:concrete	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule roundFN(F:Float, N:Int) => Int2Float(roundF(F *Float Int2Float(10 ^Int N, 53, 11)), 53, 11) /Float Int2Float(10 ^Int N, 53, 11) [concrete]
reference-semantics/semantics/float.k	MPY-FLOAT	227	227	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule applyBuiltin(""round"", F:Float, .Vals)        => roundF(F)"
reference-semantics/semantics/float.k	MPY-FLOAT	228	228	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule applyBuiltin(""round"", F:Float, N:Int, .Vals) => roundFN(F, N)"
reference-semantics/semantics/float.k	MPY-FLOAT	230	230	syntax:function,total,opaque/no-evaluators	ACCEPTED_FIXED_SEMANTICS_OPAQUE_TRUST_BOUNDARY_UNUSED_BY_TARGET	syntax Float ::= sqrtF(Float) [function, total, symbol(sqrtF), no-evaluators]
reference-semantics/semantics/float.k	MPY-FLOAT	231	231	rule:concrete	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule sqrtF(F:Float) => sqrtFloat(F) [concrete]
reference-semantics/semantics/float.k	MPY-FLOAT	232	232	syntax	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"syntax KItem ::= ""#mathSqrt"""
reference-semantics/semantics/float.k	MPY-FLOAT	233	233	rule:priority(40)	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule <k> Call(Attribute(Name(""math""), ""sqrt""), (E:Expr, .Exprs)) => E ~> #mathSqrt ... </k> [priority(40)]"
reference-semantics/semantics/float.k	MPY-FLOAT	234	234	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> F:Float ~> #mathSqrt => sqrtF(F) ... </k>
reference-semantics/semantics/float.k	MPY-FLOAT	235	235	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> I:Int ~> #mathSqrt => sqrtF(intToF(I)) ... </k>
reference-semantics/semantics/float.k	MPY-FLOAT	243	243	syntax	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax KItem ::= #maxAccF(Iterable, Float) | #maxContF(Float)
reference-semantics/semantics/float.k	MPY-FLOAT	244	244	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAccF(R, {V}:>Float) ... </k> requires isFloat(V)
reference-semantics/semantics/float.k	MPY-FLOAT	245	245	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> #maxAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #maxContF(M) ... </k>
reference-semantics/semantics/float.k	MPY-FLOAT	246	246	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> #iterDone ~> #maxContF(M:Float) => M ... </k>
reference-semantics/semantics/float.k	MPY-FLOAT	247	248	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #maxAccF(R, maxFloat(M, {V}:>Float)) ... </k> requires isFloat(V)
reference-semantics/semantics/float.k	MPY-FLOAT	250	250	syntax	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax KItem ::= #minAccF(Iterable, Float) | #minContF(Float)
reference-semantics/semantics/float.k	MPY-FLOAT	251	251	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAccF(R, {V}:>Float) ... </k> requires isFloat(V)
reference-semantics/semantics/float.k	MPY-FLOAT	252	252	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> #minAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #minContF(M) ... </k>
reference-semantics/semantics/float.k	MPY-FLOAT	253	253	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> #iterDone ~> #minContF(M:Float) => M ... </k>
reference-semantics/semantics/float.k	MPY-FLOAT	254	255	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> #iterYield(V:Val, R:Iterable) ~> #minContF(M:Float) => #minAccF(R, minFloat(M, {V}:>Float)) ... </k> requires isFloat(V)
reference-semantics/semantics/float.k	MPY-FLOAT	261	261	syntax	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax KItem ::= #sumAccF(Iterable, Float) | #sumContF(Float)
reference-semantics/semantics/float.k	MPY-FLOAT	262	264	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int) => #sumAccF(R, addF(intToF(ACC), {V}:>Float)) ... </k> requires isFloat(V) andBool notBool (isInt(V) orBool isBool(V))
reference-semantics/semantics/float.k	MPY-FLOAT	265	265	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> #sumAccF(IT:Iterable, ACC:Float) => #iterNext(IT) ~> #sumContF(ACC) ... </k>
reference-semantics/semantics/float.k	MPY-FLOAT	266	266	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> #iterDone ~> #sumContF(ACC:Float) => ACC ... </k>
reference-semantics/semantics/float.k	MPY-FLOAT	267	269	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, {V}:>Float)) ... </k> requires isFloat(V)
reference-semantics/semantics/float.k	MPY-FLOAT	270	272	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, intToF(intOf(V)))) ... </k> requires isInt(V) orBool isBool(V)
reference-semantics/semantics/float.k	MPY-FLOAT	273	273	endmodule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	endmodule
reference-semantics/semantics/functions.k	<outside-module>	3	3	module	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	module MPY-FUNCTIONS
reference-semantics/semantics/functions.k	MPY-FUNCTIONS	4	4	imports	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	imports MPY-CORE
reference-semantics/semantics/functions.k	MPY-FUNCTIONS	8	11	syntax	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"syntax KItem ::= frame(continuation: K, callerEnv: Int, savedLoc: Int) | #bindP(ParamNames, Vals) | ""#pop"" | ""#endcall"""
reference-semantics/semantics/functions.k	MPY-FUNCTIONS	14	16	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> FuncDef(F:String, Params(PNS:ParamNames), BODY:Stmts) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureVal(PNS, BODY, L) ], _) ... </scopes>
reference-semantics/semantics/functions.k	MPY-FUNCTIONS	18	18	syntax	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax Expr ::= closureExpr(ParamNames, Stmts)
reference-semantics/semantics/functions.k	MPY-FUNCTIONS	19	20	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> closureExpr(PNS:ParamNames, BODY:Stmts) => closureVal(PNS, BODY, L) ... </k> <env> L:Int </env>
reference-semantics/semantics/functions.k	MPY-FUNCTIONS	27	27	syntax	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax Val ::= closureValC(ParamNames, ParamNames, Stmts, Map)
reference-semantics/semantics/functions.k	MPY-FUNCTIONS	31	32	syntax	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax KItem ::= #mkClosure(String, ParamNames, ParamNames, ParamNames, Stmts, Map) | #mkLambda(ParamNames, ParamNames, ParamNames, Stmts, Map)
reference-semantics/semantics/functions.k	MPY-FUNCTIONS	33	35	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> FuncDef(F:String, Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), BODY:Stmts) => #mkClosure(F, PNS, CVS, FVS, BODY, .Map) ... </k>
reference-semantics/semantics/functions.k	MPY-FUNCTIONS	36	41	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkClosure(F, PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires FV in_keys(M)
reference-semantics/semantics/functions.k	MPY-FUNCTIONS	42	45	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureValC(PNS, CVS, BODY, CM) ], _) ... </scopes>
reference-semantics/semantics/functions.k	MPY-FUNCTIONS	47	49	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> Lambda(Params(PNS:ParamNames), E:Expr) => closureVal(PNS, Return(E) .Stmts, L) ... </k> <env> L:Int </env>
reference-semantics/semantics/functions.k	MPY-FUNCTIONS	50	52	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> Lambda(Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), E:Expr) => #mkLambda(PNS, CVS, FVS, Return(E) .Stmts, .Map) ... </k>
reference-semantics/semantics/functions.k	MPY-FUNCTIONS	53	58	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkLambda(PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires FV in_keys(M)
reference-semantics/semantics/functions.k	MPY-FUNCTIONS	59	60	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => closureValC(PNS, CVS, BODY, CM) ... </k>
reference-semantics/semantics/functions.k	MPY-FUNCTIONS	63	63	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> #bindP(.ParamNames, .Vals) => .K ... </k>
reference-semantics/semantics/functions.k	MPY-FUNCTIONS	64	66	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ P <- V ], _) ... </scopes>
reference-semantics/semantics/functions.k	MPY-FUNCTIONS	68	75	rule:priority(40)	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #cellW({M[P]}:>Val, V) ~> #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires ""$cells"" in_keys(M) andBool pnMember(P, cellsOf({M[""$cells""]}:>Val)) andBool P in_keys(M) andBool isCellRef({M[P]}:>Val) [priority(40)]"
reference-semantics/semantics/functions.k	MPY-FUNCTIONS	78	79	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> Return(V:Val) ~> _ => #pop </k> <ret> noRet => retV(V) </ret>
reference-semantics/semantics/functions.k	MPY-FUNCTIONS	80	81	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> #endcall => #pop ... </k> <ret> noRet => retV(noneV) </ret>
reference-semantics/semantics/functions.k	MPY-FUNCTIONS	85	90	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> #pop => V ~> CONT </k> <ret>   retV(V) => noRet </ret> <stack> ListItem(frame(CONT:K, CALLERL:Int, SAVEDL:Int)) => .List ... </stack> <env>   L:Int => CALLERL </env> <scopes> SC:Map => SC [ L <- undef ] </scopes> <scopeLoc> _ => SAVEDL </scopeLoc>
reference-semantics/semantics/functions.k	MPY-FUNCTIONS	91	91	endmodule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	endmodule
reference-semantics/semantics/int.k	<outside-module>	4	4	module	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	module MPY-INT
reference-semantics/semantics/int.k	MPY-INT	5	5	imports	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	imports MPY-CORE
reference-semantics/semantics/int.k	MPY-INT	7	7	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule applyUn(""-"", I:Int) => 0 -Int I"
reference-semantics/semantics/int.k	MPY-INT	9	9	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule applyBin(""+"",  I1:Int, I2:Int) => I1 +Int I2"
reference-semantics/semantics/int.k	MPY-INT	11	11	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule applyBin(""+"",  I:Int, B:Bool) => I +Int #if B #then 1 #else 0 #fi"
reference-semantics/semantics/int.k	MPY-INT	12	12	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule applyBin(""+"",  B:Bool, I:Int) => #if B #then 1 #else 0 #fi +Int I"
reference-semantics/semantics/int.k	MPY-INT	13	13	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule applyBin(""-"",  I1:Int, I2:Int) => I1 -Int I2"
reference-semantics/semantics/int.k	MPY-INT	14	14	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule applyBin(""*"",  I1:Int, I2:Int) => I1 *Int I2"
reference-semantics/semantics/int.k	MPY-INT	15	15	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule applyBin(""%"",  I1:Int, I2:Int) => pyMod(I1, I2)"
reference-semantics/semantics/int.k	MPY-INT	16	16	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule applyBin(""//"", I1:Int, I2:Int) => (I1 -Int pyMod(I1, I2)) /Int I2"
reference-semantics/semantics/int.k	MPY-INT	17	17	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule applyBin(""**"", I1:Int, I2:Int) => I1 ^Int I2 requires I2 >=Int 0"
reference-semantics/semantics/int.k	MPY-INT	19	19	syntax:function	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax Int ::= pyMod(Int, Int) [function]
reference-semantics/semantics/int.k	MPY-INT	20	20	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule pyMod(I1:Int, I2:Int) => ((I1 %Int I2) +Int I2) %Int I2
reference-semantics/semantics/int.k	MPY-INT	22	22	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule applyCmp(""<"",  I1:Int, I2:Int)   => I1 <Int  I2"
reference-semantics/semantics/int.k	MPY-INT	23	23	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule applyCmp(""<="", I1:Int, I2:Int)   => I1 <=Int I2"
reference-semantics/semantics/int.k	MPY-INT	24	24	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule applyCmp("">"",  I1:Int, I2:Int)   => I1 >Int  I2"
reference-semantics/semantics/int.k	MPY-INT	25	25	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule applyCmp("">="", I1:Int, I2:Int)   => I1 >=Int I2"
reference-semantics/semantics/int.k	MPY-INT	26	26	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule applyCmp(""=="", I1:Int, I2:Int)   => I1 ==Int I2"
reference-semantics/semantics/int.k	MPY-INT	27	27	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule applyCmp(""!="", I1:Int, I2:Int)   => I1 =/=Int I2"
reference-semantics/semantics/int.k	MPY-INT	28	28	endmodule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	endmodule
reference-semantics/semantics/iter.k	<outside-module>	6	6	module	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	module MPY-ITER
reference-semantics/semantics/iter.k	MPY-ITER	7	7	imports	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	imports MPY-CORE
reference-semantics/semantics/iter.k	MPY-ITER	8	8	syntax	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"syntax KItem ::= #iterNext(Iterable) | ""#iterDone"" | #iterYield(Val, Iterable)"
reference-semantics/semantics/iter.k	MPY-ITER	9	9	endmodule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	endmodule
reference-semantics/semantics/list.k	<outside-module>	3	3	module	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	module MPY-LIST
reference-semantics/semantics/list.k	MPY-LIST	4	4	imports	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	imports MPY-CORE
reference-semantics/semantics/list.k	MPY-LIST	5	5	imports	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	imports MPY-ITER
reference-semantics/semantics/list.k	MPY-LIST	6	6	imports	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	imports MPY-OPERATORS
reference-semantics/semantics/list.k	MPY-LIST	9	9	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> #iterNext(list(.ValSeq))                => #iterDone ... </k>
reference-semantics/semantics/list.k	MPY-LIST	10	10	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> #iterNext(list(vCons(V:Val, R:ValSeq))) => #iterYield(V, list(R)) ... </k>
reference-semantics/semantics/list.k	MPY-LIST	13	13	syntax	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"syntax ApplyK ::= ""toList"""
reference-semantics/semantics/list.k	MPY-LIST	14	14	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> ListExpr(ES:Exprs) => #evalArgs(ES, .Vals, toList) ... </k>
reference-semantics/semantics/list.k	MPY-LIST	15	15	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> #applyK(toList, ACC:Vals) => #alloc(list(vals2valSeq(ACC))) ... </k>
reference-semantics/semantics/list.k	MPY-LIST	18	18	syntax:function,total	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax ValSeq ::= valSeqConcat(ValSeq, ValSeq) [function, total]
reference-semantics/semantics/list.k	MPY-LIST	19	19	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule valSeqConcat(.ValSeq, T:ValSeq)                => T
reference-semantics/semantics/list.k	MPY-LIST	20	20	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule valSeqConcat(vCons(V:Val, S:ValSeq), T:ValSeq) => vCons(V, valSeqConcat(S, T))
reference-semantics/semantics/list.k	MPY-LIST	24	25	rule:priority(45)	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule <k> BinOp(""+"", list(A:ValSeq), list(B:ValSeq)) => #alloc(list(valSeqConcat(A, B))) ... </k> [priority(45)]"
reference-semantics/semantics/list.k	MPY-LIST	27	27	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule applyCmp(""=="", list(A:ValSeq), list(B:ValSeq)) => A ==K B"
reference-semantics/semantics/list.k	MPY-LIST	28	28	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule applyCmp(""!="", list(A:ValSeq), list(B:ValSeq)) => notBool (A ==K B)"
reference-semantics/semantics/list.k	MPY-LIST	33	33	syntax:function,total	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax Bool ::= hasRefVS(ValSeq) [function, total]
reference-semantics/semantics/list.k	MPY-LIST	34	34	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule hasRefVS(.ValSeq)                => false
reference-semantics/semantics/list.k	MPY-LIST	35	35	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule hasRefVS(vCons(V:Val, R:ValSeq)) => isRefV(V) orBool hasRefVS(R)
reference-semantics/semantics/list.k	MPY-LIST	37	38	syntax:function	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax Bool ::= deepEqVS(ValSeq, ValSeq, Map) [function] | deepEqV(Val, Val, Map)        [function]
reference-semantics/semantics/list.k	MPY-LIST	39	39	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule deepEqVS(.ValSeq, .ValSeq, _:Map)                   => true
reference-semantics/semantics/list.k	MPY-LIST	40	40	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule deepEqVS(.ValSeq, vCons(_:Val, _:ValSeq), _:Map)    => false
reference-semantics/semantics/list.k	MPY-LIST	41	41	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule deepEqVS(vCons(_:Val, _:ValSeq), .ValSeq, _:Map)    => false
reference-semantics/semantics/list.k	MPY-LIST	42	43	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule deepEqVS(vCons(A:Val, As:ValSeq), vCons(B:Val, Bs:ValSeq), HP:Map) => deepEqV(A, B, HP) andBool deepEqVS(As, Bs, HP)
reference-semantics/semantics/list.k	MPY-LIST	45	46	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule deepEqV(ref(H:Int), B:Val, HP:Map) => deepEqV({HP[H]}:>Val, B, HP) requires H in_keys(HP)
reference-semantics/semantics/list.k	MPY-LIST	47	48	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule deepEqV(A:Val, ref(H:Int), HP:Map) => deepEqV(A, {HP[H]}:>Val, HP) requires notBool isRefV(A) andBool H in_keys(HP)
reference-semantics/semantics/list.k	MPY-LIST	49	49	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule deepEqV(list(A:ValSeq), list(B:ValSeq), HP:Map) => deepEqVS(A, B, HP)
reference-semantics/semantics/list.k	MPY-LIST	50	50	rule:owise	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule deepEqV(A:Val, B:Val, _:Map) => A ==K B [owise]
reference-semantics/semantics/list.k	MPY-LIST	53	55	rule:priority(40)	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule <k> #applyK(toCall(boundMethodV(ref(H:Int), ""append"")), (V:Val, .Vals)) => noneV ... </k> <heap> ... H |-> list(VS:ValSeq => valSeqConcat(VS, vCons(V, .ValSeq))) ... </heap> [priority(40)]"
reference-semantics/semantics/list.k	MPY-LIST	58	58	syntax	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"syntax KItem ::= #memberAcc(Val, Iterable) | #memberCont(Val) | ""#notB"""
reference-semantics/semantics/list.k	MPY-LIST	59	59	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule <k> Compare(LV:Val, CmpOp(""in"",     list(VS:ValSeq))) => #memberAcc(LV, list(VS)) ... </k>"
reference-semantics/semantics/list.k	MPY-LIST	60	60	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule <k> Compare(LV:Val, CmpOp(""not in"", list(VS:ValSeq))) => #memberAcc(LV, list(VS)) ~> #notB ... </k>"
reference-semantics/semantics/list.k	MPY-LIST	61	61	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> #memberAcc(V:Val, IT:Iterable) => #iterNext(IT) ~> #memberCont(V) ... </k>
reference-semantics/semantics/list.k	MPY-LIST	62	62	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> #iterDone ~> #memberCont(_V:Val) => false ... </k>
reference-semantics/semantics/list.k	MPY-LIST	63	64	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> #iterYield(E:Val, _:Iterable) ~> #memberCont(V:Val) => true ... </k> requires E ==K V
reference-semantics/semantics/list.k	MPY-LIST	65	66	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> #iterYield(E:Val, R:Iterable) ~> #memberCont(V:Val) => #memberAcc(V, R) ... </k> requires notBool (E ==K V)
reference-semantics/semantics/list.k	MPY-LIST	67	67	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> B:Bool ~> #notB => notBool B ... </k>
reference-semantics/semantics/list.k	MPY-LIST	68	68	endmodule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	endmodule
reference-semantics/semantics/methods.k	<outside-module>	3	3	module	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	module MPY-METHODS
reference-semantics/semantics/methods.k	MPY-METHODS	4	4	imports	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	imports MPY-CORE
reference-semantics/semantics/methods.k	MPY-METHODS	5	5	imports	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	imports K-EQUAL
reference-semantics/semantics/methods.k	MPY-METHODS	6	6	imports	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	imports MPY-STR
reference-semantics/semantics/methods.k	MPY-METHODS	7	7	imports	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	imports MPY-LIST
reference-semantics/semantics/methods.k	MPY-METHODS	10	10	syntax:function	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax Val ::= applyMethod(Val, String, Vals) [function]
reference-semantics/semantics/methods.k	MPY-METHODS	13	13	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule applyMethod(str(CS:IntSeq), ""isupper"", .Vals) => hasUpper(CS) andBool notBool hasLower(CS)"
reference-semantics/semantics/methods.k	MPY-METHODS	14	14	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule applyMethod(str(CS:IntSeq), ""islower"", .Vals) => hasLower(CS) andBool notBool hasUpper(CS)"
reference-semantics/semantics/methods.k	MPY-METHODS	15	15	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule applyMethod(str(CS:IntSeq), ""isalpha"", .Vals) => notBool (CS ==K .IntSeq) andBool allAlpha(CS)"
reference-semantics/semantics/methods.k	MPY-METHODS	16	16	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule applyMethod(str(CS:IntSeq), ""isdigit"", .Vals) => notBool (CS ==K .IntSeq) andBool allDigit(CS)"
