id	file	module	start_line	end_line	kind	flags	decision	rationale	text
529	reference-semantics/semantics/float.k	MPY-FLOAT	205	205	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule applyCmp(">", I:Int, F:Float) => gtF(intToF(I), F)
530	reference-semantics/semantics/float.k	MPY-FLOAT	206	206	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule applyCmp(">", F:Float, I:Int) => gtF(F, intToF(I))
531	reference-semantics/semantics/float.k	MPY-FLOAT	209	209	syntax	function,total,no-evaluators,symbol	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	syntax Int ::= truncF(Float) [function, total, symbol(truncF), no-evaluators]
532	reference-semantics/semantics/float.k	MPY-FLOAT	210	210	rule	concrete	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule truncF(F:Float) => #if F >=Float 0.0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi [concrete]
533	reference-semantics/semantics/float.k	MPY-FLOAT	211	211	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule applyBuiltin("int", F:Float, .Vals) => truncF(F)
534	reference-semantics/semantics/float.k	MPY-FLOAT	213	213	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule applyBuiltin("float", I:Int, .Vals) => intToF(I)
535	reference-semantics/semantics/float.k	MPY-FLOAT	214	214	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule applyBuiltin("float", F:Float, .Vals) => F
536	reference-semantics/semantics/float.k	MPY-FLOAT	217	217	syntax	function,total,no-evaluators,symbol	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]
537	reference-semantics/semantics/float.k	MPY-FLOAT	218	222	rule	concrete	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule roundF(F:Float) => #if (F -Float floorFloat(F)) ==Float 0.5 #then (#if Float2Int(floorFloat(F)) %Int 2 ==Int 0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi) #else Float2Int(floorFloat(F +Float 0.5)) #fi [concrete]
538	reference-semantics/semantics/float.k	MPY-FLOAT	223	223	syntax	function,total,no-evaluators,symbol	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]
539	reference-semantics/semantics/float.k	MPY-FLOAT	224	226	rule	concrete	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule roundFN(F:Float, N:Int) => Int2Float(roundF(F *Float Int2Float(10 ^Int N, 53, 11)), 53, 11) /Float Int2Float(10 ^Int N, 53, 11) [concrete]
540	reference-semantics/semantics/float.k	MPY-FLOAT	227	227	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule applyBuiltin("round", F:Float, .Vals) => roundF(F)
541	reference-semantics/semantics/float.k	MPY-FLOAT	228	228	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule applyBuiltin("round", F:Float, N:Int, .Vals) => roundFN(F, N)
542	reference-semantics/semantics/float.k	MPY-FLOAT	230	230	syntax	function,total,no-evaluators,symbol	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	syntax Float ::= sqrtF(Float) [function, total, symbol(sqrtF), no-evaluators]
543	reference-semantics/semantics/float.k	MPY-FLOAT	231	231	rule	concrete	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule sqrtF(F:Float) => sqrtFloat(F) [concrete]
544	reference-semantics/semantics/float.k	MPY-FLOAT	232	232	syntax	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	syntax KItem ::= "#mathSqrt"
545	reference-semantics/semantics/float.k	MPY-FLOAT	233	233	rule	priority	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule <k> Call(Attribute(Name("math"), "sqrt"), (E:Expr, .Exprs)) => E ~> #mathSqrt ... </k> [priority(40)]
546	reference-semantics/semantics/float.k	MPY-FLOAT	234	234	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule <k> F:Float ~> #mathSqrt => sqrtF(F) ... </k>
547	reference-semantics/semantics/float.k	MPY-FLOAT	235	235	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule <k> I:Int ~> #mathSqrt => sqrtF(intToF(I)) ... </k>
548	reference-semantics/semantics/float.k	MPY-FLOAT	243	243	syntax	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	syntax KItem ::= #maxAccF(Iterable, Float) | #maxContF(Float)
549	reference-semantics/semantics/float.k	MPY-FLOAT	244	244	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAccF(R, {V}:>Float) ... </k> requires isFloat(V)
550	reference-semantics/semantics/float.k	MPY-FLOAT	245	245	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule <k> #maxAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #maxContF(M) ... </k>
551	reference-semantics/semantics/float.k	MPY-FLOAT	246	246	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule <k> #iterDone ~> #maxContF(M:Float) => M ... </k>
552	reference-semantics/semantics/float.k	MPY-FLOAT	247	248	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #maxAccF(R, maxFloat(M, {V}:>Float)) ... </k> requires isFloat(V)
553	reference-semantics/semantics/float.k	MPY-FLOAT	250	250	syntax	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	syntax KItem ::= #minAccF(Iterable, Float) | #minContF(Float)
554	reference-semantics/semantics/float.k	MPY-FLOAT	251	251	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAccF(R, {V}:>Float) ... </k> requires isFloat(V)
555	reference-semantics/semantics/float.k	MPY-FLOAT	252	252	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule <k> #minAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #minContF(M) ... </k>
556	reference-semantics/semantics/float.k	MPY-FLOAT	253	253	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule <k> #iterDone ~> #minContF(M:Float) => M ... </k>
557	reference-semantics/semantics/float.k	MPY-FLOAT	254	255	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule <k> #iterYield(V:Val, R:Iterable) ~> #minContF(M:Float) => #minAccF(R, minFloat(M, {V}:>Float)) ... </k> requires isFloat(V)
558	reference-semantics/semantics/float.k	MPY-FLOAT	261	261	syntax	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	syntax KItem ::= #sumAccF(Iterable, Float) | #sumContF(Float)
559	reference-semantics/semantics/float.k	MPY-FLOAT	262	264	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int) => #sumAccF(R, addF(intToF(ACC), {V}:>Float)) ... </k> requires isFloat(V) andBool notBool (isInt(V) orBool isBool(V))
560	reference-semantics/semantics/float.k	MPY-FLOAT	265	265	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule <k> #sumAccF(IT:Iterable, ACC:Float) => #iterNext(IT) ~> #sumContF(ACC) ... </k>
561	reference-semantics/semantics/float.k	MPY-FLOAT	266	266	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule <k> #iterDone ~> #sumContF(ACC:Float) => ACC ... </k>
562	reference-semantics/semantics/float.k	MPY-FLOAT	267	269	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, {V}:>Float)) ... </k> requires isFloat(V)
563	reference-semantics/semantics/float.k	MPY-FLOAT	270	273	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, intToF(intOf(V)))) ... </k> requires isInt(V) orBool isBool(V) endmodule
564	reference-semantics/semantics/functions.k	MPY-FUNCTIONS	8	11	syntax	-	ACCEPT_FIXED_USED	Unmodified supplied-semantics rule/declaration directly used by solution.mpy; checked against the construct mapping and concrete reconstruction.	syntax KItem ::= frame(continuation: K, callerEnv: Int, savedLoc: Int) | #bindP(ParamNames, Vals) | "#pop" | "#endcall"
565	reference-semantics/semantics/functions.k	MPY-FUNCTIONS	14	16	rule	-	ACCEPT_FIXED_USED	Unmodified supplied-semantics rule/declaration directly used by solution.mpy; checked against the construct mapping and concrete reconstruction.	rule <k> FuncDef(F:String, Params(PNS:ParamNames), BODY:Stmts) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureVal(PNS, BODY, L) ], _) ... </scopes>
566	reference-semantics/semantics/functions.k	MPY-FUNCTIONS	18	18	syntax	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	syntax Expr ::= closureExpr(ParamNames, Stmts)
567	reference-semantics/semantics/functions.k	MPY-FUNCTIONS	19	20	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule <k> closureExpr(PNS:ParamNames, BODY:Stmts) => closureVal(PNS, BODY, L) ... </k> <env> L:Int </env>
568	reference-semantics/semantics/functions.k	MPY-FUNCTIONS	27	27	syntax	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	syntax Val ::= closureValC(ParamNames, ParamNames, Stmts, Map)
569	reference-semantics/semantics/functions.k	MPY-FUNCTIONS	31	32	syntax	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	syntax KItem ::= #mkClosure(String, ParamNames, ParamNames, ParamNames, Stmts, Map) | #mkLambda(ParamNames, ParamNames, ParamNames, Stmts, Map)
570	reference-semantics/semantics/functions.k	MPY-FUNCTIONS	33	35	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule <k> FuncDef(F:String, Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), BODY:Stmts) => #mkClosure(F, PNS, CVS, FVS, BODY, .Map) ... </k>
571	reference-semantics/semantics/functions.k	MPY-FUNCTIONS	36	41	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkClosure(F, PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires FV in_keys(M)
572	reference-semantics/semantics/functions.k	MPY-FUNCTIONS	42	45	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureValC(PNS, CVS, BODY, CM) ], _) ... </scopes>
573	reference-semantics/semantics/functions.k	MPY-FUNCTIONS	47	49	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule <k> Lambda(Params(PNS:ParamNames), E:Expr) => closureVal(PNS, Return(E) .Stmts, L) ... </k> <env> L:Int </env>
574	reference-semantics/semantics/functions.k	MPY-FUNCTIONS	50	52	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule <k> Lambda(Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), E:Expr) => #mkLambda(PNS, CVS, FVS, Return(E) .Stmts, .Map) ... </k>
575	reference-semantics/semantics/functions.k	MPY-FUNCTIONS	53	58	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkLambda(PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires FV in_keys(M)
576	reference-semantics/semantics/functions.k	MPY-FUNCTIONS	59	60	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => closureValC(PNS, CVS, BODY, CM) ... </k>
577	reference-semantics/semantics/functions.k	MPY-FUNCTIONS	63	63	rule	-	ACCEPT_FIXED_USED	Unmodified supplied-semantics rule/declaration directly used by solution.mpy; checked against the construct mapping and concrete reconstruction.	rule <k> #bindP(.ParamNames, .Vals) => .K ... </k>
578	reference-semantics/semantics/functions.k	MPY-FUNCTIONS	64	66	rule	-	ACCEPT_FIXED_USED	Unmodified supplied-semantics rule/declaration directly used by solution.mpy; checked against the construct mapping and concrete reconstruction.	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ P <- V ], _) ... </scopes>
579	reference-semantics/semantics/functions.k	MPY-FUNCTIONS	68	75	rule	priority	ACCEPT_FIXED_USED	Unmodified supplied-semantics rule/declaration directly used by solution.mpy; checked against the construct mapping and concrete reconstruction.	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #cellW({M[P]}:>Val, V) ~> #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires "$cells" in_keys(M) andBool pnMember(P, cellsOf({M["$cells"]}:>Val)) andBool P in_keys(M) andBool isCellRef({M[P]}:>Val) [priority(40)]
580	reference-semantics/semantics/functions.k	MPY-FUNCTIONS	78	79	rule	-	ACCEPT_FIXED_USED	Unmodified supplied-semantics rule/declaration directly used by solution.mpy; checked against the construct mapping and concrete reconstruction.	rule <k> Return(V:Val) ~> _ => #pop </k> <ret> noRet => retV(V) </ret>
581	reference-semantics/semantics/functions.k	MPY-FUNCTIONS	80	81	rule	-	ACCEPT_FIXED_USED	Unmodified supplied-semantics rule/declaration directly used by solution.mpy; checked against the construct mapping and concrete reconstruction.	rule <k> #endcall => #pop ... </k> <ret> noRet => retV(noneV) </ret>
582	reference-semantics/semantics/functions.k	MPY-FUNCTIONS	85	91	rule	-	ACCEPT_FIXED_USED	Unmodified supplied-semantics rule/declaration directly used by solution.mpy; checked against the construct mapping and concrete reconstruction.	rule <k> #pop => V ~> CONT </k> <ret> retV(V) => noRet </ret> <stack> ListItem(frame(CONT:K, CALLERL:Int, SAVEDL:Int)) => .List ... </stack> <env> L:Int => CALLERL </env> <scopes> SC:Map => SC [ L <- undef ] </scopes> <scopeLoc> _ => SAVEDL </scopeLoc> endmodule
583	reference-semantics/semantics/int.k	MPY-INT	7	7	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule applyUn("-", I:Int) => 0 -Int I
584	reference-semantics/semantics/int.k	MPY-INT	9	9	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule applyBin("+", I1:Int, I2:Int) => I1 +Int I2
585	reference-semantics/semantics/int.k	MPY-INT	11	11	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule applyBin("+", I:Int, B:Bool) => I +Int #if B #then 1 #else 0 #fi
586	reference-semantics/semantics/int.k	MPY-INT	12	12	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule applyBin("+", B:Bool, I:Int) => #if B #then 1 #else 0 #fi +Int I
587	reference-semantics/semantics/int.k	MPY-INT	13	13	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule applyBin("-", I1:Int, I2:Int) => I1 -Int I2
588	reference-semantics/semantics/int.k	MPY-INT	14	14	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule applyBin("*", I1:Int, I2:Int) => I1 *Int I2
589	reference-semantics/semantics/int.k	MPY-INT	15	15	rule	-	ACCEPT_FIXED_USED	Unmodified supplied-semantics rule/declaration directly used by solution.mpy; checked against the construct mapping and concrete reconstruction.	rule applyBin("%", I1:Int, I2:Int) => pyMod(I1, I2)
590	reference-semantics/semantics/int.k	MPY-INT	16	16	rule	-	ACCEPT_FIXED_USED	Unmodified supplied-semantics rule/declaration directly used by solution.mpy; checked against the construct mapping and concrete reconstruction.	rule applyBin("//", I1:Int, I2:Int) => (I1 -Int pyMod(I1, I2)) /Int I2
591	reference-semantics/semantics/int.k	MPY-INT	17	17	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule applyBin("**", I1:Int, I2:Int) => I1 ^Int I2 requires I2 >=Int 0
592	reference-semantics/semantics/int.k	MPY-INT	19	19	syntax	function	ACCEPT_FIXED_USED	Unmodified supplied-semantics rule/declaration directly used by solution.mpy; checked against the construct mapping and concrete reconstruction.	syntax Int ::= pyMod(Int, Int) [function]
593	reference-semantics/semantics/int.k	MPY-INT	20	20	rule	-	ACCEPT_FIXED_USED	Unmodified supplied-semantics rule/declaration directly used by solution.mpy; checked against the construct mapping and concrete reconstruction.	rule pyMod(I1:Int, I2:Int) => ((I1 %Int I2) +Int I2) %Int I2
594	reference-semantics/semantics/int.k	MPY-INT	22	22	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule applyCmp("<", I1:Int, I2:Int) => I1 <Int I2
595	reference-semantics/semantics/int.k	MPY-INT	23	23	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule applyCmp("<=", I1:Int, I2:Int) => I1 <=Int I2
596	reference-semantics/semantics/int.k	MPY-INT	24	24	rule	-	ACCEPT_FIXED_USED	Unmodified supplied-semantics rule/declaration directly used by solution.mpy; checked against the construct mapping and concrete reconstruction.	rule applyCmp(">", I1:Int, I2:Int) => I1 >Int I2
597	reference-semantics/semantics/int.k	MPY-INT	25	25	rule	-	ACCEPT_FIXED_USED	Unmodified supplied-semantics rule/declaration directly used by solution.mpy; checked against the construct mapping and concrete reconstruction.	rule applyCmp(">=", I1:Int, I2:Int) => I1 >=Int I2
598	reference-semantics/semantics/int.k	MPY-INT	26	26	rule	-	ACCEPT_FIXED_USED	Unmodified supplied-semantics rule/declaration directly used by solution.mpy; checked against the construct mapping and concrete reconstruction.	rule applyCmp("==", I1:Int, I2:Int) => I1 ==Int I2
599	reference-semantics/semantics/int.k	MPY-INT	27	28	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule applyCmp("!=", I1:Int, I2:Int) => I1 =/=Int I2 endmodule
600	reference-semantics/semantics/iter.k	MPY-ITER	8	9	syntax	-	ACCEPT_FIXED_USED	Unmodified supplied-semantics rule/declaration directly used by solution.mpy; checked against the construct mapping and concrete reconstruction.	syntax KItem ::= #iterNext(Iterable) | "#iterDone" | #iterYield(Val, Iterable) endmodule
601	reference-semantics/semantics/list.k	MPY-LIST	9	9	rule	-	ACCEPT_FIXED_USED	Unmodified supplied-semantics rule/declaration directly used by solution.mpy; checked against the construct mapping and concrete reconstruction.	rule <k> #iterNext(list(.ValSeq)) => #iterDone ... </k>
602	reference-semantics/semantics/list.k	MPY-LIST	10	10	rule	-	ACCEPT_FIXED_USED	Unmodified supplied-semantics rule/declaration directly used by solution.mpy; checked against the construct mapping and concrete reconstruction.	rule <k> #iterNext(list(vCons(V:Val, R:ValSeq))) => #iterYield(V, list(R)) ... </k>
603	reference-semantics/semantics/list.k	MPY-LIST	13	13	syntax	-	ACCEPT_FIXED_USED	Unmodified supplied-semantics rule/declaration directly used by solution.mpy; checked against the construct mapping and concrete reconstruction.	syntax ApplyK ::= "toList"
604	reference-semantics/semantics/list.k	MPY-LIST	14	14	rule	-	ACCEPT_FIXED_USED	Unmodified supplied-semantics rule/declaration directly used by solution.mpy; checked against the construct mapping and concrete reconstruction.	rule <k> ListExpr(ES:Exprs) => #evalArgs(ES, .Vals, toList) ... </k>
605	reference-semantics/semantics/list.k	MPY-LIST	15	15	rule	-	ACCEPT_FIXED_USED	Unmodified supplied-semantics rule/declaration directly used by solution.mpy; checked against the construct mapping and concrete reconstruction.	rule <k> #applyK(toList, ACC:Vals) => #alloc(list(vals2valSeq(ACC))) ... </k>
606	reference-semantics/semantics/list.k	MPY-LIST	18	18	syntax	function,total	ACCEPT_FIXED_USED	Unmodified supplied-semantics rule/declaration directly used by solution.mpy; checked against the construct mapping and concrete reconstruction.	syntax ValSeq ::= valSeqConcat(ValSeq, ValSeq) [function, total]
607	reference-semantics/semantics/list.k	MPY-LIST	19	19	rule	-	ACCEPT_FIXED_USED	Unmodified supplied-semantics rule/declaration directly used by solution.mpy; checked against the construct mapping and concrete reconstruction.	rule valSeqConcat(.ValSeq, T:ValSeq) => T
608	reference-semantics/semantics/list.k	MPY-LIST	20	20	rule	-	ACCEPT_FIXED_USED	Unmodified supplied-semantics rule/declaration directly used by solution.mpy; checked against the construct mapping and concrete reconstruction.	rule valSeqConcat(vCons(V:Val, S:ValSeq), T:ValSeq) => vCons(V, valSeqConcat(S, T))
609	reference-semantics/semantics/list.k	MPY-LIST	24	25	rule	priority	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule <k> BinOp("+", list(A:ValSeq), list(B:ValSeq)) => #alloc(list(valSeqConcat(A, B))) ... </k> [priority(45)]
610	reference-semantics/semantics/list.k	MPY-LIST	27	27	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule applyCmp("==", list(A:ValSeq), list(B:ValSeq)) => A ==K B
611	reference-semantics/semantics/list.k	MPY-LIST	28	28	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule applyCmp("!=", list(A:ValSeq), list(B:ValSeq)) => notBool (A ==K B)
612	reference-semantics/semantics/list.k	MPY-LIST	33	33	syntax	function,total	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	syntax Bool ::= hasRefVS(ValSeq) [function, total]
613	reference-semantics/semantics/list.k	MPY-LIST	34	34	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule hasRefVS(.ValSeq) => false
614	reference-semantics/semantics/list.k	MPY-LIST	35	35	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule hasRefVS(vCons(V:Val, R:ValSeq)) => isRefV(V) orBool hasRefVS(R)
615	reference-semantics/semantics/list.k	MPY-LIST	37	38	syntax	function	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	syntax Bool ::= deepEqVS(ValSeq, ValSeq, Map) [function] | deepEqV(Val, Val, Map) [function]
