origin	path	start	end	kind	flags	exact_source_block
trusted-supplied	/reference/reference-semantics/semantics/core.k	7	7	imports	-	  imports STRING
trusted-supplied	/reference/reference-semantics/semantics/core.k	8	8	imports	-	  imports MAP
trusted-supplied	/reference/reference-semantics/semantics/core.k	9	9	imports	-	  imports LIST
trusted-supplied	/reference/reference-semantics/semantics/core.k	10	10	imports	-	  imports K-EQUAL
trusted-supplied	/reference/reference-semantics/semantics/core.k	13	13	syntax	-	  syntax IntSeq ::= ".IntSeq" | iCons(Int, IntSeq)
trusted-supplied	/reference/reference-semantics/semantics/core.k	14	14	syntax	-	  syntax ValSeq ::= ".ValSeq" | vCons(Val, ValSeq)
trusted-supplied	/reference/reference-semantics/semantics/core.k	15	15	syntax	-	  syntax Str    ::= str(IntSeq)
trusted-supplied	/reference/reference-semantics/semantics/core.k	18	23	syntax	-	  syntax Iterable ::= list(ValSeq)\n                    | tuple(ValSeq)\n                    | Str\n                    | rangeObj(Int, Int, Int)\n                    | zipObj(ValSeq, ValSeq)\n                    | zipObjS(IntSeq, IntSeq)
trusted-supplied	/reference/reference-semantics/semantics/core.k	25	34	syntax	function	  syntax Val      ::= Int\n                    | Bool\n                    | "noneV"\n                    | Iterable\n                    | ref(Int)          // a heap object: <heap> holds its list(VS)\n                    | cellRef(Int)      // a closure cell: <heap> holds cellV(V)\n                    | closureVal(ParamNames, Stmts, Int)\n                    | typeV(String)     // a type object (int/str), resolved from the builtins frame\n                    | builtinV(String)  // a builtin function, resolved like any name (LEGB fallthrough)\n                    | boundMethodV(Val, String)   // a cooled Attribute: obj.method
trusted-supplied	/reference/reference-semantics/semantics/core.k	36	36	syntax	-	  syntax Parent   ::= "root" | parent(Int)
trusted-supplied	/reference/reference-semantics/semantics/core.k	37	37	syntax	-	  syntax Scope    ::= scope(Map, Parent)
trusted-supplied	/reference/reference-semantics/semantics/core.k	38	38	syntax	-	  syntax KResult  ::= Val
trusted-supplied	/reference/reference-semantics/semantics/core.k	39	39	syntax	-	  syntax Expr     ::= Val   // cooling puts results back into expression holes
trusted-supplied	/reference/reference-semantics/semantics/core.k	40	40	syntax	-	  syntax Vals     ::= List{Val, ","}
trusted-supplied	/reference/reference-semantics/semantics/core.k	41	41	syntax	-	  syntax Exc      ::= "NoExc" | "AssertionError"
trusted-supplied	/reference/reference-semantics/semantics/core.k	42	42	syntax	-	  syntax RetState ::= "noRet" | retV(Val)
trusted-supplied	/reference/reference-semantics/semantics/core.k	49	60	configuration	-	  configuration\n    <k>       #loadAll($PGM:Module) </k>\n    <env>     0 </env>\n    <scopes>   0     |-> scope(.Map, parent(-1))\n              -1    |-> builtinsScope </scopes>\n    <scopeLoc> 1 </scopeLoc>\n    <heap>    .Map </heap>\n    <heapLoc> 0 </heapLoc>\n    <stack>   .List </stack>\n    <ret>     noRet </ret>\n    <exc>     NoExc </exc>\n    <exit-code exit=""> 0 </exit-code>
trusted-supplied	/reference/reference-semantics/semantics/core.k	68	68	syntax	function,total	  syntax Bool ::= isRefV(Val) [function, total]
trusted-supplied	/reference/reference-semantics/semantics/core.k	69	69	rule	-	  rule isRefV(ref(_:Int)) => true
trusted-supplied	/reference/reference-semantics/semantics/core.k	70	70	rule	owise	  rule isRefV(_:Val)      => false [owise]
trusted-supplied	/reference/reference-semantics/semantics/core.k	75	75	syntax	-	  syntax HeapVal ::= cellV(Val)
trusted-supplied	/reference/reference-semantics/semantics/core.k	76	76	syntax	function,total	  syntax Bool ::= isCellRef(Val) [function, total]
trusted-supplied	/reference/reference-semantics/semantics/core.k	77	77	rule	-	  rule isCellRef(cellRef(_:Int)) => true
trusted-supplied	/reference/reference-semantics/semantics/core.k	78	78	rule	owise	  rule isCellRef(_:Val)          => false [owise]
trusted-supplied	/reference/reference-semantics/semantics/core.k	85	88	rule	-	  rule <k> cellRef(H:Int) => V ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map, _) ... </scopes>\n       <heap> ... H |-> cellV(V:Val) ... </heap>
trusted-supplied	/reference/reference-semantics/semantics/core.k	89	90	requires	priority	       requires "$cells" in_keys(M)\n       [priority(40)]
trusted-supplied	/reference/reference-semantics/semantics/core.k	95	95	syntax	-	  syntax Val ::= kwV(String, Val)
trusted-supplied	/reference/reference-semantics/semantics/core.k	96	96	syntax	-	  syntax KItem ::= #kwTag(String)
trusted-supplied	/reference/reference-semantics/semantics/core.k	97	97	rule	-	  rule <k> KwArg(N:String, E:Expr) => E ~> #kwTag(N) ... </k>
trusted-supplied	/reference/reference-semantics/semantics/core.k	98	99	rule	-	  rule <k> V:Val ~> #kwTag(N:String) => kwV(N, V) ... </k>\n       requires notBool isKwV(V)
trusted-supplied	/reference/reference-semantics/semantics/core.k	100	100	syntax	function,total	  syntax Bool ::= isKwV(Val) [function, total]
trusted-supplied	/reference/reference-semantics/semantics/core.k	101	101	rule	-	  rule isKwV(kwV(_:String, _:Val)) => true
trusted-supplied	/reference/reference-semantics/semantics/core.k	102	102	rule	owise	  rule isKwV(_:Val)                => false [owise]
trusted-supplied	/reference/reference-semantics/semantics/core.k	106	106	syntax	-	  syntax Val ::= cellsMark(ParamNames)
trusted-supplied	/reference/reference-semantics/semantics/core.k	107	107	syntax	function	  syntax ParamNames ::= cellsOf(Val) [function]
trusted-supplied	/reference/reference-semantics/semantics/core.k	108	108	rule	-	  rule cellsOf(cellsMark(CVS:ParamNames)) => CVS
trusted-supplied	/reference/reference-semantics/semantics/core.k	109	109	syntax	function,total	  syntax Bool ::= pnMember(String, ParamNames) [function, total]
trusted-supplied	/reference/reference-semantics/semantics/core.k	110	110	rule	-	  rule pnMember(_:String, .ParamNames) => false
trusted-supplied	/reference/reference-semantics/semantics/core.k	111	111	rule	-	  rule pnMember(X:String, (P:String, R:ParamNames)) => X ==String P orBool pnMember(X, R)
trusted-supplied	/reference/reference-semantics/semantics/core.k	113	113	syntax	-	  syntax KItem ::= #cellW(Val, Val)
trusted-supplied	/reference/reference-semantics/semantics/core.k	114	115	rule	-	  rule <k> #cellW(cellRef(H:Int), V:Val) => .K ... </k>\n       <heap> ... H |-> cellV(_:Val => V) ... </heap>
trusted-supplied	/reference/reference-semantics/semantics/core.k	117	117	syntax	-	  syntax KItem ::= #alloc(Val)
trusted-supplied	/reference/reference-semantics/semantics/core.k	118	121	rule	-	  rule <k> #alloc(V:Val) => ref(N) ... </k>\n       <heap>    H:Map => (N |-> V) H </heap>\n       <heapLoc> N:Int => N +Int 1 </heapLoc>\n       requires notBool N in_keys(H)
trusted-supplied	/reference/reference-semantics/semantics/core.k	124	124	syntax	-	  syntax KItem ::= #loadAll(Module)
trusted-supplied	/reference/reference-semantics/semantics/core.k	125	125	rule	-	  rule <k> #loadAll(Module(SS:Stmts)) => SS ... </k>
trusted-supplied	/reference/reference-semantics/semantics/core.k	126	126	rule	-	  rule <k> (S:Stmt SS:Stmts):Stmts => S ~> SS ... </k>
trusted-supplied	/reference/reference-semantics/semantics/core.k	127	127	rule	-	  rule <k> .Stmts => .K ... </k>
trusted-supplied	/reference/reference-semantics/semantics/core.k	130	130	syntax	-	  syntax KItem ::= #look(String, Int)
trusted-supplied	/reference/reference-semantics/semantics/core.k	131	131	rule	-	  rule <k> Name(X:String) => #look(X, L) ... </k> <env> L:Int </env>
trusted-supplied	/reference/reference-semantics/semantics/core.k	132	134	rule	-	  rule <k> #look(X:String, L:Int) => {M[X]}:>Val ... </k>\n       <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes>\n       requires X in_keys(M)
trusted-supplied	/reference/reference-semantics/semantics/core.k	145	151	rule	priority	  rule <k> #look(X:String, L:Int) => V ... </k>\n       <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes>\n       <heap> ... H |-> cellV(V:Val) ... </heap>\n       requires X in_keys(M) andBool "$cells" in_keys(M)\n        andBool pnMember(X, cellsOf({M["$cells"]}:>Val))\n        andBool {M[X]}:>Val ==K cellRef(H)\n       [priority(40)]
trusted-supplied	/reference/reference-semantics/semantics/core.k	152	154	rule	-	  rule <k> #look(X:String, L:Int) => #look(X, P) ... </k>\n       <scopes> ... L |-> scope(M:Map, parent(P:Int)) ... </scopes>\n       requires notBool (X in_keys(M))
trusted-supplied	/reference/reference-semantics/semantics/core.k	157	157	syntax	function,total	  syntax Scope ::= "builtinsScope" [function, total]
trusted-supplied	/reference/reference-semantics/semantics/core.k	158	181	rule	-	  rule builtinsScope\n    => scope(.Map [ "len"    <- builtinV("len")    ]\n                  [ "set"    <- builtinV("set")    ]\n                  [ "sum"    <- builtinV("sum")    ]\n                  [ "abs"    <- builtinV("abs")    ]\n                  [ "min"    <- builtinV("min")    ]\n                  [ "max"    <- builtinV("max")    ]\n                  [ "ord"    <- builtinV("ord")    ]\n                  [ "chr"    <- builtinV("chr")    ]\n                  [ "range"  <- builtinV("range")  ]\n                  [ "all"    <- builtinV("all")    ]\n                  [ "any"    <- builtinV("any")    ]\n                  [ "zip"    <- builtinV("zip")    ]\n                  [ "isinstance" <- builtinV("isinstance") ]\n                  [ "sorted" <- builtinV("sorted") ]\n                  [ "list"   <- builtinV("list")   ]\n                  [ "round"  <- builtinV("round")  ]\n                  [ "bin"    <- builtinV("bin")    ]\n                  [ "enumerate" <- builtinV("enumerate") ]\n                  [ "map"    <- builtinV("map")    ]\n                  [ "eval"   <- builtinV("eval")   ]\n                  [ "int"    <- typeV("int")       ]\n                  [ "str"    <- typeV("str")       ]\n                  [ "float"  <- typeV("float")     ], root)
trusted-supplied	/reference/reference-semantics/semantics/core.k	185	185	syntax	-	  syntax ApplyK ::= toCall(Val)
trusted-supplied	/reference/reference-semantics/semantics/core.k	186	188	syntax	-	  syntax KItem  ::= #evalArgs(Exprs, Vals, ApplyK)\n                  | #evalArgCont(Exprs, Vals, ApplyK)\n                  | #applyK(ApplyK, Vals)
trusted-supplied	/reference/reference-semantics/semantics/core.k	189	189	rule	-	  rule <k> #evalArgs((A:Expr, REST:Exprs), ACC:Vals, K:ApplyK) => A ~> #evalArgCont(REST, ACC, K) ... </k>
trusted-supplied	/reference/reference-semantics/semantics/core.k	190	190	rule	-	  rule <k> V:Val ~> #evalArgCont(REST:Exprs, ACC:Vals, K:ApplyK) => #evalArgs(REST, appendVal(ACC, V), K) ... </k>
trusted-supplied	/reference/reference-semantics/semantics/core.k	191	191	rule	-	  rule <k> #evalArgs(.Exprs, ACC:Vals, K:ApplyK) => #applyK(K, ACC) ... </k>
trusted-supplied	/reference/reference-semantics/semantics/core.k	194	194	rule	-	  rule <k> Int(I:Int)   => I ... </k>
trusted-supplied	/reference/reference-semantics/semantics/core.k	195	195	rule	-	  rule <k> Bool(B:Bool) => B ... </k>
trusted-supplied	/reference/reference-semantics/semantics/core.k	196	196	rule	-	  rule <k> NoneVal      => noneV ... </k>
trusted-supplied	/reference/reference-semantics/semantics/core.k	199	199	syntax	function	  syntax Bool ::= truthy(Val) [function]
trusted-supplied	/reference/reference-semantics/semantics/core.k	200	200	rule	-	  rule truthy(B:Bool)          => B
trusted-supplied	/reference/reference-semantics/semantics/core.k	201	201	rule	-	  rule truthy(noneV)           => false
trusted-supplied	/reference/reference-semantics/semantics/core.k	202	202	rule	-	  rule truthy(I:Int)           => I =/=Int 0
trusted-supplied	/reference/reference-semantics/semantics/core.k	203	203	rule	-	  rule truthy(str(S:IntSeq))   => notBool (S ==K .IntSeq)
trusted-supplied	/reference/reference-semantics/semantics/core.k	204	204	rule	-	  rule truthy(list(V:ValSeq))  => notBool (V ==K .ValSeq)
trusted-supplied	/reference/reference-semantics/semantics/core.k	205	205	rule	-	  rule truthy(tuple(V:ValSeq)) => notBool (V ==K .ValSeq)
trusted-supplied	/reference/reference-semantics/semantics/core.k	208	208	syntax	function	  syntax Val  ::= applyUn(String, Val) [function]
trusted-supplied	/reference/reference-semantics/semantics/core.k	209	209	syntax	function	  syntax Val  ::= applyBin(String, Val, Val) [function]
trusted-supplied	/reference/reference-semantics/semantics/core.k	210	210	syntax	function	  syntax Bool ::= applyCmp(String, Val, Val) [function]
trusted-supplied	/reference/reference-semantics/semantics/core.k	213	213	syntax	function,total	  syntax Vals ::= appendVal(Vals, Val) [function, total]
trusted-supplied	/reference/reference-semantics/semantics/core.k	214	214	rule	-	  rule appendVal(.Vals, V:Val)              => V , .Vals
trusted-supplied	/reference/reference-semantics/semantics/core.k	215	215	rule	-	  rule appendVal((V0:Val, VS:Vals), V:Val)  => V0 , appendVal(VS, V)
trusted-supplied	/reference/reference-semantics/semantics/core.k	217	217	syntax	function,total	  syntax ValSeq ::= vals2valSeq(Vals) [function, total]
trusted-supplied	/reference/reference-semantics/semantics/core.k	218	218	rule	-	  rule vals2valSeq(.Vals)            => .ValSeq
trusted-supplied	/reference/reference-semantics/semantics/core.k	219	219	rule	-	  rule vals2valSeq((V:Val, VS:Vals)) => vCons(V, vals2valSeq(VS))
trusted-supplied	/reference/reference-semantics/semantics/core.k	223	223	syntax	function,total	  syntax Int ::= vsLen(ValSeq) [function, total]
trusted-supplied	/reference/reference-semantics/semantics/core.k	224	224	rule	-	  rule vsLen(.ValSeq)                => 0
trusted-supplied	/reference/reference-semantics/semantics/core.k	225	225	rule	-	  rule vsLen(vCons(_:Val, S:ValSeq)) => 1 +Int vsLen(S)
trusted-supplied	/reference/reference-semantics/semantics/core.k	227	227	syntax	function,total	  syntax Int ::= isLen(IntSeq) [function, total]
trusted-supplied	/reference/reference-semantics/semantics/core.k	228	228	rule	-	  rule isLen(.IntSeq)                => 0
trusted-supplied	/reference/reference-semantics/semantics/core.k	229	229	rule	-	  rule isLen(iCons(_:Int, S:IntSeq)) => 1 +Int isLen(S)
trusted-supplied	/reference/reference-semantics/semantics/core.k	233	233	syntax	function,total	  syntax ValSeq ::= setVSAt(ValSeq, Int, Val) [function, total]
trusted-supplied	/reference/reference-semantics/semantics/core.k	234	234	rule	-	  rule setVSAt(.ValSeq, _:Int, _:Val)               => .ValSeq
trusted-supplied	/reference/reference-semantics/semantics/core.k	235	235	rule	-	  rule setVSAt(vCons(_:Val, S:ValSeq), 0, V:Val)    => vCons(V, S)
trusted-supplied	/reference/reference-semantics/semantics/core.k	236	237	rule	-	  rule setVSAt(vCons(W:Val, S:ValSeq), I:Int, V:Val) => vCons(W, setVSAt(S, I -Int 1, V))\n       requires I >Int 0
trusted-supplied	/reference/reference-semantics/semantics/core.k	238	239	rule	-	  rule setVSAt(VS:ValSeq, I:Int, _:Val)             => VS\n       requires I <Int 0
trusted-supplied	/reference/reference-semantics/semantics/core.k	240	240	endmodule	-	endmodule
trusted-supplied	/reference/reference-semantics/semantics/dict.k	13	13	module	-	module MPY-DICT
trusted-supplied	/reference/reference-semantics/semantics/dict.k	14	14	imports	-	  imports MPY-CORE
trusted-supplied	/reference/reference-semantics/semantics/dict.k	15	15	imports	-	  imports MPY-ITER
trusted-supplied	/reference/reference-semantics/semantics/dict.k	16	16	imports	-	  imports MPY-METHODS
trusted-supplied	/reference/reference-semantics/semantics/dict.k	17	17	imports	-	  imports MPY-LIST
trusted-supplied	/reference/reference-semantics/semantics/dict.k	20	20	syntax	-	  syntax Val ::= dictV(ValSeq, ValSeq)
trusted-supplied	/reference/reference-semantics/semantics/dict.k	23	25	syntax	-	  syntax KItem ::= #dictAcc(Entries, ValSeq, ValSeq)\n                 | #dictKey(Expr, Entries, ValSeq, ValSeq)\n                 | #dictVal(Val, Entries, ValSeq, ValSeq)
trusted-supplied	/reference/reference-semantics/semantics/dict.k	26	26	rule	-	  rule <k> DictExpr(ES:Entries) => #dictAcc(ES, .ValSeq, .ValSeq) ... </k>
trusted-supplied	/reference/reference-semantics/semantics/dict.k	27	27	rule	-	  rule <k> #dictAcc(.Entries, KS:ValSeq, VS:ValSeq) => dictV(KS, VS) ... </k>
trusted-supplied	/reference/reference-semantics/semantics/dict.k	28	29	rule	-	  rule <k> #dictAcc((Entry(K:Expr, V:Expr), REST:Entries), KS:ValSeq, VS:ValSeq)\n        => K ~> #dictKey(V, REST, KS, VS) ... </k>
trusted-supplied	/reference/reference-semantics/semantics/dict.k	30	31	rule	-	  rule <k> KV:Val ~> #dictKey(V:Expr, REST:Entries, KS:ValSeq, VS:ValSeq)\n        => V ~> #dictVal(KV, REST, KS, VS) ... </k>
trusted-supplied	/reference/reference-semantics/semantics/dict.k	32	33	rule	-	  rule <k> VV:Val ~> #dictVal(KV:Val, REST:Entries, KS:ValSeq, VS:ValSeq)\n        => #dictAcc(REST, dPutK(KS, KV), dPutV(KS, VS, KV, VV)) ... </k>
trusted-supplied	/reference/reference-semantics/semantics/dict.k	37	37	syntax	function,total	  syntax Bool ::= dHasKey(ValSeq, Val) [function, total]
trusted-supplied	/reference/reference-semantics/semantics/dict.k	38	38	rule	-	  rule dHasKey(.ValSeq, _:Val)                => false
trusted-supplied	/reference/reference-semantics/semantics/dict.k	39	39	rule	-	  rule dHasKey(vCons(A:Val, _:ValSeq), K:Val) => true          requires A ==K K
trusted-supplied	/reference/reference-semantics/semantics/dict.k	40	40	rule	-	  rule dHasKey(vCons(A:Val, R:ValSeq), K:Val) => dHasKey(R, K) requires notBool (A ==K K)
trusted-supplied	/reference/reference-semantics/semantics/dict.k	43	43	syntax	function,total	  syntax ValSeq ::= dPutK(ValSeq, Val) [function, total]
trusted-supplied	/reference/reference-semantics/semantics/dict.k	44	44	rule	-	  rule dPutK(KS:ValSeq, K:Val) => KS                                  requires dHasKey(KS, K)
trusted-supplied	/reference/reference-semantics/semantics/dict.k	45	45	rule	-	  rule dPutK(KS:ValSeq, K:Val) => valSeqConcat(KS, vCons(K, .ValSeq)) requires notBool dHasKey(KS, K)
trusted-supplied	/reference/reference-semantics/semantics/dict.k	49	49	syntax	function,total	  syntax ValSeq ::= dPutV(ValSeq, ValSeq, Val, Val) [function, total]
trusted-supplied	/reference/reference-semantics/semantics/dict.k	50	51	rule	-	  rule dPutV(vCons(A:Val, _:ValSeq), vCons(_:Val, VR:ValSeq), K:Val, V:Val)  => vCons(V, VR)\n       requires A ==K K
trusted-supplied	/reference/reference-semantics/semantics/dict.k	52	53	rule	-	  rule dPutV(vCons(A:Val, KR:ValSeq), vCons(B:Val, VR:ValSeq), K:Val, V:Val) => vCons(B, dPutV(KR, VR, K, V))\n       requires notBool (A ==K K)
trusted-supplied	/reference/reference-semantics/semantics/dict.k	54	54	rule	owise	  rule dPutV(_KS:ValSeq, VS:ValSeq, _K:Val, V:Val) => valSeqConcat(VS, vCons(V, .ValSeq)) [owise]
trusted-supplied	/reference/reference-semantics/semantics/dict.k	58	60	rule	priority	  rule <k> #applyK(toCall(boundMethodV(dictV(KS:ValSeq, _:ValSeq), "keys")), .Vals)\n        => #alloc(list(KS)) ... </k>\n       [priority(40)]
trusted-supplied	/reference/reference-semantics/semantics/dict.k	63	63	rule	-	  rule applyIndexD(dictV(KS:ValSeq, VS:ValSeq), K:Val) => dGet(KS, VS, K)
trusted-supplied	/reference/reference-semantics/semantics/dict.k	64	64	syntax	function	  syntax Val ::= applyIndexD(Val, Val) [function]
trusted-supplied	/reference/reference-semantics/semantics/dict.k	65	66	rule	priority	  rule <k> Subscript(dictV(KS:ValSeq, VS:ValSeq), K:Val) => applyIndexD(dictV(KS, VS), K) ... </k>\n       [priority(45)]
trusted-supplied	/reference/reference-semantics/semantics/dict.k	70	70	syntax	function	  syntax Val ::= dictSet(Val, Val, Val) [function]
trusted-supplied	/reference/reference-semantics/semantics/dict.k	71	71	rule	-	  rule dictSet(dictV(KS:ValSeq, VS:ValSeq), K:Val, V:Val) => dictV(dPutK(KS, K), dPutV(KS, VS, K, V))
trusted-supplied	/reference/reference-semantics/semantics/dict.k	76	76	syntax	-	  syntax KItem ::= #dsetK(String, Val)
trusted-supplied	/reference/reference-semantics/semantics/dict.k	77	77	rule	-	  rule <k> Assign(Subscript(Name(X:String), K:Expr), VV:Val) => K ~> #dsetK(X, VV) ... </k>
trusted-supplied	/reference/reference-semantics/semantics/dict.k	78	81	rule	-	  rule <k> KV:Val ~> #dsetK(X:String, VV:Val) => .K ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map => M [ X <- dictSet({M[X]}:>Val, KV, VV) ], _) ... </scopes>\n       requires X in_keys(M) andBool notBool isRefV({M[X]}:>Val)
trusted-supplied	/reference/reference-semantics/semantics/dict.k	82	85	rule	-	  rule <k> KV:Val ~> #dsetK(X:String, VV:Val) => #dsetV({M[X]}:>Val, KV, VV) ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map, _) ... </scopes>\n       requires X in_keys(M) andBool isRefV({M[X]}:>Val)
trusted-supplied	/reference/reference-semantics/semantics/dict.k	86	86	syntax	-	  syntax KItem ::= #dsetV(Val, Val, Val)
trusted-supplied	/reference/reference-semantics/semantics/dict.k	87	88	rule	-	  rule <k> #dsetV(ref(H:Int), I:Int, VV:Val) => .K ... </k>\n       <heap> ... H |-> list(VS:ValSeq => setVSAt(VS, normIdxD(I, vsLen(VS)), VV)) ... </heap>
trusted-supplied	/reference/reference-semantics/semantics/dict.k	90	90	syntax	function,total	  syntax Int ::= normIdxD(Int, Int) [function, total]
trusted-supplied	/reference/reference-semantics/semantics/dict.k	91	91	rule	-	  rule normIdxD(I:Int, LEN:Int) => I +Int LEN requires I  <Int 0
trusted-supplied	/reference/reference-semantics/semantics/dict.k	92	92	rule	-	  rule normIdxD(I:Int, _:Int)   => I          requires I >=Int 0
trusted-supplied	/reference/reference-semantics/semantics/dict.k	95	96	rule	-	  rule applyCmp("==", dictV(KS1:ValSeq, VS1:ValSeq), dictV(KS2:ValSeq, VS2:ValSeq))\n    => (vsLen(KS1) ==Int vsLen(KS2)) andBool dSubset(KS1, VS1, KS2, VS2)
trusted-supplied	/reference/reference-semantics/semantics/dict.k	97	97	syntax	function	  syntax Bool ::= dSubset(ValSeq, ValSeq, ValSeq, ValSeq) [function]
trusted-supplied	/reference/reference-semantics/semantics/dict.k	98	98	rule	-	  rule dSubset(.ValSeq, .ValSeq, _:ValSeq, _:ValSeq) => true
trusted-supplied	/reference/reference-semantics/semantics/dict.k	99	100	rule	-	  rule dSubset(vCons(K:Val, KR:ValSeq), vCons(V:Val, VR:ValSeq), KS2:ValSeq, VS2:ValSeq)\n    => dHasKey(KS2, K) andBool (dGet(KS2, VS2, K) ==K V) andBool dSubset(KR, VR, KS2, VS2)
trusted-supplied	/reference/reference-semantics/semantics/dict.k	101	101	syntax	function	  syntax Val ::= dGet(ValSeq, ValSeq, Val) [function]
trusted-supplied	/reference/reference-semantics/semantics/dict.k	102	102	rule	-	  rule dGet(vCons(A:Val, _:ValSeq), vCons(B:Val, _:ValSeq), K:Val) => B                requires A ==K K
trusted-supplied	/reference/reference-semantics/semantics/dict.k	103	103	rule	-	  rule dGet(vCons(A:Val, KR:ValSeq), vCons(_:Val, VR:ValSeq), K:Val) => dGet(KR, VR, K) requires notBool (A ==K K)
trusted-supplied	/reference/reference-semantics/semantics/dict.k	104	104	endmodule	-	endmodule
trusted-supplied	/reference/reference-semantics/semantics/float.k	14	14	module	-	module MPY-FLOAT
trusted-supplied	/reference/reference-semantics/semantics/float.k	15	15	imports	-	  imports MPY-OPERATORS
trusted-supplied	/reference/reference-semantics/semantics/float.k	16	16	imports	-	  imports MPY-BUILTINS
trusted-supplied	/reference/reference-semantics/semantics/float.k	17	17	imports	-	  imports FLOAT
trusted-supplied	/reference/reference-semantics/semantics/float.k	20	20	syntax	-	  syntax Val ::= Float
trusted-supplied	/reference/reference-semantics/semantics/float.k	21	21	rule	-	  rule <k> Float(F:Float) => F ... </k>
trusted-supplied	/reference/reference-semantics/semantics/float.k	24	24	syntax	function,total,symbol,no-evaluators	  syntax Float ::= intFloatDiv(Int, Float) [function, total, symbol(intFloatDiv), no-evaluators]
trusted-supplied	/reference/reference-semantics/semantics/float.k	25	25	rule	concrete	  rule intFloatDiv(I:Int, F:Float) => Int2Float(I, 53, 11) /Float F [concrete]
trusted-supplied	/reference/reference-semantics/semantics/float.k	27	27	rule	-	  rule applyBin("/", I:Int, F:Float) => intFloatDiv(I, F)
trusted-supplied	/reference/reference-semantics/semantics/float.k	30	30	syntax	function,total,symbol,no-evaluators	  syntax Float ::= divII(Int, Int) [function, total, symbol(divII), no-evaluators]
trusted-supplied	/reference/reference-semantics/semantics/float.k	31	31	rule	concrete	  rule divII(I1:Int, I2:Int) => Int2Float(I1, 53, 11) /Float Int2Float(I2, 53, 11) [concrete]
trusted-supplied	/reference/reference-semantics/semantics/float.k	32	32	rule	-	  rule applyBin("/", I1:Int, I2:Int) => divII(I1, I2)
trusted-supplied	/reference/reference-semantics/semantics/float.k	37	37	syntax	function,total,symbol,no-evaluators	  syntax Float ::= floatMod(Float, Float) [function, total, symbol(floatMod), no-evaluators]
trusted-supplied	/reference/reference-semantics/semantics/float.k	38	38	rule	concrete	  rule floatMod(F1:Float, F2:Float) => F1 -Float (floorFloat(F1 /Float F2) *Float F2) [concrete]
trusted-supplied	/reference/reference-semantics/semantics/float.k	39	39	rule	-	  rule applyBin("%", F1:Float, F2:Float) => floatMod(F1, F2)
trusted-supplied	/reference/reference-semantics/semantics/float.k	43	43	rule	-	  rule applyCmp("==", F1:Float, F2:Float) => F1 ==Float F2
trusted-supplied	/reference/reference-semantics/semantics/float.k	44	44	rule	-	  rule applyCmp("!=", F1:Float, F2:Float) => notBool (F1 ==Float F2)
trusted-supplied	/reference/reference-semantics/semantics/float.k	50	50	syntax	function,total,symbol,no-evaluators	  syntax Bool ::= floatLt(Float, Float) [function, total, symbol(floatLt), no-evaluators]
trusted-supplied	/reference/reference-semantics/semantics/float.k	51	51	rule	concrete	  rule floatLt(F1:Float, F2:Float) => F1 <Float F2 [concrete]
trusted-supplied	/reference/reference-semantics/semantics/float.k	52	52	rule	-	  rule applyCmp("<", F1:Float, F2:Float) => floatLt(F1, F2)
trusted-supplied	/reference/reference-semantics/semantics/float.k	54	54	syntax	function,total,symbol,no-evaluators	  syntax Float ::= absF(Float) [function, total, symbol(absF), no-evaluators]
trusted-supplied	/reference/reference-semantics/semantics/float.k	55	55	rule	concrete	  rule absF(F:Float) => absFloat(F) [concrete]
trusted-supplied	/reference/reference-semantics/semantics/float.k	56	56	rule	-	  rule applyBuiltin("abs", F:Float, .Vals) => absF(F)
trusted-supplied	/reference/reference-semantics/semantics/float.k	61	61	rule	-	  rule <k> Import(_:String) => .K ... </k>
trusted-supplied	/reference/reference-semantics/semantics/float.k	65	65	syntax	-	  syntax KItem ::= "#mathCeil"
trusted-supplied	/reference/reference-semantics/semantics/float.k	66	66	rule	priority	  rule <k> Call(Attribute(Name("math"), "ceil"), (E:Expr, .Exprs)) => E ~> #mathCeil ... </k> [priority(40)]
trusted-supplied	/reference/reference-semantics/semantics/float.k	67	67	rule	-	  rule <k> V:Val ~> #mathCeil => ceilF(V) ... </k>
trusted-supplied	/reference/reference-semantics/semantics/float.k	70	70	syntax	-	  syntax KItem ::= "#mathFloor"
trusted-supplied	/reference/reference-semantics/semantics/float.k	71	71	rule	priority	  rule <k> Call(Attribute(Name("math"), "floor"), (E:Expr, .Exprs)) => E ~> #mathFloor ... </k> [priority(40)]
trusted-supplied	/reference/reference-semantics/semantics/float.k	72	72	rule	-	  rule <k> V:Val ~> #mathFloor => floorFI(V) ... </k>
trusted-supplied	/reference/reference-semantics/semantics/float.k	73	73	syntax	function,total,symbol	  syntax Int ::= floorFI(Val) [function, total, symbol(floorFI)]
trusted-supplied	/reference/reference-semantics/semantics/float.k	74	74	rule	concrete	  rule floorFI(I:Int)   => I                        [concrete]
trusted-supplied	/reference/reference-semantics/semantics/float.k	75	75	rule	concrete	  rule floorFI(F:Float) => Float2Int(floorFloat(F)) [concrete]
