id	file	line	kind	attributes	source
K0385	/reference/reference-semantics/semantics/core.k	38	syntax	-	syntax KResult  ::= Val
K0386	/reference/reference-semantics/semantics/core.k	39	syntax	-	syntax Expr     ::= Val   // cooling puts results back into expression holes
K0387	/reference/reference-semantics/semantics/core.k	40	syntax	-	syntax Vals     ::= List{Val, ","}
K0388	/reference/reference-semantics/semantics/core.k	41	syntax	-	syntax Exc      ::= "NoExc" | "AssertionError"
K0389	/reference/reference-semantics/semantics/core.k	42	syntax	-	syntax RetState ::= "noRet" | retV(Val)
K0390	/reference/reference-semantics/semantics/core.k	49	configuration	-	configuration <k>       #loadAll($PGM:Module) </k> <env>     0 </env> <scopes>   0     |-> scope(.Map, parent(-1)) -1    |-> builtinsScope </scopes> <scopeLoc> 1 </scopeLoc> <heap>    .Map </heap> <heapLoc> 0 </heapLoc> <stack>   .List </stack> <ret>     noRet </ret> <exc>     NoExc </exc> <exit-code exit=""> 0 </exit-code>
K0391	/reference/reference-semantics/semantics/core.k	68	syntax	function,total	syntax Bool ::= isRefV(Val) [function, total]
K0392	/reference/reference-semantics/semantics/core.k	69	rule	-	rule isRefV(ref(_:Int)) => true
K0393	/reference/reference-semantics/semantics/core.k	70	rule	owise	rule isRefV(_:Val)      => false [owise]
K0394	/reference/reference-semantics/semantics/core.k	75	syntax	-	syntax HeapVal ::= cellV(Val)
K0395	/reference/reference-semantics/semantics/core.k	76	syntax	function,total	syntax Bool ::= isCellRef(Val) [function, total]
K0396	/reference/reference-semantics/semantics/core.k	77	rule	-	rule isCellRef(cellRef(_:Int)) => true
K0397	/reference/reference-semantics/semantics/core.k	78	rule	owise	rule isCellRef(_:Val)          => false [owise]
K0398	/reference/reference-semantics/semantics/core.k	85	rule	priority	rule <k> cellRef(H:Int) => V ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires "$cells" in_keys(M) [priority(40)]
K0399	/reference/reference-semantics/semantics/core.k	95	syntax	-	syntax Val ::= kwV(String, Val)
K0400	/reference/reference-semantics/semantics/core.k	96	syntax	-	syntax KItem ::= #kwTag(String)
K0401	/reference/reference-semantics/semantics/core.k	97	rule	-	rule <k> KwArg(N:String, E:Expr) => E ~> #kwTag(N) ... </k>
K0402	/reference/reference-semantics/semantics/core.k	98	rule	-	rule <k> V:Val ~> #kwTag(N:String) => kwV(N, V) ... </k> requires notBool isKwV(V)
K0403	/reference/reference-semantics/semantics/core.k	100	syntax	function,total	syntax Bool ::= isKwV(Val) [function, total]
K0404	/reference/reference-semantics/semantics/core.k	101	rule	-	rule isKwV(kwV(_:String, _:Val)) => true
K0405	/reference/reference-semantics/semantics/core.k	102	rule	owise	rule isKwV(_:Val)                => false [owise]
K0406	/reference/reference-semantics/semantics/core.k	106	syntax	-	syntax Val ::= cellsMark(ParamNames)
K0407	/reference/reference-semantics/semantics/core.k	107	syntax	function	syntax ParamNames ::= cellsOf(Val) [function]
K0408	/reference/reference-semantics/semantics/core.k	108	rule	-	rule cellsOf(cellsMark(CVS:ParamNames)) => CVS
K0409	/reference/reference-semantics/semantics/core.k	109	syntax	function,total	syntax Bool ::= pnMember(String, ParamNames) [function, total]
K0410	/reference/reference-semantics/semantics/core.k	110	rule	-	rule pnMember(_:String, .ParamNames) => false
K0411	/reference/reference-semantics/semantics/core.k	111	rule	-	rule pnMember(X:String, (P:String, R:ParamNames)) => X ==String P orBool pnMember(X, R)
K0412	/reference/reference-semantics/semantics/core.k	113	syntax	-	syntax KItem ::= #cellW(Val, Val)
K0413	/reference/reference-semantics/semantics/core.k	114	rule	-	rule <k> #cellW(cellRef(H:Int), V:Val) => .K ... </k> <heap> ... H |-> cellV(_:Val => V) ... </heap>
K0414	/reference/reference-semantics/semantics/core.k	117	syntax	-	syntax KItem ::= #alloc(Val)
K0415	/reference/reference-semantics/semantics/core.k	118	rule	-	rule <k> #alloc(V:Val) => ref(N) ... </k> <heap>    H:Map => (N |-> V) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc> requires notBool N in_keys(H)
K0416	/reference/reference-semantics/semantics/core.k	124	syntax	-	syntax KItem ::= #loadAll(Module)
K0417	/reference/reference-semantics/semantics/core.k	125	rule	-	rule <k> #loadAll(Module(SS:Stmts)) => SS ... </k>
K0418	/reference/reference-semantics/semantics/core.k	126	rule	-	rule <k> (S:Stmt SS:Stmts):Stmts => S ~> SS ... </k>
K0419	/reference/reference-semantics/semantics/core.k	127	rule	-	rule <k> .Stmts => .K ... </k>
K0420	/reference/reference-semantics/semantics/core.k	130	syntax	-	syntax KItem ::= #look(String, Int)
K0421	/reference/reference-semantics/semantics/core.k	131	rule	-	rule <k> Name(X:String) => #look(X, L) ... </k> <env> L:Int </env>
K0422	/reference/reference-semantics/semantics/core.k	132	rule	-	rule <k> #look(X:String, L:Int) => {M[X]}:>Val ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> requires X in_keys(M)
K0423	/reference/reference-semantics/semantics/core.k	145	rule	priority	rule <k> #look(X:String, L:Int) => V ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires X in_keys(M) andBool "$cells" in_keys(M) andBool pnMember(X, cellsOf({M["$cells"]}:>Val)) andBool {M[X]}:>Val ==K cellRef(H) [priority(40)]
K0424	/reference/reference-semantics/semantics/core.k	152	rule	-	rule <k> #look(X:String, L:Int) => #look(X, P) ... </k> <scopes> ... L |-> scope(M:Map, parent(P:Int)) ... </scopes> requires notBool (X in_keys(M))
K0425	/reference/reference-semantics/semantics/core.k	157	syntax	function,total	syntax Scope ::= "builtinsScope" [function, total]
K0426	/reference/reference-semantics/semantics/core.k	158	rule	-	rule builtinsScope => scope(.Map [ "len"    <- builtinV("len")    ] [ "set"    <- builtinV("set")    ] [ "sum"    <- builtinV("sum")    ] [ "abs"    <- builtinV("abs")    ] [ "min"    <- builtinV("min")    ] [ "max"    <- builtinV("max")    ] [ "ord"    <- builtinV("ord")    ] [ "chr"    <- builtinV("chr")    ] [ "range"  <- builtinV("range")  ] [ "all"    <- builtinV("all")    ] [ "any"    <- builtinV("any")    ] [ "zip"    <- builtinV("zip")    ] [ "isinstance" <- builtinV("isinstance") ] [ "sorted" <- builtinV("sorted") ] [ "list"   <- builtinV("list")   ] [ "round"  <- builtinV("round")  ] [ "bin"    <- builtinV("bin")    ] [ "enumerate" <- builtinV("enumerate") ] [ "map"    <- builtinV("map")    ] [ "eval"   <- builtinV("eval")   ] [ "int"    <- typeV("int")       ] [ "str"    <- typeV("str")       ] [ "float"  <- typeV("float")     ], root)
K0427	/reference/reference-semantics/semantics/core.k	185	syntax	-	syntax ApplyK ::= toCall(Val)
K0428	/reference/reference-semantics/semantics/core.k	186	syntax	-	syntax KItem  ::= #evalArgs(Exprs, Vals, ApplyK) | #evalArgCont(Exprs, Vals, ApplyK) | #applyK(ApplyK, Vals)
K0429	/reference/reference-semantics/semantics/core.k	189	rule	-	rule <k> #evalArgs((A:Expr, REST:Exprs), ACC:Vals, K:ApplyK) => A ~> #evalArgCont(REST, ACC, K) ... </k>
K0430	/reference/reference-semantics/semantics/core.k	190	rule	-	rule <k> V:Val ~> #evalArgCont(REST:Exprs, ACC:Vals, K:ApplyK) => #evalArgs(REST, appendVal(ACC, V), K) ... </k>
K0431	/reference/reference-semantics/semantics/core.k	191	rule	-	rule <k> #evalArgs(.Exprs, ACC:Vals, K:ApplyK) => #applyK(K, ACC) ... </k>
K0432	/reference/reference-semantics/semantics/core.k	194	rule	-	rule <k> Int(I:Int)   => I ... </k>
K0433	/reference/reference-semantics/semantics/core.k	195	rule	-	rule <k> Bool(B:Bool) => B ... </k>
K0434	/reference/reference-semantics/semantics/core.k	196	rule	-	rule <k> NoneVal      => noneV ... </k>
K0435	/reference/reference-semantics/semantics/core.k	199	syntax	function	syntax Bool ::= truthy(Val) [function]
K0436	/reference/reference-semantics/semantics/core.k	200	rule	-	rule truthy(B:Bool)          => B
K0437	/reference/reference-semantics/semantics/core.k	201	rule	-	rule truthy(noneV)           => false
K0438	/reference/reference-semantics/semantics/core.k	202	rule	-	rule truthy(I:Int)           => I =/=Int 0
K0439	/reference/reference-semantics/semantics/core.k	203	rule	-	rule truthy(str(S:IntSeq))   => notBool (S ==K .IntSeq)
K0440	/reference/reference-semantics/semantics/core.k	204	rule	-	rule truthy(list(V:ValSeq))  => notBool (V ==K .ValSeq)
K0441	/reference/reference-semantics/semantics/core.k	205	rule	-	rule truthy(tuple(V:ValSeq)) => notBool (V ==K .ValSeq)
K0442	/reference/reference-semantics/semantics/core.k	208	syntax	function	syntax Val  ::= applyUn(String, Val) [function]
K0443	/reference/reference-semantics/semantics/core.k	209	syntax	function	syntax Val  ::= applyBin(String, Val, Val) [function]
K0444	/reference/reference-semantics/semantics/core.k	210	syntax	function	syntax Bool ::= applyCmp(String, Val, Val) [function]
K0445	/reference/reference-semantics/semantics/core.k	213	syntax	function,total	syntax Vals ::= appendVal(Vals, Val) [function, total]
K0446	/reference/reference-semantics/semantics/core.k	214	rule	-	rule appendVal(.Vals, V:Val)              => V , .Vals
K0447	/reference/reference-semantics/semantics/core.k	215	rule	-	rule appendVal((V0:Val, VS:Vals), V:Val)  => V0 , appendVal(VS, V)
K0448	/reference/reference-semantics/semantics/core.k	217	syntax	function,total	syntax ValSeq ::= vals2valSeq(Vals) [function, total]
K0449	/reference/reference-semantics/semantics/core.k	218	rule	-	rule vals2valSeq(.Vals)            => .ValSeq
K0450	/reference/reference-semantics/semantics/core.k	219	rule	-	rule vals2valSeq((V:Val, VS:Vals)) => vCons(V, vals2valSeq(VS))
K0451	/reference/reference-semantics/semantics/core.k	223	syntax	function,total	syntax Int ::= vsLen(ValSeq) [function, total]
K0452	/reference/reference-semantics/semantics/core.k	224	rule	-	rule vsLen(.ValSeq)                => 0
K0453	/reference/reference-semantics/semantics/core.k	225	rule	-	rule vsLen(vCons(_:Val, S:ValSeq)) => 1 +Int vsLen(S)
K0454	/reference/reference-semantics/semantics/core.k	227	syntax	function,total	syntax Int ::= isLen(IntSeq) [function, total]
K0455	/reference/reference-semantics/semantics/core.k	228	rule	-	rule isLen(.IntSeq)                => 0
K0456	/reference/reference-semantics/semantics/core.k	229	rule	-	rule isLen(iCons(_:Int, S:IntSeq)) => 1 +Int isLen(S)
K0457	/reference/reference-semantics/semantics/core.k	233	syntax	function,total	syntax ValSeq ::= setVSAt(ValSeq, Int, Val) [function, total]
K0458	/reference/reference-semantics/semantics/core.k	234	rule	-	rule setVSAt(.ValSeq, _:Int, _:Val)               => .ValSeq
K0459	/reference/reference-semantics/semantics/core.k	235	rule	-	rule setVSAt(vCons(_:Val, S:ValSeq), 0, V:Val)    => vCons(V, S)
K0460	/reference/reference-semantics/semantics/core.k	236	rule	-	rule setVSAt(vCons(W:Val, S:ValSeq), I:Int, V:Val) => vCons(W, setVSAt(S, I -Int 1, V)) requires I >Int 0
K0461	/reference/reference-semantics/semantics/core.k	238	rule	-	rule setVSAt(VS:ValSeq, I:Int, _:Val)             => VS requires I <Int 0
K0462	/reference/reference-semantics/semantics/core.k	240	endmodule	-	endmodule
K0463	/reference/reference-semantics/semantics/dict.k	13	module	-	module MPY-DICT
K0464	/reference/reference-semantics/semantics/dict.k	14	imports	-	imports MPY-CORE
K0465	/reference/reference-semantics/semantics/dict.k	15	imports	-	imports MPY-ITER
K0466	/reference/reference-semantics/semantics/dict.k	16	imports	-	imports MPY-METHODS
K0467	/reference/reference-semantics/semantics/dict.k	17	imports	-	imports MPY-LIST
K0468	/reference/reference-semantics/semantics/dict.k	20	syntax	-	syntax Val ::= dictV(ValSeq, ValSeq)
K0469	/reference/reference-semantics/semantics/dict.k	23	syntax	-	syntax KItem ::= #dictAcc(Entries, ValSeq, ValSeq) | #dictKey(Expr, Entries, ValSeq, ValSeq) | #dictVal(Val, Entries, ValSeq, ValSeq)
K0470	/reference/reference-semantics/semantics/dict.k	26	rule	-	rule <k> DictExpr(ES:Entries) => #dictAcc(ES, .ValSeq, .ValSeq) ... </k>
K0471	/reference/reference-semantics/semantics/dict.k	27	rule	-	rule <k> #dictAcc(.Entries, KS:ValSeq, VS:ValSeq) => dictV(KS, VS) ... </k>
K0472	/reference/reference-semantics/semantics/dict.k	28	rule	-	rule <k> #dictAcc((Entry(K:Expr, V:Expr), REST:Entries), KS:ValSeq, VS:ValSeq) => K ~> #dictKey(V, REST, KS, VS) ... </k>
K0473	/reference/reference-semantics/semantics/dict.k	30	rule	-	rule <k> KV:Val ~> #dictKey(V:Expr, REST:Entries, KS:ValSeq, VS:ValSeq) => V ~> #dictVal(KV, REST, KS, VS) ... </k>
K0474	/reference/reference-semantics/semantics/dict.k	32	rule	-	rule <k> VV:Val ~> #dictVal(KV:Val, REST:Entries, KS:ValSeq, VS:ValSeq) => #dictAcc(REST, dPutK(KS, KV), dPutV(KS, VS, KV, VV)) ... </k>
K0475	/reference/reference-semantics/semantics/dict.k	37	syntax	function,total	syntax Bool ::= dHasKey(ValSeq, Val) [function, total]
K0476	/reference/reference-semantics/semantics/dict.k	38	rule	-	rule dHasKey(.ValSeq, _:Val)                => false
K0477	/reference/reference-semantics/semantics/dict.k	39	rule	-	rule dHasKey(vCons(A:Val, _:ValSeq), K:Val) => true          requires A ==K K
K0478	/reference/reference-semantics/semantics/dict.k	40	rule	-	rule dHasKey(vCons(A:Val, R:ValSeq), K:Val) => dHasKey(R, K) requires notBool (A ==K K)
K0479	/reference/reference-semantics/semantics/dict.k	43	syntax	function,total	syntax ValSeq ::= dPutK(ValSeq, Val) [function, total]
K0480	/reference/reference-semantics/semantics/dict.k	44	rule	-	rule dPutK(KS:ValSeq, K:Val) => KS                                  requires dHasKey(KS, K)
K0481	/reference/reference-semantics/semantics/dict.k	45	rule	-	rule dPutK(KS:ValSeq, K:Val) => valSeqConcat(KS, vCons(K, .ValSeq)) requires notBool dHasKey(KS, K)
K0482	/reference/reference-semantics/semantics/dict.k	49	syntax	function,total	syntax ValSeq ::= dPutV(ValSeq, ValSeq, Val, Val) [function, total]
K0483	/reference/reference-semantics/semantics/dict.k	50	rule	-	rule dPutV(vCons(A:Val, _:ValSeq), vCons(_:Val, VR:ValSeq), K:Val, V:Val)  => vCons(V, VR) requires A ==K K
K0484	/reference/reference-semantics/semantics/dict.k	52	rule	-	rule dPutV(vCons(A:Val, KR:ValSeq), vCons(B:Val, VR:ValSeq), K:Val, V:Val) => vCons(B, dPutV(KR, VR, K, V)) requires notBool (A ==K K)
K0485	/reference/reference-semantics/semantics/dict.k	54	rule	owise	rule dPutV(_KS:ValSeq, VS:ValSeq, _K:Val, V:Val) => valSeqConcat(VS, vCons(V, .ValSeq)) [owise]
K0486	/reference/reference-semantics/semantics/dict.k	58	rule	priority	rule <k> #applyK(toCall(boundMethodV(dictV(KS:ValSeq, _:ValSeq), "keys")), .Vals) => #alloc(list(KS)) ... </k> [priority(40)]
K0487	/reference/reference-semantics/semantics/dict.k	63	rule	-	rule applyIndexD(dictV(KS:ValSeq, VS:ValSeq), K:Val) => dGet(KS, VS, K)
K0488	/reference/reference-semantics/semantics/dict.k	64	syntax	function	syntax Val ::= applyIndexD(Val, Val) [function]
K0489	/reference/reference-semantics/semantics/dict.k	65	rule	priority	rule <k> Subscript(dictV(KS:ValSeq, VS:ValSeq), K:Val) => applyIndexD(dictV(KS, VS), K) ... </k> [priority(45)]
K0490	/reference/reference-semantics/semantics/dict.k	70	syntax	function	syntax Val ::= dictSet(Val, Val, Val) [function]
K0491	/reference/reference-semantics/semantics/dict.k	71	rule	-	rule dictSet(dictV(KS:ValSeq, VS:ValSeq), K:Val, V:Val) => dictV(dPutK(KS, K), dPutV(KS, VS, K, V))
K0492	/reference/reference-semantics/semantics/dict.k	76	syntax	-	syntax KItem ::= #dsetK(String, Val)
K0493	/reference/reference-semantics/semantics/dict.k	77	rule	-	rule <k> Assign(Subscript(Name(X:String), K:Expr), VV:Val) => K ~> #dsetK(X, VV) ... </k>
K0494	/reference/reference-semantics/semantics/dict.k	78	rule	-	rule <k> KV:Val ~> #dsetK(X:String, VV:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- dictSet({M[X]}:>Val, KV, VV) ], _) ... </scopes> requires X in_keys(M) andBool notBool isRefV({M[X]}:>Val)
K0495	/reference/reference-semantics/semantics/dict.k	82	rule	-	rule <k> KV:Val ~> #dsetK(X:String, VV:Val) => #dsetV({M[X]}:>Val, KV, VV) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires X in_keys(M) andBool isRefV({M[X]}:>Val)
K0496	/reference/reference-semantics/semantics/dict.k	86	syntax	-	syntax KItem ::= #dsetV(Val, Val, Val)
K0497	/reference/reference-semantics/semantics/dict.k	87	rule	-	rule <k> #dsetV(ref(H:Int), I:Int, VV:Val) => .K ... </k> <heap> ... H |-> list(VS:ValSeq => setVSAt(VS, normIdxD(I, vsLen(VS)), VV)) ... </heap>
K0498	/reference/reference-semantics/semantics/dict.k	90	syntax	function,total	syntax Int ::= normIdxD(Int, Int) [function, total]
K0499	/reference/reference-semantics/semantics/dict.k	91	rule	-	rule normIdxD(I:Int, LEN:Int) => I +Int LEN requires I  <Int 0
K0500	/reference/reference-semantics/semantics/dict.k	92	rule	-	rule normIdxD(I:Int, _:Int)   => I          requires I >=Int 0
K0501	/reference/reference-semantics/semantics/dict.k	95	rule	-	rule applyCmp("==", dictV(KS1:ValSeq, VS1:ValSeq), dictV(KS2:ValSeq, VS2:ValSeq)) => (vsLen(KS1) ==Int vsLen(KS2)) andBool dSubset(KS1, VS1, KS2, VS2)
K0502	/reference/reference-semantics/semantics/dict.k	97	syntax	function	syntax Bool ::= dSubset(ValSeq, ValSeq, ValSeq, ValSeq) [function]
K0503	/reference/reference-semantics/semantics/dict.k	98	rule	-	rule dSubset(.ValSeq, .ValSeq, _:ValSeq, _:ValSeq) => true
K0504	/reference/reference-semantics/semantics/dict.k	99	rule	-	rule dSubset(vCons(K:Val, KR:ValSeq), vCons(V:Val, VR:ValSeq), KS2:ValSeq, VS2:ValSeq) => dHasKey(KS2, K) andBool (dGet(KS2, VS2, K) ==K V) andBool dSubset(KR, VR, KS2, VS2)
K0505	/reference/reference-semantics/semantics/dict.k	101	syntax	function	syntax Val ::= dGet(ValSeq, ValSeq, Val) [function]
K0506	/reference/reference-semantics/semantics/dict.k	102	rule	-	rule dGet(vCons(A:Val, _:ValSeq), vCons(B:Val, _:ValSeq), K:Val) => B                requires A ==K K
K0507	/reference/reference-semantics/semantics/dict.k	103	rule	-	rule dGet(vCons(A:Val, KR:ValSeq), vCons(_:Val, VR:ValSeq), K:Val) => dGet(KR, VR, K) requires notBool (A ==K K)
K0508	/reference/reference-semantics/semantics/dict.k	104	endmodule	-	endmodule
K0509	/reference/reference-semantics/semantics/float.k	14	module	-	module MPY-FLOAT
K0510	/reference/reference-semantics/semantics/float.k	15	imports	-	imports MPY-OPERATORS
K0511	/reference/reference-semantics/semantics/float.k	16	imports	-	imports MPY-BUILTINS
K0512	/reference/reference-semantics/semantics/float.k	17	imports	-	imports FLOAT
K0513	/reference/reference-semantics/semantics/float.k	20	syntax	-	syntax Val ::= Float
K0514	/reference/reference-semantics/semantics/float.k	21	rule	-	rule <k> Float(F:Float) => F ... </k>
K0515	/reference/reference-semantics/semantics/float.k	24	syntax	function,total,no-evaluators,symbol	syntax Float ::= intFloatDiv(Int, Float) [function, total, symbol(intFloatDiv), no-evaluators]
K0516	/reference/reference-semantics/semantics/float.k	25	rule	concrete	rule intFloatDiv(I:Int, F:Float) => Int2Float(I, 53, 11) /Float F [concrete]
K0517	/reference/reference-semantics/semantics/float.k	27	rule	-	rule applyBin("/", I:Int, F:Float) => intFloatDiv(I, F)
K0518	/reference/reference-semantics/semantics/float.k	30	syntax	function,total,no-evaluators,symbol	syntax Float ::= divII(Int, Int) [function, total, symbol(divII), no-evaluators]
K0519	/reference/reference-semantics/semantics/float.k	31	rule	concrete	rule divII(I1:Int, I2:Int) => Int2Float(I1, 53, 11) /Float Int2Float(I2, 53, 11) [concrete]
K0520	/reference/reference-semantics/semantics/float.k	32	rule	-	rule applyBin("/", I1:Int, I2:Int) => divII(I1, I2)
K0521	/reference/reference-semantics/semantics/float.k	37	syntax	function,total,no-evaluators,symbol	syntax Float ::= floatMod(Float, Float) [function, total, symbol(floatMod), no-evaluators]
K0522	/reference/reference-semantics/semantics/float.k	38	rule	concrete	rule floatMod(F1:Float, F2:Float) => F1 -Float (floorFloat(F1 /Float F2) *Float F2) [concrete]
K0523	/reference/reference-semantics/semantics/float.k	39	rule	-	rule applyBin("%", F1:Float, F2:Float) => floatMod(F1, F2)
K0524	/reference/reference-semantics/semantics/float.k	43	rule	-	rule applyCmp("==", F1:Float, F2:Float) => F1 ==Float F2
K0525	/reference/reference-semantics/semantics/float.k	44	rule	-	rule applyCmp("!=", F1:Float, F2:Float) => notBool (F1 ==Float F2)
K0526	/reference/reference-semantics/semantics/float.k	50	syntax	function,total,no-evaluators,symbol	syntax Bool ::= floatLt(Float, Float) [function, total, symbol(floatLt), no-evaluators]
K0527	/reference/reference-semantics/semantics/float.k	51	rule	concrete	rule floatLt(F1:Float, F2:Float) => F1 <Float F2 [concrete]
K0528	/reference/reference-semantics/semantics/float.k	52	rule	-	rule applyCmp("<", F1:Float, F2:Float) => floatLt(F1, F2)
K0529	/reference/reference-semantics/semantics/float.k	54	syntax	function,total,no-evaluators,symbol	syntax Float ::= absF(Float) [function, total, symbol(absF), no-evaluators]
K0530	/reference/reference-semantics/semantics/float.k	55	rule	concrete	rule absF(F:Float) => absFloat(F) [concrete]
K0531	/reference/reference-semantics/semantics/float.k	56	rule	-	rule applyBuiltin("abs", F:Float, .Vals) => absF(F)
K0532	/reference/reference-semantics/semantics/float.k	61	rule	-	rule <k> Import(_:String) => .K ... </k>
K0533	/reference/reference-semantics/semantics/float.k	65	syntax	-	syntax KItem ::= "#mathCeil"
K0534	/reference/reference-semantics/semantics/float.k	66	rule	priority	rule <k> Call(Attribute(Name("math"), "ceil"), (E:Expr, .Exprs)) => E ~> #mathCeil ... </k> [priority(40)]
K0535	/reference/reference-semantics/semantics/float.k	67	rule	-	rule <k> V:Val ~> #mathCeil => ceilF(V) ... </k>
K0536	/reference/reference-semantics/semantics/float.k	70	syntax	-	syntax KItem ::= "#mathFloor"
K0537	/reference/reference-semantics/semantics/float.k	71	rule	priority	rule <k> Call(Attribute(Name("math"), "floor"), (E:Expr, .Exprs)) => E ~> #mathFloor ... </k> [priority(40)]
K0538	/reference/reference-semantics/semantics/float.k	72	rule	-	rule <k> V:Val ~> #mathFloor => floorFI(V) ... </k>
K0539	/reference/reference-semantics/semantics/float.k	73	syntax	function,total,symbol	syntax Int ::= floorFI(Val) [function, total, symbol(floorFI)]
K0540	/reference/reference-semantics/semantics/float.k	74	rule	concrete	rule floorFI(I:Int)   => I                        [concrete]
K0541	/reference/reference-semantics/semantics/float.k	75	rule	concrete	rule floorFI(F:Float) => Float2Int(floorFloat(F)) [concrete]
K0542	/reference/reference-semantics/semantics/float.k	78	rule	-	rule applyBuiltin("floor", V:Val, .Vals) => floorFI(V)
K0543	/reference/reference-semantics/semantics/float.k	79	rule	-	rule applyBuiltin("ceil",  V:Val, .Vals) => ceilF(V)
K0544	/reference/reference-semantics/semantics/float.k	82	syntax	-	syntax KItem ::= #mathPow1(Expr) | #mathPow2(Val)
K0545	/reference/reference-semantics/semantics/float.k	83	rule	priority	rule <k> Call(Attribute(Name("math"), "pow"), (E1:Expr, E2:Expr, .Exprs)) => E1 ~> #mathPow1(E2) ... </k> [priority(40)]
K0546	/reference/reference-semantics/semantics/float.k	84	rule	-	rule <k> V1:Val ~> #mathPow1(E2:Expr) => E2 ~> #mathPow2(V1) ... </k>
K0547	/reference/reference-semantics/semantics/float.k	85	rule	-	rule <k> V2:Val ~> #mathPow2(V1:Val) => powF(toF(V1), toF(V2)) ... </k>
K0548	/reference/reference-semantics/semantics/float.k	86	syntax	function,total,symbol	syntax Float ::= toF(Val) [function, total, symbol(toF)]
K0549	/reference/reference-semantics/semantics/float.k	87	rule	concrete	rule toF(F:Float) => F        [concrete]
K0550	/reference/reference-semantics/semantics/float.k	88	rule	concrete	rule toF(I:Int)   => intToF(I) [concrete]
K0551	/reference/reference-semantics/semantics/float.k	93	syntax	function,total,symbol	syntax Int ::= ceilF(Val) [function, total, symbol(ceilF)]
K0552	/reference/reference-semantics/semantics/float.k	94	rule	concrete	rule ceilF(I:Int)   => I                       [concrete]
K0553	/reference/reference-semantics/semantics/float.k	95	rule	concrete	rule ceilF(F:Float) => Float2Int(ceilFloat(F)) [concrete]
K0554	/reference/reference-semantics/semantics/float.k	99	rule	-	rule applyUn("-", F:Float) => 0.0 -Float F
K0555	/reference/reference-semantics/semantics/float.k	103	syntax	function,total,no-evaluators,symbol	syntax Float ::= subF(Float, Float) [function, total, symbol(subF), no-evaluators]
K0556	/reference/reference-semantics/semantics/float.k	104	rule	concrete	rule subF(F1:Float, F2:Float) => F1 -Float F2 [concrete]
K0557	/reference/reference-semantics/semantics/float.k	105	rule	-	rule applyBin("-", F1:Float, F2:Float) => subF(F1, F2)
K0558	/reference/reference-semantics/semantics/float.k	107	syntax	function,total,no-evaluators,symbol	syntax Float ::= divF(Float, Float) [function, total, symbol(divF), no-evaluators]
K0559	/reference/reference-semantics/semantics/float.k	108	rule	concrete	rule divF(F1:Float, F2:Float) => F1 /Float F2 [concrete]
K0560	/reference/reference-semantics/semantics/float.k	109	rule	-	rule applyBin("/", F1:Float, F2:Float) => divF(F1, F2)
K0561	/reference/reference-semantics/semantics/float.k	111	syntax	function,total,no-evaluators,symbol	syntax Float ::= addF(Float, Float) [function, total, symbol(addF), no-evaluators]
K0562	/reference/reference-semantics/semantics/float.k	112	rule	concrete	rule addF(F1:Float, F2:Float) => F1 +Float F2 [concrete]
K0563	/reference/reference-semantics/semantics/float.k	113	rule	-	rule applyBin("+", F1:Float, F2:Float) => addF(F1, F2)
K0564	/reference/reference-semantics/semantics/float.k	115	syntax	function,total,no-evaluators,symbol	syntax Float ::= mulF(Float, Float) [function, total, symbol(mulF), no-evaluators]
K0565	/reference/reference-semantics/semantics/float.k	116	rule	concrete	rule mulF(F1:Float, F2:Float) => F1 *Float F2 [concrete]
K0566	/reference/reference-semantics/semantics/float.k	117	rule	-	rule applyBin("*", F1:Float, F2:Float) => mulF(F1, F2)
K0567	/reference/reference-semantics/semantics/float.k	119	syntax	function,total,no-evaluators,symbol	syntax Float ::= powF(Float, Float) [function, total, symbol(powF), no-evaluators]
K0568	/reference/reference-semantics/semantics/float.k	120	rule	concrete	rule powF(F1:Float, F2:Float) => F1 ^Float F2 [concrete]
K0569	/reference/reference-semantics/semantics/float.k	121	rule	-	rule applyBin("**", F1:Float, F2:Float) => powF(F1, F2)
K0570	/reference/reference-semantics/semantics/float.k	125	syntax	function,total,no-evaluators,symbol	syntax Bool ::= gtF(Float, Float) [function, total, symbol(gtF), no-evaluators]
K0571	/reference/reference-semantics/semantics/float.k	126	rule	concrete	rule gtF(F1:Float, F2:Float) => F1 >Float F2 [concrete]
K0572	/reference/reference-semantics/semantics/float.k	127	rule	-	rule applyCmp(">",  F1:Float, F2:Float) => gtF(F1, F2)
K0573	/reference/reference-semantics/semantics/float.k	128	rule	-	rule applyCmp(">=", F1:Float, F2:Float) => notBool floatLt(F1, F2)
K0574	/reference/reference-semantics/semantics/float.k	129	rule	-	rule applyCmp("<=", F1:Float, F2:Float) => notBool gtF(F1, F2)
K0575	/reference/reference-semantics/semantics/float.k	132	rule	-	rule applyBin("**", I:Int, F:Float) => powF(intToF(I), F)
