id	file	line	kind	attributes	disposition	reason
K0559	/reference/reference-semantics/semantics/float.k	108	rule	concrete	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0560	/reference/reference-semantics/semantics/float.k	109	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0561	/reference/reference-semantics/semantics/float.k	111	syntax	function,total,no-evaluators,symbol	ACCEPT_INERT_OPAQUE_DECLARATION	Opaque fixed-semantics symbol; not reachable from solution.mpy.
K0562	/reference/reference-semantics/semantics/float.k	112	rule	concrete	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0563	/reference/reference-semantics/semantics/float.k	113	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0564	/reference/reference-semantics/semantics/float.k	115	syntax	function,total,no-evaluators,symbol	ACCEPT_INERT_OPAQUE_DECLARATION	Opaque fixed-semantics symbol; not reachable from solution.mpy.
K0565	/reference/reference-semantics/semantics/float.k	116	rule	concrete	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0566	/reference/reference-semantics/semantics/float.k	117	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0567	/reference/reference-semantics/semantics/float.k	119	syntax	function,total,no-evaluators,symbol	ACCEPT_INERT_OPAQUE_DECLARATION	Opaque fixed-semantics symbol; not reachable from solution.mpy.
K0568	/reference/reference-semantics/semantics/float.k	120	rule	concrete	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0569	/reference/reference-semantics/semantics/float.k	121	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0570	/reference/reference-semantics/semantics/float.k	125	syntax	function,total,no-evaluators,symbol	ACCEPT_INERT_OPAQUE_DECLARATION	Opaque fixed-semantics symbol; not reachable from solution.mpy.
K0571	/reference/reference-semantics/semantics/float.k	126	rule	concrete	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0572	/reference/reference-semantics/semantics/float.k	127	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0573	/reference/reference-semantics/semantics/float.k	128	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0574	/reference/reference-semantics/semantics/float.k	129	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0575	/reference/reference-semantics/semantics/float.k	132	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0576	/reference/reference-semantics/semantics/float.k	133	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0577	/reference/reference-semantics/semantics/float.k	134	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0578	/reference/reference-semantics/semantics/float.k	135	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0579	/reference/reference-semantics/semantics/float.k	136	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0580	/reference/reference-semantics/semantics/float.k	137	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0581	/reference/reference-semantics/semantics/float.k	138	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0582	/reference/reference-semantics/semantics/float.k	139	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0583	/reference/reference-semantics/semantics/float.k	142	syntax	function,total,no-evaluators,symbol	ACCEPT_INERT_OPAQUE_DECLARATION	Opaque fixed-semantics symbol; not reachable from solution.mpy.
K0584	/reference/reference-semantics/semantics/float.k	143	rule	concrete	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0585	/reference/reference-semantics/semantics/float.k	144	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0586	/reference/reference-semantics/semantics/float.k	145	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0587	/reference/reference-semantics/semantics/float.k	146	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0588	/reference/reference-semantics/semantics/float.k	147	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0589	/reference/reference-semantics/semantics/float.k	148	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0590	/reference/reference-semantics/semantics/float.k	149	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0591	/reference/reference-semantics/semantics/float.k	150	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0592	/reference/reference-semantics/semantics/float.k	151	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0593	/reference/reference-semantics/semantics/float.k	154	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0594	/reference/reference-semantics/semantics/float.k	155	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0595	/reference/reference-semantics/semantics/float.k	160	syntax	function,total,no-evaluators,symbol	ACCEPT_INERT_OPAQUE_DECLARATION	Opaque fixed-semantics symbol; not reachable from solution.mpy.
K0596	/reference/reference-semantics/semantics/float.k	161	rule	concrete	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0597	/reference/reference-semantics/semantics/float.k	162	rule	concrete	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0598	/reference/reference-semantics/semantics/float.k	165	syntax	function	ACCEPT_DECLARATION	Syntax/function/attribute declaration inventoried; material used-path rules are mapped in construct-map.md.
K0599	/reference/reference-semantics/semantics/float.k	166	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0600	/reference/reference-semantics/semantics/float.k	167	syntax	function,total	ACCEPT_DECLARATION	Syntax/function/attribute declaration inventoried; material used-path rules are mapped in construct-map.md.
K0601	/reference/reference-semantics/semantics/float.k	168	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0602	/reference/reference-semantics/semantics/float.k	169	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0603	/reference/reference-semantics/semantics/float.k	170	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0604	/reference/reference-semantics/semantics/float.k	171	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0605	/reference/reference-semantics/semantics/float.k	173	syntax	function,total	ACCEPT_DECLARATION	Syntax/function/attribute declaration inventoried; material used-path rules are mapped in construct-map.md.
K0606	/reference/reference-semantics/semantics/float.k	174	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0607	/reference/reference-semantics/semantics/float.k	175	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0608	/reference/reference-semantics/semantics/float.k	176	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0609	/reference/reference-semantics/semantics/float.k	177	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0610	/reference/reference-semantics/semantics/float.k	178	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0611	/reference/reference-semantics/semantics/float.k	179	syntax	function,total	ACCEPT_DECLARATION	Syntax/function/attribute declaration inventoried; material used-path rules are mapped in construct-map.md.
K0612	/reference/reference-semantics/semantics/float.k	180	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0613	/reference/reference-semantics/semantics/float.k	181	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0614	/reference/reference-semantics/semantics/float.k	182	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0615	/reference/reference-semantics/semantics/float.k	183	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0616	/reference/reference-semantics/semantics/float.k	184	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0617	/reference/reference-semantics/semantics/float.k	185	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0618	/reference/reference-semantics/semantics/float.k	186	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0619	/reference/reference-semantics/semantics/float.k	187	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0620	/reference/reference-semantics/semantics/float.k	190	syntax	function,total,no-evaluators,symbol	ACCEPT_INERT_OPAQUE_DECLARATION	Opaque fixed-semantics symbol; not reachable from solution.mpy.
K0621	/reference/reference-semantics/semantics/float.k	191	rule	concrete	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0622	/reference/reference-semantics/semantics/float.k	192	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0623	/reference/reference-semantics/semantics/float.k	195	syntax	function,total,no-evaluators,symbol	ACCEPT_INERT_OPAQUE_DECLARATION	Opaque fixed-semantics symbol; not reachable from solution.mpy.
K0624	/reference/reference-semantics/semantics/float.k	196	rule	concrete	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0625	/reference/reference-semantics/semantics/float.k	197	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0626	/reference/reference-semantics/semantics/float.k	198	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0627	/reference/reference-semantics/semantics/float.k	199	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0628	/reference/reference-semantics/semantics/float.k	200	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0629	/reference/reference-semantics/semantics/float.k	201	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0630	/reference/reference-semantics/semantics/float.k	202	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0631	/reference/reference-semantics/semantics/float.k	203	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0632	/reference/reference-semantics/semantics/float.k	204	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0633	/reference/reference-semantics/semantics/float.k	205	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0634	/reference/reference-semantics/semantics/float.k	206	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0635	/reference/reference-semantics/semantics/float.k	209	syntax	function,total,no-evaluators,symbol	ACCEPT_INERT_OPAQUE_DECLARATION	Opaque fixed-semantics symbol; not reachable from solution.mpy.
K0636	/reference/reference-semantics/semantics/float.k	210	rule	concrete	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0637	/reference/reference-semantics/semantics/float.k	211	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0638	/reference/reference-semantics/semantics/float.k	213	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0639	/reference/reference-semantics/semantics/float.k	214	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0640	/reference/reference-semantics/semantics/float.k	217	syntax	function,total,no-evaluators,symbol	ACCEPT_INERT_OPAQUE_DECLARATION	Opaque fixed-semantics symbol; not reachable from solution.mpy.
K0641	/reference/reference-semantics/semantics/float.k	218	rule	concrete	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0642	/reference/reference-semantics/semantics/float.k	223	syntax	function,total,no-evaluators,symbol	ACCEPT_INERT_OPAQUE_DECLARATION	Opaque fixed-semantics symbol; not reachable from solution.mpy.
K0643	/reference/reference-semantics/semantics/float.k	224	rule	concrete	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0644	/reference/reference-semantics/semantics/float.k	227	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0645	/reference/reference-semantics/semantics/float.k	228	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0646	/reference/reference-semantics/semantics/float.k	230	syntax	function,total,no-evaluators,symbol	ACCEPT_INERT_OPAQUE_DECLARATION	Opaque fixed-semantics symbol; not reachable from solution.mpy.
K0647	/reference/reference-semantics/semantics/float.k	231	rule	concrete	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0648	/reference/reference-semantics/semantics/float.k	232	syntax	-	ACCEPT_DECLARATION	Syntax/function/attribute declaration inventoried; material used-path rules are mapped in construct-map.md.
K0649	/reference/reference-semantics/semantics/float.k	233	rule	priority	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0650	/reference/reference-semantics/semantics/float.k	234	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0651	/reference/reference-semantics/semantics/float.k	235	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0652	/reference/reference-semantics/semantics/float.k	243	syntax	-	ACCEPT_DECLARATION	Syntax/function/attribute declaration inventoried; material used-path rules are mapped in construct-map.md.
K0653	/reference/reference-semantics/semantics/float.k	244	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0654	/reference/reference-semantics/semantics/float.k	245	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0655	/reference/reference-semantics/semantics/float.k	246	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0656	/reference/reference-semantics/semantics/float.k	247	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0657	/reference/reference-semantics/semantics/float.k	250	syntax	-	ACCEPT_DECLARATION	Syntax/function/attribute declaration inventoried; material used-path rules are mapped in construct-map.md.
K0658	/reference/reference-semantics/semantics/float.k	251	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0659	/reference/reference-semantics/semantics/float.k	252	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0660	/reference/reference-semantics/semantics/float.k	253	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0661	/reference/reference-semantics/semantics/float.k	254	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0662	/reference/reference-semantics/semantics/float.k	261	syntax	-	ACCEPT_DECLARATION	Syntax/function/attribute declaration inventoried; material used-path rules are mapped in construct-map.md.
K0663	/reference/reference-semantics/semantics/float.k	262	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0664	/reference/reference-semantics/semantics/float.k	265	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0665	/reference/reference-semantics/semantics/float.k	266	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0666	/reference/reference-semantics/semantics/float.k	267	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0667	/reference/reference-semantics/semantics/float.k	270	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0668	/reference/reference-semantics/semantics/float.k	273	endmodule	-	STRUCTURAL	Module/import/configuration/context sentence inventoried.
K0669	/reference/reference-semantics/semantics/functions.k	3	module	-	STRUCTURAL	Module/import/configuration/context sentence inventoried.
K0670	/reference/reference-semantics/semantics/functions.k	4	imports	-	STRUCTURAL	Module/import/configuration/context sentence inventoried.
K0671	/reference/reference-semantics/semantics/functions.k	8	syntax	-	ACCEPT_DECLARATION	Syntax/function/attribute declaration inventoried; material used-path rules are mapped in construct-map.md.
K0672	/reference/reference-semantics/semantics/functions.k	14	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0673	/reference/reference-semantics/semantics/functions.k	18	syntax	-	ACCEPT_DECLARATION	Syntax/function/attribute declaration inventoried; material used-path rules are mapped in construct-map.md.
K0674	/reference/reference-semantics/semantics/functions.k	19	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0675	/reference/reference-semantics/semantics/functions.k	27	syntax	-	ACCEPT_DECLARATION	Syntax/function/attribute declaration inventoried; material used-path rules are mapped in construct-map.md.
K0676	/reference/reference-semantics/semantics/functions.k	31	syntax	-	ACCEPT_DECLARATION	Syntax/function/attribute declaration inventoried; material used-path rules are mapped in construct-map.md.
K0677	/reference/reference-semantics/semantics/functions.k	33	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0678	/reference/reference-semantics/semantics/functions.k	36	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0679	/reference/reference-semantics/semantics/functions.k	42	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0680	/reference/reference-semantics/semantics/functions.k	47	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0681	/reference/reference-semantics/semantics/functions.k	50	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0682	/reference/reference-semantics/semantics/functions.k	53	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0683	/reference/reference-semantics/semantics/functions.k	59	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0684	/reference/reference-semantics/semantics/functions.k	63	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0685	/reference/reference-semantics/semantics/functions.k	64	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0686	/reference/reference-semantics/semantics/functions.k	68	rule	priority	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
