id	file	line	kind	attributes	source_role	decision	sha256_16	normalized_declaration
K0519	reference-semantics/semantics/float.k	195	SYNTAX_FUNCTION_TOTAL	function,total	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	4f21c29912e1361d	syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]
K0520	reference-semantics/semantics/float.k	196	RULE_ORDINARY	concrete	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	389178d3dfd7c359	rule intToF(I:Int) => Int2Float(I, 53, 11) [concrete]
K0521	reference-semantics/semantics/float.k	197	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	695a4d4bdd54bacc	rule applyBin("+", I:Int, F:Float) => addF(intToF(I), F)
K0522	reference-semantics/semantics/float.k	198	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	8105c256a812da54	rule applyBin("+", F:Float, I:Int) => addF(F, intToF(I))
K0523	reference-semantics/semantics/float.k	199	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	7b68c306973586de	rule applyBin("-", I:Int, F:Float) => subF(intToF(I), F)
K0524	reference-semantics/semantics/float.k	200	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	1409954604e558d1	rule applyBin("-", F:Float, I:Int) => subF(F, intToF(I))
K0525	reference-semantics/semantics/float.k	201	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	74e2f8b58bc61612	rule applyBin("*", I:Int, F:Float) => mulF(intToF(I), F)
K0526	reference-semantics/semantics/float.k	202	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	de611e1415d1413b	rule applyBin("*", F:Float, I:Int) => mulF(F, intToF(I))
K0527	reference-semantics/semantics/float.k	203	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	1714c1550770bc11	rule applyCmp("<", I:Int, F:Float) => floatLt(intToF(I), F)
K0528	reference-semantics/semantics/float.k	204	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	a3b308b7b2c2e934	rule applyCmp("<", F:Float, I:Int) => floatLt(F, intToF(I))
K0529	reference-semantics/semantics/float.k	205	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	fc6de3b7c2f96d95	rule applyCmp(">", I:Int, F:Float) => gtF(intToF(I), F)
K0530	reference-semantics/semantics/float.k	206	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	18ff729bf687fd4b	rule applyCmp(">", F:Float, I:Int) => gtF(F, intToF(I))
K0531	reference-semantics/semantics/float.k	209	SYNTAX_FUNCTION_TOTAL	function,total	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	11c17aa2d43131ae	syntax Int ::= truncF(Float) [function, total, symbol(truncF), no-evaluators]
K0532	reference-semantics/semantics/float.k	210	RULE_ORDINARY	concrete	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	bee730d1e87168f9	rule truncF(F:Float) => #if F >=Float 0.0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi [concrete]
K0533	reference-semantics/semantics/float.k	211	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	651a7c3ee92f0a96	rule applyBuiltin("int", F:Float, .Vals) => truncF(F)
K0534	reference-semantics/semantics/float.k	213	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	df11945a1b8f0f7b	rule applyBuiltin("float", I:Int, .Vals) => intToF(I)
K0535	reference-semantics/semantics/float.k	214	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	e38c88c120d0a596	rule applyBuiltin("float", F:Float, .Vals) => F
K0536	reference-semantics/semantics/float.k	217	SYNTAX_FUNCTION_TOTAL	function,total	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	d0b7f75c69f6a7f5	syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]
K0537	reference-semantics/semantics/float.k	218	RULE_ORDINARY	concrete	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	eb02485bbe262907	rule roundF(F:Float) => #if (F -Float floorFloat(F)) ==Float 0.5 #then (#if Float2Int(floorFloat(F)) %Int 2 ==Int 0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi) #else Float2Int(floorFloat(F +Float 0.5)) #fi [concrete]
K0538	reference-semantics/semantics/float.k	223	SYNTAX_FUNCTION_TOTAL	function,total	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	73ff3255d50db9ef	syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]
K0539	reference-semantics/semantics/float.k	224	RULE_ORDINARY	concrete	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	2ae5db0795e67060	rule roundFN(F:Float, N:Int) => Int2Float(roundF(F *Float Int2Float(10 ^Int N, 53, 11)), 53, 11) /Float Int2Float(10 ^Int N, 53, 11) [concrete]
K0540	reference-semantics/semantics/float.k	227	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	196b869af0707a66	rule applyBuiltin("round", F:Float, .Vals) => roundF(F)
K0541	reference-semantics/semantics/float.k	228	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	053cb084a5421b38	rule applyBuiltin("round", F:Float, N:Int, .Vals) => roundFN(F, N)
K0542	reference-semantics/semantics/float.k	230	SYNTAX_FUNCTION_TOTAL	function,total	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	ccbc575470399e30	syntax Float ::= sqrtF(Float) [function, total, symbol(sqrtF), no-evaluators]
K0543	reference-semantics/semantics/float.k	231	RULE_ORDINARY	concrete	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	6233ea5230d8583f	rule sqrtF(F:Float) => sqrtFloat(F) [concrete]
K0544	reference-semantics/semantics/float.k	232	SYNTAX	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	cf723364ca5d681b	syntax KItem ::= "#mathSqrt"
K0545	reference-semantics/semantics/float.k	233	RULE_PRIORITY	priority	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	9708f9876df9bd54	rule <k> Call(Attribute(Name("math"), "sqrt"), (E:Expr, .Exprs)) => E ~> #mathSqrt ... </k> [priority(40)]
K0546	reference-semantics/semantics/float.k	234	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	7e79b6dbd8c07376	rule <k> F:Float ~> #mathSqrt => sqrtF(F) ... </k>
K0547	reference-semantics/semantics/float.k	235	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	c4013b0dca36c380	rule <k> I:Int ~> #mathSqrt => sqrtF(intToF(I)) ... </k>
K0548	reference-semantics/semantics/float.k	243	SYNTAX	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	a63f310fdba5a6f4	syntax KItem ::= #maxAccF(Iterable, Float) | #maxContF(Float)
K0549	reference-semantics/semantics/float.k	244	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	838b90fdad470a0c	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAccF(R, {V}:>Float) ... </k> requires isFloat(V)
K0550	reference-semantics/semantics/float.k	245	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	dfa99d6b3002d3d1	rule <k> #maxAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #maxContF(M) ... </k>
K0551	reference-semantics/semantics/float.k	246	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	35a797d2ae5f8041	rule <k> #iterDone ~> #maxContF(M:Float) => M ... </k>
K0552	reference-semantics/semantics/float.k	247	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	b631f5c2b84209a3	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #maxAccF(R, maxFloat(M, {V}:>Float)) ... </k>
K0553	reference-semantics/semantics/float.k	250	SYNTAX	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	cd35b1a809162624	syntax KItem ::= #minAccF(Iterable, Float) | #minContF(Float)
K0554	reference-semantics/semantics/float.k	251	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	785007e31d6e0716	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAccF(R, {V}:>Float) ... </k> requires isFloat(V)
K0555	reference-semantics/semantics/float.k	252	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	6b8405dae8d41cf3	rule <k> #minAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #minContF(M) ... </k>
K0556	reference-semantics/semantics/float.k	253	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	700ae0c8579a15db	rule <k> #iterDone ~> #minContF(M:Float) => M ... </k>
K0557	reference-semantics/semantics/float.k	254	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	faa7068f78cf6e68	rule <k> #iterYield(V:Val, R:Iterable) ~> #minContF(M:Float) => #minAccF(R, minFloat(M, {V}:>Float)) ... </k>
K0558	reference-semantics/semantics/float.k	261	SYNTAX	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	0abd52ddf475c76b	syntax KItem ::= #sumAccF(Iterable, Float) | #sumContF(Float)
K0559	reference-semantics/semantics/float.k	262	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	8974e64bd37ad1ff	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int) => #sumAccF(R, addF(intToF(ACC), {V}:>Float)) ... </k>
K0560	reference-semantics/semantics/float.k	265	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	65c1e01d9cd3ba06	rule <k> #sumAccF(IT:Iterable, ACC:Float) => #iterNext(IT) ~> #sumContF(ACC) ... </k>
K0561	reference-semantics/semantics/float.k	266	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	a39fca22a1537ecf	rule <k> #iterDone ~> #sumContF(ACC:Float) => ACC ... </k>
K0562	reference-semantics/semantics/float.k	267	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	0513246861b574b8	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, {V}:>Float)) ... </k>
K0563	reference-semantics/semantics/float.k	270	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	e4380e18dc5f3186	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, intToF(intOf(V)))) ... </k>
K0564	reference-semantics/semantics/functions.k	8	SYNTAX	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	b8132b42692298e0	syntax KItem ::= frame(continuation: K, callerEnv: Int, savedLoc: Int) | #bindP(ParamNames, Vals) | "#pop" | "#endcall"
K0565	reference-semantics/semantics/functions.k	14	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	f981471f7fe1d37e	rule <k> FuncDef(F:String, Params(PNS:ParamNames), BODY:Stmts) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureVal(PNS, BODY, L) ], _) ... </scopes>
K0566	reference-semantics/semantics/functions.k	18	SYNTAX	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	a6aeea98e7de047f	syntax Expr ::= closureExpr(ParamNames, Stmts)
K0567	reference-semantics/semantics/functions.k	19	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	b5697d5757d50f19	rule <k> closureExpr(PNS:ParamNames, BODY:Stmts) => closureVal(PNS, BODY, L) ... </k> <env> L:Int </env>
K0568	reference-semantics/semantics/functions.k	27	SYNTAX	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	f8d9de7aacedb880	syntax Val ::= closureValC(ParamNames, ParamNames, Stmts, Map)
K0569	reference-semantics/semantics/functions.k	31	SYNTAX	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	adf59ac49fac375f	syntax KItem ::= #mkClosure(String, ParamNames, ParamNames, ParamNames, Stmts, Map) | #mkLambda(ParamNames, ParamNames, ParamNames, Stmts, Map)
K0570	reference-semantics/semantics/functions.k	33	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	c7913840b3eb6932	rule <k> FuncDef(F:String, Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), BODY:Stmts) => #mkClosure(F, PNS, CVS, FVS, BODY, .Map) ... </k>
K0571	reference-semantics/semantics/functions.k	36	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	dbd4b7a4784fa80e	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkClosure(F, PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
K0572	reference-semantics/semantics/functions.k	42	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	79ce8ed09e910019	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureValC(PNS, CVS, BODY, CM) ], _) ... </scopes>
K0573	reference-semantics/semantics/functions.k	47	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	deda77ab935136ff	rule <k> Lambda(Params(PNS:ParamNames), E:Expr) => closureVal(PNS, Return(E) .Stmts, L) ... </k> <env> L:Int </env>
K0574	reference-semantics/semantics/functions.k	50	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	37112d13ebff5c38	rule <k> Lambda(Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), E:Expr) => #mkLambda(PNS, CVS, FVS, Return(E) .Stmts, .Map) ... </k>
K0575	reference-semantics/semantics/functions.k	53	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	e6b01969ace46436	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkLambda(PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
K0576	reference-semantics/semantics/functions.k	59	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	76bc83655d11809c	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => closureValC(PNS, CVS, BODY, CM) ... </k>
K0577	reference-semantics/semantics/functions.k	63	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	e3671d9bac623952	rule <k> #bindP(.ParamNames, .Vals) => .K ... </k>
K0578	reference-semantics/semantics/functions.k	64	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	2fb6a38b2f4126f6	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ P <- V ], _) ... </scopes>
K0579	reference-semantics/semantics/functions.k	68	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	aefaad19908aa324	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #cellW({M[P]}:>Val, V) ~> #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
K0580	reference-semantics/semantics/functions.k	78	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	e32ef37e336c7446	rule <k> Return(V:Val) ~> _ => #pop </k> <ret> noRet => retV(V) </ret>
K0581	reference-semantics/semantics/functions.k	80	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	e89e01d6c452e674	rule <k> #endcall => #pop ... </k> <ret> noRet => retV(noneV) </ret>
K0582	reference-semantics/semantics/functions.k	85	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	0976ba92bcac43fd	rule <k> #pop => V ~> CONT </k> <ret> retV(V) => noRet </ret> <stack> ListItem(frame(CONT:K, CALLERL:Int, SAVEDL:Int)) => .List ... </stack> <env> L:Int => CALLERL </env> <scopes> SC:Map => SC [ L <- undef ] </scopes> <scopeLoc> _ => SAVEDL </scopeLoc>
K0583	reference-semantics/semantics/int.k	7	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	bea824a9d0c76bab	rule applyUn("-", I:Int) => 0 -Int I
K0584	reference-semantics/semantics/int.k	9	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	8c4c1e8eef616684	rule applyBin("+", I1:Int, I2:Int) => I1 +Int I2
K0585	reference-semantics/semantics/int.k	11	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	515cc9110af91422	rule applyBin("+", I:Int, B:Bool) => I +Int #if B #then 1 #else 0 #fi
K0586	reference-semantics/semantics/int.k	12	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	335d0401d4293664	rule applyBin("+", B:Bool, I:Int) => #if B #then 1 #else 0 #fi +Int I
K0587	reference-semantics/semantics/int.k	13	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	045a3b7ba0f87b98	rule applyBin("-", I1:Int, I2:Int) => I1 -Int I2
K0588	reference-semantics/semantics/int.k	14	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	b25cf4d3a0b2c570	rule applyBin("*", I1:Int, I2:Int) => I1 *Int I2
K0589	reference-semantics/semantics/int.k	15	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	7cfc166283c78d71	rule applyBin("%", I1:Int, I2:Int) => pyMod(I1, I2)
K0590	reference-semantics/semantics/int.k	16	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	85afa4d25d1446e6	rule applyBin("//", I1:Int, I2:Int) => (I1 -Int pyMod(I1, I2)) /Int I2
K0591	reference-semantics/semantics/int.k	17	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	614ae406522ba61d	rule applyBin("**", I1:Int, I2:Int) => I1 ^Int I2 requires I2 >=Int 0
K0592	reference-semantics/semantics/int.k	19	SYNTAX_FUNCTION	function	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	c131b0a212330737	syntax Int ::= pyMod(Int, Int) [function]
K0593	reference-semantics/semantics/int.k	20	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	e3bb9293bfdee6b9	rule pyMod(I1:Int, I2:Int) => ((I1 %Int I2) +Int I2) %Int I2
K0594	reference-semantics/semantics/int.k	22	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	10360ae8affd8bc7	rule applyCmp("<", I1:Int, I2:Int) => I1 <Int I2
K0595	reference-semantics/semantics/int.k	23	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	c213716c432e9604	rule applyCmp("<=", I1:Int, I2:Int) => I1 <=Int I2
K0596	reference-semantics/semantics/int.k	24	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	fefdcde2267af04c	rule applyCmp(">", I1:Int, I2:Int) => I1 >Int I2
K0597	reference-semantics/semantics/int.k	25	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	463b1de8dd3e82b0	rule applyCmp(">=", I1:Int, I2:Int) => I1 >=Int I2
K0598	reference-semantics/semantics/int.k	26	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	533193ddf05e9682	rule applyCmp("==", I1:Int, I2:Int) => I1 ==Int I2
K0599	reference-semantics/semantics/int.k	27	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	14ecc12ef5abadb7	rule applyCmp("!=", I1:Int, I2:Int) => I1 =/=Int I2
K0600	reference-semantics/semantics/iter.k	8	SYNTAX	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	2fa814827c664147	syntax KItem ::= #iterNext(Iterable) | "#iterDone" | #iterYield(Val, Iterable)
K0601	reference-semantics/semantics/list.k	9	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	92f64fe670702341	rule <k> #iterNext(list(.ValSeq)) => #iterDone ... </k>
K0602	reference-semantics/semantics/list.k	10	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	b39b7937bce1e43b	rule <k> #iterNext(list(vCons(V:Val, R:ValSeq))) => #iterYield(V, list(R)) ... </k>
K0603	reference-semantics/semantics/list.k	13	SYNTAX	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	3d024af826bb0836	syntax ApplyK ::= "toList"
K0604	reference-semantics/semantics/list.k	14	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	f3163ec1febd0990	rule <k> ListExpr(ES:Exprs) => #evalArgs(ES, .Vals, toList) ... </k>
K0605	reference-semantics/semantics/list.k	15	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	70e0fbd42323504f	rule <k> #applyK(toList, ACC:Vals) => #alloc(list(vals2valSeq(ACC))) ... </k>
K0606	reference-semantics/semantics/list.k	18	SYNTAX_FUNCTION_TOTAL	function,total	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	ac8c744da9bbc4a3	syntax ValSeq ::= valSeqConcat(ValSeq, ValSeq) [function, total]
K0607	reference-semantics/semantics/list.k	19	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	68f539c882c79f55	rule valSeqConcat(.ValSeq, T:ValSeq) => T
K0608	reference-semantics/semantics/list.k	20	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	89ea4e872855ed5d	rule valSeqConcat(vCons(V:Val, S:ValSeq), T:ValSeq) => vCons(V, valSeqConcat(S, T))
