id	file	line	kind	role	attributes	influence	assessment	source
479	reference-semantics/semantics/float.k	142	syntax	syntax-declaration	function,total,symbol,no-evaluators	IMPORTED_UNUSED	ACCEPTABLE_TRUSTED_OPAQUE_UNUSED	syntax Bool ::= eqF(Float, Float) [function, total, symbol(eqF), no-evaluators]
480	reference-semantics/semantics/float.k	143	rule	function-equation	concrete	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule eqF(F1:Float, F2:Float) => F1 ==Float F2 [concrete]
481	reference-semantics/semantics/float.k	144	rule	function-equation	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule applyCmp("==", I:Int, F:Float) => eqF(intToF(I), F)
482	reference-semantics/semantics/float.k	145	rule	function-equation	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule applyCmp("==", F:Float, I:Int) => eqF(F, intToF(I))
483	reference-semantics/semantics/float.k	146	rule	function-equation	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule applyCmp("!=", I:Int, F:Float) => notBool eqF(intToF(I), F)
484	reference-semantics/semantics/float.k	147	rule	function-equation	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule applyCmp("!=", F:Float, I:Int) => notBool eqF(F, intToF(I))
485	reference-semantics/semantics/float.k	148	rule	function-equation	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule applyCmp("<", I:Int, F:Float) => floatLt(intToF(I), F)
486	reference-semantics/semantics/float.k	149	rule	function-equation	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule applyCmp("<", F:Float, I:Int) => floatLt(F, intToF(I))
487	reference-semantics/semantics/float.k	150	rule	function-equation	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule applyCmp(">", I:Int, F:Float) => gtF(intToF(I), F)
488	reference-semantics/semantics/float.k	151	rule	function-equation	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule applyCmp(">", F:Float, I:Int) => gtF(F, intToF(I))
489	reference-semantics/semantics/float.k	154	rule	function-equation	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule applyCmp("==", V:Val, noneV) => V ==K noneV
490	reference-semantics/semantics/float.k	155	rule	function-equation	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule applyCmp("!=", V:Val, noneV) => notBool (V ==K noneV)
491	reference-semantics/semantics/float.k	160	syntax	syntax-declaration	function,total,symbol,no-evaluators	IMPORTED_UNUSED	ACCEPTABLE_TRUSTED_OPAQUE_UNUSED	syntax Float ::= decStrToF(IntSeq) [function, total, symbol(decStrToF), no-evaluators]
492	reference-semantics/semantics/float.k	161	rule	function-equation	concrete	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule decStrToF(iCons(45, CS:IntSeq)) => 0.0 -Float decStrToF(CS) [concrete]
493	reference-semantics/semantics/float.k	162	rule	function-equation	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule decStrToF(CS:IntSeq) => intToF(intPart(CS)) +Float (intToF(fracPart(CS)) /Float intToF(fracScale(CS)))
494	reference-semantics/semantics/float.k	165	syntax	syntax-declaration	function	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	syntax Int ::= headIS(IntSeq) [function]
495	reference-semantics/semantics/float.k	166	rule	function-equation	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule headIS(iCons(C:Int, _:IntSeq)) => C
496	reference-semantics/semantics/float.k	167	syntax	syntax-declaration	function,total	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	syntax Int ::= intPart(IntSeq) [function, total] | intPartAcc(IntSeq, Int) [function, total]
497	reference-semantics/semantics/float.k	168	rule	function-equation	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule intPart(CS:IntSeq) => intPartAcc(CS, 0)
498	reference-semantics/semantics/float.k	169	rule	function-equation	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule intPartAcc(.IntSeq, A:Int) => A
499	reference-semantics/semantics/float.k	170	rule	function-equation	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule intPartAcc(iCons(46, _:IntSeq), A:Int) => A
500	reference-semantics/semantics/float.k	171	rule	function-equation	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule intPartAcc(iCons(C:Int, R:IntSeq), A:Int) => intPartAcc(R, A *Int 10 +Int (C -Int 48))
501	reference-semantics/semantics/float.k	173	syntax	syntax-declaration	function,total	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	syntax Int ::= fracPart(IntSeq) [function, total] | fracAcc(IntSeq, Int) [function, total]
502	reference-semantics/semantics/float.k	174	rule	function-equation	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule fracPart(.IntSeq) => 0
503	reference-semantics/semantics/float.k	175	rule	function-equation	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule fracPart(iCons(46, R:IntSeq)) => fracAcc(R, 0)
504	reference-semantics/semantics/float.k	176	rule	function-equation	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule fracPart(iCons(C:Int, R:IntSeq)) => fracPart(R) requires C =/=Int 46
505	reference-semantics/semantics/float.k	177	rule	function-equation	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule fracAcc(.IntSeq, A:Int) => A
506	reference-semantics/semantics/float.k	178	rule	function-equation	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule fracAcc(iCons(C:Int, R:IntSeq), A:Int) => fracAcc(R, A *Int 10 +Int (C -Int 48))
507	reference-semantics/semantics/float.k	179	syntax	syntax-declaration	function,total	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	syntax Int ::= fracScale(IntSeq) [function, total] | fscAcc(IntSeq, Int) [function, total]
508	reference-semantics/semantics/float.k	180	rule	function-equation	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule fracScale(.IntSeq) => 1
509	reference-semantics/semantics/float.k	181	rule	function-equation	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule fracScale(iCons(46, R:IntSeq)) => fscAcc(R, 1)
510	reference-semantics/semantics/float.k	182	rule	function-equation	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule fracScale(iCons(C:Int, R:IntSeq)) => fracScale(R) requires C =/=Int 46
511	reference-semantics/semantics/float.k	183	rule	function-equation	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule fscAcc(.IntSeq, A:Int) => A
512	reference-semantics/semantics/float.k	184	rule	function-equation	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule fscAcc(iCons(_:Int, R:IntSeq), A:Int) => fscAcc(R, A *Int 10)
513	reference-semantics/semantics/float.k	185	rule	function-equation	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule applyBuiltin("float", str(CS:IntSeq), .Vals) => decStrToF(CS)
514	reference-semantics/semantics/float.k	186	rule	function-equation	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule applyBuiltin("float", I:Int, .Vals) => intToF(I)
515	reference-semantics/semantics/float.k	187	rule	function-equation	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule applyBuiltin("float", F:Float, .Vals) => F
516	reference-semantics/semantics/float.k	190	syntax	syntax-declaration	function,total,symbol,no-evaluators	IMPORTED_UNUSED	ACCEPTABLE_TRUSTED_OPAQUE_UNUSED	syntax Float ::= divFloatIntV(Float, Int) [function, total, symbol(divFloatIntV), no-evaluators]
517	reference-semantics/semantics/float.k	191	rule	function-equation	concrete	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule divFloatIntV(F:Float, I:Int) => F /Float Int2Float(I, 53, 11) [concrete]
518	reference-semantics/semantics/float.k	192	rule	function-equation	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule applyBin("/", F:Float, I:Int) => divFloatIntV(F, I)
519	reference-semantics/semantics/float.k	195	syntax	syntax-declaration	function,total,symbol,no-evaluators	IMPORTED_UNUSED	ACCEPTABLE_TRUSTED_OPAQUE_UNUSED	syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]
520	reference-semantics/semantics/float.k	196	rule	function-equation	concrete	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule intToF(I:Int) => Int2Float(I, 53, 11) [concrete]
521	reference-semantics/semantics/float.k	197	rule	function-equation	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule applyBin("+", I:Int, F:Float) => addF(intToF(I), F)
522	reference-semantics/semantics/float.k	198	rule	function-equation	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule applyBin("+", F:Float, I:Int) => addF(F, intToF(I))
523	reference-semantics/semantics/float.k	199	rule	function-equation	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule applyBin("-", I:Int, F:Float) => subF(intToF(I), F)
524	reference-semantics/semantics/float.k	200	rule	function-equation	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule applyBin("-", F:Float, I:Int) => subF(F, intToF(I))
525	reference-semantics/semantics/float.k	201	rule	function-equation	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule applyBin("*", I:Int, F:Float) => mulF(intToF(I), F)
526	reference-semantics/semantics/float.k	202	rule	function-equation	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule applyBin("*", F:Float, I:Int) => mulF(F, intToF(I))
527	reference-semantics/semantics/float.k	203	rule	function-equation	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule applyCmp("<", I:Int, F:Float) => floatLt(intToF(I), F)
528	reference-semantics/semantics/float.k	204	rule	function-equation	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule applyCmp("<", F:Float, I:Int) => floatLt(F, intToF(I))
529	reference-semantics/semantics/float.k	205	rule	function-equation	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule applyCmp(">", I:Int, F:Float) => gtF(intToF(I), F)
530	reference-semantics/semantics/float.k	206	rule	function-equation	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule applyCmp(">", F:Float, I:Int) => gtF(F, intToF(I))
531	reference-semantics/semantics/float.k	209	syntax	syntax-declaration	function,total,symbol,no-evaluators	IMPORTED_UNUSED	ACCEPTABLE_TRUSTED_OPAQUE_UNUSED	syntax Int ::= truncF(Float) [function, total, symbol(truncF), no-evaluators]
532	reference-semantics/semantics/float.k	210	rule	function-equation	concrete	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule truncF(F:Float) => #if F >=Float 0.0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi [concrete]
533	reference-semantics/semantics/float.k	211	rule	function-equation	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule applyBuiltin("int", F:Float, .Vals) => truncF(F)
534	reference-semantics/semantics/float.k	213	rule	function-equation	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule applyBuiltin("float", I:Int, .Vals) => intToF(I)
535	reference-semantics/semantics/float.k	214	rule	function-equation	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule applyBuiltin("float", F:Float, .Vals) => F
536	reference-semantics/semantics/float.k	217	syntax	syntax-declaration	function,total,symbol,no-evaluators	IMPORTED_UNUSED	ACCEPTABLE_TRUSTED_OPAQUE_UNUSED	syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]
537	reference-semantics/semantics/float.k	218	rule	function-equation	concrete	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule roundF(F:Float) => #if (F -Float floorFloat(F)) ==Float 0.5 #then (#if Float2Int(floorFloat(F)) %Int 2 ==Int 0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi) #else Float2Int(floorFloat(F +Float 0.5)) #fi [concrete]
538	reference-semantics/semantics/float.k	223	syntax	syntax-declaration	function,total,symbol,no-evaluators	IMPORTED_UNUSED	ACCEPTABLE_TRUSTED_OPAQUE_UNUSED	syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]
539	reference-semantics/semantics/float.k	224	rule	function-equation	concrete	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule roundFN(F:Float, N:Int) => Int2Float(roundF(F *Float Int2Float(10 ^Int N, 53, 11)), 53, 11) /Float Int2Float(10 ^Int N, 53, 11) [concrete]
540	reference-semantics/semantics/float.k	227	rule	function-equation	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule applyBuiltin("round", F:Float, .Vals) => roundF(F)
541	reference-semantics/semantics/float.k	228	rule	function-equation	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule applyBuiltin("round", F:Float, N:Int, .Vals) => roundFN(F, N)
542	reference-semantics/semantics/float.k	230	syntax	syntax-declaration	function,total,symbol,no-evaluators	IMPORTED_UNUSED	ACCEPTABLE_TRUSTED_OPAQUE_UNUSED	syntax Float ::= sqrtF(Float) [function, total, symbol(sqrtF), no-evaluators]
543	reference-semantics/semantics/float.k	231	rule	function-equation	concrete	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule sqrtF(F:Float) => sqrtFloat(F) [concrete]
544	reference-semantics/semantics/float.k	232	syntax	syntax-declaration	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	syntax KItem ::= "#mathSqrt"
545	reference-semantics/semantics/float.k	233	rule	operational-rule	priority(40)	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule <k> Call(Attribute(Name("math"), "sqrt"), (E:Expr, .Exprs)) => E ~> #mathSqrt ... </k> [priority(40)]
546	reference-semantics/semantics/float.k	234	rule	operational-rule	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule <k> F:Float ~> #mathSqrt => sqrtF(F) ... </k>
547	reference-semantics/semantics/float.k	235	rule	operational-rule	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule <k> I:Int ~> #mathSqrt => sqrtF(intToF(I)) ... </k>
548	reference-semantics/semantics/float.k	243	syntax	syntax-declaration	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	syntax KItem ::= #maxAccF(Iterable, Float) | #maxContF(Float)
549	reference-semantics/semantics/float.k	244	rule	operational-rule	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAccF(R, {V}:>Float) ... </k> requires isFloat(V)
550	reference-semantics/semantics/float.k	245	rule	operational-rule	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule <k> #maxAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #maxContF(M) ... </k>
551	reference-semantics/semantics/float.k	246	rule	operational-rule	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule <k> #iterDone ~> #maxContF(M:Float) => M ... </k>
552	reference-semantics/semantics/float.k	247	rule	operational-rule	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #maxAccF(R, maxFloat(M, {V}:>Float)) ... </k>
553	reference-semantics/semantics/float.k	250	syntax	syntax-declaration	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	syntax KItem ::= #minAccF(Iterable, Float) | #minContF(Float)
554	reference-semantics/semantics/float.k	251	rule	operational-rule	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAccF(R, {V}:>Float) ... </k> requires isFloat(V)
555	reference-semantics/semantics/float.k	252	rule	operational-rule	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule <k> #minAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #minContF(M) ... </k>
556	reference-semantics/semantics/float.k	253	rule	operational-rule	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule <k> #iterDone ~> #minContF(M:Float) => M ... </k>
557	reference-semantics/semantics/float.k	254	rule	operational-rule	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule <k> #iterYield(V:Val, R:Iterable) ~> #minContF(M:Float) => #minAccF(R, minFloat(M, {V}:>Float)) ... </k>
558	reference-semantics/semantics/float.k	261	syntax	syntax-declaration	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	syntax KItem ::= #sumAccF(Iterable, Float) | #sumContF(Float)
559	reference-semantics/semantics/float.k	262	rule	operational-rule	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int) => #sumAccF(R, addF(intToF(ACC), {V}:>Float)) ... </k>
560	reference-semantics/semantics/float.k	265	rule	operational-rule	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule <k> #sumAccF(IT:Iterable, ACC:Float) => #iterNext(IT) ~> #sumContF(ACC) ... </k>
561	reference-semantics/semantics/float.k	266	rule	operational-rule	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule <k> #iterDone ~> #sumContF(ACC:Float) => ACC ... </k>
562	reference-semantics/semantics/float.k	267	rule	operational-rule	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, {V}:>Float)) ... </k>
563	reference-semantics/semantics/float.k	270	rule	operational-rule	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, intToF(intOf(V)))) ... </k>
564	reference-semantics/semantics/functions.k	8	syntax	syntax-declaration	-	MATERIAL_PATH	ACCEPTABLE_REVIEWED_FIXED_PATH	syntax KItem ::= frame(continuation: K, callerEnv: Int, savedLoc: Int) | #bindP(ParamNames, Vals) | "#pop" | "#endcall"
565	reference-semantics/semantics/functions.k	14	rule	operational-rule	-	MATERIAL_PATH	ACCEPTABLE_REVIEWED_FIXED_PATH	rule <k> FuncDef(F:String, Params(PNS:ParamNames), BODY:Stmts) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureVal(PNS, BODY, L) ], _) ... </scopes>
566	reference-semantics/semantics/functions.k	18	syntax	syntax-declaration	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	syntax Expr ::= closureExpr(ParamNames, Stmts)
567	reference-semantics/semantics/functions.k	19	rule	operational-rule	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule <k> closureExpr(PNS:ParamNames, BODY:Stmts) => closureVal(PNS, BODY, L) ... </k> <env> L:Int </env>
568	reference-semantics/semantics/functions.k	27	syntax	syntax-declaration	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	syntax Val ::= closureValC(ParamNames, ParamNames, Stmts, Map)
569	reference-semantics/semantics/functions.k	31	syntax	syntax-declaration	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	syntax KItem ::= #mkClosure(String, ParamNames, ParamNames, ParamNames, Stmts, Map) | #mkLambda(ParamNames, ParamNames, ParamNames, Stmts, Map)
570	reference-semantics/semantics/functions.k	33	rule	operational-rule	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule <k> FuncDef(F:String, Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), BODY:Stmts) => #mkClosure(F, PNS, CVS, FVS, BODY, .Map) ... </k>
571	reference-semantics/semantics/functions.k	36	rule	operational-rule	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkClosure(F, PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
572	reference-semantics/semantics/functions.k	42	rule	operational-rule	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureValC(PNS, CVS, BODY, CM) ], _) ... </scopes>
573	reference-semantics/semantics/functions.k	47	rule	operational-rule	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule <k> Lambda(Params(PNS:ParamNames), E:Expr) => closureVal(PNS, Return(E) .Stmts, L) ... </k> <env> L:Int </env>
574	reference-semantics/semantics/functions.k	50	rule	operational-rule	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule <k> Lambda(Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), E:Expr) => #mkLambda(PNS, CVS, FVS, Return(E) .Stmts, .Map) ... </k>
575	reference-semantics/semantics/functions.k	53	rule	operational-rule	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkLambda(PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
576	reference-semantics/semantics/functions.k	59	rule	operational-rule	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => closureValC(PNS, CVS, BODY, CM) ... </k>
577	reference-semantics/semantics/functions.k	63	rule	operational-rule	-	MATERIAL_PATH	ACCEPTABLE_REVIEWED_FIXED_PATH	rule <k> #bindP(.ParamNames, .Vals) => .K ... </k>
578	reference-semantics/semantics/functions.k	64	rule	operational-rule	-	MATERIAL_PATH	ACCEPTABLE_REVIEWED_FIXED_PATH	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ P <- V ], _) ... </scopes>
579	reference-semantics/semantics/functions.k	68	rule	operational-rule	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #cellW({M[P]}:>Val, V) ~> #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
580	reference-semantics/semantics/functions.k	78	rule	operational-rule	-	MATERIAL_PATH	ACCEPTABLE_REVIEWED_FIXED_PATH	rule <k> Return(V:Val) ~> _ => #pop </k> <ret> noRet => retV(V) </ret>
581	reference-semantics/semantics/functions.k	80	rule	operational-rule	-	MATERIAL_PATH	ACCEPTABLE_REVIEWED_FIXED_PATH	rule <k> #endcall => #pop ... </k> <ret> noRet => retV(noneV) </ret>
582	reference-semantics/semantics/functions.k	85	rule	operational-rule	-	MATERIAL_PATH	ACCEPTABLE_REVIEWED_FIXED_PATH	rule <k> #pop => V ~> CONT </k> <ret> retV(V) => noRet </ret> <stack> ListItem(frame(CONT:K, CALLERL:Int, SAVEDL:Int)) => .List ... </stack> <env> L:Int => CALLERL </env> <scopes> SC:Map => SC [ L <- undef ] </scopes> <scopeLoc> _ => SAVEDL </scopeLoc>
583	reference-semantics/semantics/int.k	7	rule	function-equation	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule applyUn("-", I:Int) => 0 -Int I
584	reference-semantics/semantics/int.k	9	rule	function-equation	-	MATERIAL_PATH	ACCEPTABLE_REVIEWED_FIXED_PATH	rule applyBin("+", I1:Int, I2:Int) => I1 +Int I2
585	reference-semantics/semantics/int.k	11	rule	function-equation	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule applyBin("+", I:Int, B:Bool) => I +Int #if B #then 1 #else 0 #fi
586	reference-semantics/semantics/int.k	12	rule	function-equation	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule applyBin("+", B:Bool, I:Int) => #if B #then 1 #else 0 #fi +Int I
587	reference-semantics/semantics/int.k	13	rule	function-equation	-	MATERIAL_PATH	ACCEPTABLE_REVIEWED_FIXED_PATH	rule applyBin("-", I1:Int, I2:Int) => I1 -Int I2
588	reference-semantics/semantics/int.k	14	rule	function-equation	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule applyBin("*", I1:Int, I2:Int) => I1 *Int I2
589	reference-semantics/semantics/int.k	15	rule	function-equation	-	MATERIAL_PATH	ACCEPTABLE_REVIEWED_FIXED_PATH	rule applyBin("%", I1:Int, I2:Int) => pyMod(I1, I2)
590	reference-semantics/semantics/int.k	16	rule	function-equation	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule applyBin("//", I1:Int, I2:Int) => (I1 -Int pyMod(I1, I2)) /Int I2
591	reference-semantics/semantics/int.k	17	rule	function-equation	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule applyBin("**", I1:Int, I2:Int) => I1 ^Int I2 requires I2 >=Int 0
592	reference-semantics/semantics/int.k	19	syntax	syntax-declaration	function	MATERIAL_PATH	ACCEPTABLE_REVIEWED_FIXED_PATH	syntax Int ::= pyMod(Int, Int) [function]
593	reference-semantics/semantics/int.k	20	rule	function-equation	-	MATERIAL_PATH	ACCEPTABLE_REVIEWED_FIXED_PATH	rule pyMod(I1:Int, I2:Int) => ((I1 %Int I2) +Int I2) %Int I2
