COMMAND: /audit-output/evidence/inventory_k.sh /tmp/audit-work/48-is-palindrome /audit-output/evidence/rule-inventory.tsv 
id	file	line	kind	declaration	decision
361	reference-semantics/semantics/core.k	227	syntax	syntax Int ::= isLen(IntSeq) [function, total]	ACCEPT_FIXED_DECLARATION
362	reference-semantics/semantics/core.k	228	rule	rule isLen(.IntSeq)                => 0	ACCEPT_FIXED_RULE
363	reference-semantics/semantics/core.k	229	rule	rule isLen(iCons(_:Int, S:IntSeq)) => 1 +Int isLen(S)	ACCEPT_FIXED_RULE
364	reference-semantics/semantics/core.k	233	syntax	syntax ValSeq ::= setVSAt(ValSeq, Int, Val) [function, total]	ACCEPT_FIXED_DECLARATION
365	reference-semantics/semantics/core.k	234	rule	rule setVSAt(.ValSeq, _:Int, _:Val)               => .ValSeq	ACCEPT_FIXED_RULE
366	reference-semantics/semantics/core.k	235	rule	rule setVSAt(vCons(_:Val, S:ValSeq), 0, V:Val)    => vCons(V, S)	ACCEPT_FIXED_RULE
367	reference-semantics/semantics/core.k	236	rule	rule setVSAt(vCons(W:Val, S:ValSeq), I:Int, V:Val) => vCons(W, setVSAt(S, I -Int 1, V))	ACCEPT_FIXED_RULE
368	reference-semantics/semantics/core.k	238	rule	rule setVSAt(VS:ValSeq, I:Int, _:Val)             => VS	ACCEPT_FIXED_RULE
369	reference-semantics/semantics/dict.k	20	syntax	syntax Val ::= dictV(ValSeq, ValSeq)	ACCEPT_FIXED_DECLARATION
370	reference-semantics/semantics/dict.k	23	syntax	syntax KItem ::= #dictAcc(Entries, ValSeq, ValSeq)	ACCEPT_FIXED_DECLARATION
371	reference-semantics/semantics/dict.k	26	rule	rule <k> DictExpr(ES:Entries) => #dictAcc(ES, .ValSeq, .ValSeq) ... </k>	ACCEPT_FIXED_RULE
372	reference-semantics/semantics/dict.k	27	rule	rule <k> #dictAcc(.Entries, KS:ValSeq, VS:ValSeq) => dictV(KS, VS) ... </k>	ACCEPT_FIXED_RULE
373	reference-semantics/semantics/dict.k	28	rule	rule <k> #dictAcc((Entry(K:Expr, V:Expr), REST:Entries), KS:ValSeq, VS:ValSeq)	ACCEPT_FIXED_RULE
374	reference-semantics/semantics/dict.k	30	rule	rule <k> KV:Val ~> #dictKey(V:Expr, REST:Entries, KS:ValSeq, VS:ValSeq)	ACCEPT_FIXED_RULE
375	reference-semantics/semantics/dict.k	32	rule	rule <k> VV:Val ~> #dictVal(KV:Val, REST:Entries, KS:ValSeq, VS:ValSeq)	ACCEPT_FIXED_RULE
376	reference-semantics/semantics/dict.k	37	syntax	syntax Bool ::= dHasKey(ValSeq, Val) [function, total]	ACCEPT_FIXED_DECLARATION
377	reference-semantics/semantics/dict.k	38	rule	rule dHasKey(.ValSeq, _:Val)                => false	ACCEPT_FIXED_RULE
378	reference-semantics/semantics/dict.k	39	rule	rule dHasKey(vCons(A:Val, _:ValSeq), K:Val) => true          requires A ==K K	ACCEPT_FIXED_RULE
379	reference-semantics/semantics/dict.k	40	rule	rule dHasKey(vCons(A:Val, R:ValSeq), K:Val) => dHasKey(R, K) requires notBool (A ==K K)	ACCEPT_FIXED_RULE
380	reference-semantics/semantics/dict.k	43	syntax	syntax ValSeq ::= dPutK(ValSeq, Val) [function, total]	ACCEPT_FIXED_DECLARATION
381	reference-semantics/semantics/dict.k	44	rule	rule dPutK(KS:ValSeq, K:Val) => KS                                  requires dHasKey(KS, K)	ACCEPT_FIXED_RULE
382	reference-semantics/semantics/dict.k	45	rule	rule dPutK(KS:ValSeq, K:Val) => valSeqConcat(KS, vCons(K, .ValSeq)) requires notBool dHasKey(KS, K)	ACCEPT_FIXED_RULE
383	reference-semantics/semantics/dict.k	49	syntax	syntax ValSeq ::= dPutV(ValSeq, ValSeq, Val, Val) [function, total]	ACCEPT_FIXED_DECLARATION
384	reference-semantics/semantics/dict.k	50	rule	rule dPutV(vCons(A:Val, _:ValSeq), vCons(_:Val, VR:ValSeq), K:Val, V:Val)  => vCons(V, VR)	ACCEPT_FIXED_RULE
385	reference-semantics/semantics/dict.k	52	rule	rule dPutV(vCons(A:Val, KR:ValSeq), vCons(B:Val, VR:ValSeq), K:Val, V:Val) => vCons(B, dPutV(KR, VR, K, V))	ACCEPT_FIXED_RULE
386	reference-semantics/semantics/dict.k	54	rule	rule dPutV(_KS:ValSeq, VS:ValSeq, _K:Val, V:Val) => valSeqConcat(VS, vCons(V, .ValSeq)) [owise]	ACCEPT_FIXED_RULE
387	reference-semantics/semantics/dict.k	58	rule	rule <k> #applyK(toCall(boundMethodV(dictV(KS:ValSeq, _:ValSeq), "keys")), .Vals)	ACCEPT_FIXED_RULE
388	reference-semantics/semantics/dict.k	63	rule	rule applyIndexD(dictV(KS:ValSeq, VS:ValSeq), K:Val) => dGet(KS, VS, K)	ACCEPT_FIXED_RULE
389	reference-semantics/semantics/dict.k	64	syntax	syntax Val ::= applyIndexD(Val, Val) [function]	ACCEPT_FIXED_DECLARATION
390	reference-semantics/semantics/dict.k	65	rule	rule <k> Subscript(dictV(KS:ValSeq, VS:ValSeq), K:Val) => applyIndexD(dictV(KS, VS), K) ... </k>	ACCEPT_FIXED_RULE
391	reference-semantics/semantics/dict.k	70	syntax	syntax Val ::= dictSet(Val, Val, Val) [function]	ACCEPT_FIXED_DECLARATION
392	reference-semantics/semantics/dict.k	71	rule	rule dictSet(dictV(KS:ValSeq, VS:ValSeq), K:Val, V:Val) => dictV(dPutK(KS, K), dPutV(KS, VS, K, V))	ACCEPT_FIXED_RULE
393	reference-semantics/semantics/dict.k	76	syntax	syntax KItem ::= #dsetK(String, Val)	ACCEPT_FIXED_DECLARATION
394	reference-semantics/semantics/dict.k	77	rule	rule <k> Assign(Subscript(Name(X:String), K:Expr), VV:Val) => K ~> #dsetK(X, VV) ... </k>	ACCEPT_FIXED_RULE
395	reference-semantics/semantics/dict.k	78	rule	rule <k> KV:Val ~> #dsetK(X:String, VV:Val) => .K ... </k>	ACCEPT_FIXED_RULE
396	reference-semantics/semantics/dict.k	82	rule	rule <k> KV:Val ~> #dsetK(X:String, VV:Val) => #dsetV({M[X]}:>Val, KV, VV) ... </k>	ACCEPT_FIXED_RULE
397	reference-semantics/semantics/dict.k	86	syntax	syntax KItem ::= #dsetV(Val, Val, Val)	ACCEPT_FIXED_DECLARATION
398	reference-semantics/semantics/dict.k	87	rule	rule <k> #dsetV(ref(H:Int), I:Int, VV:Val) => .K ... </k>	ACCEPT_FIXED_RULE
399	reference-semantics/semantics/dict.k	90	syntax	syntax Int ::= normIdxD(Int, Int) [function, total]	ACCEPT_FIXED_DECLARATION
400	reference-semantics/semantics/dict.k	91	rule	rule normIdxD(I:Int, LEN:Int) => I +Int LEN requires I  <Int 0	ACCEPT_FIXED_RULE
401	reference-semantics/semantics/dict.k	92	rule	rule normIdxD(I:Int, _:Int)   => I          requires I >=Int 0	ACCEPT_FIXED_RULE
402	reference-semantics/semantics/dict.k	95	rule	rule applyCmp("==", dictV(KS1:ValSeq, VS1:ValSeq), dictV(KS2:ValSeq, VS2:ValSeq))	ACCEPT_FIXED_RULE
403	reference-semantics/semantics/dict.k	97	syntax	syntax Bool ::= dSubset(ValSeq, ValSeq, ValSeq, ValSeq) [function]	ACCEPT_FIXED_DECLARATION
404	reference-semantics/semantics/dict.k	98	rule	rule dSubset(.ValSeq, .ValSeq, _:ValSeq, _:ValSeq) => true	ACCEPT_FIXED_RULE
405	reference-semantics/semantics/dict.k	99	rule	rule dSubset(vCons(K:Val, KR:ValSeq), vCons(V:Val, VR:ValSeq), KS2:ValSeq, VS2:ValSeq)	ACCEPT_FIXED_RULE
406	reference-semantics/semantics/dict.k	101	syntax	syntax Val ::= dGet(ValSeq, ValSeq, Val) [function]	ACCEPT_FIXED_DECLARATION
407	reference-semantics/semantics/dict.k	102	rule	rule dGet(vCons(A:Val, _:ValSeq), vCons(B:Val, _:ValSeq), K:Val) => B                requires A ==K K	ACCEPT_FIXED_RULE
408	reference-semantics/semantics/dict.k	103	rule	rule dGet(vCons(A:Val, KR:ValSeq), vCons(_:Val, VR:ValSeq), K:Val) => dGet(KR, VR, K) requires notBool (A ==K K)	ACCEPT_FIXED_RULE
409	reference-semantics/semantics/float.k	20	syntax	syntax Val ::= Float	ACCEPT_FIXED_DECLARATION
410	reference-semantics/semantics/float.k	21	rule	rule <k> Float(F:Float) => F ... </k>	ACCEPT_FIXED_RULE
411	reference-semantics/semantics/float.k	24	syntax	syntax Float ::= intFloatDiv(Int, Float) [function, total, symbol(intFloatDiv), no-evaluators]	ACCEPT_FIXED_DECLARATION
412	reference-semantics/semantics/float.k	25	rule	rule intFloatDiv(I:Int, F:Float) => Int2Float(I, 53, 11) /Float F [concrete]	ACCEPT_FIXED_RULE
413	reference-semantics/semantics/float.k	27	rule	rule applyBin("/", I:Int, F:Float) => intFloatDiv(I, F)	ACCEPT_FIXED_RULE
414	reference-semantics/semantics/float.k	30	syntax	syntax Float ::= divII(Int, Int) [function, total, symbol(divII), no-evaluators]	ACCEPT_FIXED_DECLARATION
415	reference-semantics/semantics/float.k	31	rule	rule divII(I1:Int, I2:Int) => Int2Float(I1, 53, 11) /Float Int2Float(I2, 53, 11) [concrete]	ACCEPT_FIXED_RULE
416	reference-semantics/semantics/float.k	32	rule	rule applyBin("/", I1:Int, I2:Int) => divII(I1, I2)	ACCEPT_FIXED_RULE
417	reference-semantics/semantics/float.k	37	syntax	syntax Float ::= floatMod(Float, Float) [function, total, symbol(floatMod), no-evaluators]	ACCEPT_FIXED_DECLARATION
418	reference-semantics/semantics/float.k	38	rule	rule floatMod(F1:Float, F2:Float) => F1 -Float (floorFloat(F1 /Float F2) *Float F2) [concrete]	ACCEPT_FIXED_RULE
419	reference-semantics/semantics/float.k	39	rule	rule applyBin("%", F1:Float, F2:Float) => floatMod(F1, F2)	ACCEPT_FIXED_RULE
420	reference-semantics/semantics/float.k	43	rule	rule applyCmp("==", F1:Float, F2:Float) => F1 ==Float F2	ACCEPT_FIXED_RULE
421	reference-semantics/semantics/float.k	44	rule	rule applyCmp("!=", F1:Float, F2:Float) => notBool (F1 ==Float F2)	ACCEPT_FIXED_RULE
422	reference-semantics/semantics/float.k	50	syntax	syntax Bool ::= floatLt(Float, Float) [function, total, symbol(floatLt), no-evaluators]	ACCEPT_FIXED_DECLARATION
423	reference-semantics/semantics/float.k	51	rule	rule floatLt(F1:Float, F2:Float) => F1 <Float F2 [concrete]	ACCEPT_FIXED_RULE
424	reference-semantics/semantics/float.k	52	rule	rule applyCmp("<", F1:Float, F2:Float) => floatLt(F1, F2)	ACCEPT_FIXED_RULE
425	reference-semantics/semantics/float.k	54	syntax	syntax Float ::= absF(Float) [function, total, symbol(absF), no-evaluators]	ACCEPT_FIXED_DECLARATION
426	reference-semantics/semantics/float.k	55	rule	rule absF(F:Float) => absFloat(F) [concrete]	ACCEPT_FIXED_RULE
427	reference-semantics/semantics/float.k	56	rule	rule applyBuiltin("abs", F:Float, .Vals) => absF(F)	ACCEPT_FIXED_RULE
428	reference-semantics/semantics/float.k	61	rule	rule <k> Import(_:String) => .K ... </k>	ACCEPT_FIXED_RULE
429	reference-semantics/semantics/float.k	65	syntax	syntax KItem ::= "#mathCeil"	ACCEPT_FIXED_DECLARATION
430	reference-semantics/semantics/float.k	66	rule	rule <k> Call(Attribute(Name("math"), "ceil"), (E:Expr, .Exprs)) => E ~> #mathCeil ... </k> [priority(40)]	ACCEPT_FIXED_RULE
431	reference-semantics/semantics/float.k	67	rule	rule <k> V:Val ~> #mathCeil => ceilF(V) ... </k>	ACCEPT_FIXED_RULE
432	reference-semantics/semantics/float.k	70	syntax	syntax KItem ::= "#mathFloor"	ACCEPT_FIXED_DECLARATION
433	reference-semantics/semantics/float.k	71	rule	rule <k> Call(Attribute(Name("math"), "floor"), (E:Expr, .Exprs)) => E ~> #mathFloor ... </k> [priority(40)]	ACCEPT_FIXED_RULE
434	reference-semantics/semantics/float.k	72	rule	rule <k> V:Val ~> #mathFloor => floorFI(V) ... </k>	ACCEPT_FIXED_RULE
435	reference-semantics/semantics/float.k	73	syntax	syntax Int ::= floorFI(Val) [function, total, symbol(floorFI)]	ACCEPT_FIXED_DECLARATION
436	reference-semantics/semantics/float.k	74	rule	rule floorFI(I:Int)   => I                        [concrete]	ACCEPT_FIXED_RULE
437	reference-semantics/semantics/float.k	75	rule	rule floorFI(F:Float) => Float2Int(floorFloat(F)) [concrete]	ACCEPT_FIXED_RULE
438	reference-semantics/semantics/float.k	78	rule	rule applyBuiltin("floor", V:Val, .Vals) => floorFI(V)	ACCEPT_FIXED_RULE
439	reference-semantics/semantics/float.k	79	rule	rule applyBuiltin("ceil",  V:Val, .Vals) => ceilF(V)	ACCEPT_FIXED_RULE
440	reference-semantics/semantics/float.k	82	syntax	syntax KItem ::= #mathPow1(Expr) | #mathPow2(Val)	ACCEPT_FIXED_DECLARATION
441	reference-semantics/semantics/float.k	83	rule	rule <k> Call(Attribute(Name("math"), "pow"), (E1:Expr, E2:Expr, .Exprs)) => E1 ~> #mathPow1(E2) ... </k> [priority(40)]	ACCEPT_FIXED_RULE
442	reference-semantics/semantics/float.k	84	rule	rule <k> V1:Val ~> #mathPow1(E2:Expr) => E2 ~> #mathPow2(V1) ... </k>	ACCEPT_FIXED_RULE
443	reference-semantics/semantics/float.k	85	rule	rule <k> V2:Val ~> #mathPow2(V1:Val) => powF(toF(V1), toF(V2)) ... </k>	ACCEPT_FIXED_RULE
444	reference-semantics/semantics/float.k	86	syntax	syntax Float ::= toF(Val) [function, total, symbol(toF)]	ACCEPT_FIXED_DECLARATION
445	reference-semantics/semantics/float.k	87	rule	rule toF(F:Float) => F        [concrete]	ACCEPT_FIXED_RULE
446	reference-semantics/semantics/float.k	88	rule	rule toF(I:Int)   => intToF(I) [concrete]	ACCEPT_FIXED_RULE
447	reference-semantics/semantics/float.k	93	syntax	syntax Int ::= ceilF(Val) [function, total, symbol(ceilF)]	ACCEPT_FIXED_DECLARATION
448	reference-semantics/semantics/float.k	94	rule	rule ceilF(I:Int)   => I                       [concrete]	ACCEPT_FIXED_RULE
449	reference-semantics/semantics/float.k	95	rule	rule ceilF(F:Float) => Float2Int(ceilFloat(F)) [concrete]	ACCEPT_FIXED_RULE
450	reference-semantics/semantics/float.k	99	rule	rule applyUn("-", F:Float) => 0.0 -Float F	ACCEPT_FIXED_RULE
451	reference-semantics/semantics/float.k	103	syntax	syntax Float ::= subF(Float, Float) [function, total, symbol(subF), no-evaluators]	ACCEPT_FIXED_DECLARATION
452	reference-semantics/semantics/float.k	104	rule	rule subF(F1:Float, F2:Float) => F1 -Float F2 [concrete]	ACCEPT_FIXED_RULE
453	reference-semantics/semantics/float.k	105	rule	rule applyBin("-", F1:Float, F2:Float) => subF(F1, F2)	ACCEPT_FIXED_RULE
454	reference-semantics/semantics/float.k	107	syntax	syntax Float ::= divF(Float, Float) [function, total, symbol(divF), no-evaluators]	ACCEPT_FIXED_DECLARATION
455	reference-semantics/semantics/float.k	108	rule	rule divF(F1:Float, F2:Float) => F1 /Float F2 [concrete]	ACCEPT_FIXED_RULE
456	reference-semantics/semantics/float.k	109	rule	rule applyBin("/", F1:Float, F2:Float) => divF(F1, F2)	ACCEPT_FIXED_RULE
457	reference-semantics/semantics/float.k	111	syntax	syntax Float ::= addF(Float, Float) [function, total, symbol(addF), no-evaluators]	ACCEPT_FIXED_DECLARATION
458	reference-semantics/semantics/float.k	112	rule	rule addF(F1:Float, F2:Float) => F1 +Float F2 [concrete]	ACCEPT_FIXED_RULE
459	reference-semantics/semantics/float.k	113	rule	rule applyBin("+", F1:Float, F2:Float) => addF(F1, F2)	ACCEPT_FIXED_RULE
460	reference-semantics/semantics/float.k	115	syntax	syntax Float ::= mulF(Float, Float) [function, total, symbol(mulF), no-evaluators]	ACCEPT_FIXED_DECLARATION
461	reference-semantics/semantics/float.k	116	rule	rule mulF(F1:Float, F2:Float) => F1 *Float F2 [concrete]	ACCEPT_FIXED_RULE
462	reference-semantics/semantics/float.k	117	rule	rule applyBin("*", F1:Float, F2:Float) => mulF(F1, F2)	ACCEPT_FIXED_RULE
463	reference-semantics/semantics/float.k	119	syntax	syntax Float ::= powF(Float, Float) [function, total, symbol(powF), no-evaluators]	ACCEPT_FIXED_DECLARATION
464	reference-semantics/semantics/float.k	120	rule	rule powF(F1:Float, F2:Float) => F1 ^Float F2 [concrete]	ACCEPT_FIXED_RULE
465	reference-semantics/semantics/float.k	121	rule	rule applyBin("**", F1:Float, F2:Float) => powF(F1, F2)	ACCEPT_FIXED_RULE
466	reference-semantics/semantics/float.k	125	syntax	syntax Bool ::= gtF(Float, Float) [function, total, symbol(gtF), no-evaluators]	ACCEPT_FIXED_DECLARATION
467	reference-semantics/semantics/float.k	126	rule	rule gtF(F1:Float, F2:Float) => F1 >Float F2 [concrete]	ACCEPT_FIXED_RULE
468	reference-semantics/semantics/float.k	127	rule	rule applyCmp(">",  F1:Float, F2:Float) => gtF(F1, F2)	ACCEPT_FIXED_RULE
469	reference-semantics/semantics/float.k	128	rule	rule applyCmp(">=", F1:Float, F2:Float) => notBool floatLt(F1, F2)	ACCEPT_FIXED_RULE
470	reference-semantics/semantics/float.k	129	rule	rule applyCmp("<=", F1:Float, F2:Float) => notBool gtF(F1, F2)	ACCEPT_FIXED_RULE
471	reference-semantics/semantics/float.k	132	rule	rule applyBin("**", I:Int, F:Float) => powF(intToF(I), F)	ACCEPT_FIXED_RULE
472	reference-semantics/semantics/float.k	133	rule	rule applyBin("**", F:Float, I:Int) => powF(F, intToF(I))	ACCEPT_FIXED_RULE
473	reference-semantics/semantics/float.k	134	rule	rule applyBin("-",  I:Int, F:Float) => subF(intToF(I), F)	ACCEPT_FIXED_RULE
474	reference-semantics/semantics/float.k	135	rule	rule applyBin("-",  F:Float, I:Int) => subF(F, intToF(I))	ACCEPT_FIXED_RULE
475	reference-semantics/semantics/float.k	136	rule	rule applyBin("+",  I:Int, F:Float) => addF(intToF(I), F)	ACCEPT_FIXED_RULE
476	reference-semantics/semantics/float.k	137	rule	rule applyBin("+",  F:Float, I:Int) => addF(F, intToF(I))	ACCEPT_FIXED_RULE
477	reference-semantics/semantics/float.k	138	rule	rule applyBin("*",  I:Int, F:Float) => mulF(intToF(I), F)	ACCEPT_FIXED_RULE
478	reference-semantics/semantics/float.k	139	rule	rule applyBin("*",  F:Float, I:Int) => mulF(F, intToF(I))	ACCEPT_FIXED_RULE
479	reference-semantics/semantics/float.k	142	syntax	syntax Bool ::= eqF(Float, Float) [function, total, symbol(eqF), no-evaluators]	ACCEPT_FIXED_DECLARATION
480	reference-semantics/semantics/float.k	143	rule	rule eqF(F1:Float, F2:Float) => F1 ==Float F2 [concrete]	ACCEPT_FIXED_RULE
481	reference-semantics/semantics/float.k	144	rule	rule applyCmp("==", I:Int, F:Float) => eqF(intToF(I), F)	ACCEPT_FIXED_RULE
482	reference-semantics/semantics/float.k	145	rule	rule applyCmp("==", F:Float, I:Int) => eqF(F, intToF(I))	ACCEPT_FIXED_RULE
483	reference-semantics/semantics/float.k	146	rule	rule applyCmp("!=", I:Int, F:Float) => notBool eqF(intToF(I), F)	ACCEPT_FIXED_RULE
484	reference-semantics/semantics/float.k	147	rule	rule applyCmp("!=", F:Float, I:Int) => notBool eqF(F, intToF(I))	ACCEPT_FIXED_RULE
485	reference-semantics/semantics/float.k	148	rule	rule applyCmp("<",  I:Int, F:Float) => floatLt(intToF(I), F)	ACCEPT_FIXED_RULE
486	reference-semantics/semantics/float.k	149	rule	rule applyCmp("<",  F:Float, I:Int) => floatLt(F, intToF(I))	ACCEPT_FIXED_RULE
487	reference-semantics/semantics/float.k	150	rule	rule applyCmp(">",  I:Int, F:Float) => gtF(intToF(I), F)	ACCEPT_FIXED_RULE
488	reference-semantics/semantics/float.k	151	rule	rule applyCmp(">",  F:Float, I:Int) => gtF(F, intToF(I))	ACCEPT_FIXED_RULE
489	reference-semantics/semantics/float.k	154	rule	rule applyCmp("==", V:Val, noneV) => V ==K noneV	ACCEPT_FIXED_RULE
490	reference-semantics/semantics/float.k	155	rule	rule applyCmp("!=", V:Val, noneV) => notBool (V ==K noneV)	ACCEPT_FIXED_RULE
491	reference-semantics/semantics/float.k	160	syntax	syntax Float ::= decStrToF(IntSeq) [function, total, symbol(decStrToF), no-evaluators]	ACCEPT_FIXED_DECLARATION
492	reference-semantics/semantics/float.k	161	rule	rule decStrToF(iCons(45, CS:IntSeq)) => 0.0 -Float decStrToF(CS) [concrete]	ACCEPT_FIXED_RULE
493	reference-semantics/semantics/float.k	162	rule	rule decStrToF(CS:IntSeq)	ACCEPT_FIXED_RULE
494	reference-semantics/semantics/float.k	165	syntax	syntax Int ::= headIS(IntSeq) [function]	ACCEPT_FIXED_DECLARATION
495	reference-semantics/semantics/float.k	166	rule	rule headIS(iCons(C:Int, _:IntSeq)) => C	ACCEPT_FIXED_RULE
496	reference-semantics/semantics/float.k	167	syntax	syntax Int ::= intPart(IntSeq) [function, total] | intPartAcc(IntSeq, Int) [function, total]	ACCEPT_FIXED_DECLARATION
497	reference-semantics/semantics/float.k	168	rule	rule intPart(CS:IntSeq) => intPartAcc(CS, 0)	ACCEPT_FIXED_RULE
498	reference-semantics/semantics/float.k	169	rule	rule intPartAcc(.IntSeq, A:Int) => A	ACCEPT_FIXED_RULE
499	reference-semantics/semantics/float.k	170	rule	rule intPartAcc(iCons(46, _:IntSeq), A:Int) => A	ACCEPT_FIXED_RULE
500	reference-semantics/semantics/float.k	171	rule	rule intPartAcc(iCons(C:Int, R:IntSeq), A:Int) => intPartAcc(R, A *Int 10 +Int (C -Int 48))	ACCEPT_FIXED_RULE
501	reference-semantics/semantics/float.k	173	syntax	syntax Int ::= fracPart(IntSeq) [function, total] | fracAcc(IntSeq, Int) [function, total]	ACCEPT_FIXED_DECLARATION
502	reference-semantics/semantics/float.k	174	rule	rule fracPart(.IntSeq) => 0	ACCEPT_FIXED_RULE
503	reference-semantics/semantics/float.k	175	rule	rule fracPart(iCons(46, R:IntSeq)) => fracAcc(R, 0)	ACCEPT_FIXED_RULE
504	reference-semantics/semantics/float.k	176	rule	rule fracPart(iCons(C:Int, R:IntSeq)) => fracPart(R) requires C =/=Int 46	ACCEPT_FIXED_RULE
505	reference-semantics/semantics/float.k	177	rule	rule fracAcc(.IntSeq, A:Int) => A	ACCEPT_FIXED_RULE
506	reference-semantics/semantics/float.k	178	rule	rule fracAcc(iCons(C:Int, R:IntSeq), A:Int) => fracAcc(R, A *Int 10 +Int (C -Int 48))	ACCEPT_FIXED_RULE
507	reference-semantics/semantics/float.k	179	syntax	syntax Int ::= fracScale(IntSeq) [function, total] | fscAcc(IntSeq, Int) [function, total]	ACCEPT_FIXED_DECLARATION
508	reference-semantics/semantics/float.k	180	rule	rule fracScale(.IntSeq) => 1	ACCEPT_FIXED_RULE
509	reference-semantics/semantics/float.k	181	rule	rule fracScale(iCons(46, R:IntSeq)) => fscAcc(R, 1)	ACCEPT_FIXED_RULE
510	reference-semantics/semantics/float.k	182	rule	rule fracScale(iCons(C:Int, R:IntSeq)) => fracScale(R) requires C =/=Int 46	ACCEPT_FIXED_RULE
511	reference-semantics/semantics/float.k	183	rule	rule fscAcc(.IntSeq, A:Int) => A	ACCEPT_FIXED_RULE
512	reference-semantics/semantics/float.k	184	rule	rule fscAcc(iCons(_:Int, R:IntSeq), A:Int) => fscAcc(R, A *Int 10)	ACCEPT_FIXED_RULE
513	reference-semantics/semantics/float.k	185	rule	rule applyBuiltin("float", str(CS:IntSeq), .Vals) => decStrToF(CS)	ACCEPT_FIXED_RULE
514	reference-semantics/semantics/float.k	186	rule	rule applyBuiltin("float", I:Int, .Vals)          => intToF(I)	ACCEPT_FIXED_RULE
515	reference-semantics/semantics/float.k	187	rule	rule applyBuiltin("float", F:Float, .Vals)        => F	ACCEPT_FIXED_RULE
516	reference-semantics/semantics/float.k	190	syntax	syntax Float ::= divFloatIntV(Float, Int) [function, total, symbol(divFloatIntV), no-evaluators]	ACCEPT_FIXED_DECLARATION
517	reference-semantics/semantics/float.k	191	rule	rule divFloatIntV(F:Float, I:Int) => F /Float Int2Float(I, 53, 11) [concrete]	ACCEPT_FIXED_RULE
518	reference-semantics/semantics/float.k	192	rule	rule applyBin("/", F:Float, I:Int) => divFloatIntV(F, I)	ACCEPT_FIXED_RULE
519	reference-semantics/semantics/float.k	195	syntax	syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]	ACCEPT_FIXED_DECLARATION
520	reference-semantics/semantics/float.k	196	rule	rule intToF(I:Int) => Int2Float(I, 53, 11) [concrete]	ACCEPT_FIXED_RULE
521	reference-semantics/semantics/float.k	197	rule	rule applyBin("+", I:Int, F:Float) => addF(intToF(I), F)	ACCEPT_FIXED_RULE
522	reference-semantics/semantics/float.k	198	rule	rule applyBin("+", F:Float, I:Int) => addF(F, intToF(I))	ACCEPT_FIXED_RULE
523	reference-semantics/semantics/float.k	199	rule	rule applyBin("-", I:Int, F:Float) => subF(intToF(I), F)	ACCEPT_FIXED_RULE
524	reference-semantics/semantics/float.k	200	rule	rule applyBin("-", F:Float, I:Int) => subF(F, intToF(I))	ACCEPT_FIXED_RULE
525	reference-semantics/semantics/float.k	201	rule	rule applyBin("*", I:Int, F:Float) => mulF(intToF(I), F)	ACCEPT_FIXED_RULE
526	reference-semantics/semantics/float.k	202	rule	rule applyBin("*", F:Float, I:Int) => mulF(F, intToF(I))	ACCEPT_FIXED_RULE
527	reference-semantics/semantics/float.k	203	rule	rule applyCmp("<", I:Int, F:Float) => floatLt(intToF(I), F)	ACCEPT_FIXED_RULE
528	reference-semantics/semantics/float.k	204	rule	rule applyCmp("<", F:Float, I:Int) => floatLt(F, intToF(I))	ACCEPT_FIXED_RULE
529	reference-semantics/semantics/float.k	205	rule	rule applyCmp(">", I:Int, F:Float) => gtF(intToF(I), F)	ACCEPT_FIXED_RULE
530	reference-semantics/semantics/float.k	206	rule	rule applyCmp(">", F:Float, I:Int) => gtF(F, intToF(I))	ACCEPT_FIXED_RULE
531	reference-semantics/semantics/float.k	209	syntax	syntax Int ::= truncF(Float) [function, total, symbol(truncF), no-evaluators]	ACCEPT_FIXED_DECLARATION
532	reference-semantics/semantics/float.k	210	rule	rule truncF(F:Float) => #if F >=Float 0.0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi [concrete]	ACCEPT_FIXED_RULE
533	reference-semantics/semantics/float.k	211	rule	rule applyBuiltin("int", F:Float, .Vals) => truncF(F)	ACCEPT_FIXED_RULE
534	reference-semantics/semantics/float.k	213	rule	rule applyBuiltin("float", I:Int, .Vals)   => intToF(I)	ACCEPT_FIXED_RULE
535	reference-semantics/semantics/float.k	214	rule	rule applyBuiltin("float", F:Float, .Vals) => F	ACCEPT_FIXED_RULE
536	reference-semantics/semantics/float.k	217	syntax	syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]	ACCEPT_FIXED_DECLARATION
537	reference-semantics/semantics/float.k	218	rule	rule roundF(F:Float)	ACCEPT_FIXED_RULE
538	reference-semantics/semantics/float.k	223	syntax	syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]	ACCEPT_FIXED_DECLARATION
539	reference-semantics/semantics/float.k	224	rule	rule roundFN(F:Float, N:Int)	ACCEPT_FIXED_RULE
540	reference-semantics/semantics/float.k	227	rule	rule applyBuiltin("round", F:Float, .Vals)        => roundF(F)	ACCEPT_FIXED_RULE
541	reference-semantics/semantics/float.k	228	rule	rule applyBuiltin("round", F:Float, N:Int, .Vals) => roundFN(F, N)	ACCEPT_FIXED_RULE
