source,source_sha256,line_start,line_end,kind,flags,summary,decision,rationale
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,50,50,syntax,function;total;symbol;no-evaluators;opaque-symbol,"syntax Bool ::= floatLt(Float, Float) [function, total, symbol(floatLt), no-evaluators]",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,51,51,rule,concrete;ordinary-rule,"rule floatLt(F1:Float, F2:Float) => F1 <Float F2 [concrete]",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,52,52,rule,ordinary-rule,"rule applyCmp(""<"", F1:Float, F2:Float) => floatLt(F1, F2)",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,54,54,syntax,function;total;symbol;no-evaluators;opaque-symbol,"syntax Float ::= absF(Float) [function, total, symbol(absF), no-evaluators]",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,55,55,rule,concrete;ordinary-rule,rule absF(F:Float) => absFloat(F) [concrete],ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,56,60,rule,function;ordinary-rule,"rule applyBuiltin(""abs"", F:Float, .Vals) => absF(F) ",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,61,64,rule,ordinary-rule,rule <k> Import(_:String) => .K ... </k> ,ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,65,65,syntax,,"syntax KItem ::= ""#mathCeil""",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,66,66,rule,priority;ordinary-rule,"rule <k> Call(Attribute(Name(""math""), ""ceil""), (E:Expr, .Exprs)) => E ~> #mathCeil ... </k> [priority(40)]",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,67,69,rule,ordinary-rule,rule <k> V:Val ~> #mathCeil => ceilF(V) ... </k> ,ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,70,70,syntax,,"syntax KItem ::= ""#mathFloor""",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,71,71,rule,priority;ordinary-rule,"rule <k> Call(Attribute(Name(""math""), ""floor""), (E:Expr, .Exprs)) => E ~> #mathFloor ... </k> [priority(40)]",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,72,72,rule,ordinary-rule,rule <k> V:Val ~> #mathFloor => floorFI(V) ... </k>,ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,73,73,syntax,function;total;symbol,"syntax Int ::= floorFI(Val) [function, total, symbol(floorFI)]",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,74,74,rule,concrete;ordinary-rule,rule floorFI(I:Int)   => I                        [concrete],ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,75,77,rule,concrete;ordinary-rule,rule floorFI(F:Float) => Float2Int(floorFloat(F)) [concrete] ,ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,78,78,rule,ordinary-rule,"rule applyBuiltin(""floor"", V:Val, .Vals) => floorFI(V)",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,79,81,rule,ordinary-rule,"rule applyBuiltin(""ceil"",  V:Val, .Vals) => ceilF(V) ",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,82,82,syntax,,syntax KItem ::= #mathPow1(Expr) | #mathPow2(Val),ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,83,83,rule,priority;ordinary-rule,"rule <k> Call(Attribute(Name(""math""), ""pow""), (E1:Expr, E2:Expr, .Exprs)) => E1 ~> #mathPow1(E2) ... </k> [priority(40)]",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,84,84,rule,ordinary-rule,rule <k> V1:Val ~> #mathPow1(E2:Expr) => E2 ~> #mathPow2(V1) ... </k>,ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,85,85,rule,ordinary-rule,"rule <k> V2:Val ~> #mathPow2(V1:Val) => powF(toF(V1), toF(V2)) ... </k>",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,86,86,syntax,function;total;symbol,"syntax Float ::= toF(Val) [function, total, symbol(toF)]",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,87,87,rule,concrete;ordinary-rule,rule toF(F:Float) => F        [concrete],ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,88,92,rule,concrete;ordinary-rule,rule toF(I:Int)   => intToF(I) [concrete] ,ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,93,93,syntax,function;total;symbol,"syntax Int ::= ceilF(Val) [function, total, symbol(ceilF)]",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,94,94,rule,concrete;ordinary-rule,rule ceilF(I:Int)   => I                       [concrete],ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,95,98,rule,concrete;ordinary-rule,rule ceilF(F:Float) => Float2Int(ceilFloat(F)) [concrete] ,ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,99,102,rule,no-evaluators;concrete;ordinary-rule,"rule applyUn(""-"", F:Float) => 0.0 -Float F ",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,103,103,syntax,function;total;symbol;no-evaluators;opaque-symbol,"syntax Float ::= subF(Float, Float) [function, total, symbol(subF), no-evaluators]",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,104,104,rule,concrete;ordinary-rule,"rule subF(F1:Float, F2:Float) => F1 -Float F2 [concrete]",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,105,105,rule,ordinary-rule,"rule applyBin(""-"", F1:Float, F2:Float) => subF(F1, F2)",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,107,107,syntax,function;total;symbol;no-evaluators;opaque-symbol,"syntax Float ::= divF(Float, Float) [function, total, symbol(divF), no-evaluators]",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,108,108,rule,concrete;ordinary-rule,"rule divF(F1:Float, F2:Float) => F1 /Float F2 [concrete]",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,109,109,rule,ordinary-rule,"rule applyBin(""/"", F1:Float, F2:Float) => divF(F1, F2)",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,111,111,syntax,function;total;symbol;no-evaluators;opaque-symbol,"syntax Float ::= addF(Float, Float) [function, total, symbol(addF), no-evaluators]",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,112,112,rule,concrete;ordinary-rule,"rule addF(F1:Float, F2:Float) => F1 +Float F2 [concrete]",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,113,113,rule,ordinary-rule,"rule applyBin(""+"", F1:Float, F2:Float) => addF(F1, F2)",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,115,115,syntax,function;total;symbol;no-evaluators;opaque-symbol,"syntax Float ::= mulF(Float, Float) [function, total, symbol(mulF), no-evaluators]",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,116,116,rule,concrete;ordinary-rule,"rule mulF(F1:Float, F2:Float) => F1 *Float F2 [concrete]",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,117,117,rule,ordinary-rule,"rule applyBin(""*"", F1:Float, F2:Float) => mulF(F1, F2)",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,119,119,syntax,function;total;symbol;no-evaluators;opaque-symbol,"syntax Float ::= powF(Float, Float) [function, total, symbol(powF), no-evaluators]",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,120,120,rule,concrete;ordinary-rule,"rule powF(F1:Float, F2:Float) => F1 ^Float F2 [concrete]",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,121,124,rule,ordinary-rule,"rule applyBin(""**"", F1:Float, F2:Float) => powF(F1, F2) ",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,125,125,syntax,function;total;symbol;no-evaluators;opaque-symbol,"syntax Bool ::= gtF(Float, Float) [function, total, symbol(gtF), no-evaluators]",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,126,126,rule,concrete;ordinary-rule,"rule gtF(F1:Float, F2:Float) => F1 >Float F2 [concrete]",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,127,127,rule,ordinary-rule,"rule applyCmp("">"",  F1:Float, F2:Float) => gtF(F1, F2)",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,128,128,rule,ordinary-rule,"rule applyCmp("">="", F1:Float, F2:Float) => notBool floatLt(F1, F2)",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,129,131,rule,ordinary-rule,"rule applyCmp(""<="", F1:Float, F2:Float) => notBool gtF(F1, F2) ",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,132,132,rule,ordinary-rule,"rule applyBin(""**"", I:Int, F:Float) => powF(intToF(I), F)",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,133,133,rule,ordinary-rule,"rule applyBin(""**"", F:Float, I:Int) => powF(F, intToF(I))",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,134,134,rule,ordinary-rule,"rule applyBin(""-"",  I:Int, F:Float) => subF(intToF(I), F)",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,135,135,rule,ordinary-rule,"rule applyBin(""-"",  F:Float, I:Int) => subF(F, intToF(I))",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,136,136,rule,ordinary-rule,"rule applyBin(""+"",  I:Int, F:Float) => addF(intToF(I), F)",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,137,137,rule,ordinary-rule,"rule applyBin(""+"",  F:Float, I:Int) => addF(F, intToF(I))",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,138,138,rule,ordinary-rule,"rule applyBin(""*"",  I:Int, F:Float) => mulF(intToF(I), F)",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,139,141,rule,concrete;ordinary-rule,"rule applyBin(""*"",  F:Float, I:Int) => mulF(F, intToF(I)) ",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,142,142,syntax,function;total;symbol;no-evaluators;opaque-symbol,"syntax Bool ::= eqF(Float, Float) [function, total, symbol(eqF), no-evaluators]",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,143,143,rule,concrete;ordinary-rule,"rule eqF(F1:Float, F2:Float) => F1 ==Float F2 [concrete]",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,144,144,rule,ordinary-rule,"rule applyCmp(""=="", I:Int, F:Float) => eqF(intToF(I), F)",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,145,145,rule,ordinary-rule,"rule applyCmp(""=="", F:Float, I:Int) => eqF(F, intToF(I))",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,146,146,rule,ordinary-rule,"rule applyCmp(""!="", I:Int, F:Float) => notBool eqF(intToF(I), F)",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,147,147,rule,ordinary-rule,"rule applyCmp(""!="", F:Float, I:Int) => notBool eqF(F, intToF(I))",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,148,148,rule,ordinary-rule,"rule applyCmp(""<"",  I:Int, F:Float) => floatLt(intToF(I), F)",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,149,149,rule,ordinary-rule,"rule applyCmp(""<"",  F:Float, I:Int) => floatLt(F, intToF(I))",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,150,150,rule,ordinary-rule,"rule applyCmp("">"",  I:Int, F:Float) => gtF(intToF(I), F)",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,151,153,rule,ordinary-rule,"rule applyCmp("">"",  F:Float, I:Int) => gtF(F, intToF(I)) ",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,154,154,rule,ordinary-rule,"rule applyCmp(""=="", V:Val, noneV) => V ==K noneV",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,155,159,rule,concrete;ordinary-rule,"rule applyCmp(""!="", V:Val, noneV) => notBool (V ==K noneV) ",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,160,160,syntax,function;total;symbol;no-evaluators;opaque-symbol,"syntax Float ::= decStrToF(IntSeq) [function, total, symbol(decStrToF), no-evaluators]",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,161,161,rule,concrete;ordinary-rule,"rule decStrToF(iCons(45, CS:IntSeq)) => 0.0 -Float decStrToF(CS) [concrete]",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,162,164,rule,concrete;ordinary-rule,rule decStrToF(CS:IntSeq) => intToF(intPart(CS)) +Float (intToF(fracPart(CS)) /Float intToF(fracScale(CS))),ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,165,165,syntax,function,syntax Int ::= headIS(IntSeq) [function],ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,166,166,rule,ordinary-rule,"rule headIS(iCons(C:Int, _:IntSeq)) => C",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,167,167,syntax,function;total,"syntax Int ::= intPart(IntSeq) [function, total] | intPartAcc(IntSeq, Int) [function, total]",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,168,168,rule,ordinary-rule,"rule intPart(CS:IntSeq) => intPartAcc(CS, 0)",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,169,169,rule,ordinary-rule,"rule intPartAcc(.IntSeq, A:Int) => A",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,170,170,rule,ordinary-rule,"rule intPartAcc(iCons(46, _:IntSeq), A:Int) => A",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,171,172,rule,ordinary-rule,"rule intPartAcc(iCons(C:Int, R:IntSeq), A:Int) => intPartAcc(R, A *Int 10 +Int (C -Int 48)) requires C =/=Int 46",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/float.k,5dfeee8700c90c3aa6dc515b15b74283882845fb6cdcc3627d97ef650124b70f,173,173,syntax,function;total,"syntax Int ::= fracPart(IntSeq) [function, total] | fracAcc(IntSeq, Int) [function, total]",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
