id	file	line	kind	attributes	classification	text	reachability	decision	audit_reason
458	reference-semantics/semantics/float.k	112	rule	concrete	semantic-rule,concrete-only-rule	  rule addF(F1:Float, F2:Float) => F1 +Float F2 [concrete]	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
459	reference-semantics/semantics/float.k	113	rule		semantic-rule	"  rule applyBin(""+"", F1:Float, F2:Float) => addF(F1, F2)"	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
460	reference-semantics/semantics/float.k	115	syntax	function, total, symbol(mulF), no-evaluators	syntax-declaration,function-declaration,total-declaration,opaque-symbol	  syntax Float ::= mulF(Float, Float) [function, total, symbol(mulF), no-evaluators]	unreachable	UNUSED_FIXED_TRUST_BOUNDARY	Opaque fixed-semantics primitive cannot unify with any submitted program operation or postcondition term.
461	reference-semantics/semantics/float.k	116	rule	concrete	semantic-rule,concrete-only-rule	  rule mulF(F1:Float, F2:Float) => F1 *Float F2 [concrete]	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
462	reference-semantics/semantics/float.k	117	rule		semantic-rule	"  rule applyBin(""*"", F1:Float, F2:Float) => mulF(F1, F2)"	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
463	reference-semantics/semantics/float.k	119	syntax	function, total, symbol(powF), no-evaluators	syntax-declaration,function-declaration,total-declaration,opaque-symbol	  syntax Float ::= powF(Float, Float) [function, total, symbol(powF), no-evaluators]	unreachable	UNUSED_FIXED_TRUST_BOUNDARY	Opaque fixed-semantics primitive cannot unify with any submitted program operation or postcondition term.
464	reference-semantics/semantics/float.k	120	rule	concrete	semantic-rule,concrete-only-rule	  rule powF(F1:Float, F2:Float) => F1 ^Float F2 [concrete]	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
465	reference-semantics/semantics/float.k	121	rule		semantic-rule	"  rule applyBin(""**"", F1:Float, F2:Float) => powF(F1, F2)"	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
466	reference-semantics/semantics/float.k	125	syntax	function, total, symbol(gtF), no-evaluators	syntax-declaration,function-declaration,total-declaration,opaque-symbol	  syntax Bool ::= gtF(Float, Float) [function, total, symbol(gtF), no-evaluators]	unreachable	UNUSED_FIXED_TRUST_BOUNDARY	Opaque fixed-semantics primitive cannot unify with any submitted program operation or postcondition term.
467	reference-semantics/semantics/float.k	126	rule	concrete	semantic-rule,concrete-only-rule	  rule gtF(F1:Float, F2:Float) => F1 >Float F2 [concrete]	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
468	reference-semantics/semantics/float.k	127	rule		semantic-rule	"  rule applyCmp("">"",  F1:Float, F2:Float) => gtF(F1, F2)"	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
469	reference-semantics/semantics/float.k	128	rule		semantic-rule	"  rule applyCmp("">="", F1:Float, F2:Float) => notBool floatLt(F1, F2)"	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
470	reference-semantics/semantics/float.k	129	rule		semantic-rule	"  rule applyCmp(""<="", F1:Float, F2:Float) => notBool gtF(F1, F2)"	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
471	reference-semantics/semantics/float.k	132	rule		semantic-rule	"  rule applyBin(""**"", I:Int, F:Float) => powF(intToF(I), F)"	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
472	reference-semantics/semantics/float.k	133	rule		semantic-rule	"  rule applyBin(""**"", F:Float, I:Int) => powF(F, intToF(I))"	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
473	reference-semantics/semantics/float.k	134	rule		semantic-rule	"  rule applyBin(""-"",  I:Int, F:Float) => subF(intToF(I), F)"	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
474	reference-semantics/semantics/float.k	135	rule		semantic-rule	"  rule applyBin(""-"",  F:Float, I:Int) => subF(F, intToF(I))"	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
475	reference-semantics/semantics/float.k	136	rule		semantic-rule	"  rule applyBin(""+"",  I:Int, F:Float) => addF(intToF(I), F)"	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
476	reference-semantics/semantics/float.k	137	rule		semantic-rule	"  rule applyBin(""+"",  F:Float, I:Int) => addF(F, intToF(I))"	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
477	reference-semantics/semantics/float.k	138	rule		semantic-rule	"  rule applyBin(""*"",  I:Int, F:Float) => mulF(intToF(I), F)"	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
478	reference-semantics/semantics/float.k	139	rule		semantic-rule	"  rule applyBin(""*"",  F:Float, I:Int) => mulF(F, intToF(I))"	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
479	reference-semantics/semantics/float.k	142	syntax	function, total, symbol(eqF), no-evaluators	syntax-declaration,function-declaration,total-declaration,opaque-symbol	  syntax Bool ::= eqF(Float, Float) [function, total, symbol(eqF), no-evaluators]	unreachable	UNUSED_FIXED_TRUST_BOUNDARY	Opaque fixed-semantics primitive cannot unify with any submitted program operation or postcondition term.
480	reference-semantics/semantics/float.k	143	rule	concrete	semantic-rule,concrete-only-rule	  rule eqF(F1:Float, F2:Float) => F1 ==Float F2 [concrete]	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
481	reference-semantics/semantics/float.k	144	rule		semantic-rule	"  rule applyCmp(""=="", I:Int, F:Float) => eqF(intToF(I), F)"	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
482	reference-semantics/semantics/float.k	145	rule		semantic-rule	"  rule applyCmp(""=="", F:Float, I:Int) => eqF(F, intToF(I))"	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
483	reference-semantics/semantics/float.k	146	rule		semantic-rule	"  rule applyCmp(""!="", I:Int, F:Float) => notBool eqF(intToF(I), F)"	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
484	reference-semantics/semantics/float.k	147	rule		semantic-rule	"  rule applyCmp(""!="", F:Float, I:Int) => notBool eqF(F, intToF(I))"	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
485	reference-semantics/semantics/float.k	148	rule		semantic-rule	"  rule applyCmp(""<"",  I:Int, F:Float) => floatLt(intToF(I), F)"	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
486	reference-semantics/semantics/float.k	149	rule		semantic-rule	"  rule applyCmp(""<"",  F:Float, I:Int) => floatLt(F, intToF(I))"	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
487	reference-semantics/semantics/float.k	150	rule		semantic-rule	"  rule applyCmp("">"",  I:Int, F:Float) => gtF(intToF(I), F)"	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
488	reference-semantics/semantics/float.k	151	rule		semantic-rule	"  rule applyCmp("">"",  F:Float, I:Int) => gtF(F, intToF(I))"	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
489	reference-semantics/semantics/float.k	154	rule		semantic-rule	"  rule applyCmp(""=="", V:Val, noneV) => V ==K noneV"	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
490	reference-semantics/semantics/float.k	155	rule		semantic-rule	"  rule applyCmp(""!="", V:Val, noneV) => notBool (V ==K noneV)"	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
491	reference-semantics/semantics/float.k	160	syntax	function, total, symbol(decStrToF), no-evaluators	syntax-declaration,function-declaration,total-declaration,opaque-symbol	  syntax Float ::= decStrToF(IntSeq) [function, total, symbol(decStrToF), no-evaluators]	unreachable	UNUSED_FIXED_TRUST_BOUNDARY	Opaque fixed-semantics primitive cannot unify with any submitted program operation or postcondition term.
492	reference-semantics/semantics/float.k	161	rule	concrete	semantic-rule,concrete-only-rule	  rule decStrToF(iCons(45, CS:IntSeq)) => 0.0 -Float decStrToF(CS) [concrete]	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
493	reference-semantics/semantics/float.k	162	rule		semantic-rule	  rule decStrToF(CS:IntSeq)\n    => intToF(intPart(CS)) +Float (intToF(fracPart(CS)) /Float intToF(fracScale(CS)))	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
494	reference-semantics/semantics/float.k	165	syntax	function	syntax-declaration,function-declaration	  syntax Int ::= headIS(IntSeq) [function]	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
495	reference-semantics/semantics/float.k	166	rule		semantic-rule	  rule headIS(iCons(C:Int, _:IntSeq)) => C	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
496	reference-semantics/semantics/float.k	167	syntax	function, total,function, total	syntax-declaration,function-declaration,total-declaration	  syntax Int ::= intPart(IntSeq) [function, total] | intPartAcc(IntSeq, Int) [function, total]	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
497	reference-semantics/semantics/float.k	168	rule		semantic-rule	  rule intPart(CS:IntSeq) => intPartAcc(CS, 0)	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
498	reference-semantics/semantics/float.k	169	rule		semantic-rule	  rule intPartAcc(.IntSeq, A:Int) => A	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
499	reference-semantics/semantics/float.k	170	rule		semantic-rule	  rule intPartAcc(iCons(46, _:IntSeq), A:Int) => A	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
500	reference-semantics/semantics/float.k	171	rule		semantic-rule	  rule intPartAcc(iCons(C:Int, R:IntSeq), A:Int) => intPartAcc(R, A *Int 10 +Int (C -Int 48))	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
501	reference-semantics/semantics/float.k	173	syntax	function, total,function, total	syntax-declaration,function-declaration,total-declaration	  syntax Int ::= fracPart(IntSeq) [function, total] | fracAcc(IntSeq, Int) [function, total]	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
502	reference-semantics/semantics/float.k	174	rule		semantic-rule	  rule fracPart(.IntSeq) => 0	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
503	reference-semantics/semantics/float.k	175	rule		semantic-rule	  rule fracPart(iCons(46, R:IntSeq)) => fracAcc(R, 0)	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
504	reference-semantics/semantics/float.k	176	rule		semantic-rule	  rule fracPart(iCons(C:Int, R:IntSeq)) => fracPart(R) requires C =/=Int 46	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
505	reference-semantics/semantics/float.k	177	rule		semantic-rule	  rule fracAcc(.IntSeq, A:Int) => A	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
506	reference-semantics/semantics/float.k	178	rule		semantic-rule	  rule fracAcc(iCons(C:Int, R:IntSeq), A:Int) => fracAcc(R, A *Int 10 +Int (C -Int 48))	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
507	reference-semantics/semantics/float.k	179	syntax	function, total,function, total	syntax-declaration,function-declaration,total-declaration	  syntax Int ::= fracScale(IntSeq) [function, total] | fscAcc(IntSeq, Int) [function, total]	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
508	reference-semantics/semantics/float.k	180	rule		semantic-rule	  rule fracScale(.IntSeq) => 1	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
509	reference-semantics/semantics/float.k	181	rule		semantic-rule	  rule fracScale(iCons(46, R:IntSeq)) => fscAcc(R, 1)	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
510	reference-semantics/semantics/float.k	182	rule		semantic-rule	  rule fracScale(iCons(C:Int, R:IntSeq)) => fracScale(R) requires C =/=Int 46	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
511	reference-semantics/semantics/float.k	183	rule		semantic-rule	  rule fscAcc(.IntSeq, A:Int) => A	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
512	reference-semantics/semantics/float.k	184	rule		semantic-rule	  rule fscAcc(iCons(_:Int, R:IntSeq), A:Int) => fscAcc(R, A *Int 10)	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
513	reference-semantics/semantics/float.k	185	rule		semantic-rule	"  rule applyBuiltin(""float"", str(CS:IntSeq), .Vals) => decStrToF(CS)"	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
514	reference-semantics/semantics/float.k	186	rule		semantic-rule	"  rule applyBuiltin(""float"", I:Int, .Vals)          => intToF(I)"	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
515	reference-semantics/semantics/float.k	187	rule		semantic-rule	"  rule applyBuiltin(""float"", F:Float, .Vals)        => F"	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
516	reference-semantics/semantics/float.k	190	syntax	function, total, symbol(divFloatIntV), no-evaluators	syntax-declaration,function-declaration,total-declaration,opaque-symbol	  syntax Float ::= divFloatIntV(Float, Int) [function, total, symbol(divFloatIntV), no-evaluators]	unreachable	UNUSED_FIXED_TRUST_BOUNDARY	Opaque fixed-semantics primitive cannot unify with any submitted program operation or postcondition term.
517	reference-semantics/semantics/float.k	191	rule	concrete	semantic-rule,concrete-only-rule	  rule divFloatIntV(F:Float, I:Int) => F /Float Int2Float(I, 53, 11) [concrete]	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
518	reference-semantics/semantics/float.k	192	rule		semantic-rule	"  rule applyBin(""/"", F:Float, I:Int) => divFloatIntV(F, I)"	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
519	reference-semantics/semantics/float.k	195	syntax	function, total, symbol(intToF), no-evaluators	syntax-declaration,function-declaration,total-declaration,opaque-symbol	  syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]	unreachable	UNUSED_FIXED_TRUST_BOUNDARY	Opaque fixed-semantics primitive cannot unify with any submitted program operation or postcondition term.
520	reference-semantics/semantics/float.k	196	rule	concrete	semantic-rule,concrete-only-rule	  rule intToF(I:Int) => Int2Float(I, 53, 11) [concrete]	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
521	reference-semantics/semantics/float.k	197	rule		semantic-rule	"  rule applyBin(""+"", I:Int, F:Float) => addF(intToF(I), F)"	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
522	reference-semantics/semantics/float.k	198	rule		semantic-rule	"  rule applyBin(""+"", F:Float, I:Int) => addF(F, intToF(I))"	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
523	reference-semantics/semantics/float.k	199	rule		semantic-rule	"  rule applyBin(""-"", I:Int, F:Float) => subF(intToF(I), F)"	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
524	reference-semantics/semantics/float.k	200	rule		semantic-rule	"  rule applyBin(""-"", F:Float, I:Int) => subF(F, intToF(I))"	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
525	reference-semantics/semantics/float.k	201	rule		semantic-rule	"  rule applyBin(""*"", I:Int, F:Float) => mulF(intToF(I), F)"	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
526	reference-semantics/semantics/float.k	202	rule		semantic-rule	"  rule applyBin(""*"", F:Float, I:Int) => mulF(F, intToF(I))"	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
527	reference-semantics/semantics/float.k	203	rule		semantic-rule	"  rule applyCmp(""<"", I:Int, F:Float) => floatLt(intToF(I), F)"	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
528	reference-semantics/semantics/float.k	204	rule		semantic-rule	"  rule applyCmp(""<"", F:Float, I:Int) => floatLt(F, intToF(I))"	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
529	reference-semantics/semantics/float.k	205	rule		semantic-rule	"  rule applyCmp("">"", I:Int, F:Float) => gtF(intToF(I), F)"	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
530	reference-semantics/semantics/float.k	206	rule		semantic-rule	"  rule applyCmp("">"", F:Float, I:Int) => gtF(F, intToF(I))"	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
531	reference-semantics/semantics/float.k	209	syntax	function, total, symbol(truncF), no-evaluators	syntax-declaration,function-declaration,total-declaration,opaque-symbol	  syntax Int ::= truncF(Float) [function, total, symbol(truncF), no-evaluators]	unreachable	UNUSED_FIXED_TRUST_BOUNDARY	Opaque fixed-semantics primitive cannot unify with any submitted program operation or postcondition term.
532	reference-semantics/semantics/float.k	210	rule	concrete	semantic-rule,concrete-only-rule	  rule truncF(F:Float) => #if F >=Float 0.0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi [concrete]	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
533	reference-semantics/semantics/float.k	211	rule		semantic-rule	"  rule applyBuiltin(""int"", F:Float, .Vals) => truncF(F)"	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
534	reference-semantics/semantics/float.k	213	rule		semantic-rule	"  rule applyBuiltin(""float"", I:Int, .Vals)   => intToF(I)"	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
535	reference-semantics/semantics/float.k	214	rule		semantic-rule	"  rule applyBuiltin(""float"", F:Float, .Vals) => F"	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
536	reference-semantics/semantics/float.k	217	syntax	function, total, symbol(roundF), no-evaluators	syntax-declaration,function-declaration,total-declaration,opaque-symbol	  syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]	unreachable	UNUSED_FIXED_TRUST_BOUNDARY	Opaque fixed-semantics primitive cannot unify with any submitted program operation or postcondition term.
537	reference-semantics/semantics/float.k	218	rule	concrete	semantic-rule,concrete-only-rule	  rule roundF(F:Float)\n    => #if (F -Float floorFloat(F)) ==Float 0.5\n       #then (#if Float2Int(floorFloat(F)) %Int 2 ==Int 0\n              #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi)\n       #else Float2Int(floorFloat(F +Float 0.5)) #fi [concrete]	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
538	reference-semantics/semantics/float.k	223	syntax	function, total, symbol(roundFN), no-evaluators	syntax-declaration,function-declaration,total-declaration,opaque-symbol	  syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]	unreachable	UNUSED_FIXED_TRUST_BOUNDARY	Opaque fixed-semantics primitive cannot unify with any submitted program operation or postcondition term.
539	reference-semantics/semantics/float.k	224	rule	concrete	semantic-rule,concrete-only-rule	  rule roundFN(F:Float, N:Int)\n    => Int2Float(roundF(F *Float Int2Float(10 ^Int N, 53, 11)), 53, 11)\n       /Float Int2Float(10 ^Int N, 53, 11) [concrete]	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
540	reference-semantics/semantics/float.k	227	rule		semantic-rule	"  rule applyBuiltin(""round"", F:Float, .Vals)        => roundF(F)"	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
541	reference-semantics/semantics/float.k	228	rule		semantic-rule	"  rule applyBuiltin(""round"", F:Float, N:Int, .Vals) => roundFN(F, N)"	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
542	reference-semantics/semantics/float.k	230	syntax	function, total, symbol(sqrtF), no-evaluators	syntax-declaration,function-declaration,total-declaration,opaque-symbol	  syntax Float ::= sqrtF(Float) [function, total, symbol(sqrtF), no-evaluators]	unreachable	UNUSED_FIXED_TRUST_BOUNDARY	Opaque fixed-semantics primitive cannot unify with any submitted program operation or postcondition term.
543	reference-semantics/semantics/float.k	231	rule	concrete	semantic-rule,concrete-only-rule	  rule sqrtF(F:Float) => sqrtFloat(F) [concrete]	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
544	reference-semantics/semantics/float.k	232	syntax		syntax-declaration	"  syntax KItem ::= ""#mathSqrt"""	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
545	reference-semantics/semantics/float.k	233	rule	priority(40)	semantic-rule,priority-rule	"  rule <k> Call(Attribute(Name(""math""), ""sqrt""), (E:Expr, .Exprs)) => E ~> #mathSqrt ... </k> [priority(40)]"	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
546	reference-semantics/semantics/float.k	234	rule		semantic-rule	  rule <k> F:Float ~> #mathSqrt => sqrtF(F) ... </k>	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
547	reference-semantics/semantics/float.k	235	rule		semantic-rule	  rule <k> I:Int ~> #mathSqrt => sqrtF(intToF(I)) ... </k>	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
548	reference-semantics/semantics/float.k	243	syntax		syntax-declaration	  syntax KItem ::= #maxAccF(Iterable, Float) | #maxContF(Float)	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
549	reference-semantics/semantics/float.k	244	rule		semantic-rule	  rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAccF(R, {V}:>Float) ... </k> requires isFloat(V)	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
550	reference-semantics/semantics/float.k	245	rule		semantic-rule	  rule <k> #maxAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #maxContF(M) ... </k>	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
551	reference-semantics/semantics/float.k	246	rule		semantic-rule	  rule <k> #iterDone ~> #maxContF(M:Float) => M ... </k>	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
552	reference-semantics/semantics/float.k	247	rule		semantic-rule	  rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #maxAccF(R, maxFloat(M, {V}:>Float)) ... </k>	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
553	reference-semantics/semantics/float.k	250	syntax		syntax-declaration	  syntax KItem ::= #minAccF(Iterable, Float) | #minContF(Float)	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
554	reference-semantics/semantics/float.k	251	rule		semantic-rule	  rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAccF(R, {V}:>Float) ... </k> requires isFloat(V)	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
555	reference-semantics/semantics/float.k	252	rule		semantic-rule	  rule <k> #minAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #minContF(M) ... </k>	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
556	reference-semantics/semantics/float.k	253	rule		semantic-rule	  rule <k> #iterDone ~> #minContF(M:Float) => M ... </k>	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
557	reference-semantics/semantics/float.k	254	rule		semantic-rule	  rule <k> #iterYield(V:Val, R:Iterable) ~> #minContF(M:Float) => #minAccF(R, minFloat(M, {V}:>Float)) ... </k>	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
558	reference-semantics/semantics/float.k	261	syntax		syntax-declaration	  syntax KItem ::= #sumAccF(Iterable, Float) | #sumContF(Float)	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
