id	file	start_line	end_line	kind	attributes	relevance	decision	justification	sentence
K-0547	semantics/float.k	235	235	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule <k> I:Int ~> #mathSqrt => sqrtF(intToF(I)) ... </k>
K-0548	semantics/float.k	243	243	syntax	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	syntax KItem ::= #maxAccF(Iterable, Float) | #maxContF(Float)
K-0549	semantics/float.k	244	244	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAccF(R, {V}:>Float) ... </k> requires isFloat(V)
K-0550	semantics/float.k	245	245	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule <k> #maxAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #maxContF(M) ... </k>
K-0551	semantics/float.k	246	246	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule <k> #iterDone ~> #maxContF(M:Float) => M ... </k>
K-0552	semantics/float.k	247	248	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #maxAccF(R, maxFloat(M, {V}:>Float)) ... </k>\n       requires isFloat(V)
K-0553	semantics/float.k	250	250	syntax	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	syntax KItem ::= #minAccF(Iterable, Float) | #minContF(Float)
K-0554	semantics/float.k	251	251	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAccF(R, {V}:>Float) ... </k> requires isFloat(V)
K-0555	semantics/float.k	252	252	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule <k> #minAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #minContF(M) ... </k>
K-0556	semantics/float.k	253	253	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule <k> #iterDone ~> #minContF(M:Float) => M ... </k>
K-0557	semantics/float.k	254	255	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule <k> #iterYield(V:Val, R:Iterable) ~> #minContF(M:Float) => #minAccF(R, minFloat(M, {V}:>Float)) ... </k>\n       requires isFloat(V)
K-0558	semantics/float.k	261	261	syntax	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	syntax KItem ::= #sumAccF(Iterable, Float) | #sumContF(Float)
K-0559	semantics/float.k	262	264	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int)\n        => #sumAccF(R, addF(intToF(ACC), {V}:>Float)) ... </k>\n       requires isFloat(V) andBool notBool (isInt(V) orBool isBool(V))
K-0560	semantics/float.k	265	265	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule <k> #sumAccF(IT:Iterable, ACC:Float) => #iterNext(IT) ~> #sumContF(ACC) ... </k>
K-0561	semantics/float.k	266	266	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule <k> #iterDone ~> #sumContF(ACC:Float) => ACC ... </k>
K-0562	semantics/float.k	267	269	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float)\n        => #sumAccF(R, addF(ACC, {V}:>Float)) ... </k>\n       requires isFloat(V)
K-0563	semantics/float.k	270	272	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float)\n        => #sumAccF(R, addF(ACC, intToF(intOf(V)))) ... </k>\n       requires isInt(V) orBool isBool(V)
K-0564	semantics/functions.k	8	11	syntax	-	MATERIAL_SEMANTICS	ACCEPT	Material function definition, parameter binding, return, or frame-pop rule; return value, environment, scopes, stack, and allocation cells are explicitly tracked.	"syntax KItem ::= frame(continuation: K, callerEnv: Int, savedLoc: Int)\n                 | #bindP(ParamNames, Vals)\n                 | ""#pop""\n                 | ""#endcall"""
K-0565	semantics/functions.k	14	16	rule	-	MATERIAL_SEMANTICS	ACCEPT	Material function definition, parameter binding, return, or frame-pop rule; return value, environment, scopes, stack, and allocation cells are explicitly tracked.	rule <k> FuncDef(F:String, Params(PNS:ParamNames), BODY:Stmts) => .K ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map => M [ F <- closureVal(PNS, BODY, L) ], _) ... </scopes>
K-0566	semantics/functions.k	18	18	syntax	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	syntax Expr ::= closureExpr(ParamNames, Stmts)
K-0567	semantics/functions.k	19	20	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule <k> closureExpr(PNS:ParamNames, BODY:Stmts) => closureVal(PNS, BODY, L) ... </k>\n       <env> L:Int </env>
K-0568	semantics/functions.k	27	27	syntax	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	syntax Val ::= closureValC(ParamNames, ParamNames, Stmts, Map)
K-0569	semantics/functions.k	31	32	syntax	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	syntax KItem ::= #mkClosure(String, ParamNames, ParamNames, ParamNames, Stmts, Map)\n                 | #mkLambda(ParamNames, ParamNames, ParamNames, Stmts, Map)
K-0570	semantics/functions.k	33	35	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule <k> FuncDef(F:String, Params(PNS:ParamNames), CellVars(CVS:ParamNames),\n                   FreeVars(FVS:ParamNames), BODY:Stmts)\n        => #mkClosure(F, PNS, CVS, FVS, BODY, .Map) ... </k>
K-0571	semantics/functions.k	36	41	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames,\n                      (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map)\n        => #mkClosure(F, PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map, _) ... </scopes>\n       requires FV in_keys(M)
K-0572	semantics/functions.k	42	45	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames,\n                      .ParamNames, BODY:Stmts, CM:Map) => .K ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map => M [ F <- closureValC(PNS, CVS, BODY, CM) ], _) ... </scopes>
K-0573	semantics/functions.k	47	49	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule <k> Lambda(Params(PNS:ParamNames), E:Expr)\n        => closureVal(PNS, Return(E) .Stmts, L) ... </k>\n       <env> L:Int </env>
K-0574	semantics/functions.k	50	52	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule <k> Lambda(Params(PNS:ParamNames), CellVars(CVS:ParamNames),\n                  FreeVars(FVS:ParamNames), E:Expr)\n        => #mkLambda(PNS, CVS, FVS, Return(E) .Stmts, .Map) ... </k>
K-0575	semantics/functions.k	53	58	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames,\n                     (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map)\n        => #mkLambda(PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map, _) ... </scopes>\n       requires FV in_keys(M)
K-0576	semantics/functions.k	59	60	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map)\n        => closureValC(PNS, CVS, BODY, CM) ... </k>
K-0577	semantics/functions.k	63	63	rule	-	MATERIAL_SEMANTICS	ACCEPT	Material function definition, parameter binding, return, or frame-pop rule; return value, environment, scopes, stack, and allocation cells are explicitly tracked.	rule <k> #bindP(.ParamNames, .Vals) => .K ... </k>
K-0578	semantics/functions.k	64	66	rule	-	MATERIAL_SEMANTICS	ACCEPT	Material function definition, parameter binding, return, or frame-pop rule; return value, environment, scopes, stack, and allocation cells are explicitly tracked.	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #bindP(PS, VS) ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map => M [ P <- V ], _) ... </scopes>
K-0579	semantics/functions.k	68	75	rule	priority	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	"rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals))\n        => #cellW({M[P]}:>Val, V) ~> #bindP(PS, VS) ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map, _) ... </scopes>\n       requires ""$cells"" in_keys(M)\n        andBool pnMember(P, cellsOf({M[""$cells""]}:>Val))\n        andBool P in_keys(M) andBool isCellRef({M[P]}:>Val)\n       [priority(40)]"
K-0580	semantics/functions.k	78	79	rule	-	MATERIAL_SEMANTICS	ACCEPT	Material function definition, parameter binding, return, or frame-pop rule; return value, environment, scopes, stack, and allocation cells are explicitly tracked.	rule <k> Return(V:Val) ~> _ => #pop </k>\n       <ret> noRet => retV(V) </ret>
K-0581	semantics/functions.k	80	81	rule	-	MATERIAL_SEMANTICS	ACCEPT	Material function definition, parameter binding, return, or frame-pop rule; return value, environment, scopes, stack, and allocation cells are explicitly tracked.	rule <k> #endcall => #pop ... </k>\n       <ret> noRet => retV(noneV) </ret>
K-0582	semantics/functions.k	85	90	rule	-	MATERIAL_SEMANTICS	ACCEPT	Material function definition, parameter binding, return, or frame-pop rule; return value, environment, scopes, stack, and allocation cells are explicitly tracked.	rule <k> #pop => V ~> CONT </k>\n       <ret>   retV(V) => noRet </ret>\n       <stack> ListItem(frame(CONT:K, CALLERL:Int, SAVEDL:Int)) => .List ... </stack>\n       <env>   L:Int => CALLERL </env>\n       <scopes> SC:Map => SC [ L <- undef ] </scopes>\n       <scopeLoc> _ => SAVEDL </scopeLoc>
K-0583	semantics/int.k	7	7	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	"rule applyUn(""-"", I:Int) => 0 -Int I"
K-0584	semantics/int.k	9	9	rule	-	MATERIAL_SEMANTICS	ACCEPT	Material mathematical integer +, *, or < equation; agrees with unbounded Python integers on the target domain.	"rule applyBin(""+"",  I1:Int, I2:Int) => I1 +Int I2"
K-0585	semantics/int.k	11	11	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	"rule applyBin(""+"",  I:Int, B:Bool) => I +Int #if B #then 1 #else 0 #fi"
K-0586	semantics/int.k	12	12	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	"rule applyBin(""+"",  B:Bool, I:Int) => #if B #then 1 #else 0 #fi +Int I"
K-0587	semantics/int.k	13	13	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	"rule applyBin(""-"",  I1:Int, I2:Int) => I1 -Int I2"
K-0588	semantics/int.k	14	14	rule	-	MATERIAL_SEMANTICS	ACCEPT	Material mathematical integer +, *, or < equation; agrees with unbounded Python integers on the target domain.	"rule applyBin(""*"",  I1:Int, I2:Int) => I1 *Int I2"
K-0589	semantics/int.k	15	15	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	"rule applyBin(""%"",  I1:Int, I2:Int) => pyMod(I1, I2)"
K-0590	semantics/int.k	16	16	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	"rule applyBin(""//"", I1:Int, I2:Int) => (I1 -Int pyMod(I1, I2)) /Int I2"
K-0591	semantics/int.k	17	17	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	"rule applyBin(""**"", I1:Int, I2:Int) => I1 ^Int I2 requires I2 >=Int 0"
K-0592	semantics/int.k	19	19	syntax	function	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	syntax Int ::= pyMod(Int, Int) [function]
K-0593	semantics/int.k	20	20	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule pyMod(I1:Int, I2:Int) => ((I1 %Int I2) +Int I2) %Int I2
K-0594	semantics/int.k	22	22	rule	-	MATERIAL_SEMANTICS	ACCEPT	Material mathematical integer +, *, or < equation; agrees with unbounded Python integers on the target domain.	"rule applyCmp(""<"",  I1:Int, I2:Int)   => I1 <Int  I2"
K-0595	semantics/int.k	23	23	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	"rule applyCmp(""<="", I1:Int, I2:Int)   => I1 <=Int I2"
K-0596	semantics/int.k	24	24	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	"rule applyCmp("">"",  I1:Int, I2:Int)   => I1 >Int  I2"
K-0597	semantics/int.k	25	25	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	"rule applyCmp("">="", I1:Int, I2:Int)   => I1 >=Int I2"
K-0598	semantics/int.k	26	26	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	"rule applyCmp(""=="", I1:Int, I2:Int)   => I1 ==Int I2"
K-0599	semantics/int.k	27	27	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	"rule applyCmp(""!="", I1:Int, I2:Int)   => I1 =/=Int I2"
K-0600	semantics/iter.k	8	8	syntax	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	"syntax KItem ::= #iterNext(Iterable) | ""#iterDone"" | #iterYield(Val, Iterable)"
K-0601	semantics/list.k	9	9	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule <k> #iterNext(list(.ValSeq))                => #iterDone ... </k>
K-0602	semantics/list.k	10	10	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule <k> #iterNext(list(vCons(V:Val, R:ValSeq))) => #iterYield(V, list(R)) ... </k>
K-0603	semantics/list.k	13	13	syntax	-	MATERIAL_SEMANTICS	ACCEPT	Material list allocation/concatenation/append rule; append mutates the referenced heap list and returns noneV exactly as consumed by Expr.	"syntax ApplyK ::= ""toList"""
K-0604	semantics/list.k	14	14	rule	-	MATERIAL_SEMANTICS	ACCEPT	Material list allocation/concatenation/append rule; append mutates the referenced heap list and returns noneV exactly as consumed by Expr.	rule <k> ListExpr(ES:Exprs) => #evalArgs(ES, .Vals, toList) ... </k>
K-0605	semantics/list.k	15	15	rule	-	MATERIAL_SEMANTICS	ACCEPT	Material list allocation/concatenation/append rule; append mutates the referenced heap list and returns noneV exactly as consumed by Expr.	rule <k> #applyK(toList, ACC:Vals) => #alloc(list(vals2valSeq(ACC))) ... </k>
K-0606	semantics/list.k	18	18	syntax	function,total	MATERIAL_SEMANTICS	ACCEPT	Material list allocation/concatenation/append rule; append mutates the referenced heap list and returns noneV exactly as consumed by Expr.	syntax ValSeq ::= valSeqConcat(ValSeq, ValSeq) [function, total]
K-0607	semantics/list.k	19	19	rule	-	MATERIAL_SEMANTICS	ACCEPT	Material list allocation/concatenation/append rule; append mutates the referenced heap list and returns noneV exactly as consumed by Expr.	rule valSeqConcat(.ValSeq, T:ValSeq)                => T
K-0608	semantics/list.k	20	20	rule	-	MATERIAL_SEMANTICS	ACCEPT	Material list allocation/concatenation/append rule; append mutates the referenced heap list and returns noneV exactly as consumed by Expr.	rule valSeqConcat(vCons(V:Val, S:ValSeq), T:ValSeq) => vCons(V, valSeqConcat(S, T))
K-0609	semantics/list.k	24	25	rule	priority	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	"rule <k> BinOp(""+"", list(A:ValSeq), list(B:ValSeq)) => #alloc(list(valSeqConcat(A, B))) ... </k>\n       [priority(45)]"
K-0610	semantics/list.k	27	27	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	"rule applyCmp(""=="", list(A:ValSeq), list(B:ValSeq)) => A ==K B"
K-0611	semantics/list.k	28	28	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	"rule applyCmp(""!="", list(A:ValSeq), list(B:ValSeq)) => notBool (A ==K B)"
K-0612	semantics/list.k	33	33	syntax	function,total	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	syntax Bool ::= hasRefVS(ValSeq) [function, total]
K-0613	semantics/list.k	34	34	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule hasRefVS(.ValSeq)                => false
K-0614	semantics/list.k	35	35	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule hasRefVS(vCons(V:Val, R:ValSeq)) => isRefV(V) orBool hasRefVS(R)
K-0615	semantics/list.k	37	38	syntax	function	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	syntax Bool ::= deepEqVS(ValSeq, ValSeq, Map) [function]\n                | deepEqV(Val, Val, Map)        [function]
K-0616	semantics/list.k	39	39	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule deepEqVS(.ValSeq, .ValSeq, _:Map)                   => true
K-0617	semantics/list.k	40	40	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule deepEqVS(.ValSeq, vCons(_:Val, _:ValSeq), _:Map)    => false
K-0618	semantics/list.k	41	41	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule deepEqVS(vCons(_:Val, _:ValSeq), .ValSeq, _:Map)    => false
K-0619	semantics/list.k	42	43	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule deepEqVS(vCons(A:Val, As:ValSeq), vCons(B:Val, Bs:ValSeq), HP:Map)\n    => deepEqV(A, B, HP) andBool deepEqVS(As, Bs, HP)
K-0620	semantics/list.k	45	46	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule deepEqV(ref(H:Int), B:Val, HP:Map) => deepEqV({HP[H]}:>Val, B, HP)\n       requires H in_keys(HP)
K-0621	semantics/list.k	47	48	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule deepEqV(A:Val, ref(H:Int), HP:Map) => deepEqV(A, {HP[H]}:>Val, HP)\n       requires notBool isRefV(A) andBool H in_keys(HP)
K-0622	semantics/list.k	49	49	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule deepEqV(list(A:ValSeq), list(B:ValSeq), HP:Map) => deepEqVS(A, B, HP)
