id	file	start	end	kind	attributes	scope	assessment	normalized
semantics/float.k:177:rule:3a7473c8713b4543	semantics/float.k	177	177	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule fracAcc(.IntSeq, A:Int) => A
semantics/float.k:178:rule:a87341fff5746e9d	semantics/float.k	178	178	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule fracAcc(iCons(C:Int, R:IntSeq), A:Int) => fracAcc(R, A *Int 10 +Int (C -Int 48))
semantics/float.k:179:syntax:dffc425acef907d2	semantics/float.k	179	179	syntax	function,total	fixed-unused-by-solution	FIXED_DECLARATION_OR_EVALUATION_ORDER_REVIEWED	syntax Int ::= fracScale(IntSeq) [function, total] | fscAcc(IntSeq, Int) [function, total]
semantics/float.k:180:rule:f006d2881246b7d3	semantics/float.k	180	180	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule fracScale(.IntSeq) => 1
semantics/float.k:181:rule:abcd00241d753458	semantics/float.k	181	181	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule fracScale(iCons(46, R:IntSeq)) => fscAcc(R, 1)
semantics/float.k:182:rule:abd5cc4adcbe2ff1	semantics/float.k	182	182	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule fracScale(iCons(C:Int, R:IntSeq)) => fracScale(R) requires C =/=Int 46
semantics/float.k:183:rule:1e74ce0b2611ba03	semantics/float.k	183	183	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule fscAcc(.IntSeq, A:Int) => A
semantics/float.k:184:rule:21eab0b39d565a3e	semantics/float.k	184	184	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule fscAcc(iCons(_:Int, R:IntSeq), A:Int) => fscAcc(R, A *Int 10)
semantics/float.k:185:rule:a528cb142102cbb2	semantics/float.k	185	185	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule applyBuiltin("float", str(CS:IntSeq), .Vals) => decStrToF(CS)
semantics/float.k:186:rule:80d889ec0b352f31	semantics/float.k	186	186	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule applyBuiltin("float", I:Int, .Vals)          => intToF(I)
semantics/float.k:187:rule:6fb1be69dcea09ee	semantics/float.k	187	189	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule applyBuiltin("float", F:Float, .Vals)        => F
semantics/float.k:190:syntax:f49cc043a05b2acc	semantics/float.k	190	190	syntax	function,no-evaluators,symbol(divFloatIntV),total	fixed-unused-by-solution;opaque	FIXED_DECLARATION_OR_EVALUATION_ORDER_REVIEWED	syntax Float ::= divFloatIntV(Float, Int) [function, total, symbol(divFloatIntV), no-evaluators]
semantics/float.k:191:rule:a71c4a7b3d8c96c0	semantics/float.k	191	191	rule	concrete	fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule divFloatIntV(F:Float, I:Int) => F /Float Int2Float(I, 53, 11) [concrete]
semantics/float.k:192:rule:a2200023b7cc0d4d	semantics/float.k	192	194	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule applyBin("/", F:Float, I:Int) => divFloatIntV(F, I)
semantics/float.k:195:syntax:4f21c29912e1361d	semantics/float.k	195	195	syntax	function,no-evaluators,symbol(intToF),total	fixed-unused-by-solution;opaque	FIXED_DECLARATION_OR_EVALUATION_ORDER_REVIEWED	syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]
semantics/float.k:196:rule:389178d3dfd7c359	semantics/float.k	196	196	rule	concrete	fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule intToF(I:Int) => Int2Float(I, 53, 11) [concrete]
semantics/float.k:197:rule:695a4d4bdd54bacc	semantics/float.k	197	197	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule applyBin("+", I:Int, F:Float) => addF(intToF(I), F)
semantics/float.k:198:rule:8105c256a812da54	semantics/float.k	198	198	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule applyBin("+", F:Float, I:Int) => addF(F, intToF(I))
semantics/float.k:199:rule:7b68c306973586de	semantics/float.k	199	199	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule applyBin("-", I:Int, F:Float) => subF(intToF(I), F)
semantics/float.k:200:rule:1409954604e558d1	semantics/float.k	200	200	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule applyBin("-", F:Float, I:Int) => subF(F, intToF(I))
semantics/float.k:201:rule:74e2f8b58bc61612	semantics/float.k	201	201	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule applyBin("*", I:Int, F:Float) => mulF(intToF(I), F)
semantics/float.k:202:rule:de611e1415d1413b	semantics/float.k	202	202	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule applyBin("*", F:Float, I:Int) => mulF(F, intToF(I))
semantics/float.k:203:rule:1714c1550770bc11	semantics/float.k	203	203	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule applyCmp("<", I:Int, F:Float) => floatLt(intToF(I), F)
semantics/float.k:204:rule:a3b308b7b2c2e934	semantics/float.k	204	204	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule applyCmp("<", F:Float, I:Int) => floatLt(F, intToF(I))
semantics/float.k:205:rule:fc6de3b7c2f96d95	semantics/float.k	205	205	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule applyCmp(">", I:Int, F:Float) => gtF(intToF(I), F)
semantics/float.k:206:rule:18ff729bf687fd4b	semantics/float.k	206	208	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule applyCmp(">", F:Float, I:Int) => gtF(F, intToF(I))
semantics/float.k:209:syntax:11c17aa2d43131ae	semantics/float.k	209	209	syntax	function,no-evaluators,symbol(truncF),total	fixed-unused-by-solution;opaque	FIXED_DECLARATION_OR_EVALUATION_ORDER_REVIEWED	syntax Int ::= truncF(Float) [function, total, symbol(truncF), no-evaluators]
semantics/float.k:210:rule:bee730d1e87168f9	semantics/float.k	210	210	rule	concrete	fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule truncF(F:Float) => #if F >=Float 0.0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi [concrete]
semantics/float.k:211:rule:651a7c3ee92f0a96	semantics/float.k	211	212	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule applyBuiltin("int", F:Float, .Vals) => truncF(F)
semantics/float.k:213:rule:d009baabfcf1f2b2	semantics/float.k	213	213	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule applyBuiltin("float", I:Int, .Vals)   => intToF(I)
semantics/float.k:214:rule:e38c88c120d0a596	semantics/float.k	214	216	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule applyBuiltin("float", F:Float, .Vals) => F
semantics/float.k:217:syntax:d0b7f75c69f6a7f5	semantics/float.k	217	217	syntax	function,no-evaluators,symbol(roundF),total	fixed-unused-by-solution;opaque	FIXED_DECLARATION_OR_EVALUATION_ORDER_REVIEWED	syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]
semantics/float.k:218:rule:eb02485bbe262907	semantics/float.k	218	222	rule	concrete	fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule roundF(F:Float) => #if (F -Float floorFloat(F)) ==Float 0.5 #then (#if Float2Int(floorFloat(F)) %Int 2 ==Int 0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi) #else Float2Int(floorFloat(F +Float 0.5)) #fi [concrete]
semantics/float.k:223:syntax:73ff3255d50db9ef	semantics/float.k	223	223	syntax	function,no-evaluators,symbol(roundFN),total	fixed-unused-by-solution;opaque	FIXED_DECLARATION_OR_EVALUATION_ORDER_REVIEWED	syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]
semantics/float.k:224:rule:2ae5db0795e67060	semantics/float.k	224	226	rule	concrete	fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule roundFN(F:Float, N:Int) => Int2Float(roundF(F *Float Int2Float(10 ^Int N, 53, 11)), 53, 11) /Float Int2Float(10 ^Int N, 53, 11) [concrete]
semantics/float.k:227:rule:a41ad11a3b0bf8c5	semantics/float.k	227	227	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule applyBuiltin("round", F:Float, .Vals)        => roundF(F)
semantics/float.k:228:rule:053cb084a5421b38	semantics/float.k	228	229	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule applyBuiltin("round", F:Float, N:Int, .Vals) => roundFN(F, N)
semantics/float.k:230:syntax:ccbc575470399e30	semantics/float.k	230	230	syntax	function,no-evaluators,symbol(sqrtF),total	fixed-unused-by-solution;opaque	FIXED_DECLARATION_OR_EVALUATION_ORDER_REVIEWED	syntax Float ::= sqrtF(Float) [function, total, symbol(sqrtF), no-evaluators]
semantics/float.k:231:rule:6233ea5230d8583f	semantics/float.k	231	231	rule	concrete	fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule sqrtF(F:Float) => sqrtFloat(F) [concrete]
semantics/float.k:232:syntax:cf723364ca5d681b	semantics/float.k	232	232	syntax		fixed-unused-by-solution	FIXED_DECLARATION_OR_EVALUATION_ORDER_REVIEWED	syntax KItem ::= "#mathSqrt"
semantics/float.k:233:rule:9708f9876df9bd54	semantics/float.k	233	233	rule	priority(40)	fixed-unused-by-solution;priority	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule <k> Call(Attribute(Name("math"), "sqrt"), (E:Expr, .Exprs)) => E ~> #mathSqrt ... </k> [priority(40)]
semantics/float.k:234:rule:7e79b6dbd8c07376	semantics/float.k	234	234	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule <k> F:Float ~> #mathSqrt => sqrtF(F) ... </k>
semantics/float.k:235:rule:c4013b0dca36c380	semantics/float.k	235	242	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule <k> I:Int ~> #mathSqrt => sqrtF(intToF(I)) ... </k>
semantics/float.k:243:syntax:a63f310fdba5a6f4	semantics/float.k	243	243	syntax		fixed-unused-by-solution	FIXED_DECLARATION_OR_EVALUATION_ORDER_REVIEWED	syntax KItem ::= #maxAccF(Iterable, Float) | #maxContF(Float)
semantics/float.k:244:rule:838b90fdad470a0c	semantics/float.k	244	244	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAccF(R, {V}:>Float) ... </k> requires isFloat(V)
semantics/float.k:245:rule:dfa99d6b3002d3d1	semantics/float.k	245	245	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule <k> #maxAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #maxContF(M) ... </k>
semantics/float.k:246:rule:35a797d2ae5f8041	semantics/float.k	246	246	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule <k> #iterDone ~> #maxContF(M:Float) => M ... </k>
semantics/float.k:247:rule:b631f5c2b84209a3	semantics/float.k	247	247	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #maxAccF(R, maxFloat(M, {V}:>Float)) ... </k>
semantics/float.k:250:syntax:cd35b1a809162624	semantics/float.k	250	250	syntax		fixed-unused-by-solution	FIXED_DECLARATION_OR_EVALUATION_ORDER_REVIEWED	syntax KItem ::= #minAccF(Iterable, Float) | #minContF(Float)
semantics/float.k:251:rule:785007e31d6e0716	semantics/float.k	251	251	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAccF(R, {V}:>Float) ... </k> requires isFloat(V)
semantics/float.k:252:rule:6b8405dae8d41cf3	semantics/float.k	252	252	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule <k> #minAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #minContF(M) ... </k>
semantics/float.k:253:rule:700ae0c8579a15db	semantics/float.k	253	253	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule <k> #iterDone ~> #minContF(M:Float) => M ... </k>
semantics/float.k:254:rule:faa7068f78cf6e68	semantics/float.k	254	254	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule <k> #iterYield(V:Val, R:Iterable) ~> #minContF(M:Float) => #minAccF(R, minFloat(M, {V}:>Float)) ... </k>
semantics/float.k:261:syntax:0abd52ddf475c76b	semantics/float.k	261	261	syntax		fixed-unused-by-solution	FIXED_DECLARATION_OR_EVALUATION_ORDER_REVIEWED	syntax KItem ::= #sumAccF(Iterable, Float) | #sumContF(Float)
semantics/float.k:262:rule:8974e64bd37ad1ff	semantics/float.k	262	263	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int) => #sumAccF(R, addF(intToF(ACC), {V}:>Float)) ... </k>
semantics/float.k:265:rule:65c1e01d9cd3ba06	semantics/float.k	265	265	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule <k> #sumAccF(IT:Iterable, ACC:Float) => #iterNext(IT) ~> #sumContF(ACC) ... </k>
semantics/float.k:266:rule:a39fca22a1537ecf	semantics/float.k	266	266	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule <k> #iterDone ~> #sumContF(ACC:Float) => ACC ... </k>
semantics/float.k:267:rule:0513246861b574b8	semantics/float.k	267	268	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, {V}:>Float)) ... </k>
semantics/float.k:270:rule:e4380e18dc5f3186	semantics/float.k	270	271	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, intToF(intOf(V)))) ... </k>
semantics/functions.k:8:syntax:b8132b42692298e0	semantics/functions.k	8	13	syntax		fixed-material-slice	FIXED_DECLARATION_OR_EVALUATION_ORDER_REVIEWED	syntax KItem ::= frame(continuation: K, callerEnv: Int, savedLoc: Int) | #bindP(ParamNames, Vals) | "#pop" | "#endcall"
semantics/functions.k:14:rule:f981471f7fe1d37e	semantics/functions.k	14	17	rule		fixed-material-slice	FIXED_RULE_REVIEWED_ON_SOLUTION_EXECUTION_SLICE	rule <k> FuncDef(F:String, Params(PNS:ParamNames), BODY:Stmts) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureVal(PNS, BODY, L) ], _) ... </scopes>
semantics/functions.k:18:syntax:a6aeea98e7de047f	semantics/functions.k	18	18	syntax		fixed-material-slice	FIXED_DECLARATION_OR_EVALUATION_ORDER_REVIEWED	syntax Expr ::= closureExpr(ParamNames, Stmts)
semantics/functions.k:19:rule:b5697d5757d50f19	semantics/functions.k	19	26	rule		fixed-material-slice	FIXED_RULE_REVIEWED_ON_SOLUTION_EXECUTION_SLICE	rule <k> closureExpr(PNS:ParamNames, BODY:Stmts) => closureVal(PNS, BODY, L) ... </k> <env> L:Int </env>
semantics/functions.k:27:syntax:f8d9de7aacedb880	semantics/functions.k	27	30	syntax		fixed-material-slice	FIXED_DECLARATION_OR_EVALUATION_ORDER_REVIEWED	syntax Val ::= closureValC(ParamNames, ParamNames, Stmts, Map)
semantics/functions.k:31:syntax:adf59ac49fac375f	semantics/functions.k	31	32	syntax		fixed-material-slice	FIXED_DECLARATION_OR_EVALUATION_ORDER_REVIEWED	syntax KItem ::= #mkClosure(String, ParamNames, ParamNames, ParamNames, Stmts, Map) | #mkLambda(ParamNames, ParamNames, ParamNames, Stmts, Map)
semantics/functions.k:33:rule:c7913840b3eb6932	semantics/functions.k	33	35	rule		fixed-material-slice	FIXED_RULE_REVIEWED_ON_SOLUTION_EXECUTION_SLICE	rule <k> FuncDef(F:String, Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), BODY:Stmts) => #mkClosure(F, PNS, CVS, FVS, BODY, .Map) ... </k>
semantics/functions.k:36:rule:dbd4b7a4784fa80e	semantics/functions.k	36	40	rule		fixed-material-slice	FIXED_RULE_REVIEWED_ON_SOLUTION_EXECUTION_SLICE	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkClosure(F, PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
semantics/functions.k:42:rule:79ce8ed09e910019	semantics/functions.k	42	46	rule		fixed-material-slice	FIXED_RULE_REVIEWED_ON_SOLUTION_EXECUTION_SLICE	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureValC(PNS, CVS, BODY, CM) ], _) ... </scopes>
semantics/functions.k:47:rule:deda77ab935136ff	semantics/functions.k	47	49	rule		fixed-material-slice	FIXED_RULE_REVIEWED_ON_SOLUTION_EXECUTION_SLICE	rule <k> Lambda(Params(PNS:ParamNames), E:Expr) => closureVal(PNS, Return(E) .Stmts, L) ... </k> <env> L:Int </env>
semantics/functions.k:50:rule:37112d13ebff5c38	semantics/functions.k	50	52	rule		fixed-material-slice	FIXED_RULE_REVIEWED_ON_SOLUTION_EXECUTION_SLICE	rule <k> Lambda(Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), E:Expr) => #mkLambda(PNS, CVS, FVS, Return(E) .Stmts, .Map) ... </k>
semantics/functions.k:53:rule:e6b01969ace46436	semantics/functions.k	53	57	rule		fixed-material-slice	FIXED_RULE_REVIEWED_ON_SOLUTION_EXECUTION_SLICE	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkLambda(PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
semantics/functions.k:59:rule:76bc83655d11809c	semantics/functions.k	59	62	rule		fixed-material-slice	FIXED_RULE_REVIEWED_ON_SOLUTION_EXECUTION_SLICE	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => closureValC(PNS, CVS, BODY, CM) ... </k>
semantics/functions.k:63:rule:e3671d9bac623952	semantics/functions.k	63	63	rule		fixed-material-slice	FIXED_RULE_REVIEWED_ON_SOLUTION_EXECUTION_SLICE	rule <k> #bindP(.ParamNames, .Vals) => .K ... </k>
semantics/functions.k:64:rule:2fb6a38b2f4126f6	semantics/functions.k	64	67	rule		fixed-material-slice	FIXED_RULE_REVIEWED_ON_SOLUTION_EXECUTION_SLICE	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ P <- V ], _) ... </scopes>
semantics/functions.k:68:rule:aefaad19908aa324	semantics/functions.k	68	71	rule		fixed-material-slice	FIXED_RULE_REVIEWED_ON_SOLUTION_EXECUTION_SLICE	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #cellW({M[P]}:>Val, V) ~> #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
semantics/functions.k:78:rule:e32ef37e336c7446	semantics/functions.k	78	79	rule		fixed-material-slice	FIXED_RULE_REVIEWED_ON_SOLUTION_EXECUTION_SLICE	rule <k> Return(V:Val) ~> _ => #pop </k> <ret> noRet => retV(V) </ret>
semantics/functions.k:80:rule:e89e01d6c452e674	semantics/functions.k	80	84	rule		fixed-material-slice	FIXED_RULE_REVIEWED_ON_SOLUTION_EXECUTION_SLICE	rule <k> #endcall => #pop ... </k> <ret> noRet => retV(noneV) </ret>
semantics/functions.k:85:rule:eb489ae006fbf879	semantics/functions.k	85	90	rule		fixed-material-slice	FIXED_RULE_REVIEWED_ON_SOLUTION_EXECUTION_SLICE	rule <k> #pop => V ~> CONT </k> <ret>   retV(V) => noRet </ret> <stack> ListItem(frame(CONT:K, CALLERL:Int, SAVEDL:Int)) => .List ... </stack> <env>   L:Int => CALLERL </env> <scopes> SC:Map => SC [ L <- undef ] </scopes> <scopeLoc> _ => SAVEDL </scopeLoc>
semantics/int.k:7:rule:bea824a9d0c76bab	semantics/int.k	7	8	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule applyUn("-", I:Int) => 0 -Int I
semantics/int.k:9:rule:c5620fa10103ec1c	semantics/int.k	9	10	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule applyBin("+",  I1:Int, I2:Int) => I1 +Int I2
semantics/int.k:11:rule:161421e6a6967d35	semantics/int.k	11	11	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule applyBin("+",  I:Int, B:Bool) => I +Int #if B #then 1 #else 0 #fi
semantics/int.k:12:rule:aea33156fe56e41f	semantics/int.k	12	12	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule applyBin("+",  B:Bool, I:Int) => #if B #then 1 #else 0 #fi +Int I
semantics/int.k:13:rule:3ed75ef0b6a51d6a	semantics/int.k	13	13	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule applyBin("-",  I1:Int, I2:Int) => I1 -Int I2
semantics/int.k:14:rule:08fc0a4f5088a685	semantics/int.k	14	14	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule applyBin("*",  I1:Int, I2:Int) => I1 *Int I2
semantics/int.k:15:rule:b6d3e6ecd7f82dcc	semantics/int.k	15	15	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule applyBin("%",  I1:Int, I2:Int) => pyMod(I1, I2)
semantics/int.k:16:rule:85afa4d25d1446e6	semantics/int.k	16	16	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule applyBin("//", I1:Int, I2:Int) => (I1 -Int pyMod(I1, I2)) /Int I2
semantics/int.k:17:rule:614ae406522ba61d	semantics/int.k	17	18	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule applyBin("**", I1:Int, I2:Int) => I1 ^Int I2 requires I2 >=Int 0
semantics/int.k:19:syntax:c131b0a212330737	semantics/int.k	19	19	syntax	function	fixed-unused-by-solution	FIXED_DECLARATION_OR_EVALUATION_ORDER_REVIEWED	syntax Int ::= pyMod(Int, Int) [function]
semantics/int.k:20:rule:e3bb9293bfdee6b9	semantics/int.k	20	21	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule pyMod(I1:Int, I2:Int) => ((I1 %Int I2) +Int I2) %Int I2
semantics/int.k:22:rule:060cdde574874cb4	semantics/int.k	22	22	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule applyCmp("<",  I1:Int, I2:Int)   => I1 <Int  I2
semantics/int.k:23:rule:6feefb9796ed3439	semantics/int.k	23	23	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule applyCmp("<=", I1:Int, I2:Int)   => I1 <=Int I2
semantics/int.k:24:rule:96c9008e9527cbc5	semantics/int.k	24	24	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule applyCmp(">",  I1:Int, I2:Int)   => I1 >Int  I2
semantics/int.k:25:rule:a2928e82e850c463	semantics/int.k	25	25	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule applyCmp(">=", I1:Int, I2:Int)   => I1 >=Int I2
semantics/int.k:26:rule:2814f20ec081b5f2	semantics/int.k	26	26	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule applyCmp("==", I1:Int, I2:Int)   => I1 ==Int I2
semantics/int.k:27:rule:098913bfaf25d2ed	semantics/int.k	27	27	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule applyCmp("!=", I1:Int, I2:Int)   => I1 =/=Int I2
semantics/iter.k:8:syntax:2fa814827c664147	semantics/iter.k	8	8	syntax		fixed-material-slice	FIXED_DECLARATION_OR_EVALUATION_ORDER_REVIEWED	syntax KItem ::= #iterNext(Iterable) | "#iterDone" | #iterYield(Val, Iterable)
