id	source_class	file	start_line	end_line	kind	attributes	reachability_scope	review_disposition	text
494	trusted-supplied-semantics	/reference/reference-semantics/semantics/float.k	165	165	syntax-function	function	supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	syntax Int ::= headIS(IntSeq) [function]
495	trusted-supplied-semantics	/reference/reference-semantics/semantics/float.k	166	166	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule headIS(iCons(C:Int, _:IntSeq)) => C
496	trusted-supplied-semantics	/reference/reference-semantics/semantics/float.k	167	167	syntax-function	function,total,function,total	supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	syntax Int ::= intPart(IntSeq) [function, total] | intPartAcc(IntSeq, Int) [function, total]
497	trusted-supplied-semantics	/reference/reference-semantics/semantics/float.k	168	168	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule intPart(CS:IntSeq) => intPartAcc(CS, 0)
498	trusted-supplied-semantics	/reference/reference-semantics/semantics/float.k	169	169	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule intPartAcc(.IntSeq, A:Int) => A
499	trusted-supplied-semantics	/reference/reference-semantics/semantics/float.k	170	170	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule intPartAcc(iCons(46, _:IntSeq), A:Int) => A
500	trusted-supplied-semantics	/reference/reference-semantics/semantics/float.k	171	171	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule intPartAcc(iCons(C:Int, R:IntSeq), A:Int) => intPartAcc(R, A *Int 10 +Int (C -Int 48))
501	trusted-supplied-semantics	/reference/reference-semantics/semantics/float.k	173	173	syntax-function	function,total,function,total	supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	syntax Int ::= fracPart(IntSeq) [function, total] | fracAcc(IntSeq, Int) [function, total]
502	trusted-supplied-semantics	/reference/reference-semantics/semantics/float.k	174	174	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule fracPart(.IntSeq) => 0
503	trusted-supplied-semantics	/reference/reference-semantics/semantics/float.k	175	175	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule fracPart(iCons(46, R:IntSeq)) => fracAcc(R, 0)
504	trusted-supplied-semantics	/reference/reference-semantics/semantics/float.k	176	176	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule fracPart(iCons(C:Int, R:IntSeq)) => fracPart(R) requires C =/=Int 46
505	trusted-supplied-semantics	/reference/reference-semantics/semantics/float.k	177	177	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule fracAcc(.IntSeq, A:Int) => A
506	trusted-supplied-semantics	/reference/reference-semantics/semantics/float.k	178	178	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule fracAcc(iCons(C:Int, R:IntSeq), A:Int) => fracAcc(R, A *Int 10 +Int (C -Int 48))
507	trusted-supplied-semantics	/reference/reference-semantics/semantics/float.k	179	179	syntax-function	function,total,function,total	supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	syntax Int ::= fracScale(IntSeq) [function, total] | fscAcc(IntSeq, Int) [function, total]
508	trusted-supplied-semantics	/reference/reference-semantics/semantics/float.k	180	180	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule fracScale(.IntSeq) => 1
509	trusted-supplied-semantics	/reference/reference-semantics/semantics/float.k	181	181	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule fracScale(iCons(46, R:IntSeq)) => fscAcc(R, 1)
510	trusted-supplied-semantics	/reference/reference-semantics/semantics/float.k	182	182	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule fracScale(iCons(C:Int, R:IntSeq)) => fracScale(R) requires C =/=Int 46
511	trusted-supplied-semantics	/reference/reference-semantics/semantics/float.k	183	183	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule fscAcc(.IntSeq, A:Int) => A
512	trusted-supplied-semantics	/reference/reference-semantics/semantics/float.k	184	184	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule fscAcc(iCons(_:Int, R:IntSeq), A:Int) => fscAcc(R, A *Int 10)
513	trusted-supplied-semantics	/reference/reference-semantics/semantics/float.k	185	185	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	"rule applyBuiltin(""float"", str(CS:IntSeq), .Vals) => decStrToF(CS)"
514	trusted-supplied-semantics	/reference/reference-semantics/semantics/float.k	186	186	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	"rule applyBuiltin(""float"", I:Int, .Vals) => intToF(I)"
515	trusted-supplied-semantics	/reference/reference-semantics/semantics/float.k	187	187	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	"rule applyBuiltin(""float"", F:Float, .Vals) => F"
516	trusted-supplied-semantics	/reference/reference-semantics/semantics/float.k	190	190	syntax-function-opaque	function,total,symbol(divFloatIntV),no-evaluators	supplied trust boundary, unreachable from submitted program	ACCEPTED_UNUSED_BOUNDARY: opaque supplied symbol cannot influence this program or its proof helpers.	syntax Float ::= divFloatIntV(Float, Int) [function, total, symbol(divFloatIntV), no-evaluators]
517	trusted-supplied-semantics	/reference/reference-semantics/semantics/float.k	191	191	rule-concrete	concrete	supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule divFloatIntV(F:Float, I:Int) => F /Float Int2Float(I, 53, 11) [concrete]
518	trusted-supplied-semantics	/reference/reference-semantics/semantics/float.k	192	192	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	"rule applyBin(""/"", F:Float, I:Int) => divFloatIntV(F, I)"
519	trusted-supplied-semantics	/reference/reference-semantics/semantics/float.k	195	195	syntax-function-opaque	function,total,symbol(intToF),no-evaluators	supplied trust boundary, unreachable from submitted program	ACCEPTED_UNUSED_BOUNDARY: opaque supplied symbol cannot influence this program or its proof helpers.	syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]
520	trusted-supplied-semantics	/reference/reference-semantics/semantics/float.k	196	196	rule-concrete	concrete	supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule intToF(I:Int) => Int2Float(I, 53, 11) [concrete]
521	trusted-supplied-semantics	/reference/reference-semantics/semantics/float.k	197	197	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	"rule applyBin(""+"", I:Int, F:Float) => addF(intToF(I), F)"
522	trusted-supplied-semantics	/reference/reference-semantics/semantics/float.k	198	198	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	"rule applyBin(""+"", F:Float, I:Int) => addF(F, intToF(I))"
523	trusted-supplied-semantics	/reference/reference-semantics/semantics/float.k	199	199	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	"rule applyBin(""-"", I:Int, F:Float) => subF(intToF(I), F)"
524	trusted-supplied-semantics	/reference/reference-semantics/semantics/float.k	200	200	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	"rule applyBin(""-"", F:Float, I:Int) => subF(F, intToF(I))"
525	trusted-supplied-semantics	/reference/reference-semantics/semantics/float.k	201	201	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	"rule applyBin(""*"", I:Int, F:Float) => mulF(intToF(I), F)"
526	trusted-supplied-semantics	/reference/reference-semantics/semantics/float.k	202	202	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	"rule applyBin(""*"", F:Float, I:Int) => mulF(F, intToF(I))"
527	trusted-supplied-semantics	/reference/reference-semantics/semantics/float.k	203	203	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	"rule applyCmp(""<"", I:Int, F:Float) => floatLt(intToF(I), F)"
528	trusted-supplied-semantics	/reference/reference-semantics/semantics/float.k	204	204	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	"rule applyCmp(""<"", F:Float, I:Int) => floatLt(F, intToF(I))"
529	trusted-supplied-semantics	/reference/reference-semantics/semantics/float.k	205	205	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	"rule applyCmp("">"", I:Int, F:Float) => gtF(intToF(I), F)"
530	trusted-supplied-semantics	/reference/reference-semantics/semantics/float.k	206	206	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	"rule applyCmp("">"", F:Float, I:Int) => gtF(F, intToF(I))"
531	trusted-supplied-semantics	/reference/reference-semantics/semantics/float.k	209	209	syntax-function-opaque	function,total,symbol(truncF),no-evaluators	supplied trust boundary, unreachable from submitted program	ACCEPTED_UNUSED_BOUNDARY: opaque supplied symbol cannot influence this program or its proof helpers.	syntax Int ::= truncF(Float) [function, total, symbol(truncF), no-evaluators]
532	trusted-supplied-semantics	/reference/reference-semantics/semantics/float.k	210	210	rule-concrete	concrete	supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule truncF(F:Float) => #if F >=Float 0.0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi [concrete]
533	trusted-supplied-semantics	/reference/reference-semantics/semantics/float.k	211	211	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	"rule applyBuiltin(""int"", F:Float, .Vals) => truncF(F)"
534	trusted-supplied-semantics	/reference/reference-semantics/semantics/float.k	213	213	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	"rule applyBuiltin(""float"", I:Int, .Vals) => intToF(I)"
535	trusted-supplied-semantics	/reference/reference-semantics/semantics/float.k	214	214	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	"rule applyBuiltin(""float"", F:Float, .Vals) => F"
536	trusted-supplied-semantics	/reference/reference-semantics/semantics/float.k	217	217	syntax-function-opaque	function,total,symbol(roundF),no-evaluators	supplied trust boundary, unreachable from submitted program	ACCEPTED_UNUSED_BOUNDARY: opaque supplied symbol cannot influence this program or its proof helpers.	syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]
537	trusted-supplied-semantics	/reference/reference-semantics/semantics/float.k	218	222	rule-concrete	concrete	supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule roundF(F:Float) => #if (F -Float floorFloat(F)) ==Float 0.5 #then (#if Float2Int(floorFloat(F)) %Int 2 ==Int 0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi) #else Float2Int(floorFloat(F +Float 0.5)) #fi [concrete]
538	trusted-supplied-semantics	/reference/reference-semantics/semantics/float.k	223	223	syntax-function-opaque	function,total,symbol(roundFN),no-evaluators	supplied trust boundary, unreachable from submitted program	ACCEPTED_UNUSED_BOUNDARY: opaque supplied symbol cannot influence this program or its proof helpers.	syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]
539	trusted-supplied-semantics	/reference/reference-semantics/semantics/float.k	224	226	rule-concrete	concrete	supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule roundFN(F:Float, N:Int) => Int2Float(roundF(F *Float Int2Float(10 ^Int N, 53, 11)), 53, 11) /Float Int2Float(10 ^Int N, 53, 11) [concrete]
540	trusted-supplied-semantics	/reference/reference-semantics/semantics/float.k	227	227	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	"rule applyBuiltin(""round"", F:Float, .Vals) => roundF(F)"
541	trusted-supplied-semantics	/reference/reference-semantics/semantics/float.k	228	228	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	"rule applyBuiltin(""round"", F:Float, N:Int, .Vals) => roundFN(F, N)"
542	trusted-supplied-semantics	/reference/reference-semantics/semantics/float.k	230	230	syntax-function-opaque	function,total,symbol(sqrtF),no-evaluators	supplied trust boundary, unreachable from submitted program	ACCEPTED_UNUSED_BOUNDARY: opaque supplied symbol cannot influence this program or its proof helpers.	syntax Float ::= sqrtF(Float) [function, total, symbol(sqrtF), no-evaluators]
543	trusted-supplied-semantics	/reference/reference-semantics/semantics/float.k	231	231	rule-concrete	concrete	supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule sqrtF(F:Float) => sqrtFloat(F) [concrete]
544	trusted-supplied-semantics	/reference/reference-semantics/semantics/float.k	232	232	syntax		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	"syntax KItem ::= ""#mathSqrt"""
545	trusted-supplied-semantics	/reference/reference-semantics/semantics/float.k	233	233	rule-priority	priority(40)	supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	"rule <k> Call(Attribute(Name(""math""), ""sqrt""), (E:Expr, .Exprs)) => E ~> #mathSqrt ... </k> [priority(40)]"
546	trusted-supplied-semantics	/reference/reference-semantics/semantics/float.k	234	234	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule <k> F:Float ~> #mathSqrt => sqrtF(F) ... </k>
547	trusted-supplied-semantics	/reference/reference-semantics/semantics/float.k	235	235	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule <k> I:Int ~> #mathSqrt => sqrtF(intToF(I)) ... </k>
548	trusted-supplied-semantics	/reference/reference-semantics/semantics/float.k	243	243	syntax		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	syntax KItem ::= #maxAccF(Iterable, Float) | #maxContF(Float)
549	trusted-supplied-semantics	/reference/reference-semantics/semantics/float.k	244	244	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAccF(R, {V}:>Float) ... </k> requires isFloat(V)
550	trusted-supplied-semantics	/reference/reference-semantics/semantics/float.k	245	245	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule <k> #maxAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #maxContF(M) ... </k>
551	trusted-supplied-semantics	/reference/reference-semantics/semantics/float.k	246	246	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule <k> #iterDone ~> #maxContF(M:Float) => M ... </k>
552	trusted-supplied-semantics	/reference/reference-semantics/semantics/float.k	247	247	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #maxAccF(R, maxFloat(M, {V}:>Float)) ... </k>
553	trusted-supplied-semantics	/reference/reference-semantics/semantics/float.k	250	250	syntax		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	syntax KItem ::= #minAccF(Iterable, Float) | #minContF(Float)
554	trusted-supplied-semantics	/reference/reference-semantics/semantics/float.k	251	251	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAccF(R, {V}:>Float) ... </k> requires isFloat(V)
555	trusted-supplied-semantics	/reference/reference-semantics/semantics/float.k	252	252	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule <k> #minAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #minContF(M) ... </k>
556	trusted-supplied-semantics	/reference/reference-semantics/semantics/float.k	253	253	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule <k> #iterDone ~> #minContF(M:Float) => M ... </k>
557	trusted-supplied-semantics	/reference/reference-semantics/semantics/float.k	254	254	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule <k> #iterYield(V:Val, R:Iterable) ~> #minContF(M:Float) => #minAccF(R, minFloat(M, {V}:>Float)) ... </k>
558	trusted-supplied-semantics	/reference/reference-semantics/semantics/float.k	261	261	syntax		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	syntax KItem ::= #sumAccF(Iterable, Float) | #sumContF(Float)
559	trusted-supplied-semantics	/reference/reference-semantics/semantics/float.k	262	263	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int) => #sumAccF(R, addF(intToF(ACC), {V}:>Float)) ... </k>
560	trusted-supplied-semantics	/reference/reference-semantics/semantics/float.k	265	265	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule <k> #sumAccF(IT:Iterable, ACC:Float) => #iterNext(IT) ~> #sumContF(ACC) ... </k>
561	trusted-supplied-semantics	/reference/reference-semantics/semantics/float.k	266	266	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule <k> #iterDone ~> #sumContF(ACC:Float) => ACC ... </k>
562	trusted-supplied-semantics	/reference/reference-semantics/semantics/float.k	267	268	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, {V}:>Float)) ... </k>
563	trusted-supplied-semantics	/reference/reference-semantics/semantics/float.k	270	271	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, intToF(intOf(V)))) ... </k>
564	trusted-supplied-semantics	/reference/reference-semantics/semantics/functions.k	8	11	syntax		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	"syntax KItem ::= frame(continuation: K, callerEnv: Int, savedLoc: Int) | #bindP(ParamNames, Vals) | ""#pop"" | ""#endcall"""
565	trusted-supplied-semantics	/reference/reference-semantics/semantics/functions.k	14	16	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule <k> FuncDef(F:String, Params(PNS:ParamNames), BODY:Stmts) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureVal(PNS, BODY, L) ], _) ... </scopes>
566	trusted-supplied-semantics	/reference/reference-semantics/semantics/functions.k	18	18	syntax		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	syntax Expr ::= closureExpr(ParamNames, Stmts)
567	trusted-supplied-semantics	/reference/reference-semantics/semantics/functions.k	19	20	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule <k> closureExpr(PNS:ParamNames, BODY:Stmts) => closureVal(PNS, BODY, L) ... </k> <env> L:Int </env>
568	trusted-supplied-semantics	/reference/reference-semantics/semantics/functions.k	27	27	syntax		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	syntax Val ::= closureValC(ParamNames, ParamNames, Stmts, Map)
569	trusted-supplied-semantics	/reference/reference-semantics/semantics/functions.k	31	32	syntax		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	syntax KItem ::= #mkClosure(String, ParamNames, ParamNames, ParamNames, Stmts, Map) | #mkLambda(ParamNames, ParamNames, ParamNames, Stmts, Map)
570	trusted-supplied-semantics	/reference/reference-semantics/semantics/functions.k	33	35	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule <k> FuncDef(F:String, Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), BODY:Stmts) => #mkClosure(F, PNS, CVS, FVS, BODY, .Map) ... </k>
571	trusted-supplied-semantics	/reference/reference-semantics/semantics/functions.k	36	40	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkClosure(F, PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
572	trusted-supplied-semantics	/reference/reference-semantics/semantics/functions.k	42	45	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureValC(PNS, CVS, BODY, CM) ], _) ... </scopes>
573	trusted-supplied-semantics	/reference/reference-semantics/semantics/functions.k	47	49	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule <k> Lambda(Params(PNS:ParamNames), E:Expr) => closureVal(PNS, Return(E) .Stmts, L) ... </k> <env> L:Int </env>
574	trusted-supplied-semantics	/reference/reference-semantics/semantics/functions.k	50	52	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule <k> Lambda(Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), E:Expr) => #mkLambda(PNS, CVS, FVS, Return(E) .Stmts, .Map) ... </k>
575	trusted-supplied-semantics	/reference/reference-semantics/semantics/functions.k	53	57	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkLambda(PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
576	trusted-supplied-semantics	/reference/reference-semantics/semantics/functions.k	59	60	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => closureValC(PNS, CVS, BODY, CM) ... </k>
577	trusted-supplied-semantics	/reference/reference-semantics/semantics/functions.k	63	63	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule <k> #bindP(.ParamNames, .Vals) => .K ... </k>
578	trusted-supplied-semantics	/reference/reference-semantics/semantics/functions.k	64	66	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ P <- V ], _) ... </scopes>
579	trusted-supplied-semantics	/reference/reference-semantics/semantics/functions.k	68	71	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #cellW({M[P]}:>Val, V) ~> #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
580	trusted-supplied-semantics	/reference/reference-semantics/semantics/functions.k	78	79	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule <k> Return(V:Val) ~> _ => #pop </k> <ret> noRet => retV(V) </ret>
