file	line	kind	attributes	scope	decision	rationale	declaration
/tmp/audit-work/reference-semantics/semantics/float.k	206	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule applyCmp(">", F:Float, I:Int) => gtF(F, intToF(I)) // ---- conversions: int(float) truncates toward zero; float(int); round; math.sqrt ----
/tmp/audit-work/reference-semantics/semantics/float.k	209	syntax	function,total,symbol	supplied-unused	UNUSED_TRUSTED_PRIMITIVE	Opaque supplied-semantics symbol is unreachable from this integer-list program and cannot affect either claim.	syntax Int ::= truncF(Float) [function, total, symbol(truncF), no-evaluators]
/tmp/audit-work/reference-semantics/semantics/float.k	210	rule	concrete	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule truncF(F:Float) => #if F >=Float 0.0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi [concrete]
/tmp/audit-work/reference-semantics/semantics/float.k	211	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule applyBuiltin("int", F:Float, .Vals) => truncF(F)
/tmp/audit-work/reference-semantics/semantics/float.k	213	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule applyBuiltin("float", I:Int, .Vals) => intToF(I)
/tmp/audit-work/reference-semantics/semantics/float.k	214	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule applyBuiltin("float", F:Float, .Vals) => F // round: Python half-even (banker's); round(F, N) scales by 10^N
/tmp/audit-work/reference-semantics/semantics/float.k	217	syntax	function,total,symbol	supplied-unused	UNUSED_TRUSTED_PRIMITIVE	Opaque supplied-semantics symbol is unreachable from this integer-list program and cannot affect either claim.	syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]
/tmp/audit-work/reference-semantics/semantics/float.k	218	rule	concrete	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule roundF(F:Float) => #if (F -Float floorFloat(F)) ==Float 0.5 #then (#if Float2Int(floorFloat(F)) %Int 2 ==Int 0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi) #else Float2Int(floorFloat(F +Float 0.5)) #fi [concrete]
/tmp/audit-work/reference-semantics/semantics/float.k	223	syntax	function,total,symbol	supplied-unused	UNUSED_TRUSTED_PRIMITIVE	Opaque supplied-semantics symbol is unreachable from this integer-list program and cannot affect either claim.	syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]
/tmp/audit-work/reference-semantics/semantics/float.k	224	rule	concrete	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule roundFN(F:Float, N:Int) => Int2Float(roundF(F *Float Int2Float(10 ^Int N, 53, 11)), 53, 11) /Float Int2Float(10 ^Int N, 53, 11) [concrete]
/tmp/audit-work/reference-semantics/semantics/float.k	227	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule applyBuiltin("round", F:Float, .Vals) => roundF(F)
/tmp/audit-work/reference-semantics/semantics/float.k	228	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule applyBuiltin("round", F:Float, N:Int, .Vals) => roundFN(F, N)
/tmp/audit-work/reference-semantics/semantics/float.k	230	syntax	function,total,symbol	supplied-unused	UNUSED_TRUSTED_PRIMITIVE	Opaque supplied-semantics symbol is unreachable from this integer-list program and cannot affect either claim.	syntax Float ::= sqrtF(Float) [function, total, symbol(sqrtF), no-evaluators]
/tmp/audit-work/reference-semantics/semantics/float.k	231	rule	concrete	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule sqrtF(F:Float) => sqrtFloat(F) [concrete]
/tmp/audit-work/reference-semantics/semantics/float.k	232	syntax	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	syntax KItem ::= "#mathSqrt"
/tmp/audit-work/reference-semantics/semantics/float.k	233	rule	priority	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule <k> Call(Attribute(Name("math"), "sqrt"), (E:Expr, .Exprs)) => E ~> #mathSqrt ... </k> [priority(40)]
/tmp/audit-work/reference-semantics/semantics/float.k	234	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule <k> F:Float ~> #mathSqrt => sqrtF(F) ... </k>
/tmp/audit-work/reference-semantics/semantics/float.k	235	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule <k> I:Int ~> #mathSqrt => sqrtF(intToF(I)) ... </k> // ---- min / max over a FLOAT list — FLOAT branch of the shared #minCont0/#maxCont0 folds (which // seed/step with `requires isInt(V)`, so they are STUCK on floats). These add the `requires // isFloat(V)` seed + a Float-accumulator fold via K's minFloat/maxFloat — concrete for krun. A proof // over a SYMBOLIC float list intercepts min/max problem-locally to an opaque minVF/maxVF (at // #applyK, priority 40, in its verification.k) BEFORE #minAcc0, so this fold is krun-only. Additive: // the isFloat guard is disjoint from the existing isInt one.
/tmp/audit-work/reference-semantics/semantics/float.k	243	syntax	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	syntax KItem ::= #maxAccF(Iterable, Float) | #maxContF(Float)
/tmp/audit-work/reference-semantics/semantics/float.k	244	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAccF(R, {V}:>Float) ... </k> requires isFloat(V)
/tmp/audit-work/reference-semantics/semantics/float.k	245	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule <k> #maxAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #maxContF(M) ... </k>
/tmp/audit-work/reference-semantics/semantics/float.k	246	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule <k> #iterDone ~> #maxContF(M:Float) => M ... </k>
/tmp/audit-work/reference-semantics/semantics/float.k	247	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #maxAccF(R, maxFloat(M, {V}:>Float)) ... </k>
/tmp/audit-work/reference-semantics/semantics/float.k	250	syntax	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	syntax KItem ::= #minAccF(Iterable, Float) | #minContF(Float)
/tmp/audit-work/reference-semantics/semantics/float.k	251	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAccF(R, {V}:>Float) ... </k> requires isFloat(V)
/tmp/audit-work/reference-semantics/semantics/float.k	252	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule <k> #minAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #minContF(M) ... </k>
/tmp/audit-work/reference-semantics/semantics/float.k	253	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule <k> #iterDone ~> #minContF(M:Float) => M ... </k>
/tmp/audit-work/reference-semantics/semantics/float.k	254	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule <k> #iterYield(V:Val, R:Iterable) ~> #minContF(M:Float) => #minAccF(R, minFloat(M, {V}:>Float)) ... </k>
/tmp/audit-work/reference-semantics/semantics/float.k	261	syntax	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	syntax KItem ::= #sumAccF(Iterable, Float) | #sumContF(Float)
/tmp/audit-work/reference-semantics/semantics/float.k	262	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int) => #sumAccF(R, addF(intToF(ACC), {V}:>Float)) ... </k>
/tmp/audit-work/reference-semantics/semantics/float.k	265	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule <k> #sumAccF(IT:Iterable, ACC:Float) => #iterNext(IT) ~> #sumContF(ACC) ... </k>
/tmp/audit-work/reference-semantics/semantics/float.k	266	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule <k> #iterDone ~> #sumContF(ACC:Float) => ACC ... </k>
/tmp/audit-work/reference-semantics/semantics/float.k	267	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, {V}:>Float)) ... </k>
/tmp/audit-work/reference-semantics/semantics/float.k	270	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, intToF(intOf(V)))) ... </k>
/tmp/audit-work/reference-semantics/semantics/functions.k	8	syntax	-	supplied-used	PASS_USED_PATH	Ordinary supplied operational/type/mathematical rule checked against the mapped program step; no conflicting overlap on this path.	syntax KItem ::= frame(continuation: K, callerEnv: Int, savedLoc: Int) | #bindP(ParamNames, Vals) | "#pop" | "#endcall" // ==== def / anonymous closure =============================================
/tmp/audit-work/reference-semantics/semantics/functions.k	14	rule	-	supplied-used	PASS_USED_PATH	Ordinary supplied operational/type/mathematical rule checked against the mapped program step; no conflicting overlap on this path.	rule <k> FuncDef(F:String, Params(PNS:ParamNames), BODY:Stmts) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureVal(PNS, BODY, L) ], _) ... </scopes>
/tmp/audit-work/reference-semantics/semantics/functions.k	18	syntax	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	syntax Expr ::= closureExpr(ParamNames, Stmts)
/tmp/audit-work/reference-semantics/semantics/functions.k	19	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule <k> closureExpr(PNS:ParamNames, BODY:Stmts) => closureVal(PNS, BODY, L) ... </k> <env> L:Int </env> // ==== annotated def/lambda (closure cells; spec 2.3) ====================== // closureValC(params, cellvars, body, captured-cells). No frame anchor: all // enclosing-local reads are freevars (symtable-complete) and go through the // captured cells; everything else is global/builtin, so the callee frame's // parent is the module scope (0) — sound after the defining frame dies.
/tmp/audit-work/reference-semantics/semantics/functions.k	27	syntax	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	syntax Val ::= closureValC(ParamNames, ParamNames, Stmts, Map) // capture: resolve each freevar to the enclosing frame's cellRef, then bind // (FuncDef) or yield (Lambda) the closure value.
/tmp/audit-work/reference-semantics/semantics/functions.k	31	syntax	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	syntax KItem ::= #mkClosure(String, ParamNames, ParamNames, ParamNames, Stmts, Map) | #mkLambda(ParamNames, ParamNames, ParamNames, Stmts, Map)
/tmp/audit-work/reference-semantics/semantics/functions.k	33	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule <k> FuncDef(F:String, Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), BODY:Stmts) => #mkClosure(F, PNS, CVS, FVS, BODY, .Map) ... </k>
/tmp/audit-work/reference-semantics/semantics/functions.k	36	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkClosure(F, PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
/tmp/audit-work/reference-semantics/semantics/functions.k	42	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureValC(PNS, CVS, BODY, CM) ], _) ... </scopes>
/tmp/audit-work/reference-semantics/semantics/functions.k	47	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule <k> Lambda(Params(PNS:ParamNames), E:Expr) => closureVal(PNS, Return(E) .Stmts, L) ... </k> <env> L:Int </env>
/tmp/audit-work/reference-semantics/semantics/functions.k	50	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule <k> Lambda(Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), E:Expr) => #mkLambda(PNS, CVS, FVS, Return(E) .Stmts, .Map) ... </k>
/tmp/audit-work/reference-semantics/semantics/functions.k	53	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkLambda(PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
/tmp/audit-work/reference-semantics/semantics/functions.k	59	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => closureValC(PNS, CVS, BODY, CM) ... </k> // ==== bind params ========================================================
/tmp/audit-work/reference-semantics/semantics/functions.k	63	rule	-	supplied-used	PASS_USED_PATH	Ordinary supplied operational/type/mathematical rule checked against the mapped program step; no conflicting overlap on this path.	rule <k> #bindP(.ParamNames, .Vals) => .K ... </k>
/tmp/audit-work/reference-semantics/semantics/functions.k	64	rule	-	supplied-used	PASS_USED_PATH	Ordinary supplied operational/type/mathematical rule checked against the mapped program step; no conflicting overlap on this path.	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ P <- V ], _) ... </scopes> // a param that is a cellvar was pre-bound to its cell at frame entry
/tmp/audit-work/reference-semantics/semantics/functions.k	68	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #cellW({M[P]}:>Val, V) ~> #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
/tmp/audit-work/reference-semantics/semantics/functions.k	78	rule	-	supplied-used	PASS_USED_PATH	Ordinary supplied operational/type/mathematical rule checked against the mapped program step; no conflicting overlap on this path.	rule <k> Return(V:Val) ~> _ => #pop </k> <ret> noRet => retV(V) </ret>
/tmp/audit-work/reference-semantics/semantics/functions.k	80	rule	-	supplied-used	PASS_USED_PATH	Ordinary supplied operational/type/mathematical rule checked against the mapped program step; no conflicting overlap on this path.	rule <k> #endcall => #pop ... </k> <ret> noRet => retV(noneV) </ret> // pop: restore env, DEALLOCATE the callee frame, and wind scopeLoc back (LIFO allocation // makes the saved loc the callee frame's own loc). Sound because no closureVal outlives its // defining frame (frontend subset: no returned/stored closures; module defs live in loc 0).
/tmp/audit-work/reference-semantics/semantics/functions.k	85	rule	-	supplied-used	PASS_USED_PATH	Ordinary supplied operational/type/mathematical rule checked against the mapped program step; no conflicting overlap on this path.	rule <k> #pop => V ~> CONT </k> <ret> retV(V) => noRet </ret> <stack> ListItem(frame(CONT:K, CALLERL:Int, SAVEDL:Int)) => .List ... </stack> <env> L:Int => CALLERL </env> <scopes> SC:Map => SC [ L <- undef ] </scopes> <scopeLoc> _ => SAVEDL </scopeLoc>
/tmp/audit-work/reference-semantics/semantics/int.k	7	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule applyUn("-", I:Int) => 0 -Int I
/tmp/audit-work/reference-semantics/semantics/int.k	9	rule	-	supplied-used	PASS_USED_PATH	Ordinary supplied operational/type/mathematical rule checked against the mapped program step; no conflicting overlap on this path.	rule applyBin("+", I1:Int, I2:Int) => I1 +Int I2 // Bool participates in int arithmetic (x += (a == b))
/tmp/audit-work/reference-semantics/semantics/int.k	11	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule applyBin("+", I:Int, B:Bool) => I +Int #if B #then 1 #else 0 #fi
/tmp/audit-work/reference-semantics/semantics/int.k	12	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule applyBin("+", B:Bool, I:Int) => #if B #then 1 #else 0 #fi +Int I
/tmp/audit-work/reference-semantics/semantics/int.k	13	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule applyBin("-", I1:Int, I2:Int) => I1 -Int I2
/tmp/audit-work/reference-semantics/semantics/int.k	14	rule	-	supplied-used	PASS_USED_PATH	Ordinary supplied operational/type/mathematical rule checked against the mapped program step; no conflicting overlap on this path.	rule applyBin("*", I1:Int, I2:Int) => I1 *Int I2
/tmp/audit-work/reference-semantics/semantics/int.k	15	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule applyBin("%", I1:Int, I2:Int) => pyMod(I1, I2)
/tmp/audit-work/reference-semantics/semantics/int.k	16	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule applyBin("//", I1:Int, I2:Int) => (I1 -Int pyMod(I1, I2)) /Int I2
/tmp/audit-work/reference-semantics/semantics/int.k	17	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule applyBin("**", I1:Int, I2:Int) => I1 ^Int I2 requires I2 >=Int 0
/tmp/audit-work/reference-semantics/semantics/int.k	19	syntax	function	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	syntax Int ::= pyMod(Int, Int) [function]
/tmp/audit-work/reference-semantics/semantics/int.k	20	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule pyMod(I1:Int, I2:Int) => ((I1 %Int I2) +Int I2) %Int I2
/tmp/audit-work/reference-semantics/semantics/int.k	22	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule applyCmp("<", I1:Int, I2:Int) => I1 <Int I2
/tmp/audit-work/reference-semantics/semantics/int.k	23	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule applyCmp("<=", I1:Int, I2:Int) => I1 <=Int I2
/tmp/audit-work/reference-semantics/semantics/int.k	24	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule applyCmp(">", I1:Int, I2:Int) => I1 >Int I2
/tmp/audit-work/reference-semantics/semantics/int.k	25	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule applyCmp(">=", I1:Int, I2:Int) => I1 >=Int I2
/tmp/audit-work/reference-semantics/semantics/int.k	26	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule applyCmp("==", I1:Int, I2:Int) => I1 ==Int I2
/tmp/audit-work/reference-semantics/semantics/int.k	27	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule applyCmp("!=", I1:Int, I2:Int) => I1 =/=Int I2
/tmp/audit-work/reference-semantics/semantics/iter.k	8	syntax	-	supplied-used	PASS_USED_PATH	Ordinary supplied operational/type/mathematical rule checked against the mapped program step; no conflicting overlap on this path.	syntax KItem ::= #iterNext(Iterable) | "#iterDone" | #iterYield(Val, Iterable)
/tmp/audit-work/reference-semantics/semantics/list.k	9	rule	-	supplied-used	PASS_USED_PATH	Ordinary supplied operational/type/mathematical rule checked against the mapped program step; no conflicting overlap on this path.	rule <k> #iterNext(list(.ValSeq)) => #iterDone ... </k>
/tmp/audit-work/reference-semantics/semantics/list.k	10	rule	-	supplied-used	PASS_USED_PATH	Ordinary supplied operational/type/mathematical rule checked against the mapped program step; no conflicting overlap on this path.	rule <k> #iterNext(list(vCons(V:Val, R:ValSeq))) => #iterYield(V, list(R)) ... </k> // ==== ListExpr: [...] literal -> a fresh heap object =======================
/tmp/audit-work/reference-semantics/semantics/list.k	13	syntax	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	syntax ApplyK ::= "toList"
/tmp/audit-work/reference-semantics/semantics/list.k	14	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule <k> ListExpr(ES:Exprs) => #evalArgs(ES, .Vals, toList) ... </k>
/tmp/audit-work/reference-semantics/semantics/list.k	15	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule <k> #applyK(toList, ACC:Vals) => #alloc(list(vals2valSeq(ACC))) ... </k> // ==== list ops: + / == / != ===============================================
/tmp/audit-work/reference-semantics/semantics/list.k	18	syntax	function,total	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	syntax ValSeq ::= valSeqConcat(ValSeq, ValSeq) [function, total]
/tmp/audit-work/reference-semantics/semantics/list.k	19	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule valSeqConcat(.ValSeq, T:ValSeq) => T
/tmp/audit-work/reference-semantics/semantics/list.k	20	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule valSeqConcat(vCons(V:Val, S:ValSeq), T:ValSeq) => vCons(V, valSeqConcat(S, T)) // list + list constructs a NEW object (k-cell — it allocates; operands land here // already deref'd). priority(45) beats the generic BinOp dispatch.
/tmp/audit-work/reference-semantics/semantics/list.k	24	rule	priority	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule <k> BinOp("+", list(A:ValSeq), list(B:ValSeq)) => #alloc(list(valSeqConcat(A, B))) ... </k> [priority(45)]
/tmp/audit-work/reference-semantics/semantics/list.k	27	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule applyCmp("==", list(A:ValSeq), list(B:ValSeq)) => A ==K B
/tmp/audit-work/reference-semantics/semantics/list.k	28	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule applyCmp("!=", list(A:ValSeq), list(B:ValSeq)) => notBool (A ==K B) // ==== deep equality when elements are heap objects (list-of-lists) ======== // Python == is structural at every depth. Fires ONLY when a ref is present // (the guard decides on concrete seqs); the plain ==K path above is unchanged.
