id	file	line	kind	flags	text
369	reference-semantics/semantics/core.k	158	rule	equational	  rule builtinsScope\n    => scope(.Map [ "len"    <- builtinV("len")    ]\n                  [ "set"    <- builtinV("set")    ]\n                  [ "sum"    <- builtinV("sum")    ]\n                  [ "abs"    <- builtinV("abs")    ]\n                  [ "min"    <- builtinV("min")    ]\n                  [ "max"    <- builtinV("max")    ]\n                  [ "ord"    <- builtinV("ord")    ]\n                  [ "chr"    <- builtinV("chr")    ]\n                  [ "range"  <- builtinV("range")  ]\n                  [ "all"    <- builtinV("all")    ]\n                  [ "any"    <- builtinV("any")    ]\n                  [ "zip"    <- builtinV("zip")    ]\n                  [ "isinstance" <- builtinV("isinstance") ]\n                  [ "sorted" <- builtinV("sorted") ]\n                  [ "list"   <- builtinV("list")   ]\n                  [ "round"  <- builtinV("round")  ]\n                  [ "bin"    <- builtinV("bin")    ]\n                  [ "enumerate" <- builtinV("enumerate") ]\n                  [ "map"    <- builtinV("map")    ]\n                  [ "eval"   <- builtinV("eval")   ]\n                  [ "int"    <- typeV("int")       ]\n                  [ "str"    <- typeV("str")       ]\n                  [ "float"  <- typeV("float")     ], root)
370	reference-semantics/semantics/core.k	185	syntax		  syntax ApplyK ::= toCall(Val)
371	reference-semantics/semantics/core.k	186	syntax		  syntax KItem  ::= #evalArgs(Exprs, Vals, ApplyK)\n                  | #evalArgCont(Exprs, Vals, ApplyK)\n                  | #applyK(ApplyK, Vals)
372	reference-semantics/semantics/core.k	189	rule	operational	  rule <k> #evalArgs((A:Expr, REST:Exprs), ACC:Vals, K:ApplyK) => A ~> #evalArgCont(REST, ACC, K) ... </k>
373	reference-semantics/semantics/core.k	190	rule	operational	  rule <k> V:Val ~> #evalArgCont(REST:Exprs, ACC:Vals, K:ApplyK) => #evalArgs(REST, appendVal(ACC, V), K) ... </k>
374	reference-semantics/semantics/core.k	191	rule	operational	  rule <k> #evalArgs(.Exprs, ACC:Vals, K:ApplyK) => #applyK(K, ACC) ... </k>
375	reference-semantics/semantics/core.k	194	rule	operational	  rule <k> Int(I:Int)   => I ... </k>
376	reference-semantics/semantics/core.k	195	rule	operational	  rule <k> Bool(B:Bool) => B ... </k>
377	reference-semantics/semantics/core.k	196	rule	operational	  rule <k> NoneVal      => noneV ... </k>
378	reference-semantics/semantics/core.k	199	syntax	function	  syntax Bool ::= truthy(Val) [function]
379	reference-semantics/semantics/core.k	200	rule	equational	  rule truthy(B:Bool)          => B
380	reference-semantics/semantics/core.k	201	rule	equational	  rule truthy(noneV)           => false
381	reference-semantics/semantics/core.k	202	rule	equational	  rule truthy(I:Int)           => I =/=Int 0
382	reference-semantics/semantics/core.k	203	rule	equational	  rule truthy(str(S:IntSeq))   => notBool (S ==K .IntSeq)
383	reference-semantics/semantics/core.k	204	rule	equational	  rule truthy(list(V:ValSeq))  => notBool (V ==K .ValSeq)
384	reference-semantics/semantics/core.k	205	rule	equational	  rule truthy(tuple(V:ValSeq)) => notBool (V ==K .ValSeq)
385	reference-semantics/semantics/core.k	208	syntax	function	  syntax Val  ::= applyUn(String, Val) [function]
386	reference-semantics/semantics/core.k	209	syntax	function	  syntax Val  ::= applyBin(String, Val, Val) [function]
387	reference-semantics/semantics/core.k	210	syntax	function	  syntax Bool ::= applyCmp(String, Val, Val) [function]
388	reference-semantics/semantics/core.k	213	syntax	function,total	  syntax Vals ::= appendVal(Vals, Val) [function, total]
389	reference-semantics/semantics/core.k	214	rule	equational	  rule appendVal(.Vals, V:Val)              => V , .Vals
390	reference-semantics/semantics/core.k	215	rule	equational	  rule appendVal((V0:Val, VS:Vals), V:Val)  => V0 , appendVal(VS, V)
391	reference-semantics/semantics/core.k	217	syntax	function,total	  syntax ValSeq ::= vals2valSeq(Vals) [function, total]
392	reference-semantics/semantics/core.k	218	rule	equational	  rule vals2valSeq(.Vals)            => .ValSeq
393	reference-semantics/semantics/core.k	219	rule	equational	  rule vals2valSeq((V:Val, VS:Vals)) => vCons(V, vals2valSeq(VS))
394	reference-semantics/semantics/core.k	223	syntax	function,total	  syntax Int ::= vsLen(ValSeq) [function, total]
395	reference-semantics/semantics/core.k	224	rule	equational	  rule vsLen(.ValSeq)                => 0
396	reference-semantics/semantics/core.k	225	rule	equational	  rule vsLen(vCons(_:Val, S:ValSeq)) => 1 +Int vsLen(S)
397	reference-semantics/semantics/core.k	227	syntax	function,total	  syntax Int ::= isLen(IntSeq) [function, total]
398	reference-semantics/semantics/core.k	228	rule	equational	  rule isLen(.IntSeq)                => 0
399	reference-semantics/semantics/core.k	229	rule	equational	  rule isLen(iCons(_:Int, S:IntSeq)) => 1 +Int isLen(S)
400	reference-semantics/semantics/core.k	233	syntax	function,total	  syntax ValSeq ::= setVSAt(ValSeq, Int, Val) [function, total]
401	reference-semantics/semantics/core.k	234	rule	equational	  rule setVSAt(.ValSeq, _:Int, _:Val)               => .ValSeq
402	reference-semantics/semantics/core.k	235	rule	equational	  rule setVSAt(vCons(_:Val, S:ValSeq), 0, V:Val)    => vCons(V, S)
403	reference-semantics/semantics/core.k	236	rule	equational	  rule setVSAt(vCons(W:Val, S:ValSeq), I:Int, V:Val) => vCons(W, setVSAt(S, I -Int 1, V))\n       requires I >Int 0
404	reference-semantics/semantics/core.k	238	rule	equational	  rule setVSAt(VS:ValSeq, I:Int, _:Val)             => VS\n       requires I <Int 0
405	reference-semantics/semantics/dict.k	13	module		module MPY-DICT
406	reference-semantics/semantics/dict.k	14	imports		  imports MPY-CORE
407	reference-semantics/semantics/dict.k	15	imports		  imports MPY-ITER
408	reference-semantics/semantics/dict.k	16	imports		  imports MPY-METHODS
409	reference-semantics/semantics/dict.k	17	imports		  imports MPY-LIST
410	reference-semantics/semantics/dict.k	20	syntax		  syntax Val ::= dictV(ValSeq, ValSeq)
411	reference-semantics/semantics/dict.k	23	syntax		  syntax KItem ::= #dictAcc(Entries, ValSeq, ValSeq)\n                 | #dictKey(Expr, Entries, ValSeq, ValSeq)\n                 | #dictVal(Val, Entries, ValSeq, ValSeq)
412	reference-semantics/semantics/dict.k	26	rule	operational	  rule <k> DictExpr(ES:Entries) => #dictAcc(ES, .ValSeq, .ValSeq) ... </k>
413	reference-semantics/semantics/dict.k	27	rule	operational	  rule <k> #dictAcc(.Entries, KS:ValSeq, VS:ValSeq) => dictV(KS, VS) ... </k>
414	reference-semantics/semantics/dict.k	28	rule	operational	  rule <k> #dictAcc((Entry(K:Expr, V:Expr), REST:Entries), KS:ValSeq, VS:ValSeq)\n        => K ~> #dictKey(V, REST, KS, VS) ... </k>
415	reference-semantics/semantics/dict.k	30	rule	operational	  rule <k> KV:Val ~> #dictKey(V:Expr, REST:Entries, KS:ValSeq, VS:ValSeq)\n        => V ~> #dictVal(KV, REST, KS, VS) ... </k>
416	reference-semantics/semantics/dict.k	32	rule	operational	  rule <k> VV:Val ~> #dictVal(KV:Val, REST:Entries, KS:ValSeq, VS:ValSeq)\n        => #dictAcc(REST, dPutK(KS, KV), dPutV(KS, VS, KV, VV)) ... </k>
417	reference-semantics/semantics/dict.k	37	syntax	function,total	  syntax Bool ::= dHasKey(ValSeq, Val) [function, total]
418	reference-semantics/semantics/dict.k	38	rule	equational	  rule dHasKey(.ValSeq, _:Val)                => false
419	reference-semantics/semantics/dict.k	39	rule	equational	  rule dHasKey(vCons(A:Val, _:ValSeq), K:Val) => true          requires A ==K K
420	reference-semantics/semantics/dict.k	40	rule	equational	  rule dHasKey(vCons(A:Val, R:ValSeq), K:Val) => dHasKey(R, K) requires notBool (A ==K K)
421	reference-semantics/semantics/dict.k	43	syntax	function,total	  syntax ValSeq ::= dPutK(ValSeq, Val) [function, total]
422	reference-semantics/semantics/dict.k	44	rule	equational	  rule dPutK(KS:ValSeq, K:Val) => KS                                  requires dHasKey(KS, K)
423	reference-semantics/semantics/dict.k	45	rule	equational	  rule dPutK(KS:ValSeq, K:Val) => valSeqConcat(KS, vCons(K, .ValSeq)) requires notBool dHasKey(KS, K)
424	reference-semantics/semantics/dict.k	49	syntax	function,total	  syntax ValSeq ::= dPutV(ValSeq, ValSeq, Val, Val) [function, total]
425	reference-semantics/semantics/dict.k	50	rule	equational	  rule dPutV(vCons(A:Val, _:ValSeq), vCons(_:Val, VR:ValSeq), K:Val, V:Val)  => vCons(V, VR)\n       requires A ==K K
426	reference-semantics/semantics/dict.k	52	rule	equational	  rule dPutV(vCons(A:Val, KR:ValSeq), vCons(B:Val, VR:ValSeq), K:Val, V:Val) => vCons(B, dPutV(KR, VR, K, V))\n       requires notBool (A ==K K)
427	reference-semantics/semantics/dict.k	54	rule	owise,equational	  rule dPutV(_KS:ValSeq, VS:ValSeq, _K:Val, V:Val) => valSeqConcat(VS, vCons(V, .ValSeq)) [owise]
428	reference-semantics/semantics/dict.k	58	rule	priority,operational	  rule <k> #applyK(toCall(boundMethodV(dictV(KS:ValSeq, _:ValSeq), "keys")), .Vals)\n        => #alloc(list(KS)) ... </k>\n       [priority(40)]
429	reference-semantics/semantics/dict.k	63	rule	equational	  rule applyIndexD(dictV(KS:ValSeq, VS:ValSeq), K:Val) => dGet(KS, VS, K)
430	reference-semantics/semantics/dict.k	64	syntax	function	  syntax Val ::= applyIndexD(Val, Val) [function]
431	reference-semantics/semantics/dict.k	65	rule	priority,operational	  rule <k> Subscript(dictV(KS:ValSeq, VS:ValSeq), K:Val) => applyIndexD(dictV(KS, VS), K) ... </k>\n       [priority(45)]
432	reference-semantics/semantics/dict.k	70	syntax	function	  syntax Val ::= dictSet(Val, Val, Val) [function]
433	reference-semantics/semantics/dict.k	71	rule	equational	  rule dictSet(dictV(KS:ValSeq, VS:ValSeq), K:Val, V:Val) => dictV(dPutK(KS, K), dPutV(KS, VS, K, V))
434	reference-semantics/semantics/dict.k	76	syntax		  syntax KItem ::= #dsetK(String, Val)
435	reference-semantics/semantics/dict.k	77	rule	operational	  rule <k> Assign(Subscript(Name(X:String), K:Expr), VV:Val) => K ~> #dsetK(X, VV) ... </k>
436	reference-semantics/semantics/dict.k	78	rule	operational	  rule <k> KV:Val ~> #dsetK(X:String, VV:Val) => .K ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map => M [ X <- dictSet({M[X]}:>Val, KV, VV) ], _) ... </scopes>\n       requires X in_keys(M) andBool notBool isRefV({M[X]}:>Val)
437	reference-semantics/semantics/dict.k	82	rule	operational	  rule <k> KV:Val ~> #dsetK(X:String, VV:Val) => #dsetV({M[X]}:>Val, KV, VV) ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map, _) ... </scopes>\n       requires X in_keys(M) andBool isRefV({M[X]}:>Val)
438	reference-semantics/semantics/dict.k	86	syntax		  syntax KItem ::= #dsetV(Val, Val, Val)
439	reference-semantics/semantics/dict.k	87	rule	operational	  rule <k> #dsetV(ref(H:Int), I:Int, VV:Val) => .K ... </k>\n       <heap> ... H |-> list(VS:ValSeq => setVSAt(VS, normIdxD(I, vsLen(VS)), VV)) ... </heap>
440	reference-semantics/semantics/dict.k	90	syntax	function,total	  syntax Int ::= normIdxD(Int, Int) [function, total]
441	reference-semantics/semantics/dict.k	91	rule	equational	  rule normIdxD(I:Int, LEN:Int) => I +Int LEN requires I  <Int 0
442	reference-semantics/semantics/dict.k	92	rule	equational	  rule normIdxD(I:Int, _:Int)   => I          requires I >=Int 0
443	reference-semantics/semantics/dict.k	95	rule	equational	  rule applyCmp("==", dictV(KS1:ValSeq, VS1:ValSeq), dictV(KS2:ValSeq, VS2:ValSeq))\n    => (vsLen(KS1) ==Int vsLen(KS2)) andBool dSubset(KS1, VS1, KS2, VS2)
444	reference-semantics/semantics/dict.k	97	syntax	function	  syntax Bool ::= dSubset(ValSeq, ValSeq, ValSeq, ValSeq) [function]
445	reference-semantics/semantics/dict.k	98	rule	equational	  rule dSubset(.ValSeq, .ValSeq, _:ValSeq, _:ValSeq) => true
446	reference-semantics/semantics/dict.k	99	rule	equational	  rule dSubset(vCons(K:Val, KR:ValSeq), vCons(V:Val, VR:ValSeq), KS2:ValSeq, VS2:ValSeq)\n    => dHasKey(KS2, K) andBool (dGet(KS2, VS2, K) ==K V) andBool dSubset(KR, VR, KS2, VS2)
447	reference-semantics/semantics/dict.k	101	syntax	function	  syntax Val ::= dGet(ValSeq, ValSeq, Val) [function]
448	reference-semantics/semantics/dict.k	102	rule	equational	  rule dGet(vCons(A:Val, _:ValSeq), vCons(B:Val, _:ValSeq), K:Val) => B                requires A ==K K
449	reference-semantics/semantics/dict.k	103	rule	equational	  rule dGet(vCons(A:Val, KR:ValSeq), vCons(_:Val, VR:ValSeq), K:Val) => dGet(KR, VR, K) requires notBool (A ==K K)
450	reference-semantics/semantics/float.k	14	module		module MPY-FLOAT
451	reference-semantics/semantics/float.k	15	imports		  imports MPY-OPERATORS
452	reference-semantics/semantics/float.k	16	imports		  imports MPY-BUILTINS
453	reference-semantics/semantics/float.k	17	imports		  imports FLOAT
454	reference-semantics/semantics/float.k	20	syntax		  syntax Val ::= Float
455	reference-semantics/semantics/float.k	21	rule	operational	  rule <k> Float(F:Float) => F ... </k>
456	reference-semantics/semantics/float.k	24	syntax	function,total,opaque-no-evaluators,symbol	  syntax Float ::= intFloatDiv(Int, Float) [function, total, symbol(intFloatDiv), no-evaluators]
457	reference-semantics/semantics/float.k	25	rule	concrete,equational	  rule intFloatDiv(I:Int, F:Float) => Int2Float(I, 53, 11) /Float F [concrete]
458	reference-semantics/semantics/float.k	27	rule	equational	  rule applyBin("/", I:Int, F:Float) => intFloatDiv(I, F)
459	reference-semantics/semantics/float.k	30	syntax	function,total,opaque-no-evaluators,symbol	  syntax Float ::= divII(Int, Int) [function, total, symbol(divII), no-evaluators]
460	reference-semantics/semantics/float.k	31	rule	concrete,equational	  rule divII(I1:Int, I2:Int) => Int2Float(I1, 53, 11) /Float Int2Float(I2, 53, 11) [concrete]
461	reference-semantics/semantics/float.k	32	rule	equational	  rule applyBin("/", I1:Int, I2:Int) => divII(I1, I2)
462	reference-semantics/semantics/float.k	37	syntax	function,total,opaque-no-evaluators,symbol	  syntax Float ::= floatMod(Float, Float) [function, total, symbol(floatMod), no-evaluators]
463	reference-semantics/semantics/float.k	38	rule	concrete,equational	  rule floatMod(F1:Float, F2:Float) => F1 -Float (floorFloat(F1 /Float F2) *Float F2) [concrete]
464	reference-semantics/semantics/float.k	39	rule	equational	  rule applyBin("%", F1:Float, F2:Float) => floatMod(F1, F2)
465	reference-semantics/semantics/float.k	43	rule	equational	  rule applyCmp("==", F1:Float, F2:Float) => F1 ==Float F2
466	reference-semantics/semantics/float.k	44	rule	equational	  rule applyCmp("!=", F1:Float, F2:Float) => notBool (F1 ==Float F2)
467	reference-semantics/semantics/float.k	50	syntax	function,total,opaque-no-evaluators,symbol	  syntax Bool ::= floatLt(Float, Float) [function, total, symbol(floatLt), no-evaluators]
468	reference-semantics/semantics/float.k	51	rule	concrete,equational	  rule floatLt(F1:Float, F2:Float) => F1 <Float F2 [concrete]
469	reference-semantics/semantics/float.k	52	rule	equational	  rule applyCmp("<", F1:Float, F2:Float) => floatLt(F1, F2)
470	reference-semantics/semantics/float.k	54	syntax	function,total,opaque-no-evaluators,symbol	  syntax Float ::= absF(Float) [function, total, symbol(absF), no-evaluators]
471	reference-semantics/semantics/float.k	55	rule	concrete,equational	  rule absF(F:Float) => absFloat(F) [concrete]
472	reference-semantics/semantics/float.k	56	rule	equational	  rule applyBuiltin("abs", F:Float, .Vals) => absF(F)
473	reference-semantics/semantics/float.k	61	rule	operational	  rule <k> Import(_:String) => .K ... </k>
474	reference-semantics/semantics/float.k	65	syntax		  syntax KItem ::= "#mathCeil"
475	reference-semantics/semantics/float.k	66	rule	priority,operational	  rule <k> Call(Attribute(Name("math"), "ceil"), (E:Expr, .Exprs)) => E ~> #mathCeil ... </k> [priority(40)]
476	reference-semantics/semantics/float.k	67	rule	operational	  rule <k> V:Val ~> #mathCeil => ceilF(V) ... </k>
477	reference-semantics/semantics/float.k	70	syntax		  syntax KItem ::= "#mathFloor"
478	reference-semantics/semantics/float.k	71	rule	priority,operational	  rule <k> Call(Attribute(Name("math"), "floor"), (E:Expr, .Exprs)) => E ~> #mathFloor ... </k> [priority(40)]
479	reference-semantics/semantics/float.k	72	rule	operational	  rule <k> V:Val ~> #mathFloor => floorFI(V) ... </k>
480	reference-semantics/semantics/float.k	73	syntax	function,total,symbol	  syntax Int ::= floorFI(Val) [function, total, symbol(floorFI)]
481	reference-semantics/semantics/float.k	74	rule	concrete,equational	  rule floorFI(I:Int)   => I                        [concrete]
482	reference-semantics/semantics/float.k	75	rule	concrete,equational	  rule floorFI(F:Float) => Float2Int(floorFloat(F)) [concrete]
483	reference-semantics/semantics/float.k	78	rule	equational	  rule applyBuiltin("floor", V:Val, .Vals) => floorFI(V)
484	reference-semantics/semantics/float.k	79	rule	equational	  rule applyBuiltin("ceil",  V:Val, .Vals) => ceilF(V)
485	reference-semantics/semantics/float.k	82	syntax		  syntax KItem ::= #mathPow1(Expr) | #mathPow2(Val)
486	reference-semantics/semantics/float.k	83	rule	priority,operational	  rule <k> Call(Attribute(Name("math"), "pow"), (E1:Expr, E2:Expr, .Exprs)) => E1 ~> #mathPow1(E2) ... </k> [priority(40)]
487	reference-semantics/semantics/float.k	84	rule	operational	  rule <k> V1:Val ~> #mathPow1(E2:Expr) => E2 ~> #mathPow2(V1) ... </k>
488	reference-semantics/semantics/float.k	85	rule	operational	  rule <k> V2:Val ~> #mathPow2(V1:Val) => powF(toF(V1), toF(V2)) ... </k>
489	reference-semantics/semantics/float.k	86	syntax	function,total,symbol	  syntax Float ::= toF(Val) [function, total, symbol(toF)]
490	reference-semantics/semantics/float.k	87	rule	concrete,equational	  rule toF(F:Float) => F        [concrete]
491	reference-semantics/semantics/float.k	88	rule	concrete,equational	  rule toF(I:Int)   => intToF(I) [concrete]
492	reference-semantics/semantics/float.k	93	syntax	function,total,symbol	  syntax Int ::= ceilF(Val) [function, total, symbol(ceilF)]
493	reference-semantics/semantics/float.k	94	rule	concrete,equational	  rule ceilF(I:Int)   => I                       [concrete]
494	reference-semantics/semantics/float.k	95	rule	concrete,equational	  rule ceilF(F:Float) => Float2Int(ceilFloat(F)) [concrete]
495	reference-semantics/semantics/float.k	99	rule	equational	  rule applyUn("-", F:Float) => 0.0 -Float F
496	reference-semantics/semantics/float.k	103	syntax	function,total,opaque-no-evaluators,symbol	  syntax Float ::= subF(Float, Float) [function, total, symbol(subF), no-evaluators]
497	reference-semantics/semantics/float.k	104	rule	concrete,equational	  rule subF(F1:Float, F2:Float) => F1 -Float F2 [concrete]
498	reference-semantics/semantics/float.k	105	rule	equational	  rule applyBin("-", F1:Float, F2:Float) => subF(F1, F2)
499	reference-semantics/semantics/float.k	107	syntax	function,total,opaque-no-evaluators,symbol	  syntax Float ::= divF(Float, Float) [function, total, symbol(divF), no-evaluators]
500	reference-semantics/semantics/float.k	108	rule	concrete,equational	  rule divF(F1:Float, F2:Float) => F1 /Float F2 [concrete]
501	reference-semantics/semantics/float.k	109	rule	equational	  rule applyBin("/", F1:Float, F2:Float) => divF(F1, F2)
502	reference-semantics/semantics/float.k	111	syntax	function,total,opaque-no-evaluators,symbol	  syntax Float ::= addF(Float, Float) [function, total, symbol(addF), no-evaluators]
503	reference-semantics/semantics/float.k	112	rule	concrete,equational	  rule addF(F1:Float, F2:Float) => F1 +Float F2 [concrete]
504	reference-semantics/semantics/float.k	113	rule	equational	  rule applyBin("+", F1:Float, F2:Float) => addF(F1, F2)
505	reference-semantics/semantics/float.k	115	syntax	function,total,opaque-no-evaluators,symbol	  syntax Float ::= mulF(Float, Float) [function, total, symbol(mulF), no-evaluators]
506	reference-semantics/semantics/float.k	116	rule	concrete,equational	  rule mulF(F1:Float, F2:Float) => F1 *Float F2 [concrete]
507	reference-semantics/semantics/float.k	117	rule	equational	  rule applyBin("*", F1:Float, F2:Float) => mulF(F1, F2)
508	reference-semantics/semantics/float.k	119	syntax	function,total,opaque-no-evaluators,symbol	  syntax Float ::= powF(Float, Float) [function, total, symbol(powF), no-evaluators]
509	reference-semantics/semantics/float.k	120	rule	concrete,equational	  rule powF(F1:Float, F2:Float) => F1 ^Float F2 [concrete]
510	reference-semantics/semantics/float.k	121	rule	equational	  rule applyBin("**", F1:Float, F2:Float) => powF(F1, F2)
511	reference-semantics/semantics/float.k	125	syntax	function,total,opaque-no-evaluators,symbol	  syntax Bool ::= gtF(Float, Float) [function, total, symbol(gtF), no-evaluators]
512	reference-semantics/semantics/float.k	126	rule	concrete,equational	  rule gtF(F1:Float, F2:Float) => F1 >Float F2 [concrete]
513	reference-semantics/semantics/float.k	127	rule	equational	  rule applyCmp(">",  F1:Float, F2:Float) => gtF(F1, F2)
514	reference-semantics/semantics/float.k	128	rule	equational	  rule applyCmp(">=", F1:Float, F2:Float) => notBool floatLt(F1, F2)
515	reference-semantics/semantics/float.k	129	rule	equational	  rule applyCmp("<=", F1:Float, F2:Float) => notBool gtF(F1, F2)
516	reference-semantics/semantics/float.k	132	rule	equational	  rule applyBin("**", I:Int, F:Float) => powF(intToF(I), F)
517	reference-semantics/semantics/float.k	133	rule	equational	  rule applyBin("**", F:Float, I:Int) => powF(F, intToF(I))
518	reference-semantics/semantics/float.k	134	rule	equational	  rule applyBin("-",  I:Int, F:Float) => subF(intToF(I), F)
519	reference-semantics/semantics/float.k	135	rule	equational	  rule applyBin("-",  F:Float, I:Int) => subF(F, intToF(I))
520	reference-semantics/semantics/float.k	136	rule	equational	  rule applyBin("+",  I:Int, F:Float) => addF(intToF(I), F)
521	reference-semantics/semantics/float.k	137	rule	equational	  rule applyBin("+",  F:Float, I:Int) => addF(F, intToF(I))
522	reference-semantics/semantics/float.k	138	rule	equational	  rule applyBin("*",  I:Int, F:Float) => mulF(intToF(I), F)
523	reference-semantics/semantics/float.k	139	rule	equational	  rule applyBin("*",  F:Float, I:Int) => mulF(F, intToF(I))
524	reference-semantics/semantics/float.k	142	syntax	function,total,opaque-no-evaluators,symbol	  syntax Bool ::= eqF(Float, Float) [function, total, symbol(eqF), no-evaluators]
525	reference-semantics/semantics/float.k	143	rule	concrete,equational	  rule eqF(F1:Float, F2:Float) => F1 ==Float F2 [concrete]
526	reference-semantics/semantics/float.k	144	rule	equational	  rule applyCmp("==", I:Int, F:Float) => eqF(intToF(I), F)
527	reference-semantics/semantics/float.k	145	rule	equational	  rule applyCmp("==", F:Float, I:Int) => eqF(F, intToF(I))
528	reference-semantics/semantics/float.k	146	rule	equational	  rule applyCmp("!=", I:Int, F:Float) => notBool eqF(intToF(I), F)
529	reference-semantics/semantics/float.k	147	rule	equational	  rule applyCmp("!=", F:Float, I:Int) => notBool eqF(F, intToF(I))
530	reference-semantics/semantics/float.k	148	rule	equational	  rule applyCmp("<",  I:Int, F:Float) => floatLt(intToF(I), F)
531	reference-semantics/semantics/float.k	149	rule	equational	  rule applyCmp("<",  F:Float, I:Int) => floatLt(F, intToF(I))
532	reference-semantics/semantics/float.k	150	rule	equational	  rule applyCmp(">",  I:Int, F:Float) => gtF(intToF(I), F)
533	reference-semantics/semantics/float.k	151	rule	equational	  rule applyCmp(">",  F:Float, I:Int) => gtF(F, intToF(I))
534	reference-semantics/semantics/float.k	154	rule	equational	  rule applyCmp("==", V:Val, noneV) => V ==K noneV
535	reference-semantics/semantics/float.k	155	rule	equational	  rule applyCmp("!=", V:Val, noneV) => notBool (V ==K noneV)
536	reference-semantics/semantics/float.k	160	syntax	function,total,opaque-no-evaluators,symbol	  syntax Float ::= decStrToF(IntSeq) [function, total, symbol(decStrToF), no-evaluators]
537	reference-semantics/semantics/float.k	161	rule	concrete,equational	  rule decStrToF(iCons(45, CS:IntSeq)) => 0.0 -Float decStrToF(CS) [concrete]
538	reference-semantics/semantics/float.k	162	rule	concrete,equational	  rule decStrToF(CS:IntSeq)\n    => intToF(intPart(CS)) +Float (intToF(fracPart(CS)) /Float intToF(fracScale(CS)))\n       requires isLen(CS) >Int 0 andBool headIS(CS) =/=Int 45 [concrete]
539	reference-semantics/semantics/float.k	165	syntax	function	  syntax Int ::= headIS(IntSeq) [function]
540	reference-semantics/semantics/float.k	166	rule	equational	  rule headIS(iCons(C:Int, _:IntSeq)) => C
541	reference-semantics/semantics/float.k	167	syntax	function,total	  syntax Int ::= intPart(IntSeq) [function, total] | intPartAcc(IntSeq, Int) [function, total]
542	reference-semantics/semantics/float.k	168	rule	equational	  rule intPart(CS:IntSeq) => intPartAcc(CS, 0)
543	reference-semantics/semantics/float.k	169	rule	equational	  rule intPartAcc(.IntSeq, A:Int) => A
544	reference-semantics/semantics/float.k	170	rule	equational	  rule intPartAcc(iCons(46, _:IntSeq), A:Int) => A
545	reference-semantics/semantics/float.k	171	rule	equational	  rule intPartAcc(iCons(C:Int, R:IntSeq), A:Int) => intPartAcc(R, A *Int 10 +Int (C -Int 48))\n       requires C =/=Int 46
546	reference-semantics/semantics/float.k	173	syntax	function,total	  syntax Int ::= fracPart(IntSeq) [function, total] | fracAcc(IntSeq, Int) [function, total]
547	reference-semantics/semantics/float.k	174	rule	equational	  rule fracPart(.IntSeq) => 0
548	reference-semantics/semantics/float.k	175	rule	equational	  rule fracPart(iCons(46, R:IntSeq)) => fracAcc(R, 0)
549	reference-semantics/semantics/float.k	176	rule	equational	  rule fracPart(iCons(C:Int, R:IntSeq)) => fracPart(R) requires C =/=Int 46
550	reference-semantics/semantics/float.k	177	rule	equational	  rule fracAcc(.IntSeq, A:Int) => A
551	reference-semantics/semantics/float.k	178	rule	equational	  rule fracAcc(iCons(C:Int, R:IntSeq), A:Int) => fracAcc(R, A *Int 10 +Int (C -Int 48))
552	reference-semantics/semantics/float.k	179	syntax	function,total	  syntax Int ::= fracScale(IntSeq) [function, total] | fscAcc(IntSeq, Int) [function, total]
553	reference-semantics/semantics/float.k	180	rule	equational	  rule fracScale(.IntSeq) => 1
554	reference-semantics/semantics/float.k	181	rule	equational	  rule fracScale(iCons(46, R:IntSeq)) => fscAcc(R, 1)
555	reference-semantics/semantics/float.k	182	rule	equational	  rule fracScale(iCons(C:Int, R:IntSeq)) => fracScale(R) requires C =/=Int 46
556	reference-semantics/semantics/float.k	183	rule	equational	  rule fscAcc(.IntSeq, A:Int) => A
557	reference-semantics/semantics/float.k	184	rule	equational	  rule fscAcc(iCons(_:Int, R:IntSeq), A:Int) => fscAcc(R, A *Int 10)
558	reference-semantics/semantics/float.k	185	rule	equational	  rule applyBuiltin("float", str(CS:IntSeq), .Vals) => decStrToF(CS)
559	reference-semantics/semantics/float.k	186	rule	equational	  rule applyBuiltin("float", I:Int, .Vals)          => intToF(I)
560	reference-semantics/semantics/float.k	187	rule	equational	  rule applyBuiltin("float", F:Float, .Vals)        => F
561	reference-semantics/semantics/float.k	190	syntax	function,total,opaque-no-evaluators,symbol	  syntax Float ::= divFloatIntV(Float, Int) [function, total, symbol(divFloatIntV), no-evaluators]
562	reference-semantics/semantics/float.k	191	rule	concrete,equational	  rule divFloatIntV(F:Float, I:Int) => F /Float Int2Float(I, 53, 11) [concrete]
563	reference-semantics/semantics/float.k	192	rule	equational	  rule applyBin("/", F:Float, I:Int) => divFloatIntV(F, I)
564	reference-semantics/semantics/float.k	195	syntax	function,total,opaque-no-evaluators,symbol	  syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]
565	reference-semantics/semantics/float.k	196	rule	concrete,equational	  rule intToF(I:Int) => Int2Float(I, 53, 11) [concrete]
566	reference-semantics/semantics/float.k	197	rule	equational	  rule applyBin("+", I:Int, F:Float) => addF(intToF(I), F)
567	reference-semantics/semantics/float.k	198	rule	equational	  rule applyBin("+", F:Float, I:Int) => addF(F, intToF(I))
