record_id,file,start_line,end_line,kind,tags,disposition,justification
558,reference-semantics/semantics/float.k,104,104,rule,"concrete,equational-or-term-rewrite",SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
559,reference-semantics/semantics/float.k,105,105,rule,equational-or-term-rewrite,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
560,reference-semantics/semantics/float.k,107,107,syntax,"function,no-evaluators,symbol,total",UNUSED_OPAQUE_TRUST_BOUNDARY,Supplied opaque proof-domain primitive; no source construct or submitted claim reaches it.
561,reference-semantics/semantics/float.k,108,108,rule,"concrete,equational-or-term-rewrite",SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
562,reference-semantics/semantics/float.k,109,109,rule,equational-or-term-rewrite,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
563,reference-semantics/semantics/float.k,111,111,syntax,"function,no-evaluators,symbol,total",UNUSED_OPAQUE_TRUST_BOUNDARY,Supplied opaque proof-domain primitive; no source construct or submitted claim reaches it.
564,reference-semantics/semantics/float.k,112,112,rule,"concrete,equational-or-term-rewrite",SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
565,reference-semantics/semantics/float.k,113,113,rule,equational-or-term-rewrite,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
566,reference-semantics/semantics/float.k,115,115,syntax,"function,no-evaluators,symbol,total",UNUSED_OPAQUE_TRUST_BOUNDARY,Supplied opaque proof-domain primitive; no source construct or submitted claim reaches it.
567,reference-semantics/semantics/float.k,116,116,rule,"concrete,equational-or-term-rewrite",SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
568,reference-semantics/semantics/float.k,117,117,rule,equational-or-term-rewrite,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
569,reference-semantics/semantics/float.k,119,119,syntax,"function,no-evaluators,symbol,total",UNUSED_OPAQUE_TRUST_BOUNDARY,Supplied opaque proof-domain primitive; no source construct or submitted claim reaches it.
570,reference-semantics/semantics/float.k,120,120,rule,"concrete,equational-or-term-rewrite",SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
571,reference-semantics/semantics/float.k,121,121,rule,equational-or-term-rewrite,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
572,reference-semantics/semantics/float.k,125,125,syntax,"function,no-evaluators,symbol,total",UNUSED_OPAQUE_TRUST_BOUNDARY,Supplied opaque proof-domain primitive; no source construct or submitted claim reaches it.
573,reference-semantics/semantics/float.k,126,126,rule,"concrete,equational-or-term-rewrite",SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
574,reference-semantics/semantics/float.k,127,127,rule,equational-or-term-rewrite,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
575,reference-semantics/semantics/float.k,128,128,rule,equational-or-term-rewrite,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
576,reference-semantics/semantics/float.k,129,129,rule,cell-rewrite,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
577,reference-semantics/semantics/float.k,132,132,rule,equational-or-term-rewrite,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
578,reference-semantics/semantics/float.k,133,133,rule,equational-or-term-rewrite,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
579,reference-semantics/semantics/float.k,134,134,rule,equational-or-term-rewrite,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
580,reference-semantics/semantics/float.k,135,135,rule,equational-or-term-rewrite,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
581,reference-semantics/semantics/float.k,136,136,rule,equational-or-term-rewrite,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
582,reference-semantics/semantics/float.k,137,137,rule,equational-or-term-rewrite,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
583,reference-semantics/semantics/float.k,138,138,rule,equational-or-term-rewrite,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
584,reference-semantics/semantics/float.k,139,139,rule,equational-or-term-rewrite,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
585,reference-semantics/semantics/float.k,142,142,syntax,"function,no-evaluators,symbol,total",UNUSED_OPAQUE_TRUST_BOUNDARY,Supplied opaque proof-domain primitive; no source construct or submitted claim reaches it.
586,reference-semantics/semantics/float.k,143,143,rule,"concrete,equational-or-term-rewrite",SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
587,reference-semantics/semantics/float.k,144,144,rule,equational-or-term-rewrite,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
588,reference-semantics/semantics/float.k,145,145,rule,equational-or-term-rewrite,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
589,reference-semantics/semantics/float.k,146,146,rule,equational-or-term-rewrite,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
590,reference-semantics/semantics/float.k,147,147,rule,equational-or-term-rewrite,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
591,reference-semantics/semantics/float.k,148,148,rule,cell-rewrite,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
592,reference-semantics/semantics/float.k,149,149,rule,cell-rewrite,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
593,reference-semantics/semantics/float.k,150,150,rule,equational-or-term-rewrite,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
594,reference-semantics/semantics/float.k,151,151,rule,equational-or-term-rewrite,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
595,reference-semantics/semantics/float.k,154,154,rule,equational-or-term-rewrite,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
596,reference-semantics/semantics/float.k,155,155,rule,equational-or-term-rewrite,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
597,reference-semantics/semantics/float.k,160,160,syntax,"function,no-evaluators,symbol,total",UNUSED_OPAQUE_TRUST_BOUNDARY,Supplied opaque proof-domain primitive; no source construct or submitted claim reaches it.
598,reference-semantics/semantics/float.k,161,161,rule,"concrete,equational-or-term-rewrite",SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
599,reference-semantics/semantics/float.k,162,164,rule,"concrete,equational-or-term-rewrite",SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
600,reference-semantics/semantics/float.k,165,165,syntax,function,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
601,reference-semantics/semantics/float.k,166,166,rule,equational-or-term-rewrite,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
602,reference-semantics/semantics/float.k,167,167,syntax,"function,total",SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
603,reference-semantics/semantics/float.k,168,168,rule,equational-or-term-rewrite,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
604,reference-semantics/semantics/float.k,169,169,rule,equational-or-term-rewrite,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
605,reference-semantics/semantics/float.k,170,170,rule,equational-or-term-rewrite,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
606,reference-semantics/semantics/float.k,171,172,rule,equational-or-term-rewrite,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
607,reference-semantics/semantics/float.k,173,173,syntax,"function,total",SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
608,reference-semantics/semantics/float.k,174,174,rule,equational-or-term-rewrite,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
609,reference-semantics/semantics/float.k,175,175,rule,equational-or-term-rewrite,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
610,reference-semantics/semantics/float.k,176,176,rule,equational-or-term-rewrite,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
611,reference-semantics/semantics/float.k,177,177,rule,equational-or-term-rewrite,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
612,reference-semantics/semantics/float.k,178,178,rule,equational-or-term-rewrite,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
613,reference-semantics/semantics/float.k,179,179,syntax,"function,total",SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
614,reference-semantics/semantics/float.k,180,180,rule,equational-or-term-rewrite,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
615,reference-semantics/semantics/float.k,181,181,rule,equational-or-term-rewrite,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
616,reference-semantics/semantics/float.k,182,182,rule,equational-or-term-rewrite,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
617,reference-semantics/semantics/float.k,183,183,rule,equational-or-term-rewrite,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
618,reference-semantics/semantics/float.k,184,184,rule,equational-or-term-rewrite,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
619,reference-semantics/semantics/float.k,185,185,rule,equational-or-term-rewrite,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
620,reference-semantics/semantics/float.k,186,186,rule,equational-or-term-rewrite,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
621,reference-semantics/semantics/float.k,187,187,rule,equational-or-term-rewrite,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
622,reference-semantics/semantics/float.k,190,190,syntax,"function,no-evaluators,symbol,total",UNUSED_OPAQUE_TRUST_BOUNDARY,Supplied opaque proof-domain primitive; no source construct or submitted claim reaches it.
623,reference-semantics/semantics/float.k,191,191,rule,"concrete,equational-or-term-rewrite",SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
624,reference-semantics/semantics/float.k,192,192,rule,equational-or-term-rewrite,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
625,reference-semantics/semantics/float.k,195,195,syntax,"function,no-evaluators,symbol,total",UNUSED_OPAQUE_TRUST_BOUNDARY,Supplied opaque proof-domain primitive; no source construct or submitted claim reaches it.
626,reference-semantics/semantics/float.k,196,196,rule,"concrete,equational-or-term-rewrite",SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
627,reference-semantics/semantics/float.k,197,197,rule,equational-or-term-rewrite,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
628,reference-semantics/semantics/float.k,198,198,rule,equational-or-term-rewrite,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
629,reference-semantics/semantics/float.k,199,199,rule,equational-or-term-rewrite,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
630,reference-semantics/semantics/float.k,200,200,rule,equational-or-term-rewrite,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
631,reference-semantics/semantics/float.k,201,201,rule,equational-or-term-rewrite,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
632,reference-semantics/semantics/float.k,202,202,rule,equational-or-term-rewrite,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
633,reference-semantics/semantics/float.k,203,203,rule,cell-rewrite,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
634,reference-semantics/semantics/float.k,204,204,rule,cell-rewrite,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
635,reference-semantics/semantics/float.k,205,205,rule,equational-or-term-rewrite,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
636,reference-semantics/semantics/float.k,206,206,rule,equational-or-term-rewrite,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
637,reference-semantics/semantics/float.k,209,209,syntax,"function,no-evaluators,symbol,total",UNUSED_OPAQUE_TRUST_BOUNDARY,Supplied opaque proof-domain primitive; no source construct or submitted claim reaches it.
638,reference-semantics/semantics/float.k,210,210,rule,"concrete,equational-or-term-rewrite",SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
639,reference-semantics/semantics/float.k,211,211,rule,equational-or-term-rewrite,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
640,reference-semantics/semantics/float.k,213,213,rule,equational-or-term-rewrite,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
641,reference-semantics/semantics/float.k,214,214,rule,equational-or-term-rewrite,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
642,reference-semantics/semantics/float.k,217,217,syntax,"function,no-evaluators,symbol,total",UNUSED_OPAQUE_TRUST_BOUNDARY,Supplied opaque proof-domain primitive; no source construct or submitted claim reaches it.
643,reference-semantics/semantics/float.k,218,222,rule,"concrete,equational-or-term-rewrite",SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
644,reference-semantics/semantics/float.k,223,223,syntax,"function,no-evaluators,symbol,total",UNUSED_OPAQUE_TRUST_BOUNDARY,Supplied opaque proof-domain primitive; no source construct or submitted claim reaches it.
645,reference-semantics/semantics/float.k,224,226,rule,"concrete,equational-or-term-rewrite",SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
646,reference-semantics/semantics/float.k,227,227,rule,equational-or-term-rewrite,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
647,reference-semantics/semantics/float.k,228,228,rule,equational-or-term-rewrite,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
648,reference-semantics/semantics/float.k,230,230,syntax,"function,no-evaluators,symbol,total",UNUSED_OPAQUE_TRUST_BOUNDARY,Supplied opaque proof-domain primitive; no source construct or submitted claim reaches it.
649,reference-semantics/semantics/float.k,231,231,rule,"concrete,equational-or-term-rewrite",SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
650,reference-semantics/semantics/float.k,232,232,syntax,,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
651,reference-semantics/semantics/float.k,233,233,rule,"k-cell-operational,priority",SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
652,reference-semantics/semantics/float.k,234,234,rule,k-cell-operational,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
653,reference-semantics/semantics/float.k,235,235,rule,k-cell-operational,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
654,reference-semantics/semantics/float.k,243,243,syntax,,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
655,reference-semantics/semantics/float.k,244,244,rule,k-cell-operational,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
656,reference-semantics/semantics/float.k,245,245,rule,k-cell-operational,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
657,reference-semantics/semantics/float.k,246,246,rule,k-cell-operational,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
658,reference-semantics/semantics/float.k,247,248,rule,k-cell-operational,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
659,reference-semantics/semantics/float.k,250,250,syntax,,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
660,reference-semantics/semantics/float.k,251,251,rule,k-cell-operational,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
661,reference-semantics/semantics/float.k,252,252,rule,k-cell-operational,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
662,reference-semantics/semantics/float.k,253,253,rule,k-cell-operational,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
663,reference-semantics/semantics/float.k,254,255,rule,k-cell-operational,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
664,reference-semantics/semantics/float.k,261,261,syntax,,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
665,reference-semantics/semantics/float.k,262,264,rule,k-cell-operational,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
666,reference-semantics/semantics/float.k,265,265,rule,k-cell-operational,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
667,reference-semantics/semantics/float.k,266,266,rule,k-cell-operational,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
668,reference-semantics/semantics/float.k,267,269,rule,k-cell-operational,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
669,reference-semantics/semantics/float.k,270,272,rule,k-cell-operational,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
670,reference-semantics/semantics/float.k,273,273,endmodule,,STRUCTURAL_DECLARATION,Module/dependency structure; no equation or execution conclusion.
671,reference-semantics/semantics/functions.k,3,3,module,,STRUCTURAL_DECLARATION,Module/dependency structure; no equation or execution conclusion.
672,reference-semantics/semantics/functions.k,4,4,imports,,STRUCTURAL_DECLARATION,Module/dependency structure; no equation or execution conclusion.
673,reference-semantics/semantics/functions.k,8,11,syntax,,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
674,reference-semantics/semantics/functions.k,14,16,rule,k-cell-operational,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
675,reference-semantics/semantics/functions.k,18,18,syntax,,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
676,reference-semantics/semantics/functions.k,19,20,rule,k-cell-operational,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
677,reference-semantics/semantics/functions.k,27,27,syntax,,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
678,reference-semantics/semantics/functions.k,31,32,syntax,,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
679,reference-semantics/semantics/functions.k,33,35,rule,k-cell-operational,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
680,reference-semantics/semantics/functions.k,36,41,rule,k-cell-operational,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
681,reference-semantics/semantics/functions.k,42,45,rule,k-cell-operational,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
682,reference-semantics/semantics/functions.k,47,49,rule,k-cell-operational,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
683,reference-semantics/semantics/functions.k,50,52,rule,k-cell-operational,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
684,reference-semantics/semantics/functions.k,53,58,rule,k-cell-operational,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
685,reference-semantics/semantics/functions.k,59,60,rule,k-cell-operational,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
686,reference-semantics/semantics/functions.k,63,63,rule,k-cell-operational,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
687,reference-semantics/semantics/functions.k,64,66,rule,k-cell-operational,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
688,reference-semantics/semantics/functions.k,68,71,rule,k-cell-operational,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
