id	file	line	kind	attributes	relevance	decision	rationale	declaration
487	semantics/float.k	150	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule applyCmp(">",  I:Int, F:Float) => gtF(intToF(I), F)
488	semantics/float.k	151	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule applyCmp(">",  F:Float, I:Int) => gtF(F, intToF(I))
489	semantics/float.k	154	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule applyCmp("==", V:Val, noneV) => V ==K noneV
490	semantics/float.k	155	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule applyCmp("!=", V:Val, noneV) => notBool (V ==K noneV)
491	semantics/float.k	160	syntax	function,total,symbol(decStrToF),no-evaluators	FIXED_UNUSED_OPAQUE	ACCEPT_OUT_OF_PATH	supplied primitive is not reachable from the submitted program	syntax Float ::= decStrToF(IntSeq) [function, total, symbol(decStrToF), no-evaluators]
492	semantics/float.k	161	rule	concrete	FIXED_UNUSED_CONCRETE	ACCEPT_OUT_OF_PATH	concrete-only supplied rule is not reachable in the proof	rule decStrToF(iCons(45, CS:IntSeq)) => 0.0 -Float decStrToF(CS) [concrete]
493	semantics/float.k	162	rule	concrete	FIXED_UNUSED_CONCRETE	ACCEPT_OUT_OF_PATH	concrete-only supplied rule is not reachable in the proof	rule decStrToF(CS:IntSeq)\n    => intToF(intPart(CS)) +Float (intToF(fracPart(CS)) /Float intToF(fracScale(CS)))\n       requires isLen(CS) >Int 0 andBool headIS(CS) =/=Int 45 [concrete]
494	semantics/float.k	165	syntax	function	FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	syntax Int ::= headIS(IntSeq) [function]
495	semantics/float.k	166	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule headIS(iCons(C:Int, _:IntSeq)) => C
496	semantics/float.k	167	syntax	function,total,function,total	FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	syntax Int ::= intPart(IntSeq) [function, total] | intPartAcc(IntSeq, Int) [function, total]
497	semantics/float.k	168	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule intPart(CS:IntSeq) => intPartAcc(CS, 0)
498	semantics/float.k	169	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule intPartAcc(.IntSeq, A:Int) => A
499	semantics/float.k	170	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule intPartAcc(iCons(46, _:IntSeq), A:Int) => A
500	semantics/float.k	171	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule intPartAcc(iCons(C:Int, R:IntSeq), A:Int) => intPartAcc(R, A *Int 10 +Int (C -Int 48))\n       requires C =/=Int 46
501	semantics/float.k	173	syntax	function,total,function,total	FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	syntax Int ::= fracPart(IntSeq) [function, total] | fracAcc(IntSeq, Int) [function, total]
502	semantics/float.k	174	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule fracPart(.IntSeq) => 0
503	semantics/float.k	175	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule fracPart(iCons(46, R:IntSeq)) => fracAcc(R, 0)
504	semantics/float.k	176	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule fracPart(iCons(C:Int, R:IntSeq)) => fracPart(R) requires C =/=Int 46
505	semantics/float.k	177	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule fracAcc(.IntSeq, A:Int) => A
506	semantics/float.k	178	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule fracAcc(iCons(C:Int, R:IntSeq), A:Int) => fracAcc(R, A *Int 10 +Int (C -Int 48))
507	semantics/float.k	179	syntax	function,total,function,total	FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	syntax Int ::= fracScale(IntSeq) [function, total] | fscAcc(IntSeq, Int) [function, total]
508	semantics/float.k	180	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule fracScale(.IntSeq) => 1
509	semantics/float.k	181	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule fracScale(iCons(46, R:IntSeq)) => fscAcc(R, 1)
510	semantics/float.k	182	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule fracScale(iCons(C:Int, R:IntSeq)) => fracScale(R) requires C =/=Int 46
511	semantics/float.k	183	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule fscAcc(.IntSeq, A:Int) => A
512	semantics/float.k	184	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule fscAcc(iCons(_:Int, R:IntSeq), A:Int) => fscAcc(R, A *Int 10)
513	semantics/float.k	185	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule applyBuiltin("float", str(CS:IntSeq), .Vals) => decStrToF(CS)
514	semantics/float.k	186	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule applyBuiltin("float", I:Int, .Vals)          => intToF(I)
515	semantics/float.k	187	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule applyBuiltin("float", F:Float, .Vals)        => F
516	semantics/float.k	190	syntax	function,total,symbol(divFloatIntV),no-evaluators	FIXED_UNUSED_OPAQUE	ACCEPT_OUT_OF_PATH	supplied primitive is not reachable from the submitted program	syntax Float ::= divFloatIntV(Float, Int) [function, total, symbol(divFloatIntV), no-evaluators]
517	semantics/float.k	191	rule	concrete	FIXED_UNUSED_CONCRETE	ACCEPT_OUT_OF_PATH	concrete-only supplied rule is not reachable in the proof	rule divFloatIntV(F:Float, I:Int) => F /Float Int2Float(I, 53, 11) [concrete]
518	semantics/float.k	192	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule applyBin("/", F:Float, I:Int) => divFloatIntV(F, I)
519	semantics/float.k	195	syntax	function,total,symbol(intToF),no-evaluators	FIXED_UNUSED_OPAQUE	ACCEPT_OUT_OF_PATH	supplied primitive is not reachable from the submitted program	syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]
520	semantics/float.k	196	rule	concrete	FIXED_UNUSED_CONCRETE	ACCEPT_OUT_OF_PATH	concrete-only supplied rule is not reachable in the proof	rule intToF(I:Int) => Int2Float(I, 53, 11) [concrete]
521	semantics/float.k	197	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule applyBin("+", I:Int, F:Float) => addF(intToF(I), F)
522	semantics/float.k	198	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule applyBin("+", F:Float, I:Int) => addF(F, intToF(I))
523	semantics/float.k	199	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule applyBin("-", I:Int, F:Float) => subF(intToF(I), F)
524	semantics/float.k	200	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule applyBin("-", F:Float, I:Int) => subF(F, intToF(I))
525	semantics/float.k	201	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule applyBin("*", I:Int, F:Float) => mulF(intToF(I), F)
526	semantics/float.k	202	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule applyBin("*", F:Float, I:Int) => mulF(F, intToF(I))
527	semantics/float.k	203	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule applyCmp("<", I:Int, F:Float) => floatLt(intToF(I), F)
528	semantics/float.k	204	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule applyCmp("<", F:Float, I:Int) => floatLt(F, intToF(I))
529	semantics/float.k	205	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule applyCmp(">", I:Int, F:Float) => gtF(intToF(I), F)
530	semantics/float.k	206	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule applyCmp(">", F:Float, I:Int) => gtF(F, intToF(I))
531	semantics/float.k	209	syntax	function,total,symbol(truncF),no-evaluators	FIXED_UNUSED_OPAQUE	ACCEPT_OUT_OF_PATH	supplied primitive is not reachable from the submitted program	syntax Int ::= truncF(Float) [function, total, symbol(truncF), no-evaluators]
532	semantics/float.k	210	rule	concrete	FIXED_UNUSED_CONCRETE	ACCEPT_OUT_OF_PATH	concrete-only supplied rule is not reachable in the proof	rule truncF(F:Float) => #if F >=Float 0.0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi [concrete]
533	semantics/float.k	211	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule applyBuiltin("int", F:Float, .Vals) => truncF(F)
534	semantics/float.k	213	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule applyBuiltin("float", I:Int, .Vals)   => intToF(I)
535	semantics/float.k	214	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule applyBuiltin("float", F:Float, .Vals) => F
536	semantics/float.k	217	syntax	function,total,symbol(roundF),no-evaluators	FIXED_UNUSED_OPAQUE	ACCEPT_OUT_OF_PATH	supplied primitive is not reachable from the submitted program	syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]
537	semantics/float.k	218	rule	concrete	FIXED_UNUSED_CONCRETE	ACCEPT_OUT_OF_PATH	concrete-only supplied rule is not reachable in the proof	rule roundF(F:Float)\n    => #if (F -Float floorFloat(F)) ==Float 0.5\n       #then (#if Float2Int(floorFloat(F)) %Int 2 ==Int 0\n              #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi)\n       #else Float2Int(floorFloat(F +Float 0.5)) #fi [concrete]
538	semantics/float.k	223	syntax	function,total,symbol(roundFN),no-evaluators	FIXED_UNUSED_OPAQUE	ACCEPT_OUT_OF_PATH	supplied primitive is not reachable from the submitted program	syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]
539	semantics/float.k	224	rule	concrete	FIXED_UNUSED_CONCRETE	ACCEPT_OUT_OF_PATH	concrete-only supplied rule is not reachable in the proof	rule roundFN(F:Float, N:Int)\n    => Int2Float(roundF(F *Float Int2Float(10 ^Int N, 53, 11)), 53, 11)\n       /Float Int2Float(10 ^Int N, 53, 11) [concrete]
540	semantics/float.k	227	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule applyBuiltin("round", F:Float, .Vals)        => roundF(F)
541	semantics/float.k	228	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule applyBuiltin("round", F:Float, N:Int, .Vals) => roundFN(F, N)
542	semantics/float.k	230	syntax	function,total,symbol(sqrtF),no-evaluators	FIXED_UNUSED_OPAQUE	ACCEPT_OUT_OF_PATH	supplied primitive is not reachable from the submitted program	syntax Float ::= sqrtF(Float) [function, total, symbol(sqrtF), no-evaluators]
543	semantics/float.k	231	rule	concrete	FIXED_UNUSED_CONCRETE	ACCEPT_OUT_OF_PATH	concrete-only supplied rule is not reachable in the proof	rule sqrtF(F:Float) => sqrtFloat(F) [concrete]
544	semantics/float.k	232	syntax		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	syntax KItem ::= "#mathSqrt"
545	semantics/float.k	233	rule	priority(40)	FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule <k> Call(Attribute(Name("math"), "sqrt"), (E:Expr, .Exprs)) => E ~> #mathSqrt ... </k> [priority(40)]
546	semantics/float.k	234	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule <k> F:Float ~> #mathSqrt => sqrtF(F) ... </k>
547	semantics/float.k	235	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule <k> I:Int ~> #mathSqrt => sqrtF(intToF(I)) ... </k>
548	semantics/float.k	243	syntax		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	syntax KItem ::= #maxAccF(Iterable, Float) | #maxContF(Float)
549	semantics/float.k	244	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAccF(R, {V}:>Float) ... </k> requires isFloat(V)
550	semantics/float.k	245	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule <k> #maxAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #maxContF(M) ... </k>
551	semantics/float.k	246	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule <k> #iterDone ~> #maxContF(M:Float) => M ... </k>
552	semantics/float.k	247	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #maxAccF(R, maxFloat(M, {V}:>Float)) ... </k>\n       requires isFloat(V)
553	semantics/float.k	250	syntax		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	syntax KItem ::= #minAccF(Iterable, Float) | #minContF(Float)
554	semantics/float.k	251	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAccF(R, {V}:>Float) ... </k> requires isFloat(V)
555	semantics/float.k	252	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule <k> #minAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #minContF(M) ... </k>
556	semantics/float.k	253	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule <k> #iterDone ~> #minContF(M:Float) => M ... </k>
557	semantics/float.k	254	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule <k> #iterYield(V:Val, R:Iterable) ~> #minContF(M:Float) => #minAccF(R, minFloat(M, {V}:>Float)) ... </k>\n       requires isFloat(V)
558	semantics/float.k	261	syntax		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	syntax KItem ::= #sumAccF(Iterable, Float) | #sumContF(Float)
559	semantics/float.k	262	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int)\n        => #sumAccF(R, addF(intToF(ACC), {V}:>Float)) ... </k>\n       requires isFloat(V) andBool notBool (isInt(V) orBool isBool(V))
560	semantics/float.k	265	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule <k> #sumAccF(IT:Iterable, ACC:Float) => #iterNext(IT) ~> #sumContF(ACC) ... </k>
561	semantics/float.k	266	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule <k> #iterDone ~> #sumContF(ACC:Float) => ACC ... </k>
562	semantics/float.k	267	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float)\n        => #sumAccF(R, addF(ACC, {V}:>Float)) ... </k>\n       requires isFloat(V)
563	semantics/float.k	270	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float)\n        => #sumAccF(R, addF(ACC, intToF(intOf(V)))) ... </k>\n       requires isInt(V) orBool isBool(V)
564	semantics/functions.k	8	syntax		FIXED_USED	ACCEPT	closure representation and ordinary FuncDef	syntax KItem ::= frame(continuation: K, callerEnv: Int, savedLoc: Int)\n                 | #bindP(ParamNames, Vals)\n                 | "#pop"\n                 | "#endcall"
565	semantics/functions.k	14	rule		FIXED_USED	ACCEPT	closure representation and ordinary FuncDef	rule <k> FuncDef(F:String, Params(PNS:ParamNames), BODY:Stmts) => .K ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map => M [ F <- closureVal(PNS, BODY, L) ], _) ... </scopes>
566	semantics/functions.k	18	syntax		FIXED_USED	ACCEPT	closure representation and ordinary FuncDef	syntax Expr ::= closureExpr(ParamNames, Stmts)
567	semantics/functions.k	19	rule		FIXED_USED	ACCEPT	closure representation and ordinary FuncDef	rule <k> closureExpr(PNS:ParamNames, BODY:Stmts) => closureVal(PNS, BODY, L) ... </k>\n       <env> L:Int </env>
568	semantics/functions.k	27	syntax		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	syntax Val ::= closureValC(ParamNames, ParamNames, Stmts, Map)
569	semantics/functions.k	31	syntax		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	syntax KItem ::= #mkClosure(String, ParamNames, ParamNames, ParamNames, Stmts, Map)\n                 | #mkLambda(ParamNames, ParamNames, ParamNames, Stmts, Map)
570	semantics/functions.k	33	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule <k> FuncDef(F:String, Params(PNS:ParamNames), CellVars(CVS:ParamNames),\n                   FreeVars(FVS:ParamNames), BODY:Stmts)\n        => #mkClosure(F, PNS, CVS, FVS, BODY, .Map) ... </k>
571	semantics/functions.k	36	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames,\n                      (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map)\n        => #mkClosure(F, PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map, _) ... </scopes>\n       requires FV in_keys(M)
572	semantics/functions.k	42	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames,\n                      .ParamNames, BODY:Stmts, CM:Map) => .K ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map => M [ F <- closureValC(PNS, CVS, BODY, CM) ], _) ... </scopes>
573	semantics/functions.k	47	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule <k> Lambda(Params(PNS:ParamNames), E:Expr)\n        => closureVal(PNS, Return(E) .Stmts, L) ... </k>\n       <env> L:Int </env>
574	semantics/functions.k	50	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule <k> Lambda(Params(PNS:ParamNames), CellVars(CVS:ParamNames),\n                  FreeVars(FVS:ParamNames), E:Expr)\n        => #mkLambda(PNS, CVS, FVS, Return(E) .Stmts, .Map) ... </k>
575	semantics/functions.k	53	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames,\n                     (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map)\n        => #mkLambda(PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map, _) ... </scopes>\n       requires FV in_keys(M)
576	semantics/functions.k	59	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map)\n        => closureValC(PNS, CVS, BODY, CM) ... </k>
577	semantics/functions.k	63	rule		FIXED_USED	ACCEPT	ordinary parameter binding	rule <k> #bindP(.ParamNames, .Vals) => .K ... </k>
578	semantics/functions.k	64	rule		FIXED_USED	ACCEPT	ordinary parameter binding	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #bindP(PS, VS) ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map => M [ P <- V ], _) ... </scopes>
579	semantics/functions.k	68	rule	priority(40)	FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals))\n        => #cellW({M[P]}:>Val, V) ~> #bindP(PS, VS) ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map, _) ... </scopes>\n       requires "$cells" in_keys(M)\n        andBool pnMember(P, cellsOf({M["$cells"]}:>Val))\n        andBool P in_keys(M) andBool isCellRef({M[P]}:>Val)\n       [priority(40)]
580	semantics/functions.k	78	rule		FIXED_USED	ACCEPT	Return, frame pop and caller restoration	rule <k> Return(V:Val) ~> _ => #pop </k>\n       <ret> noRet => retV(V) </ret>
581	semantics/functions.k	80	rule		FIXED_USED	ACCEPT	Return, frame pop and caller restoration	rule <k> #endcall => #pop ... </k>\n       <ret> noRet => retV(noneV) </ret>
582	semantics/functions.k	85	rule		FIXED_USED	ACCEPT	Return, frame pop and caller restoration	rule <k> #pop => V ~> CONT </k>\n       <ret>   retV(V) => noRet </ret>\n       <stack> ListItem(frame(CONT:K, CALLERL:Int, SAVEDL:Int)) => .List ... </stack>\n       <env>   L:Int => CALLERL </env>\n       <scopes> SC:Map => SC [ L <- undef ] </scopes>\n       <scopeLoc> _ => SAVEDL </scopeLoc>
583	semantics/int.k	7	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule applyUn("-", I:Int) => 0 -Int I
584	semantics/int.k	9	rule		FIXED_USED	ACCEPT	integer +, %, // and Python remainder	rule applyBin("+",  I1:Int, I2:Int) => I1 +Int I2
585	semantics/int.k	11	rule		FIXED_USED	ACCEPT	integer +, %, // and Python remainder	rule applyBin("+",  I:Int, B:Bool) => I +Int #if B #then 1 #else 0 #fi
586	semantics/int.k	12	rule		FIXED_USED	ACCEPT	integer +, %, // and Python remainder	rule applyBin("+",  B:Bool, I:Int) => #if B #then 1 #else 0 #fi +Int I
587	semantics/int.k	13	rule		FIXED_USED	ACCEPT	integer +, %, // and Python remainder	rule applyBin("-",  I1:Int, I2:Int) => I1 -Int I2
588	semantics/int.k	14	rule		FIXED_USED	ACCEPT	integer +, %, // and Python remainder	rule applyBin("*",  I1:Int, I2:Int) => I1 *Int I2
589	semantics/int.k	15	rule		FIXED_USED	ACCEPT	integer +, %, // and Python remainder	rule applyBin("%",  I1:Int, I2:Int) => pyMod(I1, I2)
590	semantics/int.k	16	rule		FIXED_USED	ACCEPT	integer +, %, // and Python remainder	rule applyBin("//", I1:Int, I2:Int) => (I1 -Int pyMod(I1, I2)) /Int I2
591	semantics/int.k	17	rule		FIXED_USED	ACCEPT	integer +, %, // and Python remainder	rule applyBin("**", I1:Int, I2:Int) => I1 ^Int I2 requires I2 >=Int 0
592	semantics/int.k	19	syntax	function	FIXED_USED	ACCEPT	integer +, %, // and Python remainder	syntax Int ::= pyMod(Int, Int) [function]
593	semantics/int.k	20	rule		FIXED_USED	ACCEPT	integer +, %, // and Python remainder	rule pyMod(I1:Int, I2:Int) => ((I1 %Int I2) +Int I2) %Int I2
594	semantics/int.k	22	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule applyCmp("<",  I1:Int, I2:Int)   => I1 <Int  I2
595	semantics/int.k	23	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule applyCmp("<=", I1:Int, I2:Int)   => I1 <=Int I2
596	semantics/int.k	24	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule applyCmp(">",  I1:Int, I2:Int)   => I1 >Int  I2
597	semantics/int.k	25	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule applyCmp(">=", I1:Int, I2:Int)   => I1 >=Int I2
598	semantics/int.k	26	rule		FIXED_USED	ACCEPT	integer == and !=	rule applyCmp("==", I1:Int, I2:Int)   => I1 ==Int I2
599	semantics/int.k	27	rule		FIXED_USED	ACCEPT	integer == and !=	rule applyCmp("!=", I1:Int, I2:Int)   => I1 =/=Int I2
600	semantics/iter.k	8	syntax		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	syntax KItem ::= #iterNext(Iterable) | "#iterDone" | #iterYield(Val, Iterable)
601	semantics/list.k	9	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule <k> #iterNext(list(.ValSeq))                => #iterDone ... </k>
602	semantics/list.k	10	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule <k> #iterNext(list(vCons(V:Val, R:ValSeq))) => #iterYield(V, list(R)) ... </k>
603	semantics/list.k	13	syntax		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	syntax ApplyK ::= "toList"
604	semantics/list.k	14	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule <k> ListExpr(ES:Exprs) => #evalArgs(ES, .Vals, toList) ... </k>
605	semantics/list.k	15	rule		FIXED_UNUSED	ACCEPT_OUT_OF_PATH	constructor/cell/callee shape is not reachable from the submitted program	rule <k> #applyK(toList, ACC:Vals) => #alloc(list(vals2valSeq(ACC))) ... </k>
