COMMAND: python3 /audit-output/evidence/inventory_k.py
source	line	kind	attributes	disposition	declaration
reference-semantics/semantics/core.k	190	rule	rule	fixed supplied semantics	rule <k> V:Val ~> #evalArgCont(REST:Exprs, ACC:Vals, K:ApplyK) => #evalArgs(REST, appendVal(ACC, V), K) ... </k>
reference-semantics/semantics/core.k	191	rule	rule	fixed supplied semantics	rule <k> #evalArgs(.Exprs, ACC:Vals, K:ApplyK) => #applyK(K, ACC) ... </k>
reference-semantics/semantics/core.k	194	rule	rule	fixed supplied semantics	rule <k> Int(I:Int)   => I ... </k>
reference-semantics/semantics/core.k	195	rule	rule	fixed supplied semantics	rule <k> Bool(B:Bool) => B ... </k>
reference-semantics/semantics/core.k	196	rule	rule	fixed supplied semantics	rule <k> NoneVal      => noneV ... </k>
reference-semantics/semantics/core.k	199	syntax	function	fixed supplied semantics	syntax Bool ::= truthy(Val) [function]
reference-semantics/semantics/core.k	200	rule	rule	fixed supplied semantics	rule truthy(B:Bool)          => B
reference-semantics/semantics/core.k	201	rule	rule	fixed supplied semantics	rule truthy(noneV)           => false
reference-semantics/semantics/core.k	202	rule	rule	fixed supplied semantics	rule truthy(I:Int)           => I =/=Int 0
reference-semantics/semantics/core.k	203	rule	rule	fixed supplied semantics	rule truthy(str(S:IntSeq))   => notBool (S ==K .IntSeq)
reference-semantics/semantics/core.k	204	rule	rule	fixed supplied semantics	rule truthy(list(V:ValSeq))  => notBool (V ==K .ValSeq)
reference-semantics/semantics/core.k	205	rule	rule	fixed supplied semantics	rule truthy(tuple(V:ValSeq)) => notBool (V ==K .ValSeq)
reference-semantics/semantics/core.k	208	syntax	function	fixed supplied semantics	syntax Val  ::= applyUn(String, Val) [function]
reference-semantics/semantics/core.k	209	syntax	function	fixed supplied semantics	syntax Val  ::= applyBin(String, Val, Val) [function]
reference-semantics/semantics/core.k	210	syntax	function	fixed supplied semantics	syntax Bool ::= applyCmp(String, Val, Val) [function]
reference-semantics/semantics/core.k	213	syntax	function,total	fixed supplied semantics	syntax Vals ::= appendVal(Vals, Val) [function, total]
reference-semantics/semantics/core.k	214	rule	rule	fixed supplied semantics	rule appendVal(.Vals, V:Val)              => V , .Vals
reference-semantics/semantics/core.k	215	rule	rule	fixed supplied semantics	rule appendVal((V0:Val, VS:Vals), V:Val)  => V0 , appendVal(VS, V)
reference-semantics/semantics/core.k	217	syntax	function,total	fixed supplied semantics	syntax ValSeq ::= vals2valSeq(Vals) [function, total]
reference-semantics/semantics/core.k	218	rule	rule	fixed supplied semantics	rule vals2valSeq(.Vals)            => .ValSeq
reference-semantics/semantics/core.k	219	rule	rule	fixed supplied semantics	rule vals2valSeq((V:Val, VS:Vals)) => vCons(V, vals2valSeq(VS))
reference-semantics/semantics/core.k	223	syntax	function,total	fixed supplied semantics	syntax Int ::= vsLen(ValSeq) [function, total]
reference-semantics/semantics/core.k	224	rule	rule	fixed supplied semantics	rule vsLen(.ValSeq)                => 0
reference-semantics/semantics/core.k	225	rule	rule	fixed supplied semantics	rule vsLen(vCons(_:Val, S:ValSeq)) => 1 +Int vsLen(S)
reference-semantics/semantics/core.k	227	syntax	function,total	fixed supplied semantics	syntax Int ::= isLen(IntSeq) [function, total]
reference-semantics/semantics/core.k	228	rule	rule	fixed supplied semantics	rule isLen(.IntSeq)                => 0
reference-semantics/semantics/core.k	229	rule	rule	fixed supplied semantics	rule isLen(iCons(_:Int, S:IntSeq)) => 1 +Int isLen(S)
reference-semantics/semantics/core.k	233	syntax	function,total	fixed supplied semantics	syntax ValSeq ::= setVSAt(ValSeq, Int, Val) [function, total]
reference-semantics/semantics/core.k	234	rule	rule	fixed supplied semantics	rule setVSAt(.ValSeq, _:Int, _:Val)               => .ValSeq
reference-semantics/semantics/core.k	235	rule	rule	fixed supplied semantics	rule setVSAt(vCons(_:Val, S:ValSeq), 0, V:Val)    => vCons(V, S)
reference-semantics/semantics/core.k	236	rule	rule	fixed supplied semantics	rule setVSAt(vCons(W:Val, S:ValSeq), I:Int, V:Val) => vCons(W, setVSAt(S, I -Int 1, V))
reference-semantics/semantics/core.k	238	rule	rule	fixed supplied semantics	rule setVSAt(VS:ValSeq, I:Int, _:Val)             => VS
reference-semantics/semantics/dict.k	20	syntax	syntax	fixed supplied semantics	syntax Val ::= dictV(ValSeq, ValSeq)
reference-semantics/semantics/dict.k	23	syntax	syntax	fixed supplied semantics	syntax KItem ::= #dictAcc(Entries, ValSeq, ValSeq) | #dictKey(Expr, Entries, ValSeq, ValSeq) | #dictVal(Val, Entries, ValSeq, ValSeq)
reference-semantics/semantics/dict.k	26	rule	rule	fixed supplied semantics	rule <k> DictExpr(ES:Entries) => #dictAcc(ES, .ValSeq, .ValSeq) ... </k>
reference-semantics/semantics/dict.k	27	rule	rule	fixed supplied semantics	rule <k> #dictAcc(.Entries, KS:ValSeq, VS:ValSeq) => dictV(KS, VS) ... </k>
reference-semantics/semantics/dict.k	28	rule	rule	fixed supplied semantics	rule <k> #dictAcc((Entry(K:Expr, V:Expr), REST:Entries), KS:ValSeq, VS:ValSeq) => K ~> #dictKey(V, REST, KS, VS) ... </k>
reference-semantics/semantics/dict.k	30	rule	rule	fixed supplied semantics	rule <k> KV:Val ~> #dictKey(V:Expr, REST:Entries, KS:ValSeq, VS:ValSeq) => V ~> #dictVal(KV, REST, KS, VS) ... </k>
reference-semantics/semantics/dict.k	32	rule	rule	fixed supplied semantics	rule <k> VV:Val ~> #dictVal(KV:Val, REST:Entries, KS:ValSeq, VS:ValSeq) => #dictAcc(REST, dPutK(KS, KV), dPutV(KS, VS, KV, VV)) ... </k>
reference-semantics/semantics/dict.k	37	syntax	function,total	fixed supplied semantics	syntax Bool ::= dHasKey(ValSeq, Val) [function, total]
reference-semantics/semantics/dict.k	38	rule	rule	fixed supplied semantics	rule dHasKey(.ValSeq, _:Val)                => false
reference-semantics/semantics/dict.k	39	rule	rule	fixed supplied semantics	rule dHasKey(vCons(A:Val, _:ValSeq), K:Val) => true          requires A ==K K
reference-semantics/semantics/dict.k	40	rule	rule	fixed supplied semantics	rule dHasKey(vCons(A:Val, R:ValSeq), K:Val) => dHasKey(R, K) requires notBool (A ==K K)
reference-semantics/semantics/dict.k	43	syntax	function,total	fixed supplied semantics	syntax ValSeq ::= dPutK(ValSeq, Val) [function, total]
reference-semantics/semantics/dict.k	44	rule	rule	fixed supplied semantics	rule dPutK(KS:ValSeq, K:Val) => KS                                  requires dHasKey(KS, K)
reference-semantics/semantics/dict.k	45	rule	rule	fixed supplied semantics	rule dPutK(KS:ValSeq, K:Val) => valSeqConcat(KS, vCons(K, .ValSeq)) requires notBool dHasKey(KS, K)
reference-semantics/semantics/dict.k	49	syntax	function,total	fixed supplied semantics	syntax ValSeq ::= dPutV(ValSeq, ValSeq, Val, Val) [function, total]
reference-semantics/semantics/dict.k	50	rule	rule	fixed supplied semantics	rule dPutV(vCons(A:Val, _:ValSeq), vCons(_:Val, VR:ValSeq), K:Val, V:Val)  => vCons(V, VR)
reference-semantics/semantics/dict.k	52	rule	rule	fixed supplied semantics	rule dPutV(vCons(A:Val, KR:ValSeq), vCons(B:Val, VR:ValSeq), K:Val, V:Val) => vCons(B, dPutV(KR, VR, K, V))
reference-semantics/semantics/dict.k	54	rule	owise	fixed supplied semantics	rule dPutV(_KS:ValSeq, VS:ValSeq, _K:Val, V:Val) => valSeqConcat(VS, vCons(V, .ValSeq)) [owise]
reference-semantics/semantics/dict.k	58	rule	priority	fixed supplied semantics	rule <k> #applyK(toCall(boundMethodV(dictV(KS:ValSeq, _:ValSeq), "keys")), .Vals) => #alloc(list(KS)) ... </k> [priority(40)]
reference-semantics/semantics/dict.k	63	rule	rule	fixed supplied semantics	rule applyIndexD(dictV(KS:ValSeq, VS:ValSeq), K:Val) => dGet(KS, VS, K)
reference-semantics/semantics/dict.k	64	syntax	function	fixed supplied semantics	syntax Val ::= applyIndexD(Val, Val) [function]
reference-semantics/semantics/dict.k	65	rule	priority	fixed supplied semantics	rule <k> Subscript(dictV(KS:ValSeq, VS:ValSeq), K:Val) => applyIndexD(dictV(KS, VS), K) ... </k> [priority(45)]
reference-semantics/semantics/dict.k	70	syntax	function	fixed supplied semantics	syntax Val ::= dictSet(Val, Val, Val) [function]
reference-semantics/semantics/dict.k	71	rule	rule	fixed supplied semantics	rule dictSet(dictV(KS:ValSeq, VS:ValSeq), K:Val, V:Val) => dictV(dPutK(KS, K), dPutV(KS, VS, K, V))
reference-semantics/semantics/dict.k	76	syntax	syntax	fixed supplied semantics	syntax KItem ::= #dsetK(String, Val)
reference-semantics/semantics/dict.k	77	rule	rule	fixed supplied semantics	rule <k> Assign(Subscript(Name(X:String), K:Expr), VV:Val) => K ~> #dsetK(X, VV) ... </k>
reference-semantics/semantics/dict.k	78	rule	rule	fixed supplied semantics	rule <k> KV:Val ~> #dsetK(X:String, VV:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- dictSet({M[X]}:>Val, KV, VV) ], _) ... </scopes>
reference-semantics/semantics/dict.k	82	rule	rule	fixed supplied semantics	rule <k> KV:Val ~> #dsetK(X:String, VV:Val) => #dsetV({M[X]}:>Val, KV, VV) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
reference-semantics/semantics/dict.k	86	syntax	syntax	fixed supplied semantics	syntax KItem ::= #dsetV(Val, Val, Val)
reference-semantics/semantics/dict.k	87	rule	rule	fixed supplied semantics	rule <k> #dsetV(ref(H:Int), I:Int, VV:Val) => .K ... </k> <heap> ... H |-> list(VS:ValSeq => setVSAt(VS, normIdxD(I, vsLen(VS)), VV)) ... </heap>
reference-semantics/semantics/dict.k	90	syntax	function,total	fixed supplied semantics	syntax Int ::= normIdxD(Int, Int) [function, total]
reference-semantics/semantics/dict.k	91	rule	rule	fixed supplied semantics	rule normIdxD(I:Int, LEN:Int) => I +Int LEN requires I  <Int 0
reference-semantics/semantics/dict.k	92	rule	rule	fixed supplied semantics	rule normIdxD(I:Int, _:Int)   => I          requires I >=Int 0
reference-semantics/semantics/dict.k	95	rule	rule	fixed supplied semantics	rule applyCmp("==", dictV(KS1:ValSeq, VS1:ValSeq), dictV(KS2:ValSeq, VS2:ValSeq)) => (vsLen(KS1) ==Int vsLen(KS2)) andBool dSubset(KS1, VS1, KS2, VS2)
reference-semantics/semantics/dict.k	97	syntax	function	fixed supplied semantics	syntax Bool ::= dSubset(ValSeq, ValSeq, ValSeq, ValSeq) [function]
reference-semantics/semantics/dict.k	98	rule	rule	fixed supplied semantics	rule dSubset(.ValSeq, .ValSeq, _:ValSeq, _:ValSeq) => true
reference-semantics/semantics/dict.k	99	rule	rule	fixed supplied semantics	rule dSubset(vCons(K:Val, KR:ValSeq), vCons(V:Val, VR:ValSeq), KS2:ValSeq, VS2:ValSeq) => dHasKey(KS2, K) andBool (dGet(KS2, VS2, K) ==K V) andBool dSubset(KR, VR, KS2, VS2)
reference-semantics/semantics/dict.k	101	syntax	function	fixed supplied semantics	syntax Val ::= dGet(ValSeq, ValSeq, Val) [function]
reference-semantics/semantics/dict.k	102	rule	rule	fixed supplied semantics	rule dGet(vCons(A:Val, _:ValSeq), vCons(B:Val, _:ValSeq), K:Val) => B                requires A ==K K
reference-semantics/semantics/dict.k	103	rule	rule	fixed supplied semantics	rule dGet(vCons(A:Val, KR:ValSeq), vCons(_:Val, VR:ValSeq), K:Val) => dGet(KR, VR, K) requires notBool (A ==K K)
reference-semantics/semantics/float.k	20	syntax	syntax	fixed supplied semantics	syntax Val ::= Float
reference-semantics/semantics/float.k	21	rule	rule	fixed supplied semantics	rule <k> Float(F:Float) => F ... </k>
reference-semantics/semantics/float.k	24	syntax	function,total,opaque-or-external-symbol	fixed supplied semantics	syntax Float ::= intFloatDiv(Int, Float) [function, total, symbol(intFloatDiv), no-evaluators]
reference-semantics/semantics/float.k	25	rule	concrete	fixed supplied semantics	rule intFloatDiv(I:Int, F:Float) => Int2Float(I, 53, 11) /Float F [concrete]
reference-semantics/semantics/float.k	27	rule	rule	fixed supplied semantics	rule applyBin("/", I:Int, F:Float) => intFloatDiv(I, F)
reference-semantics/semantics/float.k	30	syntax	function,total,opaque-or-external-symbol	fixed supplied semantics	syntax Float ::= divII(Int, Int) [function, total, symbol(divII), no-evaluators]
reference-semantics/semantics/float.k	31	rule	concrete	fixed supplied semantics	rule divII(I1:Int, I2:Int) => Int2Float(I1, 53, 11) /Float Int2Float(I2, 53, 11) [concrete]
reference-semantics/semantics/float.k	32	rule	rule	fixed supplied semantics	rule applyBin("/", I1:Int, I2:Int) => divII(I1, I2)
reference-semantics/semantics/float.k	37	syntax	function,total,opaque-or-external-symbol	fixed supplied semantics	syntax Float ::= floatMod(Float, Float) [function, total, symbol(floatMod), no-evaluators]
reference-semantics/semantics/float.k	38	rule	concrete	fixed supplied semantics	rule floatMod(F1:Float, F2:Float) => F1 -Float (floorFloat(F1 /Float F2) *Float F2) [concrete]
reference-semantics/semantics/float.k	39	rule	rule	fixed supplied semantics	rule applyBin("%", F1:Float, F2:Float) => floatMod(F1, F2)
reference-semantics/semantics/float.k	43	rule	rule	fixed supplied semantics	rule applyCmp("==", F1:Float, F2:Float) => F1 ==Float F2
reference-semantics/semantics/float.k	44	rule	rule	fixed supplied semantics	rule applyCmp("!=", F1:Float, F2:Float) => notBool (F1 ==Float F2)
reference-semantics/semantics/float.k	50	syntax	function,total,opaque-or-external-symbol	fixed supplied semantics	syntax Bool ::= floatLt(Float, Float) [function, total, symbol(floatLt), no-evaluators]
reference-semantics/semantics/float.k	51	rule	concrete	fixed supplied semantics	rule floatLt(F1:Float, F2:Float) => F1 <Float F2 [concrete]
reference-semantics/semantics/float.k	52	rule	rule	fixed supplied semantics	rule applyCmp("<", F1:Float, F2:Float) => floatLt(F1, F2)
reference-semantics/semantics/float.k	54	syntax	function,total,opaque-or-external-symbol	fixed supplied semantics	syntax Float ::= absF(Float) [function, total, symbol(absF), no-evaluators]
reference-semantics/semantics/float.k	55	rule	concrete	fixed supplied semantics	rule absF(F:Float) => absFloat(F) [concrete]
reference-semantics/semantics/float.k	56	rule	rule	fixed supplied semantics	rule applyBuiltin("abs", F:Float, .Vals) => absF(F)
reference-semantics/semantics/float.k	61	rule	rule	fixed supplied semantics	rule <k> Import(_:String) => .K ... </k>
reference-semantics/semantics/float.k	65	syntax	syntax	fixed supplied semantics	syntax KItem ::= "#mathCeil"
reference-semantics/semantics/float.k	66	rule	priority	fixed supplied semantics	rule <k> Call(Attribute(Name("math"), "ceil"), (E:Expr, .Exprs)) => E ~> #mathCeil ... </k> [priority(40)]
reference-semantics/semantics/float.k	67	rule	rule	fixed supplied semantics	rule <k> V:Val ~> #mathCeil => ceilF(V) ... </k>
reference-semantics/semantics/float.k	70	syntax	syntax	fixed supplied semantics	syntax KItem ::= "#mathFloor"
reference-semantics/semantics/float.k	71	rule	priority	fixed supplied semantics	rule <k> Call(Attribute(Name("math"), "floor"), (E:Expr, .Exprs)) => E ~> #mathFloor ... </k> [priority(40)]
reference-semantics/semantics/float.k	72	rule	rule	fixed supplied semantics	rule <k> V:Val ~> #mathFloor => floorFI(V) ... </k>
reference-semantics/semantics/float.k	73	syntax	function,total,opaque-or-external-symbol	fixed supplied semantics	syntax Int ::= floorFI(Val) [function, total, symbol(floorFI)]
reference-semantics/semantics/float.k	74	rule	concrete	fixed supplied semantics	rule floorFI(I:Int)   => I                        [concrete]
reference-semantics/semantics/float.k	75	rule	concrete	fixed supplied semantics	rule floorFI(F:Float) => Float2Int(floorFloat(F)) [concrete]
reference-semantics/semantics/float.k	78	rule	rule	fixed supplied semantics	rule applyBuiltin("floor", V:Val, .Vals) => floorFI(V)
reference-semantics/semantics/float.k	79	rule	rule	fixed supplied semantics	rule applyBuiltin("ceil",  V:Val, .Vals) => ceilF(V)
reference-semantics/semantics/float.k	82	syntax	syntax	fixed supplied semantics	syntax KItem ::= #mathPow1(Expr) | #mathPow2(Val)
reference-semantics/semantics/float.k	83	rule	priority	fixed supplied semantics	rule <k> Call(Attribute(Name("math"), "pow"), (E1:Expr, E2:Expr, .Exprs)) => E1 ~> #mathPow1(E2) ... </k> [priority(40)]
reference-semantics/semantics/float.k	84	rule	rule	fixed supplied semantics	rule <k> V1:Val ~> #mathPow1(E2:Expr) => E2 ~> #mathPow2(V1) ... </k>
reference-semantics/semantics/float.k	85	rule	rule	fixed supplied semantics	rule <k> V2:Val ~> #mathPow2(V1:Val) => powF(toF(V1), toF(V2)) ... </k>
reference-semantics/semantics/float.k	86	syntax	function,total,opaque-or-external-symbol	fixed supplied semantics	syntax Float ::= toF(Val) [function, total, symbol(toF)]
reference-semantics/semantics/float.k	87	rule	concrete	fixed supplied semantics	rule toF(F:Float) => F        [concrete]
reference-semantics/semantics/float.k	88	rule	concrete	fixed supplied semantics	rule toF(I:Int)   => intToF(I) [concrete]
reference-semantics/semantics/float.k	93	syntax	function,total,opaque-or-external-symbol	fixed supplied semantics	syntax Int ::= ceilF(Val) [function, total, symbol(ceilF)]
reference-semantics/semantics/float.k	94	rule	concrete	fixed supplied semantics	rule ceilF(I:Int)   => I                       [concrete]
reference-semantics/semantics/float.k	95	rule	concrete	fixed supplied semantics	rule ceilF(F:Float) => Float2Int(ceilFloat(F)) [concrete]
reference-semantics/semantics/float.k	99	rule	rule	fixed supplied semantics	rule applyUn("-", F:Float) => 0.0 -Float F
reference-semantics/semantics/float.k	103	syntax	function,total,opaque-or-external-symbol	fixed supplied semantics	syntax Float ::= subF(Float, Float) [function, total, symbol(subF), no-evaluators]
reference-semantics/semantics/float.k	104	rule	concrete	fixed supplied semantics	rule subF(F1:Float, F2:Float) => F1 -Float F2 [concrete]
reference-semantics/semantics/float.k	105	rule	rule	fixed supplied semantics	rule applyBin("-", F1:Float, F2:Float) => subF(F1, F2)
reference-semantics/semantics/float.k	107	syntax	function,total,opaque-or-external-symbol	fixed supplied semantics	syntax Float ::= divF(Float, Float) [function, total, symbol(divF), no-evaluators]
reference-semantics/semantics/float.k	108	rule	concrete	fixed supplied semantics	rule divF(F1:Float, F2:Float) => F1 /Float F2 [concrete]
reference-semantics/semantics/float.k	109	rule	rule	fixed supplied semantics	rule applyBin("/", F1:Float, F2:Float) => divF(F1, F2)
reference-semantics/semantics/float.k	111	syntax	function,total,opaque-or-external-symbol	fixed supplied semantics	syntax Float ::= addF(Float, Float) [function, total, symbol(addF), no-evaluators]
reference-semantics/semantics/float.k	112	rule	concrete	fixed supplied semantics	rule addF(F1:Float, F2:Float) => F1 +Float F2 [concrete]
reference-semantics/semantics/float.k	113	rule	rule	fixed supplied semantics	rule applyBin("+", F1:Float, F2:Float) => addF(F1, F2)
reference-semantics/semantics/float.k	115	syntax	function,total,opaque-or-external-symbol	fixed supplied semantics	syntax Float ::= mulF(Float, Float) [function, total, symbol(mulF), no-evaluators]
reference-semantics/semantics/float.k	116	rule	concrete	fixed supplied semantics	rule mulF(F1:Float, F2:Float) => F1 *Float F2 [concrete]
reference-semantics/semantics/float.k	117	rule	rule	fixed supplied semantics	rule applyBin("*", F1:Float, F2:Float) => mulF(F1, F2)
reference-semantics/semantics/float.k	119	syntax	function,total,opaque-or-external-symbol	fixed supplied semantics	syntax Float ::= powF(Float, Float) [function, total, symbol(powF), no-evaluators]
reference-semantics/semantics/float.k	120	rule	concrete	fixed supplied semantics	rule powF(F1:Float, F2:Float) => F1 ^Float F2 [concrete]
reference-semantics/semantics/float.k	121	rule	rule	fixed supplied semantics	rule applyBin("**", F1:Float, F2:Float) => powF(F1, F2)
reference-semantics/semantics/float.k	125	syntax	function,total,opaque-or-external-symbol	fixed supplied semantics	syntax Bool ::= gtF(Float, Float) [function, total, symbol(gtF), no-evaluators]
reference-semantics/semantics/float.k	126	rule	concrete	fixed supplied semantics	rule gtF(F1:Float, F2:Float) => F1 >Float F2 [concrete]
reference-semantics/semantics/float.k	127	rule	rule	fixed supplied semantics	rule applyCmp(">",  F1:Float, F2:Float) => gtF(F1, F2)
reference-semantics/semantics/float.k	128	rule	rule	fixed supplied semantics	rule applyCmp(">=", F1:Float, F2:Float) => notBool floatLt(F1, F2)
reference-semantics/semantics/float.k	129	rule	rule	fixed supplied semantics	rule applyCmp("<=", F1:Float, F2:Float) => notBool gtF(F1, F2)
reference-semantics/semantics/float.k	132	rule	rule	fixed supplied semantics	rule applyBin("**", I:Int, F:Float) => powF(intToF(I), F)
reference-semantics/semantics/float.k	133	rule	rule	fixed supplied semantics	rule applyBin("**", F:Float, I:Int) => powF(F, intToF(I))
reference-semantics/semantics/float.k	134	rule	rule	fixed supplied semantics	rule applyBin("-",  I:Int, F:Float) => subF(intToF(I), F)
reference-semantics/semantics/float.k	135	rule	rule	fixed supplied semantics	rule applyBin("-",  F:Float, I:Int) => subF(F, intToF(I))
reference-semantics/semantics/float.k	136	rule	rule	fixed supplied semantics	rule applyBin("+",  I:Int, F:Float) => addF(intToF(I), F)
reference-semantics/semantics/float.k	137	rule	rule	fixed supplied semantics	rule applyBin("+",  F:Float, I:Int) => addF(F, intToF(I))
reference-semantics/semantics/float.k	138	rule	rule	fixed supplied semantics	rule applyBin("*",  I:Int, F:Float) => mulF(intToF(I), F)
reference-semantics/semantics/float.k	139	rule	rule	fixed supplied semantics	rule applyBin("*",  F:Float, I:Int) => mulF(F, intToF(I))
reference-semantics/semantics/float.k	142	syntax	function,total,opaque-or-external-symbol	fixed supplied semantics	syntax Bool ::= eqF(Float, Float) [function, total, symbol(eqF), no-evaluators]
reference-semantics/semantics/float.k	143	rule	concrete	fixed supplied semantics	rule eqF(F1:Float, F2:Float) => F1 ==Float F2 [concrete]
reference-semantics/semantics/float.k	144	rule	rule	fixed supplied semantics	rule applyCmp("==", I:Int, F:Float) => eqF(intToF(I), F)
reference-semantics/semantics/float.k	145	rule	rule	fixed supplied semantics	rule applyCmp("==", F:Float, I:Int) => eqF(F, intToF(I))
reference-semantics/semantics/float.k	146	rule	rule	fixed supplied semantics	rule applyCmp("!=", I:Int, F:Float) => notBool eqF(intToF(I), F)
reference-semantics/semantics/float.k	147	rule	rule	fixed supplied semantics	rule applyCmp("!=", F:Float, I:Int) => notBool eqF(F, intToF(I))
reference-semantics/semantics/float.k	148	rule	rule	fixed supplied semantics	rule applyCmp("<",  I:Int, F:Float) => floatLt(intToF(I), F)
reference-semantics/semantics/float.k	149	rule	rule	fixed supplied semantics	rule applyCmp("<",  F:Float, I:Int) => floatLt(F, intToF(I))
reference-semantics/semantics/float.k	150	rule	rule	fixed supplied semantics	rule applyCmp(">",  I:Int, F:Float) => gtF(intToF(I), F)
reference-semantics/semantics/float.k	151	rule	rule	fixed supplied semantics	rule applyCmp(">",  F:Float, I:Int) => gtF(F, intToF(I))
reference-semantics/semantics/float.k	154	rule	rule	fixed supplied semantics	rule applyCmp("==", V:Val, noneV) => V ==K noneV
reference-semantics/semantics/float.k	155	rule	rule	fixed supplied semantics	rule applyCmp("!=", V:Val, noneV) => notBool (V ==K noneV)
reference-semantics/semantics/float.k	160	syntax	function,total,opaque-or-external-symbol	fixed supplied semantics	syntax Float ::= decStrToF(IntSeq) [function, total, symbol(decStrToF), no-evaluators]
reference-semantics/semantics/float.k	161	rule	concrete	fixed supplied semantics	rule decStrToF(iCons(45, CS:IntSeq)) => 0.0 -Float decStrToF(CS) [concrete]
reference-semantics/semantics/float.k	162	rule	rule	fixed supplied semantics	rule decStrToF(CS:IntSeq) => intToF(intPart(CS)) +Float (intToF(fracPart(CS)) /Float intToF(fracScale(CS)))
reference-semantics/semantics/float.k	165	syntax	function	fixed supplied semantics	syntax Int ::= headIS(IntSeq) [function]
reference-semantics/semantics/float.k	166	rule	rule	fixed supplied semantics	rule headIS(iCons(C:Int, _:IntSeq)) => C
reference-semantics/semantics/float.k	167	syntax	function,total	fixed supplied semantics	syntax Int ::= intPart(IntSeq) [function, total] | intPartAcc(IntSeq, Int) [function, total]
reference-semantics/semantics/float.k	168	rule	rule	fixed supplied semantics	rule intPart(CS:IntSeq) => intPartAcc(CS, 0)
reference-semantics/semantics/float.k	169	rule	rule	fixed supplied semantics	rule intPartAcc(.IntSeq, A:Int) => A
reference-semantics/semantics/float.k	170	rule	rule	fixed supplied semantics	rule intPartAcc(iCons(46, _:IntSeq), A:Int) => A
reference-semantics/semantics/float.k	171	rule	rule	fixed supplied semantics	rule intPartAcc(iCons(C:Int, R:IntSeq), A:Int) => intPartAcc(R, A *Int 10 +Int (C -Int 48))
reference-semantics/semantics/float.k	173	syntax	function,total	fixed supplied semantics	syntax Int ::= fracPart(IntSeq) [function, total] | fracAcc(IntSeq, Int) [function, total]
reference-semantics/semantics/float.k	174	rule	rule	fixed supplied semantics	rule fracPart(.IntSeq) => 0
reference-semantics/semantics/float.k	175	rule	rule	fixed supplied semantics	rule fracPart(iCons(46, R:IntSeq)) => fracAcc(R, 0)
reference-semantics/semantics/float.k	176	rule	rule	fixed supplied semantics	rule fracPart(iCons(C:Int, R:IntSeq)) => fracPart(R) requires C =/=Int 46
reference-semantics/semantics/float.k	177	rule	rule	fixed supplied semantics	rule fracAcc(.IntSeq, A:Int) => A
reference-semantics/semantics/float.k	178	rule	rule	fixed supplied semantics	rule fracAcc(iCons(C:Int, R:IntSeq), A:Int) => fracAcc(R, A *Int 10 +Int (C -Int 48))
reference-semantics/semantics/float.k	179	syntax	function,total	fixed supplied semantics	syntax Int ::= fracScale(IntSeq) [function, total] | fscAcc(IntSeq, Int) [function, total]
reference-semantics/semantics/float.k	180	rule	rule	fixed supplied semantics	rule fracScale(.IntSeq) => 1
reference-semantics/semantics/float.k	181	rule	rule	fixed supplied semantics	rule fracScale(iCons(46, R:IntSeq)) => fscAcc(R, 1)
reference-semantics/semantics/float.k	182	rule	rule	fixed supplied semantics	rule fracScale(iCons(C:Int, R:IntSeq)) => fracScale(R) requires C =/=Int 46
reference-semantics/semantics/float.k	183	rule	rule	fixed supplied semantics	rule fscAcc(.IntSeq, A:Int) => A
reference-semantics/semantics/float.k	184	rule	rule	fixed supplied semantics	rule fscAcc(iCons(_:Int, R:IntSeq), A:Int) => fscAcc(R, A *Int 10)
reference-semantics/semantics/float.k	185	rule	rule	fixed supplied semantics	rule applyBuiltin("float", str(CS:IntSeq), .Vals) => decStrToF(CS)
reference-semantics/semantics/float.k	186	rule	rule	fixed supplied semantics	rule applyBuiltin("float", I:Int, .Vals)          => intToF(I)
reference-semantics/semantics/float.k	187	rule	rule	fixed supplied semantics	rule applyBuiltin("float", F:Float, .Vals)        => F
reference-semantics/semantics/float.k	190	syntax	function,total,opaque-or-external-symbol	fixed supplied semantics	syntax Float ::= divFloatIntV(Float, Int) [function, total, symbol(divFloatIntV), no-evaluators]
reference-semantics/semantics/float.k	191	rule	concrete	fixed supplied semantics	rule divFloatIntV(F:Float, I:Int) => F /Float Int2Float(I, 53, 11) [concrete]
reference-semantics/semantics/float.k	192	rule	rule	fixed supplied semantics	rule applyBin("/", F:Float, I:Int) => divFloatIntV(F, I)
reference-semantics/semantics/float.k	195	syntax	function,total,opaque-or-external-symbol	fixed supplied semantics	syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]
reference-semantics/semantics/float.k	196	rule	concrete	fixed supplied semantics	rule intToF(I:Int) => Int2Float(I, 53, 11) [concrete]
reference-semantics/semantics/float.k	197	rule	rule	fixed supplied semantics	rule applyBin("+", I:Int, F:Float) => addF(intToF(I), F)
reference-semantics/semantics/float.k	198	rule	rule	fixed supplied semantics	rule applyBin("+", F:Float, I:Int) => addF(F, intToF(I))
reference-semantics/semantics/float.k	199	rule	rule	fixed supplied semantics	rule applyBin("-", I:Int, F:Float) => subF(intToF(I), F)
