id	source	start_line	end_line	kind	classification	attributes	decision	decision_basis	normalized_source
K0565	semantics/float.k	116	116	rule	concrete-rule	concrete	ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule mulF(F1:Float, F2:Float) => F1 *Float F2 [concrete]
K0566	semantics/float.k	117	117	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	"rule applyBin(""*"", F1:Float, F2:Float) => mulF(F1, F2)"
K0567	semantics/float.k	119	119	syntax	opaque-function-declaration	function,total,no-evaluators,symbol	ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	syntax Float ::= powF(Float, Float) [function, total, symbol(powF), no-evaluators]
K0568	semantics/float.k	120	120	rule	concrete-rule	concrete	ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule powF(F1:Float, F2:Float) => F1 ^Float F2 [concrete]
K0569	semantics/float.k	121	122	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	"rule applyBin(""**"", F1:Float, F2:Float) => powF(F1, F2)"
K0570	semantics/float.k	125	125	syntax	opaque-function-declaration	function,total,no-evaluators,symbol	ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	syntax Bool ::= gtF(Float, Float) [function, total, symbol(gtF), no-evaluators]
K0571	semantics/float.k	126	126	rule	concrete-rule	concrete	ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule gtF(F1:Float, F2:Float) => F1 >Float F2 [concrete]
K0572	semantics/float.k	127	127	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	"rule applyCmp("">"", F1:Float, F2:Float) => gtF(F1, F2)"
K0573	semantics/float.k	128	128	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	"rule applyCmp("">="", F1:Float, F2:Float) => notBool floatLt(F1, F2)"
K0574	semantics/float.k	129	130	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	"rule applyCmp(""<="", F1:Float, F2:Float) => notBool gtF(F1, F2)"
K0575	semantics/float.k	132	132	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	"rule applyBin(""**"", I:Int, F:Float) => powF(intToF(I), F)"
K0576	semantics/float.k	133	133	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	"rule applyBin(""**"", F:Float, I:Int) => powF(F, intToF(I))"
K0577	semantics/float.k	134	134	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	"rule applyBin(""-"", I:Int, F:Float) => subF(intToF(I), F)"
K0578	semantics/float.k	135	135	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	"rule applyBin(""-"", F:Float, I:Int) => subF(F, intToF(I))"
K0579	semantics/float.k	136	136	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	"rule applyBin(""+"", I:Int, F:Float) => addF(intToF(I), F)"
K0580	semantics/float.k	137	137	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	"rule applyBin(""+"", F:Float, I:Int) => addF(F, intToF(I))"
K0581	semantics/float.k	138	138	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	"rule applyBin(""*"", I:Int, F:Float) => mulF(intToF(I), F)"
K0582	semantics/float.k	139	140	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	"rule applyBin(""*"", F:Float, I:Int) => mulF(F, intToF(I))"
K0583	semantics/float.k	142	142	syntax	opaque-function-declaration	function,total,no-evaluators,symbol	ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	syntax Bool ::= eqF(Float, Float) [function, total, symbol(eqF), no-evaluators]
K0584	semantics/float.k	143	143	rule	concrete-rule	concrete	ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule eqF(F1:Float, F2:Float) => F1 ==Float F2 [concrete]
K0585	semantics/float.k	144	144	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	"rule applyCmp(""=="", I:Int, F:Float) => eqF(intToF(I), F)"
K0586	semantics/float.k	145	145	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	"rule applyCmp(""=="", F:Float, I:Int) => eqF(F, intToF(I))"
K0587	semantics/float.k	146	146	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	"rule applyCmp(""!="", I:Int, F:Float) => notBool eqF(intToF(I), F)"
K0588	semantics/float.k	147	147	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	"rule applyCmp(""!="", F:Float, I:Int) => notBool eqF(F, intToF(I))"
K0589	semantics/float.k	148	148	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	"rule applyCmp(""<"", I:Int, F:Float) => floatLt(intToF(I), F)"
K0590	semantics/float.k	149	149	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	"rule applyCmp(""<"", F:Float, I:Int) => floatLt(F, intToF(I))"
K0591	semantics/float.k	150	150	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	"rule applyCmp("">"", I:Int, F:Float) => gtF(intToF(I), F)"
K0592	semantics/float.k	151	152	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	"rule applyCmp("">"", F:Float, I:Int) => gtF(F, intToF(I))"
K0593	semantics/float.k	154	154	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	"rule applyCmp(""=="", V:Val, noneV) => V ==K noneV"
K0594	semantics/float.k	155	156	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	"rule applyCmp(""!="", V:Val, noneV) => notBool (V ==K noneV)"
K0595	semantics/float.k	160	160	syntax	opaque-function-declaration	function,total,no-evaluators,symbol	ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	syntax Float ::= decStrToF(IntSeq) [function, total, symbol(decStrToF), no-evaluators]
K0596	semantics/float.k	161	161	rule	concrete-rule	concrete	ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule decStrToF(iCons(45, CS:IntSeq)) => 0.0 -Float decStrToF(CS) [concrete]
K0597	semantics/float.k	162	164	rule	concrete-rule	concrete	ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule decStrToF(CS:IntSeq) => intToF(intPart(CS)) +Float (intToF(fracPart(CS)) /Float intToF(fracScale(CS))) requires isLen(CS) >Int 0 andBool headIS(CS) =/=Int 45 [concrete]
K0598	semantics/float.k	165	165	syntax	function-declaration	function	ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	syntax Int ::= headIS(IntSeq) [function]
K0599	semantics/float.k	166	166	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule headIS(iCons(C:Int, _:IntSeq)) => C
K0600	semantics/float.k	167	167	syntax	function-declaration	function,total	ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	syntax Int ::= intPart(IntSeq) [function, total] | intPartAcc(IntSeq, Int) [function, total]
K0601	semantics/float.k	168	168	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule intPart(CS:IntSeq) => intPartAcc(CS, 0)
K0602	semantics/float.k	169	169	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule intPartAcc(.IntSeq, A:Int) => A
K0603	semantics/float.k	170	170	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule intPartAcc(iCons(46, _:IntSeq), A:Int) => A
K0604	semantics/float.k	171	172	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule intPartAcc(iCons(C:Int, R:IntSeq), A:Int) => intPartAcc(R, A *Int 10 +Int (C -Int 48)) requires C =/=Int 46
K0605	semantics/float.k	173	173	syntax	function-declaration	function,total	ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	syntax Int ::= fracPart(IntSeq) [function, total] | fracAcc(IntSeq, Int) [function, total]
K0606	semantics/float.k	174	174	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule fracPart(.IntSeq) => 0
K0607	semantics/float.k	175	175	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule fracPart(iCons(46, R:IntSeq)) => fracAcc(R, 0)
K0608	semantics/float.k	176	176	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule fracPart(iCons(C:Int, R:IntSeq)) => fracPart(R) requires C =/=Int 46
K0609	semantics/float.k	177	177	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule fracAcc(.IntSeq, A:Int) => A
K0610	semantics/float.k	178	178	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule fracAcc(iCons(C:Int, R:IntSeq), A:Int) => fracAcc(R, A *Int 10 +Int (C -Int 48))
K0611	semantics/float.k	179	179	syntax	function-declaration	function,total	ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	syntax Int ::= fracScale(IntSeq) [function, total] | fscAcc(IntSeq, Int) [function, total]
K0612	semantics/float.k	180	180	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule fracScale(.IntSeq) => 1
K0613	semantics/float.k	181	181	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule fracScale(iCons(46, R:IntSeq)) => fscAcc(R, 1)
K0614	semantics/float.k	182	182	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule fracScale(iCons(C:Int, R:IntSeq)) => fracScale(R) requires C =/=Int 46
K0615	semantics/float.k	183	183	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule fscAcc(.IntSeq, A:Int) => A
K0616	semantics/float.k	184	184	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule fscAcc(iCons(_:Int, R:IntSeq), A:Int) => fscAcc(R, A *Int 10)
K0617	semantics/float.k	185	185	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	"rule applyBuiltin(""float"", str(CS:IntSeq), .Vals) => decStrToF(CS)"
K0618	semantics/float.k	186	186	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	"rule applyBuiltin(""float"", I:Int, .Vals) => intToF(I)"
K0619	semantics/float.k	187	188	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	"rule applyBuiltin(""float"", F:Float, .Vals) => F"
K0620	semantics/float.k	190	190	syntax	opaque-function-declaration	function,total,no-evaluators,symbol	ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	syntax Float ::= divFloatIntV(Float, Int) [function, total, symbol(divFloatIntV), no-evaluators]
K0621	semantics/float.k	191	191	rule	concrete-rule	concrete	ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule divFloatIntV(F:Float, I:Int) => F /Float Int2Float(I, 53, 11) [concrete]
K0622	semantics/float.k	192	193	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	"rule applyBin(""/"", F:Float, I:Int) => divFloatIntV(F, I)"
K0623	semantics/float.k	195	195	syntax	opaque-function-declaration	function,total,no-evaluators,symbol	ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]
K0624	semantics/float.k	196	196	rule	concrete-rule	concrete	ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule intToF(I:Int) => Int2Float(I, 53, 11) [concrete]
K0625	semantics/float.k	197	197	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	"rule applyBin(""+"", I:Int, F:Float) => addF(intToF(I), F)"
K0626	semantics/float.k	198	198	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	"rule applyBin(""+"", F:Float, I:Int) => addF(F, intToF(I))"
K0627	semantics/float.k	199	199	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	"rule applyBin(""-"", I:Int, F:Float) => subF(intToF(I), F)"
K0628	semantics/float.k	200	200	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	"rule applyBin(""-"", F:Float, I:Int) => subF(F, intToF(I))"
K0629	semantics/float.k	201	201	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	"rule applyBin(""*"", I:Int, F:Float) => mulF(intToF(I), F)"
K0630	semantics/float.k	202	202	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	"rule applyBin(""*"", F:Float, I:Int) => mulF(F, intToF(I))"
K0631	semantics/float.k	203	203	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	"rule applyCmp(""<"", I:Int, F:Float) => floatLt(intToF(I), F)"
K0632	semantics/float.k	204	204	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	"rule applyCmp(""<"", F:Float, I:Int) => floatLt(F, intToF(I))"
K0633	semantics/float.k	205	205	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	"rule applyCmp("">"", I:Int, F:Float) => gtF(intToF(I), F)"
K0634	semantics/float.k	206	207	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	"rule applyCmp("">"", F:Float, I:Int) => gtF(F, intToF(I))"
K0635	semantics/float.k	209	209	syntax	opaque-function-declaration	function,total,no-evaluators,symbol	ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	syntax Int ::= truncF(Float) [function, total, symbol(truncF), no-evaluators]
K0636	semantics/float.k	210	210	rule	concrete-rule	concrete	ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule truncF(F:Float) => #if F >=Float 0.0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi [concrete]
K0637	semantics/float.k	211	211	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	"rule applyBuiltin(""int"", F:Float, .Vals) => truncF(F)"
K0638	semantics/float.k	213	213	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	"rule applyBuiltin(""float"", I:Int, .Vals) => intToF(I)"
K0639	semantics/float.k	214	215	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	"rule applyBuiltin(""float"", F:Float, .Vals) => F"
K0640	semantics/float.k	217	217	syntax	opaque-function-declaration	function,total,no-evaluators,symbol	ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]
K0641	semantics/float.k	218	222	rule	concrete-rule	concrete	ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule roundF(F:Float) => #if (F -Float floorFloat(F)) ==Float 0.5 #then (#if Float2Int(floorFloat(F)) %Int 2 ==Int 0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi) #else Float2Int(floorFloat(F +Float 0.5)) #fi [concrete]
K0642	semantics/float.k	223	223	syntax	opaque-function-declaration	function,total,no-evaluators,symbol	ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]
K0643	semantics/float.k	224	226	rule	concrete-rule	concrete	ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule roundFN(F:Float, N:Int) => Int2Float(roundF(F *Float Int2Float(10 ^Int N, 53, 11)), 53, 11) /Float Int2Float(10 ^Int N, 53, 11) [concrete]
K0644	semantics/float.k	227	227	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	"rule applyBuiltin(""round"", F:Float, .Vals) => roundF(F)"
K0645	semantics/float.k	228	228	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	"rule applyBuiltin(""round"", F:Float, N:Int, .Vals) => roundFN(F, N)"
K0646	semantics/float.k	230	230	syntax	opaque-function-declaration	function,total,no-evaluators,symbol	ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	syntax Float ::= sqrtF(Float) [function, total, symbol(sqrtF), no-evaluators]
K0647	semantics/float.k	231	231	rule	concrete-rule	concrete	ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule sqrtF(F:Float) => sqrtFloat(F) [concrete]
K0648	semantics/float.k	232	232	syntax	syntax-declaration		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	"syntax KItem ::= ""#mathSqrt"""
K0649	semantics/float.k	233	233	rule	priority-rule	priority	ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	"rule <k> Call(Attribute(Name(""math""), ""sqrt""), (E:Expr, .Exprs)) => E ~> #mathSqrt ... </k> [priority(40)]"
K0650	semantics/float.k	234	234	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule <k> F:Float ~> #mathSqrt => sqrtF(F) ... </k>
K0651	semantics/float.k	235	236	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule <k> I:Int ~> #mathSqrt => sqrtF(intToF(I)) ... </k>
K0652	semantics/float.k	243	243	syntax	syntax-declaration		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	syntax KItem ::= #maxAccF(Iterable, Float) | #maxContF(Float)
K0653	semantics/float.k	244	244	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAccF(R, {V}:>Float) ... </k> requires isFloat(V)
K0654	semantics/float.k	245	245	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule <k> #maxAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #maxContF(M) ... </k>
K0655	semantics/float.k	246	246	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule <k> #iterDone ~> #maxContF(M:Float) => M ... </k>
K0656	semantics/float.k	247	248	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #maxAccF(R, maxFloat(M, {V}:>Float)) ... </k> requires isFloat(V)
K0657	semantics/float.k	250	250	syntax	syntax-declaration		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	syntax KItem ::= #minAccF(Iterable, Float) | #minContF(Float)
K0658	semantics/float.k	251	251	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAccF(R, {V}:>Float) ... </k> requires isFloat(V)
K0659	semantics/float.k	252	252	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule <k> #minAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #minContF(M) ... </k>
K0660	semantics/float.k	253	253	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule <k> #iterDone ~> #minContF(M:Float) => M ... </k>
K0661	semantics/float.k	254	256	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule <k> #iterYield(V:Val, R:Iterable) ~> #minContF(M:Float) => #minAccF(R, minFloat(M, {V}:>Float)) ... </k> requires isFloat(V)
