file	line	kind	attributes	text	audit_disposition
reference-semantics/semantics/dict.k	95	rule	-	"rule applyCmp(""=="", dictV(KS1:ValSeq, VS1:ValSeq), dictV(KS2:ValSeq, VS2:ValSeq)) => (vsLen(KS1) ==Int vsLen(KS2)) andBool dSubset(KS1, VS1, KS2, VS2)"	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/dict.k	97	syntax	function	syntax Bool ::= dSubset(ValSeq, ValSeq, ValSeq, ValSeq) [function]	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/dict.k	98	rule	-	rule dSubset(.ValSeq, .ValSeq, _:ValSeq, _:ValSeq) => true	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/dict.k	99	rule	-	rule dSubset(vCons(K:Val, KR:ValSeq), vCons(V:Val, VR:ValSeq), KS2:ValSeq, VS2:ValSeq) => dHasKey(KS2, K) andBool (dGet(KS2, VS2, K) ==K V) andBool dSubset(KR, VR, KS2, VS2)	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/dict.k	101	syntax	function	syntax Val ::= dGet(ValSeq, ValSeq, Val) [function]	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/dict.k	102	rule	-	rule dGet(vCons(A:Val, _:ValSeq), vCons(B:Val, _:ValSeq), K:Val) => B                requires A ==K K	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/dict.k	103	rule	-	rule dGet(vCons(A:Val, KR:ValSeq), vCons(_:Val, VR:ValSeq), K:Val) => dGet(KR, VR, K) requires notBool (A ==K K) endmodule	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/float.k	20	syntax	-	syntax Val ::= Float	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/float.k	21	rule	opaque/no-evaluators,concrete	rule <k> Float(F:Float) => F ... </k>  // Int / float true division. OPAQUE for kprove (no-evaluators); concrete for krun.	TRUST_BOUNDARY_UNUSED: fixed opaque symbol; unreachable from the submitted integer-list program and no claim depends on it
reference-semantics/semantics/float.k	24	syntax	function,total,opaque/no-evaluators,symbol	syntax Float ::= intFloatDiv(Int, Float) [function, total, symbol(intFloatDiv), no-evaluators]	TRUST_BOUNDARY_UNUSED: fixed opaque symbol; unreachable from the submitted integer-list program and no claim depends on it
reference-semantics/semantics/float.k	25	rule	concrete	rule intFloatDiv(I:Int, F:Float) => Int2Float(I, 53, 11) /Float F [concrete]	ACCEPT_FIXED_CONCRETE: fixed concrete-only equation; not used by symbolic closure and consistent with its named primitive
reference-semantics/semantics/float.k	27	rule	concrete	"rule applyBin(""/"", I:Int, F:Float) => intFloatDiv(I, F)  // Int / Int true division (Python: always a float). OPAQUE for kprove; concrete for krun."	ACCEPT_FIXED_CONCRETE: fixed concrete-only equation; not used by symbolic closure and consistent with its named primitive
reference-semantics/semantics/float.k	30	syntax	function,total,opaque/no-evaluators,symbol	syntax Float ::= divII(Int, Int) [function, total, symbol(divII), no-evaluators]	TRUST_BOUNDARY_UNUSED: fixed opaque symbol; unreachable from the submitted integer-list program and no claim depends on it
reference-semantics/semantics/float.k	31	rule	concrete	rule divII(I1:Int, I2:Int) => Int2Float(I1, 53, 11) /Float Int2Float(I2, 53, 11) [concrete]	ACCEPT_FIXED_CONCRETE: fixed concrete-only equation; not used by symbolic closure and consistent with its named primitive
reference-semantics/semantics/float.k	32	rule	concrete	"rule applyBin(""/"", I1:Int, I2:Int) => divII(I1, I2)  // float % float (e.g. `number % 1.0` = the fractional part). OPAQUE for kprove, concrete for // krun. Python's float `%` is floor-based: a % b = a - floor(a/b)*b (K's %Float is IEEE // remainder, which differs — 3.5 %Float 1.0 = -0.5 vs Python 0.5 — so it is NOT used)."	ACCEPT_FIXED_CONCRETE: fixed concrete-only equation; not used by symbolic closure and consistent with its named primitive
reference-semantics/semantics/float.k	37	syntax	function,total,opaque/no-evaluators,symbol	syntax Float ::= floatMod(Float, Float) [function, total, symbol(floatMod), no-evaluators]	TRUST_BOUNDARY_UNUSED: fixed opaque symbol; unreachable from the submitted integer-list program and no claim depends on it
reference-semantics/semantics/float.k	38	rule	concrete	rule floatMod(F1:Float, F2:Float) => F1 -Float (floorFloat(F1 /Float F2) *Float F2) [concrete]	ACCEPT_FIXED_CONCRETE: fixed concrete-only equation; not used by symbolic closure and consistent with its named primitive
reference-semantics/semantics/float.k	39	rule	concrete	"rule applyBin(""%"", F1:Float, F2:Float) => floatMod(F1, F2)  // float equality — for concrete krun asserts (e.g. `area == 7.5`); the FLOAT.eq hook is fine on // concrete floats. kprove proofs return floats structurally and do not compare them."	ACCEPT_FIXED_CONCRETE: fixed concrete-only equation; not used by symbolic closure and consistent with its named primitive
reference-semantics/semantics/float.k	43	rule	-	"rule applyCmp(""=="", F1:Float, F2:Float) => F1 ==Float F2"	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/float.k	44	rule	opaque/no-evaluators,concrete	"rule applyCmp(""!="", F1:Float, F2:Float) => notBool (F1 ==Float F2)  // float `<` and abs — OPAQUE for kprove ([no-evaluators], so a SYMBOLIC float compare stays an // uninterpreted Bool a proof case-splits on — a SINGLE compare per branch, not a nonlinear cascade), // [concrete] for krun. Additive, sort-disjoint from the Int rules. (has_close_elements: the pairwise // `abs(a-b) < t` proximity test.)"	TRUST_BOUNDARY_UNUSED: fixed opaque symbol; unreachable from the submitted integer-list program and no claim depends on it
reference-semantics/semantics/float.k	50	syntax	function,total,opaque/no-evaluators,symbol	syntax Bool ::= floatLt(Float, Float) [function, total, symbol(floatLt), no-evaluators]	TRUST_BOUNDARY_UNUSED: fixed opaque symbol; unreachable from the submitted integer-list program and no claim depends on it
reference-semantics/semantics/float.k	51	rule	concrete	rule floatLt(F1:Float, F2:Float) => F1 <Float F2 [concrete]	ACCEPT_FIXED_CONCRETE: fixed concrete-only equation; not used by symbolic closure and consistent with its named primitive
reference-semantics/semantics/float.k	52	rule	-	"rule applyCmp(""<"", F1:Float, F2:Float) => floatLt(F1, F2)"	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/float.k	54	syntax	function,total,opaque/no-evaluators,symbol	syntax Float ::= absF(Float) [function, total, symbol(absF), no-evaluators]	TRUST_BOUNDARY_UNUSED: fixed opaque symbol; unreachable from the submitted integer-list program and no claim depends on it
reference-semantics/semantics/float.k	55	rule	concrete	rule absF(F:Float) => absFloat(F) [concrete]	ACCEPT_FIXED_CONCRETE: fixed concrete-only equation; not used by symbolic closure and consistent with its named primitive
reference-semantics/semantics/float.k	56	rule	-	"rule applyBuiltin(""abs"", F:Float, .Vals) => absF(F)  // ==== math.ceil =========================================================== // `import X` is a no-op (we intercept the specific math functions syntactically; `math` itself is // never bound as a value)."	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/float.k	61	rule	-	rule <k> Import(_:String) => .K ... </k>  // math.ceil(x): ceiling to an int. Intercepted at the Call BEFORE `math` is looked up (higher // priority than the generic Attribute/method dispatch in call.k).	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/float.k	65	syntax	-	"syntax KItem ::= ""#mathCeil"""	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/float.k	66	rule	priority(40)	"rule <k> Call(Attribute(Name(""math""), ""ceil""), (E:Expr, .Exprs)) => E ~> #mathCeil ... </k> [priority(40)]"	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/float.k	67	rule	-	rule <k> V:Val ~> #mathCeil => ceilF(V) ... </k>  // math.floor(x) — same interception shape as math.ceil	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/float.k	70	syntax	-	"syntax KItem ::= ""#mathFloor"""	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/float.k	71	rule	priority(40)	"rule <k> Call(Attribute(Name(""math""), ""floor""), (E:Expr, .Exprs)) => E ~> #mathFloor ... </k> [priority(40)]"	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/float.k	72	rule	-	rule <k> V:Val ~> #mathFloor => floorFI(V) ... </k>	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/float.k	73	syntax	function,total,symbol	syntax Int ::= floorFI(Val) [function, total, symbol(floorFI)]	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/float.k	74	rule	concrete	rule floorFI(I:Int)   => I                        [concrete]	ACCEPT_FIXED_CONCRETE: fixed concrete-only equation; not used by symbolic closure and consistent with its named primitive
reference-semantics/semantics/float.k	75	rule	concrete	rule floorFI(F:Float) => Float2Int(floorFloat(F)) [concrete]  // bare floor/ceil (bound by `from math import floor, ceil`)	ACCEPT_FIXED_CONCRETE: fixed concrete-only equation; not used by symbolic closure and consistent with its named primitive
reference-semantics/semantics/float.k	78	rule	-	"rule applyBuiltin(""floor"", V:Val, .Vals) => floorFI(V)"	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/float.k	79	rule	-	"rule applyBuiltin(""ceil"",  V:Val, .Vals) => ceilF(V)  // math.pow(x, y) — a two-arg interception onto powF (ints promote)"	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/float.k	82	syntax	-	syntax KItem ::= #mathPow1(Expr) | #mathPow2(Val)	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/float.k	83	rule	priority(40)	"rule <k> Call(Attribute(Name(""math""), ""pow""), (E1:Expr, E2:Expr, .Exprs)) => E1 ~> #mathPow1(E2) ... </k> [priority(40)]"	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/float.k	84	rule	-	rule <k> V1:Val ~> #mathPow1(E2:Expr) => E2 ~> #mathPow2(V1) ... </k>	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/float.k	85	rule	-	rule <k> V2:Val ~> #mathPow2(V1:Val) => powF(toF(V1), toF(V2)) ... </k>	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/float.k	86	syntax	function,total,symbol	syntax Float ::= toF(Val) [function, total, symbol(toF)]	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/float.k	87	rule	concrete	rule toF(F:Float) => F        [concrete]	ACCEPT_FIXED_CONCRETE: fixed concrete-only equation; not used by symbolic closure and consistent with its named primitive
reference-semantics/semantics/float.k	88	rule	concrete	rule toF(I:Int)   => intToF(I) [concrete]  // ceilF: math.ceil as an Int. TOTAL (K trusts it; a symbolic list element stays opaque for // kprove — structural). [concrete] so the Int2Float/ceilFloat hooks only run for krun (llvm). // Matches Python incl. negatives: ceil(-2.4) = -2 = Float2Int(ceilFloat(-2.4)).	ACCEPT_FIXED_CONCRETE: fixed concrete-only equation; not used by symbolic closure and consistent with its named primitive
reference-semantics/semantics/float.k	93	syntax	function,total,symbol	syntax Int ::= ceilF(Val) [function, total, symbol(ceilF)]	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/float.k	94	rule	concrete	rule ceilF(I:Int)   => I                       [concrete]	ACCEPT_FIXED_CONCRETE: fixed concrete-only equation; not used by symbolic closure and consistent with its named primitive
reference-semantics/semantics/float.k	95	rule	concrete	"rule ceilF(F:Float) => Float2Int(ceilFloat(F)) [concrete]  // unary minus on a float (e.g. the literal -2.4 = UnaryOp(""-"", Float(2.4))). Concrete for krun; // proofs use symbolic elements, never a float literal."	ACCEPT_FIXED_CONCRETE: fixed concrete-only equation; not used by symbolic closure and consistent with its named primitive
reference-semantics/semantics/float.k	99	rule	opaque/no-evaluators,concrete	"rule applyUn(""-"", F:Float) => 0.0 -Float F  // ---- float - / / / + (OPAQUE for kprove [no-evaluators], concrete for krun) — for float-list // element maps (x - lo) / (hi - lo). Mirror intFloatDiv: additive, sort-disjoint from the Int rules."	TRUST_BOUNDARY_UNUSED: fixed opaque symbol; unreachable from the submitted integer-list program and no claim depends on it
reference-semantics/semantics/float.k	103	syntax	function,total,opaque/no-evaluators,symbol	syntax Float ::= subF(Float, Float) [function, total, symbol(subF), no-evaluators]	TRUST_BOUNDARY_UNUSED: fixed opaque symbol; unreachable from the submitted integer-list program and no claim depends on it
reference-semantics/semantics/float.k	104	rule	concrete	rule subF(F1:Float, F2:Float) => F1 -Float F2 [concrete]	ACCEPT_FIXED_CONCRETE: fixed concrete-only equation; not used by symbolic closure and consistent with its named primitive
reference-semantics/semantics/float.k	105	rule	-	"rule applyBin(""-"", F1:Float, F2:Float) => subF(F1, F2)"	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/float.k	107	syntax	function,total,opaque/no-evaluators,symbol	syntax Float ::= divF(Float, Float) [function, total, symbol(divF), no-evaluators]	TRUST_BOUNDARY_UNUSED: fixed opaque symbol; unreachable from the submitted integer-list program and no claim depends on it
reference-semantics/semantics/float.k	108	rule	concrete	rule divF(F1:Float, F2:Float) => F1 /Float F2 [concrete]	ACCEPT_FIXED_CONCRETE: fixed concrete-only equation; not used by symbolic closure and consistent with its named primitive
reference-semantics/semantics/float.k	109	rule	-	"rule applyBin(""/"", F1:Float, F2:Float) => divF(F1, F2)"	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/float.k	111	syntax	function,total,opaque/no-evaluators,symbol	syntax Float ::= addF(Float, Float) [function, total, symbol(addF), no-evaluators]	TRUST_BOUNDARY_UNUSED: fixed opaque symbol; unreachable from the submitted integer-list program and no claim depends on it
reference-semantics/semantics/float.k	112	rule	concrete	rule addF(F1:Float, F2:Float) => F1 +Float F2 [concrete]	ACCEPT_FIXED_CONCRETE: fixed concrete-only equation; not used by symbolic closure and consistent with its named primitive
reference-semantics/semantics/float.k	113	rule	-	"rule applyBin(""+"", F1:Float, F2:Float) => addF(F1, F2)"	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/float.k	115	syntax	function,total,opaque/no-evaluators,symbol	syntax Float ::= mulF(Float, Float) [function, total, symbol(mulF), no-evaluators]	TRUST_BOUNDARY_UNUSED: fixed opaque symbol; unreachable from the submitted integer-list program and no claim depends on it
reference-semantics/semantics/float.k	116	rule	concrete	rule mulF(F1:Float, F2:Float) => F1 *Float F2 [concrete]	ACCEPT_FIXED_CONCRETE: fixed concrete-only equation; not used by symbolic closure and consistent with its named primitive
reference-semantics/semantics/float.k	117	rule	-	"rule applyBin(""*"", F1:Float, F2:Float) => mulF(F1, F2)"	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/float.k	119	syntax	function,total,opaque/no-evaluators,symbol	syntax Float ::= powF(Float, Float) [function, total, symbol(powF), no-evaluators]	TRUST_BOUNDARY_UNUSED: fixed opaque symbol; unreachable from the submitted integer-list program and no claim depends on it
reference-semantics/semantics/float.k	120	rule	concrete	rule powF(F1:Float, F2:Float) => F1 ^Float F2 [concrete]	ACCEPT_FIXED_CONCRETE: fixed concrete-only equation; not used by symbolic closure and consistent with its named primitive
reference-semantics/semantics/float.k	121	rule	-	"rule applyBin(""**"", F1:Float, F2:Float) => powF(F1, F2)  // ---- the remaining comparisons (gtF promoted from find_zero — its summaries //      case-split on the atom; >= / <= derive from the two opaque compares) ----"	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/float.k	125	syntax	function,total,opaque/no-evaluators,symbol	syntax Bool ::= gtF(Float, Float) [function, total, symbol(gtF), no-evaluators]	TRUST_BOUNDARY_UNUSED: fixed opaque symbol; unreachable from the submitted integer-list program and no claim depends on it
reference-semantics/semantics/float.k	126	rule	concrete	rule gtF(F1:Float, F2:Float) => F1 >Float F2 [concrete]	ACCEPT_FIXED_CONCRETE: fixed concrete-only equation; not used by symbolic closure and consistent with its named primitive
reference-semantics/semantics/float.k	127	rule	-	"rule applyCmp("">"",  F1:Float, F2:Float) => gtF(F1, F2)"	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/float.k	128	rule	-	"rule applyCmp("">="", F1:Float, F2:Float) => notBool floatLt(F1, F2)"	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/float.k	129	rule	-	"rule applyCmp(""<="", F1:Float, F2:Float) => notBool gtF(F1, F2)  // ---- mixed Int/Float operators promote the Int side (n ** 0.5 etc.) ----"	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/float.k	132	rule	-	"rule applyBin(""**"", I:Int, F:Float) => powF(intToF(I), F)"	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/float.k	133	rule	-	"rule applyBin(""**"", F:Float, I:Int) => powF(F, intToF(I))"	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/float.k	134	rule	-	"rule applyBin(""-"",  I:Int, F:Float) => subF(intToF(I), F)"	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/float.k	135	rule	-	"rule applyBin(""-"",  F:Float, I:Int) => subF(F, intToF(I))"	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/float.k	136	rule	-	"rule applyBin(""+"",  I:Int, F:Float) => addF(intToF(I), F)"	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/float.k	137	rule	-	"rule applyBin(""+"",  F:Float, I:Int) => addF(F, intToF(I))"	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/float.k	138	rule	-	"rule applyBin(""*"",  I:Int, F:Float) => mulF(intToF(I), F)"	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/float.k	139	rule	concrete	"rule applyBin(""*"",  F:Float, I:Int) => mulF(F, intToF(I))  // ---- mixed Int == Float (shared eqF; opaque symbolic / concrete twin) ----"	ACCEPT_FIXED_CONCRETE: fixed concrete-only equation; not used by symbolic closure and consistent with its named primitive
reference-semantics/semantics/float.k	142	syntax	function,total,opaque/no-evaluators,symbol	syntax Bool ::= eqF(Float, Float) [function, total, symbol(eqF), no-evaluators]	TRUST_BOUNDARY_UNUSED: fixed opaque symbol; unreachable from the submitted integer-list program and no claim depends on it
reference-semantics/semantics/float.k	143	rule	concrete	rule eqF(F1:Float, F2:Float) => F1 ==Float F2 [concrete]	ACCEPT_FIXED_CONCRETE: fixed concrete-only equation; not used by symbolic closure and consistent with its named primitive
reference-semantics/semantics/float.k	144	rule	-	"rule applyCmp(""=="", I:Int, F:Float) => eqF(intToF(I), F)"	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/float.k	145	rule	-	"rule applyCmp(""=="", F:Float, I:Int) => eqF(F, intToF(I))"	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/float.k	146	rule	-	"rule applyCmp(""!="", I:Int, F:Float) => notBool eqF(intToF(I), F)"	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/float.k	147	rule	-	"rule applyCmp(""!="", F:Float, I:Int) => notBool eqF(F, intToF(I))"	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/float.k	148	rule	-	"rule applyCmp(""<"",  I:Int, F:Float) => floatLt(intToF(I), F)"	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/float.k	149	rule	-	"rule applyCmp(""<"",  F:Float, I:Int) => floatLt(F, intToF(I))"	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/float.k	150	rule	-	"rule applyCmp("">"",  I:Int, F:Float) => gtF(intToF(I), F)"	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/float.k	151	rule	-	"rule applyCmp("">"",  F:Float, I:Int) => gtF(F, intToF(I))  // ---- x == None (promoted from 137; `is` cases live in operators.k) ----"	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/float.k	154	rule	-	"rule applyCmp(""=="", V:Val, noneV) => V ==K noneV"	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/float.k	155	rule	concrete	"rule applyCmp(""!="", V:Val, noneV) => notBool (V ==K noneV)  // ---- float(str): decimal parse (promoted from 137's defined chain) ---- // digits '.' digits, optional leading '-'; concrete evaluation only (the // symbolic side stays an opaque decStrToF term a proof case-splits on)."	ACCEPT_FIXED_CONCRETE: fixed concrete-only equation; not used by symbolic closure and consistent with its named primitive
reference-semantics/semantics/float.k	160	syntax	function,total,opaque/no-evaluators,symbol	syntax Float ::= decStrToF(IntSeq) [function, total, symbol(decStrToF), no-evaluators]	TRUST_BOUNDARY_UNUSED: fixed opaque symbol; unreachable from the submitted integer-list program and no claim depends on it
reference-semantics/semantics/float.k	161	rule	concrete	rule decStrToF(iCons(45, CS:IntSeq)) => 0.0 -Float decStrToF(CS) [concrete]	ACCEPT_FIXED_CONCRETE: fixed concrete-only equation; not used by symbolic closure and consistent with its named primitive
reference-semantics/semantics/float.k	162	rule	concrete	rule decStrToF(CS:IntSeq) => intToF(intPart(CS)) +Float (intToF(fracPart(CS)) /Float intToF(fracScale(CS))) requires isLen(CS) >Int 0 andBool headIS(CS) =/=Int 45 [concrete]	ACCEPT_FIXED_CONCRETE: fixed concrete-only equation; not used by symbolic closure and consistent with its named primitive
reference-semantics/semantics/float.k	165	syntax	function	syntax Int ::= headIS(IntSeq) [function]	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/float.k	166	rule	-	rule headIS(iCons(C:Int, _:IntSeq)) => C	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/float.k	167	syntax	function,total	syntax Int ::= intPart(IntSeq) [function, total] | intPartAcc(IntSeq, Int) [function, total]	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/float.k	168	rule	-	rule intPart(CS:IntSeq) => intPartAcc(CS, 0)	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/float.k	169	rule	-	rule intPartAcc(.IntSeq, A:Int) => A	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/float.k	170	rule	-	rule intPartAcc(iCons(46, _:IntSeq), A:Int) => A	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/float.k	171	rule	-	rule intPartAcc(iCons(C:Int, R:IntSeq), A:Int) => intPartAcc(R, A *Int 10 +Int (C -Int 48)) requires C =/=Int 46	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/float.k	173	syntax	function,total	syntax Int ::= fracPart(IntSeq) [function, total] | fracAcc(IntSeq, Int) [function, total]	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/float.k	174	rule	-	rule fracPart(.IntSeq) => 0	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/float.k	175	rule	-	rule fracPart(iCons(46, R:IntSeq)) => fracAcc(R, 0)	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/float.k	176	rule	-	rule fracPart(iCons(C:Int, R:IntSeq)) => fracPart(R) requires C =/=Int 46	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
