id	file	line	kind	origin	flags	statement
284	reference-semantics/semantics/controls.k	39	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ N <- builtinV(N) ], _) ... </scopes> requires N ==String "floor" orBool N ==String "ceil"
285	reference-semantics/semantics/controls.k	43	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> requires notBool (N ==String "floor" orBool N ==String "ceil")
286	reference-semantics/semantics/controls.k	48	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> Expr(_:Val) => .K ... </k>
287	reference-semantics/semantics/controls.k	51	syntax	SUPPLIED_FIXED_SEMANTICS	-	syntax KItem ::= #branch(Bool, Stmts, Stmts)
288	reference-semantics/semantics/controls.k	52	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>
289	reference-semantics/semantics/controls.k	53	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #branch(true, T:Stmts, _:Stmts) => T ... </k>
290	reference-semantics/semantics/controls.k	54	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k>
291	reference-semantics/semantics/controls.k	57	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k> requires truthy(V)
292	reference-semantics/semantics/controls.k	59	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k> requires notBool truthy(V)
293	reference-semantics/semantics/controls.k	65	syntax	SUPPLIED_FIXED_SEMANTICS	-	syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts) | #while(Expr, Stmts) | #whileCond(Expr, Stmts) | #loopLbl(K) | "#cont" | "#brk"
294	reference-semantics/semantics/controls.k	69	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>
295	reference-semantics/semantics/controls.k	71	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>
296	reference-semantics/semantics/controls.k	72	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>
297	reference-semantics/semantics/controls.k	73	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts) => #bindTgt(T, V) ~> B ~> #loopLbl(#loop(REST, T, B)) ... </k>
298	reference-semantics/semantics/controls.k	77	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>
299	reference-semantics/semantics/controls.k	78	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>
300	reference-semantics/semantics/controls.k	79	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k> requires truthy(V)
301	reference-semantics/semantics/controls.k	81	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k> requires notBool truthy(V)
302	reference-semantics/semantics/controls.k	85	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #loopLbl(NEXT:K) => NEXT ... </k>
303	reference-semantics/semantics/controls.k	86	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> Continue => #cont ... </k>
304	reference-semantics/semantics/controls.k	87	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> Break => #brk ... </k>
305	reference-semantics/semantics/controls.k	88	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>
306	reference-semantics/semantics/controls.k	89	rule	SUPPLIED_FIXED_SEMANTICS	owise,ordinary-rule	rule <k> #cont ~> (_:KItem => .K) ... </k> [owise]
307	reference-semantics/semantics/controls.k	90	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #brk ~> #loopLbl(_:K) => .K ... </k>
308	reference-semantics/semantics/controls.k	91	rule	SUPPLIED_FIXED_SEMANTICS	owise,ordinary-rule	rule <k> #brk ~> (_:KItem => .K) ... </k> [owise]
309	reference-semantics/semantics/controls.k	95	rule	SUPPLIED_FIXED_SEMANTICS	priority,ordinary-rule	rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
310	reference-semantics/semantics/controls.k	98	rule	SUPPLIED_FIXED_SEMANTICS	priority,ordinary-rule	rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
311	reference-semantics/semantics/controls.k	101	rule	SUPPLIED_FIXED_SEMANTICS	priority,ordinary-rule	rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
312	reference-semantics/semantics/controls.k	106	rule	SUPPLIED_FIXED_SEMANTICS	priority,ordinary-rule	rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)] endmodule
313	reference-semantics/semantics/core.k	3	module	SUPPLIED_FIXED_SEMANTICS	-	module MPY-CORE
314	reference-semantics/semantics/core.k	4	imports	SUPPLIED_FIXED_SEMANTICS	-	imports MPY-SYNTAX
315	reference-semantics/semantics/core.k	5	imports	SUPPLIED_FIXED_SEMANTICS	-	imports INT
316	reference-semantics/semantics/core.k	6	imports	SUPPLIED_FIXED_SEMANTICS	-	imports BOOL
317	reference-semantics/semantics/core.k	7	imports	SUPPLIED_FIXED_SEMANTICS	-	imports STRING
318	reference-semantics/semantics/core.k	8	imports	SUPPLIED_FIXED_SEMANTICS	-	imports MAP
319	reference-semantics/semantics/core.k	9	imports	SUPPLIED_FIXED_SEMANTICS	-	imports LIST
320	reference-semantics/semantics/core.k	10	imports	SUPPLIED_FIXED_SEMANTICS	-	imports K-EQUAL
321	reference-semantics/semantics/core.k	13	syntax	SUPPLIED_FIXED_SEMANTICS	-	syntax IntSeq ::= ".IntSeq" | iCons(Int, IntSeq)
322	reference-semantics/semantics/core.k	14	syntax	SUPPLIED_FIXED_SEMANTICS	-	syntax ValSeq ::= ".ValSeq" | vCons(Val, ValSeq)
323	reference-semantics/semantics/core.k	15	syntax	SUPPLIED_FIXED_SEMANTICS	-	syntax Str ::= str(IntSeq)
324	reference-semantics/semantics/core.k	18	syntax	SUPPLIED_FIXED_SEMANTICS	-	syntax Iterable ::= list(ValSeq) | tuple(ValSeq) | Str | rangeObj(Int, Int, Int) | zipObj(ValSeq, ValSeq) | zipObjS(IntSeq, IntSeq)
325	reference-semantics/semantics/core.k	25	syntax	SUPPLIED_FIXED_SEMANTICS	-	syntax Val ::= Int | Bool | "noneV" | Iterable | ref(Int) | cellRef(Int) | closureVal(ParamNames, Stmts, Int) | typeV(String) | builtinV(String) | boundMethodV(Val, String)
326	reference-semantics/semantics/core.k	36	syntax	SUPPLIED_FIXED_SEMANTICS	-	syntax Parent ::= "root" | parent(Int)
327	reference-semantics/semantics/core.k	37	syntax	SUPPLIED_FIXED_SEMANTICS	-	syntax Scope ::= scope(Map, Parent)
328	reference-semantics/semantics/core.k	38	syntax	SUPPLIED_FIXED_SEMANTICS	-	syntax KResult ::= Val
329	reference-semantics/semantics/core.k	39	syntax	SUPPLIED_FIXED_SEMANTICS	-	syntax Expr ::= Val
330	reference-semantics/semantics/core.k	40	syntax	SUPPLIED_FIXED_SEMANTICS	-	syntax Vals ::= List{Val, ","}
331	reference-semantics/semantics/core.k	41	syntax	SUPPLIED_FIXED_SEMANTICS	-	syntax Exc ::= "NoExc" | "AssertionError"
332	reference-semantics/semantics/core.k	42	syntax	SUPPLIED_FIXED_SEMANTICS	-	syntax RetState ::= "noRet" | retV(Val)
333	reference-semantics/semantics/core.k	49	configuration	SUPPLIED_FIXED_SEMANTICS	-	configuration <k> #loadAll($PGM:Module) </k> <env> 0 </env> <scopes> 0 |-> scope(.Map, parent(-1)) -1 |-> builtinsScope </scopes> <scopeLoc> 1 </scopeLoc> <heap> .Map </heap> <heapLoc> 0 </heapLoc> <stack> .List </stack> <ret> noRet </ret> <exc> NoExc </exc> <exit-code exit=""> 0 </exit-code>
334	reference-semantics/semantics/core.k	68	syntax	SUPPLIED_FIXED_SEMANTICS	function,total	syntax Bool ::= isRefV(Val) [function, total]
335	reference-semantics/semantics/core.k	69	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule isRefV(ref(_:Int)) => true
336	reference-semantics/semantics/core.k	70	rule	SUPPLIED_FIXED_SEMANTICS	owise,ordinary-rule	rule isRefV(_:Val) => false [owise]
337	reference-semantics/semantics/core.k	75	syntax	SUPPLIED_FIXED_SEMANTICS	-	syntax HeapVal ::= cellV(Val)
338	reference-semantics/semantics/core.k	76	syntax	SUPPLIED_FIXED_SEMANTICS	function,total	syntax Bool ::= isCellRef(Val) [function, total]
339	reference-semantics/semantics/core.k	77	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule isCellRef(cellRef(_:Int)) => true
340	reference-semantics/semantics/core.k	78	rule	SUPPLIED_FIXED_SEMANTICS	owise,ordinary-rule	rule isCellRef(_:Val) => false [owise]
341	reference-semantics/semantics/core.k	85	rule	SUPPLIED_FIXED_SEMANTICS	priority,ordinary-rule	rule <k> cellRef(H:Int) => V ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires "$cells" in_keys(M) [priority(40)]
342	reference-semantics/semantics/core.k	95	syntax	SUPPLIED_FIXED_SEMANTICS	-	syntax Val ::= kwV(String, Val)
343	reference-semantics/semantics/core.k	96	syntax	SUPPLIED_FIXED_SEMANTICS	-	syntax KItem ::= #kwTag(String)
344	reference-semantics/semantics/core.k	97	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> KwArg(N:String, E:Expr) => E ~> #kwTag(N) ... </k>
345	reference-semantics/semantics/core.k	98	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> V:Val ~> #kwTag(N:String) => kwV(N, V) ... </k> requires notBool isKwV(V)
346	reference-semantics/semantics/core.k	100	syntax	SUPPLIED_FIXED_SEMANTICS	function,total	syntax Bool ::= isKwV(Val) [function, total]
347	reference-semantics/semantics/core.k	101	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule isKwV(kwV(_:String, _:Val)) => true
348	reference-semantics/semantics/core.k	102	rule	SUPPLIED_FIXED_SEMANTICS	owise,ordinary-rule	rule isKwV(_:Val) => false [owise]
349	reference-semantics/semantics/core.k	106	syntax	SUPPLIED_FIXED_SEMANTICS	-	syntax Val ::= cellsMark(ParamNames)
350	reference-semantics/semantics/core.k	107	syntax	SUPPLIED_FIXED_SEMANTICS	function	syntax ParamNames ::= cellsOf(Val) [function]
351	reference-semantics/semantics/core.k	108	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule cellsOf(cellsMark(CVS:ParamNames)) => CVS
352	reference-semantics/semantics/core.k	109	syntax	SUPPLIED_FIXED_SEMANTICS	function,total	syntax Bool ::= pnMember(String, ParamNames) [function, total]
353	reference-semantics/semantics/core.k	110	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule pnMember(_:String, .ParamNames) => false
354	reference-semantics/semantics/core.k	111	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule pnMember(X:String, (P:String, R:ParamNames)) => X ==String P orBool pnMember(X, R)
355	reference-semantics/semantics/core.k	113	syntax	SUPPLIED_FIXED_SEMANTICS	-	syntax KItem ::= #cellW(Val, Val)
356	reference-semantics/semantics/core.k	114	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #cellW(cellRef(H:Int), V:Val) => .K ... </k> <heap> ... H |-> cellV(_:Val => V) ... </heap>
357	reference-semantics/semantics/core.k	117	syntax	SUPPLIED_FIXED_SEMANTICS	-	syntax KItem ::= #alloc(Val)
358	reference-semantics/semantics/core.k	118	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #alloc(V:Val) => ref(N) ... </k> <heap> H:Map => (N |-> V) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc> requires notBool N in_keys(H)
359	reference-semantics/semantics/core.k	124	syntax	SUPPLIED_FIXED_SEMANTICS	-	syntax KItem ::= #loadAll(Module)
360	reference-semantics/semantics/core.k	125	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #loadAll(Module(SS:Stmts)) => SS ... </k>
361	reference-semantics/semantics/core.k	126	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> (S:Stmt SS:Stmts):Stmts => S ~> SS ... </k>
362	reference-semantics/semantics/core.k	127	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> .Stmts => .K ... </k>
363	reference-semantics/semantics/core.k	130	syntax	SUPPLIED_FIXED_SEMANTICS	-	syntax KItem ::= #look(String, Int)
364	reference-semantics/semantics/core.k	131	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> Name(X:String) => #look(X, L) ... </k> <env> L:Int </env>
365	reference-semantics/semantics/core.k	132	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #look(X:String, L:Int) => {M[X]}:>Val ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> requires X in_keys(M)
366	reference-semantics/semantics/core.k	145	rule	SUPPLIED_FIXED_SEMANTICS	priority,ordinary-rule	rule <k> #look(X:String, L:Int) => V ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires X in_keys(M) andBool "$cells" in_keys(M) andBool pnMember(X, cellsOf({M["$cells"]}:>Val)) andBool {M[X]}:>Val ==K cellRef(H) [priority(40)]
367	reference-semantics/semantics/core.k	152	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #look(X:String, L:Int) => #look(X, P) ... </k> <scopes> ... L |-> scope(M:Map, parent(P:Int)) ... </scopes> requires notBool (X in_keys(M))
368	reference-semantics/semantics/core.k	157	syntax	SUPPLIED_FIXED_SEMANTICS	function,total	syntax Scope ::= "builtinsScope" [function, total]
369	reference-semantics/semantics/core.k	158	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule builtinsScope => scope(.Map [ "len" <- builtinV("len") ] [ "set" <- builtinV("set") ] [ "sum" <- builtinV("sum") ] [ "abs" <- builtinV("abs") ] [ "min" <- builtinV("min") ] [ "max" <- builtinV("max") ] [ "ord" <- builtinV("ord") ] [ "chr" <- builtinV("chr") ] [ "range" <- builtinV("range") ] [ "all" <- builtinV("all") ] [ "any" <- builtinV("any") ] [ "zip" <- builtinV("zip") ] [ "isinstance" <- builtinV("isinstance") ] [ "sorted" <- builtinV("sorted") ] [ "list" <- builtinV("list") ] [ "round" <- builtinV("round") ] [ "bin" <- builtinV("bin") ] [ "enumerate" <- builtinV("enumerate") ] [ "map" <- builtinV("map") ] [ "eval" <- builtinV("eval") ] [ "int" <- typeV("int") ] [ "str" <- typeV("str") ] [ "float" <- typeV("float") ], root)
370	reference-semantics/semantics/core.k	185	syntax	SUPPLIED_FIXED_SEMANTICS	-	syntax ApplyK ::= toCall(Val)
371	reference-semantics/semantics/core.k	186	syntax	SUPPLIED_FIXED_SEMANTICS	-	syntax KItem ::= #evalArgs(Exprs, Vals, ApplyK) | #evalArgCont(Exprs, Vals, ApplyK) | #applyK(ApplyK, Vals)
372	reference-semantics/semantics/core.k	189	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #evalArgs((A:Expr, REST:Exprs), ACC:Vals, K:ApplyK) => A ~> #evalArgCont(REST, ACC, K) ... </k>
373	reference-semantics/semantics/core.k	190	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> V:Val ~> #evalArgCont(REST:Exprs, ACC:Vals, K:ApplyK) => #evalArgs(REST, appendVal(ACC, V), K) ... </k>
374	reference-semantics/semantics/core.k	191	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #evalArgs(.Exprs, ACC:Vals, K:ApplyK) => #applyK(K, ACC) ... </k>
375	reference-semantics/semantics/core.k	194	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> Int(I:Int) => I ... </k>
376	reference-semantics/semantics/core.k	195	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> Bool(B:Bool) => B ... </k>
377	reference-semantics/semantics/core.k	196	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> NoneVal => noneV ... </k>
378	reference-semantics/semantics/core.k	199	syntax	SUPPLIED_FIXED_SEMANTICS	function	syntax Bool ::= truthy(Val) [function]
379	reference-semantics/semantics/core.k	200	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule truthy(B:Bool) => B
380	reference-semantics/semantics/core.k	201	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule truthy(noneV) => false
381	reference-semantics/semantics/core.k	202	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule truthy(I:Int) => I =/=Int 0
382	reference-semantics/semantics/core.k	203	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule truthy(str(S:IntSeq)) => notBool (S ==K .IntSeq)
383	reference-semantics/semantics/core.k	204	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule truthy(list(V:ValSeq)) => notBool (V ==K .ValSeq)
384	reference-semantics/semantics/core.k	205	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule truthy(tuple(V:ValSeq)) => notBool (V ==K .ValSeq)
385	reference-semantics/semantics/core.k	208	syntax	SUPPLIED_FIXED_SEMANTICS	function	syntax Val ::= applyUn(String, Val) [function]
386	reference-semantics/semantics/core.k	209	syntax	SUPPLIED_FIXED_SEMANTICS	function	syntax Val ::= applyBin(String, Val, Val) [function]
387	reference-semantics/semantics/core.k	210	syntax	SUPPLIED_FIXED_SEMANTICS	function	syntax Bool ::= applyCmp(String, Val, Val) [function]
388	reference-semantics/semantics/core.k	213	syntax	SUPPLIED_FIXED_SEMANTICS	function,total	syntax Vals ::= appendVal(Vals, Val) [function, total]
389	reference-semantics/semantics/core.k	214	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule appendVal(.Vals, V:Val) => V , .Vals
390	reference-semantics/semantics/core.k	215	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule appendVal((V0:Val, VS:Vals), V:Val) => V0 , appendVal(VS, V)
391	reference-semantics/semantics/core.k	217	syntax	SUPPLIED_FIXED_SEMANTICS	function,total	syntax ValSeq ::= vals2valSeq(Vals) [function, total]
392	reference-semantics/semantics/core.k	218	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule vals2valSeq(.Vals) => .ValSeq
393	reference-semantics/semantics/core.k	219	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule vals2valSeq((V:Val, VS:Vals)) => vCons(V, vals2valSeq(VS))
394	reference-semantics/semantics/core.k	223	syntax	SUPPLIED_FIXED_SEMANTICS	function,total	syntax Int ::= vsLen(ValSeq) [function, total]
395	reference-semantics/semantics/core.k	224	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule vsLen(.ValSeq) => 0
396	reference-semantics/semantics/core.k	225	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule vsLen(vCons(_:Val, S:ValSeq)) => 1 +Int vsLen(S)
397	reference-semantics/semantics/core.k	227	syntax	SUPPLIED_FIXED_SEMANTICS	function,total	syntax Int ::= isLen(IntSeq) [function, total]
398	reference-semantics/semantics/core.k	228	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule isLen(.IntSeq) => 0
399	reference-semantics/semantics/core.k	229	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule isLen(iCons(_:Int, S:IntSeq)) => 1 +Int isLen(S)
400	reference-semantics/semantics/core.k	233	syntax	SUPPLIED_FIXED_SEMANTICS	function,total	syntax ValSeq ::= setVSAt(ValSeq, Int, Val) [function, total]
401	reference-semantics/semantics/core.k	234	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule setVSAt(.ValSeq, _:Int, _:Val) => .ValSeq
402	reference-semantics/semantics/core.k	235	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule setVSAt(vCons(_:Val, S:ValSeq), 0, V:Val) => vCons(V, S)
403	reference-semantics/semantics/core.k	236	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule setVSAt(vCons(W:Val, S:ValSeq), I:Int, V:Val) => vCons(W, setVSAt(S, I -Int 1, V)) requires I >Int 0
404	reference-semantics/semantics/core.k	238	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule setVSAt(VS:ValSeq, I:Int, _:Val) => VS requires I <Int 0 endmodule
405	reference-semantics/semantics/dict.k	13	module	SUPPLIED_FIXED_SEMANTICS	-	module MPY-DICT
406	reference-semantics/semantics/dict.k	14	imports	SUPPLIED_FIXED_SEMANTICS	-	imports MPY-CORE
407	reference-semantics/semantics/dict.k	15	imports	SUPPLIED_FIXED_SEMANTICS	-	imports MPY-ITER
408	reference-semantics/semantics/dict.k	16	imports	SUPPLIED_FIXED_SEMANTICS	-	imports MPY-METHODS
409	reference-semantics/semantics/dict.k	17	imports	SUPPLIED_FIXED_SEMANTICS	-	imports MPY-LIST
410	reference-semantics/semantics/dict.k	20	syntax	SUPPLIED_FIXED_SEMANTICS	-	syntax Val ::= dictV(ValSeq, ValSeq)
411	reference-semantics/semantics/dict.k	23	syntax	SUPPLIED_FIXED_SEMANTICS	-	syntax KItem ::= #dictAcc(Entries, ValSeq, ValSeq) | #dictKey(Expr, Entries, ValSeq, ValSeq) | #dictVal(Val, Entries, ValSeq, ValSeq)
412	reference-semantics/semantics/dict.k	26	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> DictExpr(ES:Entries) => #dictAcc(ES, .ValSeq, .ValSeq) ... </k>
413	reference-semantics/semantics/dict.k	27	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #dictAcc(.Entries, KS:ValSeq, VS:ValSeq) => dictV(KS, VS) ... </k>
414	reference-semantics/semantics/dict.k	28	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #dictAcc((Entry(K:Expr, V:Expr), REST:Entries), KS:ValSeq, VS:ValSeq) => K ~> #dictKey(V, REST, KS, VS) ... </k>
415	reference-semantics/semantics/dict.k	30	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> KV:Val ~> #dictKey(V:Expr, REST:Entries, KS:ValSeq, VS:ValSeq) => V ~> #dictVal(KV, REST, KS, VS) ... </k>
416	reference-semantics/semantics/dict.k	32	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> VV:Val ~> #dictVal(KV:Val, REST:Entries, KS:ValSeq, VS:ValSeq) => #dictAcc(REST, dPutK(KS, KV), dPutV(KS, VS, KV, VV)) ... </k>
417	reference-semantics/semantics/dict.k	37	syntax	SUPPLIED_FIXED_SEMANTICS	function,total	syntax Bool ::= dHasKey(ValSeq, Val) [function, total]
418	reference-semantics/semantics/dict.k	38	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule dHasKey(.ValSeq, _:Val) => false
419	reference-semantics/semantics/dict.k	39	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule dHasKey(vCons(A:Val, _:ValSeq), K:Val) => true requires A ==K K
420	reference-semantics/semantics/dict.k	40	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule dHasKey(vCons(A:Val, R:ValSeq), K:Val) => dHasKey(R, K) requires notBool (A ==K K)
421	reference-semantics/semantics/dict.k	43	syntax	SUPPLIED_FIXED_SEMANTICS	function,total	syntax ValSeq ::= dPutK(ValSeq, Val) [function, total]
422	reference-semantics/semantics/dict.k	44	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule dPutK(KS:ValSeq, K:Val) => KS requires dHasKey(KS, K)
423	reference-semantics/semantics/dict.k	45	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule dPutK(KS:ValSeq, K:Val) => valSeqConcat(KS, vCons(K, .ValSeq)) requires notBool dHasKey(KS, K)
424	reference-semantics/semantics/dict.k	49	syntax	SUPPLIED_FIXED_SEMANTICS	function,total	syntax ValSeq ::= dPutV(ValSeq, ValSeq, Val, Val) [function, total]
425	reference-semantics/semantics/dict.k	50	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule dPutV(vCons(A:Val, _:ValSeq), vCons(_:Val, VR:ValSeq), K:Val, V:Val) => vCons(V, VR) requires A ==K K
426	reference-semantics/semantics/dict.k	52	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule dPutV(vCons(A:Val, KR:ValSeq), vCons(B:Val, VR:ValSeq), K:Val, V:Val) => vCons(B, dPutV(KR, VR, K, V)) requires notBool (A ==K K)
427	reference-semantics/semantics/dict.k	54	rule	SUPPLIED_FIXED_SEMANTICS	owise,ordinary-rule	rule dPutV(_KS:ValSeq, VS:ValSeq, _K:Val, V:Val) => valSeqConcat(VS, vCons(V, .ValSeq)) [owise]
428	reference-semantics/semantics/dict.k	58	rule	SUPPLIED_FIXED_SEMANTICS	priority,ordinary-rule	rule <k> #applyK(toCall(boundMethodV(dictV(KS:ValSeq, _:ValSeq), "keys")), .Vals) => #alloc(list(KS)) ... </k> [priority(40)]
429	reference-semantics/semantics/dict.k	63	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule applyIndexD(dictV(KS:ValSeq, VS:ValSeq), K:Val) => dGet(KS, VS, K)
430	reference-semantics/semantics/dict.k	64	syntax	SUPPLIED_FIXED_SEMANTICS	function	syntax Val ::= applyIndexD(Val, Val) [function]
431	reference-semantics/semantics/dict.k	65	rule	SUPPLIED_FIXED_SEMANTICS	priority,ordinary-rule	rule <k> Subscript(dictV(KS:ValSeq, VS:ValSeq), K:Val) => applyIndexD(dictV(KS, VS), K) ... </k> [priority(45)]
432	reference-semantics/semantics/dict.k	70	syntax	SUPPLIED_FIXED_SEMANTICS	function	syntax Val ::= dictSet(Val, Val, Val) [function]
433	reference-semantics/semantics/dict.k	71	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule dictSet(dictV(KS:ValSeq, VS:ValSeq), K:Val, V:Val) => dictV(dPutK(KS, K), dPutV(KS, VS, K, V))
434	reference-semantics/semantics/dict.k	76	syntax	SUPPLIED_FIXED_SEMANTICS	-	syntax KItem ::= #dsetK(String, Val)
