id	file	line	kind	origin	flags	statement	audit_disposition	reason
536	reference-semantics/semantics/float.k	160	syntax	SUPPLIED_FIXED_SEMANTICS	function,total,symbol,no-evaluators	syntax Float ::= decStrToF(IntSeq) [function, total, symbol(decStrToF), no-evaluators]	OPAQUE_FIXED_PRIMITIVE_INERT_FOR_TARGET	immutable supplied trust-boundary symbol is unreachable from this integer-only program and cannot influence its result
537	reference-semantics/semantics/float.k	161	rule	SUPPLIED_FIXED_SEMANTICS	concrete,ordinary-rule	rule decStrToF(iCons(45, CS:IntSeq)) => 0.0 -Float decStrToF(CS) [concrete]	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
538	reference-semantics/semantics/float.k	162	rule	SUPPLIED_FIXED_SEMANTICS	concrete,ordinary-rule	rule decStrToF(CS:IntSeq) => intToF(intPart(CS)) +Float (intToF(fracPart(CS)) /Float intToF(fracScale(CS))) requires isLen(CS) >Int 0 andBool headIS(CS) =/=Int 45 [concrete]	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
539	reference-semantics/semantics/float.k	165	syntax	SUPPLIED_FIXED_SEMANTICS	function	syntax Int ::= headIS(IntSeq) [function]	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
540	reference-semantics/semantics/float.k	166	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule headIS(iCons(C:Int, _:IntSeq)) => C	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
541	reference-semantics/semantics/float.k	167	syntax	SUPPLIED_FIXED_SEMANTICS	function,total	syntax Int ::= intPart(IntSeq) [function, total] | intPartAcc(IntSeq, Int) [function, total]	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
542	reference-semantics/semantics/float.k	168	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule intPart(CS:IntSeq) => intPartAcc(CS, 0)	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
543	reference-semantics/semantics/float.k	169	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule intPartAcc(.IntSeq, A:Int) => A	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
544	reference-semantics/semantics/float.k	170	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule intPartAcc(iCons(46, _:IntSeq), A:Int) => A	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
545	reference-semantics/semantics/float.k	171	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule intPartAcc(iCons(C:Int, R:IntSeq), A:Int) => intPartAcc(R, A *Int 10 +Int (C -Int 48)) requires C =/=Int 46	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
546	reference-semantics/semantics/float.k	173	syntax	SUPPLIED_FIXED_SEMANTICS	function,total	syntax Int ::= fracPart(IntSeq) [function, total] | fracAcc(IntSeq, Int) [function, total]	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
547	reference-semantics/semantics/float.k	174	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule fracPart(.IntSeq) => 0	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
548	reference-semantics/semantics/float.k	175	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule fracPart(iCons(46, R:IntSeq)) => fracAcc(R, 0)	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
549	reference-semantics/semantics/float.k	176	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule fracPart(iCons(C:Int, R:IntSeq)) => fracPart(R) requires C =/=Int 46	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
550	reference-semantics/semantics/float.k	177	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule fracAcc(.IntSeq, A:Int) => A	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
551	reference-semantics/semantics/float.k	178	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule fracAcc(iCons(C:Int, R:IntSeq), A:Int) => fracAcc(R, A *Int 10 +Int (C -Int 48))	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
552	reference-semantics/semantics/float.k	179	syntax	SUPPLIED_FIXED_SEMANTICS	function,total	syntax Int ::= fracScale(IntSeq) [function, total] | fscAcc(IntSeq, Int) [function, total]	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
553	reference-semantics/semantics/float.k	180	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule fracScale(.IntSeq) => 1	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
554	reference-semantics/semantics/float.k	181	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule fracScale(iCons(46, R:IntSeq)) => fscAcc(R, 1)	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
555	reference-semantics/semantics/float.k	182	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule fracScale(iCons(C:Int, R:IntSeq)) => fracScale(R) requires C =/=Int 46	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
556	reference-semantics/semantics/float.k	183	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule fscAcc(.IntSeq, A:Int) => A	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
557	reference-semantics/semantics/float.k	184	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule fscAcc(iCons(_:Int, R:IntSeq), A:Int) => fscAcc(R, A *Int 10)	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
558	reference-semantics/semantics/float.k	185	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	"rule applyBuiltin(""float"", str(CS:IntSeq), .Vals) => decStrToF(CS)"	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
559	reference-semantics/semantics/float.k	186	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	"rule applyBuiltin(""float"", I:Int, .Vals) => intToF(I)"	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
560	reference-semantics/semantics/float.k	187	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	"rule applyBuiltin(""float"", F:Float, .Vals) => F"	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
561	reference-semantics/semantics/float.k	190	syntax	SUPPLIED_FIXED_SEMANTICS	function,total,symbol,no-evaluators	syntax Float ::= divFloatIntV(Float, Int) [function, total, symbol(divFloatIntV), no-evaluators]	OPAQUE_FIXED_PRIMITIVE_INERT_FOR_TARGET	immutable supplied trust-boundary symbol is unreachable from this integer-only program and cannot influence its result
562	reference-semantics/semantics/float.k	191	rule	SUPPLIED_FIXED_SEMANTICS	concrete,ordinary-rule	rule divFloatIntV(F:Float, I:Int) => F /Float Int2Float(I, 53, 11) [concrete]	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
563	reference-semantics/semantics/float.k	192	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	"rule applyBin(""/"", F:Float, I:Int) => divFloatIntV(F, I)"	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
564	reference-semantics/semantics/float.k	195	syntax	SUPPLIED_FIXED_SEMANTICS	function,total,symbol,no-evaluators	syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]	OPAQUE_FIXED_PRIMITIVE_INERT_FOR_TARGET	immutable supplied trust-boundary symbol is unreachable from this integer-only program and cannot influence its result
565	reference-semantics/semantics/float.k	196	rule	SUPPLIED_FIXED_SEMANTICS	concrete,ordinary-rule	rule intToF(I:Int) => Int2Float(I, 53, 11) [concrete]	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
566	reference-semantics/semantics/float.k	197	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	"rule applyBin(""+"", I:Int, F:Float) => addF(intToF(I), F)"	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
567	reference-semantics/semantics/float.k	198	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	"rule applyBin(""+"", F:Float, I:Int) => addF(F, intToF(I))"	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
568	reference-semantics/semantics/float.k	199	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	"rule applyBin(""-"", I:Int, F:Float) => subF(intToF(I), F)"	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
569	reference-semantics/semantics/float.k	200	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	"rule applyBin(""-"", F:Float, I:Int) => subF(F, intToF(I))"	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
570	reference-semantics/semantics/float.k	201	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	"rule applyBin(""*"", I:Int, F:Float) => mulF(intToF(I), F)"	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
571	reference-semantics/semantics/float.k	202	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	"rule applyBin(""*"", F:Float, I:Int) => mulF(F, intToF(I))"	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
572	reference-semantics/semantics/float.k	203	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	"rule applyCmp(""<"", I:Int, F:Float) => floatLt(intToF(I), F)"	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
573	reference-semantics/semantics/float.k	204	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	"rule applyCmp(""<"", F:Float, I:Int) => floatLt(F, intToF(I))"	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
574	reference-semantics/semantics/float.k	205	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	"rule applyCmp("">"", I:Int, F:Float) => gtF(intToF(I), F)"	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
575	reference-semantics/semantics/float.k	206	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	"rule applyCmp("">"", F:Float, I:Int) => gtF(F, intToF(I))"	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
576	reference-semantics/semantics/float.k	209	syntax	SUPPLIED_FIXED_SEMANTICS	function,total,symbol,no-evaluators	syntax Int ::= truncF(Float) [function, total, symbol(truncF), no-evaluators]	OPAQUE_FIXED_PRIMITIVE_INERT_FOR_TARGET	immutable supplied trust-boundary symbol is unreachable from this integer-only program and cannot influence its result
577	reference-semantics/semantics/float.k	210	rule	SUPPLIED_FIXED_SEMANTICS	concrete,ordinary-rule	rule truncF(F:Float) => #if F >=Float 0.0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi [concrete]	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
578	reference-semantics/semantics/float.k	211	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	"rule applyBuiltin(""int"", F:Float, .Vals) => truncF(F)"	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
579	reference-semantics/semantics/float.k	213	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	"rule applyBuiltin(""float"", I:Int, .Vals) => intToF(I)"	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
580	reference-semantics/semantics/float.k	214	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	"rule applyBuiltin(""float"", F:Float, .Vals) => F"	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
581	reference-semantics/semantics/float.k	217	syntax	SUPPLIED_FIXED_SEMANTICS	function,total,symbol,no-evaluators	syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]	OPAQUE_FIXED_PRIMITIVE_INERT_FOR_TARGET	immutable supplied trust-boundary symbol is unreachable from this integer-only program and cannot influence its result
582	reference-semantics/semantics/float.k	218	rule	SUPPLIED_FIXED_SEMANTICS	concrete,ordinary-rule	rule roundF(F:Float) => #if (F -Float floorFloat(F)) ==Float 0.5 #then (#if Float2Int(floorFloat(F)) %Int 2 ==Int 0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi) #else Float2Int(floorFloat(F +Float 0.5)) #fi [concrete]	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
583	reference-semantics/semantics/float.k	223	syntax	SUPPLIED_FIXED_SEMANTICS	function,total,symbol,no-evaluators	syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]	OPAQUE_FIXED_PRIMITIVE_INERT_FOR_TARGET	immutable supplied trust-boundary symbol is unreachable from this integer-only program and cannot influence its result
584	reference-semantics/semantics/float.k	224	rule	SUPPLIED_FIXED_SEMANTICS	concrete,ordinary-rule	rule roundFN(F:Float, N:Int) => Int2Float(roundF(F *Float Int2Float(10 ^Int N, 53, 11)), 53, 11) /Float Int2Float(10 ^Int N, 53, 11) [concrete]	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
585	reference-semantics/semantics/float.k	227	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	"rule applyBuiltin(""round"", F:Float, .Vals) => roundF(F)"	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
586	reference-semantics/semantics/float.k	228	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	"rule applyBuiltin(""round"", F:Float, N:Int, .Vals) => roundFN(F, N)"	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
587	reference-semantics/semantics/float.k	230	syntax	SUPPLIED_FIXED_SEMANTICS	function,total,symbol,no-evaluators	syntax Float ::= sqrtF(Float) [function, total, symbol(sqrtF), no-evaluators]	OPAQUE_FIXED_PRIMITIVE_INERT_FOR_TARGET	immutable supplied trust-boundary symbol is unreachable from this integer-only program and cannot influence its result
588	reference-semantics/semantics/float.k	231	rule	SUPPLIED_FIXED_SEMANTICS	concrete,ordinary-rule	rule sqrtF(F:Float) => sqrtFloat(F) [concrete]	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
589	reference-semantics/semantics/float.k	232	syntax	SUPPLIED_FIXED_SEMANTICS	-	"syntax KItem ::= ""#mathSqrt"""	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
590	reference-semantics/semantics/float.k	233	rule	SUPPLIED_FIXED_SEMANTICS	priority,ordinary-rule	"rule <k> Call(Attribute(Name(""math""), ""sqrt""), (E:Expr, .Exprs)) => E ~> #mathSqrt ... </k> [priority(40)]"	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
591	reference-semantics/semantics/float.k	234	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> F:Float ~> #mathSqrt => sqrtF(F) ... </k>	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
592	reference-semantics/semantics/float.k	235	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> I:Int ~> #mathSqrt => sqrtF(intToF(I)) ... </k>	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
593	reference-semantics/semantics/float.k	243	syntax	SUPPLIED_FIXED_SEMANTICS	-	syntax KItem ::= #maxAccF(Iterable, Float) | #maxContF(Float)	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
594	reference-semantics/semantics/float.k	244	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAccF(R, {V}:>Float) ... </k> requires isFloat(V)	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
595	reference-semantics/semantics/float.k	245	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #maxAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #maxContF(M) ... </k>	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
596	reference-semantics/semantics/float.k	246	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #iterDone ~> #maxContF(M:Float) => M ... </k>	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
597	reference-semantics/semantics/float.k	247	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #maxAccF(R, maxFloat(M, {V}:>Float)) ... </k> requires isFloat(V)	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
598	reference-semantics/semantics/float.k	250	syntax	SUPPLIED_FIXED_SEMANTICS	-	syntax KItem ::= #minAccF(Iterable, Float) | #minContF(Float)	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
599	reference-semantics/semantics/float.k	251	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAccF(R, {V}:>Float) ... </k> requires isFloat(V)	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
600	reference-semantics/semantics/float.k	252	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #minAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #minContF(M) ... </k>	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
601	reference-semantics/semantics/float.k	253	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #iterDone ~> #minContF(M:Float) => M ... </k>	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
602	reference-semantics/semantics/float.k	254	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #iterYield(V:Val, R:Iterable) ~> #minContF(M:Float) => #minAccF(R, minFloat(M, {V}:>Float)) ... </k> requires isFloat(V)	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
603	reference-semantics/semantics/float.k	261	syntax	SUPPLIED_FIXED_SEMANTICS	-	syntax KItem ::= #sumAccF(Iterable, Float) | #sumContF(Float)	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
604	reference-semantics/semantics/float.k	262	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int) => #sumAccF(R, addF(intToF(ACC), {V}:>Float)) ... </k> requires isFloat(V) andBool notBool (isInt(V) orBool isBool(V))	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
605	reference-semantics/semantics/float.k	265	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #sumAccF(IT:Iterable, ACC:Float) => #iterNext(IT) ~> #sumContF(ACC) ... </k>	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
606	reference-semantics/semantics/float.k	266	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #iterDone ~> #sumContF(ACC:Float) => ACC ... </k>	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
607	reference-semantics/semantics/float.k	267	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, {V}:>Float)) ... </k> requires isFloat(V)	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
608	reference-semantics/semantics/float.k	270	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, intToF(intOf(V)))) ... </k> requires isInt(V) orBool isBool(V) endmodule	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
609	reference-semantics/semantics/functions.k	3	module	SUPPLIED_FIXED_SEMANTICS	-	module MPY-FUNCTIONS	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
610	reference-semantics/semantics/functions.k	4	imports	SUPPLIED_FIXED_SEMANTICS	-	imports MPY-CORE	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
611	reference-semantics/semantics/functions.k	8	syntax	SUPPLIED_FIXED_SEMANTICS	-	"syntax KItem ::= frame(continuation: K, callerEnv: Int, savedLoc: Int) | #bindP(ParamNames, Vals) | ""#pop"" | ""#endcall"""	RELEVANT_FIXED_SEMANTICS_REVIEWED	immutable supplied rule/declaration on the submitted execution path; checked in the constructor map and concrete/symbolic runs
612	reference-semantics/semantics/functions.k	14	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> FuncDef(F:String, Params(PNS:ParamNames), BODY:Stmts) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureVal(PNS, BODY, L) ], _) ... </scopes>	RELEVANT_FIXED_SEMANTICS_REVIEWED	immutable supplied rule/declaration on the submitted execution path; checked in the constructor map and concrete/symbolic runs
613	reference-semantics/semantics/functions.k	18	syntax	SUPPLIED_FIXED_SEMANTICS	-	syntax Expr ::= closureExpr(ParamNames, Stmts)	RELEVANT_FIXED_SEMANTICS_REVIEWED	immutable supplied rule/declaration on the submitted execution path; checked in the constructor map and concrete/symbolic runs
614	reference-semantics/semantics/functions.k	19	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> closureExpr(PNS:ParamNames, BODY:Stmts) => closureVal(PNS, BODY, L) ... </k> <env> L:Int </env>	RELEVANT_FIXED_SEMANTICS_REVIEWED	immutable supplied rule/declaration on the submitted execution path; checked in the constructor map and concrete/symbolic runs
615	reference-semantics/semantics/functions.k	27	syntax	SUPPLIED_FIXED_SEMANTICS	-	syntax Val ::= closureValC(ParamNames, ParamNames, Stmts, Map)	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
616	reference-semantics/semantics/functions.k	31	syntax	SUPPLIED_FIXED_SEMANTICS	-	syntax KItem ::= #mkClosure(String, ParamNames, ParamNames, ParamNames, Stmts, Map) | #mkLambda(ParamNames, ParamNames, ParamNames, Stmts, Map)	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
617	reference-semantics/semantics/functions.k	33	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> FuncDef(F:String, Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), BODY:Stmts) => #mkClosure(F, PNS, CVS, FVS, BODY, .Map) ... </k>	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
618	reference-semantics/semantics/functions.k	36	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkClosure(F, PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires FV in_keys(M)	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
