file	module	kind	start_line	end_line	role	attributes	normalized_sha256	assessment	rationale	normalized_sentence
semantics/float.k	MPY-FLOAT	syntax	86	86	declaration	function,total,symbol	5506be32391181835ed65a75fc4654d2c25ffe352ec3115b3d137d28f495bf73	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	syntax Float ::= toF(Val) [function, total, symbol(toF)]
semantics/float.k	MPY-FLOAT	rule	87	87	equational	concrete	ed62a3a7f661923ba2dc8a8100b240b37581acaf018e91c6d5f0e04b90f1b339	CONCRETE_RULE_INACTIVE_IN_PROOF	Concrete twin is used by LLVM only and cannot contribute to the Haskell target proof.	rule toF(F:Float) => F [concrete]
semantics/float.k	MPY-FLOAT	rule	88	92	equational	concrete	f14e69883b5c1c912af6bbd529415a681f0cf20b66f6db374a2a0a5ccd66b6ca	CONCRETE_RULE_INACTIVE_IN_PROOF	Concrete twin is used by LLVM only and cannot contribute to the Haskell target proof.	rule toF(I:Int) => intToF(I) [concrete] // ceilF: math.ceil as an Int. TOTAL (K trusts it; a symbolic list element stays opaque for // kprove — structural). [concrete] so the Int2Float/ceilFloat hooks only run for krun (llvm). // Matches Python incl. negatives: ceil(-2.4) = -2 = Float2Int(ceilFloat(-2.4)).
semantics/float.k	MPY-FLOAT	syntax	93	93	declaration	function,total,symbol	52675460312419ec876e710ac18206472fab07ac74a094bd6caa45e1ec0027ed	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	syntax Int ::= ceilF(Val) [function, total, symbol(ceilF)]
semantics/float.k	MPY-FLOAT	rule	94	94	equational	concrete	c5ad02ae16417369c8125277af88c6486c901951961ba6b585a296287b4a5be8	CONCRETE_RULE_INACTIVE_IN_PROOF	Concrete twin is used by LLVM only and cannot contribute to the Haskell target proof.	rule ceilF(I:Int) => I [concrete]
semantics/float.k	MPY-FLOAT	rule	95	98	equational	concrete	145b6bb5414a1e9f6ecd3c28cd72b074f15dc027a09e5d343fbf343916a1786f	CONCRETE_RULE_INACTIVE_IN_PROOF	Concrete twin is used by LLVM only and cannot contribute to the Haskell target proof.	rule ceilF(F:Float) => Float2Int(ceilFloat(F)) [concrete] // unary minus on a float (e.g. the literal -2.4 = UnaryOp("-", Float(2.4))). Concrete for krun; // proofs use symbolic elements, never a float literal.
semantics/float.k	MPY-FLOAT	rule	99	102	equational	-	7d664b09c5b810fb8a0ada329642a5e6316411bdcae8ee528df89ab3813174e7	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule applyUn("-", F:Float) => 0.0 -Float F // ---- float - / / / + (OPAQUE for kprove [no-evaluators], concrete for krun) — for float-list // element maps (x - lo) / (hi - lo). Mirror intFloatDiv: additive, sort-disjoint from the Int rules.
semantics/float.k	MPY-FLOAT	syntax	103	103	declaration	function,total,symbol,no-evaluators	bd9289f118f1e03fa252abe44e6e1c934c9f1ae015ed8e3fbd4299e7f5c26494	OPAQUE_UNUSED_TRUST_BOUNDARY	Declared fixed-semantics opaque symbol; no float/sort/md5 term is reachable from this integer/string program.	syntax Float ::= subF(Float, Float) [function, total, symbol(subF), no-evaluators]
semantics/float.k	MPY-FLOAT	rule	104	104	equational	concrete	12f60d082454bd2b0805c3344bf9ab377c453dcd7d5e9c5b42bf333f5d57edb8	CONCRETE_RULE_INACTIVE_IN_PROOF	Concrete twin is used by LLVM only and cannot contribute to the Haskell target proof.	rule subF(F1:Float, F2:Float) => F1 -Float F2 [concrete]
semantics/float.k	MPY-FLOAT	rule	105	105	equational	-	600f864e0d4d5f3dfe90085090dd70db36baef4d5567bb1aaeef349e99da06db	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule applyBin("-", F1:Float, F2:Float) => subF(F1, F2)
semantics/float.k	MPY-FLOAT	syntax	107	107	declaration	function,total,symbol,no-evaluators	91e03f2ac9cf90dce2b3ea5859601973196a3504474c25eb80ec2b21be7ffe57	OPAQUE_UNUSED_TRUST_BOUNDARY	Declared fixed-semantics opaque symbol; no float/sort/md5 term is reachable from this integer/string program.	syntax Float ::= divF(Float, Float) [function, total, symbol(divF), no-evaluators]
semantics/float.k	MPY-FLOAT	rule	108	108	equational	concrete	26654b7bcf191054c73e2246eb8532b4bd2b7243dfed90f8a8981b961ece60f8	CONCRETE_RULE_INACTIVE_IN_PROOF	Concrete twin is used by LLVM only and cannot contribute to the Haskell target proof.	rule divF(F1:Float, F2:Float) => F1 /Float F2 [concrete]
semantics/float.k	MPY-FLOAT	rule	109	109	equational	-	ef46ce780b55860627d49bf1404f7f29e15fe39b90cd069c1022d94b833e6290	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule applyBin("/", F1:Float, F2:Float) => divF(F1, F2)
semantics/float.k	MPY-FLOAT	syntax	111	111	declaration	function,total,symbol,no-evaluators	2398531263a97112a72ea01928b6cf992a9f2306201ba7f3170536661db96622	OPAQUE_UNUSED_TRUST_BOUNDARY	Declared fixed-semantics opaque symbol; no float/sort/md5 term is reachable from this integer/string program.	syntax Float ::= addF(Float, Float) [function, total, symbol(addF), no-evaluators]
semantics/float.k	MPY-FLOAT	rule	112	112	equational	concrete	3f45f37477446abb30b2cf45ac67d631b0bf8d597d6dfac37aebfb9494124574	CONCRETE_RULE_INACTIVE_IN_PROOF	Concrete twin is used by LLVM only and cannot contribute to the Haskell target proof.	rule addF(F1:Float, F2:Float) => F1 +Float F2 [concrete]
semantics/float.k	MPY-FLOAT	rule	113	113	equational	-	034cf2b7767250b7e2e63618d233e160da84cceb00705122dacb2b21d37f9641	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule applyBin("+", F1:Float, F2:Float) => addF(F1, F2)
semantics/float.k	MPY-FLOAT	syntax	115	115	declaration	function,total,symbol,no-evaluators	4e0d8b299c8516d20b15b89833ed1e760641f6fa8ecc8d0069cf24fa804c9c98	OPAQUE_UNUSED_TRUST_BOUNDARY	Declared fixed-semantics opaque symbol; no float/sort/md5 term is reachable from this integer/string program.	syntax Float ::= mulF(Float, Float) [function, total, symbol(mulF), no-evaluators]
semantics/float.k	MPY-FLOAT	rule	116	116	equational	concrete	46a5b95d90aada84fb908fcccfac676a044aaa6b9f76e95e95f4c620acb0278b	CONCRETE_RULE_INACTIVE_IN_PROOF	Concrete twin is used by LLVM only and cannot contribute to the Haskell target proof.	rule mulF(F1:Float, F2:Float) => F1 *Float F2 [concrete]
semantics/float.k	MPY-FLOAT	rule	117	117	equational	-	7bc5c419eaac104d84561c37f738d88864aedb6a8f4fe53efafeaf9213747acd	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule applyBin("*", F1:Float, F2:Float) => mulF(F1, F2)
semantics/float.k	MPY-FLOAT	syntax	119	119	declaration	function,total,symbol,no-evaluators	47a046af374b7333041c374f5e55c9c816bb128c6ec2b425f34da68716e8cea3	OPAQUE_UNUSED_TRUST_BOUNDARY	Declared fixed-semantics opaque symbol; no float/sort/md5 term is reachable from this integer/string program.	syntax Float ::= powF(Float, Float) [function, total, symbol(powF), no-evaluators]
semantics/float.k	MPY-FLOAT	rule	120	120	equational	concrete	88f0b7d20137e8c6cc512845c967e98e804b4966da1b2ef8eb07db88bae5b8fa	CONCRETE_RULE_INACTIVE_IN_PROOF	Concrete twin is used by LLVM only and cannot contribute to the Haskell target proof.	rule powF(F1:Float, F2:Float) => F1 ^Float F2 [concrete]
semantics/float.k	MPY-FLOAT	rule	121	124	equational	-	8e212e6890f18b2beda7c1c57253f730960d85d8621eeefd387a54adebdffbec	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule applyBin("**", F1:Float, F2:Float) => powF(F1, F2) // ---- the remaining comparisons (gtF promoted from find_zero — its summaries // case-split on the atom; >= / <= derive from the two opaque compares) ----
semantics/float.k	MPY-FLOAT	syntax	125	125	declaration	function,total,symbol,no-evaluators	9fdcc02ab4ee99148d3e6503c0421d6d40e4c43f206fecef2bf271337906a0c0	OPAQUE_UNUSED_TRUST_BOUNDARY	Declared fixed-semantics opaque symbol; no float/sort/md5 term is reachable from this integer/string program.	syntax Bool ::= gtF(Float, Float) [function, total, symbol(gtF), no-evaluators]
semantics/float.k	MPY-FLOAT	rule	126	126	equational	concrete	088703ce3653f7358ab35922090d8b0c6380e7bdabc390bab127a4fb756fe9f9	CONCRETE_RULE_INACTIVE_IN_PROOF	Concrete twin is used by LLVM only and cannot contribute to the Haskell target proof.	rule gtF(F1:Float, F2:Float) => F1 >Float F2 [concrete]
semantics/float.k	MPY-FLOAT	rule	127	127	equational	-	0288d338940c4dc8037d4e03ef5004dce662bd4311b988368300e3b9694a9088	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule applyCmp(">", F1:Float, F2:Float) => gtF(F1, F2)
semantics/float.k	MPY-FLOAT	rule	128	128	equational	-	5eb9299eb06c3b1274bb92813d634fba7250df5e932e6fbd4f10219082b4e26d	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule applyCmp(">=", F1:Float, F2:Float) => notBool floatLt(F1, F2)
semantics/float.k	MPY-FLOAT	rule	129	131	equational	-	8450a60edb040c3c79c150cb3aefc28f736f70478f273c966811cd38aa69d5d1	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule applyCmp("<=", F1:Float, F2:Float) => notBool gtF(F1, F2) // ---- mixed Int/Float operators promote the Int side (n ** 0.5 etc.) ----
semantics/float.k	MPY-FLOAT	rule	132	132	equational	-	f16ef18fbd1d9024a5bbbb2180e97eb0b9b548b0a53165996dc52bd3db603161	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule applyBin("**", I:Int, F:Float) => powF(intToF(I), F)
semantics/float.k	MPY-FLOAT	rule	133	133	equational	-	6353492521ad97f8b794ad6a43bd8fd197aa82dde113f341a78b56fbcebb6436	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule applyBin("**", F:Float, I:Int) => powF(F, intToF(I))
semantics/float.k	MPY-FLOAT	rule	134	134	equational	-	7b68c306973586de958d305580b9863c51bc797c0632e645a8be0e4e94ab5f88	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule applyBin("-", I:Int, F:Float) => subF(intToF(I), F)
semantics/float.k	MPY-FLOAT	rule	135	135	equational	-	1409954604e558d1e20ebb673b113bb4e753382700056a9bb050e2f5877f2435	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule applyBin("-", F:Float, I:Int) => subF(F, intToF(I))
semantics/float.k	MPY-FLOAT	rule	136	136	equational	-	695a4d4bdd54bacc726be8bb1b947957b13ac3c1ea85079e6f37f176f5dd1e85	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule applyBin("+", I:Int, F:Float) => addF(intToF(I), F)
semantics/float.k	MPY-FLOAT	rule	137	137	equational	-	8105c256a812da5488c816ddc234cc23a361eaea37ba294397ab351db64ecbe8	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule applyBin("+", F:Float, I:Int) => addF(F, intToF(I))
semantics/float.k	MPY-FLOAT	rule	138	138	equational	-	74e2f8b58bc61612bd447aba290b62193b7b0a596847a535cef8ecf17013ed6d	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule applyBin("*", I:Int, F:Float) => mulF(intToF(I), F)
semantics/float.k	MPY-FLOAT	rule	139	141	equational	-	e6ec45cad51d54a76725d3e30f9951c2f259d5cfee54811847aaae6c1c75014c	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule applyBin("*", F:Float, I:Int) => mulF(F, intToF(I)) // ---- mixed Int == Float (shared eqF; opaque symbolic / concrete twin) ----
semantics/float.k	MPY-FLOAT	syntax	142	142	declaration	function,total,symbol,no-evaluators	4d0d2ce425b47cbd6bee2f255bcf3d96198d491b336ae2a39b526ef63bea2402	OPAQUE_UNUSED_TRUST_BOUNDARY	Declared fixed-semantics opaque symbol; no float/sort/md5 term is reachable from this integer/string program.	syntax Bool ::= eqF(Float, Float) [function, total, symbol(eqF), no-evaluators]
semantics/float.k	MPY-FLOAT	rule	143	143	equational	concrete	9653dcd55b20d0e03ba4d3cbe0f0bc8f742986e54a1d18bce5cea115e0effbb2	CONCRETE_RULE_INACTIVE_IN_PROOF	Concrete twin is used by LLVM only and cannot contribute to the Haskell target proof.	rule eqF(F1:Float, F2:Float) => F1 ==Float F2 [concrete]
semantics/float.k	MPY-FLOAT	rule	144	144	equational	-	ac77f892cfc0b69b735ac2dedee89bcc32c18ec0b6242435d33e360dc3bdfebc	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule applyCmp("==", I:Int, F:Float) => eqF(intToF(I), F)
semantics/float.k	MPY-FLOAT	rule	145	145	equational	-	722beef5b388f74df4709c027e46917747d36d8c1d7c43bf20a191f26682e6a0	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule applyCmp("==", F:Float, I:Int) => eqF(F, intToF(I))
semantics/float.k	MPY-FLOAT	rule	146	146	equational	-	15bc1d1e3d08b5b6493f5463f32de91bc41aedbc0531460205fa7b219d3a0b6e	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule applyCmp("!=", I:Int, F:Float) => notBool eqF(intToF(I), F)
semantics/float.k	MPY-FLOAT	rule	147	147	equational	-	330ac8e38f2c5dc2e16493d9573956960ac5ac0f1aa2ec0b94a2bab7f4776709	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule applyCmp("!=", F:Float, I:Int) => notBool eqF(F, intToF(I))
semantics/float.k	MPY-FLOAT	rule	148	148	equational	-	1714c1550770bc11884e259edb53966f4938fc04546dd96c773cabee38acab6c	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule applyCmp("<", I:Int, F:Float) => floatLt(intToF(I), F)
semantics/float.k	MPY-FLOAT	rule	149	149	equational	-	a3b308b7b2c2e9343ae069b0a7bbe47498537cca6859ee92873552c2df50f105	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule applyCmp("<", F:Float, I:Int) => floatLt(F, intToF(I))
semantics/float.k	MPY-FLOAT	rule	150	150	equational	-	fc6de3b7c2f96d950f9aaca9f5df3aed76102c3b005e86cef59e2d2bce19afcf	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule applyCmp(">", I:Int, F:Float) => gtF(intToF(I), F)
semantics/float.k	MPY-FLOAT	rule	151	153	equational	-	6be006c5f338dff71d73987e7eecbe8de7dd26235ccbb3e159d4c986d664375d	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule applyCmp(">", F:Float, I:Int) => gtF(F, intToF(I)) // ---- x == None (promoted from 137; `is` cases live in operators.k) ----
semantics/float.k	MPY-FLOAT	rule	154	154	equational	-	ed4df68a2d974fe706e71c86e88eb3e36801da78a3eaa8c2ecbaa51f6ced123c	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule applyCmp("==", V:Val, noneV) => V ==K noneV
semantics/float.k	MPY-FLOAT	rule	155	159	equational	-	36ca091848db67ad70ff6e704b91a5654885c8d188fe4833ccdf797609b69cfa	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule applyCmp("!=", V:Val, noneV) => notBool (V ==K noneV) // ---- float(str): decimal parse (promoted from 137's defined chain) ---- // digits '.' digits, optional leading '-'; concrete evaluation only (the // symbolic side stays an opaque decStrToF term a proof case-splits on).
semantics/float.k	MPY-FLOAT	syntax	160	160	declaration	function,total,symbol,no-evaluators	588f5768440e82dbce509dc1072150d464064371a95ab449d306de6c8a1ab71d	OPAQUE_UNUSED_TRUST_BOUNDARY	Declared fixed-semantics opaque symbol; no float/sort/md5 term is reachable from this integer/string program.	syntax Float ::= decStrToF(IntSeq) [function, total, symbol(decStrToF), no-evaluators]
semantics/float.k	MPY-FLOAT	rule	161	161	equational	concrete	32ad68f36a3579ddde24fed9991e513dbe124c01fa42f3cf8d325c00724072e5	CONCRETE_RULE_INACTIVE_IN_PROOF	Concrete twin is used by LLVM only and cannot contribute to the Haskell target proof.	rule decStrToF(iCons(45, CS:IntSeq)) => 0.0 -Float decStrToF(CS) [concrete]
semantics/float.k	MPY-FLOAT	rule	162	164	equational	concrete	9f3e9336e6d4f17232515b23e758529e9713428bdc07275860865b9fabe9a17e	CONCRETE_RULE_INACTIVE_IN_PROOF	Concrete twin is used by LLVM only and cannot contribute to the Haskell target proof.	rule decStrToF(CS:IntSeq) => intToF(intPart(CS)) +Float (intToF(fracPart(CS)) /Float intToF(fracScale(CS))) requires isLen(CS) >Int 0 andBool headIS(CS) =/=Int 45 [concrete]
semantics/float.k	MPY-FLOAT	syntax	165	165	declaration	function	7ccb5a6fa421529eb4d84258e8892a126f17837c883f5f769a46302b9f415a77	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	syntax Int ::= headIS(IntSeq) [function]
semantics/float.k	MPY-FLOAT	rule	166	166	equational	-	87f97131d232c3b3fe63af84c485392eb5fa213372961692ad8be1d4e829b6be	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule headIS(iCons(C:Int, _:IntSeq)) => C
semantics/float.k	MPY-FLOAT	syntax	167	167	declaration	function,total	81addd4f5596f2033c20428b0f7237369100bbb560bee73c96ad21a80d841b50	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	syntax Int ::= intPart(IntSeq) [function, total] | intPartAcc(IntSeq, Int) [function, total]
semantics/float.k	MPY-FLOAT	rule	168	168	equational	-	8628f4bdac5b353e03c2bc742851a9bef5270e9f55485b2fd5106110b32c91eb	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule intPart(CS:IntSeq) => intPartAcc(CS, 0)
semantics/float.k	MPY-FLOAT	rule	169	169	equational	-	b0b8a3b71d8b773e0ac54513c6fc1487bd635290f8b43e0cde2e727212088832	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule intPartAcc(.IntSeq, A:Int) => A
semantics/float.k	MPY-FLOAT	rule	170	170	equational	-	afe4cef68f539bdd51c1f0a5ae8df7775d90ea5f56b631736fca0c3045775347	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule intPartAcc(iCons(46, _:IntSeq), A:Int) => A
semantics/float.k	MPY-FLOAT	rule	171	172	equational	-	449dadad749f7ef91ef8e6743696425941aff55a9e7c5e9632f30e047051f33e	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule intPartAcc(iCons(C:Int, R:IntSeq), A:Int) => intPartAcc(R, A *Int 10 +Int (C -Int 48)) requires C =/=Int 46
semantics/float.k	MPY-FLOAT	syntax	173	173	declaration	function,total	89e3dfc58231d5383b1e61b92e817335a29e719d804013b43b7c7441c61c2b6f	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	syntax Int ::= fracPart(IntSeq) [function, total] | fracAcc(IntSeq, Int) [function, total]
semantics/float.k	MPY-FLOAT	rule	174	174	equational	-	63e7386de829e297aa3549501083463f674402c03453af6d2af82954ea3ca089	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule fracPart(.IntSeq) => 0
semantics/float.k	MPY-FLOAT	rule	175	175	equational	-	336f8c20b7a91aaa9ffeb7e78c4036dc329b5eb2285b828ebdf685de71756ca5	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule fracPart(iCons(46, R:IntSeq)) => fracAcc(R, 0)
semantics/float.k	MPY-FLOAT	rule	176	176	equational	-	517a796c8a51a532d5deec287622e3fd5c53f114d3c2c4a90d81a38845e188eb	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule fracPart(iCons(C:Int, R:IntSeq)) => fracPart(R) requires C =/=Int 46
semantics/float.k	MPY-FLOAT	rule	177	177	equational	-	3a7473c8713b4543d57cb02410dccb5d38aec392bbef467c280296112e6e3f98	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule fracAcc(.IntSeq, A:Int) => A
semantics/float.k	MPY-FLOAT	rule	178	178	equational	-	a87341fff5746e9d5194086ddc44c7ad77a84af986cfb236c0eb82e4803100b8	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule fracAcc(iCons(C:Int, R:IntSeq), A:Int) => fracAcc(R, A *Int 10 +Int (C -Int 48))
semantics/float.k	MPY-FLOAT	syntax	179	179	declaration	function,total	dffc425acef907d2815f3c09cd0f551eb3c0d4d833f812e1fd91fd039a251917	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	syntax Int ::= fracScale(IntSeq) [function, total] | fscAcc(IntSeq, Int) [function, total]
semantics/float.k	MPY-FLOAT	rule	180	180	equational	-	f006d2881246b7d3dcd8eaf9d4618941fa02e37bba781cc8bde1ca23cf00abeb	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule fracScale(.IntSeq) => 1
semantics/float.k	MPY-FLOAT	rule	181	181	equational	-	abcd00241d753458f9e3c9c9b4f190a16743b72541923fda31d832a76e6e8c0a	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule fracScale(iCons(46, R:IntSeq)) => fscAcc(R, 1)
semantics/float.k	MPY-FLOAT	rule	182	182	equational	-	abd5cc4adcbe2ff17a9a65065bab11cb91f71486cec9b3aec6b916a2dadd508f	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule fracScale(iCons(C:Int, R:IntSeq)) => fracScale(R) requires C =/=Int 46
semantics/float.k	MPY-FLOAT	rule	183	183	equational	-	1e74ce0b2611ba03551065586840c66efcef50ec31c87931ea7e1fcdd0c038d5	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule fscAcc(.IntSeq, A:Int) => A
semantics/float.k	MPY-FLOAT	rule	184	184	equational	-	21eab0b39d565a3e9d8d58a6a31ae9dc36d9912941fde9c3fde2ba3b0e13a8b1	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule fscAcc(iCons(_:Int, R:IntSeq), A:Int) => fscAcc(R, A *Int 10)
semantics/float.k	MPY-FLOAT	rule	185	185	equational	-	a528cb142102cbb205e5e2a04f502db9659e955dbeb0b957699af3bdbb7e1409	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule applyBuiltin("float", str(CS:IntSeq), .Vals) => decStrToF(CS)
semantics/float.k	MPY-FLOAT	rule	186	186	equational	-	df11945a1b8f0f7bb66b9095abcda69026b9ee39f08d7621f51584b5193711e3	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule applyBuiltin("float", I:Int, .Vals) => intToF(I)
semantics/float.k	MPY-FLOAT	rule	187	189	equational	-	204a489bc7afe1b7ad35baf1ec8dc6ef9bf976d34a1e1eec0428b40362a3b414	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule applyBuiltin("float", F:Float, .Vals) => F // ---- float / int division (promoted from mean_absolute_deviation) ----
semantics/float.k	MPY-FLOAT	syntax	190	190	declaration	function,total,symbol,no-evaluators	f49cc043a05b2accf64a4db2d7e01a1b3b2ad8d4c9aac725e410510fe5868681	OPAQUE_UNUSED_TRUST_BOUNDARY	Declared fixed-semantics opaque symbol; no float/sort/md5 term is reachable from this integer/string program.	syntax Float ::= divFloatIntV(Float, Int) [function, total, symbol(divFloatIntV), no-evaluators]
semantics/float.k	MPY-FLOAT	rule	191	191	equational	concrete	a71c4a7b3d8c96c0b1b11e6d910903e91cc245db5c6b79525d6f74e8d046211e	CONCRETE_RULE_INACTIVE_IN_PROOF	Concrete twin is used by LLVM only and cannot contribute to the Haskell target proof.	rule divFloatIntV(F:Float, I:Int) => F /Float Int2Float(I, 53, 11) [concrete]
semantics/float.k	MPY-FLOAT	rule	192	194	equational	-	49144daa1c72e53a3326b2c41addec3efd0a7023570196bccee5f22eda3396e0	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule applyBin("/", F:Float, I:Int) => divFloatIntV(F, I) // ---- int -> float promotion for the remaining mixed arithmetic/compares ----
semantics/float.k	MPY-FLOAT	syntax	195	195	declaration	function,total,symbol,no-evaluators	4f21c29912e1361d8706f1bf1cde8207bd9e40372f9128ae77571effd103a990	OPAQUE_UNUSED_TRUST_BOUNDARY	Declared fixed-semantics opaque symbol; no float/sort/md5 term is reachable from this integer/string program.	syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]
semantics/float.k	MPY-FLOAT	rule	196	196	equational	concrete	389178d3dfd7c359c14f9336e08d770f7068b029dbbe053760f92d9769d2781f	CONCRETE_RULE_INACTIVE_IN_PROOF	Concrete twin is used by LLVM only and cannot contribute to the Haskell target proof.	rule intToF(I:Int) => Int2Float(I, 53, 11) [concrete]
semantics/float.k	MPY-FLOAT	rule	197	197	equational	-	695a4d4bdd54bacc726be8bb1b947957b13ac3c1ea85079e6f37f176f5dd1e85	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule applyBin("+", I:Int, F:Float) => addF(intToF(I), F)
